HRG Code,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
HT12D,Very Major Hip Procedures for Trauma with CC Score 3-5,82,.,.,.,58,.,.,.,.,.,.,196,.,.,.,56,392
HT12E,Very Major Hip Procedures for Trauma with CC Score 0-2,99,.,.,.,97,.,.,.,.,.,.,207,.,.,.,76,479
HT13A,Major Hip Procedures for Trauma with CC 12+,1,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
HT13B,Major Hip Procedures for Trauma with CC 9-11,6,.,.,.,5,.,.,.,.,.,.,12,.,.,.,2,25
HT13C,Major Hip Procedures for Trauma with CC 6-8,27,.,.,.,2,.,.,.,.,.,.,52,.,.,.,13,94
HT13D,Major Hip Procedures for Trauma with CC 3-5,71,.,.,.,21,.,.,.,.,.,.,139,.,.,.,44,275
HT13E,Major Hip Procedures for Trauma with CC 0-2,117,.,.,.,53,.,.,.,.,.,.,183,.,.,.,80,433
HT14A,Intermediate Hip Procedures for Trauma with CC Score 4+,.,.,.,.,3,.,.,1,.,.,.,20,.,.,.,1,25
HT14B,Intermediate Hip Procedures for Trauma with CC Score 2-3,1,.,.,.,.,.,.,.,.,.,.,8,.,.,.,3,12
HT14C,Intermediate Hip Procedures for Trauma with CC Score 0-1,7,.,.,.,3,.,.,.,.,.,.,14,.,.,.,11,35
HT22A,Very Major Knee Procedures for Trauma with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HT22B,Very Major Knee Procedures for Trauma with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
HT22C,Very Major Knee Procedures for Trauma with CC Score 0-1,3,.,.,.,5,.,.,.,.,.,.,9,.,.,.,1,18
HT23A,"Major Knee Procedures for Trauma, 19 years and over, with CC Score 4+",2,.,.,.,.,.,.,.,.,.,.,12,.,.,.,3,17
HT23B,"Major Knee Procedures for Trauma, 19 years and over, with CC Score 2-3",10,.,.,.,6,.,.,.,.,.,.,27,.,.,.,4,47
HT23C,"Major Knee Procedures for Trauma, 19 years and over, with CC Score 1",5,.,.,.,6,.,.,1,.,.,.,20,.,.,.,4,36
HT23D,"Major Knee Procedures for Trauma, 19 years and over, with CC Score 0",31,.,.,.,26,.,.,1,.,.,.,48,.,.,.,9,115
HT23E,"Major Knee Procedures for Trauma, 18 years and under",4,.,.,.,4,.,.,.,.,.,.,15,.,.,.,4,27
HT24A,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,2,11
HT24B,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 1",2,.,.,.,3,.,.,.,.,.,.,5,.,.,.,2,12
HT24C,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 0",6,.,.,.,4,.,.,1,.,.,.,22,.,.,.,6,39
HT24D,"Intermediate Knee Procedures for Trauma, 18 years and under",5,.,.,.,2,.,.,1,.,.,.,8,.,.,.,10,26
HT32A,Very Major Foot Procedures for Trauma with CC Score 4+,1,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,10
HT32B,Very Major Foot Procedures for Trauma with CC Score 2-3,2,.,.,.,2,.,.,.,.,.,.,6,.,.,.,2,12
HT32C,Very Major Foot Procedures for Trauma with CC Score 0-1,22,.,.,.,10,.,.,.,.,.,.,26,.,.,.,5,63
HT33A,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 4+",3,.,.,.,.,.,.,.,.,.,.,13,.,.,.,2,18
HT33B,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 2-3",14,.,.,.,9,.,.,.,.,.,.,19,.,.,.,9,51
HT33C,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 1",21,.,.,.,9,.,.,1,.,.,.,31,.,.,.,7,69
HT33D,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 0",67,.,.,.,59,.,.,1,.,.,.,77,.,.,.,31,235
HT33E,"Major Foot Procedures for Trauma, 18 years and under",6,.,.,.,11,.,.,.,.,.,.,13,.,.,.,11,41
HT34A,"Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,1,4
HT34B,"Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 2-3",1,.,.,.,2,.,.,.,.,.,.,11,.,.,.,7,21
HT34C,"Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 1",5,.,.,.,3,.,.,1,.,.,.,15,.,.,.,11,35
HT34D,"Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 0",14,.,.,.,11,.,.,1,1,.,.,31,.,.,.,19,77
HT34E,"Intermediate Foot Procedures for Trauma, 18 years and under",4,.,.,.,2,.,.,.,.,.,.,23,.,.,.,6,35
HT42A,Very Major Hand Procedures for Trauma with CC Score 2+,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,2,3
HT42B,Very Major Hand Procedures for Trauma with CC Score 0-1,11,.,.,.,2,.,.,.,.,.,.,8,.,.,.,26,47
HT43A,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 4+",2,.,.,.,1,.,.,.,.,.,.,2,.,.,.,2,7
HT43B,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 2-3",8,.,.,.,2,.,.,.,.,.,.,4,.,.,.,5,19
HT43C,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 0-1",23,.,.,.,47,.,.,.,.,.,.,27,.,.,.,127,224
HT43D,"Major Hand Procedures for Trauma, between 6 and 18 years",3,.,.,.,3,.,.,.,.,.,.,11,.,.,.,20,37
HT44A,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 4+",1,.,.,.,1,.,.,.,.,.,.,3,.,.,.,1,6
HT44B,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 2-3",4,.,.,.,.,.,.,.,1,.,.,2,.,.,.,3,10
HT44C,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 0-1",5,.,.,.,3,.,.,.,.,.,.,.,.,.,.,66,74
HT44D,"Intermediate Hand Procedures for Trauma, between 6 and 18 years",1,.,.,.,.,.,.,.,.,.,.,7,.,.,.,20,28
HT44E,"Intermediate Hand Procedures for Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
HT52A,Very Major Shoulder Procedures for Trauma with CC Score 4+,1,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,5
HT52B,Very Major Shoulder Procedures for Trauma with CC Score 2-3,5,.,.,.,1,.,.,.,.,.,.,8,.,.,.,2,16
HT52C,Very Major Shoulder Procedures for Trauma with CC Score 0-1,4,.,.,.,5,.,.,.,.,.,.,8,.,.,.,1,18
HT53A,"Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 4+",.,.,.,.,2,.,.,.,.,.,.,4,.,.,.,1,7
HT53B,"Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 2-3",3,.,.,.,3,.,.,.,.,.,.,9,.,.,.,4,19
HT53C,"Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 1",4,.,.,.,9,.,.,.,.,.,.,5,.,.,.,2,20
HT53D,"Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 0",14,.,.,.,22,.,.,.,.,.,.,8,.,.,.,7,51
HT53E,"Major Shoulder Procedures for Trauma, 18 years and under",1,.,.,.,6,.,.,.,.,.,.,3,.,.,.,1,11
HT54A,Intermediate Shoulder Procedures for Trauma with CC Score 4+,1,.,.,.,1,.,.,.,.,.,.,3,.,.,.,2,7
HT54B,Intermediate Shoulder Procedures for Trauma with CC Score 2-3,2,.,.,.,2,.,.,.,.,.,.,1,.,.,.,4,9
HT54C,Intermediate Shoulder Procedures for Trauma with CC Score 1,3,.,.,.,.,.,.,.,.,.,.,4,.,.,.,2,9
HT54D,Intermediate Shoulder Procedures for Trauma with CC Score 0,5,.,.,.,5,.,.,.,.,.,.,2,.,.,.,1,13
HT62A,Very Major Elbow Procedures for Trauma with CC Score 2+,2,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,6
HT62B,Very Major Elbow Procedures for Trauma with CC score 0-1,6,.,.,.,1,.,.,.,.,.,.,10,.,.,.,6,23
HT63A,"Major Elbow Procedures for Trauma, 19 years and over, with CC Score 4+",1,.,.,.,1,.,.,.,.,.,.,2,.,.,.,.,4
HT63B,"Major Elbow Procedures for Trauma, 19 years and over, with CC Score 2-3",3,.,.,.,1,.,.,.,.,.,.,7,.,.,.,6,17
HT63C,"Major Elbow Procedures for Trauma, 19 years and over, with CC Score 1",1,.,.,.,5,.,.,.,.,.,.,6,.,.,.,6,18
HT63D,"Major Elbow Procedures for Trauma, 19 years and over, with CC Score 0",16,.,.,.,23,.,.,.,.,.,.,15,.,.,.,27,81
HT63E,"Major Elbow Procedures for Trauma, between 6 and 18 years",9,.,.,.,3,.,.,.,.,.,.,21,.,.,.,19,52
HT63F,"Major Elbow Procedures for Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,17,.,.,.,1,18
HT64A,"Intermediate Elbow Procedures for Trauma, 19 years and over, with CC Score 1+",1,.,.,.,.,.,.,.,.,.,.,5,.,.,.,5,11
HT64B,"Intermediate Elbow Procedures for Trauma, 19 years and over, with CC Score 0",1,.,.,.,1,.,.,.,.,.,.,11,.,.,.,6,19
HT64C,"Intermediate Elbow Procedures for Trauma, between 6 and 18 years",4,.,.,.,.,.,.,.,.,.,.,13,.,.,.,6,23
HT64D,"Intermediate Elbow Procedures for Trauma, 5 years and under",2,.,.,.,.,.,.,.,.,.,.,11,.,.,.,2,15
HT81A,"Complex, Hip or Knee Procedures for Trauma, with CC Score 12+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HT81B,"Complex, Hip or Knee Procedures for Trauma, with CC Score 8-11",2,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,3
HT81C,"Complex, Hip or Knee Procedures for Trauma, with CC Score 4-7",5,.,.,.,3,.,.,.,.,.,.,8,.,.,.,3,19
HT81D,"Complex, Hip or Knee Procedures for Trauma, with CC Score 0-3",2,.,.,.,6,.,.,.,.,.,.,7,.,.,.,3,18
HT86A,"Complex, Foot, Hand, Shoulder or Elbow Procedures for Trauma, with CC Score 4+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,3
HT86B,"Complex, Foot, Hand, Shoulder or Elbow Procedures for Trauma, with CC Score 2-3",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HT86C,"Complex, Foot, Hand, Shoulder or Elbow Procedures for Trauma, with CC Score 0-1",1,.,.,.,1,.,.,.,.,.,.,2,.,.,.,7,11
JA12D,"Malignant Breast Disorders with Interventions, with CC Score 7+",.,2,1,1,3,.,.,.,.,.,.,1,.,.,.,1,9
JA12E,"Malignant Breast Disorders with Interventions, with CC Score 3-6",1,2,1,.,1,1,.,.,.,.,.,.,.,.,.,.,6
JA12F,"Malignant Breast Disorders with Interventions, with CC Score 0-2",.,3,4,.,3,1,.,.,.,.,.,.,.,.,.,1,12
JA12G,"Malignant Breast Disorders without Interventions, with CC Score 9+",1,6,1,.,4,1,.,.,.,.,3,.,.,1,.,1,18
JA12H,"Malignant Breast Disorders without Interventions, with CC Score 6-8",3,4,8,1,6,1,1,.,.,.,.,.,1,1,.,3,29
JA12J,"Malignant Breast Disorders without Interventions, with CC Score 4-5",.,2,27,1,10,2,.,.,.,.,.,3,.,5,.,2,52
JA12K,"Malignant Breast Disorders without Interventions, with CC Score 2-3",1,1,25,.,5,4,.,.,.,.,.,2,.,1,.,2,41
JA12L,"Malignant Breast Disorders without Interventions, with CC Score 0-1",.,1,26,.,5,1,.,.,.,.,.,1,.,.,.,3,37
JA13A,Non-Malignant Breast Disorders with Interventions,7,2,1,.,2,.,.,.,.,.,.,.,.,.,.,2,14
JA13B,"Non-Malignant Breast Disorders without Interventions, with CC Score 4+",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,3,4
JA13C,"Non-Malignant Breast Disorders without Interventions, with CC Score 0-3",1,9,2,.,6,.,.,.,.,.,.,.,.,1,.,2,21
JA20E,Unilateral Major Breast Procedures with CC Score 3-5,.,.,.,.,.,1,.,.,.,.,1,.,.,.,.,.,2
JA20F,Unilateral Major Breast Procedures with CC Score 0-2,.,.,2,.,.,.,.,.,1,.,.,.,.,.,.,.,3
JA38B,"Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 2-4",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
JA38C,"Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 0-1",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1
JA43A,Unilateral Intermediate Breast Procedures with CC Score 3+,.,3,1,.,1,.,.,.,.,.,.,2,.,.,.,.,7
JA43B,Unilateral Intermediate Breast Procedures with CC Score 0-2,.,.,9,.,.,1,.,.,.,.,.,1,.,.,.,1,12
JB31A,Intermediate Burn (TBSA of 20-59%) with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,7
JB31B,Intermediate Burn (TBSA of 20-59%) with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
JB31C,Intermediate Burn (TBSA of 20-59%) without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JB32A,Minor Burn (TBSA of less than 20%) with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,21,.,.,.,.,21
JB32B,Minor Burn (TBSA of less than 20%) with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,33,.,.,.,.,33
JB32C,Minor Burn (TBSA of less than 20%) without Skin Procedure,.,1,.,.,.,1,.,.,.,.,.,37,.,.,.,.,39
JB33A,Other Burn with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
JB33B,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
JB33C,Other Burn without Skin Procedure,4,8,1,3,7,8,.,.,1,1,1,22,.,4,.,2,62
JC40Z,Multiple Major Skin Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2
JC41Z,Major Skin Procedures,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,19,20
JD07A,"Skin Disorders with Interventions, with CC Score 12+",.,3,.,1,1,.,.,.,.,1,.,3,.,.,.,1,10
JD07B,"Skin Disorders with Interventions, with CC Score 8-11",3,6,1,.,5,1,.,.,2,.,.,8,1,2,.,2,31
JD07C,"Skin Disorders with Interventions, with CC Score 4-7",7,14,4,4,6,4,.,1,.,.,1,12,.,8,.,11,72
JD07D,"Skin Disorders with Interventions, with CC Score 0-3",22,48,2,6,28,14,.,1,2,.,.,35,.,18,.,66,242
JD07E,"Skin Disorders without Interventions, with CC Score 19+",.,2,1,1,3,.,1,.,3,.,.,.,.,.,.,9,20
JD07F,"Skin Disorders without Interventions, with CC Score 14-18",2,4,11,3,5,1,2,1,8,.,.,6,2,2,.,15,62
JD07G,"Skin Disorders without Interventions, with CC Score 10-13",16,16,12,9,22,5,3,1,11,5,6,21,5,14,.,38,184
JD07H,"Skin Disorders without Interventions, with CC Score 6-9",51,88,25,13,71,16,11,6,23,3,20,81,2,25,.,85,520
JD07J,"Skin Disorders without Interventions, with CC Score 2-5",90,132,63,47,96,48,18,4,23,.,45,101,1,49,.,130,847
JD07K,"Skin Disorders without Interventions, with CC Score 0-1",104,79,30,21,140,48,6,4,12,.,29,61,.,33,.,91,658
KA03C,Parathyroid Procedures with CC Score 2+,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
KA03D,Parathyroid Procedures with CC Score 0-1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA04A,Adrenal Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
KA05C,Anterior Pituitary Disorders with CC Score 2+,3,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,4
KA05D,Anterior Pituitary Disorders with CC Score 0-1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
KA06C,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+",3,2,.,.,2,.,.,.,3,.,.,.,.,1,.,.,11
KA06D,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3",1,2,.,.,1,.,.,.,.,.,2,3,.,.,.,3,12
KA06E,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",3,1,3,.,2,.,.,.,1,.,.,1,.,.,.,2,13
KA07A,Non-Surgical Thyroid Disorders with CC Score 4+,2,1,3,.,1,.,.,.,5,.,4,3,.,4,.,.,23
KA07B,Non-Surgical Thyroid Disorders with CC Score 2-3,2,2,.,1,3,1,.,.,.,.,1,4,.,3,.,.,17
KA07C,Non-Surgical Thyroid Disorders with CC Score 0-1,2,1,1,1,2,.,.,.,1,.,2,2,.,1,.,4,17
KA08A,Other Endocrine Disorders with CC Score 4+,3,5,.,1,.,.,.,.,2,.,4,3,.,1,.,3,22
KA08B,Other Endocrine Disorders with CC Score 2-3,8,3,.,2,3,1,1,.,2,.,.,4,.,2,.,2,28
KA08C,Other Endocrine Disorders with CC Score 0-1,1,3,.,1,7,4,.,.,.,.,4,4,.,2,.,1,27
KA09C,Thyroid Procedures with CC Score 4+,1,2,2,.,.,.,.,.,.,.,2,3,.,.,.,1,11
KA09D,Thyroid Procedures with CC Score 2-3,.,2,.,.,.,.,.,.,.,.,.,2,.,.,.,.,4
KA09E,Thyroid Procedures with CC Score 0-1,.,2,.,.,.,.,.,.,.,.,.,2,.,.,.,.,4
KB01C,"Diabetes with Hypoglycaemic Disorders, with CC Score 8+",4,4,4,1,9,.,.,.,3,.,1,13,.,3,.,9,51
KB01D,"Diabetes with Hypoglycaemic Disorders, with CC Score 5-7",6,14,.,2,8,3,.,.,1,.,3,9,.,3,.,13,62
KB01E,"Diabetes with Hypoglycaemic Disorders, with CC Score 3-4",4,5,.,1,2,3,1,.,.,1,2,4,.,3,.,10,36
KB01F,"Diabetes with Hypoglycaemic Disorders, with CC Score 0-2",5,5,1,6,5,4,.,.,.,.,1,3,.,.,.,5,35
KB02G,"Diabetes with Hyperglycaemic Disorders, with CC Score 8+",8,12,3,6,3,5,4,.,8,.,6,16,.,2,.,12,85
KB02H,"Diabetes with Hyperglycaemic Disorders, with CC Score 5-7",15,30,2,8,13,8,1,1,7,.,12,35,.,13,.,20,165
KB02J,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",17,47,7,22,19,11,6,.,7,.,13,54,.,26,.,30,259
KB02K,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",16,39,2,8,18,13,3,.,6,.,26,51,.,14,.,25,221
KB03C,"Diabetes with Lower Limb Complications, with CC Score 9+",.,6,.,2,.,1,.,.,2,.,.,.,.,.,.,1,12
KB03D,"Diabetes with Lower Limb Complications, with CC Score 5-8",4,11,.,.,11,.,.,.,2,.,.,1,.,.,.,5,34
KB03E,"Diabetes with Lower Limb Complications, with CC Score 0-4",2,3,.,.,10,1,.,.,.,.,3,3,.,4,.,4,30
KC04A,Inborn Errors of Metabolism with CC Score 3+,11,4,1,1,3,5,1,.,5,.,.,5,.,1,.,12,49
KC04B,Inborn Errors of Metabolism with CC Score 0-2,1,1,5,1,1,.,.,.,.,.,1,1,.,1,.,1,13
KC05G,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 5+",.,5,4,1,2,3,1,1,1,.,3,10,.,2,.,3,36
KC05H,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 0-4",1,1,1,.,.,3,.,.,.,.,1,7,.,1,.,5,20
KC05J,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 10+",6,12,17,3,10,6,4,.,3,1,5,25,.,2,.,31,125
KC05K,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",31,28,31,10,31,10,14,.,22,3,29,58,5,16,.,44,332
KC05L,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",45,94,62,51,60,30,30,.,32,6,54,114,2,33,.,111,724
KC05M,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",16,68,25,16,36,31,15,.,7,1,56,69,.,15,.,63,418
KC05N,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",10,25,8,7,13,10,4,.,1,.,23,39,.,7,.,20,167
LA02A,"Kidney Transplant, 19 years and over, from Cadaver Heart-Beating Donor",.,.,26,.,.,.,.,.,.,.,.,.,.,.,.,.,26
LA04H,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 12+",.,.,.,1,.,.,.,.,2,.,.,.,.,.,.,.,3
LA04J,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 9-11",.,3,.,.,1,.,.,.,1,.,1,1,.,.,.,3,10
LA04K,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 6-8",6,7,3,4,2,.,5,.,10,.,2,4,1,3,.,6,53
LA04L,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5",13,10,11,7,8,4,1,.,10,.,4,4,1,3,.,6,82
LA04M,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2",10,8,29,7,14,6,.,.,4,.,5,2,2,1,.,11,99
LA04N,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 13+",.,1,.,.,2,.,.,.,1,.,1,3,.,1,.,4,13
LA04P,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",15,35,27,13,36,8,22,1,33,7,14,49,3,20,.,79,362
LA04Q,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",157,262,162,94,184,65,71,.,130,29,84,265,8,117,.,341,"1,969"
LA04R,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",164,300,114,101,195,127,56,1,81,12,107,254,3,103,.,269,"1,887"
LA04S,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",136,221,72,109,205,143,20,.,39,2,90,258,2,91,.,161,"1,549"
LA07H,"Acute Kidney Injury with Interventions, with CC Score 11+",.,.,1,.,2,.,1,.,1,.,1,2,.,.,.,.,8
LA07J,"Acute Kidney Injury with Interventions, with CC Score 6-10",3,5,13,1,6,1,1,.,3,.,1,1,.,2,.,4,41
LA07K,"Acute Kidney Injury with Interventions, with CC Score 0-5",6,9,27,2,4,3,.,.,1,.,3,.,.,3,.,9,67
LA07L,"Acute Kidney Injury without Interventions, with CC Score 12+",1,8,1,2,5,2,1,.,1,1,2,1,1,1,.,3,30
LA07M,"Acute Kidney Injury without Interventions, with CC Score 8-11",18,31,34,7,19,2,13,.,10,.,16,19,1,12,.,37,219
LA07N,"Acute Kidney Injury without Interventions, with CC Score 4-7",61,123,67,36,75,35,22,.,27,6,60,78,3,31,.,128,752
LA07P,"Acute Kidney Injury without Interventions, with CC Score 0-3",55,105,85,47,87,42,16,.,11,1,74,116,1,13,.,78,731
LA08G,"Chronic Kidney Disease with Interventions, with CC Score 6+",1,.,5,.,.,1,.,.,.,.,.,.,.,.,.,2,9
LA08H,"Chronic Kidney Disease with Interventions, with CC Score 3-5",2,2,5,.,.,1,.,.,.,.,.,.,.,.,.,.,10
LA08J,"Chronic Kidney Disease with Interventions, with CC Score 0-2",2,1,6,1,.,.,.,.,.,.,.,.,.,.,.,.,10
LA08K,"Chronic Kidney Disease without Interventions, with CC Score 11+",.,5,2,.,3,.,.,.,.,.,.,.,.,.,.,.,10
LA08L,"Chronic Kidney Disease without Interventions, with CC Score 8-10",15,7,13,.,1,5,.,.,1,.,1,1,.,1,.,2,47
LA08M,"Chronic Kidney Disease without Interventions, with CC Score 5-7",13,17,8,2,1,23,2,.,.,.,2,.,.,.,.,6,74
LA08N,"Chronic Kidney Disease without Interventions, with CC Score 3-4",8,11,11,2,3,12,.,.,.,.,.,1,.,1,.,9,58
LA08P,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,7,22,.,.,.,.,.,.,.,.,.,.,.,.,.,29
LA09J,"General Renal Disorders with Interventions, with CC Score 6+",.,.,5,.,1,1,.,.,1,.,1,.,.,.,.,4,13
LA09K,"General Renal Disorders with Interventions, with CC Score 3-5",3,1,6,1,2,.,.,.,.,.,.,1,.,.,.,1,15
LA09L,"General Renal Disorders with Interventions, with CC Score 0-2",8,2,26,5,7,4,.,.,.,.,1,1,1,.,.,28,83
LA09M,"General Renal Disorders without Interventions, with CC Score 9+",.,1,1,.,1,.,.,.,1,1,.,.,.,2,.,.,7
LA09N,"General Renal Disorders without Interventions, with CC Score 6-8",2,3,8,.,8,3,.,.,.,.,2,5,.,.,.,8,39
LA09P,"General Renal Disorders without Interventions, with CC Score 3-5",13,15,11,1,10,9,4,.,3,.,5,11,.,6,.,17,105
LA09Q,"General Renal Disorders without Interventions, with CC Score 0-2",50,82,35,47,92,47,3,.,18,.,42,85,.,37,.,89,627
LB06H,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 9+",.,1,2,1,2,.,.,.,.,.,.,1,.,.,.,1,8
LB06J,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 6-8",1,2,4,3,1,.,.,.,1,.,.,.,.,.,.,3,15
LB06K,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 4-5",1,1,1,4,.,.,1,.,.,.,.,.,.,.,.,6,14
LB06L,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 2-3",3,.,7,2,3,.,.,.,1,.,.,.,.,.,.,5,21
LB06M,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 0-1",1,.,3,.,4,.,.,.,.,.,.,.,.,2,.,.,10
LB06N,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 13+",.,.,4,.,4,.,.,.,1,1,.,.,1,.,.,4,15
LB06P,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",4,6,9,3,10,1,.,.,5,.,2,5,.,.,.,13,58
LB06Q,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",7,14,22,7,13,7,1,.,2,1,.,9,.,5,.,18,106
LB06R,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",6,4,31,10,6,.,.,.,.,.,2,11,.,.,.,8,78
LB06S,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",2,2,32,2,7,.,.,.,1,.,.,2,.,2,.,6,56
LB10C,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 2+",.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,2,5
LB10D,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB12Z,Intermediate Open Bladder Procedures,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2,3
LB13C,Major Endoscopic Bladder Procedures with CC Score 7+,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB13D,Major Endoscopic Bladder Procedures with CC Score 5-6,2,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,4
LB13E,Major Endoscopic Bladder Procedures with CC Score 2-4,3,.,6,1,2,.,.,.,.,.,.,.,.,.,.,2,14
LB13F,Major Endoscopic Bladder Procedures with CC Score 0-1,1,.,4,1,4,.,.,.,.,.,.,.,.,.,.,5,15
LB16D,"Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 7+",2,3,4,.,.,1,1,.,2,.,.,.,.,.,.,1,14
LB16E,"Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 3-6",6,8,19,2,4,1,.,.,.,.,1,.,.,1,.,10,52
