HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,N. Ireland Unit Cost
JD07J,330,"Skin Disorders without Interventions, with CC Score 2-5",.,129,.,.,204,.,.,.,.,.,.,.,.,.,.,.,.,.,159
JD07J,361,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,523,.,.,.,.,.,.,.,.,.,.,.,.,.,.,523
JD07J,370,"Skin Disorders without Interventions, with CC Score 2-5",.,761,.,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,586
JD07J,410,"Skin Disorders without Interventions, with CC Score 2-5",.,81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,81
JD07J,800,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,90
JD07K,100,"Skin Disorders without Interventions, with CC Score 0-1",174,.,.,.,346,516,.,.,.,949,132,"1,921",.,.,.,.,894,.,646
JD07K,101,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,278,.,.,.,.,.,.,.,.,.,.,.,.,278
JD07K,110,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,655,.,.,.,.,.,.,.,.,.,655
JD07K,120,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,135,.,.,.,.,.,135
JD07K,130,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,335,.,.,.,.,.,335
JD07K,140,"Skin Disorders without Interventions, with CC Score 0-1",226,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,226
JD07K,160,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,"1,084",.,.,105,.,.,.,836,.,707
JD07K,191,"Skin Disorders without Interventions, with CC Score 0-1",444,.,.,.,.,.,.,.,.,.,727,.,.,.,.,.,391,.,532
JD07K,300,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,537,454,.,.,419,.,.,423,.,.,.,.,.,446
JD07K,302,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,531,.,.,.,.,.,531
JD07K,303,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,327,.,.,.,.,.,.,.,.,.,.,.,.,525,.,426
JD07K,330,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,204,75,.,.,.,.,.,.,554,.,.,.,136,143,152
JD07K,370,"Skin Disorders without Interventions, with CC Score 0-1",.,761,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,761
JD07K,400,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,371,.,.,.,.,.,.,.,.,.,.,.,.,371
JD07K,410,"Skin Disorders without Interventions, with CC Score 0-1",.,81,292,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,151
JD07K,800,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,161,.,.,.,.,.,.,.,.,.,.,.,.,.,.,161
KA04B,100,Adrenal Procedures with CC Score 0-1,.,.,.,681,.,.,.,.,.,.,.,.,.,.,.,.,.,.,681
KA05D,300,Anterior Pituitary Disorders with CC Score 0-1,.,.,.,.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,454
KA05D,302,Anterior Pituitary Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,531,.,.,.,.,.,531
KA06E,100,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,124,.,.,.,.,.,124
KA06E,120,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,371,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,371
KA06E,300,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,.,.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,454
KA06E,302,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,531,.,.,.,.,.,531
KA06E,370,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,.,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52
KA07B,100,Non-Surgical Thyroid Disorders with CC Score 2-3,.,.,.,.,.,.,399,.,.,.,.,.,.,.,.,.,.,.,399
KA07B,300,Non-Surgical Thyroid Disorders with CC Score 2-3,.,.,.,.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,454
KA07C,101,Non-Surgical Thyroid Disorders with CC Score 0-1,.,.,.,175,.,.,.,.,.,.,.,.,.,.,.,.,.,.,175
KA07C,130,Non-Surgical Thyroid Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,335,.,.,.,.,.,335
KA07C,300,Non-Surgical Thyroid Disorders with CC Score 0-1,251,.,.,.,.,537,454,.,.,581,.,.,442,.,655,.,.,.,416
KA07C,302,Non-Surgical Thyroid Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,531,.,.,.,.,.,531
KA07C,823,Non-Surgical Thyroid Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,485,.,.,.,.,.,485
KA08B,300,Other Endocrine Disorders with CC Score 2-3,.,.,.,.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,454
KA08C,300,Other Endocrine Disorders with CC Score 0-1,150,.,.,.,.,537,454,.,.,.,.,.,.,.,.,.,427,.,463
KA08C,302,Other Endocrine Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,531,.,.,.,.,.,531
KA09D,370,Thyroid Procedures with CC Score 2-3,.,761,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,761
KA09E,120,Thyroid Procedures with CC Score 0-1,.,"1,325",.,.,.,.,.,.,.,.,.,.,"1,965",.,.,.,.,.,"1,539"
KA09E,302,Thyroid Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,627,.,.,.,.,.,627
KB01D,800,"Diabetes with Hypoglycaemic Disorders, with CC Score 5-7",.,.,.,.,.,"1,316",.,.,.,.,.,.,.,.,.,.,.,.,"1,316"
KB01E,301,"Diabetes with Hypoglycaemic Disorders, with CC Score 3-4",.,276,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,276
KB02H,300,"Diabetes with Hyperglycaemic Disorders, with CC Score 5-7",201,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,201
KB02J,410,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",.,.,292,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,292
KB02K,300,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",.,.,.,.,.,537,454,.,.,.,.,.,.,.,.,.,266,.,452
KB03E,100,"Diabetes with Lower Limb Complications, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,331,.,.,.,.,.,331
KB04Z,100,Continuous Subcutaneous Insulin Infusion,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,927,.,927
KB04Z,300,Continuous Subcutaneous Insulin Infusion,251,.,.,.,.,.,.,.,.,.,.,.,631,.,655,.,.,.,447
KB04Z,410,Continuous Subcutaneous Insulin Infusion,.,81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,81
KC04A,300,Inborn Errors of Metabolism with CC Score 3+,251,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,251
KC04A,301,Inborn Errors of Metabolism with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,270,270
KC04A,303,Inborn Errors of Metabolism with CC Score 3+,.,405,.,101,.,.,.,.,.,.,.,.,.,.,.,.,525,.,376
KC04A,361,Inborn Errors of Metabolism with CC Score 3+,.,.,.,512,.,.,.,.,.,.,.,.,.,.,.,.,.,.,512
KC04A,823,Inborn Errors of Metabolism with CC Score 3+,.,.,.,.,.,659,.,.,.,.,.,.,.,.,.,.,.,.,659
KC04B,110,Inborn Errors of Metabolism with CC Score 0-2,.,.,.,.,.,.,.,.,663,.,.,.,.,.,.,.,.,.,663
KC04B,300,Inborn Errors of Metabolism with CC Score 0-2,151,.,.,.,.,537,454,.,.,.,.,.,110,.,.,.,745,.,225
KC04B,301,Inborn Errors of Metabolism with CC Score 0-2,.,277,.,.,.,389,.,.,.,.,.,.,.,.,.,.,.,270,373
KC04B,303,Inborn Errors of Metabolism with CC Score 0-2,294,405,.,128,.,.,.,.,.,.,.,.,.,.,.,.,525,.,285
KC04B,320,Inborn Errors of Metabolism with CC Score 0-2,.,.,.,.,.,363,.,.,.,.,.,.,.,.,.,.,.,.,363
KC04B,330,Inborn Errors of Metabolism with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,136,143,138
KC04B,400,Inborn Errors of Metabolism with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,312,.,.,.,.,.,312
KC04B,800,Inborn Errors of Metabolism with CC Score 0-2,321,.,.,.,.,.,.,.,.,.,.,.,.,.,.,802,652,.,592
KC04B,823,Inborn Errors of Metabolism with CC Score 0-2,.,.,.,.,.,659,.,.,.,.,.,.,.,.,.,.,.,.,659
KC05K,300,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",.,.,.,.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,454
KC05K,361,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",.,.,.,502,.,.,.,.,.,.,.,.,.,.,.,.,.,.,502
KC05L,300,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",251,.,.,.,.,.,454,.,.,419,.,.,110,.,.,.,.,.,338
KC05L,410,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,.,.,.,.,340,.,.,.,.,.,.,.,.,.,.,.,.,340
KC05L,430,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,712,.,712
KC05L,800,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,.,.,161,.,.,.,.,.,.,.,.,.,.,.,.,652,.,407
KC05M,101,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,.,.,175,.,.,.,.,.,.,.,.,.,.,.,.,.,.,175
KC05M,300,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",246,.,.,.,.,537,454,.,.,.,.,.,.,.,.,.,.,.,261
KC05M,303,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,.,.,387,.,.,.,.,.,.,.,.,.,.,.,.,.,.,387
KC05M,370,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,.,.,150,.,.,.,.,.,.,.,.,.,.,.,.,.,.,150
KC05N,100,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,.,.,.,516,.,.,.,.,.,.,331,.,.,.,.,.,455
KC05N,191,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",520,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,520
KC05N,300,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",249,.,.,.,.,.,454,.,.,419,.,.,110,.,.,.,427,.,265
KC05N,303,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",329,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,329
KC05N,361,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,.,.,.,.,920,.,.,.,.,.,.,.,.,.,.,.,920
KC05N,400,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,.,.,.,371,.,.,.,.,.,.,.,.,.,.,.,.,371
KC05N,430,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,712,.,712
LA04Q,301,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,276,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,276
LA04Q,370,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,.,.,108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,108
LA04R,100,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,.,.,.,.,399,.,.,.,.,.,.,.,.,.,.,.,399
LA04R,101,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",173,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,173
LA04R,300,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,.,.,.,.,454,.,.,.,.,.,.,.,.,.,266,.,407
LA04R,361,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,.,531,.,.,.,.,.,.,.,.,.,.,.,.,.,.,531
LA04R,370,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,761,.,108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,434
LA04R,502,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,556,.,.,.,556
LA04S,100,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,.,.,.,.,399,.,.,.,.,.,.,.,.,.,.,.,399
LA04S,101,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,.,177,.,278,.,.,.,.,.,.,.,.,.,.,.,.,221
LA04S,300,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,.,.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,454
LA04S,303,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,525,.,525
LA04S,361,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,.,603,.,.,.,.,.,.,.,.,.,.,.,.,.,.,603
LA05Z,100,Renal Replacement Peritoneal Dialysis Associated Procedures,.,.,.,.,.,"1,068",.,.,.,.,.,.,.,.,"1,019",.,.,.,"1,036"
LA05Z,361,Renal Replacement Peritoneal Dialysis Associated Procedures,.,.,.,502,.,.,920,.,.,.,.,.,389,.,.,.,.,.,515
LA07N,100,"Acute Kidney Injury without Interventions, with CC Score 4-7",174,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,174
LA07P,300,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,.,.,.,.,537,.,.,.,.,.,.,110,.,.,.,.,.,217
LA07P,303,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,.,.,387,.,.,.,.,.,.,.,.,.,.,.,.,.,.,387
LA07P,361,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,.,.,502,.,.,920,.,.,.,.,.,.,.,.,.,.,.,768
LA07P,370,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,761,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,761
LA08K,361,"Chronic Kidney Disease without Interventions, with CC Score 11+",.,.,.,502,.,.,.,.,.,.,.,.,.,.,.,.,.,.,502
LA08N,361,"Chronic Kidney Disease without Interventions, with CC Score 3-4",.,.,.,502,.,.,.,.,.,.,.,.,.,.,.,.,.,.,502
LA08P,361,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,.,515,.,.,.,.,.,.,.,.,.,.,.,.,.,.,515
LA09N,101,"General Renal Disorders without Interventions, with CC Score 6-8",.,.,.,175,.,.,.,.,.,.,.,.,.,.,.,.,.,.,175
LA09P,361,"General Renal Disorders without Interventions, with CC Score 3-5",.,.,.,502,.,.,920,.,.,.,.,.,.,.,.,.,.,.,606
LA09Q,100,"General Renal Disorders without Interventions, with CC Score 0-2",.,.,.,.,.,.,399,.,.,.,.,.,.,.,.,.,.,.,399
LA09Q,101,"General Renal Disorders without Interventions, with CC Score 0-2",.,.,.,175,264,278,.,.,.,.,.,.,.,.,.,.,392,.,200
LA09Q,191,"General Renal Disorders without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,391,.,391
LA09Q,300,"General Renal Disorders without Interventions, with CC Score 0-2",.,.,.,170,.,.,454,.,.,.,.,.,110,.,.,.,.,.,365
LA09Q,361,"General Renal Disorders without Interventions, with CC Score 0-2",.,.,.,502,.,.,920,.,.,.,.,.,.,.,.,.,.,.,596
LB06P,370,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",.,.,.,108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,108
LB06Q,370,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",.,761,.,181,.,.,.,.,.,.,.,.,.,.,.,.,.,.,374
LB06Q,800,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",.,.,.,216,.,.,.,.,.,.,.,.,.,.,.,.,652,.,330
LB06R,101,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",.,.,.,175,.,278,.,.,.,.,107,.,.,.,.,.,392,.,242
LB06R,361,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",.,.,.,.,.,.,920,.,.,.,.,.,.,.,.,.,.,.,920
LB06R,370,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",.,761,.,132,.,294,.,.,.,.,.,.,.,.,.,.,.,.,215
LB06R,800,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",.,.,.,196,.,.,.,.,.,.,.,.,.,.,.,.,652,.,204
LB06S,100,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",.,.,.,.,.,.,399,.,.,.,.,.,.,.,.,.,.,.,399
LB06S,101,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",.,.,.,175,.,.,.,.,.,.,107,.,.,.,.,.,.,.,171
LB06S,300,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",.,.,.,170,.,.,.,.,.,.,.,.,.,.,.,.,.,.,170
LB06S,370,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",.,761,.,98,.,294,.,.,.,.,.,.,.,.,.,.,.,.,391
LB06S,800,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",321,.,.,217,.,.,.,.,.,.,.,.,.,.,.,.,652,.,226
LB09C,101,"Intermediate Endoscopic Ureter Procedures, 18 years and under",.,.,.,"1,199",.,"1,133",.,.,.,.,.,.,.,.,.,.,.,.,"1,182"
LB09C,171,"Intermediate Endoscopic Ureter Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,869",.,.,.,.,.,"1,869"
LB09D,100,"Intermediate Endoscopic Ureter Procedures, 19 years and over",.,.,.,"1,208",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,208"
LB09D,101,"Intermediate Endoscopic Ureter Procedures, 19 years and over","1,078",.,.,"1,338",463,712,.,.,.,.,881,.,.,422,.,314,"1,120",.,"1,035"
LB09D,361,"Intermediate Endoscopic Ureter Procedures, 19 years and over",.,.,.,"1,376",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,376"
LB09D,502,"Intermediate Endoscopic Ureter Procedures, 19 years and over",.,"1,673",.,506,.,"1,265",.,.,.,.,.,.,.,.,.,.,.,.,"1,080"
LB10B,101,"Major Open Bladder Procedures or Reconstruction, 18 years and under",.,.,.,"3,253",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,253"
LB10C,101,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 2+",.,.,.,"1,921",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,921"
LB10D,101,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 0-1",.,.,.,"1,010",.,.,.,.,.,783,.,.,.,.,.,.,.,.,934
LB12Z,100,Intermediate Open Bladder Procedures,.,.,.,.,.,.,"1,209",.,.,.,.,.,.,.,.,.,.,.,"1,209"
LB12Z,101,Intermediate Open Bladder Procedures,.,.,.,"1,431",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,431"
LB13E,101,Major Endoscopic Bladder Procedures with CC Score 2-4,.,.,.,.,458,.,.,.,.,.,175,.,.,.,.,.,"1,064",.,468
LB13F,100,Major Endoscopic Bladder Procedures with CC Score 0-1,.,.,.,.,.,.,578,.,.,.,.,.,.,.,.,.,.,.,578
LB13F,101,Major Endoscopic Bladder Procedures with CC Score 0-1,"1,482",.,.,"1,068",425,943,.,.,.,.,182,.,.,.,.,.,"1,096",.,731
LB14Z,100,Intermediate Endoscopic Bladder Procedures,.,.,.,.,.,.,790,.,.,.,.,.,.,.,.,.,.,.,790
LB14Z,101,Intermediate Endoscopic Bladder Procedures,725,.,.,"1,012",364,887,.,939,.,782,547,.,.,"1,010",.,.,893,.,690
LB14Z,171,Intermediate Endoscopic Bladder Procedures,.,.,.,.,.,.,.,.,.,.,.,.,"1,779",.,.,.,.,.,"1,779"
LB14Z,502,Intermediate Endoscopic Bladder Procedures,"1,374","1,489",.,394,"1,114","1,231","1,594",.,.,"1,285","1,100","1,749",.,580,885,.,.,.,"1,206"
LB15D,100,"Minor Bladder Procedures, 18 years and under",.,.,.,.,.,669,.,.,.,.,.,.,.,.,.,.,.,.,669
LB15D,101,"Minor Bladder Procedures, 18 years and under",.,.,.,175,.,.,.,.,.,.,.,.,.,.,.,.,896,.,278
LB15D,171,"Minor Bladder Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,646,.,.,.,.,.,646
LB15D,361,"Minor Bladder Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,389,.,.,.,.,.,389
LB15D,823,"Minor Bladder Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,485,.,.,.,.,.,485
LB15E,100,"Minor Bladder Procedures, 19 years and over",.,.,.,.,"1,047",697,605,.,.,.,.,.,.,.,.,.,.,.,718
LB15E,101,"Minor Bladder Procedures, 19 years and over",514,.,.,177,454,520,.,.,.,737,156,.,.,.,.,277,761,.,340
LB15E,361,"Minor Bladder Procedures, 19 years and over",.,.,.,502,.,.,.,.,.,.,.,.,.,.,.,.,.,.,502
LB15E,502,"Minor Bladder Procedures, 19 years and over",.,440,.,75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,197
LB15E,800,"Minor Bladder Procedures, 19 years and over",.,.,.,98,.,.,.,.,.,.,.,.,.,.,.,.,.,.,98
LB16J,101,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",.,.,.,175,.,.,.,.,.,.,.,.,.,.,.,.,.,.,175
LB16K,101,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",.,.,.,176,508,278,.,.,.,.,.,.,.,.,.,.,392,.,262
LB16K,502,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",.,.,.,.,.,613,.,.,.,.,.,.,.,.,.,.,.,.,613
LB17Z,100,Introduction of Therapeutic Substance into Bladder,.,.,.,.,.,.,"1,199",.,.,.,.,.,.,.,.,.,.,.,"1,199"
LB17Z,101,Introduction of Therapeutic Substance into Bladder,716,.,.,177,.,912,.,.,.,964,.,.,.,.,.,.,"1,148",.,645
LB17Z,361,Introduction of Therapeutic Substance into Bladder,.,.,.,.,.,.,920,.,.,.,.,.,.,.,.,.,.,.,920
LB17Z,502,Introduction of Therapeutic Substance into Bladder,.,.,.,.,"1,183",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,183"
LB18Z,100,Attention to Suprapubic Bladder Catheter,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,925,.,.,925
LB18Z,101,Attention to Suprapubic Bladder Catheter,587,.,.,176,572,389,.,.,.,655,107,.,.,.,.,303,728,.,312
LB18Z,171,Attention to Suprapubic Bladder Catheter,.,.,.,.,.,.,.,.,.,.,.,.,646,.,.,.,.,.,646
LB18Z,303,Attention to Suprapubic Bladder Catheter,.,.,.,"1,047",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,047"
LB18Z,361,Attention to Suprapubic Bladder Catheter,.,.,.,752,.,.,.,.,.,.,.,.,.,.,.,.,.,.,752
LB18Z,502,Attention to Suprapubic Bladder Catheter,.,.,.,75,.,.,.,.,.,.,.,"1,626",.,.,.,.,.,.,"1,405"
LB19F,101,"Ureteric or Bladder Disorders, without Interventions, with CC Score 2-4",173,.,.,.,502,.,.,.,.,.,107,.,.,.,.,.,.,.,261
LB19F,502,"Ureteric or Bladder Disorders, without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,554,.,.,.,.,.,.,.,554
LB19G,100,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",.,.,.,.,.,.,399,.,.,.,.,.,.,.,.,.,.,.,399
LB19G,101,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",.,.,.,175,442,278,.,.,.,.,.,.,.,.,.,.,392,.,193
LB19G,300,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,110,.,.,.,.,.,110
LB19G,400,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,312,.,.,.,.,.,312
LB20F,101,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 2-6",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,392,.,392
LB20G,101,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 0-1",.,.,.,175,.,.,.,.,.,.,.,.,.,.,.,.,.,.,175
LB21B,101,"Major Open, Prostate or Bladder Neck Procedures (Male), with CC Score 0-1",.,.,.,"6,869",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,869"
LB25F,100,Transurethral Prostate Resection Procedures with CC Score 0-2,.,.,.,.,.,.,976,.,.,.,.,.,.,.,.,.,.,.,976
LB25F,101,Transurethral Prostate Resection Procedures with CC Score 0-2,.,.,.,.,662,.,.,.,.,.,508,.,.,.,.,.,"1,484",.,796
LB26A,502,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 2+",.,"1,805",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,805"
LB26B,101,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 0-1","1,415",.,.,687,404,"1,339",.,.,.,.,.,.,.,.,.,.,.,.,698
LB26B,502,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 0-1",.,"1,565",.,695,"2,190",.,.,.,.,.,977,.,.,.,.,.,.,.,758
LB28G,101,"Non-Malignant Prostate Disorders without Interventions, with CC Score 0-2",.,.,.,175,473,278,.,.,.,.,.,.,.,.,.,.,392,.,268
LB29A,101,"Major Open Urethra Procedures, 19 years and over",.,.,.,"4,604",.,.,.,.,.,.,.,.,.,728,.,.,.,.,"2,666"
LB29C,171,"Major Open Urethra Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"4,105",.,.,.,"1,290",.,"3,029"
LB29D,171,"Major Open Urethra Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"3,801",.,.,.,"1,318",.,"2,300"
LB33Z,100,Vasectomy Procedures,611,684,.,.,"1,302",909,832,760,.,"1,062",.,"1,374",.,944,"1,166","1,199","1,054",.,"1,045"
LB33Z,101,Vasectomy Procedures,794,.,.,"1,040",397,"1,102",.,962,.,893,.,.,.,"1,196",.,330,"1,064",.,911
