HRG Code,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,Northern Ireland Total
EY06D,Implantation of Dual Chamber Pacemaker with CC Score 3-5,.,.,.,"27,251",.,.,.,.,.,.,.,.,"29,088",.,.,.,.,.,"56,339"
EY06E,Implantation of Dual Chamber Pacemaker with CC Score 0-2,.,.,.,"57,189",.,"24,133",.,.,.,.,.,.,"184,787",.,.,.,.,.,"266,109"
EY07B,"Implantation of Single Chamber Pacemaker with Other Percutaneous Intervention, with CC Score 0-5",.,.,.,"4,847",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,847"
EY08C,Implantation of Single Chamber Pacemaker with CC Score 6-8,.,.,.,"2,942",.,.,.,.,.,.,.,.,"9,956",.,.,.,.,.,"12,898"
EY08D,Implantation of Single Chamber Pacemaker with CC Score 3-5,.,.,.,"36,097",.,"8,609",.,.,.,.,.,.,"59,036",.,.,.,.,.,"103,743"
EY08E,Implantation of Single Chamber Pacemaker with CC Score 0-2,.,.,.,"188,597",.,"97,338",.,.,.,.,.,.,"174,293",.,.,.,749,.,"460,977"
EY09A,"Removal of Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,"2,798",.,.,.,.,.,"2,798"
EY09B,"Removal of Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 0-5",.,.,.,"4,538",.,.,.,.,.,.,.,.,"1,650",.,.,.,.,.,"6,189"
EY10A,"Attention to Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,"1,334",.,.,.,.,.,"1,334"
EY10B,"Attention to Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 0-5",.,.,.,"1,894",.,"3,795",.,.,.,.,.,.,"3,887",.,.,.,.,.,"9,575"
EY11Z,Testing of Cardiac Pacemaker or Cardioverter Defibrillator,.,.,.,"2,176",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,176"
EY12A,Implantation of Electrocardiography Loop Recorder with CC Score 3+,.,.,.,"30,118",.,"1,898",.,.,.,.,.,.,"7,180",.,.,.,"2,247",.,"41,443"
EY12B,Implantation of Electrocardiography Loop Recorder with CC Score 0-2,.,.,.,"90,422",.,"30,361",.,.,.,.,.,.,"30,964",.,.,.,"7,490",.,"159,238"
EY13Z,Removal of Electrocardiography Loop Recorder,.,.,.,"34,574",.,"7,569",.,.,.,.,.,.,"17,485",.,.,.,749,.,"60,378"
EY22C,Complex Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,749,.,749
EY23C,Standard Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 0-4,.,.,.,"2,059",.,"4,967",.,.,.,.,.,.,.,564,411,.,749,.,"8,750"
EY30B,Complex Percutaneous Transluminal Ablation of Heart with CC Score 0-2,.,.,.,.,.,"6,369",.,.,.,.,.,.,.,.,.,.,.,.,"6,369"
EY31A,Standard Percutaneous Transluminal Ablation of Heart with CC Score 3+,.,.,.,.,.,"6,369",.,.,.,.,.,.,"7,465",.,.,.,.,.,"13,834"
EY31B,Standard Percutaneous Transluminal Ablation of Heart with CC Score 0-2,.,.,.,.,.,"19,108",.,.,.,.,.,.,"27,707",.,.,.,.,.,"46,815"
EY32A,Percutaneous Diagnostic Electrophysiology Studies with CC Score 2+,.,.,.,"12,533",.,"33,150",.,.,.,.,.,.,"9,928",.,.,.,.,.,"55,610"
EY32B,Percutaneous Diagnostic Electrophysiology Studies with CC Score 0-1,.,.,.,"8,234",.,"33,150",.,.,.,.,.,.,"12,447",.,.,.,.,.,"53,831"
EY40B,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,.,.,.,"2,838",.,"5,877",.,.,.,.,.,.,.,.,.,.,.,.,"8,715"
EY40C,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 4-7,"10,713",.,.,"19,923",.,"30,766",.,.,.,.,.,.,"9,249",.,.,.,.,.,"70,650"
EY40D,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,"52,373",.,.,"101,279",.,"147,675",.,.,.,.,.,.,"50,637",.,.,.,.,.,"351,964"
EY41B,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,.,.,.,"2,182",.,"5,207",.,.,.,.,.,.,.,.,.,.,.,.,"7,389"
EY41C,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 4-7,"16,069",.,.,"49,787",.,"103,753",.,.,.,.,.,.,"7,837",.,.,.,.,.,"177,445"
EY41D,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,"200,863",.,.,"310,618",.,"567,181",.,.,.,.,.,.,"177,810",.,.,.,.,.,"1,256,472"
EY42B,Complex Cardiac Catheterisation with CC Score 4-6,"18,305",.,.,"11,259",.,"10,844",.,.,.,.,.,.,"13,478",.,.,.,"1,498",.,"55,384"
EY42C,Complex Cardiac Catheterisation with CC Score 2-3,"65,085",.,.,"36,146",.,"28,464",.,.,.,.,.,.,"53,526",.,.,.,749,.,"183,969"
EY42D,Complex Cardiac Catheterisation with CC Score 0-1,"52,881",.,.,"41,205",.,"45,542",.,.,.,.,.,.,"87,206",.,.,.,749,.,"227,583"
EY43B,Standard Cardiac Catheterisation with CC Score 10-12,.,.,.,"1,945",.,"1,356",.,.,.,.,.,.,"1,760",.,.,.,.,.,"5,061"
EY43C,Standard Cardiac Catheterisation with CC Score 7-9,"4,603",.,.,"6,011",.,"5,424",.,.,.,.,.,.,"6,557",.,.,.,"2,996",.,"25,591"
EY43D,Standard Cardiac Catheterisation with CC Score 4-6,"50,243",.,.,"43,310",.,"58,311",.,.,.,.,.,.,"85,498",.,.,.,"59,923",.,"297,285"
EY43E,Standard Cardiac Catheterisation with CC Score 2-3,"145,753","1,672",.,"82,800",.,"313,922",.,.,.,.,.,.,"379,745",.,.,.,"205,986",.,"1,129,877"
EY43F,Standard Cardiac Catheterisation with CC Score 0-1,"276,175",.,.,"86,456",.,"609,543",.,.,.,.,.,.,"652,832",.,.,.,"288,380",.,"1,913,386"
EY50Z,Complex Echocardiogram,"29,365",.,.,"13,825",.,"6,055",.,.,.,.,"16,817",.,"88,813",.,"2,118","2,591","51,684",.,"211,268"
EY51Z,Electrocardiogram Monitoring or Stress Testing,"2,486",.,.,"12,628",.,725,"2,633",.,.,"2,160",.,.,"17,271",.,.,"5,601",.,.,"43,506"
FZ12P,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,746,.,"4,506","3,068",.,"1,195",.,.,.,.,.,.,.,"3,961","1,338","2,062",.,"16,874"
FZ12Q,"Major General Abdominal Procedures, 19 years and over, with CC Score 0","3,931","3,074",.,"7,409","3,643","3,597","1,195",.,.,"1,758","2,135","1,539",.,449,"8,845","4,014","2,430",.,"44,019"
FZ12S,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,.,.,"1,044",862,.,.,.,.,.,.,990,.,.,.,"2,897"
FZ13C,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over","14,917","39,808",.,"70,199","11,856","46,896","30,652",760,.,.,"36,376",.,"11,948",.,"26,748","1,212","145,974",.,"437,346"
FZ13D,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 18 years and under","1,191","1,186",.,.,.,"3,666",.,.,.,.,904,.,.,.,.,.,.,.,"6,947"
FZ17D,"Abdominal Hernia Procedures, 18 years and under","2,318",.,.,.,.,.,.,.,.,.,.,.,"10,989",.,.,.,"8,068",.,"21,375"
FZ17F,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3","1,048",.,.,.,"1,643",.,.,"1,119",.,"2,084","1,738",.,.,.,.,.,"2,062",.,"9,694"
FZ17G,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0","3,143","1,240",.,"1,806",733,"4,742","2,994",.,.,"20,427","3,578","5,746",.,"7,422",.,"2,869","13,034",.,"67,732"
FZ18E,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years","5,509",734,.,.,685,"4,589",.,.,.,949,.,.,"21,680","3,570","1,400",.,"13,848",.,"52,963"
FZ18F,"Inguinal, Umbilical or Femoral Hernia Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"5,136",.,.,.,.,.,"5,136"
FZ18H,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,"1,895",.,.,949,"4,802",.,.,"1,146",.,.,"2,270",.,"11,061"
FZ18J,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2","6,130","5,377",.,"4,689","3,594","1,162",.,"2,782",.,"25,067","18,528","4,845",.,"16,210","1,400","1,578","14,978",.,"106,339"
FZ18K,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0","144,082","73,791",.,"8,037","53,394","85,715","55,900","15,688",.,"224,108","69,613","59,056",.,"145,976","39,531","72,628","113,655",.,"1,161,175"
FZ19A,"Herniotomy Procedures, 2 years and over","9,429",.,.,.,.,"3,263",.,.,.,.,.,.,"57,317",.,.,.,"79,117",.,"149,126"
FZ19B,"Herniotomy Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"36,498",.,.,.,"7,199",.,"43,697"
FZ20J,"Appendicectomy Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,376",.,"1,376"
FZ21B,"Major Anal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,953",.,"1,224",.,.,.,"4,177"
FZ21C,"Major Anal Procedures, 19 years and over, with CC Score 1+","2,269","2,286",.,702,"4,122",869,.,.,.,.,"2,448",.,.,"2,880",.,.,"1,788",.,"17,363"
FZ21D,"Major Anal Procedures, 19 years and over, with CC Score 0","10,297","11,624",.,"3,749","9,570","20,387","7,954","15,489",.,949,"17,317","1,734",.,"13,592","2,331","2,977","12,999",.,"130,970"
FZ22B,"Intermediate Anal Procedures, 18 years and under","1,221","2,459",.,518,"1,223",915,.,"1,622",.,"2,360",459,"2,377","19,409","3,306","1,049","1,212","5,782",.,"43,912"
FZ22C,"Intermediate Anal Procedures, 19 years and over, with CC Score 3+",.,512,.,.,.,.,.,.,.,.,.,.,.,.,.,.,894,.,"1,406"
FZ22D,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2","2,269","1,534",.,"2,921","4,381",892,"1,773","2,279",.,"7,499","4,558",.,.,"4,162",.,782,"17,102",.,"50,153"
FZ22E,"Intermediate Anal Procedures, 19 years and over, with CC Score 0","19,641","47,154",.,"8,313","27,892","50,655","36,312","28,890",.,"80,841","31,323","7,671",.,"37,670","5,409","10,690","62,696",.,"455,158"
FZ23A,"Minor Anal Procedures, 19 years and over","40,800","79,262",.,"3,396","137,406","50,890","35,163","5,812",.,"46,418","10,186","8,892","1,991","34,099","66,196","95,005","43,647","14,074","673,238"
FZ23B,"Minor Anal Procedures, 18 years and under",611,.,.,.,.,.,.,.,.,.,.,.,.,.,.,782,.,.,"1,393"
FZ24E,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"15,669",.,.,.,.,.,"15,669"
FZ24F,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,361",.,.,.,.,.,"1,361"
FZ24G,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,"13,733",.,"1,553","1,590",786,.,.,.,"1,011",.,.,"3,106","1,262","1,168",.,"1,869","8,061","34,141"
FZ24H,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2","4,634","53,620",.,"11,972","5,068","2,861","4,167","6,312",.,.,"3,882",.,"62,424",.,.,.,"4,544","17,908","177,394"
FZ24J,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0","17,902","76,526",.,"64,689","13,128","15,784","4,855","8,014",.,"2,022","20,049","1,101","112,052",.,"7,009",.,"18,375","39,590","401,097"
FZ27D,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,"2,359",.,.,.,.,.,.,"9,845",.,.,.,"7,047",.,"19,252"
FZ27F,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,"2,125",.,.,991,"1,214",.,391,.,"4,721"
FZ27G,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",.,"4,313",.,"3,742","6,109","2,542","3,119",.,.,"1,120","10,463",.,887,372,"2,264","2,423","16,261",.,"53,615"
FZ36N,"Gastrointestinal Infections without Interventions, with CC Score 5-7",.,551,.,.,.,.,920,.,.,.,.,.,.,.,.,.,.,.,"1,471"
FZ36P,"Gastrointestinal Infections without Interventions, with CC Score 2-4",.,.,.,585,.,.,454,.,.,.,.,.,.,.,.,.,.,.,"1,040"
FZ36Q,"Gastrointestinal Infections without Interventions, with CC Score 0-1",299,.,.,.,.,.,"1,363",.,.,.,.,.,752,386,.,.,"2,681",.,"5,481"
FZ37P,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,"1,797",.,610,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,407"
FZ37Q,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",.,761,.,.,.,.,.,.,.,.,.,.,110,.,.,.,.,.,870
FZ37R,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",351,.,.,.,.,"2,928",454,.,.,"3,349",135,.,"1,648",.,630,.,799,.,"10,293"
FZ37S,"Inflammatory Bowel Disease without Interventions, with CC Score 0","32,804","2,180",.,.,.,"38,120","40,896",.,.,"18,418",.,.,"138,681",.,"70,888","3,622","133,614",505,"479,730"
FZ38N,"Gastrointestinal Bleed without Interventions, with CC Score 5-8",.,"1,076",.,"6,916",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,991"
FZ38P,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",501,692,.,662,313,.,"3,229",310,.,"1,024",135,.,110,386,"4,495",993,"1,676",618,"15,142"
FZ42A,"Wireless Capsule Endoscopy, 19 years and over","25,746",.,.,.,.,.,"20,439",.,.,.,.,.,"25,398",.,.,.,"22,471",.,"94,054"
FZ42B,"Wireless Capsule Endoscopy, 18 years and under",525,.,.,.,.,.,"4,268",.,.,.,.,.,"2,872",.,.,.,.,.,"7,666"
FZ49G,"Nutritional Disorders without Interventions, with CC Score 2-5",.,.,.,502,.,.,"2,217",.,.,.,.,.,.,.,.,.,398,.,"3,117"
FZ49H,"Nutritional Disorders without Interventions, with CC Score 0-1","1,158",405,.,506,.,.,"8,605",.,.,"2,255",132,875,563,.,.,"1,340","2,667",860,"19,367"
FZ50Z,"Intermediate Large Intestine Procedures, 19 years and over","3,255","16,062",.,"5,082","19,167","21,941","8,821","2,629",.,"9,411","5,129","3,276","4,794","5,305","9,418","7,750","4,251",591,"126,882"
FZ51Z,"Diagnostic Colonoscopy, 19 years and over","358,055","687,018",.,"327,159","394,402","333,077","334,892","267,827",.,"545,035","225,938",671,"302,485","501,141","207,450","106,965","503,786","403,814","5,499,714"
FZ52Z,"Diagnostic Colonoscopy with Biopsy, 19 years and over","404,365","505,126",.,"214,043","325,192","137,860","160,944","138,011",.,"248,509","128,654",.,"278,408","242,497","126,251","52,905","209,368","179,068","3,351,201"
FZ53Z,"Therapeutic Colonoscopy, 19 years and over","531,981","487,567",.,"225,301","283,467","211,154","235,673","324,617",.,"378,528","137,627",.,"292,272","423,970","228,043","102,053","309,224","372,878","4,544,354"
FZ54Z,"Diagnostic Flexible Sigmoidoscopy, 19 years and over","140,255","338,267",.,"88,703","146,307","156,203","158,753","140,024",.,"277,453","94,736",.,"70,247","121,417","544,289","281,739","587,746","136,906","3,283,045"
FZ55Z,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over","63,337","130,914",.,"44,047","47,085","53,770","43,573","23,541",.,"56,873","39,735",.,"39,701","29,148","59,516","47,362","92,702","36,892","808,197"
FZ56Z,"Therapeutic Flexible Sigmoidoscopy, 19 years and over","35,962","47,665",.,"48,636","18,083","47,172","29,831","14,253",.,"50,908","10,223",.,"21,416","63,145","39,070","30,086","49,351","37,514","543,314"
FZ57Z,"Diagnostic or Therapeutic, Rigid Sigmoidoscopy, 19 years and over",.,.,.,373,"4,495","2,580","5,841",.,.,"3,109",552,.,"1,153",701,"1,242",.,927,.,"20,971"
FZ58A,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years","8,183","14,423",.,"5,182","3,633","9,648","10,299","4,219",.,"5,867","4,454",.,"68,981","7,671","9,859","1,747","25,265","2,404","181,834"
FZ58B,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,430",.,.,.,950,.,"3,380"
FZ59Z,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over","9,672",532,.,.,.,751,517,.,.,.,.,.,"174,119",.,.,.,"3,861",.,"189,453"
FZ60Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over","331,469","269,577",.,"214,242","216,029","194,827","117,597","105,873",.,"105,406","234,997","7,767","388,986","213,499","205,277","72,755","407,273","166,613","3,252,185"
FZ61Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over","922,775","743,898",.,"276,529","285,786","232,480","384,297","442,444",.,"537,025","428,581","2,149","405,853","414,482","965,695","319,371","839,065","737,170","7,937,600"
FZ62A,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years","12,597","16,052",.,"2,432","4,621","6,832","9,218","6,069",.,"1,620","4,835",.,"194,475","4,871","10,954","1,037","23,667","3,522","302,802"
FZ62B,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"16,221",.,.,.,.,.,"16,221"
FZ63Z,Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures,"7,483","14,545",.,"32,776","33,186","38,289","28,973","8,919",.,"4,659","30,017",.,"42,647","33,614","12,049","3,303","38,583","10,049","339,093"
FZ64A,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 19 years and over","102,324","150,152",.,"110,653","105,460","180,411","124,350","32,450",.,"115,520","87,279",.,"196,000","245,945","81,498","31,915","104,040","62,061","1,730,058"
FZ64B,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 18 years and under","1,545","3,012",.,.,.,"1,892",.,.,.,662,.,.,"190,922",.,"1,168",.,"17,521",.,"216,723"
FZ65Z,Combined Upper and Lower Gastrointestinal Tract Therapeutic Endoscopic Procedures,"52,616","36,121",.,"24,631","39,127","35,123","43,867","28,439",.,"32,117","41,944",.,"107,952","86,542","17,817","9,971","60,247","17,359","633,873"
FZ67D,"Major Small Intestine Procedures, 19 years and over, with CC Score 4-6",.,.,.,.,.,692,.,.,.,.,.,.,.,.,.,.,.,.,692
FZ67E,"Major Small Intestine Procedures, 19 years and over, with CC Score 2-3",.,.,.,.,.,657,.,.,.,.,"3,340",.,.,.,.,.,.,.,"3,997"
FZ67F,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,615,.,"1,175","1,329","2,183",.,.,.,.,.,.,.,.,.,.,.,.,"5,302"
FZ68H,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"2,725",.,.,.,.,.,"2,725"
FZ70Z,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over","66,024","26,451",.,"72,249","24,331","24,006","26,947","3,860",.,"7,420","7,847",.,"22,524",906,"21,453",.,"90,953","5,115","400,085"
FZ71E,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,907,.,907
FZ71F,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,"1,470",.,.,"19,752",648,"2,956",.,.,.,.,.,.,.,.,.,.,"4,062",.,"28,887"
FZ71G,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,"8,380",.,.,"53,726",962,"3,544","1,774",.,.,.,.,.,"7,954",.,"2,123",.,"2,456",.,"80,919"
FZ74F,"Complex Large Intestine Procedures, 19 years and over, with CC Score 0-2",.,649,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,649
FZ76D,"Distal Colon Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,730,.,"3,857",.,.,.,.,.,.,.,.,.,.,.,"4,587"
FZ77E,"Major Large Intestine Procedures, 19 years and over, with CC Score 0",.,"2,328",.,.,.,.,.,.,.,.,"7,382",.,"1,135",817,.,.,.,.,"11,662"
FZ78B,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"2,393",.,.,.,.,.,"2,393"
FZ79E,Complex General Abdominal Procedures with CC Score 0-2,.,747,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,747
FZ81E,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,.,"3,457",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,457"
FZ83K,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,.,"2,350",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,350"
FZ87G,Complex Hernia Procedures with CC Score 0,.,.,.,.,607,"1,268",.,.,.,"2,412","1,179",.,"1,880","1,340",.,"2,566","7,696",.,"18,948"
FZ89Z,"Complex Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures",515,.,.,"17,663",.,.,.,.,.,.,.,.,.,.,.,.,"1,498",.,"19,676"
FZ90B,Abdominal Pain without Interventions,"1,329","4,061",.,"13,799","1,286","1,487","5,001",310,.,.,135,.,.,780,"1,254","1,265","1,401","1,078","33,185"
FZ91K,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10",259,.,.,502,.,.,.,.,.,.,.,.,.,.,.,.,266,270,"1,298"
FZ91L,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",.,"1,106",.,170,.,"1,853",.,.,.,.,.,.,.,294,655,639,"2,051","2,102","8,871"
FZ91M,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2","2,036","9,253",.,"4,575","1,004","2,962","9,595","2,005",.,"6,221",995,.,"10,231","3,769","15,257","4,193","12,849","11,558","96,505"
FZ92C,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2",.,.,.,389,.,.,.,.,.,.,.,.,.,.,.,.,.,.,389
FZ92H,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 5-8",.,"1,521",.,161,.,537,.,.,.,.,.,.,.,.,.,.,.,.,"2,219"
FZ92J,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-4",.,.,.,"3,787",.,"1,316",.,.,.,.,.,.,.,.,.,317,"2,876",.,"8,296"
FZ92K,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,"4,149",.,"13,474",215,"2,632",.,.,.,.,.,.,.,.,604,353,"23,453",270,"45,150"
FZ93A,"Endoscopic Insertion of Gastrostomy Tube, 19 years and over",251,738,.,.,799,.,.,.,.,.,.,.,692,.,.,582,"1,815",.,"4,876"
FZ93B,"Endoscopic Insertion of Gastrostomy Tube, 18 years and under",.,"1,351",.,.,.,.,.,.,.,.,.,.,"1,887",.,.,.,"2,215",.,"5,454"
FZ94Z,"Endoscopic Insertion of, Gastrojejunostomy or Jejunostomy Tube","2,462",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,749,.,"3,211"
FZ95B,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 6-8",.,946,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,946
FZ95C,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 3-5",.,"1,862",.,.,.,.,.,.,.,.,.,.,"1,628",.,.,.,.,.,"3,490"
FZ95D,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 0-2","4,773","8,750",.,273,.,"1,560","5,149",.,.,.,"2,597",.,"25,871",.,"4,746",.,"12,386",.,"66,104"
FZ96Z,Insertion of Neurostimulator for Treatment of Faecal Incontinence,.,.,.,"10,588",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,588"
FZ97Z,Insertion of Neurostimulator Electrodes for Treatment of Faecal Incontinence,.,.,.,684,.,.,.,.,.,.,"2,197",.,.,.,.,.,.,.,"2,881"
GA03E,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,"1,102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,102"
GA04D,"Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-2",.,.,.,976,.,.,.,.,.,.,.,.,.,.,.,.,.,.,976
GA05D,"Very Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-2",327,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,327
GA06C,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 2+",.,.,.,.,908,.,.,.,.,.,.,.,.,.,.,.,.,.,908
GA06D,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,.,.,888,.,.,.,.,.,.,.,.,.,.,.,.,.,888
GA07D,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 1-2",.,.,.,"1,645",.,.,.,.,.,"1,161",.,.,.,.,.,.,.,.,"2,806"
GA07E,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0",.,.,.,.,735,.,.,.,.,.,"1,056",.,"4,203",.,"2,150",.,.,.,"8,144"
GA10G,"Open or Laparoscopic, Cholecystectomy, 18 years and under",.,.,.,.,.,"1,455",.,.,.,.,.,.,.,.,"2,201",.,.,.,"3,657"
GA10J,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 1-3",.,"1,084",.,"4,487","3,022","1,690","3,021",.,.,.,"27,774",.,.,.,"6,604",.,.,.,"47,684"
GA10K,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 0",.,"27,473",.,"13,971","10,267","108,967","17,838",.,.,.,"161,441",.,.,.,"57,232",.,.,.,"397,189"
GA10M,"Open Cholecystectomy, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,978,.,.,.,.,.,.,.,978
GA10N,"Open Cholecystectomy, 19 years and over, with CC Score 0",.,.,.,.,"1,025","3,322",.,.,.,.,.,.,.,.,.,.,.,.,"4,346"
GA13A,"Minor, Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC Score 1+",.,.,.,.,.,389,.,.,.,.,.,.,.,.,.,.,.,.,389
GA13B,"Minor, Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC Score 0",.,.,.,.,854,"2,148",.,.,.,.,.,.,.,.,.,.,.,.,"3,002"
