HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
HC26F,"Scoliosis or Other Spinal Deformity, with CC Score 0",438,.,808,.,374,.,.,.,.,.,.,.,"1,040",.,.,.,.,"2,660"
HC27E,Degenerative Spinal Conditions with CC Score 6-8,438,.,404,.,327,301,.,.,376,.,.,.,386,.,502,.,"1,100","3,835"
HC27F,Degenerative Spinal Conditions with CC Score 3-5,"2,273","4,488","5,193","1,001","1,996",.,"1,583",.,"1,879",.,"2,066",.,"7,816",.,"2,009","1,104","8,436","39,844"
HC27G,Degenerative Spinal Conditions with CC Score 0-2,"19,807","29,429","6,982","4,320","58,626","3,404","2,283",.,"1,503",.,"7,690",.,"48,317",.,"7,278","5,520","13,343","208,503"
HC28D,Spinal Cord Conditions with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,.,466,.,.,.,.,466
HC28F,Spinal Cord Conditions with CC Score 3-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,367,367
HC28G,Spinal Cord Conditions with CC Score 0-2,958,.,.,.,.,.,.,.,376,.,.,.,"2,768",.,502,.,367,"4,970"
HC29A,Inflammatory Spinal Conditions with CC Score 2+,689,813,.,.,.,.,701,685,.,.,.,.,306,.,.,.,.,"3,194"
HC29B,Inflammatory Spinal Conditions with CC Score 0-1,519,913,404,.,"2,683",301,.,.,.,.,.,.,"11,597",.,.,.,"1,100","17,519"
HC31D,Spinal Infection with CC Score 7+,.,.,.,.,.,.,.,.,.,.,.,.,772,.,.,.,.,772
HC31E,Spinal Infection with CC Score 4-6,.,.,.,.,.,409,.,.,.,.,.,.,.,.,.,.,.,409
HC31F,Spinal Infection with CC Score 1-3,"1,039",370,.,.,.,.,.,.,.,.,.,.,386,.,.,.,.,"1,795"
HC31G,Spinal Infection with CC Score 0,.,.,.,.,327,.,.,.,.,.,.,.,"1,158",.,.,.,.,"1,485"
HC32D,Low Back Pain with CC Score 6+,438,407,.,.,327,.,.,.,.,.,.,.,.,.,.,.,.,"1,172"
HC32E,Low Back Pain with CC Score 3-5,.,370,404,454,"2,686",395,.,.,.,360,.,.,"1,158",.,.,.,.,"5,827"
HC32F,Low Back Pain with CC Score 0-2,"8,627","6,409","2,695","2,256","11,634","2,863",.,608,"1,127",.,"1,987",.,"18,160",.,"4,887",552,"3,022","64,826"
HC41B,Major Spinal Reconstructive Surgery with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"8,704",.,.,.,.,"8,704"
HD21D,Soft Tissue Disorders with CC Score 12+,.,.,.,.,.,301,.,.,376,.,.,.,.,.,647,.,.,"1,324"
HD21E,Soft Tissue Disorders with CC Score 9-11,519,.,"1,212",.,.,.,.,.,.,.,.,.,.,.,644,.,"2,201","4,576"
HD21F,Soft Tissue Disorders with CC Score 6-8,"1,565","2,083","1,401",.,"2,564",961,.,.,"1,503",.,"2,118",.,"3,501",.,"2,009","1,104","3,600","22,409"
HD21G,Soft Tissue Disorders with CC Score 3-5,"8,394","16,965","1,616","1,480","4,485","2,974",701,.,.,.,"3,581",.,"9,501",.,"4,519","13,249","7,457","74,922"
HD21H,Soft Tissue Disorders with CC Score 0-2,"16,068","32,314","3,800","5,626","16,517","9,352",.,.,752,.,"6,837",.,"9,890",.,"8,611","78,943","20,141","208,851"
HD23D,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 12+",.,.,499,.,.,.,.,.,"1,117",.,.,.,"1,812",.,.,.,367,"3,795"
HD23E,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 9-11",.,"1,220",.,.,654,.,.,.,376,.,.,.,772,.,"1,146",.,"3,668","7,835"
HD23F,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 7-8",877,"1,626","1,772",454,.,.,.,"1,369",.,.,453,.,"3,356",.,"1,301",.,"4,401","15,609"
HD23G,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 5-6","2,998","3,196","4,505",573,327,.,701,.,752,.,"1,080",.,"1,812",.,"1,651",.,"6,235","23,829"
HD23H,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4","2,210","11,965","3,696","1,454","4,147","2,109","1,402","2,054","1,127",.,"4,198",.,"12,572",.,"1,004",552,"10,637","59,127"
HD23J,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2","13,481","18,574","7,641","2,840","10,938","3,988",528,"2,064","1,879",.,"6,076",.,"15,939",.,"4,162","1,104","11,367","100,581"
HD24D,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 12+","1,558","1,220",.,.,"1,221",301,.,.,.,.,.,.,386,.,.,.,767,"5,454"
HD24E,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 8-11",.,"2,440",.,.,689,352,.,.,376,.,.,.,"2,317",.,.,.,.,"6,173"
HD24F,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7","1,396","1,626","1,307",547,"1,501",301,.,.,376,.,.,.,"2,584",.,"1,506",.,"1,100","12,245"
HD24G,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4","3,192","3,637",.,454,"1,921",904,528,.,376,.,"2,053",.,"8,438",.,"1,149",.,"2,256","24,908"
HD24H,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1","10,328","4,367",404,.,"3,057",395,528,.,376,.,225,.,"13,586",.,"1,146",.,"1,525","35,936"
HD25D,"Infections of Bones or Joints, with CC Score 13+",.,.,.,.,.,.,.,.,366,.,.,.,"1,812",.,502,.,"2,201","4,881"
HD25E,"Infections of Bones or Joints, with CC Score 9-12",.,"1,220",404,.,980,395,.,.,376,.,.,.,772,.,.,.,"1,834","5,981"
HD25F,"Infections of Bones or Joints, with CC Score 5-8","3,168","1,184","3,232","1,361","1,092",697,.,.,752,.,387,.,"2,703",.,"2,511",.,"1,100","18,184"
HD25G,"Infections of Bones or Joints, with CC Score 2-4","2,453","2,033",808,454,327,.,.,685,752,.,.,.,"4,998",.,"1,146",.,"3,301","16,956"
HD25H,"Infections of Bones or Joints, with CC Score 0-1",976,909,404,573,"1,332",.,.,.,.,.,334,.,"1,384",.,.,.,"1,100","7,012"
HD26E,"Musculoskeletal Signs or Symptoms, with CC Score 8-11",877,"1,590",.,.,654,352,.,.,376,.,.,.,"1,814",.,502,.,"2,201","8,365"
HD26F,"Musculoskeletal Signs or Symptoms, with CC Score 4-7","2,560","4,440","1,805",.,"4,062",998,.,.,366,.,.,.,"11,839",.,"2,656",552,"4,088","33,365"
HD26G,"Musculoskeletal Signs or Symptoms, with CC Score 0-3","7,754","12,000","1,616","2,120","9,447","1,506",701,.,752,.,"5,019",.,"12,932",.,"1,004","1,656","2,722","59,230"
HD39E,Pathological Fractures with CC Score 8-10,.,.,.,.,"1,741",.,528,.,.,360,.,.,.,.,.,.,.,"2,628"
HD39F,Pathological Fractures with CC Score 6-7,.,.,.,.,"2,079",.,.,.,376,.,.,.,"1,651",.,.,.,367,"4,473"
HD39G,Pathological Fractures with CC Score 3-5,519,"3,637",903,.,"1,670",.,.,.,376,.,.,.,"5,650",.,647,.,"1,100","14,502"
HD39H,Pathological Fractures with CC Score 0-2,958,"1,320",.,.,.,.,.,.,.,.,334,.,"8,009",.,.,.,367,"10,987"
HD40D,"Malignancy of Bone or Connective Tissue, with CC Score 12+",519,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,298,818
HD40E,"Malignancy of Bone or Connective Tissue, with CC Score 8-11",.,407,708,.,327,.,.,.,.,.,.,.,.,.,.,.,367,"1,808"
HD40F,"Malignancy of Bone or Connective Tissue, with CC Score 5-7",877,"1,626",404,.,.,.,.,.,.,.,334,.,"1,624",.,.,.,"3,668","8,533"
HD40G,"Malignancy of Bone or Connective Tissue, with CC Score 2-4","1,558","3,353","2,123",.,.,.,.,.,752,.,.,.,"2,223",.,.,.,"3,701","13,710"
HD40H,"Malignancy of Bone or Connective Tissue, with CC Score 0-1",438,407,"1,212",907,.,301,528,.,.,.,.,.,"3,238",.,.,.,"2,378","9,409"
HR07A,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 22 or less","6,841",.,.,.,.,.,.,.,.,.,.,.,"14,624",.,.,.,"2,484","23,950"
HR07B,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 23-60","6,662",.,.,.,.,.,.,.,.,.,.,.,"6,725",.,.,.,"8,029","21,416"
HR07C,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 61 or more","3,331",.,.,.,.,.,.,.,.,.,.,.,"4,063",.,.,.,.,"7,394"
HR08A,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 22 or less","2,305",.,.,.,"3,410",.,.,.,.,.,.,.,"5,781",.,.,.,.,"11,496"
HR08B,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 23-60","4,610",.,.,.,.,.,.,.,.,.,.,.,"3,377",.,.,.,"2,066","10,054"
HR09A,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 22 or less",.,.,.,.,"4,352",.,.,.,.,.,.,.,.,.,.,.,.,"4,352"
HR09B,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 23-60",.,.,.,.,.,.,.,.,.,.,.,.,"4,958",.,.,.,.,"4,958"
JA12G,"Malignant Breast Disorders without Interventions, with CC Score 9+",438,"2,440",499,.,.,.,.,.,.,.,387,.,386,.,.,.,734,"4,883"
JA12H,"Malignant Breast Disorders without Interventions, with CC Score 6-8",438,"1,184","2,123",.,765,301,.,.,.,.,.,.,386,.,.,.,"1,834","7,031"
JA12J,"Malignant Breast Disorders without Interventions, with CC Score 4-5","1,333",813,404,.,327,.,.,.,.,.,.,.,.,.,502,.,734,"4,113"
JA12K,"Malignant Breast Disorders without Interventions, with CC Score 2-3",.,.,"4,245",454,765,.,.,.,.,.,334,.,386,.,"1,004",.,"1,100","8,288"
JA12L,"Malignant Breast Disorders without Interventions, with CC Score 0-1",438,"1,677","3,295",.,.,.,.,.,.,.,773,.,.,.,.,.,367,"6,549"
JA13A,Non-Malignant Breast Disorders with Interventions,.,.,.,.,.,.,.,.,.,.,.,.,"1,407",.,.,.,.,"1,407"
JA13B,"Non-Malignant Breast Disorders without Interventions, with CC Score 4+",.,407,.,.,.,.,.,.,.,.,.,.,.,.,.,.,367,773
JA13C,"Non-Malignant Breast Disorders without Interventions, with CC Score 0-3","7,424","3,525","1,633",.,"2,628",395,.,.,.,.,.,.,776,.,"2,589",552,"1,276","20,798"
JA18Z,Unilateral Minor Breast Procedures,"25,111",904,"1,531","1,363","6,604","1,969",.,.,.,.,.,.,.,.,.,.,"5,089","42,571"
JA20E,Unilateral Major Breast Procedures with CC Score 3-5,.,.,"3,835",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,835"
JA24D,Unilateral Intermediate Breast Procedures with CC Score 6+,.,407,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,407
JA24F,Unilateral Intermediate Breast Procedures with CC Score 0-2,.,.,"3,503",.,.,.,.,.,.,.,.,.,.,.,"2,314",.,.,"5,818"
JB31C,Intermediate Burn (TBSA of 20-59%) without Skin Procedure,.,457,.,.,.,.,.,.,.,.,.,.,664,.,.,.,.,"1,121"
JB32A,Minor Burn (TBSA of less than 20%) with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,.,"3,129",.,.,.,.,"3,129"
JB32B,Minor Burn (TBSA of less than 20%) with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,"23,251",.,.,.,.,"23,251"
JB32C,Minor Burn (TBSA of less than 20%) without Skin Procedure,"3,944",609,.,573,"1,762","1,467",.,.,.,.,387,.,"13,363",.,.,.,.,"22,104"
JB33A,Other Burn with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,.,"3,733",.,.,.,.,"3,733"
JB33B,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,"1,827",.,"1,973",.,"1,169","4,969"
JB33C,Other Burn without Skin Procedure,.,"4,125",.,"2,052","14,333",734,.,.,752,.,"2,105",.,"4,593",.,647,.,"2,081","31,420"
JC41Z,Major Skin Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,790","2,790"
JC42A,"Intermediate Skin Procedures, 13 years and over","78,977","27,226","3,428","22,060","53,839","36,911",.,.,.,.,"3,068",.,"25,566",407,"65,900",.,"181,820","499,201"
JC42B,"Intermediate Skin Procedures, 12 years and under","20,085","1,341",.,.,"1,530","1,661",.,.,.,.,.,.,"9,320",.,"9,881",.,"185,879","229,698"
JC43A,"Minor Skin Procedures, 13 years and over","16,771","4,960",400,"3,762","14,833","10,551",.,.,.,.,"3,611",.,"14,384",.,"16,668",.,"77,278","163,218"
JC43B,"Minor Skin Procedures, 12 years and under","7,789",609,.,"1,978","3,161","1,247",.,.,.,.,.,.,"11,758",.,.,.,"27,005","53,546"
JC47A,"Phototherapy, 13 years and over",438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,438
JC47B,"Phototherapy, 12 years and under",.,.,.,720,"2,602",.,.,.,.,.,.,.,.,.,.,.,.,"3,323"
JD07A,"Skin Disorders with Interventions, with CC Score 12+",.,.,.,.,.,.,.,.,.,.,.,.,450,.,.,.,.,450
JD07B,"Skin Disorders with Interventions, with CC Score 8-11",.,.,.,.,.,"1,727",.,.,.,.,.,.,.,.,.,.,.,"1,727"
JD07C,"Skin Disorders with Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,590,.,.,.,.,.,.,590
JD07D,"Skin Disorders with Interventions, with CC Score 0-3",.,"2,006","1,185","1,305","1,921","4,043",.,.,.,.,.,.,.,.,"1,973",.,"2,501","14,934"
JD07E,"Skin Disorders without Interventions, with CC Score 19+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,467","1,467"
JD07F,"Skin Disorders without Interventions, with CC Score 14-18","1,315",777,"4,156",.,378,.,.,.,"1,879",.,387,.,"2,419",.,"1,004",.,"4,265","16,579"
JD07G,"Skin Disorders without Interventions, with CC Score 10-13","1,753","8,205","6,846",907,654,301,.,.,"1,127",.,774,.,"7,951",.,"2,652",.,"9,903","41,074"
JD07H,"Skin Disorders without Interventions, with CC Score 6-9","12,866","11,765","12,521","1,361","4,904","2,669",528,.,"4,134",.,"4,655",.,"14,267",.,"6,673",.,"27,181","103,523"
JD07J,"Skin Disorders without Interventions, with CC Score 2-5","35,087","34,769","16,236","4,082","11,886","4,594","1,583",.,"7,140",.,"12,670",.,"57,316",.,"16,500","1,104","40,564","243,532"
JD07K,"Skin Disorders without Interventions, with CC Score 0-1","31,491","58,236","12,755","11,461","57,145","7,564","1,583",608,"3,382",.,"14,770",.,"61,929",.,"19,315","1,656","28,471","310,366"
KA03D,Parathyroid Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,210","2,210"
KA04B,Adrenal Procedures with CC Score 0-1,.,.,"1,767",.,.,.,.,.,.,.,.,.,"3,548",.,.,.,.,"5,315"
KA05C,Anterior Pituitary Disorders with CC Score 2+,.,"1,147",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,147"
KA05D,Anterior Pituitary Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,752,.,.,.,772,.,.,.,.,"1,524"
KA06C,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+",.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,.,367,820
KA06D,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3",.,407,.,454,.,.,.,.,.,.,.,.,386,.,.,.,.,"1,246"
KA06E,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,.,907,327,.,.,.,.,.,305,.,"1,651",.,799,.,.,"3,989"
KA07A,Non-Surgical Thyroid Disorders with CC Score 4+,368,"1,626",.,.,.,.,.,.,.,.,.,.,386,.,502,.,.,"2,883"
KA07B,Non-Surgical Thyroid Disorders with CC Score 2-3,.,.,"1,840",454,"1,670",301,.,.,.,.,.,.,"2,046",.,.,.,734,"7,044"
KA07C,Non-Surgical Thyroid Disorders with CC Score 0-1,"1,565",407,.,.,"1,875",301,.,.,.,.,.,.,"2,523",.,"2,511",.,"2,201","11,382"
KA08A,Other Endocrine Disorders with CC Score 4+,"2,122","1,626",.,454,.,.,528,.,.,.,.,.,772,.,502,.,367,"6,370"
KA08B,Other Endocrine Disorders with CC Score 2-3,"1,346",859,404,.,327,.,528,.,.,.,692,.,"3,191",.,.,.,"3,668","11,014"
KA08C,Other Endocrine Disorders with CC Score 0-1,"2,630","1,626",.,.,"1,548",301,"1,055",.,376,.,"3,877",.,"4,822",.,502,.,367,"17,104"
KA09D,Thyroid Procedures with CC Score 2-3,"5,168",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,168"
KA09E,Thyroid Procedures with CC Score 0-1,.,609,.,.,.,.,.,.,.,.,.,.,"2,512",.,.,.,"1,347","4,468"
KB01C,"Diabetes with Hypoglycaemic Disorders, with CC Score 8+","1,753",.,.,907,327,603,.,.,.,.,388,.,"2,317",.,"1,506",.,"4,035","11,835"
KB01D,"Diabetes with Hypoglycaemic Disorders, with CC Score 5-7","2,630","3,642",499,454,"1,961","1,723",.,.,752,.,"1,107",.,"9,472",.,502,.,"2,934","25,674"
KB01E,"Diabetes with Hypoglycaemic Disorders, with CC Score 3-4","2,004","5,720","2,543","2,815","3,096",904,.,.,"1,503",.,305,.,"9,516",.,"3,013",.,"4,401","35,821"
KB01F,"Diabetes with Hypoglycaemic Disorders, with CC Score 0-2","4,751","10,175",404,"2,815","1,221","1,205",528,.,752,.,"1,851",.,"5,961",.,"1,004",.,"1,766","32,432"
KB02G,"Diabetes with Hyperglycaemic Disorders, with CC Score 8+",.,777,464,.,"1,705",819,.,.,376,.,388,.,"7,257",.,799,.,"2,568","15,152"
KB02H,"Diabetes with Hyperglycaemic Disorders, with CC Score 5-7","4,821","5,660","1,212",454,765,409,"1,055",.,752,.,"1,851",.,"15,190",.,"2,306",.,"7,790","42,265"
KB02J,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4","16,236","19,267","2,020","4,536","2,287","2,410","1,055",.,"1,879",.,"6,114",.,"27,237",.,"10,545",.,"20,907","114,493"
KB02K,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1","22,874","23,472","4,908","5,443","6,036","4,312","1,756",.,"3,006",.,"20,419",.,"22,736",.,"9,541",.,"18,794","143,296"
KB03C,"Diabetes with Lower Limb Complications, with CC Score 9+",895,813,.,.,.,.,.,.,.,.,.,.,.,.,.,.,734,"2,442"
KB03D,"Diabetes with Lower Limb Complications, with CC Score 5-8",457,"2,033",.,.,438,.,.,.,752,.,.,.,386,.,.,.,"3,668","7,733"
KB03E,"Diabetes with Lower Limb Complications, with CC Score 0-4",457,"3,710",.,.,"1,254",.,.,.,376,.,.,.,386,.,502,.,734,"7,418"
KC04A,Inborn Errors of Metabolism with CC Score 3+,"1,836",813,"3,560","1,001",.,.,.,.,.,.,453,.,772,.,.,.,"1,467","9,902"
KC04B,Inborn Errors of Metabolism with CC Score 0-2,438,"1,184","1,212",454,.,.,.,.,.,.,"1,055",.,"2,584",.,502,.,.,"7,429"
KC05G,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,"1,020",.,450,.,.,.,.,"1,471"
KC05H,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,367,367
KC05J,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 10+","1,753","1,220","2,011",.,"1,307",791,528,.,752,.,"1,547",.,"1,158",.,"2,009",.,"5,135","18,209"
KC05K,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9","3,976","18,983","7,125",907,"3,666",409,"3,338",.,752,.,"6,053",.,"17,593",.,"5,757",.,"22,007","90,567"
KC05L,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6","22,231","42,761","12,327","4,536","8,097","6,237","2,638",.,"9,770",.,"25,068",.,"50,575",.,"14,075",.,"43,736","242,051"
KC05M,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3","15,709","39,549","10,910","6,443","7,181","2,504","2,638",.,"6,012",.,"25,915",.,"60,462",.,"15,864",552,"27,852","221,592"
KC05N,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1","10,413","14,719","12,072","4,082","6,971","4,087","1,055",.,"2,159",.,"24,212",.,"37,455",.,"6,026",552,"17,115","140,917"
LA01A,"Kidney Transplant, 19 years and over, from Cadaver Non Heart-Beating Donor",.,.,"7,320",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,320"
LA02A,"Kidney Transplant, 19 years and over, from Cadaver Heart-Beating Donor",.,.,"6,349",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,349"
LA04M,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2",.,374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,374
LA04N,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 13+",.,407,.,.,327,.,.,.,376,.,.,.,.,.,.,.,734,"1,843"
LA04P,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12","2,560","14,914","3,112",.,"2,977",603,.,.,"3,382",.,"2,742",.,"8,059",.,"3,515",.,"24,737","66,599"
LA04Q,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7","25,839","92,816","31,361","10,191","17,486","5,126",528,.,"12,401",719,"21,223",.,"81,784",.,"38,447",.,"91,232","429,152"
LA04R,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3","40,494","99,552","39,315","11,336","13,548","10,123","2,110",.,"12,757","1,439","29,025",.,"137,498",.,"40,746",.,"84,966","522,907"
LA04S,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1","41,194","127,105","46,946","21,818","29,840","13,980","2,638",.,"7,891",.,"52,916",.,"173,567",.,"50,215","1,104","60,559","629,772"
LA07H,"Acute Kidney Injury with Interventions, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,"1,240",.,.,.,.,.,.,"1,240"
LA07J,"Acute Kidney Injury with Interventions, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,592,.,.,.,.,.,.,592
LA07K,"Acute Kidney Injury with Interventions, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,450,.,.,.,.,450
LA07L,"Acute Kidney Injury without Interventions, with CC Score 12+",.,"1,220",.,.,327,.,.,.,.,.,.,.,"1,158",.,.,.,734,"3,438"
LA07M,"Acute Kidney Injury without Interventions, with CC Score 8-11","3,126","5,286","2,020",454,689,"4,913",.,.,752,.,"3,819",.,"3,475",407,"2,306",.,"7,267","34,513"
LA07N,"Acute Kidney Injury without Interventions, with CC Score 4-7","40,609","30,846","28,836","5,083","3,957","3,656","1,583",.,"5,637",.,"10,240",.,"24,717",.,"4,159",.,"29,029","188,350"
LA07P,"Acute Kidney Injury without Interventions, with CC Score 0-3","12,178","39,842","72,000","11,607","6,583","2,735",528,.,"1,879",.,"22,798",.,"61,523",.,"5,524",.,"44,352","281,548"
LA08K,"Chronic Kidney Disease without Interventions, with CC Score 11+",521,442,"6,035",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,998"
LA08L,"Chronic Kidney Disease without Interventions, with CC Score 8-10",.,"1,219","7,039",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,258"
LA08M,"Chronic Kidney Disease without Interventions, with CC Score 5-7",438,"2,581","6,335",.,.,409,.,.,.,.,.,.,772,.,.,.,750,"11,286"
LA08N,"Chronic Kidney Disease without Interventions, with CC Score 3-4","2,440","2,509","4,224",.,.,"2,866",.,.,.,.,.,.,.,.,.,.,"2,628","14,666"
LA08P,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,"62,183",.,327,.,.,.,.,.,.,.,"2,237",.,.,.,.,"64,746"
LA09M,"General Renal Disorders without Interventions, with CC Score 9+",.,.,869,.,.,.,.,.,.,.,.,.,.,.,.,.,.,869
LA09N,"General Renal Disorders without Interventions, with CC Score 6-8",.,849,.,"1,001",654,.,.,.,.,.,.,.,"3,891",.,502,.,367,"7,263"
LA09P,"General Renal Disorders without Interventions, with CC Score 3-5","4,545","2,464","6,675",907,894,.,.,.,.,.,"1,107",.,"5,597",.,"1,506",.,"5,885","29,581"
LA09Q,"General Renal Disorders without Interventions, with CC Score 0-2","31,489","32,181","20,500","14,184","11,183","5,581","1,055",.,"4,080",.,"19,640",.,"43,887",.,"12,320",.,"22,256","218,358"
LA97A,"Same Day Dialysis Admission or Attendance, 19 years and over",.,.,.,.,438,.,.,.,.,.,.,.,.,.,.,.,.,438
LB05E,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 6+",.,.,"1,388",.,.,.,.,.,.,.,.,.,.,.,.,.,987,"2,375"
LB05F,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 3-5","4,813",.,"3,373",.,.,.,.,.,.,.,.,.,.,.,.,.,885,"9,071"
LB05G,"Intermediate Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2","8,782",.,"6,389",.,.,.,.,.,.,.,.,.,.,.,.,.,972,"16,143"
LB06K,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 4-5",.,.,.,.,.,.,.,.,655,.,.,.,.,.,.,.,.,655
LB06N,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 13+",.,.,704,.,.,.,.,.,.,.,.,.,.,.,.,.,.,704
LB06P,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",457,813,"2,995",547,.,.,.,.,376,.,305,.,"1,426",.,"1,004",.,"2,431","10,354"
LB06Q,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",457,"2,901","3,282",.,654,.,.,.,.,.,.,.,"1,160",.,799,.,"4,035","13,287"
LB06R,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3","1,809",859,"6,575","1,094",420,.,.,.,.,.,334,.,"2,974",.,"1,004",.,"1,852","16,921"
LB06S,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",.,407,"5,226",.,.,301,.,.,.,.,387,.,"1,546",.,.,.,"2,009","9,876"
LB09C,"Intermediate Endoscopic Ureter Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"3,690",.,.,.,.,"3,690"
LB09D,"Intermediate Endoscopic Ureter Procedures, 19 years and over","10,776",.,"35,731","15,141",327,301,.,.,.,.,.,.,.,.,.,.,"2,670","64,946"
LB10C,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"3,169",.,.,.,.,"3,169"
LB10D,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 0-1",.,.,"5,242",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,242"
LB13D,Major Endoscopic Bladder Procedures with CC Score 5-6,.,.,"1,188",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,188"
LB13F,Major Endoscopic Bladder Procedures with CC Score 0-1,.,.,854,.,.,.,.,.,.,.,.,.,.,.,.,.,.,854
LB14Z,Intermediate Endoscopic Bladder Procedures,.,.,.,.,"1,516",.,.,.,.,.,.,.,.,.,.,.,.,"1,516"
LB15D,"Minor Bladder Procedures, 18 years and under",.,.,.,794,.,.,932,.,.,.,.,.,"1,726",.,.,.,993,"4,444"
