"INSPECT_ID","SR_NUM","BEG_DATE","END_DATE","STATUS"
"119716","HCE-20140205-2753","11-FEB-14","11-FEB-14",""
"119633","HCE-20140303-2960","06-MAR-14","06-MAR-14",""
"119425","HCE-20140225-2910","26-FEB-14","26-FEB-14",""
"119378","HCE-20131205-7112","10-JAN-14","10-JAN-14",""
"120499","HCE-20131112-6948","13-NOV-13","13-NOV-13",""
"114181","HCE-20130129-2666","11-MAR-13","11-MAR-13",""
"114120","HCE-20130301-2918","05-MAR-13","05-MAR-13",""
"115538","HCE-20121203-7753","06-FEB-13","06-FEB-13","NO CAUSE FOR ACTION INSPECTION"
"116076","HCE-20121129-7714","18-JAN-13","18-JAN-13","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"115504","HCE-20121108-7538","17-JAN-13","17-JAN-13",""
"114835","HCE-20130313-3019","03-APR-13","03-APR-13",""
"115802","HCE-20130129-2661","31-JAN-13","31-JAN-13",""
"149536","HCE-20141230-7150","09-MAR-15","10-MAR-15",""
"150644","HCE-20150506-3396","15-MAY-15","18-MAY-15",""
"153872","HCE-20150626-4379","05-OCT-15","05-OCT-15",""
"151383","HCE-20150623-4316","25-JUN-15","25-JUN-15",""
"149261","HCE-20141016-6444","18-FEB-15","19-FEB-15",""
"147504","HCE-20141107-6736","12-NOV-14","13-NOV-14",""
"151601","HCE-20150623-4305","07-JUL-15","09-JUL-15",""
"150368","HCE-20150324-2989","30-APR-15","04-MAY-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"151599","HCE-20150623-4316","07-JUL-15","09-JUL-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"150868","HCE-20150522-3896","01-JUN-15","01-JUN-15",""
"150075","HCE-20150319-2948","13-APR-15","14-APR-15",""
"149628","HCE-20150303-2786","09-MAR-15","13-MAR-15",""
"149793","HCE-20150324-2989","25-MAR-15","26-MAR-15",""
"153935","HCE-20150925-5766","05-OCT-15","06-OCT-15",""
"149566","HCE-20150213-2619","09-MAR-15","11-MAR-15",""
"149448","HCE-20150224-2729","02-MAR-15","04-MAR-15",""
"147282","HCE-20140723-4531","29-OCT-14","30-OCT-14",""
"147348","HCE-20141028-6594","31-OCT-14","03-NOV-14","NO CAUSE FOR ACTION INSPECTION"
"153220","HCE-20150825-5384","08-SEP-15","08-SEP-15",""
"147701","HCE-20141107-6736","18-NOV-14","21-NOV-14",""
"150587","HCE-20130626-4709","13-MAY-15","14-MAY-15",""
"148852","HCE-20150122-2452","22-JAN-15","22-JAN-15",""
"144708","HCE-20130213-2780","06-MAR-13","06-MAR-13","NO CAUSE FOR ACTION INSPECTION"
"144694","HCE-20121130-7720","03-JAN-13","03-JAN-13",""
"145323","HCE-20140124-2672","28-FEB-14","28-FEB-14","NO CAUSE FOR ACTION INSPECTION"
"146553","HCE-20140127-2682","25-JUN-14","25-JUN-14",""
"146170","HCE-20130930-6557","08-OCT-13","08-OCT-13",""
"145617","HCE-20130829-6022","09-SEP-13","09-SEP-13","NO CAUSE FOR ACTION INSPECTION"
"125932","HCE-20140618-3576","20-JUN-14","20-JUN-14",""
"122682","HCE-20130626-4582","27-JUN-13","27-JUN-13",""
"124044","HCE-20140424-4237","25-APR-14","25-APR-14",""
"125035","HCE-20140805-4857","08-AUG-14","08-AUG-14",""
"124363","HCE-20140610-4413","25-JUL-14","25-JUL-14","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"124355","HCE-20140613-4416","25-JUL-14","25-JUL-14",""
"117405","HCE-20121030-7436","04-JAN-13","04-JAN-13",""
"119142","HCE-20140218-2847","21-FEB-14","21-FEB-14",""
"119078","HCE-20140107-1045","24-JAN-14","24-JAN-14",""
"118995","HCE-20140110-2551","24-JAN-14","24-JAN-14",""
"119833","HCE-20140210-2787","13-FEB-14","13-FEB-14",""
"119231","HCE-20140214-2823","24-FEB-14","24-FEB-14",""
"119761","HCE-20140218-2847","04-MAR-14","04-MAR-14",""
"119461","HCE-20140108-2516","10-JAN-14","10-JAN-14",""
"119372","HCE-20140109-2530","10-JAN-14","10-JAN-14",""
"113943","HCE-20130118-2571","22-JAN-13","22-JAN-13",""
"114374","HCE-20130320-3060","25-MAR-13","25-MAR-13",""
"115930","HCE-20120823-6172","01-FEB-13","01-FEB-13",""
"115871","HCE-20120511-4242","26-FEB-13","26-FEB-13",""
"153653","HCE-20141007-6333","31-AUG-15","23-SEP-15",""
"121409","HCE-20130820-5468","20-AUG-13","20-AUG-13",""
"116016","HCE-20130225-2840","25-FEB-13","25-FEB-13",""
"149924","HCE-20141020-6463","17-MAR-15","03-APR-15",""
"154131","HCE-20150929-5793","14-OCT-15","14-OCT-15",""
"147367","HCE-20140414-3870","03-NOV-14","04-NOV-14",""
"151640","HCE-20150309-2820","09-JUL-15","10-JUL-15",""
"153413","HCE-20150910-5553","14-SEP-15","15-SEP-15","NO CAUSE FOR ACTION INSPECTION"
"147423","HCE-20140716-4373","03-NOV-14","07-NOV-14",""
"147600","HCE-20141020-6463","05-NOV-14","18-NOV-14",""
"152186","HCE-20150325-2997","28-JUL-15","30-JUL-15",""
"150564","HCE-20150506-3400","12-MAY-15","13-MAY-15",""
"144233","HCE-20130411-3256","29-APR-13","29-APR-13",""
"125907","HCE-20140716-4373","16-JUL-14","16-JUL-14",""
"121793","HCE-20130916-6421","18-SEP-13","18-SEP-13",""
"121703","HCE-20130814-5352","01-OCT-13","01-OCT-13",""
"125759","HCE-20140521-3918","15-JUL-14","15-JUL-14",""
"125112","HCE-20140327-5236","21-APR-14","21-APR-14",""
"125106","HCE-20140421-5242","23-APR-14","23-APR-14",""
"125025","HCE-20140421-5245","07-MAY-14","07-MAY-14",""
"123721","HCE-20140716-4373","14-OCT-14","14-OCT-14",""
"125458","HCE-20140806-4874","26-SEP-14","26-SEP-14","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"119083","HCE-20140122-2639","27-JAN-14","27-JAN-14",""
"119898","HCE-20131016-6695","22-JAN-14","22-JAN-14",""
"119746","HCE-20131220-7231","27-FEB-14","27-FEB-14",""
"120532","HCE-20131122-7032","26-NOV-13","26-NOV-13",""
"119912","HCE-20140211-2800","12-FEB-14","12-FEB-14","NO CAUSE FOR ACTION INSPECTION"
"114175","HCE-20130304-2930","08-MAR-13","08-MAR-13",""
"113993","HCE-20120817-6054","04-FEB-13","04-FEB-13",""
"116073","HCE-20130115-2544","17-JAN-13","17-JAN-13",""
"116021","HCE-20130115-2544","28-FEB-13","28-FEB-13",""
"114761","HCE-20130401-3148","26-APR-13","26-APR-13",""
"115340","HCE-20130607-4285","12-JUN-13","12-JUN-13",""
"115273","HCE-20130226-2874","16-APR-13","16-APR-13",""
"114633","HCE-20130401-3148","02-APR-13","02-APR-13",""
"115753","HCE-20120817-6054","14-JAN-13","14-JAN-13",""
"115170","HCE-20130304-2930","15-APR-13","15-APR-13",""
"149677","HCE-20150202-2535","13-MAR-15","17-MAR-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"150531","HCE-20150504-3362","11-MAY-15","12-MAY-15",""
"148671","HCE-20141124-6915","02-JAN-15","07-JAN-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"150467","HCE-20150325-2993","07-MAY-15","07-MAY-15",""
"115619","HCE-20121207-7781","10-JAN-13","10-JAN-13","NO CAUSE FOR ACTION INSPECTION"
"148905","HCE-20141201-6964","22-JAN-15","27-JAN-15",""
"122235","HCE-20130402-3160","11-JUN-13","11-JUN-13",""
"152955","HCE-20150629-4382","26-AUG-15","28-AUG-15",""
"150996","HCE-20150421-3209","05-JUN-15","08-JUN-15",""
"150921","HCE-20150327-3036","08-MAY-15","04-JUN-15","NO CAUSE FOR ACTION INSPECTION"
"150788","HCE-20150527-3941","20-MAY-15","28-MAY-15",""
"150779","HCE-20150423-3230","27-MAY-15","28-MAY-15",""
"150172","HCE-20140917-6040","17-APR-15","20-APR-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"153384","HCE-20150817-5229","10-SEP-15","14-SEP-15",""
"150667","HCE-20150407-3089","15-MAY-15","21-MAY-15","NO CAUSE FOR ACTION INSPECTION"
"150641","HCE-20150210-2596","15-MAY-15","18-MAY-15",""
"148986","HCE-20141223-7121","27-JAN-15","02-FEB-15","NO CAUSE FOR ACTION INSPECTION"
"150726","HCE-20141010-6405","22-MAY-15","26-MAY-15",""
"150708","HCE-20150316-2897","22-MAY-15","26-MAY-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"152556","HCE-20150708-4511","12-AUG-15","14-AUG-15","NO CAUSE FOR ACTION INSPECTION"
"151246","HCE-20150317-2914","15-JUN-15","19-JUN-15",""
"147707","HCE-20140627-4324","19-NOV-14","21-NOV-14",""
"147702","HCE-20140917-6044","17-NOV-14","21-NOV-14",""
"147589","HCE-20140915-5954","17-NOV-14","18-NOV-14",""
"153819","HCE-20141118-6835","30-SEP-15","01-OCT-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"151978","HCE-20150608-4106","15-JUL-15","24-JUL-15","NO CAUSE FOR ACTION INSPECTION"
"149748","HCE-20150227-2761","20-MAR-15","23-MAR-15",""
"149082","HCE-20150203-2548","05-FEB-15","06-FEB-15",""
"150260","HCE-20150403-3077","20-APR-15","27-APR-15","NO CAUSE FOR ACTION INSPECTION"
"149850","HCE-20150213-2622","30-MAR-15","30-MAR-15",""
"149341","HCE-20150115-2390","25-FEB-15","26-FEB-15",""
"150438","HCE-20140923-6138","06-MAY-15","07-MAY-15",""
"150401","HCE-20150326-3002","04-MAY-15","05-MAY-15","NO CAUSE FOR ACTION INSPECTION"
"150381","HCE-20150209-2588","01-MAY-15","04-MAY-15",""
"147636","HCE-20140725-4557","14-NOV-14","19-NOV-14","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"147624","HCE-20140925-6155","10-NOV-14","19-NOV-14",""
"148937","HCE-20140804-4928","28-JAN-15","29-JAN-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"147753","HCE-20141121-6888","21-NOV-14","24-NOV-14",""
"154125","HCE-20150902-5484","13-OCT-15","14-OCT-15",""
"154057","HCE-20150810-5094","08-OCT-15","09-OCT-15",""
"154024","HCE-20150714-4591","07-OCT-15","08-OCT-15",""
"153936","HCE-20150624-4318","01-OCT-15","06-OCT-15",""
"149889","HCE-20150116-2395","30-MAR-15","01-APR-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"149658","HCE-20150113-2344","09-MAR-15","16-MAR-15",""
"149573","HCE-20150129-2516","10-MAR-15","11-MAR-15","NO CAUSE FOR ACTION INSPECTION"
"149569","HCE-20150112-2333","10-MAR-15","11-MAR-15","NO CAUSE FOR ACTION INSPECTION"
"154109","HCE-20150910-5549","13-OCT-15","14-OCT-15",""
"154094","HCE-20150813-5192","08-OCT-15","13-OCT-15",""
"154048","HCE-20150731-4988","09-OCT-15","09-OCT-15",""
"149794","HCE-20140814-5061","24-MAR-15","26-MAR-15",""
"153781","HCE-20150724-4853","29-SEP-15","30-SEP-15","NO CAUSE FOR ACTION INSPECTION"
"153724","HCE-20150814-5211","24-SEP-15","28-SEP-15",""
"153702","HCE-20140214-2827","24-SEP-15","25-SEP-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"153618","HCE-20150818-5258","08-SEP-15","22-SEP-15","NO CAUSE FOR ACTION INSPECTION"
"153870","HCE-20150812-5181","09-SEP-15","05-OCT-15","NO CAUSE FOR ACTION INSPECTION"
"153775","HCE-20150812-5153","28-SEP-15","30-SEP-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"153773","HCE-20150820-5314","28-SEP-15","30-SEP-15",""
"153742","HCE-20150623-4304","24-SEP-15","28-SEP-15",""
"149622","HCE-20150113-2354","19-FEB-15","13-MAR-15","NO CAUSE FOR ACTION INSPECTION"
"149537","HCE-20141218-7096","10-FEB-15","10-MAR-15","NO CAUSE FOR ACTION INSPECTION"
"147338","HCE-20141028-6602","30-OCT-14","31-OCT-14",""
"153582","HCE-20150724-4862","11-SEP-15","21-SEP-15","NO CAUSE FOR ACTION INSPECTION"
"153531","HCE-20150814-5215","27-AUG-15","18-SEP-15","NO CAUSE FOR ACTION INSPECTION"
"147256","HCE-20140911-6043","28-OCT-14","29-OCT-14",""
"153362","HCE-20150512-3450","19-AUG-15","14-SEP-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"153358","HCE-20150504-3371","03-SEP-15","14-SEP-15",""
"149095","HCE-20141230-7145","05-FEB-15","06-FEB-15",""
"153182","HCE-20150721-4781","03-SEP-15","04-SEP-15",""
"153179","HCE-20150626-4367","01-SEP-15","04-SEP-15",""
"153168","HCE-20150410-3128","02-SEP-15","04-SEP-15",""
"153140","HCE-20150721-4790","28-SEP-15","03-SEP-15","NO CAUSE FOR ACTION INSPECTION"
"148757","HCE-20141201-6957","14-JAN-15","14-JAN-15",""
"148570","HCE-20141120-6883","02-JAN-15","05-JAN-15",""
"147832","HCE-20140509-3784","25-NOV-14","01-DEC-14","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"147443","HCE-20140815-5090","06-NOV-14","10-NOV-14",""
"147185","HCE-20140924-6125","15-OCT-14","24-OCT-14","NO CAUSE FOR ACTION INSPECTION"
"153336","HCE-20150819-5300","10-SEP-15","11-SEP-15",""
"153333","HCE-20150715-4617","11-SEP-15","11-SEP-15",""
"153323","HCE-20150610-4135","08-SEP-15","11-SEP-15",""
"153308","HCE-20150623-4309","09-SEP-15","11-SEP-15",""
"153204","HCE-20150723-4822","04-SEP-15","08-SEP-15","NO CAUSE FOR ACTION INSPECTION"
"153015","HCE-20150706-4482","28-AUG-15","31-AUG-15","NO CAUSE FOR ACTION INSPECTION"
"153011","HCE-20150331-3057","28-AUG-15","31-AUG-15",""
"153003","HCE-20150721-4787","28-AUG-15","31-AUG-15",""
"149412","HCE-20140912-6024","25-FEB-15","02-MAR-15",""
"148832","HCE-20141202-6977","16-JAN-14","20-JAN-15",""
"148696","HCE-20141020-6467","08-JAN-15","09-JAN-15","NO CAUSE FOR ACTION INSPECTION"
"153054","HCE-20150723-4831","31-AUG-15","01-SEP-15",""
"153018","HCE-20150716-4687","28-AUG-15","31-AUG-15",""
"153017","HCE-20150717-4715","28-AUG-15","31-AUG-15",""
"153006","HCE-20150625-4355","26-AUG-15","31-AUG-15",""
"152990","HCE-20150713-4560","28-AUG-15","31-AUG-15","NO CAUSE FOR ACTION INSPECTION"
"153144","HCE-20150522-3905","02-SEP-15","03-SEP-15",""
"153134","HCE-20150708-4508","28-AUG-15","03-SEP-15","NO CAUSE FOR ACTION INSPECTION"
"153070","HCE-20150604-4043","14-JUL-15","01-SEP-15",""
"147765","HCE-20140814-5136","21-NOV-14","24-NOV-14","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"147763","HCE-20140806-4992","21-NOV-14","24-NOV-14",""
"147166","HCE-20140910-5984","23-OCT-14","24-OCT-14","NO CAUSE FOR ACTION INSPECTION"
"147164","HCE-20140923-6181","23-OCT-14","24-OCT-14",""
"152884","HCE-20150428-3287","26-AUG-15","26-AUG-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"152881","HCE-20150713-4576","25-AUG-15","26-AUG-15","NO CAUSE FOR ACTION INSPECTION"
"152876","HCE-20150701-4438","25-AUG-15","26-AUG-15",""
"152706","HCE-20150512-3471","19-AUG-15","20-AUG-15",""
"152705","HCE-20150610-4142","19-AUG-15","20-AUG-15",""
"152683","HCE-20150629-4391","19-AUG-15","19-AUG-15",""
"148785","HCE-20141118-6819","13-JAN-15","16-JAN-15",""
"148209","HCE-20140915-5953","12-DEC-14","16-DEC-14",""
"148208","HCE-20140710-4258","12-DEC-14","16-DEC-14","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"152894","HCE-20150630-4424","25-AUG-15","26-AUG-15","NO CAUSE FOR ACTION INSPECTION"
"152707","HCE-20150707-4495","18-AUG-15","20-AUG-15",""
"150209","HCE-20150218-2658","23-APR-15","23-APR-15",""
"150007","HCE-20141230-7149","08-APR-15","09-APR-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"149306","HCE-20140917-6044","23-FEB-15","23-FEB-15",""
"149076","HCE-20140927-6261","04-FEB-15","05-FEB-15",""
"148527","HCE-20141117-6804","30-DEC-14","31-DEC-14",""
"152599","HCE-20150706-4479","14-AUG-15","17-AUG-15","NO CAUSE FOR ACTION INSPECTION"
"152592","HCE-20150527-3946","14-AUG-15","17-AUG-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"152505","HCE-20150424-3257","11-AUG-15","12-AUG-15","NO CAUSE FOR ACTION INSPECTION"
"152494","HCE-20150713-4559","10-AUG-15","11-AUG-15","NO CAUSE FOR ACTION INSPECTION"
"152423","HCE-20150616-4227","06-AUG-15","07-AUG-15",""
"152410","HCE-20150625-4353","05-AUG-15","07-AUG-15","NO CAUSE FOR ACTION INSPECTION"
"152293","HCE-20150112-2334","30-JUL-15","04-AUG-15",""
"148952","HCE-20141223-7115","28-JAN-15","29-JAN-15",""
"148688","HCE-20141001-6259","08-JAN-15","09-JAN-15",""
"148351","HCE-20141106-6730","18-DEC-14","19-DEC-14",""
"147419","HCE-20140912-5946","05-NOV-14","07-NOV-14","NO CAUSE FOR ACTION INSPECTION"
"152566","HCE-20150702-4451","14-AUG-15","17-AUG-15",""
"152548","HCE-20150812-5163","13-AUG-15","14-AUG-15",""
"152486","HCE-20150312-2865","10-AUG-15","11-AUG-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"152444","HCE-20150602-4020","07-AUG-15","10-AUG-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"152329","HCE-20150511-3435","03-AUG-15","05-AUG-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"149610","HCE-20141203-6984","11-MAR-15","12-MAR-15",""
"148286","HCE-20141121-6888","17-DEC-14","18-DEC-14","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"152019","HCE-20150309-2823","08-JUL-15","27-JUL-15",""
"151264","HCE-20150619-4284","18-JUN-15","22-JUN-15",""
"147801","HCE-20140429-3832","14-NOV-14","26-NOV-14",""
"147471","HCE-20140619-3593","07-NOV-14","10-NOV-14","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"152251","HCE-20150622-4292","31-JUL-15","03-AUG-15",""
"152176","HCE-20150505-3388","29-JUL-15","30-JUL-15",""
"152047","HCE-20150605-4073","24-JUL-15","27-JUL-15",""
"150636","HCE-20150205-2563","11-MAY-15","18-MAY-15",""
"149774","HCE-20150203-2548","24-MAR-15","24-MAR-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"149506","HCE-20150121-2441","06-MAR-15","09-MAR-15",""
"151888","HCE-20130820-5419","20-JUL-15","22-JUL-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"151832","HCE-20150527-3946","17-JUL-15","20-JUL-15",""
"151678","HCE-20150529-3976","10-JUL-15","13-JUL-15","NO CAUSE FOR ACTION INSPECTION"
"151674","HCE-20150529-3975","10-JUL-15","13-JUL-15","NO CAUSE FOR ACTION INSPECTION"
"151672","HCE-20150529-3974","10-JUL-15","13-JUL-15","NO CAUSE FOR ACTION INSPECTION"
"151612","HCE-20150427-3278","07-JUL-15","09-JUL-15",""
"151810","HCE-20150603-4035","15-JUL-15","17-JUL-15","NO CAUSE FOR ACTION INSPECTION"
"151611","HCE-20150430-3326","07-JUL-15","09-JUL-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"151606","HCE-20150506-3389","10-JUN-15","09-JUL-15",""
"151469","HCE-20150512-3455","01-JUL-15","01-JUL-15",""
"151394","HCE-20150520-3513","25-JUN-15","26-JUN-15","NO CAUSE FOR ACTION INSPECTION"
"150765","HCE-20150413-3147","26-MAY-15","28-MAY-15",""
"147656","HCE-20140227-2932","18-NOV-14","20-NOV-14",""
"151510","HCE-20150401-3062","02-JUL-15","06-JUL-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"151505","HCE-20150401-3064","01-JUL-15","06-JUL-15",""
"148768","HCE-20141104-6669","09-JAN-15","15-JAN-15",""
"147529","HCE-20130610-4318","13-NOV-14","14-NOV-14","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"147459","HCE-20140922-6103","31-OCT-14","10-NOV-14","NO CAUSE FOR ACTION INSPECTION"
"147145","HCE-20140904-5834","01-OCT-14","23-OCT-14",""
"151208","HCE-20150618-4255","12-JUN-15","18-JUN-15",""
"151196","HCE-20150616-4231","12-JUN-15","18-JUN-15",""
"151464","HCE-20150526-3912","30-JUN-15","01-JUL-15","NO CAUSE FOR ACTION INSPECTION"
"151274","HCE-20150430-3334","01-JUN-15","22-JUN-15",""
"151247","HCE-20150507-3412","19-JUN-15","19-JUN-15",""
"147743","HCE-20140930-6267","24-OCT-14","24-NOV-14",""
"147405","HCE-20140904-5917","03-NOV-14","06-NOV-14","NO CAUSE FOR ACTION INSPECTION"
"147400","HCE-20140904-5921","03-NOV-14","06-NOV-14","NO CAUSE FOR ACTION INSPECTION"
"147357","HCE-20140514-4101","14-OCT-14","04-NOV-14","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"151164","HCE-20150512-3472","16-JUN-15","17-JUN-15",""
"151104","HCE-20150424-3254","12-JUN-15","15-JUN-15",""
"150946","HCE-20150225-2742","21-MAY-15","04-JUN-15",""
"150941","HCE-20150127-2495","11-MAY-15","04-JUN-15","NO CAUSE FOR ACTION INSPECTION"
"150931","HCE-20150217-2652","21-MAY-15","04-JUN-15",""
"150325","HCE-20141003-6318","09-APR-15","30-APR-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"150532","HCE-20150318-2933","29-APR-15","12-MAY-15",""
"148676","HCE-20141104-6668","18-DEC-14","08-JAN-15",""
"147719","HCE-20140811-5003","19-NOV-14","21-NOV-14",""
"150749","HCE-20150520-3517","26-MAY-15","27-MAY-15","NO CAUSE FOR ACTION INSPECTION"
"150748","HCE-20150421-3218","26-MAY-15","27-MAY-15",""
"150712","HCE-20150413-3138","20-MAY-15","26-MAY-15","NO CAUSE FOR ACTION INSPECTION"
"150709","HCE-20150324-2978","22-MAY-15","26-MAY-15","NO CAUSE FOR ACTION INSPECTION"
"147121","HCE-20140529-3536","16-OCT-14","22-OCT-14","NO CAUSE FOR ACTION INSPECTION"
"150407","HCE-20140918-6081","04-MAY-15","05-MAY-15",""
"150376","HCE-20150330-3047","01-MAY-15","04-MAY-15",""
"148684","HCE-20140904-6107","08-JAN-15","09-JAN-15","NO CAUSE FOR ACTION INSPECTION"
"148631","HCE-20140917-6044","05-JAN-15","07-JAN-15",""
"147567","HCE-20140915-6017","13-NOV-14","17-NOV-14",""
"150525","HCE-20141118-6835","07-MAY-15","11-MAY-15",""
"150284","HCE-20141120-6883","28-APR-15","29-APR-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"150373","HCE-20150430-3346","28-APR-15","04-MAY-15",""
"150371","HCE-20150213-2617","01-MAY-15","04-MAY-15",""
"150369","HCE-20150430-3336","28-APR-15","04-MAY-15",""
"150073","HCE-20150102-1011","13-APR-15","14-APR-15",""
"150070","HCE-20150401-3066","13-APR-15","14-APR-15","NO CAUSE FOR ACTION INSPECTION"
"149831","HCE-20141009-6367","26-MAR-15","27-MAR-15",""
"149243","HCE-20141003-6296","17-FEB-15","18-FEB-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"148745","HCE-20140716-4329","13-JAN-15","13-JAN-15",""
"147379","HCE-20140905-5989","31-OCT-14","05-NOV-14",""
"150224","HCE-20141203-6987","17-APR-15","24-APR-15","NO CAUSE FOR ACTION INSPECTION"
"150222","HCE-20150317-2904","17-APR-15","24-APR-15",""
"149025","HCE-20141030-6635","04-FEB-15","03-FEB-15",""
"154126","HCE-20150904-5521","14-OCT-15","14-OCT-15",""
"154107","HCE-20150807-5068","13-OCT-15","14-OCT-15",""
"154106","HCE-20150713-4562","09-OCT-15","14-OCT-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"153929","HCE-20150707-4496","30-SEP-15","06-OCT-15",""
"153926","HCE-20151005-5887","30-SEP-15","06-OCT-15",""
"153925","HCE-20150707-4495","30-SEP-15","06-OCT-15",""
"153831","HCE-20150420-3198","01-OCT-15","02-OCT-15",""
"150054","HCE-20150108-2299","08-APR-15","13-APR-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"149927","HCE-20150113-2346","30-MAR-15","03-APR-15",""
"147489","HCE-20130916-6403","07-NOV-14","12-NOV-14","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"148651","HCE-20141104-6705","05-JAN-15","07-JAN-15",""
"153780","HCE-20150415-3164","29-SEP-15","30-SEP-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"153711","HCE-20150811-5110","24-SEP-15","25-SEP-15",""
"153662","HCE-20150728-4905","22-SEP-15","23-SEP-15",""
"153657","HCE-20150810-5094","17-SEP-15","23-SEP-15",""
"153615","HCE-20150713-4572","21-SEP-15","22-SEP-15",""
"153607","HCE-20150810-5099","17-SEP-15","22-SEP-15",""
"153606","HCE-20150724-4864","17-SEP-15","22-SEP-15",""
"149904","HCE-20150203-2547","01-APR-15","02-APR-15","NO CAUSE FOR ACTION INSPECTION"
"149842","HCE-20150327-3041","20-MAR-15","27-MAR-15",""
"149578","HCE-20140809-5055","06-MAR-15","11-MAR-15",""
"148179","HCE-20141010-6426","03-DEC-14","15-DEC-14","NO CAUSE FOR ACTION INSPECTION"
"154149","HCE-20150908-5547","14-OCT-15","15-OCT-15",""
"154065","HCE-20150810-5105","06-OCT-15","09-OCT-15",""
"154049","HCE-20150827-5398","07-OCT-15","09-OCT-15",""
"153987","HCE-20150902-5492","06-OCT-15","07-OCT-15","NO CAUSE FOR ACTION INSPECTION"
"153975","HCE-20150626-4365","06-OCT-15","07-OCT-15",""
"149766","HCE-20150210-2600","16-MAR-15","24-MAR-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"149757","HCE-20150122-2445","23-MAR-15","24-MAR-15","ALL PREVIOUSLY CITED VIOLATIONS HAVE BEEN CORRECTED"
"149715","HCE-20150205-2563","13-MAR-15","20-MAR-15",""
"149647","HCE-20150316-2883","12-MAR-15","16-MAR-15",""
"148922","HCE-20140822-5201","27-JAN-15","28-JAN-15","NO CAUSE FOR ACTION INSPECTION"
"153572","HCE-20150723-4837","18-SEP-15","21-SEP-15",""
"153458","HCE-20150720-4719","11-SEP-15","16-SEP-15","NO CAUSE FOR ACTION INSPECTION"
"153325","HCE-20150812-5166","11-SEP-15","11-SEP-15",""
"153187","HCE-20150522-3897","02-SEP-15","04-SEP-15","NO CAUSE FOR ACTION INSPECTION"
"149750","HCE-20150123-2462","19-MAR-15","24-MAR-15","NO CAUSE FOR ACTION INSPECTION"
"149740","HCE-20150209-2588","20-MAR-15","23-MAR-15",""
"149372","HCE-20150224-2735","27-FEB-15","27-FEB-15",""
