HRG Code,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
HN13C,"Major Hip Procedures for Non-Trauma, 19 years and over, with CC Score 4-5","12,850",.,.,.,"5,809",.,.,"4,875",.,.,.,"14,725",.,.,.,"5,117","43,376"
HN13D,"Major Hip Procedures for Non-Trauma, 19 years and over, with CC Score 2-3","5,929",.,.,.,.,.,.,"6,501",.,.,.,"50,003",.,.,.,"9,191","71,623"
HN13E,"Major Hip Procedures for Non-Trauma, 19 years and over, with CC Score 1",.,.,.,.,"3,950",.,.,.,.,.,.,"4,906",.,.,.,.,"8,857"
HN13F,"Major Hip Procedures for Non-Trauma, 19 years and over, with CC Score 0",.,.,.,.,"4,749",.,.,.,.,.,.,.,.,.,.,"11,981","16,730"
HN13H,"Major Hip Procedures for Non-Trauma, 18 years and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"13,249",.,.,.,.,"13,249"
HN14A,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 6+","31,349",.,.,.,.,.,.,.,.,.,.,"29,743",.,.,.,"14,157","75,250"
HN14B,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 4-5","16,153",.,.,.,.,.,.,"9,166",.,.,.,"1,607",.,.,.,"13,358","40,284"
HN14C,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 2-3","4,972",.,.,.,.,.,.,"37,110",.,.,.,"41,103",.,.,.,"9,159","92,343"
HN14D,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 1","2,346",.,.,.,.,.,.,"12,806",.,.,.,"14,065",.,.,.,"13,383","42,601"
HN14E,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 0","5,742",.,.,.,"4,609",.,.,.,.,.,.,"22,724",.,.,.,"6,380","39,456"
HN14F,"Intermediate Hip Procedures for Non-Trauma, between 6 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,"8,418",.,.,.,.,"8,418"
HN14G,"Intermediate Hip Procedures for Non-Trauma, between 6 and 18 years, with CC Score 0","3,735",.,.,.,.,.,.,"10,219",.,.,.,"27,933",.,.,.,.,"41,887"
HN14H,"Intermediate Hip Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,"15,355",.,.,.,.,"15,355"
HN22B,Very Major Knee Procedures for Non-Trauma with CC Score 6-7,.,.,.,.,.,.,.,"5,601",.,.,.,.,.,.,.,.,"5,601"
HN22C,Very Major Knee Procedures for Non-Trauma with CC Score 4-5,.,.,.,.,.,.,.,.,.,.,.,"20,534",.,.,.,.,"20,534"
HN22D,Very Major Knee Procedures for Non-Trauma with CC Score 2-3,"6,454",.,.,.,.,.,.,.,.,.,.,"19,594",.,.,.,.,"26,048"
HN22E,Very Major Knee Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,"4,751",.,.,"12,011",.,.,.,"8,571",.,.,.,"4,417","29,750"
HN23A,"Major Knee Procedures for Non-Trauma, 19 years and over, with CC Score 4+","23,880",.,.,.,"5,991",.,.,"78,481",.,.,.,.,.,.,.,"6,929","115,281"
HN23B,"Major Knee Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,"19,390",.,.,.,"33,937",.,.,.,"3,176","56,503"
HN23C,"Major Knee Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","1,821",.,.,.,"2,992",.,.,"2,421",.,.,.,.,.,.,.,"5,339","12,573"
HN23D,"Major Knee Procedures for Non-Trauma, 18 years and under, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,"11,330",.,.,.,"2,983","14,314"
HN24A,"Intermediate Knee Procedures for Non-Trauma, 19 years and over, with CC Score 4+","15,009",.,.,.,.,.,.,"15,358",.,.,.,"42,449",.,"12,560",.,.,"85,376"
HN24B,"Intermediate Knee Procedures for Non-Trauma, 19 years and over, with CC Score 2-3","3,396",.,.,.,"9,483",.,.,"12,414",.,.,.,"8,689",.,.,.,.,"33,982"
HN24C,"Intermediate Knee Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","5,462",.,.,.,"2,840",.,.,"4,709",.,.,.,"19,835",.,.,.,"1,152","33,998"
HN24E,"Intermediate Knee Procedures for Non-Trauma, between 6 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"7,014",.,.,.,.,"7,014"
HN24F,"Intermediate Knee Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,"2,607",.,.,.,.,"2,607"
HN32A,Very Major Foot Procedures for Non-Trauma with CC Score 4+,.,.,.,.,.,.,.,"22,875",.,.,.,"6,073",.,.,.,.,"28,949"
HN32C,Very Major Foot Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"11,268","11,268"
HN33A,"Major Foot Procedures for Non-Trauma, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,"46,179",.,.,.,"31,499",.,.,.,.,"77,678"
HN33B,"Major Foot Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,"8,105",.,.,.,"5,659","13,764"
HN33C,"Major Foot Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","4,651",.,.,.,"2,999",.,.,.,.,.,.,.,.,.,.,.,"7,650"
HN33D,"Major Foot Procedures for Non-Trauma, 18 years and under",.,.,.,.,.,.,.,"12,445",.,.,.,"8,284",.,.,.,.,"20,729"
HN34A,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 4+","9,926",.,.,.,"8,074",.,.,"30,805",.,.,.,"98,627",.,.,.,"7,265","154,696"
HN34B,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 2-3","3,303",.,.,.,.,.,.,"13,307",.,.,.,"19,073",.,.,.,.,"35,683"
HN34C,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","3,396",.,.,.,"5,593",.,.,.,.,.,.,"11,085",.,.,.,.,"20,074"
HN34D,"Intermediate Foot Procedures for Non-Trauma, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"12,522",.,.,.,.,"12,522"
HN42B,Very Major Hand Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,"5,453",.,.,.,.,.,.,"5,090",.,.,.,"2,541","13,084"
HN43A,"Major Hand Procedures for Non-Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,736","7,736"
HN43B,"Major Hand Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,"4,804",.,.,.,.,.,.,.,.,.,.,"12,921","17,725"
HN44A,"Intermediate Hand Procedures for Non-Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,"3,126",.,.,.,"4,182","7,309"
HN44B,"Intermediate Hand Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","2,871",.,.,.,"6,354",.,.,.,.,.,.,"4,742",.,.,.,"88,884","102,850"
HN44C,"Intermediate Hand Procedures for Non-Trauma, between 6 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,430","1,430"
HN44D,"Intermediate Hand Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,242","2,242"
HN52A,Very Major Shoulder Procedures for Non-Trauma with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"3,964",.,.,.,.,"3,964"
HN52B,Very Major Shoulder Procedures for Non-Trauma with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"31,967",.,.,.,.,"31,967"
HN53B,Major Shoulder Procedures for Non-Trauma with CC Score 2-3,"4,299",.,.,.,.,.,.,.,.,.,.,"12,192",.,.,.,.,"16,491"
HN53C,Major Shoulder Procedures for Non-Trauma with CC Score 0-1,"3,249",.,.,.,"3,227",.,.,"2,818",.,.,.,.,.,.,.,.,"9,294"
HN54A,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,"6,969",.,.,.,"6,999","13,968"
HN54B,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 2-3","12,570",.,.,.,.,.,.,.,.,.,.,"40,763",.,.,.,.,"53,333"
HN54C,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","1,821",.,.,468,"5,366",.,.,"4,550",.,.,.,"13,442",.,.,.,"1,152","26,799"
HN63A,Major Elbow Procedures for Non-Trauma with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"10,538",.,.,.,"3,344","13,882"
HN63B,Major Elbow Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"3,623",.,.,.,"2,387","6,010"
HN64A,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,"16,806",.,.,.,.,"16,806"
HN64B,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"8,635",.,.,.,.,"8,635"
HN64D,"Intermediate Elbow Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,"3,327",.,.,.,.,"3,327"
HN80A,"Very Complex, Hip or Knee Procedures for Non-Trauma, with CC score 9+",.,.,.,.,.,.,.,.,.,.,.,"16,490",.,.,.,.,"16,490"
HN80B,"Very Complex, Hip or Knee Procedures for Non-Trauma, with CC score 6-8",.,.,.,.,.,.,.,.,.,.,.,"20,119",.,.,.,.,"20,119"
HN80C,"Very Complex, Hip or Knee Procedures for Non-Trauma, with CC score 3-5","15,289",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"15,289"
HN80D,"Very Complex, Hip or Knee Procedures for Non-Trauma, with CC score 0-2","28,086",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"28,086"
HN81A,"Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 9+","23,657",.,.,.,.,.,.,.,.,.,.,"17,269",.,.,.,"26,958","67,885"
HN81B,"Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 6-8",.,"10,587",.,.,.,.,.,"10,650",.,.,.,"88,575",.,.,.,"11,981","121,793"
HN81C,"Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 4-5","52,740",.,.,.,"18,594",.,.,"8,320",.,.,.,"112,005",.,.,.,"21,288","212,948"
HN81D,"Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 2-3","36,263",.,.,.,.,.,.,.,.,.,.,"101,391",.,.,.,"4,776","142,429"
HN81E,"Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 0-1","26,872",.,.,.,"26,045",.,.,"21,835",.,.,.,"70,082",.,.,.,"3,483","148,317"
HN86A,"Complex, Foot, Hand, Shoulder or Elbow Procedures for Non-Trauma, with CC Score 2+","19,888",.,.,.,.,.,.,.,.,.,.,"7,269",.,.,.,.,"27,156"
HN86B,"Complex, Foot, Hand, Shoulder or Elbow Procedures for Non-Trauma, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"10,803",.,.,.,"2,446","13,249"
HN93Z,"Other Muscle, Tendon, Fascia or Ligament Procedures",.,.,.,.,"5,199",.,.,.,.,.,.,"7,551",.,"7,876",.,.,"20,627"
HT12A,Very Major Hip Procedures for Trauma with CC Score 12+,"13,749",.,.,.,.,.,.,.,.,.,.,"6,982",.,.,.,.,"20,731"
HT12B,Very Major Hip Procedures for Trauma with CC Score 9-11,"80,996",.,.,.,"5,736",.,.,.,.,.,.,"242,115",.,.,.,"59,901","388,748"
HT12C,Very Major Hip Procedures for Trauma with CC Score 6-8,"236,710",.,.,.,"92,868",.,.,.,.,.,.,"594,370",.,.,.,"127,544","1,051,493"
HT12D,Very Major Hip Procedures for Trauma with CC Score 3-5,"649,510",.,.,.,"391,400",.,.,.,.,.,.,"1,241,410",.,.,.,"379,459","2,661,779"
HT12E,Very Major Hip Procedures for Trauma with CC Score 0-2,"753,480",.,.,.,"607,773",.,.,.,.,.,.,"1,281,973",.,.,.,"454,326","3,097,551"
HT13A,Major Hip Procedures for Trauma with CC 12+,"16,959",.,.,.,.,.,.,.,.,.,.,"22,386",.,.,.,.,"39,344"
HT13B,Major Hip Procedures for Trauma with CC 9-11,"50,431",.,.,.,"28,459",.,.,.,.,.,.,"134,887",.,.,.,"24,605","238,382"
HT13C,Major Hip Procedures for Trauma with CC 6-8,"194,765",.,.,.,"9,309",.,.,.,.,.,.,"357,204",.,.,.,"87,252","648,530"
HT13D,Major Hip Procedures for Trauma with CC 3-5,"485,898",.,.,.,"118,727",.,.,.,.,.,.,"923,303",.,.,.,"267,252","1,795,180"
HT13E,Major Hip Procedures for Trauma with CC 0-2,"698,365",.,.,.,"271,636",.,.,.,.,.,.,"1,008,402",.,.,.,"406,146","2,384,548"
HT14A,Intermediate Hip Procedures for Trauma with CC Score 4+,.,.,.,.,"22,706",.,.,"26,288",.,.,.,"162,537",.,.,.,"2,955","214,485"
HT14B,Intermediate Hip Procedures for Trauma with CC Score 2-3,"6,454",.,.,.,.,.,.,.,.,.,.,"63,313",.,.,.,"21,751","91,518"
HT14C,Intermediate Hip Procedures for Trauma with CC Score 0-1,"21,673",.,.,.,"14,666",.,.,.,.,.,.,"71,009",.,.,.,"40,348","147,695"
HT22A,Very Major Knee Procedures for Trauma with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"11,371",.,.,.,.,"11,371"
HT22B,Very Major Knee Procedures for Trauma with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"16,517",.,.,.,.,"16,517"
HT22C,Very Major Knee Procedures for Trauma with CC Score 0-1,"16,781",.,.,.,"33,534",.,.,.,.,.,.,"86,424",.,.,.,"4,518","141,257"
HT23A,"Major Knee Procedures for Trauma, 19 years and over, with CC Score 4+","22,082",.,.,.,.,.,.,.,.,.,.,"112,286",.,.,.,"18,876","153,244"
HT23B,"Major Knee Procedures for Trauma, 19 years and over, with CC Score 2-3","58,394",.,.,.,"35,162",.,.,.,.,.,.,"213,257",.,.,.,"16,550","323,363"
HT23C,"Major Knee Procedures for Trauma, 19 years and over, with CC Score 1","28,972",.,.,.,"37,454",.,.,"9,393",.,.,.,"137,516",.,.,.,"17,456","230,790"
HT23D,"Major Knee Procedures for Trauma, 19 years and over, with CC Score 0","158,365",.,.,.,"148,409",.,.,"5,038",.,.,.,"298,032",.,.,.,"44,762","654,605"
HT23E,"Major Knee Procedures for Trauma, 18 years and under","15,696",.,.,.,"19,751",.,.,.,.,.,.,"92,446",.,.,.,"15,896","143,788"
HT24A,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,"75,982",.,.,.,"10,875","86,856"
HT24B,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 1","10,469",.,.,.,"13,609",.,.,.,.,.,.,"36,383",.,.,.,"8,978","69,439"
HT24C,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 0","20,191",.,.,.,"15,537",.,.,"6,576",.,.,.,"121,269",.,.,.,"24,202","187,774"
HT24D,"Intermediate Knee Procedures for Trauma, 18 years and under","15,312",.,.,.,"4,304",.,.,"1,747",.,.,.,"42,451",.,.,.,"27,143","90,956"
HT32A,Very Major Foot Procedures for Trauma with CC Score 4+,"17,955",.,.,.,.,.,.,.,.,.,.,"119,051",.,.,.,.,"137,006"
HT32B,Very Major Foot Procedures for Trauma with CC Score 2-3,"16,131",.,.,.,"27,104",.,.,.,.,.,.,"63,206",.,.,.,"20,066","126,506"
HT32C,Very Major Foot Procedures for Trauma with CC Score 0-1,"121,100",.,.,.,"59,792",.,.,.,.,.,.,"236,421",.,.,.,"20,440","437,753"
HT33A,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 4+","27,406",.,.,.,.,.,.,.,.,.,.,"118,158",.,.,.,"15,583","161,147"
HT33B,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 2-3","74,598",.,.,.,"56,669",.,.,.,.,.,.,"118,714",.,.,.,"47,540","297,521"
HT33C,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 1","93,169",.,.,.,"42,475",.,.,"4,766",.,.,.,"203,257",.,.,.,"32,218","375,886"
HT33D,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 0","295,242",.,.,.,"285,384",.,.,"7,781",.,.,.,"467,623",.,.,.,"103,622","1,159,651"
HT33E,"Major Foot Procedures for Trauma, 18 years and under","26,296",.,.,.,"46,802",.,.,.,.,.,.,"74,878",.,.,.,"30,896","178,873"
HT34A,"Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,"21,186",.,.,.,"10,875","32,061"
HT34B,"Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 2-3","6,454",.,.,.,"8,674",.,.,.,.,.,.,"87,852",.,.,.,"26,831","129,811"
HT34C,"Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 1","13,593",.,.,.,"15,063",.,.,"9,661",.,.,.,"81,048",.,.,.,"57,321","176,686"
HT34D,"Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 0","55,737",.,.,.,"46,346",.,.,"5,834","4,156",.,.,"146,911",.,.,.,"60,801","319,784"
HT34E,"Intermediate Foot Procedures for Trauma, 18 years and under","11,297",.,.,.,"9,724",.,.,.,.,.,.,"77,211",.,.,.,"14,686","112,919"
HT42A,Very Major Hand Procedures for Trauma with CC Score 2+,.,.,.,.,"8,356",.,.,.,.,.,.,.,.,.,.,"6,243","14,599"
HT42B,Very Major Hand Procedures for Trauma with CC Score 0-1,"46,279",.,.,.,"7,758",.,.,.,.,.,.,"54,465",.,.,.,"75,689","184,191"
HT43A,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 4+","15,606",.,.,.,"4,414",.,.,.,.,.,.,"14,768",.,.,.,"8,649","43,437"
HT43B,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 2-3","31,113",.,.,.,"5,701",.,.,.,.,.,.,"22,011",.,.,.,"14,007","72,833"
HT43C,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 0-1","77,258",.,.,.,"161,993",.,.,.,.,.,.,"121,020",.,.,.,"323,262","683,532"
HT43D,"Major Hand Procedures for Trauma, between 6 and 18 years","8,098",.,.,.,"10,177",.,.,.,.,.,.,"39,586",.,.,.,"35,840","93,701"
HT44A,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 4+","7,073",.,.,.,859,.,.,.,.,.,.,"7,077",.,.,.,"4,340","19,349"
HT44B,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 2-3","11,484",.,.,.,.,.,.,.,"1,606",.,.,"5,309",.,.,.,"6,701","25,100"
HT44C,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 0-1","9,967",.,.,.,"6,659",.,.,.,.,.,.,.,.,.,.,"112,514","129,140"
HT44D,"Intermediate Hand Procedures for Trauma, between 6 and 18 years","2,817",.,.,.,.,.,.,.,.,.,.,"11,137",.,.,.,"28,325","42,279"
HT44E,"Intermediate Hand Procedures for Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,115","1,115"
HT52A,Very Major Shoulder Procedures for Trauma with CC Score 4+,"7,853",.,.,.,.,.,.,.,.,.,.,"36,806",.,.,.,.,"44,660"
HT52B,Very Major Shoulder Procedures for Trauma with CC Score 2-3,"37,166",.,.,.,"7,201",.,.,.,.,.,.,"74,123",.,.,.,"15,424","133,913"
HT52C,Very Major Shoulder Procedures for Trauma with CC Score 0-1,"25,758",.,.,.,"40,884",.,.,.,.,.,.,"77,394",.,.,.,"4,401","148,438"
HT53A,"Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 4+",.,.,.,.,"21,725",.,.,.,.,.,.,"36,858",.,.,.,"4,446","63,029"
HT53B,"Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 2-3","15,578",.,.,.,"19,968",.,.,.,.,.,.,"59,397",.,.,.,"14,231","109,174"
HT53C,"Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 1","15,111",.,.,.,"57,344",.,.,.,.,.,.,"25,883",.,.,.,"6,892","105,230"
HT53D,"Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 0","53,225",.,.,.,"91,527",.,.,.,.,.,.,"43,194",.,.,.,"25,711","213,657"
HT53E,"Major Shoulder Procedures for Trauma, 18 years and under","4,299",.,.,.,"26,596",.,.,.,.,.,.,"13,265",.,.,.,"4,104","48,265"
HT54A,Intermediate Shoulder Procedures for Trauma with CC Score 4+,"1,338",.,.,.,"5,010",.,.,.,.,.,.,"12,255",.,.,.,"10,273","28,876"
HT54B,Intermediate Shoulder Procedures for Trauma with CC Score 2-3,"4,692",.,.,.,"12,005",.,.,.,.,.,.,"1,422",.,.,.,"23,483","41,603"
HT54C,Intermediate Shoulder Procedures for Trauma with CC Score 1,"7,563",.,.,.,.,.,.,.,.,.,.,"10,320",.,.,.,"5,524","23,407"
HT54D,Intermediate Shoulder Procedures for Trauma with CC Score 0,"14,262",.,.,.,"13,528",.,.,.,.,.,.,"4,025",.,.,.,"1,915","33,729"
HT62A,Very Major Elbow Procedures for Trauma with CC Score 2+,"15,080",.,.,.,.,.,.,.,.,.,.,"44,981",.,.,.,.,"60,061"
HT62B,Very Major Elbow Procedures for Trauma with CC score 0-1,"29,938",.,.,.,"6,324",.,.,.,.,.,.,"63,592",.,.,.,"20,732","120,586"
HT63A,"Major Elbow Procedures for Trauma, 19 years and over, with CC Score 4+","4,299",.,.,.,"7,382",.,.,.,.,.,.,"10,137",.,.,.,.,"21,818"
HT63B,"Major Elbow Procedures for Trauma, 19 years and over, with CC Score 2-3","12,638",.,.,.,"3,673",.,.,.,.,.,.,"51,245",.,.,.,"21,663","89,219"
HT63C,"Major Elbow Procedures for Trauma, 19 years and over, with CC Score 1","3,774",.,.,.,"30,535",.,.,.,.,.,.,"37,614",.,.,.,"19,929","91,852"
HT63D,"Major Elbow Procedures for Trauma, 19 years and over, with CC Score 0","62,973",.,.,.,"102,826",.,.,.,.,.,.,"85,527",.,.,.,"69,994","321,320"
HT63E,"Major Elbow Procedures for Trauma, between 6 and 18 years","28,685",.,.,.,"15,974",.,.,.,.,.,.,"96,549",.,.,.,"45,823","187,031"
HT63F,"Major Elbow Procedures for Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,"67,595",.,.,.,"1,004","68,599"
HT64A,"Intermediate Elbow Procedures for Trauma, 19 years and over, with CC Score 1+","2,346",.,.,.,.,.,.,.,.,.,.,"35,747",.,.,.,"12,265","50,358"
HT64B,"Intermediate Elbow Procedures for Trauma, 19 years and over, with CC Score 0","2,778",.,.,.,"3,176",.,.,.,.,.,.,"57,138",.,.,.,"12,256","75,348"
HT64C,"Intermediate Elbow Procedures for Trauma, between 6 and 18 years","7,282",.,.,.,.,.,.,.,.,.,.,"40,287",.,.,.,"11,340","58,910"
HT64D,"Intermediate Elbow Procedures for Trauma, 5 years and under","4,073",.,.,.,.,.,.,.,.,.,.,"29,347",.,.,.,"3,638","37,058"
HT81A,"Complex, Hip or Knee Procedures for Trauma, with CC Score 12+",.,.,.,.,.,.,.,.,.,.,.,"12,533",.,.,.,.,"12,533"
HT81B,"Complex, Hip or Knee Procedures for Trauma, with CC Score 8-11","18,563",.,.,.,.,.,.,.,.,.,.,"5,180",.,.,.,.,"23,743"
HT81C,"Complex, Hip or Knee Procedures for Trauma, with CC Score 4-7","53,472",.,.,.,"28,009",.,.,.,.,.,.,"77,351",.,.,.,"25,488","184,321"
HT81D,"Complex, Hip or Knee Procedures for Trauma, with CC Score 0-3","9,084",.,.,.,"59,858",.,.,.,.,.,.,"69,921",.,.,.,"24,007","162,870"
HT86A,"Complex, Foot, Hand, Shoulder or Elbow Procedures for Trauma, with CC Score 4+","5,350",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,318","13,668"
HT86B,"Complex, Foot, Hand, Shoulder or Elbow Procedures for Trauma, with CC Score 2-3","4,478",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,478"
HT86C,"Complex, Foot, Hand, Shoulder or Elbow Procedures for Trauma, with CC Score 0-1","5,529",.,.,.,"5,772",.,.,.,.,.,.,"26,421",.,.,.,"68,992","106,714"
JA12D,"Malignant Breast Disorders with Interventions, with CC Score 7+",.,"8,886","10,019","5,148","30,321",.,.,.,.,.,.,"6,316",.,.,.,"5,368","66,058"
JA12E,"Malignant Breast Disorders with Interventions, with CC Score 3-6","8,472","3,056","2,269",.,"3,762","2,615",.,.,.,.,.,.,.,.,.,.,"20,174"
JA12F,"Malignant Breast Disorders with Interventions, with CC Score 0-2",.,"10,500","20,485",.,"10,597","1,504",.,.,.,.,.,.,.,.,.,"7,250","50,336"
JA12G,"Malignant Breast Disorders without Interventions, with CC Score 9+","7,142","12,666","2,552",.,"8,087","4,068",.,.,.,.,"9,903",.,.,"3,280",.,"3,642","51,341"
JA12H,"Malignant Breast Disorders without Interventions, with CC Score 6-8","14,791","8,277","28,928","6,084","11,153","2,334","2,575",.,.,.,.,.,"8,361","1,028",.,"14,378","97,910"
JA12J,"Malignant Breast Disorders without Interventions, with CC Score 4-5",.,"3,804","63,745","7,488","25,446","3,777",.,.,.,.,.,"6,408",.,"35,028",.,"2,914","148,611"
JA12K,"Malignant Breast Disorders without Interventions, with CC Score 2-3","2,229","1,723","84,720",.,"6,929","7,372",.,.,.,.,.,"9,624",.,"1,968",.,"3,604","118,170"
JA12L,"Malignant Breast Disorders without Interventions, with CC Score 0-1",.,802,"85,691",.,"10,089",872,.,.,.,.,.,"1,817",.,.,.,"3,642","102,912"
JA13A,Non-Malignant Breast Disorders with Interventions,"16,122","4,068","3,542",.,"4,010",.,.,.,.,.,.,.,.,.,.,"4,476","32,218"
JA13B,"Non-Malignant Breast Disorders without Interventions, with CC Score 4+",.,.,.,.,.,.,"3,605",.,.,.,.,.,.,.,.,"4,606","8,211"
JA13C,"Non-Malignant Breast Disorders without Interventions, with CC Score 0-3",893,"10,477","2,868",.,"7,271",.,.,.,.,.,.,.,.,"1,692",.,"2,214","25,415"
JA20E,Unilateral Major Breast Procedures with CC Score 3-5,.,.,.,.,.,"5,878",.,.,.,.,"4,671",.,.,.,.,.,"10,549"
JA20F,Unilateral Major Breast Procedures with CC Score 0-2,.,.,"10,362",.,.,.,.,.,"2,597",.,.,.,.,.,.,.,"12,959"
JA38B,"Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 2-4",.,.,.,.,"8,813",.,.,.,.,.,.,.,.,.,.,.,"8,813"
JA38C,"Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 0-1",.,.,.,.,.,"6,300",.,.,.,.,.,.,.,.,.,.,"6,300"
JA43A,Unilateral Intermediate Breast Procedures with CC Score 3+,.,"9,920","2,263",.,"3,352",.,.,.,.,.,.,"6,348",.,.,.,.,"21,882"
JA43B,Unilateral Intermediate Breast Procedures with CC Score 0-2,.,.,"33,300",.,.,"1,689",.,.,.,.,.,834,.,.,.,"2,885","38,708"
JB31A,Intermediate Burn (TBSA of 20-59%) with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,"214,439",.,.,.,.,"214,439"
JB31B,Intermediate Burn (TBSA of 20-59%) with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,"63,427",.,.,.,.,"63,427"
JB31C,Intermediate Burn (TBSA of 20-59%) without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,"5,959",.,.,.,.,"5,959"
