HRG,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,Northern Ireland Average
FZ23A,"Minor Anal Procedures, 19 years and over",371,"1,122",.,578,"1,056",904,709,696,.,850,810,"1,113",799,471,"1,121",531,822,641,804
FZ23B,"Minor Anal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,512,"1,234",.,993
FZ24E,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,406,.,.,.,.,.,.,.,.,"1,917",.,.,.,.,.,"1,701"
FZ24F,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,997",.,.,.,.,.,"1,997"
FZ24G,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,"1,073",.,.,826,561,.,683,.,.,.,.,757,.,.,.,"1,731",472,775
FZ24H,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",384,"1,005",.,778,"1,087",857,656,906,.,853,889,.,"1,035","1,088",.,748,696,462,905
FZ24J,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",394,"1,027",.,759,858,722,631,733,.,.,"1,253",.,"1,147",670,"1,033",.,"1,225",470,836
FZ27D,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,666,.,.,.,.,.,.,"1,853",.,.,.,"1,091",.,"1,360"
FZ27F,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,"1,508",.,.,.,999,.,.,.,814,"1,625",.,.,.,.,.,.,.,"1,236"
FZ27G,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",557,"3,131",.,.,"1,576","1,106",521,.,.,810,"1,281","2,506",.,631,"1,610",.,"2,774",.,"1,424"
FZ36Q,"Gastrointestinal Infections without Interventions, with CC Score 0-1",329,.,.,143,.,"1,069",293,.,.,.,.,.,152,.,998,.,358,.,365
FZ37P,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,233,.,.,.,.,.,.,.,.,.,.,.,.,.,.,412,.,323
FZ37R,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",.,87,.,.,.,404,376,.,.,469,.,.,167,106,.,.,315,.,310
FZ37S,"Inflammatory Bowel Disease without Interventions, with CC Score 0",330,.,.,.,314,553,376,.,.,401,.,.,149,.,998,.,304,.,275
FZ38N,"Gastrointestinal Bleed without Interventions, with CC Score 5-8",.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
FZ38P,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",402,360,.,116,.,.,260,733,.,552,265,.,136,191,951,512,815,411,458
FZ42A,"Wireless Capsule Endoscopy, 19 years and over",694,.,.,.,.,.,691,.,.,.,.,.,934,.,.,.,700,.,761
FZ42B,"Wireless Capsule Endoscopy, 18 years and under",694,.,.,.,.,.,689,.,.,.,.,.,934,.,.,.,696,.,774
FZ49F,"Nutritional Disorders without Interventions, with CC Score 6+",.,.,.,.,.,.,"1,017",.,.,.,.,.,.,.,.,.,.,.,"1,017"
FZ49G,"Nutritional Disorders without Interventions, with CC Score 2-5",.,.,.,.,.,.,.,.,.,.,176,.,.,.,.,.,815,.,602
FZ49H,"Nutritional Disorders without Interventions, with CC Score 0-1",374,.,.,529,.,463,533,.,.,552,.,.,143,379,.,512,758,398,460
FZ50Z,"Intermediate Large Intestine Procedures, 19 years and over",378,"1,215",.,951,"1,022",819,761,712,.,793,740,.,"1,916",526,"1,254",638,849,804,"1,012"
FZ51Z,"Diagnostic Colonoscopy, 19 years and over",425,941,.,429,918,933,640,717,.,783,639,.,573,532,"1,117",740,895,660,690
FZ52Z,"Diagnostic Colonoscopy with Biopsy, 19 years and over",415,"1,006",.,520,855,"1,039",769,717,.,738,598,991,663,613,"1,095",749,880,585,705
FZ53Z,"Therapeutic Colonoscopy, 19 years and over",359,"1,004",.,627,904,"1,189",774,"1,011",.,933,720,.,802,687,"1,183",534,"1,121",570,759
FZ54Z,"Diagnostic Flexible Sigmoidoscopy, 19 years and over",417,906,.,249,882,691,478,719,.,777,514,.,350,406,"1,156",667,897,521,663
FZ55Z,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over",416,915,.,326,831,763,531,720,.,730,529,.,415,436,"1,134",656,888,511,605
FZ56Z,"Therapeutic Flexible Sigmoidoscopy, 19 years and over",358,865,.,421,691,864,633,748,.,832,630,.,620,457,"1,315",905,983,508,721
FZ57Z,"Diagnostic or Therapeutic, Rigid Sigmoidoscopy, 19 years and over",502,.,.,.,711,772,605,.,.,666,.,.,283,566,"1,144",563,933,.,735
FZ58A,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years",412,899,.,305,795,789,675,719,.,717,520,.,"1,222",422,"1,118",679,959,471,796
FZ58B,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,480",.,.,.,"1,007",.,"1,361"
FZ59Z,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over",359,.,.,834,.,614,582,678,.,582,.,.,962,.,"1,006",791,755,.,896
FZ60Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",364,804,.,228,424,662,423,558,.,552,470,"1,883",354,360,"1,113",561,624,591,472
FZ61Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over",359,566,.,252,"1,110",723,464,551,.,541,493,.,412,402,"1,117",554,619,590,558
FZ62A,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years",527,"1,255",.,233,592,874,380,546,.,529,517,.,"1,253",410,"1,112",623,702,414,872
FZ62B,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, 1 year and under",665,.,.,.,.,.,.,.,.,.,.,.,"1,710",.,.,.,.,.,"1,630"
FZ63Z,Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures,359,"1,986",.,517,564,"1,142",876,664,.,706,641,.,745,674,"1,159",757,841,523,785
FZ64A,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 19 years and over",361,976,.,585,642,"1,249",860,573,.,661,642,.,784,754,"1,121",661,671,496,715
FZ64B,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 18 years and under",510,"1,037",.,431,716,.,.,545,.,.,603,.,"2,214",.,.,.,"1,062",.,"1,851"
FZ65Z,Combined Upper and Lower Gastrointestinal Tract Therapeutic Endoscopic Procedures,359,972,.,771,692,"1,361","1,005","1,006",.,862,734,.,985,957,"1,146",665,"1,138",481,845
FZ66F,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,614,.,.,.,.,614
FZ67E,"Major Small Intestine Procedures, 19 years and over, with CC Score 2-3",.,.,.,.,"1,056",711,.,.,.,.,.,.,.,.,.,.,"1,471",.,895
FZ67F,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,904,824,.,.,.,.,.,.,.,.,.,.,.,.,872
FZ70Z,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",539,"1,250",.,451,436,746,549,958,.,773,609,.,540,594,"1,147",.,"1,043",462,703
FZ71E,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6,.,.,.,.,.,.,.,.,.,619,.,.,.,.,.,.,.,.,619
FZ71F,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,"1,304","1,922",.,"1,940",340,.,.,.,.,.,.,.,.,.,"1,024",.,800,.,"1,245"
FZ71G,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,"1,304","2,443",.,"2,403",340,900,953,.,.,.,.,.,"3,805",.,"1,961",.,.,.,"1,963"
FZ76D,"Distal Colon Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,"1,117",.,.,.,.,.,.,.,.,.,.,.,.,"1,117"
FZ77D,"Major Large Intestine Procedures, 19 years and over, with CC Score 1-2",426,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,308",.,"1,014"
FZ77E,"Major Large Intestine Procedures, 19 years and over, with CC Score 0",.,926,.,.,.,.,733,733,.,.,.,.,825,.,"2,664",.,"1,064",.,"1,065"
FZ78B,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"1,173",.,.,.,.,.,"1,173"
FZ81E,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",359,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,359
FZ83J,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,454,454
FZ83K,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,340,.,.,.,.,.,.,.,"1,395",.,"1,070",568,.,.,"1,033"
FZ87F,Complex Hernia Procedures with CC Score 1-2,.,"1,547",.,.,.,.,.,898,.,863,.,.,.,.,.,.,.,.,"1,103"
FZ87G,Complex Hernia Procedures with CC Score 0,.,.,.,.,"1,749","1,770",.,733,.,"1,011","1,211",.,"3,595",.,.,.,"1,308",.,"1,437"
FZ88A,"Insertion of Gastrostomy Tube, 19 years and over",.,332,.,.,.,"3,445",.,.,.,.,440,.,460,.,.,.,853,.,921
FZ89Z,"Complex Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures",359,.,.,709,.,.,.,.,.,.,.,.,"1,791",.,.,.,696,.,669
FZ90B,Abdominal Pain without Interventions,329,388,.,151,899,323,575,678,523,396,553,.,123,677,928,.,688,337,480
FZ91D,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,860,.,860
FZ91H,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",.,.,.,216,.,.,.,.,.,.,.,.,.,.,.,.,860,.,538
FZ91K,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10",.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,357,437
FZ91L,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",.,693,.,.,340,243,.,.,.,863,.,.,.,.,.,512,587,369,496
FZ91M,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",299,532,.,160,291,594,426,633,.,535,279,.,148,215,944,429,525,366,392
FZ92F,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",.,.,.,143,.,.,.,.,.,.,.,.,.,.,.,.,.,.,143
FZ92H,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 5-8",.,233,.,156,.,.,.,.,.,.,.,.,.,.,.,.,.,.,167
FZ92J,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-4",.,233,.,123,.,.,.,.,.,.,.,.,.,.,972,.,717,.,255
FZ92K,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,253,.,131,.,"1,324",346,.,.,.,.,.,.,.,.,584,690,.,262
GA06D,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,.,416,.,929,.,.,.,.,.,.,"1,369",.,.,.,.,.,905
GA07C,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,696,.,696
GA07D,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,"3,481",.,.,.,.,.,"3,481"
GA07E,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0",.,.,.,"1,213",.,929,.,.,.,.,"1,262",.,.,.,.,.,.,.,"1,135"
GA10G,"Open or Laparoscopic Cholecystectomy, 18 years and under",.,.,.,.,.,"1,937",.,.,.,.,.,.,.,.,.,.,.,.,"1,937"
GA10J,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 1-3",.,.,.,.,.,"1,791",.,.,.,.,"1,817",.,.,.,"2,211",.,.,.,"1,855"
GA10K,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 0","1,344","2,918",.,.,"1,594","1,954","1,722",.,.,.,"1,829",.,.,.,"2,211",.,.,.,"1,960"
GA10N,"Open Cholecystectomy, 19 years and over, with CC Score 0",.,.,.,.,.,"1,788",.,.,.,.,.,.,.,.,.,.,.,.,"1,788"
GA13A,"Minor Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC Score 1+",.,.,.,"1,798",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,798"
GA13B,"Minor Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC Score 0",.,.,.,486,.,.,.,.,.,.,.,.,.,.,.,.,.,.,486
GB01F,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,.,"2,431",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,431"
GB02E,"Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 2-3",.,.,.,424,.,.,.,.,.,.,.,.,.,.,"1,050",.,.,.,632
GB02F,"Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,.,.,.,566,.,.,.,.,.,.,.,.,.,.,696,.,610
GB03D,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 5-7",.,"1,398",.,.,.,.,.,.,.,.,.,.,.,.,.,.,696,.,"1,047"
GB03E,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 2-4",359,"1,075",.,426,.,.,643,.,.,.,595,.,679,.,.,.,696,.,696
GB03F,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",359,885,.,352,340,893,584,.,.,.,610,.,814,.,"1,050",.,700,.,720
GB04D,"Minor, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, 19 years and over",.,335,.,367,291,424,564,.,.,550,566,.,722,.,"1,076",.,706,.,511
GB04E,"Minor, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, 18 years and under",.,.,.,.,.,404,.,.,.,.,.,.,.,.,.,.,.,.,404
GB05G,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,"1,078","1,727",.,.,340,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,048"
GB05H,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,726,"1,590",.,"1,344",340,.,689,.,.,.,.,.,.,.,.,.,696,.,743
GB06E,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 6+,.,"1,386",.,.,.,.,.,.,.,.,.,.,.,.,.,.,696,.,"1,041"
GB06F,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 4-5,374,"1,865",.,"1,414",340,.,.,.,.,.,.,.,.,.,.,.,699,.,970
GB06G,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-3,490,"1,853",.,.,340,.,.,.,.,552,.,.,"1,828",.,.,.,700,.,"1,016"
GB06H,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,565,"1,844",.,"1,309",340,877,664,.,.,551,419,.,"1,563",.,.,.,700,.,972
GB07Z,Minor Diagnostic Endoscopic Retrograde Cholangiopancreatography,359,"1,584",.,820,340,945,658,733,.,552,"1,044",.,"1,249",.,.,.,851,.,801
GB09D,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 5+,.,"1,218",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,218"
GB09E,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,.,.,.,.,340,.,.,.,.,.,.,.,.,.,.,.,.,.,340
GB09F,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,"1,078",.,.,"1,111",.,.,.,.,.,.,.,.,"2,320",.,.,.,.,.,"1,503"
GC01F,"Liver Failure Disorders without Interventions, with CC Score 0-4",.,.,.,.,.,.,376,.,.,.,.,.,142,.,.,.,.,.,220
GC12C,"Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions",.,.,.,198,.,.,.,.,.,.,.,.,.,.,.,.,.,.,198
GC12F,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-1",335,.,.,143,.,.,.,.,.,.,.,.,.,.,.,.,.,.,239
GC12H,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5",.,233,.,143,.,.,.,.,.,.,.,.,.,.,.,.,.,.,158
GC12J,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2",.,233,.,126,.,.,.,.,.,.,.,.,144,.,.,.,636,.,145
GC12K,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0",345,233,.,131,.,.,.,.,.,.,176,.,146,.,.,.,636,.,178
GC17H,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7",.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
GC17J,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",.,388,.,429,.,.,.,.,.,.,.,.,136,.,.,.,390,.,294
GC17K,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",.,.,.,234,291,280,610,.,.,.,422,.,141,"1,448",.,.,419,.,223
HA14B,"Minor Hip Procedures for Trauma, with Intermediate CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,844,.,844
HA14C,"Minor Hip Procedures for Trauma, without CC",.,.,.,.,.,.,.,.,"1,144",.,.,"1,506",.,.,.,.,.,.,"1,325"
HA19Z,Minimal Hip Procedures for Trauma,.,.,.,.,.,.,.,.,697,.,.,.,.,.,.,.,.,.,697
HA21C,"Major Knee Procedures for Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,"1,907",.,.,.,"2,690",.,.,.,.,.,"2,298"
HA22C,"Major Knee Procedures for Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,"1,748",.,.,.,.,.,.,.,"1,141",.,"1,444"
HA23C,"Intermediate Knee Procedures for Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,914,.,.,.,"1,975",.,.,.,.,.,"1,081"
HA25C,"Minor Knee Procedures for Trauma, Category 2, without CC","1,257",.,.,.,.,.,.,.,"1,137",.,.,.,"1,676",.,.,.,.,.,"1,354"
HA29Z,Minimal Knee Procedures for Trauma,.,.,.,.,.,.,.,"1,325",.,.,.,.,"1,624",.,.,.,.,.,"1,475"
HA31C,"Major Foot Procedures for Trauma, without CC",.,.,.,.,.,.,.,.,.,.,.,.,"2,297",.,.,.,.,.,"2,297"
HA32Z,"Intermediate Foot Procedures for Trauma, Category 2",.,.,.,.,.,.,.,.,.,.,.,.,"2,197",.,.,.,.,.,"2,197"
HA34Z,"Minor Foot Procedures for Trauma, Category 2",.,.,.,.,.,.,.,"1,877",929,.,.,.,"2,340",.,.,.,.,.,"1,180"
HA35Z,"Minor Foot Procedures for Trauma, Category 1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,742",.,"1,742"
HA39Z,Minimal Foot Procedures for Trauma,693,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,693
HA51Z,"Major Hand Procedures for Trauma, Category 2",.,.,.,.,.,.,.,"1,918","1,089",.,.,.,"1,959",.,.,.,"1,431",.,"1,888"
HA53Z,"Intermediate Hand Procedures for Trauma, Category 2",.,.,.,.,.,.,.,"1,904","1,614",.,.,.,"2,624",.,.,.,"1,293",.,"2,269"
HA54Z,"Intermediate Hand Procedures for Trauma, Category 1",.,.,.,.,.,.,.,.,871,.,.,.,"2,048",.,.,.,"1,667",.,"1,663"
HA55Z,"Minor Hand Procedures for Trauma, Category 2","2,064",.,.,.,.,.,.,"2,234",929,.,.,.,"2,049",.,.,.,"1,742",.,"2,055"
HA56A,"Minor Hand Procedures for Trauma, Category 1, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"1,250",.,.,.,"1,366",.,"1,288"
HA56B,"Minor Hand Procedures for Trauma, Category 1, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,633",.,.,.,"1,366",.,"1,557"
HA59Z,Minimal Hand Procedures for Trauma,.,.,.,.,.,.,.,.,639,.,.,.,"1,957",.,.,.,"1,261",.,"1,286"
HA62Z,"Intermediate, Shoulder or Upper Arm Procedures for Trauma","1,539",.,.,.,.,.,.,"1,864","1,041",.,.,.,.,.,.,.,.,.,"1,305"
HA63Z,"Minor, Shoulder or Upper Arm Procedures for Trauma",.,.,.,.,.,.,.,.,"1,352",.,.,.,.,.,.,.,901,.,"1,201"
HA69Z,"Minimal, Shoulder or Upper Arm Procedures for Trauma",.,.,.,.,.,941,.,.,.,.,.,.,.,.,.,.,.,.,941
HA71C,"Major, Elbow or Lower Arm Procedures for Trauma, without CC","1,445",.,.,.,.,.,.,"1,965","1,350",.,.,.,"2,744",.,.,.,"1,261",.,"1,987"
HA72Z,"Intermediate, Elbow or Lower Arm Procedures for Trauma",.,.,.,.,.,.,.,.,"1,032",.,.,.,.,.,.,.,.,.,"1,032"
HA73B,"Minor, Elbow or Lower Arm Procedures for Trauma, 18 years and under",.,.,.,.,.,.,.,"1,662",801,.,.,.,"1,295",.,.,.,"1,066",.,"1,261"
HA73C,"Minor, Elbow or Lower Arm Procedures for Trauma, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"1,362",.,.,.,.,.,"1,362"
HA79Z,"Minimal, Elbow or Lower Arm Procedures for Trauma",.,.,.,.,.,.,.,"1,325",639,.,.,.,"1,618",.,.,.,.,.,972
HA81C,"Sprains, Strains or Minor Open Wounds, without CC",.,.,.,163,.,.,226,.,.,.,.,.,418,.,.,.,.,.,306
HA83C,Head Injury without CC,291,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,291
HA94Z,Arm Trauma Diagnosis without Procedure,.,.,.,.,.,.,.,.,.,.,.,.,418,.,.,.,464,.,449
HA95Z,Hand Trauma Diagnosis without Procedure,.,.,.,.,.,.,.,.,.,.,.,.,418,.,.,.,464,.,449
HA96Z,Multiple Trauma Diagnoses without Procedure,.,.,.,.,.,.,376,.,275,.,.,.,.,.,.,.,.,.,342
HA99Z,Other Procedures for Trauma,"1,398",.,.,.,.,.,.,.,.,.,.,.,.,812,.,.,.,.,"1,203"
HB12C,"Major Hip Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,"1,531",.,.,.,.,.,.,.,.,.,"1,531"
HB13Z,"Intermediate Hip Procedures for Non-Trauma, Category 2",.,.,.,.,.,.,.,.,"1,033",.,.,.,.,.,.,.,.,.,"1,033"
HB14B,"Intermediate Hip Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,790,.,.,.,.,.,.,.,.,.,790
HB14C,"Intermediate Hip Procedures for Non-Trauma, Category 1, without CC","1,257",.,.,.,.,"1,224",.,.,"1,144",.,.,.,"1,011",.,.,.,383,.,"1,111"
HB15D,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over with CC",.,.,.,.,.,.,.,.,982,.,.,.,.,.,.,.,.,.,982
HB15E,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over without CC","1,257",.,.,959,.,711,572,.,836,.,.,.,719,465,.,.,676,.,738
HB15F,"Minor Hip Procedures for Non-Trauma, Category 2, 18 years and under with CC",.,.,.,.,.,.,.,.,"1,029",.,.,.,626,.,.,.,.,.,827
HB15G,"Minor Hip Procedures for Non-Trauma, Category 2, 18 years and under without CC",.,.,.,.,.,.,.,.,"1,022",.,.,.,986,.,.,.,.,.,"1,015"
HB16B,"Minor Hip Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,"1,144",.,.,.,"1,599",.,.,.,511,.,"1,099"
HB16C,"Minor Hip Procedures for Non-Trauma, Category 1, without CC",975,.,.,"2,222",.,992,.,.,"1,081",.,.,246,"1,477",589,.,.,529,.,888
HB19Z,Minimal Hip Procedures for Non-Trauma,778,.,365,.,525,459,.,.,700,.,553,"1,329","2,141",432,.,440,383,.,522
HB21C,"Major Knee Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,"1,862",.,.,.,.,.,.,.,.,.,"1,862"
HB22B,"Major Knee Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,"1,211",.,.,.,.,.,.,.,.,.,"1,211"
HB22C,"Major Knee Procedures for Non-Trauma, Category 1, without CC","1,610",.,.,.,.,"2,458",.,.,"1,573",.,.,.,"2,754",386,.,.,.,.,"1,593"
HB23B,"Intermediate Knee Procedures for Non-Trauma, with CC",.,.,365,.,.,925,.,"1,729","1,088",.,.,.,.,.,.,.,.,.,"1,035"
HB23C,"Intermediate Knee Procedures for Non-Trauma, without CC","1,528",.,365,.,.,"1,574",.,"1,729","1,111",619,.,.,"2,404",.,.,.,"1,147",.,"1,199"
HB24B,"Minor Knee Procedures for Non-Trauma, Category 2, with CC",.,.,.,.,.,"1,244",.,.,"1,075",.,.,.,.,.,.,.,.,.,"1,103"
HB24C,"Minor Knee Procedures for Non-Trauma, Category 2, without CC","1,247",.,.,.,572,"1,113",.,.,"1,020",.,.,.,"1,413",.,.,.,880,.,"1,083"
HB25E,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, with Intermediate CC","1,257",.,.,.,.,.,.,.,979,.,.,.,.,.,.,.,.,.,"1,049"
HB25F,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, without CC","1,177",.,.,.,"1,051","1,852",.,"1,729","1,125",863,934,246,"1,168",.,.,.,.,.,"1,158"
HB25H,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, with Intermediate CC",.,.,.,.,.,.,.,.,975,.,.,.,.,.,.,.,.,.,975
HB25J,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, without CC","1,257",.,.,.,.,.,.,"1,729","1,044",.,.,.,"1,407",.,.,.,.,.,"1,225"
HB29Z,Minimal Knee Procedures for Non-Trauma,693,.,365,.,392,481,376,.,701,.,821,.,"1,417",505,.,.,.,.,523
HB31Z,Major Foot Procedures for Non-Trauma,"2,669",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,669"
HB32A,"Intermediate Foot Procedures for Non-Trauma, Category 2, 19 years and over","1,916",240,.,863,.,.,.,.,"1,433",.,.,.,.,.,.,.,"1,147",.,"1,390"
HB33D,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, with CC","1,539",.,.,.,.,"1,350",.,.,"1,195",.,.,.,.,.,.,.,.,.,"1,320"
HB33E,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, without CC","1,596",.,.,.,.,.,.,.,"1,246",.,.,.,"1,875",.,.,735,"1,078",.,"1,342"
