HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,RoyalVictoria,South Tyrone,SouthWestAcute,Tyrone County,Ulster,N. Ireland Total FCEs
JC42B,140,"Intermediate Skin Procedures, 12 years and under",3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,4
JC42B,160,"Intermediate Skin Procedures, 12 years and under",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,8,12
JC42B,171,"Intermediate Skin Procedures, 12 years and under",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
JC43A,100,"Minor Skin Procedures, 13 years and over",5,.,8,.,3,.,.,.,.,.,.,.,.,4,.,.,20
JC43A,110,"Minor Skin Procedures, 13 years and over",1,.,.,.,.,.,.,4,.,.,.,.,.,.,.,.,5
JC43A,120,"Minor Skin Procedures, 13 years and over",1,.,.,.,3,.,.,.,.,.,.,1,.,.,.,.,5
JC43A,130,"Minor Skin Procedures, 13 years and over",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JC43A,140,"Minor Skin Procedures, 13 years and over",4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,5
JC43A,160,"Minor Skin Procedures, 13 years and over",.,.,1,.,.,.,.,.,.,.,.,4,.,.,.,6,11
JC43A,400,"Minor Skin Procedures, 13 years and over",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JC43A,502,"Minor Skin Procedures, 13 years and over",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,3
JC43B,100,"Minor Skin Procedures, 12 years and under",.,.,.,.,3,1,.,.,.,.,.,.,.,1,.,.,5
JC43B,110,"Minor Skin Procedures, 12 years and under",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
JC43B,120,"Minor Skin Procedures, 12 years and under",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JC43B,140,"Minor Skin Procedures, 12 years and under",3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,4
JC43B,160,"Minor Skin Procedures, 12 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
JC43B,171,"Minor Skin Procedures, 12 years and under",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JC43B,420,"Minor Skin Procedures, 12 years and under",.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,7
JC43B,502,"Minor Skin Procedures, 12 years and under",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
JD07A,110,"Skin Disorders with Interventions, with CC Score 12+",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
JD07A,330,"Skin Disorders with Interventions, with CC Score 12+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07B,100,"Skin Disorders with Interventions, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,1,3
JD07B,110,"Skin Disorders with Interventions, with CC Score 8-11",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1,2
JD07B,160,"Skin Disorders with Interventions, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,5
JD07B,330,"Skin Disorders with Interventions, with CC Score 8-11",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
JD07C,100,"Skin Disorders with Interventions, with CC Score 4-7",1,1,1,2,.,.,.,.,.,.,.,3,.,3,.,.,11
JD07C,110,"Skin Disorders with Interventions, with CC Score 4-7",1,.,.,.,.,.,.,1,.,.,.,1,.,.,.,.,3
JD07C,130,"Skin Disorders with Interventions, with CC Score 4-7",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07C,160,"Skin Disorders with Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,25,33
JD07C,330,"Skin Disorders with Interventions, with CC Score 4-7",.,.,3,.,1,.,.,.,.,.,.,.,.,.,.,.,4
JD07C,350,"Skin Disorders with Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JD07C,410,"Skin Disorders with Interventions, with CC Score 4-7",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
JD07D,100,"Skin Disorders with Interventions, with CC Score 0-3",5,4,7,7,.,1,.,.,.,2,.,3,.,1,.,6,36
JD07D,110,"Skin Disorders with Interventions, with CC Score 0-3",1,.,.,.,1,.,.,5,.,.,.,2,.,.,.,.,9
JD07D,120,"Skin Disorders with Interventions, with CC Score 0-3",6,2,.,.,1,.,.,.,.,.,.,7,.,.,.,.,16
JD07D,140,"Skin Disorders with Interventions, with CC Score 0-3",4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,9
JD07D,160,"Skin Disorders with Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,41,.,.,.,124,165
JD07D,172,"Skin Disorders with Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
JD07D,300,"Skin Disorders with Interventions, with CC Score 0-3",.,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,2
JD07D,330,"Skin Disorders with Interventions, with CC Score 0-3",5,.,13,.,5,.,.,.,.,.,.,.,.,.,.,.,23
JD07D,400,"Skin Disorders with Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JD07D,502,"Skin Disorders with Interventions, with CC Score 0-3",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07F,361,"Skin Disorders without Interventions, with CC Score 14-18",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07F,410,"Skin Disorders without Interventions, with CC Score 14-18",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
JD07G,100,"Skin Disorders without Interventions, with CC Score 10-13",.,.,.,.,.,.,.,.,.,.,.,1,.,1,.,.,2
JD07G,110,"Skin Disorders without Interventions, with CC Score 10-13",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4
JD07G,300,"Skin Disorders without Interventions, with CC Score 10-13",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
JD07H,100,"Skin Disorders without Interventions, with CC Score 6-9",1,.,.,.,.,.,.,.,.,.,.,2,.,.,.,1,4
JD07H,101,"Skin Disorders without Interventions, with CC Score 6-9",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07H,110,"Skin Disorders without Interventions, with CC Score 6-9",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
JD07H,300,"Skin Disorders without Interventions, with CC Score 6-9",2,1,.,.,.,.,.,.,.,.,.,1,.,2,.,.,6
JD07H,330,"Skin Disorders without Interventions, with CC Score 6-9",.,.,7,.,14,.,.,.,.,.,.,.,.,.,.,.,21
JD07H,361,"Skin Disorders without Interventions, with CC Score 6-9",.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,5
JD07H,370,"Skin Disorders without Interventions, with CC Score 6-9",.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,4
JD07H,410,"Skin Disorders without Interventions, with CC Score 6-9",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
JD07J,100,"Skin Disorders without Interventions, with CC Score 2-5",2,.,1,.,1,.,.,.,.,.,.,3,.,1,.,1,9
JD07J,110,"Skin Disorders without Interventions, with CC Score 2-5",1,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,3
JD07J,160,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,3,4
JD07J,300,"Skin Disorders without Interventions, with CC Score 2-5",5,2,1,.,.,3,.,.,.,.,.,.,.,.,.,1,12
JD07J,330,"Skin Disorders without Interventions, with CC Score 2-5",4,.,31,.,16,.,.,.,.,.,.,.,.,.,.,.,51
JD07J,350,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JD07J,361,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
JD07J,370,"Skin Disorders without Interventions, with CC Score 2-5",.,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,9
JD07J,400,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JD07J,430,"Skin Disorders without Interventions, with CC Score 2-5",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07K,100,"Skin Disorders without Interventions, with CC Score 0-1",6,.,2,.,.,.,.,.,.,3,.,.,.,1,.,1,13
JD07K,120,"Skin Disorders without Interventions, with CC Score 0-1",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
JD07K,150,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JD07K,160,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
JD07K,300,"Skin Disorders without Interventions, with CC Score 0-1",4,.,1,.,.,.,.,.,.,.,.,1,.,1,.,1,8
JD07K,301,"Skin Disorders without Interventions, with CC Score 0-1",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07K,302,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
JD07K,330,"Skin Disorders without Interventions, with CC Score 0-1",104,.,74,.,35,.,.,.,.,.,.,.,.,.,.,.,213
JD07K,340,"Skin Disorders without Interventions, with CC Score 0-1",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,3
JD07K,350,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JD07K,370,"Skin Disorders without Interventions, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07K,502,"Skin Disorders without Interventions, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA03C,100,Parathyroid Procedures with CC Score 2+,.,.,3,.,.,.,.,.,.,.,.,21,.,2,.,13,39
KA03C,120,Parathyroid Procedures with CC Score 2+,1,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,3
KA03C,361,Parathyroid Procedures with CC Score 2+,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,5
KA03D,100,Parathyroid Procedures with CC Score 0-1,.,.,4,.,.,.,.,.,.,.,.,32,.,1,.,20,57
KA03D,120,Parathyroid Procedures with CC Score 0-1,2,.,.,.,6,.,.,.,.,.,.,.,.,.,.,.,8
KA03D,361,Parathyroid Procedures with CC Score 0-1,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
KA04A,100,Adrenal Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,9
KA04A,302,Adrenal Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
KA04A,370,Adrenal Procedures with CC Score 2+,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA04B,100,Adrenal Procedures with CC Score 0-1,.,.,1,.,.,.,.,.,.,.,.,22,.,.,.,.,23
KA04B,171,Adrenal Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
KA05C,302,Anterior Pituitary Disorders with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
KA05D,302,Anterior Pituitary Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8
KA06C,100,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+",.,.,2,.,.,.,.,.,.,.,.,2,.,.,.,.,4
KA06C,302,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
KA06C,361,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+",.,.,40,.,.,.,.,.,.,.,.,.,.,.,.,.,40
KA06D,100,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
KA06D,302,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
KA06D,361,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,3
KA06D,370,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3",.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,4
KA06E,100,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,16,.,.,.,.,16
KA06E,120,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA06E,302,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,13,.,.,.,.,13
KA06E,361,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA06E,370,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,39,.,.,.,.,.,.,.,.,.,.,.,.,.,39
KA07A,300,Non-Surgical Thyroid Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
KA07A,302,Non-Surgical Thyroid Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
KA07B,120,Non-Surgical Thyroid Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
KA07B,300,Non-Surgical Thyroid Disorders with CC Score 2-3,.,2,2,.,.,.,1,.,.,.,.,.,.,.,.,.,5
KA07B,302,Non-Surgical Thyroid Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
KA07B,320,Non-Surgical Thyroid Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
KA07C,120,Non-Surgical Thyroid Disorders with CC Score 0-1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
KA07C,130,Non-Surgical Thyroid Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
KA07C,300,Non-Surgical Thyroid Disorders with CC Score 0-1,.,1,2,.,.,.,.,.,.,.,.,2,.,2,.,.,7
KA07C,302,Non-Surgical Thyroid Disorders with CC Score 0-1,.,.,2,.,.,.,.,.,.,.,.,6,.,.,.,.,8
KA07C,810,Non-Surgical Thyroid Disorders with CC Score 0-1,.,.,16,.,.,.,.,.,.,.,.,.,.,.,.,.,16
KA08A,300,Other Endocrine Disorders with CC Score 4+,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA08A,302,Other Endocrine Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
KA08B,100,Other Endocrine Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
KA08B,300,Other Endocrine Disorders with CC Score 2-3,1,.,.,.,.,.,.,.,.,.,.,2,.,1,.,.,4
KA08B,302,Other Endocrine Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,11
KA08C,100,Other Endocrine Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8
KA08C,300,Other Endocrine Disorders with CC Score 0-1,.,.,2,1,.,.,.,.,.,.,.,1,.,2,.,3,9
KA08C,302,Other Endocrine Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,11
KA08C,502,Other Endocrine Disorders with CC Score 0-1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA09C,120,Thyroid Procedures with CC Score 4+,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
KA09D,100,Thyroid Procedures with CC Score 2-3,.,.,1,.,.,.,.,.,.,.,.,7,.,1,.,3,12
KA09D,120,Thyroid Procedures with CC Score 2-3,2,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,6
KA09D,172,Thyroid Procedures with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
KA09E,100,Thyroid Procedures with CC Score 0-1,.,.,4,.,.,.,.,.,.,.,.,38,.,2,.,19,63
KA09E,120,Thyroid Procedures with CC Score 0-1,35,6,.,.,79,.,.,.,.,.,.,44,.,.,.,.,164
KA09E,172,Thyroid Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
KB02G,300,"Diabetes with Hyperglycaemic Disorders, with CC Score 8+",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
KB02H,100,"Diabetes with Hyperglycaemic Disorders, with CC Score 5-7",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
KB02H,300,"Diabetes with Hyperglycaemic Disorders, with CC Score 5-7",.,.,2,1,.,.,.,.,.,1,.,.,.,.,.,1,5
KB02H,302,"Diabetes with Hyperglycaemic Disorders, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
KB02H,361,"Diabetes with Hyperglycaemic Disorders, with CC Score 5-7",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KB02J,120,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
KB02J,300,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",.,.,2,.,.,.,.,.,.,.,.,1,.,.,.,5,8
KB02J,302,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
KB02J,320,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
KB02K,300,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",2,.,2,.,.,.,.,.,.,2,.,.,.,.,.,1,7
KB02K,302,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
KB02K,370,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KB03C,300,"Diabetes with Lower Limb Complications, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2
KB03D,300,"Diabetes with Lower Limb Complications, with CC Score 5-8",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KB03E,100,"Diabetes with Lower Limb Complications, with CC Score 0-4",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KB04Z,300,Continuous Subcutaneous Insulin Infusion,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
KC04A,300,Inborn Errors of Metabolism with CC Score 3+,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KC04A,303,Inborn Errors of Metabolism with CC Score 3+,.,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,6
KC04A,320,Inborn Errors of Metabolism with CC Score 3+,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
KC04A,361,Inborn Errors of Metabolism with CC Score 3+,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
KC04B,160,Inborn Errors of Metabolism with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
KC04B,300,Inborn Errors of Metabolism with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
KC04B,302,Inborn Errors of Metabolism with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
KC04B,303,Inborn Errors of Metabolism with CC Score 0-2,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KC04B,340,Inborn Errors of Metabolism with CC Score 0-2,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KC05G,300,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 5+",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1
KC05G,361,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 5+",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
KC05H,100,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 0-4",.,.,.,.,1,.,.,.,.,1,.,.,.,.,.,.,2
KC05H,340,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 0-4",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KC05J,300,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 10+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2
KC05J,361,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 10+",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1,2
KC05J,430,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 10+",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1
KC05K,300,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1,2
KC05K,361,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",.,.,7,.,.,1,.,.,.,.,.,.,.,.,.,.,8
KC05K,430,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1
KC05L,100,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,2
KC05L,300,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,3
KC05L,301,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KC05L,302,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
KC05L,320,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KC05L,361,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,.,3,.,.,1,.,.,.,.,.,.,.,.,.,1,5
KC05L,370,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
KC05M,100,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,.,1,.,6,.,.,.,.,1,.,.,.,.,.,.,8
KC05M,300,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",2,1,.,1,1,.,.,.,2,.,.,3,.,.,.,6,16
KC05M,301,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KC05M,302,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
KC05M,303,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KC05M,320,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
KC05M,361,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,.,8,.,.,1,.,.,.,.,.,.,.,.,.,1,10
KC05N,100,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,.,.,16,.,.,.,.,.,.,.,.,.,.,.,16
KC05N,101,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,5
KC05N,300,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",2,3,.,.,.,2,.,.,1,.,.,.,.,3,.,5,16
KC05N,301,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KC05N,302,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
KC05N,361,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,1,.,.,2,.,.,.,.,.,.,.,.,.,.,3
KC05N,370,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA01A,361,"Kidney Transplant, 19 years and over, from Cadaver Non Heart-Beating Donor",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
LA02A,361,"Kidney Transplant, 19 years and over, from Cadaver Heart-Beating Donor",.,.,24,.,.,.,.,.,.,.,.,.,.,.,.,.,24
LA03A,361,"Kidney Transplant, 19 years and over, from Live Donor",.,.,53,.,.,.,.,.,.,.,.,.,.,.,.,.,53
LA03B,361,"Kidney Transplant, 18 years and under, from Live Donor",.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,2
LA04K,101,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 6-8",.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,2
LA04L,101,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5",.,.,.,1,2,.,.,.,.,.,.,.,.,.,.,.,3
LA04L,300,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5",2,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,3
LA04L,502,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA04M,101,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2",3,.,7,.,3,.,.,.,.,.,.,.,.,.,.,.,13
LA04M,300,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA04M,370,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA04P,101,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA04P,300,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
LA04P,430,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1
LA04P,823,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
LA04Q,101,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA04Q,300,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",1,1,.,1,.,.,.,.,1,.,.,.,.,1,.,.,5
LA04Q,301,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5
LA04Q,340,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
LA04Q,361,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,3
LA04Q,410,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
