HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
HA71C,"Major, Elbow or Lower Arm Procedures for Trauma, without CC","126,678",.,.,.,"51,421",.,.,"93,952",.,.,.,"434,595",.,.,.,"178,080","884,726"
HA72Z,"Intermediate, Elbow or Lower Arm Procedures for Trauma","16,359",.,.,.,"6,940",.,.,"37,951",.,.,.,"22,443",.,.,.,"18,724","102,418"
HA73B,"Minor, Elbow or Lower Arm Procedures for Trauma, 18 years and under","64,916",.,.,.,"1,968",.,.,"3,328",.,.,.,"20,608",.,.,.,"11,537","102,357"
HA73C,"Minor, Elbow or Lower Arm Procedures for Trauma, 19 years and over","3,735",.,.,.,"4,908",.,.,"5,594",.,.,.,"2,874",.,.,.,"5,415","22,525"
HA79Z,"Minimal, Elbow or Lower Arm Procedures for Trauma","1,418",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,418"
HA81C,"Sprains, Strains or Minor Open Wounds, without CC",457,.,.,.,"1,406",.,.,"1,118",.,.,.,"9,461",.,"1,149",.,801,"14,391"
HA91Z,Hip Trauma Diagnosis without Procedure,.,.,.,.,"1,495",.,.,"52,101",.,.,.,"18,997",.,"3,236",.,"7,206","83,035"
HA92Z,Knee Trauma Diagnosis without Procedure,"4,674",.,.,.,747,.,.,"22,462",.,.,.,"16,443","7,736",647,.,"5,205","57,914"
HA93Z,Foot Trauma Diagnosis without Procedure,"2,597",.,.,.,.,.,.,.,.,.,.,"4,702",.,.,.,"11,226","18,525"
HA94Z,Arm Trauma Diagnosis without Procedure,"6,752",.,.,.,"3,273",.,.,.,.,.,.,"23,300",.,.,.,"20,033","53,358"
HA95Z,Hand Trauma Diagnosis without Procedure,"5,503",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,203","8,706"
HA97Z,Other Trauma Diagnosis without Procedure,.,.,"2,418",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,418"
HA99Z,Other Procedures for Trauma,"3,875",.,"2,060",454,"5,075",.,.,"20,067",.,.,.,"25,085",.,.,.,"13,290","69,906"
HB11A,"Major Hip Procedures for Non-Trauma, Category 2, with Major CC","8,750",.,.,.,.,.,.,"672,017",.,.,.,.,.,.,.,.,"680,767"
HB11B,"Major Hip Procedures for Non-Trauma, Category 2, with Intermediate CC","36,078",.,.,.,"11,341",.,.,"776,176",.,.,.,"28,182",.,.,.,.,"851,777"
HB11C,"Major Hip Procedures for Non-Trauma, Category 2, without CC","43,150",.,.,.,"86,105",.,.,"2,660,062",.,.,.,"81,919",.,.,.,.,"2,871,237"
HB12A,"Major Hip Procedures for Non-Trauma, Category 1, with Major CC","274,163",.,.,.,"111,920",.,.,"548,570",.,.,.,.,.,.,.,"8,536","943,189"
HB12B,"Major Hip Procedures for Non-Trauma, Category 1, with Intermediate CC","379,129",.,.,.,"197,422",.,.,"898,614",.,.,.,"56,529",.,.,.,.,"1,531,694"
HB12C,"Major Hip Procedures for Non-Trauma, Category 1, without CC","1,005,574",.,.,.,"1,029,716",.,.,"2,838,616",.,.,.,"68,600",.,.,.,.,"4,942,507"
HB13Z,"Intermediate Hip Procedures for Non-Trauma, Category 2",.,.,.,.,"5,259",.,.,"25,923",.,.,.,"15,591",.,.,.,.,"46,773"
HB14B,"Intermediate Hip Procedures for Non-Trauma, Category 1, with CC","6,642",.,.,.,.,.,.,"51,136",.,.,.,"4,396",.,.,.,"7,522","69,695"
HB14C,"Intermediate Hip Procedures for Non-Trauma, Category 1, without CC","18,436",.,.,.,"18,936",.,.,"113,821",.,.,.,"15,667",.,.,.,"3,128","169,988"
HB15D,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over with CC","13,294",.,"2,038",.,"1,645",.,.,"28,570",.,.,.,.,.,.,.,"22,113","67,661"
HB15E,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over without CC","10,229",.,.,.,"4,443",.,.,"17,862",.,.,.,"5,034",.,.,.,"16,376","53,944"
HB15F,"Minor Hip Procedures for Non-Trauma, Category 2, 18 years and under with CC",.,.,.,.,.,.,.,"19,979",.,.,.,"7,385",.,.,.,.,"27,364"
HB15G,"Minor Hip Procedures for Non-Trauma, Category 2, 18 years and under without CC","2,766",.,.,.,.,.,.,"38,971",.,.,.,"13,074",.,.,.,"1,395","56,206"
HB16B,"Minor Hip Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,533","1,533"
HB16C,"Minor Hip Procedures for Non-Trauma, Category 1, without CC","4,173",.,.,.,"2,900",.,.,"10,324",.,.,.,"22,540",.,.,.,"1,781","41,719"
HB19Z,Minimal Hip Procedures for Non-Trauma,"4,474",.,.,.,.,.,.,"25,890",.,.,.,"11,350",.,.,.,.,"41,715"
HB21A,"Major Knee Procedures for Non-Trauma, Category 2, with Major CC","166,195",.,.,.,"114,113",.,.,"1,230,666",.,.,.,"6,401",.,.,.,"1,995","1,519,370"
HB21B,"Major Knee Procedures for Non-Trauma, Category 2, with CC","383,768",.,.,.,"107,382",.,.,"1,696,574",.,.,.,"13,646",.,.,.,.,"2,201,370"
HB21C,"Major Knee Procedures for Non-Trauma, Category 2, without CC","813,456",.,.,.,"629,327",.,.,"4,754,541",.,.,.,"8,067",.,.,.,"1,594","6,206,985"
HB22B,"Major Knee Procedures for Non-Trauma, Category 1, with CC","10,697",.,.,.,.,.,.,"131,216",.,.,.,"4,842",.,.,.,.,"146,756"
HB22C,"Major Knee Procedures for Non-Trauma, Category 1, without CC","74,552",.,.,.,"97,592",.,.,"615,143",.,.,.,"14,725",.,.,.,"1,094","803,106"
HB23B,"Intermediate Knee Procedures for Non-Trauma, with CC","19,096",.,.,.,"8,188",.,.,"100,559",.,.,.,"4,906",.,.,.,"1,094","133,844"
HB23C,"Intermediate Knee Procedures for Non-Trauma, without CC","165,709",.,"2,463",.,"80,409",.,.,"295,470",.,.,.,"18,465",.,.,.,"6,479","568,995"
HB24B,"Minor Knee Procedures for Non-Trauma, Category 2, with CC","11,865",.,.,.,.,.,.,"16,595",.,.,.,"13,027",.,.,.,"3,758","45,245"
HB24C,"Minor Knee Procedures for Non-Trauma, Category 2, without CC","47,868",.,.,.,"7,041",.,.,"128,459","2,814",.,.,"24,217",.,.,.,"7,581","217,980"
HB25D,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, with Major CC","2,387",.,.,.,.,.,.,"82,380",.,.,.,.,.,.,.,"3,497","88,264"
HB25E,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, with Intermediate CC",.,.,.,.,.,.,.,"3,644",.,.,.,"15,348",.,.,.,.,"18,991"
HB25F,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, without CC","25,317",.,.,.,"11,559",.,.,"39,830",.,.,.,"5,903",.,.,.,"9,720","92,330"
HB25H,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, with Intermediate CC",.,.,.,.,.,.,.,"1,743",.,.,.,.,.,.,.,.,"1,743"
HB25J,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, without CC",.,.,.,.,.,.,.,"13,648",.,.,.,"2,283",.,.,.,.,"15,931"
HB29Z,Minimal Knee Procedures for Non-Trauma,"5,813",.,168,.,.,.,.,"8,215",.,.,.,.,.,.,.,.,"14,195"
HB31Z,Major Foot Procedures for Non-Trauma,"104,393",.,.,.,.,.,.,"325,232",.,.,.,"14,743",.,.,.,"1,995","446,362"
HB32A,"Intermediate Foot Procedures for Non-Trauma, Category 2, 19 years and over","257,087",.,.,.,"5,070",.,.,"589,141",.,.,.,"25,060",.,.,.,"10,948","887,307"
HB32B,"Intermediate Foot Procedures for Non-Trauma, Category 2, 18 years and under","7,021",.,.,.,.,.,.,"33,886",.,.,.,"8,334",.,.,.,.,"49,241"
HB33D,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, with CC","19,068",.,.,.,"1,767",.,.,"98,460",.,.,.,"1,771",.,.,.,"3,894","124,959"
HB33E,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, without CC","55,215",.,.,.,"5,121",.,.,"321,554",.,.,.,"2,027",.,.,.,"1,862","385,779"
HB33F,"Intermediate Foot Procedures for Non-Trauma, Category 1, 18 years and under, with CC",.,.,.,.,.,.,.,"6,774",.,.,.,"4,768",.,.,.,.,"11,542"
HB33G,"Intermediate Foot Procedures for Non-Trauma, Category 1, 18 years and under, without CC","2,317",.,.,.,.,.,.,"43,737",.,.,.,"12,969",.,.,.,.,"59,023"
HB34D,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, with CC","14,042",.,.,.,"6,198",.,.,"93,078",.,.,.,"3,124",.,.,.,"18,492","134,933"
HB34E,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, without CC","97,542",.,.,.,"5,728",.,.,"198,868",.,.,.,"14,613",.,"1,786",.,"29,974","348,510"
HB34G,"Minor Foot Procedures for Non-Trauma, Category 2, 18 years and under, without CC","1,868",.,.,.,"1,422",.,.,"39,537",.,.,.,"3,510",.,.,.,"4,878","51,214"
HB35B,"Minor Foot Procedures for Non-Trauma, Category 1, with CC","2,651",.,.,.,.,.,.,"18,727",.,.,.,"8,925",.,.,.,.,"30,303"
HB35C,"Minor Foot Procedures for Non-Trauma, Category 1, without CC","14,042",.,.,.,"1,162",.,.,"69,326",.,.,.,"5,277",.,.,.,"5,218","95,025"
HB39Z,Minimal Foot Procedures for Non-Trauma,969,.,.,.,"2,426",.,.,"4,145",.,.,.,721,.,.,.,.,"8,260"
HB51Z,"Major Hand Procedures for Non-Trauma, Category 2","5,218",.,.,.,"16,873",.,.,"67,892",.,.,.,"12,240",.,.,.,"7,381","109,603"
HB52B,"Major Hand Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,"4,207",.,.,.,.,.,.,.,"1,952","6,159"
HB52C,"Major Hand Procedures for Non-Trauma, Category 1, without CC","9,338",.,.,.,.,.,.,"86,327",.,.,.,.,.,.,.,"3,709","99,374"
HB53Z,"Intermediate Hand Procedures for Non-Trauma, Category 2","15,320",.,.,.,.,.,.,"97,071",.,.,.,"3,274",.,.,.,"29,197","144,863"
HB54B,"Intermediate Hand Procedures for Non-Trauma, Category 1, with CC","9,823",.,.,.,"2,506",.,.,"16,013",.,.,.,"4,287",.,.,.,"11,625","44,253"
HB54C,"Intermediate Hand Procedures for Non-Trauma, Category 1, without CC","23,487",.,.,.,"12,645",.,.,"105,437",.,.,.,"4,633",.,.,.,"11,007","157,208"
HB55B,"Minor Hand Procedures for Non-Trauma, Category 2, with CC","7,470",.,"4,451","1,036","2,884","1,465",.,"15,455",.,.,.,"12,773",.,.,.,"20,686","66,222"
HB55C,"Minor Hand Procedures for Non-Trauma, Category 2, without CC","22,517","1,615",.,"5,565","30,596",.,.,"133,061",.,.,.,"23,146",.,"4,062",.,"31,390","251,952"
HB56C,"Minor Hand Procedures for Non-Trauma, Category 1, without CC","3,286",.,.,.,.,.,.,"3,879",.,.,.,.,.,.,.,.,"7,165"
HB59Z,Minimal Hand Procedures for Non-Trauma,.,.,.,.,"1,213",.,.,"1,187",.,.,.,.,.,.,.,.,"2,400"
HB61B,"Major, Shoulder or Upper Arm Procedures for Non-Trauma, with CC","25,969",.,"6,495",.,"27,798",.,.,"146,448",.,.,.,"6,728",.,.,.,"4,113","217,549"
HB61C,"Major, Shoulder or Upper Arm Procedures for Non-Trauma, without CC","81,109",.,.,.,"276,442",.,.,"811,832",.,.,.,"10,305",.,.,.,"3,349","1,183,036"
HB62B,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, with CC","10,207",.,.,.,"9,486",.,.,"35,615",.,.,.,.,.,.,.,.,"55,308"
HB62C,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, without CC","36,972",.,.,.,"47,658",.,.,"251,066",.,.,.,"7,320",.,.,.,"13,847","356,863"
HB63Z,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma","15,221",.,.,.,"9,687",.,.,"92,332",.,.,.,"5,240",.,.,.,"18,540","141,019"
HB69Z,"Minimal, Shoulder or Upper Arm Procedures for Non-Trauma",969,.,.,.,634,.,.,"3,765",.,.,.,.,.,.,.,.,"5,368"
HB71B,"Major, Elbow or Lower Arm Procedures for Non-Trauma, with CC",.,.,.,.,.,.,.,"32,155",.,.,.,.,.,.,.,"1,634","33,789"
HB71C,"Major, Elbow or Lower Arm Procedures for Non-Trauma, without CC","41,521",.,.,.,.,.,.,"95,630",.,.,.,.,.,.,.,"1,594","138,745"
HB72Z,"Intermediate, Elbow or Lower Arm Procedures for Non-Trauma","20,014",.,.,.,"5,341",.,.,"84,422",.,.,.,"9,679",.,.,.,"24,124","143,580"
HB73Z,"Minor, Elbow or Lower Arm Procedures for Non-Trauma","12,624",.,.,.,"2,751",.,.,"39,865",.,.,.,"27,510",.,.,.,"8,422","91,173"
HB79Z,"Minimal, Elbow or Lower Arm Procedures for Non-Trauma",969,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,969
HB91Z,Other Non-Trauma Diagnosis without Procedure,"5,194",.,.,.,.,.,.,"3,294",.,.,.,"17,591",.,.,.,"1,810","27,888"
HB99Z,Other Procedures for Non-Trauma,"35,527",714,"8,613",.,"11,547",.,.,"242,337",.,.,.,"153,602",.,"3,002",.,"79,880","535,223"
HC01A,Extradural Spine Major 2 with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,"55,197",.,.,.,.,"55,197"
HC01B,Extradural Spine Major 2 with CC Score 2-4,.,.,.,.,.,.,.,"14,943",.,.,.,"53,017",.,.,.,.,"67,960"
HC01C,Extradural Spine Major 2 with CC Score 0-1,.,.,.,.,.,.,.,"130,021",.,.,.,"76,849",.,.,.,.,"206,870"
HC02D,Extradural Spine Major 1 with CC Score 5+,.,.,.,.,.,.,.,"12,936",.,.,.,"5,553",.,.,.,.,"18,489"
HC02E,Extradural Spine Major 1 with CC Score 2-4,.,.,.,.,.,.,.,"46,906",.,.,.,"71,191",.,.,.,.,"118,097"
HC02F,Extradural Spine Major 1 with CC Score 0-1,.,.,.,.,.,.,.,"103,519",.,.,.,"265,308",.,.,.,.,"368,827"
HC03D,Extradural Spine Intermediate 2 with CC Score 6+,.,.,.,.,.,.,.,"11,416",.,.,.,.,.,.,.,.,"11,416"
HC03E,Extradural Spine Intermediate 2 with CC Score 3-5,.,.,.,.,.,.,.,"23,971",.,.,.,"100,291",.,.,.,.,"124,262"
HC03F,Extradural Spine Intermediate 2 with CC Score 0-2,.,.,.,.,.,.,.,"185,329",.,.,.,"560,663",.,.,.,"3,823","749,815"
HC04D,Extradural Spine Intermediate 1 with CC Score 5+,.,.,.,.,.,.,.,"14,639",.,.,.,"14,128",.,.,.,.,"28,768"
HC04E,Extradural Spine Intermediate 1 with CC Score 2-4,.,.,.,.,.,.,.,"55,457",.,.,.,"70,689",.,.,.,.,"126,146"
HC04F,Extradural Spine Intermediate 1 with CC Score 0-1,.,.,.,.,.,.,.,"779,896",.,.,.,"209,322",.,.,.,.,"989,218"
HC05D,Extradural Spine Minor 2 with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"4,828",.,.,.,.,"4,828"
HC05F,Extradural Spine Minor 2 with CC Score 0-1,.,.,.,.,.,.,.,"13,297",.,.,.,"6,478",.,799,.,.,"20,574"
HC07A,Intradural Spine Major with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"7,828",.,.,.,.,"7,828"
HC07B,Intradural Spine Major with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"334,282",.,.,.,.,"334,282"
HC12Z,Intradural Spine Minor 1,762,609,.,.,867,"1,177","1,134",.,843,.,.,"45,088",.,"2,004",.,"1,048","53,532"
HC20E,"Vertebral Column Injury without Procedure, with CC Score 3-5",.,.,.,.,.,.,.,"11,172",.,.,.,.,.,.,.,.,"11,172"
HC20G,"Vertebral Column Injury without Procedure, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"4,056",.,.,.,.,"4,056"
HC26D,"Scoliosis or Other Spinal Deformity, with CC Score 3+",.,.,.,.,.,.,.,.,"3,658",.,.,.,.,.,.,.,"3,658"
HC26E,"Scoliosis or Other Spinal Deformity, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,"1,495",.,.,.,.,"1,495"
HC26F,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,352","2,352"
HC27F,Degenerative Spinal Conditions with CC Score 3-5,.,.,.,.,.,.,"4,748",588,.,.,.,"18,434",.,.,.,.,"23,770"
HC27G,Degenerative Spinal Conditions with CC Score 0-2,"1,477",374,.,454,"1,318",.,.,"16,040",.,.,.,"13,762",.,"1,146",.,.,"34,570"
HC28F,Spinal Cord Conditions with CC Score 3-4,.,.,"2,235",.,.,.,.,.,.,.,.,"15,503",.,.,.,.,"17,738"
HC28G,Spinal Cord Conditions with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"39,156",.,.,.,.,"39,156"
HC29A,Inflammatory Spinal Conditions with CC Score 2+,.,.,.,.,.,.,.,"29,977",.,.,.,.,.,.,.,.,"29,977"
HC29B,Inflammatory Spinal Conditions with CC Score 0-1,.,.,.,.,"1,318",.,.,"20,844",.,.,.,.,.,.,.,.,"22,162"
HC30D,Spinal Tumours with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"9,903",.,.,.,.,"9,903"
HC30E,Spinal Tumours with CC Score 0-1,.,.,707,.,.,.,.,.,.,.,.,.,.,.,.,.,707
HC31F,Spinal Infection with CC Score 1-3,737,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,737
HC32E,Low Back Pain with CC Score 3-5,457,.,.,.,.,.,.,"1,118",.,.,.,.,.,.,.,.,"1,574"
HC32F,Low Back Pain with CC Score 0-2,457,.,525,.,.,.,.,.,"2,195",.,.,"3,547",.,.,.,455,"7,179"
HC40A,Complex Spinal Reconstructive Surgery with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"38,884",.,.,.,.,"38,884"
HC40B,Complex Spinal Reconstructive Surgery with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"509,591",.,.,.,.,"509,591"
HC41A,Major Spinal Reconstructive Surgery with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"13,598",.,.,.,.,"13,598"
HC41B,Major Spinal Reconstructive Surgery with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"500,195",.,.,.,.,"500,195"
HC42Z,Intermediate Spinal Reconstructive Surgery,.,.,.,.,.,.,.,.,.,.,.,"47,592",.,.,.,.,"47,592"
HC43Z,Minor Spinal Reconstructive Surgery,.,.,.,.,.,.,.,"26,153",.,.,.,.,.,.,.,.,"26,153"
HD21F,Soft Tissue Disorders with CC Score 6-8,.,.,.,.,"15,768",.,.,"15,735",.,.,.,"5,413",.,.,.,.,"36,916"
HD21G,Soft Tissue Disorders with CC Score 3-5,.,.,707,.,.,.,"3,165","6,468",.,.,.,.,.,.,.,"1,634","11,974"
HD21H,Soft Tissue Disorders with CC Score 0-2,"2,394",.,.,.,"4,997",.,.,"1,341",.,.,.,"4,805",.,647,.,"5,758","19,942"
HD23D,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 12+",.,884,.,.,.,.,.,"13,838",.,.,.,.,.,.,.,.,"14,722"
HD23E,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 9-11",.,"3,163",.,.,.,.,.,"68,300",.,.,.,.,.,.,.,.,"71,463"
HD23F,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 7-8",.,.,.,.,.,.,.,"63,025",.,.,.,.,.,.,.,.,"63,025"
HD23G,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 5-6",.,"3,558","16,619",.,.,.,.,"126,071",.,.,.,.,.,.,.,.,"146,248"
HD23H,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",.,"6,954",728,.,"3,759",.,.,"143,628","1,928",.,.,.,.,.,.,"3,668","160,665"
HD23J,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2","7,933","10,686","3,496","1,361","8,032","3,213",.,"150,755",.,.,.,"4,739",.,.,.,"2,201","192,416"
HD24D,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 12+",.,.,.,.,.,.,.,"3,294",.,.,.,.,.,.,.,"8,048","11,342"
HD24E,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 8-11",.,.,577,.,.,.,.,"5,215","9,455",.,.,.,.,.,.,367,"15,614"
HD24F,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7","4,155",.,"3,712",.,"17,563",.,.,"18,065",.,.,.,"6,769",.,.,.,"18,402","68,666"
HD24G,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4","6,163",395,"2,573",.,"7,100",.,.,"5,381",.,.,.,"6,670",.,.,.,"5,395","33,677"
HD24H,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1","5,194",837,.,.,"2,538",.,.,"1,835",.,.,.,"15,923",.,.,.,"13,450","39,778"
HD25D,"Infections of Bones or Joints, with CC Score 13+",.,"10,572",.,.,.,.,.,"29,269",.,.,.,.,.,.,.,.,"39,840"
HD25E,"Infections of Bones or Joints, with CC Score 9-12",.,"4,950",.,.,.,.,.,"6,018",.,.,.,"4,865",.,.,.,"2,089","17,921"
HD25F,"Infections of Bones or Joints, with CC Score 5-8",.,"3,163",.,.,.,.,.,"26,073",.,.,.,"9,195",.,.,.,.,"38,430"
HD25G,"Infections of Bones or Joints, with CC Score 2-4","4,155",.,668,.,"7,847",.,.,648,.,.,.,.,.,.,.,400,"13,718"
HD25H,"Infections of Bones or Joints, with CC Score 0-1",.,.,"2,100",.,.,.,.,"3,154",.,.,.,.,.,.,.,.,"5,254"
HD26E,"Musculoskeletal Signs or Symptoms, with CC Score 8-11",.,"3,977",.,.,.,.,.,"11,572",.,.,.,.,.,.,.,.,"15,549"
HD26F,"Musculoskeletal Signs or Symptoms, with CC Score 4-7","9,868",.,.,.,.,.,.,.,.,.,.,"2,488",.,.,.,.,"12,356"
HD26G,"Musculoskeletal Signs or Symptoms, with CC Score 0-3","2,078",395,.,.,.,.,.,588,.,.,.,.,.,"1,786",.,"2,561","7,408"
HD39G,Pathological Fractures with CC Score 3-5,.,.,.,.,.,.,.,"9,211",.,.,.,"7,898",.,.,.,"1,961","19,069"
HD39H,Pathological Fractures with CC Score 0-2,"1,039",.,.,.,.,.,.,.,.,.,.,.,.,.,.,400,"1,439"
HD40E,"Malignancy of Bone or Connective Tissue, with CC Score 8-11",.,.,"11,903",.,.,.,.,"12,230",.,.,.,.,.,.,.,"2,352","26,485"
HD40F,"Malignancy of Bone or Connective Tissue, with CC Score 5-7",.,.,"8,892",.,.,.,.,.,.,.,.,.,.,.,.,"15,642","24,534"
HD40G,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",877,.,"45,140",.,"3,381",.,.,"11,172",.,.,.,"11,480",.,.,.,"21,378","93,427"
HD40H,"Malignancy of Bone or Connective Tissue, with CC Score 0-1",.,.,"24,283",.,.,.,.,"1,255",.,.,.,.,.,.,.,"7,873","33,411"
HR07A,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 22 or less","57,811",.,.,.,"48,794",.,.,"147,714",.,.,.,"3,948",.,.,.,"3,724","261,991"
HR07B,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 23-60","267,345",.,.,.,"78,780",.,.,"275,157",.,.,.,"17,171",.,.,.,"3,673","642,126"
HR07C,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 61 or more","50,335",.,.,.,"26,865",.,.,"326,023",.,.,.,.,.,.,.,"6,799","410,023"
HR08A,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 22 or less","6,185",.,.,.,"39,702",.,.,"100,649",.,.,.,"34,642",.,.,.,"21,665","202,842"
HR08B,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 23-60","38,563",.,.,.,"11,295",.,.,"174,469",.,.,.,"5,110",.,.,.,"13,843","243,280"
HR08C,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 61 or more",.,.,.,.,.,.,.,"137,662",.,.,.,.,.,.,.,.,"137,662"
HR09A,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 22 or less",.,.,.,.,"3,439",.,.,"19,512",.,.,.,"28,874",.,.,.,.,"51,825"
HR09B,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 23-60","18,108",.,.,.,"30,100",.,.,"41,133",.,.,.,"4,681",.,.,.,.,"94,022"
HR09C,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 61 or more",.,.,.,.,"10,190",.,.,"114,293",.,.,.,"79,942",.,.,.,.,"204,425"
JA12D,"Malignant Breast Disorders with Interventions, with CC Score 7+",.,.,"12,724",.,.,.,.,.,.,.,.,.,.,.,.,.,"12,724"
JA12E,"Malignant Breast Disorders with Interventions, with CC Score 3-6",.,.,"4,449","13,440",.,.,.,.,.,.,.,.,.,.,.,"6,205","24,093"
JA12F,"Malignant Breast Disorders with Interventions, with CC Score 0-2",.,.,"2,402",.,.,.,.,.,.,.,.,574,.,.,.,"6,240","9,216"
JA12G,"Malignant Breast Disorders without Interventions, with CC Score 9+",.,.,"16,571",.,.,.,.,.,.,.,.,.,.,.,.,.,"16,571"
JA12H,"Malignant Breast Disorders without Interventions, with CC Score 6-8",.,.,"66,154",.,.,.,.,.,.,.,.,.,.,.,.,.,"66,154"
JA12J,"Malignant Breast Disorders without Interventions, with CC Score 4-5","2,280",.,"67,555",.,"3,943",.,.,.,.,.,.,.,.,.,.,455,"74,232"
JA12K,"Malignant Breast Disorders without Interventions, with CC Score 2-3",.,.,"56,463",.,"2,568",.,.,.,.,.,.,.,.,.,.,"13,635","72,667"
JA12L,"Malignant Breast Disorders without Interventions, with CC Score 0-1",.,"2,260","5,818",.,"2,628",.,.,.,.,.,.,.,.,.,.,455,"11,161"
JA13A,Non-Malignant Breast Disorders with Interventions,"1,311","6,671",.,.,.,.,.,.,.,.,.,.,.,"1,872",.,.,"9,853"
JA13C,"Non-Malignant Breast Disorders without Interventions, with CC Score 0-3",457,"1,808",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,265"
JA18Z,Unilateral Minor Breast Procedures,"2,621","6,993","27,469","3,898","2,754",.,.,.,.,.,.,.,.,.,.,"4,742","48,477"
JA19Z,Bilateral Minor Breast Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,352","2,352"
JA20D,Unilateral Major Breast Procedures with CC Score 6+,"25,762","22,314","17,459",.,.,"8,513",.,.,.,.,.,.,.,.,.,"23,060","97,108"
JA20E,Unilateral Major Breast Procedures with CC Score 3-5,"110,183","85,174","161,743",.,"29,004",.,.,.,.,.,.,.,.,.,.,"116,375","502,479"
JA20F,Unilateral Major Breast Procedures with CC Score 0-2,"360,954","562,918","814,745","9,154","377,239","5,748",.,.,.,.,.,"3,443",.,.,.,"344,199","2,478,398"
JA21A,Bilateral Major Breast Procedures with CC Score 1+,"19,601","24,554","189,648",.,"5,089",.,.,.,.,.,.,"6,811",.,.,.,"43,193","288,896"
JA21B,Bilateral Major Breast Procedures with CC Score 0,"22,103","24,859","174,290",.,"41,923",.,.,.,.,.,.,"32,175",.,.,.,"37,220","332,570"
JA24D,Unilateral Intermediate Breast Procedures with CC Score 6+,"3,956",.,"9,473",.,.,.,.,.,.,.,.,.,.,"2,127",.,"1,567","17,122"
