HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
EB09B,Non-Interventional Congenital Cardiac Conditions with CC Score 0-2,.,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
EB10A,"Actual or Suspected Myocardial Infarction, with CC Score 13+",.,10,1,.,5,.,1,.,.,1,.,.,.,.,.,.,2,20
EB10B,"Actual or Suspected Myocardial Infarction, with CC Score 10-12",4,17,2,1,8,1,1,.,3,.,.,.,8,.,1,.,8,54
EB10C,"Actual or Suspected Myocardial Infarction, with CC Score 7-9",16,52,11,8,27,9,4,.,6,.,6,.,13,.,8,.,45,205
EB10D,"Actual or Suspected Myocardial Infarction, with CC Score 4-6",41,88,7,29,65,28,4,.,15,.,25,.,15,.,17,7,59,400
EB10E,"Actual or Suspected Myocardial Infarction, with CC Score 0-3",49,99,4,88,87,62,10,.,19,.,31,.,11,.,58,45,59,622
EB12A,Unspecified Chest Pain with CC Score 11+,4,2,1,.,3,.,3,.,3,.,.,.,1,.,4,.,14,35
EB12B,Unspecified Chest Pain with CC Score 5-10,147,155,60,43,114,62,61,.,66,.,68,.,123,.,49,54,202,"1,204"
EB12C,Unspecified Chest Pain with CC Score 0-4,480,822,130,175,401,225,95,.,198,.,509,.,598,.,264,"1,402",334,"5,633"
EB13A,Angina with CC Score 12+,2,5,.,.,.,2,1,.,.,.,.,.,.,.,1,.,1,12
EB13B,Angina with CC Score 8-11,8,23,6,1,11,11,10,.,5,.,2,.,8,.,5,.,17,107
EB13C,Angina with CC Score 4-7,63,173,32,48,68,47,10,.,45,.,32,.,35,.,44,7,60,664
EB13D,Angina with CC Score 0-3,49,198,15,61,88,59,11,.,24,.,91,.,26,.,58,13,36,729
EB14A,Other Acquired Cardiac Conditions with CC Score 13+,2,3,2,.,1,3,.,.,.,.,.,.,.,.,.,.,3,14
EB14B,Other Acquired Cardiac Conditions with CC Score 9-12,9,14,18,.,5,3,1,.,1,.,3,.,8,.,2,.,10,74
EB14C,Other Acquired Cardiac Conditions with CC Score 6-8,24,24,16,4,14,8,2,.,7,.,10,.,36,.,5,1,16,167
EB14D,Other Acquired Cardiac Conditions with CC Score 3-5,34,43,37,15,32,5,5,.,7,.,28,.,49,.,10,1,23,289
EB14E,Other Acquired Cardiac Conditions with CC Score 0-2,27,27,19,12,38,12,4,.,4,.,43,.,34,.,25,7,39,291
EB15B,Primary Pulmonary Hypertension with CC Score 4-8,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EC01A,"Congenital Cardiac Surgery with Intervention Score 58 or less, with Diagnosis Score 64 or less",.,.,.,.,1,.,.,.,.,.,.,.,19,.,.,.,.,20
EC01B,"Congenital Cardiac Surgery with Intervention Score 58 or less, with Diagnosis Score 65-117",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
EC02B,"Congenital Cardiac Surgery with Intervention Score 59-121, with Diagnosis Score 65-117",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ12L,"Major General Abdominal Procedures, 19 years and over, with CC Score 10+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ12M,"Major General Abdominal Procedures, 19 years and over, with CC Score 6-9",.,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,3
FZ12N,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5",.,2,.,.,1,.,.,.,.,.,.,.,2,.,.,.,1,6
FZ12P,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",2,1,.,2,5,2,.,.,.,.,.,.,5,.,.,.,6,23
FZ12Q,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",1,2,4,.,8,3,.,.,.,.,.,.,4,.,.,.,6,28
FZ12R,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 1+",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
FZ12S,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
FZ12U,"Major General Abdominal Procedures, 1 year and under, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ13C,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",45,6,18,1,9,4,1,.,4,.,7,.,36,.,7,.,15,153
FZ13D,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 18 years and under",.,1,.,.,1,3,.,.,.,.,.,.,.,.,.,.,1,6
FZ17E,"Abdominal Hernia Procedures, 19 years and over, with CC Score 4+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ17F,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3",2,.,1,.,.,.,.,.,.,.,1,.,2,.,.,.,.,6
FZ17G,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0",.,.,.,.,2,2,.,.,.,.,.,.,.,.,.,.,1,5
FZ18E,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ18F,"Inguinal, Umbilical or Femoral Hernia Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ18G,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
FZ18H,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5",1,.,.,.,2,.,.,.,.,.,.,.,2,.,1,.,1,7
FZ18J,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2",2,8,.,1,4,2,.,.,.,.,.,.,5,.,3,.,3,28
FZ18K,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0",4,2,.,4,6,5,.,.,.,.,1,.,9,.,2,.,2,35
FZ19A,"Herniotomy Procedures, 2 years and over",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
FZ19B,"Herniotomy Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,7
FZ20F,"Appendicectomy Procedures, 19 years and over, with CC Score 5+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,3
FZ20G,"Appendicectomy Procedures, 19 years and over, with CC Score 3-4",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ20H,"Appendicectomy Procedures, 19 years and over, with CC Score 1-2",3,3,.,1,11,.,.,.,.,.,1,.,9,.,4,.,6,38
FZ20J,"Appendicectomy Procedures, 19 years and over, with CC Score 0",33,24,8,9,67,24,.,.,.,.,11,.,61,.,5,.,33,275
FZ20L,"Appendicectomy Procedures, 18 years and under, with CC Score 1-2",1,1,.,3,2,2,.,.,.,.,.,.,6,.,.,.,.,15
FZ20M,"Appendicectomy Procedures, 18 years and under, with CC Score 0",19,27,2,13,42,20,.,.,.,.,4,.,12,.,8,.,9,156
FZ21B,"Major Anal Procedures, 18 years and under",.,2,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,3
FZ21C,"Major Anal Procedures, 19 years and over, with CC Score 1+",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,3
FZ21D,"Major Anal Procedures, 19 years and over, with CC Score 0",7,2,1,5,3,2,.,.,.,.,2,.,7,.,.,.,3,32
FZ22B,"Intermediate Anal Procedures, 18 years and under",9,3,.,7,12,5,.,.,.,.,1,.,9,.,2,.,6,54
FZ22C,"Intermediate Anal Procedures, 19 years and over, with CC Score 3+",.,.,.,1,1,.,.,.,.,.,.,.,.,.,1,.,.,3
FZ22D,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2",7,8,1,2,5,3,.,.,.,.,2,.,16,.,1,.,6,51
FZ22E,"Intermediate Anal Procedures, 19 years and over, with CC Score 0",61,49,6,32,47,37,.,.,.,.,14,.,81,.,18,.,45,390
FZ23A,"Minor Anal Procedures, 19 years and over",.,.,.,4,.,1,.,.,.,.,.,.,.,.,5,.,1,11
FZ24E,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",3,2,.,1,2,.,.,.,.,.,.,.,10,.,.,.,.,18
FZ24F,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ24G,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",1,5,1,.,2,.,.,.,.,.,.,.,1,.,.,.,.,10
FZ24H,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",5,3,4,1,4,3,.,.,1,.,2,.,5,.,1,.,1,30
FZ24J,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",4,6,8,2,2,2,.,.,.,.,3,.,9,.,4,.,.,40
FZ27D,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ27E,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 3+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ27F,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,1,.,.,1,.,.,.,.,.,1,.,1,.,.,.,.,4
FZ27G,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",1,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,2,5
FZ36K,"Gastrointestinal Infections with Single Intervention, with CC Score 2-4",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ36M,"Gastrointestinal Infections without Interventions, with CC Score 8+",1,1,.,.,2,.,.,.,1,.,.,.,9,.,2,.,18,34
FZ36N,"Gastrointestinal Infections without Interventions, with CC Score 5-7",12,8,7,1,3,1,.,.,4,.,7,.,55,.,6,.,26,130
FZ36P,"Gastrointestinal Infections without Interventions, with CC Score 2-4",54,25,30,3,32,16,6,.,8,.,51,.,192,.,20,.,96,533
FZ36Q,"Gastrointestinal Infections without Interventions, with CC Score 0-1",96,56,30,7,56,42,11,.,11,.,93,.,352,.,46,.,159,959
FZ37P,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,21,.,1,.,.,.,.,.,.,1,.,2,.,3,.,21,49
FZ37Q,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",3,45,8,4,1,.,.,.,2,.,1,.,6,.,6,.,14,90
FZ37R,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",12,132,13,14,7,5,.,.,.,.,3,.,36,.,14,.,40,276
FZ37S,"Inflammatory Bowel Disease without Interventions, with CC Score 0",36,116,44,19,26,3,.,.,6,.,3,.,142,.,10,.,53,458
FZ38L,"Gastrointestinal Bleed with Single Intervention, with CC Score 0-4",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ38M,"Gastrointestinal Bleed without Interventions, with CC Score 9+",1,6,.,.,.,.,.,.,.,.,1,.,2,.,.,.,5,15
FZ38N,"Gastrointestinal Bleed without Interventions, with CC Score 5-8",10,24,9,3,2,5,.,.,.,.,3,.,41,.,1,.,39,137
FZ38P,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",147,152,70,30,52,25,1,.,3,.,67,.,390,1,53,.,205,"1,196"
FZ42A,"Wireless Capsule Endoscopy, 19 years and over",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ49F,"Nutritional Disorders without Interventions, with CC Score 6+",1,.,2,.,3,.,.,.,.,.,.,.,1,.,1,.,6,14
FZ49G,"Nutritional Disorders without Interventions, with CC Score 2-5",17,21,6,.,4,1,.,.,1,.,3,.,8,.,5,.,22,88
FZ49H,"Nutritional Disorders without Interventions, with CC Score 0-1",15,12,11,.,1,3,1,.,2,.,7,.,18,.,6,.,3,79
FZ50Z,"Intermediate Large Intestine Procedures, 19 years and over",4,9,.,1,22,2,.,.,1,.,1,.,13,.,3,.,7,63
FZ51Z,"Diagnostic Colonoscopy, 19 years and over",9,6,14,.,2,7,.,.,1,.,9,.,1,.,.,.,1,50
FZ52Z,"Diagnostic Colonoscopy with Biopsy, 19 years and over",16,8,2,1,2,2,2,.,.,.,2,.,1,.,.,.,.,36
FZ53Z,"Therapeutic Colonoscopy, 19 years and over",14,1,1,1,3,2,.,.,.,.,.,.,.,.,.,.,1,23
FZ54Z,"Diagnostic Flexible Sigmoidoscopy, 19 years and over",35,33,26,4,15,8,.,.,1,.,26,.,11,.,4,.,12,175
FZ55Z,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over",39,34,31,.,1,2,2,.,3,.,11,.,10,.,1,.,6,140
FZ56Z,"Therapeutic Flexible Sigmoidoscopy, 19 years and over",8,7,1,1,1,1,.,.,.,.,2,.,5,.,.,.,1,27
FZ57Z,"Diagnostic or Therapeutic, Rigid Sigmoidoscopy, 19 years and over",7,2,.,.,4,6,.,.,.,.,2,.,12,.,2,.,2,37
FZ58A,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,2,1,.,.,1,.,.,.,.,.,.,.,.,1,.,15,20
FZ58B,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
FZ59Z,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over",4,5,9,.,1,1,.,.,1,.,.,.,2,.,2,.,4,29
FZ60Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",146,176,162,11,35,36,2,.,5,.,54,.,71,.,9,.,24,731
FZ61Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over",171,215,157,21,22,27,1,.,5,.,109,.,66,.,12,.,38,844
FZ62A,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years",6,2,6,2,1,4,.,.,.,.,2,.,10,.,.,.,.,33
FZ62B,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, 1 year and under",.,1,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
FZ63Z,Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures,4,1,8,.,1,.,1,.,.,.,3,.,1,.,.,.,2,21
FZ64A,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 19 years and over",4,4,11,2,.,1,.,.,.,.,6,.,2,.,.,.,1,31
FZ64B,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 18 years and under",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ65Z,Combined Upper and Lower Gastrointestinal Tract Therapeutic Endoscopic Procedures,4,1,2,.,1,.,.,.,.,.,.,.,.,.,.,.,.,8
FZ66C,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,2
FZ66D,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 5-7",1,.,.,.,1,.,.,.,.,.,1,.,.,.,.,.,4,7
FZ66E,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 2-4",.,.,1,.,1,2,.,.,.,.,1,.,7,.,.,.,6,18
FZ66F,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,4,.,.,.,.,.,.,.,1,.,.,.,2,7
FZ67F,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,1,.,.,1,.,.,.,.,.,.,.,2,.,.,.,.,4
FZ68K,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ68L,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,9
FZ69C,"Complex Small Intestine Procedures, 19 years and over, with CC Score 7+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
FZ69D,"Complex Small Intestine Procedures, 19 years and over, with CC Score 3-6",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
FZ69E,"Complex Small Intestine Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1,2
FZ70Z,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",41,25,21,1,4,6,.,.,1,.,10,.,8,.,.,.,7,124
FZ71D,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 7+,1,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,2
FZ71E,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6,1,.,1,.,.,.,.,.,.,.,1,.,.,.,.,.,2,5
FZ71F,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,2,1,15,1,.,.,.,.,.,.,.,.,.,.,.,.,3,22
FZ71G,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,2,1,18,.,.,1,.,.,.,.,.,.,.,.,.,.,.,22
FZ73C,Very Complex Large Intestine Procedures with CC Score 9+,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
FZ73D,Very Complex Large Intestine Procedures with CC Score 6-8,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
FZ73E,Very Complex Large Intestine Procedures with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
FZ73F,Very Complex Large Intestine Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,2
FZ74C,"Complex Large Intestine Procedures, 19 years and over, with CC Score 9+",.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1,3
FZ74D,"Complex Large Intestine Procedures, 19 years and over, with CC Score 6-8",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,4
FZ74E,"Complex Large Intestine Procedures, 19 years and over, with CC Score 3-5",1,2,.,.,1,3,.,.,.,.,.,.,4,.,.,.,5,16
FZ74F,"Complex Large Intestine Procedures, 19 years and over, with CC Score 0-2",.,1,.,1,8,.,.,.,.,.,.,.,10,.,.,.,7,27
FZ75D,"Proximal Colon Procedures, 19 years and over, with CC Score 3-5",.,.,.,2,1,.,.,.,.,.,.,.,1,.,.,.,1,5
FZ75E,"Proximal Colon Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,2,.,.,.,.,.,.,.,3,.,.,.,.,5
FZ76C,"Distal Colon Procedures, 19 years and over, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ76D,"Distal Colon Procedures, 19 years and over, with CC Score 0-2",.,.,1,.,.,1,.,.,.,.,.,.,1,.,.,.,.,3
FZ77D,"Major Large Intestine Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
FZ77E,"Major Large Intestine Procedures, 19 years and over, with CC Score 0",.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
FZ78A,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
FZ78C,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ78D,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ80E,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2
FZ81C,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4+",.,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
FZ81D,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
FZ81E,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,1,.,.,.,.,.,.,.,1,.,1,.,.,3
FZ82C,"Very Complex or Complex, Oesophageal, Stomach or Duodenum Procedures, 18 years and under, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ83E,"Major, Oesophageal, Stomach or Duodenum Procedures, 1 year and under, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ83F,"Major, Oesophageal, Stomach or Duodenum Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
FZ83G,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 7+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ83H,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,1,4
FZ83J,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",.,2,.,.,1,.,.,.,.,.,.,.,6,.,.,.,2,11
FZ83K,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,2,1,.,3,1,.,.,.,.,.,.,1,.,.,.,.,8
FZ87E,Complex Hernia Procedures with CC Score 3-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
FZ87F,Complex Hernia Procedures with CC Score 1-2,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1,2
FZ87G,Complex Hernia Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ88A,"Insertion of Gastrostomy Tube, 19 years and over",8,48,6,.,.,.,.,.,3,.,16,.,2,.,.,.,2,85
FZ89Z,"Complex Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
FZ90B,Abdominal Pain without Interventions,499,349,73,123,363,189,7,.,15,.,165,.,"1,068",.,207,90,396,"3,544"
FZ91B,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 5-7",.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,.,.,2
FZ91G,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-4",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ91H,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",.,.,1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,2
FZ91J,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 11+",2,.,.,.,1,4,.,.,.,.,1,.,.,.,.,.,2,10
FZ91K,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10",31,31,46,4,12,7,.,.,8,.,2,.,40,.,13,.,62,256
FZ91L,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",124,174,53,22,59,26,6,.,10,.,36,.,241,.,40,1,166,958
FZ91M,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",394,596,162,91,346,157,20,.,51,.,229,.,"1,113",.,210,9,437,"3,815"
FZ92G,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 9+",1,1,1,.,2,1,.,.,.,.,.,.,.,.,.,.,4,10
FZ92H,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 5-8",3,14,18,1,5,2,1,.,2,.,4,.,11,.,3,.,26,90
FZ92J,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-4",10,8,21,1,8,2,.,.,1,.,2,.,12,.,5,.,17,87
FZ92K,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",30,49,52,2,11,2,.,.,4,.,5,.,40,.,4,.,29,228
GA03D,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
GA03E,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
GA06C,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
GA06D,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
GA07C,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
GA07D,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 1-2",.,.,.,.,1,1,.,.,.,.,.,.,2,.,.,.,1,5
GA07E,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
GA10G,"Open or Laparoscopic Cholecystectomy, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
GA10J,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 1-3",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
GA10K,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 0",1,1,1,.,1,1,.,.,.,.,.,.,15,.,.,.,1,21
GA10L,"Open Cholecystectomy, 19 years and over, with CC Score 3+",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,2,3
GA10M,"Open Cholecystectomy, 19 years and over, with CC Score 1-2",1,.,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,3
GA11Z,Pancreatic Necrosectomy,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
GB01C,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 7+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
GB01F,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,.,3,.,.,.,.,4
GB03C,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 8+",.,1,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,3
GB03D,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,1,.,7,.,.,.,.,8
GB03E,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 2-4",2,3,1,2,.,1,.,.,.,.,.,.,10,.,.,.,2,21
GB03F,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",3,.,.,.,.,6,.,.,.,.,1,.,9,.,.,.,.,19
GB04D,"Minor, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, 19 years and over",4,.,5,.,1,.,.,.,.,.,1,.,4,.,2,.,.,17
GB05G,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,.,2,4
GB05H,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,3,.,4,1,.,.,.,.,.,.,4,.,.,.,.,.,.,12
