HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tryone,SouthWestAcute,Tyrone County,Ulster,N. Ireland Total Cost,
HN62A,110,Very Major Elbow Procedures for Non-Trauma with CC Score 2+,"11,240",.,.,.,.,.,.,"10,000",.,.,.,.,.,.,.,.,.,"21,240",
HN62B,110,Very Major Elbow Procedures for Non-Trauma with CC Score 0-1,"39,167",.,.,.,.,.,.,"26,908",.,.,.,.,.,.,.,.,.,"66,075",
HN63A,110,Major Elbow Procedures for Non-Trauma with CC Score 2+,.,.,.,.,.,.,.,"2,417",.,.,.,.,.,.,.,.,.,"2,417",
HN63B,110,Major Elbow Procedures for Non-Trauma with CC Score 0-1,"9,455",.,.,.,"9,925",.,.,"63,396",.,.,.,.,"4,706",.,.,.,"3,098","90,580",
HN64A,110,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,"12,933",.,.,.,.,.,.,.,.,"5,290","18,224",
HN64B,110,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","11,391",.,.,.,"8,017",.,.,"73,693",.,.,.,.,"5,749",.,.,.,"5,991","104,841",
HN64C,110,"Intermediate Elbow Procedures for Non-Trauma, between 6 and 18 years","18,206",.,.,.,"1,720",.,.,"19,503",.,.,.,.,"6,678",.,.,.,"1,152","47,258",
HN64D,110,"Intermediate Elbow Procedures for Non-Trauma, 5 years and under","9,103",.,.,.,.,.,.,"5,550",.,.,.,.,.,.,.,.,.,"14,653",
HN65Z,110,Minor Elbow Procedures for Non-Trauma,"7,664",.,.,.,"3,722",.,.,"14,281",.,.,.,.,"8,205",.,.,.,"1,004","34,876",
HN65Z,150,Minor Elbow Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,"10,819",.,.,.,.,"10,819",
HN65Z,160,Minor Elbow Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,859","2,859",
HN80B,110,"Very Complex, Hip or Knee Procedures for Non-Trauma, with CC score 6-8",.,.,.,.,.,.,.,"38,730",.,.,.,.,.,.,.,.,.,"38,730",
HN80C,110,"Very Complex, Hip or Knee Procedures for Non-Trauma, with CC score 3-5",.,.,.,.,.,.,.,"43,254",.,.,.,.,.,.,.,.,.,"43,254",
HN80D,110,"Very Complex, Hip or Knee Procedures for Non-Trauma, with CC score 0-2","17,938",.,.,.,.,.,.,"9,698",.,.,.,.,.,.,.,.,.,"27,636",
HN81A,110,"Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 9+",.,.,.,.,.,.,.,"10,392",.,.,.,.,.,.,.,.,.,"10,392",
HN81B,110,"Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 6-8","20,635",.,.,.,.,.,.,"14,450",.,.,.,.,"7,123",.,.,.,.,"42,208",
HN81C,100,"Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 4-5",.,.,.,.,.,.,.,.,.,.,.,.,"3,837",.,.,.,.,"3,837",
HN81C,110,"Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 4-5","50,467",.,.,.,"5,901",.,.,"95,172",.,.,.,.,"19,107",.,.,.,"3,070","173,717",
HN81D,110,"Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 2-3","55,066",.,.,.,"73,689",.,.,"261,644",.,.,.,.,"7,502",.,.,.,"12,853","410,753",
HN81D,160,"Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,135","10,135",
HN81E,110,"Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 0-1","145,983",.,.,.,"132,093",.,.,"516,067",.,.,.,.,"32,419",.,.,.,"3,070","829,631",
HN85Z,110,"Very Complex, Foot, Hand, Shoulder or Elbow Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,.,"8,566",.,.,.,.,"8,566",
HN86A,110,"Complex, Foot, Hand, Shoulder or Elbow Procedures for Non-Trauma, with CC Score 2+","7,886",.,.,.,.,.,.,"31,322",.,.,.,.,"11,531",.,.,.,.,"50,739",
HN86B,110,"Complex, Foot, Hand, Shoulder or Elbow Procedures for Non-Trauma, with CC Score 0-1",.,.,.,.,"7,884",.,.,"58,448",.,.,.,.,.,.,.,.,.,"66,332",
HN93Z,110,"Other Muscle, Tendon, Fascia or Ligament Procedures","16,630",.,.,.,"11,301",.,.,.,.,.,.,.,.,.,.,.,.,"27,932",
HN93Z,140,"Other Muscle, Tendon, Fascia or Ligament Procedures","3,375",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,375",
HN93Z,502,"Other Muscle, Tendon, Fascia or Ligament Procedures",.,.,"3,091",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,091",
HT12B,110,Very Major Hip Procedures for Trauma with CC Score 9-11,.,.,.,.,.,.,.,.,.,.,.,.,"7,676",.,.,.,.,"7,676",
HT12C,110,Very Major Hip Procedures for Trauma with CC Score 6-8,.,.,.,.,.,.,.,.,.,.,.,.,"6,491",.,.,.,.,"6,491",
HT12D,110,Very Major Hip Procedures for Trauma with CC Score 3-5,.,.,.,.,.,.,.,"6,900",.,.,.,.,"18,798",.,.,.,.,"25,698",
HT12E,110,Very Major Hip Procedures for Trauma with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"12,653",.,.,.,.,"12,653",
HT13C,110,Major Hip Procedures for Trauma with CC 6-8,"2,252",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,670","10,923",
HT13D,110,Major Hip Procedures for Trauma with CC 3-5,.,.,.,.,.,.,.,.,.,.,.,.,"3,955",.,.,.,.,"3,955",
HT13E,110,Major Hip Procedures for Trauma with CC 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"8,452",.,.,.,.,"8,452",
HT14A,110,Intermediate Hip Procedures for Trauma with CC Score 4+,.,.,.,.,.,.,.,"23,820",.,.,.,.,.,.,.,.,.,"23,820",
HT14B,110,Intermediate Hip Procedures for Trauma with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,541","2,541",
HT14C,110,Intermediate Hip Procedures for Trauma with CC Score 0-1,"13,830",.,.,.,.,.,.,"2,267",.,.,.,.,"7,679",.,.,.,"2,072","25,847",
HT15Z,110,Minor Hip Procedures for Trauma,.,.,.,.,.,.,.,"2,097",.,.,.,.,"4,186",.,.,.,"1,299","7,582",
HT22A,110,Very Major Knee Procedures for Trauma with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,"9,588",.,.,.,.,"9,588",
HT22C,110,Very Major Knee Procedures for Trauma with CC Score 0-1,"3,953",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,953",
HT23B,110,"Major Knee Procedures for Trauma, 19 years and over, with CC Score 2-3","4,166",.,.,.,.,.,.,.,.,.,.,.,"1,216",.,.,.,.,"5,383",
HT23C,110,"Major Knee Procedures for Trauma, 19 years and over, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,"3,421",.,.,.,"3,012","6,433",
HT23D,110,"Major Knee Procedures for Trauma, 19 years and over, with CC Score 0","6,851",.,.,.,"4,643",.,.,"6,661",.,.,.,.,"21,996",.,.,.,"7,059","47,209",
HT23E,110,"Major Knee Procedures for Trauma, 18 years and under",.,.,.,.,.,.,.,"3,132",.,.,.,.,"13,158",.,.,.,"3,618","19,909",
HT24A,110,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,"1,773",.,.,.,.,"7,725",.,.,.,"1,565","11,064",
HT24B,110,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 1",.,.,.,.,.,.,.,"4,378",.,.,.,.,.,.,.,.,.,"4,378",
HT24C,110,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 0","14,845",.,.,.,.,.,.,"19,699",.,.,.,.,"5,798",.,.,.,"8,810","49,153",
HT24D,110,"Intermediate Knee Procedures for Trauma, 18 years and under","12,744",.,.,.,.,.,.,"5,513",.,.,.,.,"15,733",.,.,.,"1,565","35,556",
HT25Z,110,Minor Knee Procedures for Trauma,"3,209",.,.,.,.,.,.,"1,854",.,.,.,.,"6,717",.,.,.,.,"11,781",
HT32C,110,Very Major Foot Procedures for Trauma with CC Score 0-1,"7,727",.,.,.,.,.,.,"3,841",.,.,.,.,"28,460",.,.,.,.,"40,028",
HT33A,110,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,"7,979",.,.,.,.,"7,979",
HT33B,110,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 2-3","5,350",.,.,.,.,.,.,.,.,.,.,.,"8,695",.,.,.,"6,244","20,289",
HT33C,110,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 1","3,249",.,.,.,.,.,.,"2,105",.,.,.,.,"3,181",.,.,.,"11,698","20,233",
HT33D,110,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 0","89,812",.,.,.,"17,285",.,.,"19,968",.,.,.,.,"70,603",.,.,.,"44,386","242,054",
HT33E,110,"Major Foot Procedures for Trauma, 18 years and under",.,.,.,.,"3,673",.,.,"5,948",.,.,.,.,"9,480",.,.,.,"5,097","24,198",
HT34B,110,"Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 2-3","2,252",.,.,.,.,.,.,"2,762",.,.,.,.,"11,323",.,.,.,.,"16,337",
HT34C,110,"Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 1",.,.,.,.,"3,951",.,.,.,.,.,.,.,"9,007",.,.,.,"5,154","18,112",
HT34D,110,"Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 0","10,830",.,.,.,"3,958",.,.,"21,897",.,.,.,.,"63,293",.,.,.,"36,527","136,506",
HT34E,110,"Intermediate Foot Procedures for Trauma, 18 years and under","10,772",.,.,.,.,.,.,"3,462",.,.,.,.,"27,881",.,.,.,"7,117","49,232",
HT35Z,110,Minor Foot Procedures for Trauma,.,.,.,.,"1,168",.,.,.,.,.,.,.,"2,666",.,.,.,"2,549","6,383",
HT42A,110,Very Major Hand Procedures for Trauma with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,"3,266",.,.,.,"4,782","8,049",
HT42B,110,Very Major Hand Procedures for Trauma with CC Score 0-1,"33,299",.,.,.,"18,086",.,.,.,.,.,.,.,"12,968",.,.,.,"8,622","72,974",
HT43A,110,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,"7,464",.,.,.,.,"7,464",
HT43B,110,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 2-3","14,532",.,.,.,"3,092",.,.,.,.,.,.,.,"16,252",.,.,.,"28,761","62,637",
HT43C,110,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 0-1","125,588",.,.,.,"110,418",.,.,"25,631",.,.,.,.,"228,499",.,.,.,"163,315","653,451",
HT43C,160,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,902","1,902",
HT43D,110,"Major Hand Procedures for Trauma, between 6 and 18 years","23,614",.,.,.,"13,098",.,.,"4,828",.,.,.,.,"30,028",.,.,.,"22,398","93,966",
HT43E,110,"Major Hand Procedures for Trauma, 5 years and under","1,821",.,.,.,.,.,.,.,.,.,.,.,"2,517",.,.,.,.,"4,337",
HT44B,110,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 2-3","1,821",.,.,.,.,.,.,"2,821",.,.,.,.,"1,180",.,.,.,"6,900","12,722",
HT44B,160,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,791","3,791",
HT44C,110,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 0-1","35,700",.,.,.,"15,301",.,.,"18,098",.,.,.,.,"23,068",.,.,.,"37,015","129,182",
HT44C,160,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,568","3,568",
HT44D,110,"Intermediate Hand Procedures for Trauma, between 6 and 18 years","43,169",.,.,.,.,.,.,"2,855",.,.,.,.,"20,927",.,.,.,"18,224","85,175",
HT44D,160,"Intermediate Hand Procedures for Trauma, between 6 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,332","3,332",
HT44E,110,"Intermediate Hand Procedures for Trauma, 5 years and under","1,821",.,.,.,.,.,.,.,.,.,.,.,"6,063",.,.,.,"1,004","8,888",
HT44E,160,"Intermediate Hand Procedures for Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,276",.,.,.,.,"2,276",
HT45Z,110,Minor Hand Procedures for Trauma,"2,778",.,.,.,.,.,.,"11,758",.,.,.,.,"1,723",.,.,.,"5,549","21,807",
HT52A,110,Very Major Shoulder Procedures for Trauma with CC Score 4+,.,.,.,.,"8,536",.,.,.,.,.,.,.,"3,933",.,.,.,.,"12,469",
HT52B,110,Very Major Shoulder Procedures for Trauma with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,"5,537",.,.,.,.,"5,537",
HT52C,110,Very Major Shoulder Procedures for Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"10,263",.,.,.,"6,778","17,041",
HT53B,110,"Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 2-3","11,848",.,.,.,"3,490",.,.,"9,272",.,.,.,.,"3,297",.,.,.,"3,250","31,157",
HT53C,110,"Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 1","3,249",.,.,.,"5,422",.,.,.,.,.,.,.,"34,357",.,.,.,"13,318","56,345",
HT53D,110,"Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 0","29,200",.,.,.,"37,339",.,.,"15,762",.,.,.,.,"72,473",.,.,.,"44,789","199,562",
HT54A,110,Intermediate Shoulder Procedures for Trauma with CC Score 4+,"2,778",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,778",
HT54B,110,Intermediate Shoulder Procedures for Trauma with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,"4,005",.,.,.,.,"4,005",
HT54C,110,Intermediate Shoulder Procedures for Trauma with CC Score 1,"1,914",.,.,.,.,.,.,"2,193",.,.,.,.,"3,112",.,.,.,"3,876","11,094",
HT54D,110,Intermediate Shoulder Procedures for Trauma with CC Score 0,"5,987",.,.,.,.,.,.,"22,206",.,.,.,.,"13,226",.,.,.,"13,517","54,936",
HT55Z,110,Minor Shoulder Procedures for Trauma,"1,389",.,.,.,"2,293",.,.,"4,247",.,.,.,.,"6,537",.,.,.,.,"14,466",
HT62A,110,Very Major Elbow Procedures for Trauma with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,"4,744",.,.,.,.,"4,744",
HT62B,110,Very Major Elbow Procedures for Trauma with CC score 0-1,.,.,.,.,"7,648",.,.,.,.,.,.,.,"8,016",.,.,.,.,"15,664",
HT63A,110,"Major Elbow Procedures for Trauma, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,205","3,205",
HT63B,110,"Major Elbow Procedures for Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,"3,402",.,.,"2,326",.,.,.,.,"7,514",.,.,.,"1,742","14,983",
HT63C,110,"Major Elbow Procedures for Trauma, 19 years and over, with CC Score 1",.,.,.,.,.,.,.,"2,109",.,.,.,.,"11,580",.,.,.,"3,897","17,586",
HT63D,110,"Major Elbow Procedures for Trauma, 19 years and over, with CC Score 0","6,232",.,.,.,"13,731",.,.,"20,795",.,.,.,.,"41,731",.,.,.,"23,719","106,208",
HT63E,110,"Major Elbow Procedures for Trauma, between 6 and 18 years","11,733",.,.,.,"4,304",.,.,"1,756",.,.,.,.,"43,587",.,.,.,"7,745","69,125",
HT63F,110,"Major Elbow Procedures for Trauma, 5 years and under","8,365",.,.,.,.,.,.,.,.,.,.,.,"31,838",.,.,.,.,"40,202",
HT64A,110,"Intermediate Elbow Procedures for Trauma, 19 years and over, with CC Score 1+","6,419",.,.,.,.,.,.,.,.,.,.,.,"4,355",.,.,.,"5,523","16,297",
HT64B,110,"Intermediate Elbow Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,"1,312",.,.,"3,005",.,.,.,.,"9,196",.,.,.,"6,686","20,198",
HT64C,110,"Intermediate Elbow Procedures for Trauma, between 6 and 18 years","13,176",.,.,.,.,.,.,"4,275",.,.,.,.,"19,886",.,.,.,"1,299","38,636",
HT64D,110,"Intermediate Elbow Procedures for Trauma, 5 years and under","26,352",.,.,.,.,.,.,.,.,.,.,.,"20,637",.,.,.,.,"46,989",
HT65Z,110,Minor Elbow Procedures for Trauma,"1,389",.,.,.,.,.,.,.,.,.,.,.,"1,415",.,.,.,.,"2,804",
HT81C,110,"Complex, Hip or Knee Procedures for Trauma, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"17,645",.,.,.,.,"17,645",
JA12E,100,"Malignant Breast Disorders with Interventions, with CC Score 3-6",.,.,"3,757",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,757",
JA12F,100,"Malignant Breast Disorders with Interventions, with CC Score 0-2",.,"3,922","5,016",.,"3,060",.,.,.,.,.,.,.,.,.,.,.,"1,574","13,571",
JA12F,502,"Malignant Breast Disorders with Interventions, with CC Score 0-2","1,612",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,612",
JA12F,800,"Malignant Breast Disorders with Interventions, with CC Score 0-2",.,.,"2,397",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,397",
JA12G,800,"Malignant Breast Disorders without Interventions, with CC Score 9+",.,.,"9,172",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,172",
JA12H,800,"Malignant Breast Disorders without Interventions, with CC Score 6-8",.,.,"12,032",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"12,032",
JA12J,100,"Malignant Breast Disorders without Interventions, with CC Score 4-5",.,.,"3,033",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,033",
JA12J,160,"Malignant Breast Disorders without Interventions, with CC Score 4-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,910","2,910",
JA12J,300,"Malignant Breast Disorders without Interventions, with CC Score 4-5",.,.,.,.,"1,504",.,.,.,.,.,.,.,.,.,.,.,"2,185","3,689",
JA12J,370,"Malignant Breast Disorders without Interventions, with CC Score 4-5",.,.,"9,248",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,248",
JA12J,800,"Malignant Breast Disorders without Interventions, with CC Score 4-5",.,.,"6,721",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,721",
JA12K,100,"Malignant Breast Disorders without Interventions, with CC Score 2-3","5,801",444,"1,212",.,439,.,.,.,.,.,.,.,.,.,.,.,.,"7,897",
JA12K,300,"Malignant Breast Disorders without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,642","3,642",
JA12K,370,"Malignant Breast Disorders without Interventions, with CC Score 2-3",.,.,713,.,.,.,.,.,.,.,.,.,.,.,.,.,.,713,
JA12K,800,"Malignant Breast Disorders without Interventions, with CC Score 2-3",.,.,"10,952",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,952",
JA12L,100,"Malignant Breast Disorders without Interventions, with CC Score 0-1",.,889,.,.,"3,951",.,.,.,.,.,.,.,.,.,.,.,.,"4,840",
JA12L,120,"Malignant Breast Disorders without Interventions, with CC Score 0-1",577,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,577,
JA12L,300,"Malignant Breast Disorders without Interventions, with CC Score 0-1",.,.,540,.,.,.,.,.,.,.,.,.,.,.,.,.,.,540,
JA12L,370,"Malignant Breast Disorders without Interventions, with CC Score 0-1",.,.,"19,601",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19,601",
JA12L,502,"Malignant Breast Disorders without Interventions, with CC Score 0-1",.,.,571,.,.,.,.,.,.,.,.,.,.,.,.,.,.,571,
JA12L,800,"Malignant Breast Disorders without Interventions, with CC Score 0-1",.,.,"23,966",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"23,966",
JA13A,100,Non-Malignant Breast Disorders with Interventions,"3,642",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,642",
JA13C,100,"Non-Malignant Breast Disorders without Interventions, with CC Score 0-3",893,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,893,
JA13C,160,"Non-Malignant Breast Disorders without Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,400","2,400",
JA20D,100,Unilateral Major Breast Procedures with CC Score 6+,"14,448","19,709","53,046",.,"9,119",.,.,.,.,.,.,.,.,.,.,.,"12,469","108,791",
JA20E,100,Unilateral Major Breast Procedures with CC Score 3-5,"76,097","100,220","155,911",.,"48,550","2,431",.,.,.,.,.,.,.,.,.,.,"74,476","457,686",
JA20E,160,Unilateral Major Breast Procedures with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"11,564","11,564",
JA20F,100,Unilateral Major Breast Procedures with CC Score 0-2,"473,231","435,494","570,533","6,149","427,695","11,310",.,.,.,.,.,.,.,.,.,.,"220,697","2,145,108",
JA20F,160,Unilateral Major Breast Procedures with CC Score 0-2,.,.,"6,920",.,.,.,.,.,.,.,.,.,"12,465",.,.,.,"40,214","59,599",
JA20F,502,Unilateral Major Breast Procedures with CC Score 0-2,.,.,"4,900",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,900",
JA21A,100,Bilateral Major Breast Procedures with CC Score 1+,"7,572","21,405","130,291",.,"27,920",.,.,.,.,.,.,.,.,.,.,.,"25,186","212,374",
JA21A,160,Bilateral Major Breast Procedures with CC Score 1+,.,.,"21,777",.,.,.,.,.,.,.,.,.,.,.,.,.,"35,690","57,467",
JA21B,100,Bilateral Major Breast Procedures with CC Score 0,"21,232","16,504","97,370",.,"11,856",.,.,.,.,.,.,.,.,.,"12,314",.,"20,214","179,490",
JA21B,160,Bilateral Major Breast Procedures with CC Score 0,.,.,"18,662",.,.,.,.,.,.,.,.,.,"6,753",.,.,.,"42,137","67,552",
JA21B,502,Bilateral Major Breast Procedures with CC Score 0,.,.,"2,731",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,731",
JA30Z,100,Unilateral Delayed Pedicled Myocutaneous Breast Reconstruction,"11,026","37,633","9,786",.,"40,754",.,.,.,.,.,.,.,.,.,.,.,.,"99,199",
JA30Z,160,Unilateral Delayed Pedicled Myocutaneous Breast Reconstruction,.,.,"4,933",.,.,.,.,.,.,.,.,.,"12,780",.,.,.,"17,719","35,432",
JA31Z,100,Bilateral Delayed Pedicled Myocutaneous Breast Reconstruction,.,"2,951","17,756",.,"14,149",.,.,.,.,.,.,.,.,.,.,.,.,"34,856",
JA31Z,160,Bilateral Delayed Pedicled Myocutaneous Breast Reconstruction,.,.,"22,096",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,229","28,325",
JA32Z,100,Unilateral Excision of Breast with Immediate Pedicled Myocutaneous Flap Reconstruction,"35,179","55,723","171,126",.,"43,447",.,.,.,.,.,.,.,.,.,.,.,"69,598","375,072",
JA32Z,160,Unilateral Excision of Breast with Immediate Pedicled Myocutaneous Flap Reconstruction,.,.,"15,284",.,.,.,.,.,.,.,.,.,.,.,.,.,"24,949","40,232",
JA32Z,502,Unilateral Excision of Breast with Immediate Pedicled Myocutaneous Flap Reconstruction,.,.,"12,247",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"12,247",
JA33Z,100,Bilateral Excision of Breast with Immediate Pedicled Myocutaneous Flap Reconstruction,"25,723","11,097","173,642",.,"40,640",.,.,.,.,.,.,.,.,.,.,.,"2,721","253,822",
JA33Z,160,Bilateral Excision of Breast with Immediate Pedicled Myocutaneous Flap Reconstruction,.,.,"22,356",.,.,.,.,.,.,.,.,.,.,.,.,.,"49,462","71,818",
JA34Z,100,Unilateral Delayed Free Perforator Flap Breast Reconstruction,"10,321",.,"2,655",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,378","19,355",
JA34Z,160,Unilateral Delayed Free Perforator Flap Breast Reconstruction,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,830","3,830",
JA36Z,100,Unilateral Excision of Breast with Immediate Free Perforator Flap Reconstruction,.,.,"11,812",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,880","15,692",
JA38A,100,"Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 5+",.,"25,651","55,724",.,.,"7,732",.,.,.,.,.,.,.,.,.,.,"15,690","104,797",
JA38B,100,"Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 2-4","32,662","51,321","94,072",.,"35,820","13,336",.,.,.,.,.,.,.,.,.,.,"42,018","269,229",
JA38C,100,"Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 0-1","117,116","89,770","106,014",.,"94,592","40,860",.,.,.,.,.,.,.,.,.,.,"33,989","482,341",
JA39Z,100,Bilateral Major Breast Procedures with Lymph Node Clearance,"27,609","9,778","30,360",.,"5,953","7,258",.,.,.,.,.,.,.,.,.,.,"1,819","82,777",
JA40Z,100,Unilateral Therapeutic Mammoplasty,.,"2,080",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,080",
JA41Z,100,Bilateral Therapeutic Mammoplasty,.,.,"12,963",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,250","17,212",
JA42Z,100,Bilateral Intermediate Breast Procedures,"2,821","3,478","1,766",.,"9,825",.,.,.,.,.,.,.,.,.,.,.,.,"17,890",
JA43A,100,Unilateral Intermediate Breast Procedures with CC Score 3+,"2,375","1,810","14,986",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,360","20,531",
JA43B,100,Unilateral Intermediate Breast Procedures with CC Score 0-2,"36,556","14,369","34,440",.,"25,037","3,039",.,.,.,.,.,.,.,.,.,.,"4,554","117,994",
JA43B,160,Unilateral Intermediate Breast Procedures with CC Score 0-2,.,.,"2,506",.,.,.,.,.,.,.,.,.,"3,458",.,.,.,"1,430","7,394",
JA43B,370,Unilateral Intermediate Breast Procedures with CC Score 0-2,.,.,"9,264",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,264",
JA45Z,100,Unilateral Minor Breast Procedures,.,.,.,.,"1,943",.,.,.,.,.,.,.,.,.,.,.,"2,491","4,434",
JA45Z,160,Unilateral Minor Breast Procedures,.,.,763,.,.,.,.,.,.,.,.,.,.,.,.,.,.,763,
JB32A,160,Minor Burn (TBSA of less than 20%) with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,.,"129,830",.,.,.,.,"129,830",
JB32B,160,Minor Burn (TBSA of less than 20%) with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,"20,581",.,.,.,.,"20,581",
JB32C,160,Minor Burn (TBSA of less than 20%) without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,"15,403",.,.,.,.,"15,403",
JB33A,160,Other Burn with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,.,"49,623",.,.,.,.,"49,623",
JB33B,100,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,"9,449",.,.,.,.,"9,449",
JB33B,160,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,"9,795",.,.,.,.,"9,795",
JB33C,100,Other Burn without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,"7,820",.,.,.,.,"7,820",
