HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,N. Ireland Total Cost
HN44C,160,"Intermediate Hand Procedures for Non-Trauma, between 6 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"5,927",.,.,.,"1,202",.,"7,128"
HN44D,110,"Intermediate Hand Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,.,924,.,.,.,986,.,.,.,.,.,"1,911"
HN44D,160,"Intermediate Hand Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"31,752",.,.,.,"3,727",.,"35,479"
HN45A,100,"Minor Hand Procedures for Non-Trauma, 19 years and over","2,734","54,019",.,.,"185,597","39,130","48,299","19,754",.,"125,968",665,"12,200",.,"76,708","19,243","59,295","19,575",.,"663,187"
HN45A,110,"Minor Hand Procedures for Non-Trauma, 19 years and over","100,118",.,.,.,.,"18,073",.,"13,742","302,066",.,.,.,"2,908","98,871",.,.,.,.,"535,778"
HN45A,150,"Minor Hand Procedures for Non-Trauma, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"27,740",.,.,.,.,.,"27,740"
HN45A,160,"Minor Hand Procedures for Non-Trauma, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"10,441",.,.,.,"112,500",.,"122,942"
HN45A,410,"Minor Hand Procedures for Non-Trauma, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,439",.,.,.,.,"1,439"
HN45B,100,"Minor Hand Procedures for Non-Trauma, between 6 and 18 years",.,521,.,.,.,880,.,.,.,"3,704",.,"1,353",.,"2,257",.,.,.,.,"8,715"
HN45B,110,"Minor Hand Procedures for Non-Trauma, between 6 and 18 years","2,841",.,.,.,.,.,.,.,"8,173",.,.,.,.,926,.,.,386,.,"12,327"
HN45B,160,"Minor Hand Procedures for Non-Trauma, between 6 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"5,642",.,.,.,.,.,"5,642"
HN45C,110,"Minor Hand Procedures for Non-Trauma, 5 years and under","2,547",.,.,.,.,.,.,.,"10,515",.,.,.,"3,179",.,.,.,.,.,"16,241"
HN45C,160,"Minor Hand Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"6,302",.,.,.,.,.,"6,302"
HN46Z,100,Minimal Hand Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,565",.,.,"1,565"
HN46Z,110,Minimal Hand Procedures,858,.,.,.,.,834,.,"2,965","31,253",.,.,.,.,.,.,.,.,.,"35,910"
HN46Z,160,Minimal Hand Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,434",.,"3,434"
HN46Z,410,Minimal Hand Procedures,.,.,"43,441",.,.,"33,009",.,.,"2,311",.,.,.,.,"7,196",.,.,.,.,"85,957"
HN52B,110,Very Major Shoulder Procedures for Non-Trauma with CC Score 2-3,.,.,.,.,.,"5,210",.,.,.,.,.,.,.,.,.,.,.,.,"5,210"
HN52C,110,Very Major Shoulder Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,"6,463",.,.,.,.,.,.,.,.,.,"6,463"
HN53B,110,Major Shoulder Procedures for Non-Trauma with CC Score 2-3,"1,984",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,984"
HN53C,110,Major Shoulder Procedures for Non-Trauma with CC Score 0-1,"7,640",.,.,.,.,"25,601",.,.,"1,052",.,.,.,"5,199",.,.,.,.,.,"39,493"
HN54B,110,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 2-3","1,984",.,.,.,.,"2,235",.,.,"1,485",.,.,.,.,.,.,.,.,.,"5,704"
HN54C,100,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,894,.,894
HN54C,110,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","19,837",.,.,.,.,"25,425",.,.,"17,262",.,.,.,"2,990",.,.,.,.,.,"65,515"
HN54C,160,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,873,.,873
HN54C,191,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,548,.,.,.,.,548
HN54D,110,"Intermediate Shoulder Procedures for Non-Trauma, 18 years and under","1,984",.,.,.,.,.,.,.,"2,010",.,.,.,.,.,.,.,.,.,"3,994"
HN55Z,100,Minor Shoulder Procedures for Non-Trauma,.,.,.,.,.,"2,922",.,.,.,"1,897",.,.,.,.,.,.,"2,682",.,"7,502"
HN55Z,110,Minor Shoulder Procedures for Non-Trauma,"13,323",.,.,.,.,"5,603",.,.,"18,148",.,.,.,"3,262","2,022",.,.,.,.,"42,358"
HN55Z,160,Minor Shoulder Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,567",.,"5,567"
HN55Z,171,Minor Shoulder Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,108",.,"1,108"
HN55Z,191,Minor Shoulder Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,153",.,.,.,.,"2,153"
HN55Z,410,Minor Shoulder Procedures for Non-Trauma,.,.,292,.,.,.,.,.,.,.,.,.,.,360,.,.,.,.,651
HN56Z,110,Minimal Shoulder Procedures,"2,573",.,.,.,.,"31,518",.,.,"40,688",.,.,.,.,"1,182",.,.,.,.,"75,961"
HN56Z,191,Minimal Shoulder Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,391,.,391
HN56Z,300,Minimal Shoulder Procedures,.,.,.,.,.,537,.,.,.,743,.,.,.,.,.,.,.,.,"1,280"
HN56Z,410,Minimal Shoulder Procedures,.,.,"54,811",.,.,"34,711",.,.,"1,572",.,.,.,.,"7,556",.,.,.,.,"98,650"
HN63B,110,Major Elbow Procedures for Non-Trauma with CC Score 0-1,"5,657",.,.,.,.,.,.,.,"2,240",.,.,.,.,.,.,.,.,.,"7,896"
HN64A,110,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 2+","1,984",.,.,.,.,.,.,.,"2,477",.,.,.,.,.,.,.,.,.,"4,460"
HN64B,100,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,997,894,.,"1,891"
HN64B,110,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","3,967",.,.,.,.,"12,327",.,"4,050","20,040",.,.,.,"3,004",.,.,.,.,.,"43,388"
HN64B,160,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,695",.,"2,695"
HN64C,110,"Intermediate Elbow Procedures for Non-Trauma, between 6 and 18 years","9,919",.,.,.,.,.,.,.,"10,953",.,.,.,"16,403",.,.,.,"7,044",.,"44,318"
HN64D,110,"Intermediate Elbow Procedures for Non-Trauma, 5 years and under","3,967",.,.,.,.,.,.,.,"2,420",.,.,.,"14,759",.,.,.,"3,522",.,"24,669"
HN65Z,100,Minor Elbow Procedures for Non-Trauma,.,.,.,.,.,833,.,.,.,.,.,.,.,.,.,.,"3,196",.,"4,030"
HN65Z,110,Minor Elbow Procedures for Non-Trauma,"6,514",.,.,.,.,"3,431",.,"2,543","12,887",.,.,.,"2,998","1,115",.,.,.,.,"29,488"
HN65Z,150,Minor Elbow Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,"1,861",.,.,.,.,.,"1,861"
HN65Z,160,Minor Elbow Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,422",.,"3,422"
HN66Z,110,Minimal Elbow Procedures,.,.,.,.,.,"1,428",.,"2,965","3,306",.,.,.,.,.,.,.,.,.,"7,698"
HN66Z,410,Minimal Elbow Procedures,.,.,"4,665",.,.,"3,063",.,.,.,.,.,.,.,"1,439",.,.,.,.,"9,167"
HN86B,160,"Complex, Foot, Hand, Shoulder or Elbow Procedures for Non-Trauma, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,822",.,"1,822"
HN93Z,100,"Other Muscle, Tendon, Fascia or Ligament Procedures",.,.,.,.,"8,434",.,.,.,.,"1,285",.,.,.,.,"1,224",.,.,.,"10,943"
HN93Z,110,"Other Muscle, Tendon, Fascia or Ligament Procedures","2,547",.,.,.,.,"1,827",.,.,"4,530",.,.,.,.,"5,838",.,.,.,.,"14,741"
HN93Z,120,"Other Muscle, Tendon, Fascia or Ligament Procedures",.,.,.,.,.,.,.,.,.,.,.,673,.,.,.,.,.,.,673
HN93Z,160,"Other Muscle, Tendon, Fascia or Ligament Procedures",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"16,172",.,"16,172"
HN93Z,191,"Other Muscle, Tendon, Fascia or Ligament Procedures",.,.,.,"1,168","1,939",.,.,.,.,.,.,714,.,"9,972",.,.,391,.,"14,183"
HN93Z,400,"Other Muscle, Tendon, Fascia or Ligament Procedures",.,.,.,.,.,.,.,.,.,.,.,"1,529",.,.,.,.,.,.,"1,529"
HN93Z,410,"Other Muscle, Tendon, Fascia or Ligament Procedures",.,.,292,.,.,.,.,.,.,.,.,.,.,"1,079",.,.,.,.,"1,371"
HT14C,110,Intermediate Hip Procedures for Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,866,.,.,.,.,.,.,.,.,.,866
HT23D,110,"Major Knee Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"3,118",.,.,.,.,.,"3,118"
HT24A,110,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,"2,279",.,.,.,.,.,.,.,.,.,"2,279"
HT24B,110,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 1",.,.,.,.,.,.,.,.,"1,142",.,.,.,.,.,.,.,"1,174",.,"2,316"
HT24C,110,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,"10,472",.,.,.,"4,744",.,.,.,.,.,"15,216"
HT24D,110,"Intermediate Knee Procedures for Trauma, 18 years and under",.,.,.,.,.,.,.,.,"3,188",.,.,.,"4,807",.,.,.,.,.,"7,994"
HT25Z,110,Minor Knee Procedures for Trauma,.,.,.,.,.,.,.,.,551,.,.,.,"2,813",.,.,.,.,.,"3,363"
HT32C,110,Very Major Foot Procedures for Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,"1,881",.,.,.,.,.,.,.,.,.,"1,881"
HT33B,110,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,"1,665",.,.,.,.,.,.,.,.,.,"1,665"
HT33D,110,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"25,363",.,.,.,.,.,"25,363"
HT34D,110,"Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,"3,328",.,.,.,"48,565",.,.,.,.,.,"51,893"
HT34E,110,"Intermediate Foot Procedures for Trauma, 18 years and under",.,.,.,.,.,.,.,.,"1,230",.,.,.,"1,706",.,.,.,"1,568",.,"4,503"
HT35Z,110,Minor Foot Procedures for Trauma,.,.,.,.,.,.,.,.,.,.,.,.,"1,614",.,.,.,.,.,"1,614"
HT43C,110,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,"3,293",.,"42,356","1,648",.,.,.,"162,223",.,.,.,"9,093",.,"218,612"
HT43C,160,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,506",.,"1,506"
HT43D,110,"Major Hand Procedures for Trauma, between 6 and 18 years",.,.,.,.,.,.,.,"8,353","3,676",.,.,.,"40,410",.,.,.,"12,386",.,"64,826"
HT43D,160,"Major Hand Procedures for Trauma, between 6 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,645",.,"3,645"
HT43E,110,"Major Hand Procedures for Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,688",.,.,.,"2,821",.,"5,508"
HT44B,110,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,"1,448",.,.,.,.,.,"1,448"
HT44C,110,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 0-1","6,514",.,.,.,.,.,.,"17,768","5,730",.,.,.,"89,892",.,.,.,"3,766",.,"123,670"
HT44C,160,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,"1,402",.,.,.,.,.,.,"9,112",.,"10,513"
HT44D,110,"Intermediate Hand Procedures for Trauma, between 6 and 18 years","1,984",.,.,.,.,.,.,.,"2,388",.,.,.,"35,407",.,.,.,"15,349",.,"55,127"
HT44E,110,"Intermediate Hand Procedures for Trauma, 5 years and under","1,984",.,.,.,.,.,.,.,.,.,.,.,"4,748",.,.,.,"2,191",.,"8,923"
HT45Z,110,Minor Hand Procedures for Trauma,.,.,.,.,.,"3,254",.,.,.,.,.,.,"4,987",.,.,.,.,.,"8,241"
HT45Z,160,Minor Hand Procedures for Trauma,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,348",.,"1,348"
HT53D,110,"Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"16,605",.,.,.,.,.,"16,605"
HT54D,110,Intermediate Shoulder Procedures for Trauma with CC Score 0,.,.,.,.,.,.,.,.,"1,181",.,.,.,.,.,.,.,.,.,"1,181"
HT55Z,110,Minor Shoulder Procedures for Trauma,.,.,.,.,.,.,.,.,.,.,.,.,"2,030",.,.,.,.,.,"2,030"
HT63D,110,"Major Elbow Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,"1,383",.,.,.,"19,492",.,.,.,.,.,"20,875"
HT63E,110,"Major Elbow Procedures for Trauma, between 6 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"5,551",.,.,.,"3,372",.,"8,923"
HT63F,110,"Major Elbow Procedures for Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,398",.,.,.,"1,804",.,"4,202"
HT64B,110,"Intermediate Elbow Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,"5,097",.,.,.,"8,667",.,.,.,.,.,"13,764"
HT64C,110,"Intermediate Elbow Procedures for Trauma, between 6 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"10,384",.,.,.,"2,584",.,"12,968"
HT64D,110,"Intermediate Elbow Procedures for Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"3,544",.,.,.,"1,095",.,"4,639"
HT65Z,110,Minor Elbow Procedures for Trauma,.,.,.,.,.,.,.,.,.,.,.,.,905,.,.,.,.,.,905
JA12G,800,"Malignant Breast Disorders without Interventions, with CC Score 9+",.,.,.,124,.,"1,316",.,.,.,.,.,.,.,.,.,.,.,.,"1,440"
JA12H,800,"Malignant Breast Disorders without Interventions, with CC Score 6-8",.,.,.,.,.,"15,792",.,.,.,.,.,.,.,.,.,.,652,.,"16,444"
JA12J,300,"Malignant Breast Disorders without Interventions, with CC Score 4-5",.,.,.,.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,454
JA12J,370,"Malignant Breast Disorders without Interventions, with CC Score 4-5",.,761,.,551,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,312"
JA12J,800,"Malignant Breast Disorders without Interventions, with CC Score 4-5",.,.,.,896,.,"7,896",.,.,.,.,.,.,.,.,.,.,"11,091",.,"19,882"
JA12K,370,"Malignant Breast Disorders without Interventions, with CC Score 2-3",.,"12,170",.,"2,596",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"14,766"
JA12K,800,"Malignant Breast Disorders without Interventions, with CC Score 2-3",321,.,.,"8,357",.,"43,427",.,.,.,.,.,.,.,.,.,.,"23,486",.,"75,590"
JA12L,303,"Malignant Breast Disorders without Interventions, with CC Score 0-1",.,.,.,"1,271",.,.,.,.,.,.,.,.,.,.,.,.,525,.,"1,796"
JA12L,370,"Malignant Breast Disorders without Interventions, with CC Score 0-1",.,"7,606",.,"2,674",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,280"
JA12L,800,"Malignant Breast Disorders without Interventions, with CC Score 0-1","1,926",.,.,"4,118",.,"3,948",.,.,.,.,.,.,.,.,.,.,"16,310",.,"26,302"
JA20E,100,Unilateral Major Breast Procedures with CC Score 3-5,"1,048",898,.,"17,956",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19,902"
JA20F,100,Unilateral Major Breast Procedures with CC Score 0-2,"10,476","10,929",.,"153,254",.,"23,591",.,.,.,.,.,"7,161",.,.,.,.,"5,535",.,"210,946"
JA20F,120,Unilateral Major Breast Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"1,263",.,.,.,.,.,"1,263"
JA20F,160,Unilateral Major Breast Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"1,295",.,.,.,"1,202",.,"2,496"
JA21A,100,Bilateral Major Breast Procedures with CC Score 1+,"1,922",.,.,"3,900",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,822"
JA21B,100,Bilateral Major Breast Procedures with CC Score 0,.,"1,404",.,"5,180",.,.,.,.,.,.,.,.,.,.,.,.,"1,376",.,"7,960"
JA21B,160,Bilateral Major Breast Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,700",.,"4,700"
JA30Z,100,Unilateral Delayed Pedicled Myocutaneous Breast Reconstruction,.,623,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,623
JA38C,100,"Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 0-1",.,559,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,559
JA42Z,100,Bilateral Intermediate Breast Procedures,"1,048",.,.,566,.,"6,127","1,703",.,.,"2,022",.,.,.,.,.,.,.,.,"11,466"
JA43A,100,Unilateral Intermediate Breast Procedures with CC Score 3+,.,.,.,"2,859",.,.,.,.,.,"3,876",.,.,.,.,"1,400",.,"3,324",.,"11,459"
JA43B,100,Unilateral Intermediate Breast Procedures with CC Score 0-2,"27,149","18,404",.,"26,234","7,411","73,426","15,495",.,.,"60,890",.,"13,184",.,372,.,"2,991","51,974",.,"297,530"
JA43B,160,Unilateral Intermediate Breast Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,202",.,"1,202"
JA44Z,100,Bilateral Minor Breast Procedures,.,.,.,.,.,.,.,.,.,"1,120",.,.,.,.,.,.,.,.,"1,120"
JA45Z,100,Unilateral Minor Breast Procedures,"2,487","4,823",.,"1,625",.,"5,199",.,.,.,"3,189",.,"3,007",.,430,.,"1,994","2,189",.,"24,944"
JA45Z,171,Unilateral Minor Breast Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,266",.,"1,266"
JB32A,160,Minor Burn (TBSA of less than 20%) with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,.,619,.,.,.,.,.,619
JB32B,160,Minor Burn (TBSA of less than 20%) with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,"19,604",.,.,.,.,.,"19,604"
JB32C,160,Minor Burn (TBSA of less than 20%) without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,"2,460",.,.,.,.,.,"2,460"
JB32C,191,Minor Burn (TBSA of less than 20%) without Skin Procedure,596,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,596
JB33A,160,Other Burn with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,.,"4,489",.,.,.,.,.,"4,489"
JB33B,160,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,"15,357",.,.,.,.,.,"15,357"
JB33C,100,Other Burn without Skin Procedure,.,.,.,.,.,.,"1,003",.,.,.,.,.,.,.,.,.,.,.,"1,003"
JB33C,120,Other Burn without Skin Procedure,.,.,.,.,.,.,"1,627",.,.,.,.,.,.,.,.,.,.,.,"1,627"
JB33C,160,Other Burn without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,"1,090",.,.,.,.,.,"1,090"
JB33C,410,Other Burn without Skin Procedure,.,.,.,.,.,340,.,.,.,.,.,.,.,.,.,.,.,.,340
JC40Z,330,Multiple Major Skin Procedures,.,.,.,.,.,.,.,.,.,.,.,.,"1,133",.,.,.,.,.,"1,133"
JC41Z,100,Major Skin Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,302",.,"3,302"
JC41Z,130,Major Skin Procedures,"13,053",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"13,053"
JC41Z,140,Major Skin Procedures,831,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,831
JC41Z,160,Major Skin Procedures,.,.,.,.,.,.,.,.,.,"1,215",.,.,"1,182",.,.,.,"5,391",.,"7,788"
JC41Z,330,Major Skin Procedures,.,.,.,.,.,.,.,.,.,.,.,.,"55,541",.,.,.,.,.,"55,541"
JC42A,100,"Intermediate Skin Procedures, 13 years and over","33,983","6,572",.,"3,630","52,651","1,854","9,028",688,.,"4,481","3,369","7,245",331,"4,111","5,945","39,939","14,821",.,"188,649"
JC42A,101,"Intermediate Skin Procedures, 13 years and over",.,.,.,175,.,.,.,.,.,"2,712",.,.,.,.,.,.,"1,148",.,"4,035"
JC42A,110,"Intermediate Skin Procedures, 13 years and over","5,388",.,.,.,.,.,.,.,"4,948",.,.,.,.,.,.,.,.,.,"10,336"
JC42A,120,"Intermediate Skin Procedures, 13 years and over","5,115",.,.,.,.,"1,075",.,.,.,.,.,.,"4,821",671,.,"12,222",.,.,"23,904"
JC42A,130,"Intermediate Skin Procedures, 13 years and over","7,913",.,.,.,.,.,.,.,.,.,"5,149",.,"3,958",476,.,.,.,.,"17,496"
JC42A,140,"Intermediate Skin Procedures, 13 years and over","41,965",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,089",.,"45,055"
JC42A,160,"Intermediate Skin Procedures, 13 years and over",.,.,.,.,.,.,.,.,.,"182,030",.,.,"145,274",.,.,.,"425,114",.,"752,418"
JC42A,171,"Intermediate Skin Procedures, 13 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,950,.,950
JC42A,172,"Intermediate Skin Procedures, 13 years and over",.,.,.,.,.,.,.,.,.,.,.,.,681,.,.,.,.,.,681
JC42A,330,"Intermediate Skin Procedures, 13 years and over",.,646,.,.,"1,631","41,423",.,.,.,.,.,.,"7,095",.,.,.,"361,621","1,721","414,137"
JC42A,361,"Intermediate Skin Procedures, 13 years and over",.,.,.,"1,005",.,.,920,.,.,.,.,.,.,.,.,.,.,.,"1,925"
JC42A,410,"Intermediate Skin Procedures, 13 years and over",.,.,292,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,292
JC42A,502,"Intermediate Skin Procedures, 13 years and over",.,"10,669",.,648,"1,518","3,223","1,867",.,.,"1,506","3,358",.,.,.,.,560,"1,467",.,"24,816"
JC42B,120,"Intermediate Skin Procedures, 12 years and under",.,.,.,.,.,.,762,.,.,.,.,.,"3,028",.,.,.,"2,329",.,"6,120"
JC42B,130,"Intermediate Skin Procedures, 12 years and under",791,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,791
JC42B,140,"Intermediate Skin Procedures, 12 years and under",321,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,321
JC42B,160,"Intermediate Skin Procedures, 12 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"32,418",.,.,.,.,.,"32,418"
JC42B,171,"Intermediate Skin Procedures, 12 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"4,734",.,.,.,950,.,"5,683"
JC42B,330,"Intermediate Skin Procedures, 12 years and under",.,.,.,.,.,466,.,.,.,.,.,.,.,.,.,.,"22,176",.,"22,642"
JC43A,100,"Minor Skin Procedures, 13 years and over","154,361","114,221",.,"2,577","418,042","74,528","358,080","99,229",.,"249,108","96,303","228,720",804,"222,248","101,250","388,663","204,725",.,"2,712,859"
JC43A,101,"Minor Skin Procedures, 13 years and over",.,.,.,"2,701",274,"1,323",.,.,.,"43,390",.,.,.,.,.,.,.,.,"47,688"
JC43A,110,"Minor Skin Procedures, 13 years and over","9,945",.,.,.,.,"3,044",.,"1,861","20,208",.,.,.,"5,387","10,354",.,.,"1,095",.,"51,893"
JC43A,120,"Minor Skin Procedures, 13 years and over","8,764","9,149",.,.,"1,155","13,831","6,109",.,.,.,.,"9,518","15,774","5,635",.,"19,644","5,716",.,"95,296"
JC43A,130,"Minor Skin Procedures, 13 years and over",791,.,.,.,.,.,.,.,.,.,"1,656",.,"3,082",.,388,.,.,.,"5,917"
JC43A,140,"Minor Skin Procedures, 13 years and over","111,717",.,.,.,.,.,674,"1,156",.,.,.,.,.,.,.,.,"9,219",.,"122,766"
JC43A,160,"Minor Skin Procedures, 13 years and over",.,.,.,.,.,.,.,.,.,"264,558",.,.,"177,596",.,.,.,"441,819",.,"883,973"
JC43A,171,"Minor Skin Procedures, 13 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"4,733",.,.,.,"1,978",.,"6,712"
JC43A,191,"Minor Skin Procedures, 13 years and over",.,.,.,.,"2,164",.,.,.,.,.,.,.,.,.,.,.,"7,811",.,"9,975"
JC43A,303,"Minor Skin Procedures, 13 years and over",.,.,.,530,.,.,.,.,.,.,.,.,.,.,.,.,.,.,530
JC43A,320,"Minor Skin Procedures, 13 years and over",.,.,.,.,.,.,.,.,.,.,.,.,864,.,.,.,.,.,864
JC43A,330,"Minor Skin Procedures, 13 years and over",.,"17,835",.,.,"74,820","321,808","19,937",.,.,.,.,.,"61,303",.,.,.,.,"34,275","529,978"
JC43A,340,"Minor Skin Procedures, 13 years and over",.,.,.,.,.,690,.,.,.,.,.,.,.,.,.,.,.,.,690
JC43A,361,"Minor Skin Procedures, 13 years and over",.,.,.,"1,782",.,.,"11,954",.,.,.,.,.,.,.,.,.,.,.,"13,736"
JC43A,370,"Minor Skin Procedures, 13 years and over",.,.,.,175,.,.,.,.,.,.,.,.,.,.,.,.,.,.,175
JC43A,410,"Minor Skin Procedures, 13 years and over",.,.,292,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,292
JC43A,420,"Minor Skin Procedures, 13 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"1,719",.,.,.,.,.,"1,719"
JC43A,502,"Minor Skin Procedures, 13 years and over","1,191","35,608",.,627,"13,391","10,668","2,151",.,.,"18,273","3,566",.,.,.,"5,167","1,329","1,514",.,"93,485"
JC43A,800,"Minor Skin Procedures, 13 years and over",.,.,.,329,.,.,.,.,.,.,.,.,.,.,.,.,.,.,329
JC43A,823,"Minor Skin Procedures, 13 years and over",.,.,.,.,.,"3,294",.,.,.,.,.,.,.,.,.,.,.,.,"3,294"
JC43B,100,"Minor Skin Procedures, 12 years and under","1,832",537,.,.,"12,008","11,420","3,025","1,314",.,777,.,584,.,.,"4,896",.,"1,135",.,"37,529"
