HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tryone,SouthWestAcute,Tyrone County,Ulster,N. Ireland Total FCEs,
KC05G,300,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
KC05G,302,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
KC05H,100,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 0-4",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
KC05H,101,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 0-4",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
KC05H,300,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
KC05H,410,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 0-4",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
KC05J,300,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 10+",4,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,
KC05J,361,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 10+",4,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,
KC05K,100,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
KC05K,150,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
KC05K,300,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",2,1,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,5,
KC05K,301,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
KC05K,302,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
KC05K,320,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
KC05K,340,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
KC05K,361,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",2,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,
KC05K,502,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,
KC05L,100,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",2,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,6,
KC05L,300,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",3,1,2,.,.,.,.,.,.,.,.,.,1,.,.,.,2,9,
KC05L,301,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
KC05L,350,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
KC05L,361,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",1,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,
KC05M,100,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,.,1,.,2,.,.,.,.,.,.,.,.,.,.,.,.,3,
KC05M,101,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
KC05M,300,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",3,7,1,.,.,2,.,.,1,.,.,.,.,.,.,.,.,14,
KC05M,302,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3,
KC05M,320,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1,
KC05M,361,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,
KC05M,823,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,
KC05N,300,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",3,.,1,.,2,.,.,.,.,.,3,.,5,.,.,.,.,14,
KC05N,301,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,
KC05N,302,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2,
KC05N,361,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2,
KC05N,800,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA01B,361,"Kidney Transplant, 18 years and under, from Cadaver Non Heart-Beating Donor",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
LA02A,361,"Kidney Transplant, 19 years and over, from Cadaver Heart-Beating Donor",.,.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,
LA03A,361,"Kidney Transplant, 19 years and over, from Live Donor",.,.,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,
LA03B,361,"Kidney Transplant, 18 years and under, from Live Donor",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
LA04J,101,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 9-11",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA04K,300,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 6-8",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA04K,361,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 6-8",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,
LA04L,300,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA04L,361,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5",.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,
LA04M,100,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1,
LA04M,101,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2",.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,1,5,
LA04M,361,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,
LA04N,100,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 13+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA04P,300,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",.,.,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,6,
LA04P,361,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA04P,502,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
LA04Q,101,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2,
LA04Q,300,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,1,6,2,.,.,.,.,.,.,.,.,2,.,.,.,.,11,
LA04Q,301,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA04Q,361,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,5,9,.,.,1,.,.,.,.,.,.,.,.,.,.,.,15,
LA04Q,430,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
LA04R,100,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2,
LA04R,101,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,1,5,
LA04R,300,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,3,.,1,.,.,.,.,.,.,.,.,2,.,.,.,4,10,
LA04R,303,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
LA04R,320,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA04R,361,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,1,19,.,.,1,.,.,.,.,.,.,.,.,.,.,.,21,
LA04R,370,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA04R,400,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
LA04R,430,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
LA04S,100,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1,2,
LA04S,101,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,7,.,2,.,.,.,.,.,.,.,.,.,.,.,1,10,
LA04S,300,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",2,5,1,.,.,.,.,.,.,.,.,.,10,.,1,.,.,19,
LA04S,303,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA04S,340,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA04S,361,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,2,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,
LA04S,502,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,.,.,.,1,.,1,3,
LA04S,800,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,
LA05Z,100,Renal Replacement Peritoneal Dialysis Associated Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,3,
LA05Z,361,Renal Replacement Peritoneal Dialysis Associated Procedures,.,.,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,
LA07J,100,"Acute Kidney Injury with Interventions, with CC Score 6-10",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA07K,101,"Acute Kidney Injury with Interventions, with CC Score 0-5",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
LA07K,300,"Acute Kidney Injury with Interventions, with CC Score 0-5",.,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,1,3,
LA07K,361,"Acute Kidney Injury with Interventions, with CC Score 0-5",1,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,
LA07K,430,"Acute Kidney Injury with Interventions, with CC Score 0-5",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA07N,300,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,.,1,.,2,.,.,.,.,.,.,.,.,.,1,.,.,4,
LA07N,303,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA07N,320,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1,
LA07N,361,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,5,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,
LA07N,410,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1,
LA07P,100,"Acute Kidney Injury without Interventions, with CC Score 0-3",1,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,3,
LA07P,101,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
LA07P,110,"Acute Kidney Injury without Interventions, with CC Score 0-3",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA07P,300,"Acute Kidney Injury without Interventions, with CC Score 0-3",6,5,.,.,2,.,.,.,.,.,.,.,3,.,.,.,.,16,
LA07P,303,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
LA07P,361,"Acute Kidney Injury without Interventions, with CC Score 0-3",1,17,6,.,.,1,.,.,.,.,.,.,.,.,.,.,.,25,
LA07P,400,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
LA07P,430,"Acute Kidney Injury without Interventions, with CC Score 0-3",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA07P,823,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA08G,361,"Chronic Kidney Disease with Interventions, with CC Score 6+",.,1,2,.,.,1,.,.,.,.,.,.,.,.,.,.,.,4,
LA08H,100,"Chronic Kidney Disease with Interventions, with CC Score 3-5",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA08H,101,"Chronic Kidney Disease with Interventions, with CC Score 3-5",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2,
LA08H,361,"Chronic Kidney Disease with Interventions, with CC Score 3-5",.,.,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,
LA08J,100,"Chronic Kidney Disease with Interventions, with CC Score 0-2",4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,
LA08J,101,"Chronic Kidney Disease with Interventions, with CC Score 0-2",1,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,1,5,
LA08J,361,"Chronic Kidney Disease with Interventions, with CC Score 0-2",.,1,24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,
LA08K,361,"Chronic Kidney Disease without Interventions, with CC Score 11+",.,2,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,
LA08L,361,"Chronic Kidney Disease without Interventions, with CC Score 8-10",.,9,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,
LA08M,300,"Chronic Kidney Disease without Interventions, with CC Score 5-7",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA08M,361,"Chronic Kidney Disease without Interventions, with CC Score 5-7",3,37,20,.,.,.,.,.,.,.,.,.,.,.,.,.,1,61,
LA08N,300,"Chronic Kidney Disease without Interventions, with CC Score 3-4",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2,
LA08N,301,"Chronic Kidney Disease without Interventions, with CC Score 3-4",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA08N,361,"Chronic Kidney Disease without Interventions, with CC Score 3-4",2,54,21,.,.,5,.,.,.,.,.,.,.,.,.,.,3,85,
LA08P,100,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA08P,101,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,
LA08P,320,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,
LA08P,361,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,91,111,.,.,.,.,.,.,.,.,.,.,.,.,.,.,202,
LA08P,800,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA09J,361,"General Renal Disorders with Interventions, with CC Score 6+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA09K,100,"General Renal Disorders with Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1,
LA09K,101,"General Renal Disorders with Interventions, with CC Score 3-5",3,.,5,.,2,.,.,.,.,.,.,.,.,.,.,.,3,13,
LA09K,361,"General Renal Disorders with Interventions, with CC Score 3-5",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2,
LA09K,502,"General Renal Disorders with Interventions, with CC Score 3-5",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA09L,101,"General Renal Disorders with Interventions, with CC Score 0-2",19,.,15,5,10,.,.,.,.,.,.,.,.,.,.,.,14,63,
LA09L,300,"General Renal Disorders with Interventions, with CC Score 0-2",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA09L,361,"General Renal Disorders with Interventions, with CC Score 0-2",.,3,2,.,.,2,.,.,.,.,.,.,.,.,.,.,.,7,
LA09L,502,"General Renal Disorders with Interventions, with CC Score 0-2",.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
LA09L,800,"General Renal Disorders with Interventions, with CC Score 0-2",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA09M,361,"General Renal Disorders without Interventions, with CC Score 9+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA09N,361,"General Renal Disorders without Interventions, with CC Score 6-8",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
LA09P,101,"General Renal Disorders without Interventions, with CC Score 3-5",2,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,5,
LA09P,300,"General Renal Disorders without Interventions, with CC Score 3-5",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA09P,320,"General Renal Disorders without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,
LA09P,361,"General Renal Disorders without Interventions, with CC Score 3-5",.,4,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,
LA09P,430,"General Renal Disorders without Interventions, with CC Score 3-5",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
LA09Q,100,"General Renal Disorders without Interventions, with CC Score 0-2",.,.,.,.,.,1,.,.,.,.,.,.,1,.,1,.,.,3,
LA09Q,101,"General Renal Disorders without Interventions, with CC Score 0-2",.,.,12,.,3,.,.,.,.,.,.,.,.,.,.,.,3,18,
LA09Q,300,"General Renal Disorders without Interventions, with CC Score 0-2",3,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,
LA09Q,301,"General Renal Disorders without Interventions, with CC Score 0-2",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA09Q,303,"General Renal Disorders without Interventions, with CC Score 0-2",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LA09Q,361,"General Renal Disorders without Interventions, with CC Score 0-2",.,3,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,
LA09Q,502,"General Renal Disorders without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,
LA09Q,800,"General Renal Disorders without Interventions, with CC Score 0-2",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LB06H,101,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 9+",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LB06J,101,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 6-8",.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,1,5,
LB06K,101,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 4-5",4,.,5,2,1,.,.,.,.,.,.,.,.,.,.,.,.,12,
LB06L,101,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 2-3",11,.,15,.,3,.,.,.,.,.,.,.,.,.,.,.,9,38,
LB06L,300,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 2-3",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LB06L,800,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 2-3",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LB06M,100,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 0-1",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1,
LB06M,101,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 0-1",13,.,12,.,3,.,.,.,.,.,.,.,.,.,.,.,16,44,
LB06P,101,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,3,
LB06P,300,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
LB06P,361,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,
LB06Q,101,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",2,.,6,.,1,.,.,.,.,.,.,.,.,.,.,.,3,12,
LB06Q,370,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
LB06Q,800,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,
LB06R,101,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",3,.,7,.,1,.,.,.,.,.,.,.,.,.,.,.,5,16,
LB06R,300,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LB06R,370,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,
LB06R,800,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",.,.,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,
LB06S,100,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",.,.,.,.,.,2,.,.,.,.,.,.,1,.,.,.,1,4,
LB06S,101,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",2,.,14,.,9,.,.,.,.,.,.,.,.,.,.,.,2,27,
LB06S,300,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,1,.,.,2,
LB06S,430,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1,
LB06S,800,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",.,.,95,.,.,.,.,.,.,.,.,.,.,.,.,.,.,95,
LB09C,101,"Intermediate Endoscopic Ureter Procedures, 18 years and under",.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2,
LB09C,171,"Intermediate Endoscopic Ureter Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,12,.,.,.,.,12,
LB09D,101,"Intermediate Endoscopic Ureter Procedures, 19 years and over",19,.,62,12,36,.,.,.,.,.,.,.,.,.,.,.,14,143,
LB09D,361,"Intermediate Endoscopic Ureter Procedures, 19 years and over",.,.,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,
LB09D,502,"Intermediate Endoscopic Ureter Procedures, 19 years and over",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
LB10B,171,"Major Open Bladder Procedures or Reconstruction, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3,
LB10C,101,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 2+",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,
LB10C,361,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 2+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,
LB10D,101,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 0-1",1,.,2,.,2,.,.,.,.,.,.,.,.,.,.,.,1,6,
LB10D,502,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 0-1",.,.,.,.,1,1,.,.,.,.,.,.,.,.,.,.,1,3,
LB12Z,101,Intermediate Open Bladder Procedures,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2,
LB12Z,171,Intermediate Open Bladder Procedures,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3,
LB12Z,361,Intermediate Open Bladder Procedures,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
LB13C,100,Major Endoscopic Bladder Procedures with CC Score 7+,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1,
LB13C,101,Major Endoscopic Bladder Procedures with CC Score 7+,1,.,7,.,1,.,.,.,.,.,.,.,.,.,.,.,2,11,
LB13D,101,Major Endoscopic Bladder Procedures with CC Score 5-6,3,.,18,.,3,.,.,.,.,.,.,.,.,.,.,.,6,30,
LB13E,101,Major Endoscopic Bladder Procedures with CC Score 2-4,32,.,60,20,34,.,.,.,.,.,.,.,.,.,.,.,39,185,
LB13F,100,Major Endoscopic Bladder Procedures with CC Score 0-1,.,.,.,.,.,21,.,.,.,.,.,.,.,.,.,.,.,21,
LB13F,101,Major Endoscopic Bladder Procedures with CC Score 0-1,67,.,111,28,102,.,.,.,.,.,.,.,.,.,.,.,65,373,
LB14Z,100,Intermediate Endoscopic Bladder Procedures,.,.,.,.,1,4,.,.,.,.,.,.,.,.,1,.,.,6,
LB14Z,101,Intermediate Endoscopic Bladder Procedures,26,.,59,28,44,.,.,.,.,.,.,.,.,.,.,.,4,161,
LB14Z,171,Intermediate Endoscopic Bladder Procedures,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1,
LB14Z,502,Intermediate Endoscopic Bladder Procedures,12,2,9,6,1,.,.,.,.,.,.,.,.,.,.,.,7,37,
LB15D,171,"Minor Bladder Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3,
LB15E,100,"Minor Bladder Procedures, 19 years and over",2,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,4,
