HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total FCEs
HR08A,110,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 22 or less",1,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,3
HR08B,110,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 23-60",2,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,4
HR09A,110,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 22 or less",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
HR09B,110,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 23-60",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JA12G,300,"Malignant Breast Disorders without Interventions, with CC Score 9+",1,6,.,.,.,.,.,.,.,.,1,.,1,.,.,.,2,11
JA12G,430,"Malignant Breast Disorders without Interventions, with CC Score 9+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA12H,100,"Malignant Breast Disorders without Interventions, with CC Score 6-8",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
JA12H,300,"Malignant Breast Disorders without Interventions, with CC Score 6-8",1,2,.,.,1,1,.,.,.,.,.,.,1,.,.,.,5,11
JA12H,370,"Malignant Breast Disorders without Interventions, with CC Score 6-8",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
JA12H,430,"Malignant Breast Disorders without Interventions, with CC Score 6-8",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA12J,100,"Malignant Breast Disorders without Interventions, with CC Score 4-5",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA12J,300,"Malignant Breast Disorders without Interventions, with CC Score 4-5",2,2,1,.,1,.,.,.,.,.,.,.,.,.,1,.,2,9
JA12K,100,"Malignant Breast Disorders without Interventions, with CC Score 2-3",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
JA12K,300,"Malignant Breast Disorders without Interventions, with CC Score 2-3",.,.,.,1,1,.,.,.,.,.,1,.,1,.,2,.,3,9
JA12K,370,"Malignant Breast Disorders without Interventions, with CC Score 2-3",.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6
JA12L,180,"Malignant Breast Disorders without Interventions, with CC Score 0-1",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA12L,300,"Malignant Breast Disorders without Interventions, with CC Score 0-1",1,3,.,.,.,.,.,.,.,.,2,.,.,.,.,.,1,7
JA12L,340,"Malignant Breast Disorders without Interventions, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA12L,370,"Malignant Breast Disorders without Interventions, with CC Score 0-1",.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
JA13A,100,Non-Malignant Breast Disorders with Interventions,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JA13B,300,"Non-Malignant Breast Disorders without Interventions, with CC Score 4+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
JA13C,100,"Non-Malignant Breast Disorders without Interventions, with CC Score 0-3",14,6,2,.,6,1,.,.,.,.,.,.,2,.,4,.,2,37
JA13C,300,"Non-Malignant Breast Disorders without Interventions, with CC Score 0-3",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,3
JA13C,320,"Non-Malignant Breast Disorders without Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
JA13C,501,"Non-Malignant Breast Disorders without Interventions, with CC Score 0-3",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA13C,502,"Non-Malignant Breast Disorders without Interventions, with CC Score 0-3",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA18Z,100,Unilateral Minor Breast Procedures,15,2,1,2,5,2,.,.,.,.,.,.,.,.,.,.,4,31
JA18Z,160,Unilateral Minor Breast Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
JA20E,300,Unilateral Major Breast Procedures with CC Score 3-5,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA20E,303,Unilateral Major Breast Procedures with CC Score 3-5,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA24D,300,Unilateral Intermediate Breast Procedures with CC Score 6+,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA24F,100,Unilateral Intermediate Breast Procedures with CC Score 0-2,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,2
JA24F,300,Unilateral Intermediate Breast Procedures with CC Score 0-2,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JB31C,160,Intermediate Burn (TBSA of 20-59%) without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JB31C,180,Intermediate Burn (TBSA of 20-59%) without Skin Procedure,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JB32A,160,Minor Burn (TBSA of less than 20%) with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JB32B,160,Minor Burn (TBSA of less than 20%) with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8
JB32C,100,Minor Burn (TBSA of less than 20%) without Skin Procedure,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2
JB32C,160,Minor Burn (TBSA of less than 20%) without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,18,.,.,.,.,18
JB32C,180,Minor Burn (TBSA of less than 20%) without Skin Procedure,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
JB32C,300,Minor Burn (TBSA of less than 20%) without Skin Procedure,1,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,2
JB32C,420,Minor Burn (TBSA of less than 20%) without Skin Procedure,4,1,.,.,1,2,.,.,.,.,.,.,.,.,.,.,.,8
JB33A,160,Other Burn with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JB33B,100,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
JB33B,160,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
JB33B,300,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JB33C,100,Other Burn without Skin Procedure,.,1,.,2,.,.,.,.,.,.,.,.,.,.,1,.,.,4
JB33C,120,Other Burn without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JB33C,160,Other Burn without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,2,4
JB33C,180,Other Burn without Skin Procedure,.,.,.,.,2,.,.,.,.,.,1,.,5,.,.,.,.,8
JB33C,300,Other Burn without Skin Procedure,.,2,.,2,3,.,.,.,2,.,5,.,3,.,.,.,3,20
JB33C,320,Other Burn without Skin Procedure,.,1,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,5
JB33C,420,Other Burn without Skin Procedure,.,4,.,.,3,1,.,.,.,.,.,.,.,.,.,.,.,8
JC41Z,160,Major Skin Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2
JC42A,100,"Intermediate Skin Procedures, 13 years and over",40,26,1,23,43,28,.,.,.,.,5,.,49,.,25,.,14,254
JC42A,101,"Intermediate Skin Procedures, 13 years and over",.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,1,3
JC42A,110,"Intermediate Skin Procedures, 13 years and over",4,.,.,.,2,.,.,.,.,.,.,.,2,.,.,.,.,8
JC42A,120,"Intermediate Skin Procedures, 13 years and over",2,2,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,6
JC42A,140,"Intermediate Skin Procedures, 13 years and over",4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,6
JC42A,160,"Intermediate Skin Procedures, 13 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,117,117
JC42A,180,"Intermediate Skin Procedures, 13 years and over",.,3,.,.,1,.,.,.,.,.,.,.,2,.,.,.,.,6
JC42A,300,"Intermediate Skin Procedures, 13 years and over",.,2,.,1,.,1,.,.,.,.,.,.,3,.,.,.,1,8
JC42A,430,"Intermediate Skin Procedures, 13 years and over",.,.,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,2
JC42A,502,"Intermediate Skin Procedures, 13 years and over",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JC42B,100,"Intermediate Skin Procedures, 12 years and under",2,1,.,.,1,1,.,.,.,.,.,.,.,.,4,.,.,9
JC42B,110,"Intermediate Skin Procedures, 12 years and under",1,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,2,6
JC42B,120,"Intermediate Skin Procedures, 12 years and under",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
JC42B,140,"Intermediate Skin Procedures, 12 years and under",10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,13
JC42B,160,"Intermediate Skin Procedures, 12 years and under",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,129,132
JC42B,171,"Intermediate Skin Procedures, 12 years and under",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
JC42B,420,"Intermediate Skin Procedures, 12 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
JC43A,100,"Minor Skin Procedures, 13 years and over",9,3,.,3,4,5,.,.,.,.,2,.,7,.,8,.,1,42
JC43A,110,"Minor Skin Procedures, 13 years and over",1,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,4
JC43A,120,"Minor Skin Procedures, 13 years and over",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JC43A,140,"Minor Skin Procedures, 13 years and over",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JC43A,160,"Minor Skin Procedures, 13 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,61
JC43A,180,"Minor Skin Procedures, 13 years and over",.,7,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,8
JC43A,300,"Minor Skin Procedures, 13 years and over",.,1,1,.,1,1,.,.,.,.,.,.,1,.,.,.,2,7
JC43A,501,"Minor Skin Procedures, 13 years and over",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JC43B,100,"Minor Skin Procedures, 12 years and under",1,.,.,2,2,1,.,.,.,.,.,.,.,.,.,.,1,7
JC43B,110,"Minor Skin Procedures, 12 years and under",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
JC43B,120,"Minor Skin Procedures, 12 years and under",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
JC43B,140,"Minor Skin Procedures, 12 years and under",4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,6
JC43B,160,"Minor Skin Procedures, 12 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,19,20
JC43B,171,"Minor Skin Procedures, 12 years and under",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
JC43B,420,"Minor Skin Procedures, 12 years and under",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
JC47A,300,"Phototherapy, 13 years and over",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JC47B,420,"Phototherapy, 12 years and under",.,.,.,1,3,.,.,.,.,.,.,.,.,.,.,.,.,4
JD07A,300,"Skin Disorders with Interventions, with CC Score 12+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JD07B,100,"Skin Disorders with Interventions, with CC Score 8-11",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
JD07C,300,"Skin Disorders with Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
JD07D,100,"Skin Disorders with Interventions, with CC Score 0-3",.,2,.,1,2,2,.,.,.,.,.,.,.,.,1,.,1,9
JD07D,160,"Skin Disorders with Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
JD07D,180,"Skin Disorders with Interventions, with CC Score 0-3",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07D,300,"Skin Disorders with Interventions, with CC Score 0-3",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07D,330,"Skin Disorders with Interventions, with CC Score 0-3",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07E,300,"Skin Disorders without Interventions, with CC Score 19+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,4
JD07F,100,"Skin Disorders without Interventions, with CC Score 14-18",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07F,120,"Skin Disorders without Interventions, with CC Score 14-18",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07F,300,"Skin Disorders without Interventions, with CC Score 14-18",3,1,2,.,.,.,.,.,5,.,1,.,5,.,2,.,10,29
JD07F,302,"Skin Disorders without Interventions, with CC Score 14-18",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JD07F,361,"Skin Disorders without Interventions, with CC Score 14-18",.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
JD07F,430,"Skin Disorders without Interventions, with CC Score 14-18",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,3
JD07G,100,"Skin Disorders without Interventions, with CC Score 10-13",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07G,180,"Skin Disorders without Interventions, with CC Score 10-13",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
JD07G,300,"Skin Disorders without Interventions, with CC Score 10-13",4,13,7,2,2,1,.,.,3,.,1,.,16,.,4,.,27,80
JD07G,340,"Skin Disorders without Interventions, with CC Score 10-13",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JD07G,361,"Skin Disorders without Interventions, with CC Score 10-13",.,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6
JD07G,430,"Skin Disorders without Interventions, with CC Score 10-13",.,3,1,.,.,.,.,.,.,.,1,.,2,.,1,.,.,8
JD07H,100,"Skin Disorders without Interventions, with CC Score 6-9",4,1,.,.,2,1,.,.,.,.,.,.,.,.,1,.,2,11
JD07H,110,"Skin Disorders without Interventions, with CC Score 6-9",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07H,180,"Skin Disorders without Interventions, with CC Score 6-9",.,.,.,.,.,.,.,.,.,.,1,.,1,.,.,.,.,2
JD07H,300,"Skin Disorders without Interventions, with CC Score 6-9",24,26,18,3,9,5,1,.,11,.,10,.,26,.,12,.,70,215
JD07H,303,"Skin Disorders without Interventions, with CC Score 6-9",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07H,320,"Skin Disorders without Interventions, with CC Score 6-9",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
JD07H,340,"Skin Disorders without Interventions, with CC Score 6-9",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
JD07H,361,"Skin Disorders without Interventions, with CC Score 6-9",.,.,3,.,.,1,.,.,.,.,.,.,.,.,.,.,.,4
JD07H,430,"Skin Disorders without Interventions, with CC Score 6-9",.,2,3,.,3,.,.,.,.,.,2,.,6,.,.,.,2,18
JD07J,100,"Skin Disorders without Interventions, with CC Score 2-5",12,1,.,.,4,4,.,.,.,.,2,.,15,.,2,.,5,45
JD07J,110,"Skin Disorders without Interventions, with CC Score 2-5",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
JD07J,120,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JD07J,140,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
JD07J,160,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2
JD07J,180,"Skin Disorders without Interventions, with CC Score 2-5",.,11,.,.,5,.,.,.,.,.,2,.,6,.,.,.,.,24
JD07J,300,"Skin Disorders without Interventions, with CC Score 2-5",63,59,27,9,14,10,3,.,19,.,25,.,99,.,29,.,99,456
JD07J,301,"Skin Disorders without Interventions, with CC Score 2-5",.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
JD07J,302,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
JD07J,320,"Skin Disorders without Interventions, with CC Score 2-5",.,2,1,.,.,.,.,.,.,.,3,.,.,.,.,2,.,8
JD07J,330,"Skin Disorders without Interventions, with CC Score 2-5",.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5
JD07J,340,"Skin Disorders without Interventions, with CC Score 2-5",.,.,1,.,.,.,.,.,.,.,.,.,3,.,.,.,.,4
JD07J,370,"Skin Disorders without Interventions, with CC Score 2-5",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07J,430,"Skin Disorders without Interventions, with CC Score 2-5",4,8,3,.,3,.,.,.,.,.,1,.,11,.,1,.,.,31
JD07K,100,"Skin Disorders without Interventions, with CC Score 0-1",23,9,1,5,23,5,.,.,.,.,6,.,33,.,12,.,9,126
JD07K,101,"Skin Disorders without Interventions, with CC Score 0-1",.,.,2,.,1,.,.,.,.,.,.,.,.,.,.,.,.,3
JD07K,110,"Skin Disorders without Interventions, with CC Score 0-1",1,.,.,.,2,.,.,1,.,.,.,.,.,.,.,.,.,4
JD07K,120,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
JD07K,130,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JD07K,140,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
JD07K,160,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,10
JD07K,180,"Skin Disorders without Interventions, with CC Score 0-1",.,67,.,.,46,.,.,.,.,.,10,.,48,.,.,.,.,171
JD07K,300,"Skin Disorders without Interventions, with CC Score 0-1",42,50,24,16,8,16,3,.,9,.,24,.,70,.,23,.,48,333
JD07K,301,"Skin Disorders without Interventions, with CC Score 0-1",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
JD07K,303,"Skin Disorders without Interventions, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07K,320,"Skin Disorders without Interventions, with CC Score 0-1",.,1,.,1,.,1,.,.,.,.,.,.,1,.,.,3,.,7
JD07K,340,"Skin Disorders without Interventions, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
JD07K,361,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
JD07K,410,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
JD07K,430,"Skin Disorders without Interventions, with CC Score 0-1",.,3,.,.,.,.,.,.,.,.,1,.,6,.,.,.,.,10
JD07K,501,"Skin Disorders without Interventions, with CC Score 0-1",2,1,.,.,1,.,.,.,.,.,.,.,1,.,.,.,1,6
JD07K,502,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,2
KA03D,100,Parathyroid Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
KA04B,100,Adrenal Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
KA04B,300,Adrenal Procedures with CC Score 0-1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA05C,300,Anterior Pituitary Disorders with CC Score 2+,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA05C,430,Anterior Pituitary Disorders with CC Score 2+,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
KA05D,300,Anterior Pituitary Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,2,.,.,.,2,.,.,.,.,4
KA06C,300,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,2
KA06D,300,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3",.,1,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,3
KA06E,100,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
KA06E,300,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,.,2,1,.,.,.,.,.,1,.,1,.,.,.,.,5
KA06E,302,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
KA06E,320,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
KA07A,300,Non-Surgical Thyroid Disorders with CC Score 4+,.,4,.,.,.,.,.,.,.,.,.,.,1,.,1,.,.,6
KA07A,430,Non-Surgical Thyroid Disorders with CC Score 4+,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA07B,300,Non-Surgical Thyroid Disorders with CC Score 2-3,.,.,2,1,4,1,.,.,.,.,.,.,4,.,.,.,2,14
KA07B,302,Non-Surgical Thyroid Disorders with CC Score 2-3,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA07B,320,Non-Surgical Thyroid Disorders with CC Score 2-3,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA07B,430,Non-Surgical Thyroid Disorders with CC Score 2-3,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
KA07C,100,Non-Surgical Thyroid Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
KA07C,180,Non-Surgical Thyroid Disorders with CC Score 0-1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
KA07C,300,Non-Surgical Thyroid Disorders with CC Score 0-1,2,1,.,.,3,1,.,.,.,.,.,.,3,.,5,.,6,21
KA07C,302,Non-Surgical Thyroid Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
KA07C,320,Non-Surgical Thyroid Disorders with CC Score 0-1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA08A,300,Other Endocrine Disorders with CC Score 4+,4,4,.,1,.,.,1,.,.,.,.,.,2,.,1,.,1,14
KA08A,430,Other Endocrine Disorders with CC Score 4+,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA08B,100,Other Endocrine Disorders with CC Score 2-3,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA08B,120,Other Endocrine Disorders with CC Score 2-3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA08B,300,Other Endocrine Disorders with CC Score 2-3,1,1,1,.,1,.,1,.,.,.,2,.,7,.,.,.,10,24
KA08B,302,Other Endocrine Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
KA08B,430,Other Endocrine Disorders with CC Score 2-3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA08C,180,Other Endocrine Disorders with CC Score 0-1,.,.,.,.,1,.,.,.,.,.,1,.,.,.,.,.,.,2
KA08C,300,Other Endocrine Disorders with CC Score 0-1,6,4,.,.,2,1,2,.,1,.,8,.,7,.,1,.,1,33
KA08C,302,Other Endocrine Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
KA08C,430,Other Endocrine Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,2,.,1,.,.,.,.,3
KA09D,120,Thyroid Procedures with CC Score 2-3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA09D,140,Thyroid Procedures with CC Score 2-3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KA09E,100,Thyroid Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
KA09E,120,Thyroid Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
KA09E,420,Thyroid Procedures with CC Score 0-1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KB01C,300,"Diabetes with Hypoglycaemic Disorders, with CC Score 8+",4,.,.,2,1,2,.,.,.,.,.,.,6,.,3,.,11,29
KB01C,430,"Diabetes with Hypoglycaemic Disorders, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
KB01D,180,"Diabetes with Hypoglycaemic Disorders, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
KB01D,300,"Diabetes with Hypoglycaemic Disorders, with CC Score 5-7",6,7,.,1,6,3,.,.,2,.,3,.,15,.,1,.,8,52
KB01D,301,"Diabetes with Hypoglycaemic Disorders, with CC Score 5-7",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KB01D,302,"Diabetes with Hypoglycaemic Disorders, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
KB01D,320,"Diabetes with Hypoglycaemic Disorders, with CC Score 5-7",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KB01D,340,"Diabetes with Hypoglycaemic Disorders, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
KB01D,361,"Diabetes with Hypoglycaemic Disorders, with CC Score 5-7",.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,2
KB01D,430,"Diabetes with Hypoglycaemic Disorders, with CC Score 5-7",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KB01E,180,"Diabetes with Hypoglycaemic Disorders, with CC Score 3-4",.,2,.,.,2,.,.,.,.,.,.,.,1,.,.,.,.,5
KB01E,300,"Diabetes with Hypoglycaemic Disorders, with CC Score 3-4",3,10,4,5,4,3,.,.,4,.,1,.,15,.,6,.,12,67
KB01E,302,"Diabetes with Hypoglycaemic Disorders, with CC Score 3-4",.,.,2,.,.,.,.,.,.,.,.,.,7,.,.,.,.,9
KB01E,320,"Diabetes with Hypoglycaemic Disorders, with CC Score 3-4",1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2
KB01E,430,"Diabetes with Hypoglycaemic Disorders, with CC Score 3-4",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
KB01F,180,"Diabetes with Hypoglycaemic Disorders, with CC Score 0-2",.,8,.,.,1,.,.,.,.,.,.,.,3,.,.,.,.,12
KB01F,300,"Diabetes with Hypoglycaemic Disorders, with CC Score 0-2",10,15,1,5,1,4,1,.,2,.,5,.,8,.,2,.,4,58
