HRG,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,Northern Ireland Total
FZ12M,"Major General Abdominal Procedures, 19 years and over, with CC Score 6-9",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,933,.,933
FZ12N,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,"3,449",.,.,.,.,.,.,.,.,.,.,.,.,"3,449"
FZ12P,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,"1,332",.,"2,100","3,218",982,.,"1,689",.,"2,022",.,.,.,.,.,.,"1,925",.,"13,269"
FZ12Q,"Major General Abdominal Procedures, 19 years and over, with CC Score 0","3,084","3,634",.,"5,847","3,115","13,442","1,939",898,.,"1,875","4,979","2,685","1,401",817,"3,814","1,132","10,526",.,"59,186"
FZ12S,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,.,"2,664",.,.,.,.,.,.,"2,200",.,.,.,"1,158",.,"6,022"
FZ13C,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over","19,843","31,814",.,"77,229","16,441","29,473","11,072",.,.,"11,758","41,237",.,"12,340",.,"37,956",958,"100,589",.,"390,709"
FZ13D,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 18 years and under",.,.,.,.,"3,819",.,.,.,.,.,.,.,.,.,"5,880",.,.,.,"9,699"
FZ17D,"Abdominal Hernia Procedures, 18 years and under",.,.,.,.,.,"1,087",.,.,.,.,.,.,.,.,.,.,"11,633",.,"12,720"
FZ17F,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3",.,.,.,.,.,"1,262",.,.,.,.,"1,119",.,.,.,.,.,.,.,"2,381"
FZ17G,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0",780,"7,295",.,"1,213","7,358","5,819",.,"1,074",.,"10,093","2,615",.,"1,699","8,801","3,120","3,886","4,657",.,"58,410"
FZ18E,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years",780,"2,937",.,.,.,"3,629",844,.,.,"3,309",.,.,"11,917",.,"1,448",.,"30,555",.,"55,419"
FZ18F,"Inguinal, Umbilical or Femoral Hernia Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"8,075",.,.,.,"2,770",.,"10,845"
FZ18H,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5",.,"2,547",.,.,.,.,"1,240",.,.,"1,628",.,"2,171",.,.,"1,884",.,.,.,"9,470"
FZ18J,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2","1,561","9,586",.,.,"8,260","6,958","1,227","3,061",.,"16,036","12,553",.,.,"7,873","4,781","9,683","14,413",.,"95,992"
FZ18K,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0","81,806","141,079",.,"4,828","92,478","118,305","10,427","18,587",.,"220,416","98,709","47,952","13,174","81,558","63,361","69,215","110,741",880,"1,173,515"
FZ19A,"Herniotomy Procedures, 2 years and over","1,115",.,.,.,.,"6,854",.,.,.,814,887,.,"47,386",.,"1,448",.,"65,748",.,"124,252"
FZ19B,"Herniotomy Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"36,800",.,.,.,"12,359",.,"49,159"
FZ20J,"Appendicectomy Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"1,160",.,.,.,.,.,"1,160"
FZ21B,"Major Anal Procedures, 18 years and under",.,.,.,.,.,.,.,733,.,.,.,.,.,631,.,.,.,.,"1,364"
FZ21C,"Major Anal Procedures, 19 years and over, with CC Score 1+",.,"3,099",.,"1,533","2,259","1,350",.,"4,335",.,.,885,.,"1,693","1,537",.,.,901,.,"17,592"
FZ21D,"Major Anal Procedures, 19 years and over, with CC Score 0","6,883","20,694",.,.,"18,059","14,042",696,"11,935",.,"3,404","10,585",.,"2,944","10,646","1,227","1,581","17,532",.,"120,228"
FZ22B,"Intermediate Anal Procedures, 18 years and under",721,757,.,.,"2,664","3,138",708,"1,133",.,"1,061",.,"1,354","18,668","3,473",.,"1,915","5,532",.,"41,123"
FZ22D,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2",426,"6,325",.,"1,072","4,615","4,067","3,088","2,340",.,"10,384","1,799",.,"2,801","4,573",.,"2,211","9,736",.,"53,438"
FZ22E,"Intermediate Anal Procedures, 19 years and over, with CC Score 0","12,264","98,474",.,"2,907","55,964","65,777","34,839","27,805",.,"61,360","22,526","15,674","16,737","22,617","9,420","17,906","77,556",.,"541,825"
FZ23A,"Minor Anal Procedures, 19 years and over","32,609","142,511",.,"4,044","108,728","42,491","24,121","12,536",.,"41,668","8,096","12,245","19,979","34,389","99,759","65,270","41,115","10,263","699,824"
FZ23B,"Minor Anal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,512,"2,467",.,"2,979"
FZ24E,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,406,.,.,.,.,.,.,.,.,"11,504",.,.,.,.,.,"11,910"
FZ24F,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"29,948",.,.,.,.,.,"29,948"
FZ24G,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,"17,171",.,.,826,"1,123",.,"1,366",.,.,.,.,"1,515",.,.,.,"1,731","8,028","31,759"
FZ24H,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2","2,690","43,201",.,"5,444","6,523","8,569","2,624","4,529",.,"1,706",889,.,"84,863","1,088",.,748,696,"10,170","173,739"
FZ24J,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0","13,388","88,301",.,"46,327","19,730","13,720","2,526","8,790",.,.,"1,253",.,"68,830",670,"1,033",.,"17,150","22,581","304,298"
FZ27D,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,"1,333",.,.,.,.,.,.,"9,263",.,.,.,"4,363",.,"14,959"
FZ27F,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,"1,508",.,.,.,999,.,.,.,814,"1,625",.,.,.,.,.,.,.,"4,946"
FZ27G,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",557,"3,131",.,.,"6,306","4,423","1,041",.,.,"2,429","12,805","2,506",.,631,"4,831",.,"8,323",.,"46,984"
FZ36Q,"Gastrointestinal Infections without Interventions, with CC Score 0-1",329,.,.,286,.,"3,208",293,.,.,.,.,.,"1,515",.,998,.,"2,860",.,"9,489"
FZ37P,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,233,.,.,.,.,.,.,.,.,.,.,.,.,.,.,412,.,645
FZ37R,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",.,434,.,.,.,"1,211","2,629",.,.,"7,966",.,.,"2,501",106,.,.,"1,891",.,"16,737"
FZ37S,"Inflammatory Bowel Disease without Interventions, with CC Score 0","86,680",.,.,.,314,"60,294","25,914",.,.,"13,618",.,.,"170,483",.,"102,749",.,"134,853",.,"594,904"
FZ38N,"Gastrointestinal Bleed without Interventions, with CC Score 5-8",.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
FZ38P,"Gastrointestinal Bleed without Interventions, with CC Score 0-4","1,206",720,.,116,.,.,519,733,.,552,531,.,136,191,"1,902",512,"1,630",411,"9,159"
FZ42A,"Wireless Capsule Endoscopy, 19 years and over","17,347",.,.,.,.,.,"25,580",.,.,.,.,.,"33,639",.,.,.,"23,094",.,"99,660"
FZ42B,"Wireless Capsule Endoscopy, 18 years and under",694,.,.,.,.,.,689,.,.,.,.,.,"1,869",.,.,.,"1,393",.,"4,644"
FZ49F,"Nutritional Disorders without Interventions, with CC Score 6+",.,.,.,.,.,.,"1,017",.,.,.,.,.,.,.,.,.,.,.,"1,017"
FZ49G,"Nutritional Disorders without Interventions, with CC Score 2-5",.,.,.,.,.,.,.,.,.,.,176,.,.,.,.,.,"1,630",.,"1,805"
FZ49H,"Nutritional Disorders without Interventions, with CC Score 0-1",374,.,.,529,.,"2,316","2,666",.,.,552,.,.,"1,000","2,656",.,512,"6,063",795,"17,462"
FZ50Z,"Intermediate Large Intestine Procedures, 19 years and over","1,512","41,302",.,"1,903","17,370","27,843","3,042","3,559",.,"5,549","8,143",.,"36,407","3,159","12,536","9,575","5,097","3,216","180,214"
FZ51Z,"Diagnostic Colonoscopy, 19 years and over","282,058","618,264",.,"307,064","292,989","274,303","254,590","258,189",.,"621,512","155,244",.,"299,524","410,494","236,704","85,144","453,923","364,761","4,914,763"
FZ52Z,"Diagnostic Colonoscopy with Biopsy, 19 years and over","317,871","516,234",.,"184,634","300,200","159,982","146,120","126,914",.,"222,197","123,691",991,"270,605","187,525","176,304","42,688","199,846","164,931","3,140,733"
FZ53Z,"Therapeutic Colonoscopy, 19 years and over","344,686","436,923",.,"191,112","210,715","282,988","160,217","308,416",.,"291,184","93,588",.,"224,595","276,685","249,584","61,917","287,062","262,835","3,682,507"
FZ54Z,"Diagnostic Flexible Sigmoidoscopy, 19 years and over","173,588","255,596",.,"97,612","112,933","125,016","93,745","125,091",.,"261,921","101,330",.,"94,902","138,823","522,307","228,110","598,214","94,913","3,024,102"
FZ55Z,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over","76,959","121,694",.,"53,140","48,186","48,803","29,201","20,150",.,"52,563","29,096",.,"69,794","31,416","71,417","30,816","80,835","29,610","793,680"
FZ56Z,"Therapeutic Flexible Sigmoidoscopy, 19 years and over","25,754","42,377",.,"28,598","19,358","42,326","24,672","26,188",.,"40,769","17,630",.,"24,198","40,632","101,232","44,360","70,761","31,504","580,358"
FZ57Z,"Diagnostic or Therapeutic, Rigid Sigmoidoscopy, 19 years and over","1,003",.,.,.,"3,556","1,544","1,815",.,.,"3,996",.,.,283,566,"5,719","1,690","1,867",.,"22,038"
FZ58A,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years","8,649","12,583",.,"3,971","1,590","3,156","4,049","4,316",.,"4,299","4,164",.,"48,865","5,063","4,474",679,"23,013",941,"129,812"
FZ58B,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"4,439",.,.,.,"1,007",.,"5,445"
FZ59Z,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over","14,350",.,.,"5,837",.,"1,229","4,657",678,.,582,.,.,"381,894",.,"2,013","1,581","3,774",.,"416,595"
FZ60Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over","182,967","230,635",.,"188,432","102,087","175,537","115,408","114,411",.,"118,612","183,195","7,534","383,212","238,829","229,298","63,354","523,037","129,994","2,986,540"
FZ61Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over","482,716","687,552",.,"247,803","516,003","201,050","231,598","423,325",.,"518,551","393,151",.,"381,361","415,203","1,106,861","257,951","799,197","774,925","7,437,245"
FZ62A,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years","20,540","22,599",.,"3,029","4,145","8,741","3,422","4,368",.,"7,930","5,682",.,"159,162","4,919","13,342","2,494","28,087","4,558","293,018"
FZ62B,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, 1 year and under",665,.,.,.,.,.,.,.,.,.,.,.,"20,523",.,.,.,.,.,"21,188"
FZ63Z,Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures,"5,740","47,653",.,"33,618","14,109","43,381","42,937","14,604",.,"6,351","19,884",.,"36,485","49,170","8,110","3,786","38,680","8,364","372,871"
FZ64A,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 19 years and over","58,490","126,842",.,"113,417","77,734","108,686","107,552","25,773",.,"109,024","117,403",.,"182,566","259,454","61,637","17,847","101,271","48,632","1,516,329"
FZ64B,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 18 years and under","1,019","4,148",.,431,"2,148",.,.,545,.,.,"1,206",.,"141,676",.,.,.,"11,678",.,"162,852"
FZ65Z,Combined Upper and Lower Gastrointestinal Tract Therapeutic Endoscopic Procedures,"32,997","35,946",.,"26,206","17,989","38,100","32,156","17,101",.,"26,735","32,307",.,"80,790","84,210","19,483","5,320","50,081","12,502","511,924"
FZ66F,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,614,.,.,.,.,614
FZ67E,"Major Small Intestine Procedures, 19 years and over, with CC Score 2-3",.,.,.,.,"1,056","2,846",.,.,.,.,.,.,.,.,.,.,"1,471",.,"5,372"
FZ67F,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,"2,712","1,648",.,.,.,.,.,.,.,.,.,.,.,.,"4,360"
FZ70Z,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over","36,661","63,726",.,"46,484","12,633","20,876","17,574","5,750",.,"13,135","7,306",.,"40,484","7,728","11,472",.,"92,786","3,697","380,312"
FZ71E,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6,.,.,.,.,.,.,.,.,.,619,.,.,.,.,.,.,.,.,619
FZ71F,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,"2,608","1,922",.,"9,699","1,021",.,.,.,.,.,.,.,.,.,"1,024",.,"2,401",.,"18,675"
FZ71G,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,"1,304","2,443",.,"43,251",681,"4,498",953,.,.,.,.,.,"3,805",.,"1,961",.,.,.,"58,895"
FZ76D,"Distal Colon Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,"1,117",.,.,.,.,.,.,.,.,.,.,.,.,"1,117"
FZ77D,"Major Large Intestine Procedures, 19 years and over, with CC Score 1-2",426,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,616",.,"3,042"
FZ77E,"Major Large Intestine Procedures, 19 years and over, with CC Score 0",.,"4,630",.,.,.,.,733,733,.,.,.,.,825,.,"2,664",.,"1,064",.,"10,649"
FZ78B,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"1,173",.,.,.,.,.,"1,173"
FZ81E,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",359,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,359
FZ83J,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,454,454
FZ83K,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,340,.,.,.,.,.,.,.,"4,184",.,"2,141",568,.,.,"7,232"
FZ87F,Complex Hernia Procedures with CC Score 1-2,.,"1,547",.,.,.,.,.,898,.,863,.,.,.,.,.,.,.,.,"3,308"
FZ87G,Complex Hernia Procedures with CC Score 0,.,.,.,.,"3,498","1,770",.,733,.,"4,045","2,422",.,"3,595",.,.,.,"2,616",.,"18,679"
FZ88A,"Insertion of Gastrostomy Tube, 19 years and over",.,332,.,.,.,"3,445",.,.,.,.,440,.,"1,380",.,.,.,853,.,"6,450"
FZ89Z,"Complex Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures","3,229",.,.,"29,051",.,.,.,.,.,.,.,.,"1,791",.,.,.,696,.,"34,767"
FZ90B,Abdominal Pain without Interventions,658,388,.,604,"1,799",647,"5,174",678,523,396,"2,211",.,985,"2,031","4,639",.,"3,440","2,692","26,863"
FZ91D,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,860,.,860
FZ91H,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",.,.,.,216,.,.,.,.,.,.,.,.,.,.,.,.,860,.,"1,077"
FZ91K,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10",.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,357,874
FZ91L,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",.,"2,079",.,.,340,486,.,.,.,863,.,.,.,.,.,512,"2,937","2,215","9,433"
FZ91M,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2","4,187","7,445",.,"3,530",291,"10,101","9,805","3,798",.,"6,421",837,.,"7,091","4,735","16,043","4,724","15,748","8,788","103,544"
FZ92F,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",.,.,.,143,.,.,.,.,.,.,.,.,.,.,.,.,.,.,143
FZ92H,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 5-8",.,466,.,"1,873",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,340"
FZ92J,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-4",.,466,.,"3,195",.,.,.,.,.,.,.,.,.,.,972,.,"4,302",.,"8,935"
FZ92K,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,"2,531",.,"22,841",.,"3,973","1,728",.,.,.,.,.,.,.,.,"1,752","29,676",.,"62,501"
GA06D,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,.,416,.,929,.,.,.,.,.,.,"1,369",.,.,.,.,.,"2,714"
GA07C,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,696,.,696
GA07D,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,"3,481",.,.,.,.,.,"3,481"
GA07E,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0",.,.,.,"1,213",.,929,.,.,.,.,"1,262",.,.,.,.,.,.,.,"3,405"
GA10G,"Open or Laparoscopic Cholecystectomy, 18 years and under",.,.,.,.,.,"3,873",.,.,.,.,.,.,.,.,.,.,.,.,"3,873"
GA10J,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 1-3",.,.,.,.,.,"10,743",.,.,.,.,"32,701",.,.,.,"6,634",.,.,.,"50,078"
GA10K,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 0","1,344","32,097",.,.,"6,378","177,778","1,722",.,.,.,"210,347",.,.,.,"66,339",.,.,.,"496,004"
GA10N,"Open Cholecystectomy, 19 years and over, with CC Score 0",.,.,.,.,.,"1,788",.,.,.,.,.,.,.,.,.,.,.,.,"1,788"
GA13A,"Minor Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC Score 1+",.,.,.,"1,798",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,798"
GA13B,"Minor Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC Score 0",.,.,.,486,.,.,.,.,.,.,.,.,.,.,.,.,.,.,486
GB01F,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,.,"2,431",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,431"
GB02E,"Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 2-3",.,.,.,847,.,.,.,.,.,.,.,.,.,.,"1,050",.,.,.,"1,897"
GB02F,"Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,.,.,.,"1,133",.,.,.,.,.,.,.,.,.,.,696,.,"1,829"
GB03D,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 5-7",.,"1,398",.,.,.,.,.,.,.,.,.,.,.,.,.,.,696,.,"2,094"
GB03E,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 2-4",718,"6,448",.,"1,278",.,.,"1,286",.,.,.,595,.,"22,398",.,.,.,696,.,"33,417"
GB03F,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1","2,153",885,.,"1,408",681,"4,467","1,751",.,.,.,"4,272",.,"31,744",.,"3,150",.,"3,501",.,"54,010"
GB04D,"Minor, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, 19 years and over",.,"8,035",.,"57,290",291,"32,613","2,818",.,.,"1,649","3,398",.,"80,901",.,"9,682",.,"15,540",.,"212,218"
GB04E,"Minor, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, 18 years and under",.,.,.,.,.,404,.,.,.,.,.,.,.,.,.,.,.,.,404
GB05G,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,"1,078","1,727",.,.,340,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,145"
GB05H,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,"1,451","7,948",.,"4,032","4,765",.,"2,067",.,.,.,.,.,.,.,.,.,"2,785",.,"23,048"
GB06E,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 6+,.,"1,386",.,.,.,.,.,.,.,.,.,.,.,.,.,.,696,.,"2,082"
GB06F,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 4-5,374,"7,459",.,"1,414",681,.,.,.,.,.,.,.,.,.,.,.,"5,590",.,"15,516"
GB06G,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-3,"2,941","22,239",.,.,"2,723",.,.,.,.,552,.,.,"9,138",.,.,.,"11,199",.,"48,792"
GB06H,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,"43,518","97,733",.,"22,253","10,891",877,"9,293",.,.,"6,611",419,.,"64,100",.,.,.,"37,774",.,"293,469"
GB07Z,Minor Diagnostic Endoscopic Retrograde Cholangiopancreatography,"6,099","20,598",.,"7,377","4,765","9,449","6,577",733,.,"1,104","2,089",.,"8,746",.,.,.,"9,358",.,"76,894"
GB09D,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 5+,.,"1,218",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,218"
GB09E,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,.,.,.,.,340,.,.,.,.,.,.,.,.,.,.,.,.,.,340
GB09F,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,"1,078",.,.,"1,111",.,.,.,.,.,.,.,.,"2,320",.,.,.,.,.,"4,509"
GC01F,"Liver Failure Disorders without Interventions, with CC Score 0-4",.,.,.,.,.,.,376,.,.,.,.,.,284,.,.,.,.,.,660
GC12C,"Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions",.,.,.,198,.,.,.,.,.,.,.,.,.,.,.,.,.,.,198
GC12F,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-1",335,.,.,143,.,.,.,.,.,.,.,.,.,.,.,.,.,.,478
GC12H,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5",.,233,.,714,.,.,.,.,.,.,.,.,.,.,.,.,.,.,948
GC12J,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2",.,700,.,"8,065",.,.,.,.,.,.,.,.,433,.,.,.,"1,271",.,"10,468"
GC12K,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0","1,379",700,.,"6,033",.,.,.,.,.,.,351,.,"2,337",.,.,.,"2,542",.,"13,343"
GC17H,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7",.,.,.,"1,035",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,035"
GC17J,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",.,388,.,"1,286",.,.,.,.,.,.,.,.,681,.,.,.,"1,169",.,"3,523"
GC17K,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",.,.,.,467,291,"1,119","2,441",.,.,.,"10,546",.,"20,404","2,896",.,.,"5,446",.,"43,611"
HA14B,"Minor Hip Procedures for Trauma, with Intermediate CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,844,.,844
HA14C,"Minor Hip Procedures for Trauma, without CC",.,.,.,.,.,.,.,.,"1,144",.,.,"1,506",.,.,.,.,.,.,"2,649"
HA19Z,Minimal Hip Procedures for Trauma,.,.,.,.,.,.,.,.,"2,091",.,.,.,.,.,.,.,.,.,"2,091"
HA21C,"Major Knee Procedures for Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,"1,907",.,.,.,"2,690",.,.,.,.,.,"4,597"
HA22C,"Major Knee Procedures for Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,"1,748",.,.,.,.,.,.,.,"1,141",.,"2,889"
HA23C,"Intermediate Knee Procedures for Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,"14,621",.,.,.,"5,925",.,.,.,.,.,"20,547"
HA25C,"Minor Knee Procedures for Trauma, Category 2, without CC","1,257",.,.,.,.,.,.,.,"4,547",.,.,.,"5,029",.,.,.,.,.,"10,833"
HA29Z,Minimal Knee Procedures for Trauma,.,.,.,.,.,.,.,"1,325",.,.,.,.,"1,624",.,.,.,.,.,"2,950"
HA31C,"Major Foot Procedures for Trauma, without CC",.,.,.,.,.,.,.,.,.,.,.,.,"25,264",.,.,.,.,.,"25,264"
HA32Z,"Intermediate Foot Procedures for Trauma, Category 2",.,.,.,.,.,.,.,.,.,.,.,.,"6,592",.,.,.,.,.,"6,592"
HA34Z,"Minor Foot Procedures for Trauma, Category 2",.,.,.,.,.,.,.,"1,877","11,148",.,.,.,"4,681",.,.,.,.,.,"17,707"
HA35Z,"Minor Foot Procedures for Trauma, Category 1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,742",.,"1,742"
HA39Z,Minimal Foot Procedures for Trauma,693,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,693
HA51Z,"Major Hand Procedures for Trauma, Category 2",.,.,.,.,.,.,.,"5,753","3,266",.,.,.,"101,846",.,.,.,"4,294",.,"115,159"
HA53Z,"Intermediate Hand Procedures for Trauma, Category 2",.,.,.,.,.,.,.,"28,565","6,454",.,.,.,"81,349",.,.,.,"3,879",.,"120,247"
HA54Z,"Intermediate Hand Procedures for Trauma, Category 1",.,.,.,.,.,.,.,.,871,.,.,.,"4,096",.,.,.,"8,334",.,"13,301"
HA55Z,"Minor Hand Procedures for Trauma, Category 2","4,128",.,.,.,.,.,.,"22,343",929,.,.,.,"18,441",.,.,.,"3,484",.,"49,326"
HA56A,"Minor Hand Procedures for Trauma, Category 1, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"4,998",.,.,.,"2,732",.,"7,730"
HA56B,"Minor Hand Procedures for Trauma, Category 1, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"8,164",.,.,.,"2,732",.,"10,896"
HA59Z,Minimal Hand Procedures for Trauma,.,.,.,.,.,.,.,.,639,.,.,.,"1,957",.,.,.,"1,261",.,"3,857"
