HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Average
EA58Z,Transcatheter Aortic Valve Implantation (TAVI) using Transfemoral Approach,.,.,.,.,.,.,.,.,.,.,.,.,"8,169",.,.,.,.,"8,169"
EA59Z,Transcatheter Aortic Valve Implantation (TAVI) not using Transfemoral Approach,.,.,.,.,.,.,.,.,.,.,.,.,"6,801",.,.,.,.,"6,801"
EB02A,Endocarditis with CC Score 10+,.,.,.,.,.,.,528,.,.,.,.,.,.,.,.,.,367,399
EB02B,Endocarditis with CC Score 5-9,689,.,404,547,.,.,.,.,.,.,.,.,386,.,799,.,.,462
EB02C,Endocarditis with CC Score 0-4,564,408,.,.,.,.,.,.,.,.,453,.,386,.,.,.,456,431
EB03A,"Heart Failure or Shock, with CC Score 14+",.,413,404,.,438,409,.,.,.,.,.,.,386,.,.,.,389,405
EB03B,"Heart Failure or Shock, with CC Score 11-13",595,408,594,454,338,330,528,.,376,.,387,.,431,.,502,.,370,443
EB03C,"Heart Failure or Shock, with CC Score 8-10",538,412,464,454,336,348,585,.,376,.,470,.,424,.,519,.,366,413
EB03D,"Heart Failure or Shock, with CC Score 4-7",532,411,431,485,342,313,528,.,376,.,383,.,478,.,532,552,371,424
EB03E,"Heart Failure or Shock, with CC Score 0-3",504,412,498,491,341,308,614,.,432,.,401,.,438,.,566,552,371,431
EB04Z,Hypertension,461,409,427,479,382,323,528,.,376,.,378,.,430,.,528,552,363,430
EB05A,Cardiac Arrest with CC Score 9+,438,422,611,.,.,358,.,.,376,.,754,.,386,.,.,.,411,516
EB05B,Cardiac Arrest with CC Score 5-8,.,422,525,575,372,301,.,.,.,.,"1,039",.,386,.,644,552,367,612
EB05C,Cardiac Arrest with CC Score 0-4,689,.,459,500,894,.,.,.,376,.,413,.,482,.,700,552,389,522
EB06A,Cardiac Valve Disorders with CC Score 13+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,456,456
EB06B,Cardiac Valve Disorders with CC Score 9-12,689,422,.,.,345,.,528,.,.,.,387,.,.,.,502,.,367,455
EB06C,Cardiac Valve Disorders with CC Score 5-8,598,422,486,454,356,358,701,.,376,.,420,.,447,.,.,552,411,492
EB06D,Cardiac Valve Disorders with CC Score 0-4,639,416,431,528,360,301,614,.,446,.,369,.,611,.,621,.,402,466
EB07A,"Arrhythmia or Conduction Disorders, with CC Score 13+",689,414,568,.,327,.,.,.,655,.,.,.,.,.,.,.,367,499
EB07B,"Arrhythmia or Conduction Disorders, with CC Score 10-12",598,410,568,454,365,358,701,.,469,.,.,.,521,.,.,.,402,475
EB07C,"Arrhythmia or Conduction Disorders, with CC Score 7-9",583,415,532,524,368,323,571,.,416,.,420,.,453,407,590,.,380,455
EB07D,"Arrhythmia or Conduction Disorders, with CC Score 4-6",577,416,622,526,352,343,601,.,428,.,450,.,543,.,612,552,404,477
EB07E,"Arrhythmia or Conduction Disorders, with CC Score 0-3",606,430,632,546,391,330,565,.,460,.,483,.,531,.,614,552,437,496
EB08A,"Syncope or Collapse, with CC Score 13+",.,390,.,.,345,.,.,.,.,.,.,.,370,.,.,.,367,368
EB08B,"Syncope or Collapse, with CC Score 10-12",438,411,495,547,346,301,.,.,376,.,387,.,403,.,518,.,361,420
EB08C,"Syncope or Collapse, with CC Score 7-9",514,404,500,467,337,344,528,.,375,.,376,.,439,.,524,.,367,413
EB08D,"Syncope or Collapse, with CC Score 4-6",471,407,492,497,338,309,528,.,390,.,364,.,449,.,573,552,370,419
EB08E,"Syncope or Collapse, with CC Score 0-3",484,410,461,490,419,320,552,.,396,.,373,.,428,.,537,552,374,429
EB09B,Non-Interventional Congenital Cardiac Conditions with CC Score 0-2,.,422,.,.,.,.,.,.,.,.,.,.,611,.,.,.,.,516
EB10A,"Actual or Suspected Myocardial Infarction, with CC Score 13+",.,429,499,.,362,.,701,.,.,360,.,.,.,.,.,.,367,419
EB10B,"Actual or Suspected Myocardial Infarction, with CC Score 10-12",689,418,636,454,346,358,528,.,376,.,.,.,518,.,502,.,369,444
EB10C,"Actual or Suspected Myocardial Infarction, with CC Score 7-9",580,416,563,500,364,376,701,.,516,.,442,.,507,.,502,.,393,445
EB10D,"Actual or Suspected Myocardial Infarction, with CC Score 4-6",656,420,558,528,366,333,614,.,525,.,430,.,527,.,598,552,405,458
EB10E,"Actual or Suspected Myocardial Infarction, with CC Score 0-3",633,433,527,536,391,341,580,.,479,.,443,.,529,.,699,552,450,490
EB12A,Unspecified Chest Pain with CC Score 11+,626,422,568,.,516,.,701,.,376,.,.,.,386,.,576,.,395,483
EB12B,Unspecified Chest Pain with CC Score 5-10,597,420,564,517,358,330,604,.,410,.,423,.,449,.,572,552,403,463
EB12C,Unspecified Chest Pain with CC Score 0-4,546,435,539,542,436,321,628,.,431,.,358,.,380,.,564,552,423,470
EB13A,Angina with CC Score 12+,564,422,.,.,.,409,701,.,.,.,.,.,.,.,502,.,367,469
EB13B,Angina with CC Score 8-11,609,422,568,454,362,347,562,.,432,.,420,.,498,.,502,.,424,454
EB13C,Angina with CC Score 4-7,656,422,563,520,356,334,666,.,432,.,441,.,538,.,637,552,426,472
EB13D,Angina with CC Score 0-3,587,423,582,533,375,329,654,.,399,.,443,.,516,.,630,552,434,461
EB14A,Other Acquired Cardiac Conditions with CC Score 13+,479,407,554,.,438,409,.,.,.,.,.,.,.,.,.,.,344,427
EB14B,Other Acquired Cardiac Conditions with CC Score 9-12,512,417,642,.,384,409,528,.,655,.,431,.,485,.,502,.,377,490
EB14C,Other Acquired Cardiac Conditions with CC Score 6-8,541,412,512,500,364,369,528,.,416,.,421,.,464,.,502,552,389,451
EB14D,Other Acquired Cardiac Conditions with CC Score 3-5,537,412,606,497,365,324,528,.,456,.,415,.,502,.,546,552,396,472
EB14E,Other Acquired Cardiac Conditions with CC Score 0-2,562,414,558,524,408,503,614,.,446,.,410,.,615,.,573,552,484,497
EB15B,Primary Pulmonary Hypertension with CC Score 4-8,.,.,.,.,.,.,.,.,.,.,.,.,386,.,.,.,.,386
EC01A,"Congenital Cardiac Surgery with Intervention Score 58 or less, with Diagnosis Score 64 or less",.,.,.,.,"1,406",.,.,.,.,.,.,.,"5,145",.,.,.,.,"4,958"
EC01B,"Congenital Cardiac Surgery with Intervention Score 58 or less, with Diagnosis Score 65-117",.,.,.,.,.,.,.,.,.,.,.,.,"6,450",.,.,.,.,"6,450"
EC02B,"Congenital Cardiac Surgery with Intervention Score 59-121, with Diagnosis Score 65-117",.,.,.,.,.,.,.,.,.,.,.,.,"2,611",.,.,.,.,"2,611"
FZ12L,"Major General Abdominal Procedures, 19 years and over, with CC Score 10+",.,.,"4,507",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,507"
FZ12M,"Major General Abdominal Procedures, 19 years and over, with CC Score 6-9",.,407,.,.,.,.,.,.,.,.,.,.,"3,840",.,.,.,455,"1,567"
FZ12N,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5",.,452,.,.,"2,780",.,.,.,.,.,.,.,"3,356",.,.,.,"1,113","1,918"
FZ12P,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2","2,739",452,.,989,"3,202","1,309",.,.,.,.,.,.,"2,062",.,.,.,"1,431","1,975"
FZ12Q,"Major General Abdominal Procedures, 19 years and over, with CC Score 0","1,939","1,886","2,710",.,"2,214","3,845",.,.,.,.,.,.,"3,956",.,.,.,"1,375","2,496"
FZ12R,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 1+",.,.,.,.,.,"2,927",.,.,.,.,.,.,.,.,.,.,.,"2,927"
FZ12S,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,625",.,.,"4,625"
FZ12U,"Major General Abdominal Procedures, 1 year and under, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"4,910",.,.,.,.,"4,910"
FZ13C,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",464,574,628,573,"1,873","1,816","1,336",.,770,.,"1,020",.,510,.,712,.,"1,184",739
FZ13D,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 18 years and under",.,"1,865",.,.,"2,742","1,106",.,.,.,.,.,.,.,.,.,.,"1,248","1,529"
FZ17E,"Abdominal Hernia Procedures, 19 years and over, with CC Score 4+",.,.,.,.,"3,187",.,.,.,.,.,.,.,.,.,.,.,.,"3,187"
FZ17F,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3","2,851",.,"2,140",.,.,.,.,.,.,.,"2,195",.,"1,974",.,.,.,.,"2,331"
FZ17G,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0",.,.,.,.,"2,577","2,862",.,.,.,.,.,.,.,.,.,.,"2,210","2,617"
FZ18E,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"1,853",.,.,.,.,"1,853"
FZ18F,"Inguinal, Umbilical or Femoral Hernia Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"3,040",.,.,.,.,"3,040"
FZ18G,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,332","1,332"
FZ18H,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5","2,962",.,.,.,"3,748",.,.,.,.,.,.,.,"2,770",.,"3,735",.,"1,347","3,012"
FZ18J,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2","3,069",452,.,"1,087","1,996","1,934",.,.,.,.,.,.,"1,752",.,"3,152",.,"1,088","1,578"
FZ18K,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0","2,906",452,.,573,"2,803","1,941",.,.,.,.,"4,044",.,"2,114",.,"1,681",.,"1,230","2,007"
FZ19A,"Herniotomy Procedures, 2 years and over",.,.,.,.,.,.,.,.,.,.,.,.,"2,268",.,.,.,.,"2,268"
FZ19B,"Herniotomy Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,099",.,.,.,.,"2,099"
FZ20F,"Appendicectomy Procedures, 19 years and over, with CC Score 5+",.,452,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,259",990
FZ20G,"Appendicectomy Procedures, 19 years and over, with CC Score 3-4",.,.,.,.,.,.,.,.,.,.,.,.,"2,839",.,.,.,.,"2,839"
FZ20H,"Appendicectomy Procedures, 19 years and over, with CC Score 1-2","2,739",452,.,573,"2,798",.,.,.,.,.,"1,977",.,"2,661",.,"2,434",.,"1,381","2,233"
FZ20J,"Appendicectomy Procedures, 19 years and over, with CC Score 0","2,739",452,"3,447",573,"2,225","2,156",.,.,.,.,"3,061",.,"2,885",.,"3,226",.,"1,379","2,204"
FZ20L,"Appendicectomy Procedures, 18 years and under, with CC Score 1-2","2,739",452,.,573,"2,238","2,556",.,.,.,.,.,.,"3,384",.,.,.,.,"2,320"
FZ20M,"Appendicectomy Procedures, 18 years and under, with CC Score 0","2,739",574,"2,371",584,"2,087","2,221",.,.,.,.,"2,744",.,"2,861",.,"3,299",.,"1,421","1,900"
FZ21B,"Major Anal Procedures, 18 years and under",.,"1,198",.,.,864,.,.,.,.,.,.,.,.,.,.,.,.,"1,087"
FZ21C,"Major Anal Procedures, 19 years and over, with CC Score 1+",.,772,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,186",910
FZ21D,"Major Anal Procedures, 19 years and over, with CC Score 0","1,652","1,219","1,831","1,079","1,393","1,705",.,.,.,.,"1,520",.,"1,599",.,.,.,"1,064","1,445"
FZ22B,"Intermediate Anal Procedures, 18 years and under","1,598",452,.,919,"1,112","1,500",.,.,.,.,"1,622",.,"1,645",.,"2,636",.,"1,088","1,319"
FZ22C,"Intermediate Anal Procedures, 19 years and over, with CC Score 3+",.,.,.,573,327,.,.,.,.,.,.,.,.,.,"2,636",.,.,"1,178"
FZ22D,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2","1,598",773,"1,371",573,999,"1,378",.,.,.,.,"1,624",.,"1,429",.,"1,310",.,942,"1,217"
FZ22E,"Intermediate Anal Procedures, 19 years and over, with CC Score 0","1,598",514,"1,641",605,"1,119","1,332",.,.,.,.,"1,436",.,"1,477",.,"1,887",.,997,"1,211"
FZ23A,"Minor Anal Procedures, 19 years and over",.,.,.,779,.,"1,671",.,.,.,.,.,.,.,.,"2,061",.,966,"1,460"
FZ24E,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years","1,609","1,305",.,886,"1,356",.,.,.,.,.,.,.,"2,144",.,.,.,.,"1,804"
FZ24F,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,476",.,.,.,.,"1,476"
FZ24G,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",438,593,723,.,"1,498",.,.,.,.,.,.,.,"2,001",.,.,.,.,913
FZ24H,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",708,574,856,573,"1,263","2,218",.,.,698,.,"1,126",.,"1,563",.,"1,973",.,"1,501","1,173"
FZ24J,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",438,534,"1,196",925,947,"1,618",.,.,.,.,"2,036",.,"1,341",.,"1,973",.,.,"1,189"
FZ27D,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,"1,658",.,.,.,.,.,.,.,.,.,.,.,.,"1,658"
FZ27E,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 3+",.,.,.,.,327,.,.,.,.,.,.,.,.,.,.,.,.,327
FZ27F,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,452,.,.,"1,573",.,.,.,.,.,"1,301",.,"2,830",.,.,.,.,"1,539"
FZ27G,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0","2,739",.,.,"1,070","1,387",.,.,.,.,.,.,.,.,.,.,.,"1,347","1,578"
FZ36K,"Gastrointestinal Infections with Single Intervention, with CC Score 2-4",.,.,.,.,363,.,.,.,.,.,.,.,.,.,.,.,.,363
FZ36M,"Gastrointestinal Infections without Interventions, with CC Score 8+",438,407,.,.,382,.,.,.,376,.,.,.,416,.,573,.,368,397
FZ36N,"Gastrointestinal Infections without Interventions, with CC Score 5-7",461,393,431,454,364,301,.,.,376,.,360,.,390,.,502,.,367,397
FZ36P,"Gastrointestinal Infections without Interventions, with CC Score 2-4",439,400,447,454,363,326,528,.,376,.,374,.,404,.,531,.,368,402
FZ36Q,"Gastrointestinal Infections without Interventions, with CC Score 0-1",501,404,426,471,476,503,543,.,376,.,388,.,400,.,540,.,403,428
FZ37P,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,398,.,454,.,.,.,.,.,.,387,.,388,.,502,.,375,395
FZ37Q,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",438,405,554,483,327,.,.,.,376,.,387,.,387,.,576,.,367,425
FZ37R,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",440,402,421,492,406,358,.,.,.,.,352,.,384,.,502,.,376,407
FZ37S,"Inflammatory Bowel Disease without Interventions, with CC Score 0",441,451,427,542,421,333,.,.,376,.,433,.,386,.,589,.,395,425
FZ38L,"Gastrointestinal Bleed with Single Intervention, with CC Score 0-4",.,.,655,.,.,.,.,.,.,.,.,.,.,.,.,.,.,655
FZ38M,"Gastrointestinal Bleed without Interventions, with CC Score 9+",457,414,.,.,.,.,.,.,.,.,453,.,604,.,.,.,353,425
FZ38N,"Gastrointestinal Bleed without Interventions, with CC Score 5-8",545,398,404,524,438,398,.,.,.,.,475,.,390,.,647,.,374,407
FZ38P,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",457,408,449,497,425,376,528,.,376,.,451,.,391,407,557,.,377,417
FZ42A,"Wireless Capsule Endoscopy, 19 years and over",788,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,788
FZ49F,"Nutritional Disorders without Interventions, with CC Score 6+",438,.,404,.,327,.,.,.,.,.,.,.,386,.,502,.,367,380
FZ49G,"Nutritional Disorders without Interventions, with CC Score 2-5",430,400,420,.,327,301,.,.,376,.,387,.,463,.,559,.,364,408
FZ49H,"Nutritional Disorders without Interventions, with CC Score 0-1",438,401,418,.,894,333,528,.,376,.,383,.,397,.,550,.,367,422
FZ50Z,"Intermediate Large Intestine Procedures, 19 years and over","1,632",605,.,"1,131",803,"1,148",.,.,531,.,"1,431",.,"1,284",.,"2,710",.,950,"1,055"
FZ51Z,"Diagnostic Colonoscopy, 19 years and over",882,917,876,.,"1,232","1,046",.,.,998,.,"1,225",.,819,.,.,.,"1,332",993
FZ52Z,"Diagnostic Colonoscopy with Biopsy, 19 years and over",973,777,889,"1,774","2,954",881,"1,336",.,.,.,814,.,"1,017",.,.,.,.,"1,065"
FZ53Z,"Therapeutic Colonoscopy, 19 years and over",604,982,590,573,980,"1,694",.,.,.,.,.,.,.,.,.,.,"1,332",794
FZ54Z,"Diagnostic Flexible Sigmoidoscopy, 19 years and over",996,733,691,814,841,"1,005",.,.,687,.,960,.,904,.,994,.,895,864
FZ55Z,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over",954,703,663,.,786,"1,113",932,.,687,.,740,.,780,.,867,.,869,790
FZ56Z,"Therapeutic Flexible Sigmoidoscopy, 19 years and over",907,824,732,662,"1,406",761,.,.,.,.,"1,311",.,874,.,.,.,987,910
FZ57Z,"Diagnostic or Therapeutic, Rigid Sigmoidoscopy, 19 years and over","1,052",452,.,.,980,"1,013",.,.,.,.,"1,571",.,"1,021",.,"1,036",.,893,"1,014"
FZ58A,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,458,590,.,.,985,.,.,.,.,.,.,.,.,867,.,"1,595","1,364"
FZ58B,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,393",.,.,.,.,"2,393"
FZ59Z,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over",438,434,"1,043",.,"4,232",515,.,.,791,.,.,.,"1,944",.,"1,531",.,"1,086","1,039"
FZ60Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",985,708,671,867,808,834,932,.,687,.,773,.,844,.,916,.,827,793
FZ61Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over",977,712,658,737,"1,173",893,932,.,687,.,746,.,804,.,890,.,828,794
FZ62A,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years",908,637,699,"1,033",651,660,.,.,.,.,852,.,"1,399",.,.,.,.,969
FZ62B,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, 1 year and under",.,"2,098",.,.,.,.,.,.,.,.,.,.,"1,972",.,.,.,.,"2,014"
FZ63Z,Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures,845,515,793,.,903,.,"1,336",.,.,.,"1,420",.,785,.,.,.,821,912
FZ64A,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 19 years and over",981,967,730,"1,171",.,"1,137",.,.,.,.,907,.,"1,226",.,.,.,821,903
FZ64B,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 18 years and under",.,.,.,908,.,.,.,.,.,.,.,.,.,.,.,.,.,908
FZ65Z,Combined Upper and Lower Gastrointestinal Tract Therapeutic Endoscopic Procedures,721,493,890,.,"1,309",.,.,.,.,.,.,.,.,.,.,.,.,808
FZ66C,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,.,"5,182",.,.,.,"2,063","3,623"
FZ66D,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 5-7","7,304",.,.,.,"5,006",.,.,.,.,.,"5,841",.,.,.,.,.,"2,063","3,772"
FZ66E,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 2-4",.,.,789,.,"3,922","5,198",.,.,.,.,"2,428",.,"4,799",.,.,.,"2,082","3,534"
FZ66F,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,"3,521",.,.,.,.,.,.,.,"2,993",.,.,.,"2,063","3,029"
FZ67F,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,452,.,.,"1,832",.,.,.,.,.,.,.,"3,758",.,.,.,.,"2,450"
FZ68K,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,"5,586",.,.,.,.,"5,586"
FZ68L,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"2,769",.,.,.,.,"2,769"
FZ69C,"Complex Small Intestine Procedures, 19 years and over, with CC Score 7+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,063","2,063"
FZ69D,"Complex Small Intestine Procedures, 19 years and over, with CC Score 3-6",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,063","2,063"
FZ69E,"Complex Small Intestine Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,"5,026",.,.,.,.,.,.,.,.,.,.,.,"1,347","3,186"
FZ70Z,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",586,705,895,"1,201","2,006","1,052",.,.,687,.,"1,194",.,"1,257",.,.,.,982,851
FZ71D,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 7+,"1,393",.,.,.,.,.,.,.,.,.,901,.,.,.,.,.,.,"1,147"
FZ71E,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6,"1,393",.,"2,614",.,.,.,.,.,.,.,"2,801",.,.,.,.,.,"1,275","1,872"
FZ71F,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,"1,393",475,"2,807",454,.,.,.,.,.,.,.,.,.,.,.,.,"1,142","2,239"
FZ71G,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,"1,347","1,385","2,787",.,.,"1,487",.,.,.,.,.,.,.,.,.,.,.,"2,534"
FZ73C,Very Complex Large Intestine Procedures with CC Score 9+,.,.,.,.,.,"7,773",.,.,.,.,.,.,.,.,.,.,.,"7,773"
FZ73D,Very Complex Large Intestine Procedures with CC Score 6-8,.,.,.,.,.,.,.,.,.,.,"9,027",.,.,.,.,.,.,"9,027"
FZ73E,Very Complex Large Intestine Procedures with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,575","2,575"
FZ73F,Very Complex Large Intestine Procedures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"10,828",.,.,.,"2,575","6,701"
FZ74C,"Complex Large Intestine Procedures, 19 years and over, with CC Score 9+",.,805,.,.,"2,270",.,.,.,.,.,.,.,.,.,.,.,"3,255","2,110"
FZ74D,"Complex Large Intestine Procedures, 19 years and over, with CC Score 6-8",.,452,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,898","1,536"
FZ74E,"Complex Large Intestine Procedures, 19 years and over, with CC Score 3-5","7,439","1,594",.,.,"4,755","6,063",.,.,.,.,.,.,"6,357",.,.,.,"2,678","4,524"
FZ74F,"Complex Large Intestine Procedures, 19 years and over, with CC Score 0-2",.,"2,547",.,573,"4,031",.,.,.,.,.,.,.,"6,199",.,.,.,"2,304","4,203"
FZ75D,"Proximal Colon Procedures, 19 years and over, with CC Score 3-5",.,.,.,927,"4,600",.,.,.,.,.,.,.,"4,432",.,.,.,"1,347","2,447"
FZ75E,"Proximal Colon Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,"3,903",.,.,.,.,.,.,.,"3,817",.,.,.,.,"3,852"
FZ76C,"Distal Colon Procedures, 19 years and over, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,"4,229",.,.,.,.,"4,229"
FZ76D,"Distal Colon Procedures, 19 years and over, with CC Score 0-2",.,.,"4,838",.,.,"4,717",.,.,.,.,.,.,"4,828",.,.,.,.,"4,794"
FZ77D,"Major Large Intestine Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,347","1,347"
FZ77E,"Major Large Intestine Procedures, 19 years and over, with CC Score 0",.,452,.,.,"4,406",.,.,.,.,.,.,.,.,.,.,.,.,"2,429"
FZ78A,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,257","3,257"
FZ78C,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,"3,051",.,.,.,.,"3,051"
FZ78D,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"4,792",.,.,.,.,"4,792"
FZ80E,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,"4,755",.,.,.,.,.,.,.,.,.,.,.,.,"4,755"
FZ81C,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4+",.,.,"5,488",.,.,"2,665",.,.,.,.,.,.,.,.,.,.,.,"4,077"
FZ81D,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,210","2,210"
FZ81E,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,"3,593",.,.,.,.,.,.,.,"7,340",.,502,.,.,"3,812"
FZ82C,"Very Complex or Complex, Oesophageal, Stomach or Duodenum Procedures, 18 years and under, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"7,544",.,.,.,.,"7,544"
FZ83E,"Major, Oesophageal, Stomach or Duodenum Procedures, 1 year and under, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,"4,623",.,.,.,.,"4,623"
FZ83F,"Major, Oesophageal, Stomach or Duodenum Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"5,312",.,.,.,.,"5,312"
FZ83G,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 7+",.,.,.,.,327,.,.,.,.,.,.,.,.,.,.,.,.,327
FZ83H,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,.,"3,217",.,.,.,"2,502","3,038"
FZ83J,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",.,452,.,.,"4,871",.,.,.,.,.,.,.,"3,472",.,.,.,"2,502","2,874"
FZ83K,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,743,"2,833",.,"2,077","2,753",.,.,.,.,.,.,"1,171",.,.,.,.,"1,809"
FZ87E,Complex Hernia Procedures with CC Score 3-4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,965","3,965"
FZ87F,Complex Hernia Procedures with CC Score 1-2,.,.,.,.,.,"2,360",.,.,.,.,.,.,.,.,.,.,"1,551","1,956"
