HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total Cost
JD07J,303,"Skin Disorders without Interventions, with CC Score 2-5","6,660",.,"6,772",.,.,.,.,.,.,.,.,.,.,.,.,.,"13,432"
JD07J,320,"Skin Disorders without Interventions, with CC Score 2-5","1,378",.,.,"6,017",.,"3,571",.,.,.,.,.,"2,915",.,"3,197",.,.,"17,078"
JD07J,330,"Skin Disorders without Interventions, with CC Score 2-5",.,.,"28,314",.,"3,759",.,.,.,.,.,.,.,.,.,.,.,"32,073"
JD07J,340,"Skin Disorders without Interventions, with CC Score 2-5",.,.,835,.,"11,834",.,.,.,.,.,.,"9,536",.,.,.,.,"22,206"
JD07J,350,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,.,.,.,.,.,.,.,.,"38,530",.,.,.,.,"38,530"
JD07J,361,"Skin Disorders without Interventions, with CC Score 2-5",.,.,"6,060",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,060"
JD07J,370,"Skin Disorders without Interventions, with CC Score 2-5",.,.,"51,063",.,.,.,.,.,.,.,.,.,.,.,.,.,"51,063"
JD07J,410,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,.,.,.,.,"16,325",.,.,.,.,.,.,.,.,"16,325"
JD07J,430,"Skin Disorders without Interventions, with CC Score 2-5","19,890","21,855","22,399",.,"16,675",.,.,.,.,"7,912","3,815","14,044",.,"16,738",.,"14,324","137,652"
JD07J,502,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,"10,325",.,.,.,.,.,.,.,.,.,.,.,.,"10,325"
JD07J,823,"Skin Disorders without Interventions, with CC Score 2-5",.,.,.,.,"3,295",.,.,.,.,.,.,.,.,.,.,.,"3,295"
JD07K,100,"Skin Disorders without Interventions, with CC Score 0-1","15,532","36,156","3,617","15,827","20,589","2,372",.,.,.,.,"2,421","1,430",.,"26,532",.,909,"125,385"
JD07K,101,"Skin Disorders without Interventions, with CC Score 0-1",.,.,"3,678",.,"1,678",.,.,.,.,.,.,.,.,.,.,770,"6,126"
JD07K,110,"Skin Disorders without Interventions, with CC Score 0-1","1,039",.,.,.,"5,979",.,.,.,.,.,.,.,.,.,.,.,"7,018"
JD07K,120,"Skin Disorders without Interventions, with CC Score 0-1","11,871",899,.,.,"7,181",.,.,.,.,.,.,"2,460",.,.,.,.,"22,411"
JD07K,140,"Skin Disorders without Interventions, with CC Score 0-1","1,228",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,228"
JD07K,160,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"5,969",.,.,.,"27,449","33,417"
JD07K,180,"Skin Disorders without Interventions, with CC Score 0-1",.,"22,380",.,.,"157,392",.,.,.,.,.,.,"4,127",.,.,.,.,"183,899"
JD07K,300,"Skin Disorders without Interventions, with CC Score 0-1","46,021","77,662","17,053","26,308","53,261","35,250","18,463",.,"18,413",.,"25,587","29,528",.,"34,146",.,"35,945","417,638"
JD07K,301,"Skin Disorders without Interventions, with CC Score 0-1",.,"4,859",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,859"
JD07K,302,"Skin Disorders without Interventions, with CC Score 0-1",.,.,"1,854",.,.,.,.,.,.,.,.,"1,795",.,.,.,.,"3,649"
JD07K,303,"Skin Disorders without Interventions, with CC Score 0-1","2,220","3,215","14,870",.,.,.,.,.,.,.,.,.,.,.,.,.,"20,305"
JD07K,320,"Skin Disorders without Interventions, with CC Score 0-1","6,200",.,.,.,.,.,.,.,.,.,.,"1,533",.,.,.,.,"7,732"
JD07K,330,"Skin Disorders without Interventions, with CC Score 0-1","70,451",.,"28,929",.,683,.,.,.,.,.,.,.,.,.,.,.,"100,064"
JD07K,340,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,"1,428",.,.,.,.,.,.,.,.,.,.,"1,428"
JD07K,350,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"11,619",.,.,.,.,"11,619"
JD07K,370,"Skin Disorders without Interventions, with CC Score 0-1",.,.,"11,266",.,.,.,.,.,.,.,.,.,.,.,.,.,"11,266"
JD07K,430,"Skin Disorders without Interventions, with CC Score 0-1",737,"4,816",.,.,.,.,.,.,.,"3,237",.,"6,075",.,.,.,"2,387","17,251"
JD07K,501,"Skin Disorders without Interventions, with CC Score 0-1","2,056","1,910",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,967"
JD07K,502,"Skin Disorders without Interventions, with CC Score 0-1","4,125",.,"3,235","1,588",.,.,.,.,.,.,.,.,.,.,.,.,"8,948"
KA03C,100,Parathyroid Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"3,601",.,.,.,.,"3,601"
KA03D,120,Parathyroid Procedures with CC Score 0-1,"5,842",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,842"
KA04A,300,Adrenal Procedures with CC Score 2+,.,"4,879",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,879"
KA04B,302,Adrenal Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"5,592",.,.,.,.,"5,592"
KA05C,300,Anterior Pituitary Disorders with CC Score 2+,.,"6,506",.,"4,082",.,.,"1,055",.,.,.,.,.,.,.,.,.,"11,643"
KA05D,300,Anterior Pituitary Disorders with CC Score 0-1,.,"6,846",.,.,"1,307",.,.,.,"3,758",.,.,"1,819",.,.,.,.,"13,730"
KA05D,302,Anterior Pituitary Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"6,363",.,.,.,.,"6,363"
KA05D,360,Anterior Pituitary Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"5,537",.,.,.,.,"5,537"
KA06C,100,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+","3,655",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,655"
KA06C,300,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+",.,"4,473",.,.,.,.,"4,220",.,.,.,.,.,.,.,.,"4,035","12,727"
KA06C,302,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,"2,121",.,.,.,.,"2,121"
KA06C,430,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+",.,"1,852",.,.,.,.,.,.,.,.,"2,787",.,.,.,.,.,"4,639"
KA06D,100,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3",.,"6,779",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,779"
KA06D,120,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3","3,777",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,777"
KA06D,300,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3",.,"6,099",.,907,.,.,.,.,.,.,.,.,.,.,.,.,"7,006"
KA06D,302,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,"1,468",.,.,.,.,"1,468"
KA06D,370,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3",.,.,"5,895",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,895"
KA06E,100,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,.,.,"1,283",.,.,.,.,.,.,.,.,.,.,.,"1,283"
KA06E,300,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,648,"2,368",.,.,.,734,"3,750"
KA06E,302,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,815,.,.,.,.,815
KA06E,370,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,"10,794",.,.,.,.,.,.,.,.,.,.,.,.,.,"10,794"
KA07A,300,Non-Surgical Thyroid Disorders with CC Score 4+,.,"20,737",.,.,"1,634",.,.,.,"12,777",.,.,"1,047",.,"2,511",.,.,"38,705"
KA07A,302,Non-Surgical Thyroid Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"3,589",.,.,.,.,"3,589"
KA07A,430,Non-Surgical Thyroid Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,"10,179",.,.,"24,172","34,351"
KA07B,300,Non-Surgical Thyroid Disorders with CC Score 2-3,877,"4,066","5,395",.,654,.,"1,583",.,"4,134",.,.,716,.,"1,506",.,.,"18,930"
KA07B,302,Non-Surgical Thyroid Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"5,057",.,.,.,.,"5,057"
KA07B,320,Non-Surgical Thyroid Disorders with CC Score 2-3,.,.,"2,644","7,110",.,.,.,.,.,.,.,.,.,.,.,.,"9,754"
KA07C,100,Non-Surgical Thyroid Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,818","1,818"
KA07C,120,Non-Surgical Thyroid Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"1,973",.,.,.,.,"1,973"
KA07C,130,Non-Surgical Thyroid Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,849,.,.,.,.,849
KA07C,300,Non-Surgical Thyroid Disorders with CC Score 0-1,877,"1,626","3,505",.,.,"1,205","7,385",.,752,.,.,.,.,"2,009",.,"5,502","22,861"
KA07C,302,Non-Surgical Thyroid Disorders with CC Score 0-1,.,.,927,.,.,.,.,.,.,.,.,.,.,.,.,.,927
KA07C,320,Non-Surgical Thyroid Disorders with CC Score 0-1,.,.,.,.,770,.,.,.,.,.,.,.,.,.,.,.,770
KA07C,501,Non-Surgical Thyroid Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,190","2,190"
KA08A,300,Other Endocrine Disorders with CC Score 4+,"16,217",.,.,"3,629",.,.,"7,385",.,.,.,.,716,.,.,.,"4,035","31,982"
KA08A,302,Other Endocrine Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"6,876",.,.,.,.,"6,876"
KA08A,430,Other Endocrine Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,670","5,670"
KA08B,120,Other Endocrine Disorders with CC Score 2-3,"1,619",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,619"
KA08B,300,Other Endocrine Disorders with CC Score 2-3,"2,191","2,440","1,168","4,082",.,603,"2,638",.,.,.,"5,496",.,.,"1,004",.,"10,637","30,260"
KA08B,302,Other Endocrine Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"2,625",.,.,.,.,"2,625"
KA08B,361,Other Endocrine Disorders with CC Score 2-3,"1,563",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,563"
KA08B,430,Other Endocrine Disorders with CC Score 2-3,"1,842",.,"3,665",.,.,.,.,.,.,.,"1,416","4,246",.,.,.,.,"11,168"
KA08C,300,Other Endocrine Disorders with CC Score 0-1,"4,821","2,033",.,"1,814","1,307",.,.,.,.,.,"4,688",.,.,"2,009",.,"1,100","17,773"
KA08C,430,Other Endocrine Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"3,592",.,.,.,.,"3,592"
KA09C,300,Thyroid Procedures with CC Score 4+,"81,122","3,659",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,555","88,336"
KA09C,430,Thyroid Procedures with CC Score 4+,.,.,.,.,"7,250",.,.,.,.,.,.,.,.,.,.,.,"7,250"
KA09D,100,Thyroid Procedures with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"5,698",.,.,.,.,"5,698"
KA09D,120,Thyroid Procedures with CC Score 2-3,"17,619",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"17,619"
KA09D,300,Thyroid Procedures with CC Score 2-3,"3,105",.,.,.,.,"1,205",.,.,.,.,"3,133",.,.,.,.,.,"7,443"
KA09E,101,Thyroid Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,040","2,040"
KA09E,120,Thyroid Procedures with CC Score 0-1,"8,465",.,.,.,"1,714",.,.,.,.,.,.,.,.,.,.,.,"10,180"
KA09E,300,Thyroid Procedures with CC Score 0-1,"2,228",.,.,.,.,.,.,.,.,.,.,"3,354",.,.,.,.,"5,582"
KA09E,302,Thyroid Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"2,604",.,.,.,.,"2,604"
KB01C,300,"Diabetes with Hypoglycaemic Disorders, with CC Score 8+","3,945","6,912",.,"4,989","18,298","2,410","8,317",.,"2,630",.,"4,912","1,763",.,"12,052",.,"13,571","79,801"
KB01C,302,"Diabetes with Hypoglycaemic Disorders, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,"3,098",.,.,.,.,"3,098"
KB01C,361,"Diabetes with Hypoglycaemic Disorders, with CC Score 8+",.,"6,629",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,749","12,378"
KB01C,430,"Diabetes with Hypoglycaemic Disorders, with CC Score 8+","2,210",.,.,.,"2,175",.,.,.,.,"4,675",.,.,.,"9,656",.,"8,953","27,669"
KB01D,300,"Diabetes with Hypoglycaemic Disorders, with CC Score 5-7","19,723","10,978",.,"9,979","16,991","1,506",.,.,"4,509",.,"2,122","5,453",.,"19,082",.,"9,903","100,248"
KB01D,302,"Diabetes with Hypoglycaemic Disorders, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,"17,457",.,.,.,.,"17,457"
KB01D,320,"Diabetes with Hypoglycaemic Disorders, with CC Score 5-7",.,.,.,.,.,.,.,.,"2,622",.,"1,639",.,.,.,.,.,"4,261"
KB01D,340,"Diabetes with Hypoglycaemic Disorders, with CC Score 5-7",.,.,"2,318",.,.,.,.,.,.,.,.,854,.,.,.,.,"3,171"
KB01D,430,"Diabetes with Hypoglycaemic Disorders, with CC Score 5-7",.,741,.,.,"1,450",.,.,.,.,.,.,.,.,.,.,"6,267","8,458"
KB01E,100,"Diabetes with Hypoglycaemic Disorders, with CC Score 3-4",.,.,.,.,.,.,.,.,.,.,.,"1,763",.,.,.,.,"1,763"
KB01E,300,"Diabetes with Hypoglycaemic Disorders, with CC Score 3-4","5,698","13,011",786,"2,721","4,575","1,205",.,.,"4,509",.,859,"2,094",.,"7,030",.,"3,301","45,790"
KB01E,302,"Diabetes with Hypoglycaemic Disorders, with CC Score 3-4",.,.,"1,854",.,.,.,.,.,.,.,.,"8,155",.,.,.,.,"10,009"
KB01E,320,"Diabetes with Hypoglycaemic Disorders, with CC Score 3-4",.,.,.,.,"1,540","1,429",.,.,.,.,.,.,.,.,.,.,"2,969"
KB01E,430,"Diabetes with Hypoglycaemic Disorders, with CC Score 3-4","2,210","1,482",.,.,.,.,.,.,.,.,.,.,.,"1,931",.,.,"5,623"
KB01F,100,"Diabetes with Hypoglycaemic Disorders, with CC Score 0-2",.,.,.,.,"1,752","1,581",.,.,.,.,.,.,.,.,.,.,"3,333"
KB01F,300,"Diabetes with Hypoglycaemic Disorders, with CC Score 0-2","3,506","5,693",.,"1,361","3,268","3,917",.,.,.,.,"1,832",.,.,"4,017",.,"2,201","25,794"
KB01F,302,"Diabetes with Hypoglycaemic Disorders, with CC Score 0-2",.,.,"1,854",.,.,.,.,.,.,.,.,"3,424",.,.,.,.,"5,279"
KB01F,320,"Diabetes with Hypoglycaemic Disorders, with CC Score 0-2",.,.,.,"1,641",.,.,.,.,.,.,.,.,.,.,.,.,"1,641"
KB01F,430,"Diabetes with Hypoglycaemic Disorders, with CC Score 0-2",.,"3,704",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,704"
KB02G,100,"Diabetes with Hyperglycaemic Disorders, with CC Score 8+",.,"2,260",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,260"
KB02G,300,"Diabetes with Hyperglycaemic Disorders, with CC Score 8+","10,957","3,659",.,"8,618","2,941","1,808","3,165",.,"14,280",.,"4,553","12,196",.,.,.,"28,243","90,420"
KB02G,302,"Diabetes with Hyperglycaemic Disorders, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,"50,828",.,.,.,.,"50,828"
KB02G,361,"Diabetes with Hyperglycaemic Disorders, with CC Score 8+",.,"3,536","14,068",.,.,"2,047",.,.,.,.,.,.,.,.,.,767,"20,417"
KB02G,430,"Diabetes with Hyperglycaemic Disorders, with CC Score 8+","6,998",.,.,.,"14,863",.,.,.,.,"9,351",.,.,.,.,.,"5,670","36,882"
KB02H,100,"Diabetes with Hyperglycaemic Disorders, with CC Score 5-7",.,.,.,"2,290","1,314",.,.,.,.,.,.,.,.,.,.,.,"3,604"
KB02H,300,"Diabetes with Hyperglycaemic Disorders, with CC Score 5-7","24,106","48,386","7,219","19,504","18,625","5,122","8,968",.,"10,522",.,"12,348","16,083",.,"21,592",.,"27,456","219,931"
KB02H,302,"Diabetes with Hyperglycaemic Disorders, with CC Score 5-7",.,.,"1,854",.,.,.,.,.,.,.,.,"49,222",.,.,.,.,"51,076"
KB02H,320,"Diabetes with Hyperglycaemic Disorders, with CC Score 5-7",.,.,.,"10,392",.,.,.,.,.,.,.,.,.,.,.,.,"10,392"
KB02H,430,"Diabetes with Hyperglycaemic Disorders, with CC Score 5-7",.,"2,593",.,.,"1,088",.,.,.,"2,195",.,.,"1,829",.,.,.,"3,283","10,987"
KB02J,100,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4","4,111",.,.,.,876,.,.,.,.,.,.,"4,691",.,.,.,.,"9,679"
KB02J,300,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4","18,409","59,365","11,979","28,122","21,566","14,462","29,013",.,"21,419",.,"6,714","13,837",.,"71,807",.,"50,617","347,310"
KB02J,302,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",.,.,"1,391",.,.,.,.,.,.,.,.,"94,948",.,.,.,.,"96,339"
KB02J,303,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",.,"2,857",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,857"
KB02J,320,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",.,.,.,"1,641","3,465","2,143",.,.,.,.,"1,244","1,533",.,.,.,.,"10,025"
KB02J,340,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,"1,241",.,.,.,.,"1,241"
KB02J,370,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",.,.,"4,009",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,009"
KB02J,420,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",.,"2,437",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,437"
KB02J,430,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4","2,578","3,334",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,136","9,048"
KB02K,100,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",.,.,.,"1,145",.,"1,186",.,.,.,.,.,715,.,.,.,"1,818","4,864"
KB02K,180,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",.,913,.,.,"3,577",.,.,.,.,.,.,.,.,.,.,.,"4,491"
KB02K,300,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1","18,847","38,221","8,157","15,422","8,822","11,750","7,913",.,"11,649",.,"14,018","13,994",.,"21,592",.,"20,173","190,559"
KB02K,302,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",.,.,"1,854",.,.,.,.,.,.,.,.,"37,820",.,.,.,.,"39,674"
KB02K,320,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",.,.,.,"1,094",.,"1,072",.,.,.,.,.,.,.,.,.,.,"2,166"
KB02K,340,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",.,.,.,.,.,"2,857",.,.,.,.,.,.,.,.,.,.,"2,857"
KB02K,361,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1","1,563",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,563"
KB02K,370,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",.,.,"1,651",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,651"
KB02K,430,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",.,.,.,.,"1,088",.,.,.,.,719,.,"1,241",.,.,.,.,"3,048"
KB03C,100,"Diabetes with Lower Limb Complications, with CC Score 9+","10,964",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,964"
KB03C,110,"Diabetes with Lower Limb Complications, with CC Score 9+",.,.,.,.,.,.,.,"14,200",.,.,.,.,.,.,.,.,"14,200"
KB03C,300,"Diabetes with Lower Limb Complications, with CC Score 9+","2,191","18,297",.,.,.,.,"8,440",.,.,.,.,.,.,.,.,"9,170","38,099"
KB03C,302,"Diabetes with Lower Limb Complications, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,"4,080",.,.,.,.,"4,080"
KB03C,361,"Diabetes with Lower Limb Complications, with CC Score 9+","13,025",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"13,025"
KB03D,100,"Diabetes with Lower Limb Complications, with CC Score 5-8","14,162",904,.,.,"16,895",.,.,.,.,.,.,.,.,.,.,.,"31,961"
KB03D,110,"Diabetes with Lower Limb Complications, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,002","2,002"
KB03D,300,"Diabetes with Lower Limb Complications, with CC Score 5-8",.,"30,089",.,"3,629","3,268","3,917","6,330",.,"19,916",.,.,.,.,"9,541",.,"26,776","103,465"
KB03D,302,"Diabetes with Lower Limb Complications, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,.,"1,468",.,.,.,.,"1,468"
KB03D,320,"Diabetes with Lower Limb Complications, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,796",.,.,"4,796"
KB03D,430,"Diabetes with Lower Limb Complications, with CC Score 5-8",.,.,.,.,"1,813",.,.,.,.,.,.,.,.,"12,232",.,.,"14,044"
KB03E,100,"Diabetes with Lower Limb Complications, with CC Score 0-4","9,593",904,.,.,"8,761",791,.,.,.,.,.,.,.,.,.,.,"20,049"
KB03E,300,"Diabetes with Lower Limb Complications, with CC Score 0-4",877,"26,430",.,"1,361",.,"3,615",.,.,"3,758",.,.,716,.,"1,506",.,"14,305","52,568"
KC04A,300,Inborn Errors of Metabolism with CC Score 3+,"19,285","8,288","4,226",.,"5,228",.,"6,858",.,.,.,.,"1,763",.,"3,515",.,"9,537","58,700"
KC04A,301,Inborn Errors of Metabolism with CC Score 3+,.,748,.,.,.,.,.,.,.,.,.,.,.,.,.,.,748
KC04A,302,Inborn Errors of Metabolism with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"2,774",.,.,.,.,"2,774"
KC04A,303,Inborn Errors of Metabolism with CC Score 3+,.,.,"58,526",.,.,.,.,.,.,.,.,.,.,.,.,.,"58,526"
KC04A,320,Inborn Errors of Metabolism with CC Score 3+,.,.,.,"3,829",.,.,.,.,.,.,.,"8,917",.,.,.,.,"12,746"
KC04A,370,Inborn Errors of Metabolism with CC Score 3+,.,.,"1,126",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,126"
KC04A,430,Inborn Errors of Metabolism with CC Score 3+,"2,210",.,"6,215",.,.,.,.,.,.,719,.,.,.,.,.,"5,073","14,217"
KC04B,100,Inborn Errors of Metabolism with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,982,.,.,.,.,.,982
KC04B,300,Inborn Errors of Metabolism with CC Score 0-2,.,"1,220",.,.,"1,307",.,.,.,.,.,734,"1,377",.,"1,506",.,.,"6,144"
KC04B,302,Inborn Errors of Metabolism with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"1,141",.,.,.,.,"1,141"
KC04B,303,Inborn Errors of Metabolism with CC Score 0-2,.,.,"3,563",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,563"
KC04B,370,Inborn Errors of Metabolism with CC Score 0-2,.,.,"1,126",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,126"
KC04B,501,Inborn Errors of Metabolism with CC Score 0-2,.,.,.,"2,255",.,.,.,.,.,.,.,.,.,.,.,.,"2,255"
KC05G,300,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 5+",877,"1,220","13,243",.,"6,208",.,"9,249",.,"6,907",.,.,"8,209",.,"11,549",.,"2,742","60,203"
KC05G,340,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,"6,283",.,.,.,.,"6,283"
KC05G,361,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 5+",.,.,"18,173",.,.,.,.,.,.,.,.,.,.,.,.,.,"18,173"
KC05G,430,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,"9,113",.,"13,436",.,.,.,"22,549"
KC05H,100,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 0-4",.,.,.,.,876,.,.,.,.,.,.,.,.,.,.,.,876
KC05H,300,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 0-4","2,295",.,.,"4,536","3,921",603,"16,443",.,.,.,.,.,.,"11,047",.,"2,515","41,360"
KC05H,302,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,"3,863",.,.,.,.,"3,863"
KC05J,100,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 10+","7,309",.,.,.,.,"2,767",.,.,.,.,.,.,.,.,.,.,"10,076"
KC05J,300,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 10+","7,451","17,078","13,487",.,"41,498","9,340","55,389",.,"32,317",.,"27,791","6,662",.,"24,605",.,"23,841","259,459"
KC05J,302,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 10+",.,.,.,.,.,.,.,.,.,.,.,"1,468",.,.,.,.,"1,468"
KC05J,361,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 10+",.,"12,374","14,463",.,.,.,.,.,.,.,.,.,.,.,.,.,"26,838"
KC05J,430,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 10+","3,683","7,779","30,693",.,"3,625","4,220",.,.,.,"14,026","6,214",.,.,.,.,"27,454","97,695"
KC05K,100,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",.,.,.,.,"1,314",.,.,.,.,.,.,"3,719",.,.,.,.,"5,034"
KC05K,300,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9","45,583","67,904","30,882","21,772","57,836","6,327","62,247",.,"37,578",.,"40,008","22,419",.,"29,124",.,"88,396","510,077"
KC05K,301,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",.,"8,223",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,223"
KC05K,302,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",.,.,.,.,.,.,.,.,.,.,.,"17,209",.,.,.,.,"17,209"
KC05K,303,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9","1,665",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,665"
KC05K,320,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9","2,755",.,.,"3,829","3,080",.,"2,103",.,"13,764",.,848,.,.,.,.,"6,381","32,760"
KC05K,361,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9","2,605","12,374","7,101",.,.,"1,638",.,.,.,.,.,.,.,.,.,"1,533","25,251"
KC05K,370,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",.,.,"2,594",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,594"
