HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,DaisyHill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Unit Cost
GC17E,100,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 4-8",.,.,793,.,.,.,.,.,.,.,.,.,.,.,.,.,.,793
GC17F,303,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-3",.,.,791,.,.,.,.,.,.,.,.,.,.,.,.,.,.,791
GC17G,100,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 8+",.,.,.,.,438,395,.,.,.,.,.,.,388,.,.,.,455,406
GC17G,180,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,.,306,.,.,.,.,306
GC17G,300,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 8+",438,407,404,.,.,.,.,.,376,.,.,.,386,.,502,.,367,391
GC17G,361,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 8+",.,.,704,.,.,409,.,.,.,.,.,.,.,.,.,.,.,557
GC17G,430,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,.,654,.,.,.,.,654
GC17H,100,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7",457,452,.,.,438,395,.,.,.,.,525,.,388,.,647,.,455,432
GC17H,300,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7",438,407,404,454,327,301,.,.,.,.,360,.,386,.,502,.,367,388
GC17H,301,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7",.,374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,374
GC17H,320,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7",.,.,.,547,.,358,.,.,.,.,.,.,.,.,.,.,.,452
GC17H,340,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,466,.,.,.,.,466
GC17H,361,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7",.,.,704,.,.,409,.,.,.,.,.,.,.,.,.,.,.,557
GC17H,430,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,654,.,.,.,.,654
GC17J,100,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",457,452,532,573,438,395,.,.,.,.,525,.,388,.,647,.,455,431
GC17J,101,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",.,.,.,657,.,.,.,.,.,.,.,.,.,.,.,.,.,657
GC17J,180,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",.,457,.,.,.,.,.,.,.,.,.,.,306,.,.,.,.,366
GC17J,300,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",438,407,404,454,327,301,528,.,376,.,360,.,386,.,502,.,367,394
GC17J,301,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",.,374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,374
GC17J,320,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",689,422,568,547,.,.,701,.,.,.,453,.,.,.,799,.,456,511
GC17J,340,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",.,.,.,.,.,714,.,.,.,.,.,.,466,.,.,.,.,590
GC17J,361,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",521,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,383,475
GC17J,370,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",.,.,708,.,.,.,.,.,.,.,.,.,.,.,.,.,.,708
GC17J,430,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",368,370,.,.,363,.,.,.,.,.,388,.,654,.,644,.,.,472
GC17J,502,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",.,775,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,775
GC17K,100,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",474,452,532,573,438,395,.,.,.,.,525,.,388,.,647,.,455,437
GC17K,101,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",565,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,565
GC17K,180,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",.,457,.,.,894,.,.,.,.,.,225,.,306,.,.,.,.,379
GC17K,300,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",438,407,404,454,327,301,528,.,376,.,369,.,386,.,502,.,367,396
GC17K,301,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",.,478,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,478
GC17K,303,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",.,.,712,.,.,.,.,.,.,.,.,.,.,.,.,.,.,712
GC17K,320,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",689,422,.,547,.,.,.,.,.,.,453,.,.,.,.,552,.,495
GC17K,350,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"1,035",.,.,.,.,"1,035"
GC17K,361,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",.,.,704,.,.,.,.,.,.,.,.,.,.,.,.,.,.,704
GC17K,430,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",.,370,499,.,.,.,.,.,.,.,388,.,654,.,.,.,.,427
HA11A,110,"Major Hip Procedures for Trauma, Category 2, with Major CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,066","2,066"
HA12B,110,"Major Hip Procedures for Trauma, Category 1, with CC","3,748",.,.,.,"3,486",.,.,.,.,.,.,.,.,.,.,.,"1,999","2,854"
HA12B,180,"Major Hip Procedures for Trauma, Category 1, with CC",.,457,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,457
HA12C,110,"Major Hip Procedures for Trauma, Category 1, without CC",.,.,.,.,"4,559",.,.,.,.,.,.,.,.,.,.,.,"1,931","4,121"
HA13A,110,"Intermediate Hip Procedures for Trauma, with Major CC","2,305",.,.,.,.,.,.,.,.,.,.,.,"3,335",.,.,.,"1,547","2,312"
HA13B,110,"Intermediate Hip Procedures for Trauma, with Intermediate CC","3,198",.,.,.,"3,144",.,.,.,.,.,.,.,.,.,.,.,.,"3,155"
HA13C,110,"Intermediate Hip Procedures for Trauma, without CC","2,305",.,.,.,"2,864",.,.,.,.,.,.,.,"3,740",.,.,.,"1,599","2,611"
HA13C,300,"Intermediate Hip Procedures for Trauma, without CC",.,.,.,.,.,.,.,.,.,.,.,.,"3,280",.,.,.,.,"3,280"
HA14C,110,"Minor Hip Procedures for Trauma, without CC","1,859",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,859"
HA19Z,110,Minimal Hip Procedures for Trauma,"1,263",.,.,.,.,.,.,.,.,.,.,.,"1,610",.,.,.,817,"1,337"
HA19Z,430,Minimal Hip Procedures for Trauma,.,.,.,.,363,.,.,.,.,.,.,.,.,.,.,.,.,363
HA21C,110,"Major Knee Procedures for Trauma, Category 2, without CC","2,535",.,.,.,"4,031",.,.,.,.,.,.,.,"2,864",.,.,.,.,"2,890"
HA22B,430,"Major Knee Procedures for Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,.,.,.,.,"4,804",.,.,.,.,"4,804"
HA22C,110,"Major Knee Procedures for Trauma, Category 1, without CC","2,189",.,.,.,"1,386",.,.,.,.,.,.,.,"2,575",.,.,.,.,"2,263"
HA23B,110,"Intermediate Knee Procedures for Trauma, Category 2, with CC",.,.,.,.,.,.,.,.,.,.,.,.,"2,316",.,.,.,.,"2,316"
HA23C,110,"Intermediate Knee Procedures for Trauma, Category 2, without CC","2,156",.,.,.,"1,978",.,.,.,.,.,.,.,"2,899",.,.,.,.,"2,299"
HA24Z,110,"Intermediate Knee Procedures for Trauma, Category 1",.,.,.,.,.,.,.,.,.,.,.,.,863,.,.,.,"2,171","1,517"
HA25C,110,"Minor Knee Procedures for Trauma, Category 2, without CC",.,.,.,.,847,.,.,.,.,.,.,.,"6,088",.,.,.,.,"4,341"
HA26C,110,"Minor Knee Procedures for Trauma, Category 1, without CC","1,859",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,859"
HA29Z,110,Minimal Knee Procedures for Trauma,"1,412",.,.,.,.,.,.,.,.,.,.,.,"1,793",.,.,.,771,"1,246"
HA29Z,300,Minimal Knee Procedures for Trauma,438,.,.,.,.,.,.,.,687,.,.,.,.,.,.,.,821,596
HA29Z,320,Minimal Knee Procedures for Trauma,689,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,689
HA31B,110,"Major Foot Procedures for Trauma, with CC","2,477",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,477"
HA31C,110,"Major Foot Procedures for Trauma, without CC","2,853",.,.,.,"1,776",.,.,.,.,.,.,.,"2,600",.,.,.,"2,005","2,593"
HA32Z,110,"Intermediate Foot Procedures for Trauma, Category 2","3,406",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,171","3,230"
HA33Z,110,"Intermediate Foot Procedures for Trauma, Category 1","1,859",.,.,.,"1,978",.,.,"2,273",.,.,.,.,"2,948",.,.,.,"1,670","2,012"
HA34Z,110,"Minor Foot Procedures for Trauma, Category 2","2,194",.,.,.,"2,926",.,.,.,.,.,.,.,"3,079",.,.,.,.,"2,783"
HA35Z,110,"Minor Foot Procedures for Trauma, Category 1","1,667",.,.,.,"1,103",.,.,.,.,.,.,.,.,.,.,.,956,"1,483"
HA39Z,110,Minimal Foot Procedures for Trauma,"1,412",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,412"
HA39Z,300,Minimal Foot Procedures for Trauma,.,.,.,.,.,.,.,.,687,.,.,.,.,.,.,.,.,687
HA51Z,110,"Major Hand Procedures for Trauma, Category 2","2,091",.,.,.,"2,551",.,.,.,.,.,.,.,"3,628",.,.,.,"1,525","2,323"
HA51Z,160,"Major Hand Procedures for Trauma, Category 2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,162","2,162"
HA52Z,110,"Major Hand Procedures for Trauma, Category 1","2,305",.,.,.,"3,090",.,.,.,.,.,.,.,.,.,.,.,.,"2,866"
HA52Z,160,"Major Hand Procedures for Trauma, Category 1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,851","1,851"
HA53Z,110,"Intermediate Hand Procedures for Trauma, Category 2","2,751",.,.,.,"2,470",.,.,.,.,.,.,.,.,.,.,.,"1,858","2,484"
HA53Z,160,"Intermediate Hand Procedures for Trauma, Category 2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,742","1,742"
HA54Z,110,"Intermediate Hand Procedures for Trauma, Category 1","1,859",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,233","1,650"
HA54Z,160,"Intermediate Hand Procedures for Trauma, Category 1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,413","1,413"
HA55Z,100,"Minor Hand Procedures for Trauma, Category 2",.,.,.,"1,008",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,008"
HA55Z,110,"Minor Hand Procedures for Trauma, Category 2","2,901",.,.,.,"2,011",.,.,.,.,.,.,.,.,.,.,.,"2,009","2,177"
HA55Z,160,"Minor Hand Procedures for Trauma, Category 2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,450","1,450"
HA55Z,420,"Minor Hand Procedures for Trauma, Category 2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,143","1,143"
HA56A,110,"Minor Hand Procedures for Trauma, Category 1, 19 years and over","2,026",.,.,.,"2,275",.,.,.,.,.,.,.,"1,220",.,.,.,"1,547","2,141"
HA56A,160,"Minor Hand Procedures for Trauma, Category 1, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,620","1,620"
HA56A,180,"Minor Hand Procedures for Trauma, Category 1, 19 years and over",.,.,.,.,894,.,.,.,.,.,.,.,.,.,.,.,.,894
HA56A,300,"Minor Hand Procedures for Trauma, Category 1, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,972,972
HA56B,110,"Minor Hand Procedures for Trauma, Category 1, 18 years and under","2,050",.,.,.,"2,130",.,.,.,.,.,.,.,"2,073",.,.,.,"1,251","2,023"
HA56B,160,"Minor Hand Procedures for Trauma, Category 1, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,496","1,496"
HA59Z,160,Minimal Hand Procedures for Trauma,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,792,792
HA61B,110,"Major, Shoulder or Upper Arm Procedures for Trauma, with CC",.,.,.,.,.,.,.,.,.,.,.,.,"4,012",.,.,.,.,"4,012"
HA61C,110,"Major, Shoulder or Upper Arm Procedures for Trauma, without CC","3,331",.,.,.,"2,986",.,.,.,.,.,.,.,"3,703",.,.,.,"1,747","2,952"
HA62Z,110,"Intermediate, Shoulder or Upper Arm Procedures for Trauma","2,008",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,008"
HA63Z,110,"Minor, Shoulder or Upper Arm Procedures for Trauma","1,827",.,.,.,"1,751",.,.,.,.,.,.,.,"1,463",.,.,.,.,"1,747"
HA63Z,180,"Minor, Shoulder or Upper Arm Procedures for Trauma",.,457,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,457
HA63Z,300,"Minor, Shoulder or Upper Arm Procedures for Trauma",438,.,.,.,327,.,.,.,.,.,.,.,.,.,.,.,.,383
HA63Z,320,"Minor, Shoulder or Upper Arm Procedures for Trauma",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,061","1,061"
HA69Z,110,"Minimal, Shoulder or Upper Arm Procedures for Trauma",.,.,.,.,673,.,.,.,.,.,.,.,.,.,.,.,.,673
HA69Z,300,"Minimal, Shoulder or Upper Arm Procedures for Trauma",.,.,.,.,.,.,.,.,687,.,.,.,.,.,.,.,.,687
HA71B,110,"Major, Elbow or Lower Arm Procedures for Trauma, with CC","2,305",.,.,.,"2,776",.,.,.,.,.,.,.,"3,144",.,.,.,"1,747","2,244"
HA71B,160,"Major, Elbow or Lower Arm Procedures for Trauma, with CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,847","1,847"
HA71C,110,"Major, Elbow or Lower Arm Procedures for Trauma, without CC","2,736",.,.,.,"2,726",.,.,"2,601",.,.,.,.,"3,326",.,.,.,"1,729","2,878"
HA71C,160,"Major, Elbow or Lower Arm Procedures for Trauma, without CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,933","1,933"
HA71C,171,"Major, Elbow or Lower Arm Procedures for Trauma, without CC",.,.,.,.,.,.,.,.,.,.,.,.,"2,854",.,.,.,.,"2,854"
HA72Z,110,"Intermediate, Elbow or Lower Arm Procedures for Trauma","2,127",.,.,.,"1,857",.,.,.,.,.,.,.,"1,855",.,.,.,"1,448","1,905"
HA72Z,160,"Intermediate, Elbow or Lower Arm Procedures for Trauma",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,757","1,757"
HA72Z,180,"Intermediate, Elbow or Lower Arm Procedures for Trauma",.,.,.,.,894,.,.,.,.,.,303,.,.,.,.,.,.,451
HA72Z,300,"Intermediate, Elbow or Lower Arm Procedures for Trauma",.,.,.,.,.,.,.,.,791,.,.,.,.,.,.,.,.,791
HA73B,100,"Minor, Elbow or Lower Arm Procedures for Trauma, 18 years and under","2,169",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,169"
HA73B,110,"Minor, Elbow or Lower Arm Procedures for Trauma, 18 years and under","1,859",.,.,.,"1,352",.,.,.,.,.,.,.,"1,577",.,.,.,959,"1,494"
HA73B,150,"Minor, Elbow or Lower Arm Procedures for Trauma, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,244",.,.,.,.,"2,244"
HA73B,160,"Minor, Elbow or Lower Arm Procedures for Trauma, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,395","1,395"
HA73B,171,"Minor, Elbow or Lower Arm Procedures for Trauma, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,554",.,.,.,.,"1,554"
HA73B,180,"Minor, Elbow or Lower Arm Procedures for Trauma, 18 years and under",.,457,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,457
HA73B,350,"Minor, Elbow or Lower Arm Procedures for Trauma, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,570",.,.,.,.,"1,570"
HA73B,420,"Minor, Elbow or Lower Arm Procedures for Trauma, 18 years and under",762,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,762
HA73C,110,"Minor, Elbow or Lower Arm Procedures for Trauma, 19 years and over","1,859",.,.,.,"1,297",.,.,.,.,.,.,.,"1,377",.,.,.,"1,199","1,535"
HA73C,160,"Minor, Elbow or Lower Arm Procedures for Trauma, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,395","1,395"
HA73C,180,"Minor, Elbow or Lower Arm Procedures for Trauma, 19 years and over",.,457,.,.,894,.,.,.,.,.,301,.,.,.,.,.,.,527
HA73C,300,"Minor, Elbow or Lower Arm Procedures for Trauma, 19 years and over",.,.,.,.,.,.,"1,538",.,791,.,.,.,.,.,.,.,.,"1,164"
HA79Z,110,"Minimal, Elbow or Lower Arm Procedures for Trauma","1,263",.,.,.,.,.,.,"2,052",.,.,.,.,"1,331",.,.,.,.,"1,387"
HA79Z,300,"Minimal, Elbow or Lower Arm Procedures for Trauma",.,.,.,.,.,.,.,.,.,.,.,.,"1,265",.,.,.,.,"1,265"
HA81A,100,"Sprains, Strains or Minor Open Wounds, with Major CC",.,.,.,.,.,395,.,.,.,.,.,.,.,.,.,.,.,395
HA81A,110,"Sprains, Strains or Minor Open Wounds, with Major CC",519,.,.,.,.,.,.,.,.,.,.,.,612,.,.,.,400,510
HA81A,160,"Sprains, Strains or Minor Open Wounds, with Major CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,490,490
HA81A,180,"Sprains, Strains or Minor Open Wounds, with Major CC",.,457,.,.,894,.,.,.,.,.,.,.,306,.,.,.,.,638
HA81A,300,"Sprains, Strains or Minor Open Wounds, with Major CC",438,407,.,454,327,301,.,.,376,.,387,.,386,.,502,.,367,376
HA81A,301,"Sprains, Strains or Minor Open Wounds, with Major CC",.,374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,374
HA81A,340,"Sprains, Strains or Minor Open Wounds, with Major CC",.,.,.,.,.,.,.,.,.,.,.,.,466,.,.,.,.,466
HA81A,400,"Sprains, Strains or Minor Open Wounds, with Major CC",.,.,.,.,.,.,.,.,.,.,.,.,799,.,.,.,.,799
HA81A,430,"Sprains, Strains or Minor Open Wounds, with Major CC",368,370,499,.,363,.,.,.,.,.,.,.,654,.,.,.,.,504
HA81B,100,"Sprains, Strains or Minor Open Wounds, with Intermediate CC",457,452,.,573,.,.,.,.,.,.,525,.,532,.,"1,973",.,455,586
HA81B,101,"Sprains, Strains or Minor Open Wounds, with Intermediate CC",.,.,675,.,.,.,.,.,.,.,.,.,.,.,.,.,.,675
HA81B,110,"Sprains, Strains or Minor Open Wounds, with Intermediate CC",519,.,.,.,.,.,.,.,.,.,.,.,612,.,.,.,400,551
HA81B,160,"Sprains, Strains or Minor Open Wounds, with Intermediate CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,832,832
HA81B,180,"Sprains, Strains or Minor Open Wounds, with Intermediate CC",.,457,.,.,894,.,.,.,.,.,.,.,306,.,.,.,.,582
HA81B,300,"Sprains, Strains or Minor Open Wounds, with Intermediate CC",438,407,.,.,327,301,528,.,376,.,359,.,386,.,.,.,367,377
HA81B,303,"Sprains, Strains or Minor Open Wounds, with Intermediate CC",555,.,712,.,.,.,.,.,.,.,.,.,.,.,.,.,.,634
HA81B,320,"Sprains, Strains or Minor Open Wounds, with Intermediate CC",.,422,568,.,.,.,.,.,.,.,453,.,.,.,.,.,.,503
HA81B,361,"Sprains, Strains or Minor Open Wounds, with Intermediate CC",.,.,.,.,.,409,.,.,.,.,.,.,.,.,.,.,.,409
HA81B,430,"Sprains, Strains or Minor Open Wounds, with Intermediate CC",.,370,.,.,363,.,.,.,.,.,.,.,654,.,.,.,298,567
HA81C,100,"Sprains, Strains or Minor Open Wounds, without CC",548,492,.,644,757,395,.,.,.,.,525,.,421,.,828,.,455,571
HA81C,101,"Sprains, Strains or Minor Open Wounds, without CC",565,.,675,.,.,.,.,.,.,.,.,.,.,.,.,.,385,535
HA81C,110,"Sprains, Strains or Minor Open Wounds, without CC",817,.,.,.,374,.,.,"1,796",.,.,.,.,736,.,.,.,486,636
HA81C,160,"Sprains, Strains or Minor Open Wounds, without CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,804,804
HA81C,180,"Sprains, Strains or Minor Open Wounds, without CC",.,457,.,.,894,.,.,.,.,.,225,.,306,.,.,.,.,506
HA81C,300,"Sprains, Strains or Minor Open Wounds, without CC",438,407,404,454,327,301,629,.,376,.,367,.,386,.,502,.,367,387
HA81C,301,"Sprains, Strains or Minor Open Wounds, without CC",.,374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,374
HA81C,303,"Sprains, Strains or Minor Open Wounds, without CC",555,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,555
HA81C,320,"Sprains, Strains or Minor Open Wounds, without CC",.,422,.,547,.,.,.,.,.,.,.,.,611,.,.,.,456,517
HA81C,340,"Sprains, Strains or Minor Open Wounds, without CC",.,.,.,.,.,.,.,.,.,.,.,.,466,.,.,.,.,466
HA81C,430,"Sprains, Strains or Minor Open Wounds, without CC",.,370,499,.,363,.,.,.,.,.,388,.,654,.,.,.,.,585
HA81C,501,"Sprains, Strains or Minor Open Wounds, without CC",.,.,.,.,939,"1,013",.,.,.,.,.,.,479,.,.,.,730,866
HA81C,502,"Sprains, Strains or Minor Open Wounds, without CC",.,.,.,.,730,.,.,.,.,.,.,.,.,.,.,.,.,730
HA83A,100,Head Injury with Major CC,.,.,.,.,.,395,.,.,.,.,.,.,388,.,.,.,.,392
HA83A,180,Head Injury with Major CC,.,457,.,.,.,.,.,.,.,.,225,.,306,.,.,.,.,343
HA83A,300,Head Injury with Major CC,438,407,404,454,327,301,528,.,.,.,342,.,386,.,.,.,367,381
HA83A,301,Head Injury with Major CC,.,.,.,.,675,.,.,.,.,.,.,.,.,.,.,.,.,675
HA83A,303,Head Injury with Major CC,.,.,712,.,.,.,.,.,.,.,.,.,.,.,.,.,.,712
HA83A,340,Head Injury with Major CC,.,.,465,.,.,.,.,.,.,.,.,.,.,.,.,.,.,465
HA83A,430,Head Injury with Major CC,.,370,.,.,363,.,.,.,.,.,.,.,654,.,.,.,298,549
HA83B,100,Head Injury with Intermediate CC,457,452,.,573,438,395,.,.,.,.,525,.,388,.,.,.,.,459
HA83B,101,Head Injury with Intermediate CC,.,.,.,.,420,.,.,.,.,.,.,.,.,.,.,.,.,420
HA83B,180,Head Injury with Intermediate CC,.,457,.,.,894,.,.,.,.,.,225,.,306,.,.,.,.,441
HA83B,300,Head Injury with Intermediate CC,438,407,.,454,327,301,.,.,.,.,359,.,386,.,.,.,367,382
HA83B,320,Head Injury with Intermediate CC,.,422,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,422
HA83B,340,Head Injury with Intermediate CC,.,.,.,.,.,.,.,.,.,.,.,.,466,.,.,.,.,466
HA83B,430,Head Injury with Intermediate CC,368,370,.,.,363,.,.,.,.,.,.,.,654,.,.,.,.,588
HA83C,100,Head Injury without CC,457,452,.,573,438,395,.,.,.,.,525,.,426,.,.,.,455,454
HA83C,110,Head Injury without CC,519,.,.,.,.,.,.,.,.,.,.,.,612,.,.,.,.,581
HA83C,120,Head Injury without CC,.,.,.,.,378,.,.,.,.,.,.,.,.,.,.,.,.,378
HA83C,140,Head Injury without CC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,599,599
HA83C,180,Head Injury without CC,.,457,.,.,894,.,.,.,.,.,225,.,306,.,.,.,.,395
HA83C,300,Head Injury without CC,438,407,.,454,327,301,.,.,.,.,374,.,386,.,502,.,367,385
HA83C,301,Head Injury without CC,.,374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,374
HA83C,320,Head Injury without CC,.,.,.,.,.,.,.,.,.,.,453,.,.,.,.,.,.,453
HA83C,430,Head Injury without CC,368,370,.,.,.,.,.,.,.,.,.,.,654,.,.,.,.,540
HA91Z,100,Hip Trauma Diagnosis without Procedure,457,.,.,573,438,395,.,.,.,.,.,.,388,.,647,.,.,539
HA91Z,110,Hip Trauma Diagnosis without Procedure,519,.,.,.,374,.,.,608,.,.,.,.,612,.,.,.,400,453
HA91Z,180,Hip Trauma Diagnosis without Procedure,.,457,.,.,894,.,.,.,.,.,.,.,306,.,.,.,.,637
HA91Z,300,Hip Trauma Diagnosis without Procedure,438,407,404,454,327,301,528,.,376,.,387,.,386,.,502,.,367,385
HA91Z,361,Hip Trauma Diagnosis without Procedure,.,.,704,.,.,.,.,.,.,.,.,.,.,.,.,.,.,704
HA91Z,430,Hip Trauma Diagnosis without Procedure,368,370,499,.,363,352,.,.,.,360,388,.,654,407,.,.,.,485
HA92Z,100,Knee Trauma Diagnosis without Procedure,.,.,.,573,.,395,.,.,.,.,.,.,388,.,647,.,.,548
HA92Z,110,Knee Trauma Diagnosis without Procedure,519,.,.,.,427,.,.,608,.,.,.,.,612,.,.,.,400,501
HA92Z,180,Knee Trauma Diagnosis without Procedure,.,457,.,.,894,.,.,.,.,.,225,.,306,.,.,.,.,542
HA92Z,300,Knee Trauma Diagnosis without Procedure,438,407,.,.,327,301,.,.,.,.,305,.,386,.,502,.,367,378
HA92Z,430,Knee Trauma Diagnosis without Procedure,.,370,499,.,363,352,.,.,.,.,388,.,.,.,644,.,.,403
HA92Z,501,Knee Trauma Diagnosis without Procedure,.,955,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,955
HA93Z,100,Foot Trauma Diagnosis without Procedure,457,.,.,573,.,.,.,.,.,.,.,.,.,.,647,.,.,546
HA93Z,110,Foot Trauma Diagnosis without Procedure,519,.,.,.,374,.,.,608,.,.,.,.,642,.,.,.,400,511
HA93Z,180,Foot Trauma Diagnosis without Procedure,.,457,.,.,894,.,.,.,.,.,225,.,306,.,.,.,.,615
HA93Z,300,Foot Trauma Diagnosis without Procedure,438,407,404,454,327,301,.,.,376,.,366,.,386,.,.,.,367,379
HA93Z,361,Foot Trauma Diagnosis without Procedure,.,.,704,.,.,.,.,.,.,.,.,.,.,.,.,.,.,704
