HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total FCEs
HD23J,100,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,1,.,.,1,4,.,.,.,.,.,1,.,.,.,.,7
HD23J,110,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1,3
HD23J,130,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
HD23J,180,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD23J,300,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",15,12,7,4,14,6,3,.,3,.,4,10,.,3,.,21,102
HD23J,303,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2
HD23J,320,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,1,.,2,.,1,.,.,1,.,.,.,.,.,.,1,6
HD23J,330,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",1,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,3
HD23J,361,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD23J,400,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
HD23J,410,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,4,.,.,.,.,.,20,.,.,.,.,.,.,.,.,24
HD23J,430,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",1,3,.,.,1,.,.,.,.,.,1,1,.,.,.,.,7
HD23J,501,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HD24D,110,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 12+",21,.,.,.,.,.,.,6,.,.,.,.,.,.,.,1,28
HD24D,300,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 12+",.,2,.,.,1,1,1,.,.,.,.,.,.,1,.,.,6
HD24D,302,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 12+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HD24D,410,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 12+",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
HD24D,430,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 12+",.,.,.,.,1,.,.,.,.,2,.,.,.,1,.,1,5
HD24E,100,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
HD24E,110,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 8-11",.,.,.,.,.,.,.,8,.,.,.,3,.,.,.,.,11
HD24E,140,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
HD24E,300,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 8-11",.,1,1,1,1,.,1,.,.,.,.,1,.,.,.,.,6
HD24E,430,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 8-11",1,1,1,.,1,3,.,.,5,5,.,.,4,1,.,.,22
HD24F,100,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",3,1,.,.,.,.,.,.,.,.,.,1,.,.,.,.,5
HD24F,110,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",.,.,.,.,4,.,.,5,.,.,.,3,.,.,.,.,12
HD24F,180,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD24F,300,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",5,4,2,.,5,2,1,.,3,.,.,2,.,2,.,6,32
HD24F,430,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",.,2,1,.,2,.,.,.,2,2,.,1,2,2,.,5,19
HD24G,100,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",3,1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,5
HD24G,110,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",.,.,.,.,1,.,.,2,.,.,.,5,.,.,.,.,8
HD24G,150,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HD24G,160,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
HD24G,180,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HD24G,300,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",4,6,.,1,1,4,2,.,2,.,4,3,.,1,.,2,30
HD24G,361,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD24G,410,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
HD24G,430,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",5,2,1,.,1,1,.,.,.,.,.,2,.,.,.,.,12
HD24H,110,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",2,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,3
HD24H,180,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
HD24H,300,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",.,4,.,.,1,.,.,.,.,.,1,3,.,.,.,.,9
HD24H,302,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HD24H,303,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD24H,430,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HD25D,100,"Infections of Bones or Joints, with CC Score 13+",1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
HD25D,110,"Infections of Bones or Joints, with CC Score 13+",1,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,2
HD25D,300,"Infections of Bones or Joints, with CC Score 13+",.,.,.,.,1,.,1,.,2,.,.,1,.,1,.,3,9
HD25D,302,"Infections of Bones or Joints, with CC Score 13+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HD25D,320,"Infections of Bones or Joints, with CC Score 13+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
HD25D,350,"Infections of Bones or Joints, with CC Score 13+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HD25D,361,"Infections of Bones or Joints, with CC Score 13+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD25D,430,"Infections of Bones or Joints, with CC Score 13+",.,.,.,.,.,.,.,.,3,4,.,.,1,.,.,2,10
HD25E,100,"Infections of Bones or Joints, with CC Score 9-12",1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
HD25E,110,"Infections of Bones or Joints, with CC Score 9-12",2,.,.,.,.,.,.,1,.,.,.,1,.,.,.,3,7
HD25E,160,"Infections of Bones or Joints, with CC Score 9-12",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2
HD25E,300,"Infections of Bones or Joints, with CC Score 9-12",1,5,2,2,.,2,1,.,3,.,.,2,.,.,.,11,29
HD25E,302,"Infections of Bones or Joints, with CC Score 9-12",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
HD25E,361,"Infections of Bones or Joints, with CC Score 9-12",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,2
HD25E,410,"Infections of Bones or Joints, with CC Score 9-12",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
HD25E,430,"Infections of Bones or Joints, with CC Score 9-12",.,.,.,.,2,.,.,.,.,.,.,.,.,1,.,3,6
HD25F,100,"Infections of Bones or Joints, with CC Score 5-8",5,.,.,.,2,1,.,.,.,.,.,1,.,1,.,.,10
HD25F,101,"Infections of Bones or Joints, with CC Score 5-8",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1,2
HD25F,110,"Infections of Bones or Joints, with CC Score 5-8",3,.,.,.,2,.,.,1,.,.,.,1,.,.,.,.,7
HD25F,300,"Infections of Bones or Joints, with CC Score 5-8",6,2,5,4,4,3,.,.,7,.,2,1,.,3,.,10,47
HD25F,302,"Infections of Bones or Joints, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
HD25F,320,"Infections of Bones or Joints, with CC Score 5-8",.,.,.,.,.,.,.,.,1,.,.,1,.,.,.,.,2
HD25F,340,"Infections of Bones or Joints, with CC Score 5-8",.,.,4,.,.,.,.,.,.,.,.,1,.,.,.,.,5
HD25F,350,"Infections of Bones or Joints, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HD25F,361,"Infections of Bones or Joints, with CC Score 5-8",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
HD25F,410,"Infections of Bones or Joints, with CC Score 5-8",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
HD25F,430,"Infections of Bones or Joints, with CC Score 5-8",2,1,2,.,2,.,.,.,.,2,.,.,2,.,.,1,12
HD25G,100,"Infections of Bones or Joints, with CC Score 2-4",1,.,1,.,1,.,.,.,.,.,.,1,.,1,.,1,6
HD25G,110,"Infections of Bones or Joints, with CC Score 2-4",6,.,.,.,1,.,.,3,.,.,.,2,.,.,.,2,14
HD25G,160,"Infections of Bones or Joints, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
HD25G,300,"Infections of Bones or Joints, with CC Score 2-4",2,9,1,4,2,5,.,.,2,.,.,6,.,1,.,8,40
HD25G,302,"Infections of Bones or Joints, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HD25G,350,"Infections of Bones or Joints, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HD25G,370,"Infections of Bones or Joints, with CC Score 2-4",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD25G,410,"Infections of Bones or Joints, with CC Score 2-4",.,1,.,.,.,.,.,2,.,.,.,.,.,.,.,.,3
HD25G,430,"Infections of Bones or Joints, with CC Score 2-4",.,.,.,.,1,2,.,.,.,.,.,.,.,.,.,1,4
HD25G,502,"Infections of Bones or Joints, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
HD25H,100,"Infections of Bones or Joints, with CC Score 0-1",3,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,5
HD25H,101,"Infections of Bones or Joints, with CC Score 0-1",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
HD25H,110,"Infections of Bones or Joints, with CC Score 0-1",1,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,3
HD25H,300,"Infections of Bones or Joints, with CC Score 0-1",.,3,1,1,3,.,1,.,1,.,1,2,.,.,.,4,17
HD25H,410,"Infections of Bones or Joints, with CC Score 0-1",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
HD26D,300,"Musculoskeletal Signs or Symptoms, with CC Score 12+",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1,2
HD26D,430,"Musculoskeletal Signs or Symptoms, with CC Score 12+",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1,2
HD26E,100,"Musculoskeletal Signs or Symptoms, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HD26E,300,"Musculoskeletal Signs or Symptoms, with CC Score 8-11",2,2,.,1,3,.,.,.,2,.,1,3,.,3,.,3,20
HD26E,350,"Musculoskeletal Signs or Symptoms, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HD26E,410,"Musculoskeletal Signs or Symptoms, with CC Score 8-11",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
HD26E,430,"Musculoskeletal Signs or Symptoms, with CC Score 8-11",1,2,.,.,2,2,.,.,2,.,.,.,3,.,.,1,13
HD26F,100,"Musculoskeletal Signs or Symptoms, with CC Score 4-7",.,.,.,1,.,.,.,.,.,.,.,.,.,2,.,.,3
HD26F,110,"Musculoskeletal Signs or Symptoms, with CC Score 4-7",3,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,5
HD26F,300,"Musculoskeletal Signs or Symptoms, with CC Score 4-7",10,2,.,3,2,2,.,.,.,.,.,6,.,4,.,7,36
HD26F,301,"Musculoskeletal Signs or Symptoms, with CC Score 4-7",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
HD26F,320,"Musculoskeletal Signs or Symptoms, with CC Score 4-7",.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,2
HD26F,340,"Musculoskeletal Signs or Symptoms, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HD26F,410,"Musculoskeletal Signs or Symptoms, with CC Score 4-7",.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,3
HD26F,430,"Musculoskeletal Signs or Symptoms, with CC Score 4-7",3,2,3,.,.,1,.,.,.,.,.,5,2,.,.,1,17
HD26G,100,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",.,.,.,1,1,.,.,.,.,.,.,1,.,1,.,3,7
HD26G,110,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",2,.,.,.,.,.,.,.,.,.,.,2,.,.,.,2,6
HD26G,160,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
HD26G,170,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HD26G,180,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,2
HD26G,300,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",8,6,1,3,2,4,.,.,.,.,6,14,.,1,.,6,51
HD26G,301,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD26G,320,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,2,1,.,1,.,.,4
HD26G,340,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HD26G,370,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD26G,400,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HD26G,410,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,2
HD26G,430,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",1,3,.,.,.,.,.,.,.,.,.,4,.,.,.,1,9
HD26G,502,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD39D,300,Pathological Fractures with CC Score 11+,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
HD39D,430,Pathological Fractures with CC Score 11+,.,1,.,.,.,.,.,.,2,2,.,.,1,.,.,4,10
HD39E,110,Pathological Fractures with CC Score 8-10,.,.,.,.,1,.,.,.,.,.,.,1,.,.,.,1,3
HD39E,300,Pathological Fractures with CC Score 8-10,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
HD39E,320,Pathological Fractures with CC Score 8-10,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
HD39E,430,Pathological Fractures with CC Score 8-10,1,2,.,.,2,.,.,.,2,3,.,.,.,.,.,.,10
HD39F,110,Pathological Fractures with CC Score 6-7,1,.,.,.,1,.,.,.,.,.,.,2,.,.,.,.,4
HD39F,300,Pathological Fractures with CC Score 6-7,1,.,1,.,1,1,2,.,.,.,.,.,.,.,.,2,8
HD39F,430,Pathological Fractures with CC Score 6-7,1,1,.,.,1,.,.,.,.,.,.,1,1,.,.,.,5
HD39G,100,Pathological Fractures with CC Score 3-5,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
HD39G,110,Pathological Fractures with CC Score 3-5,2,.,.,.,1,.,.,2,.,.,.,4,.,.,.,1,10
HD39G,140,Pathological Fractures with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
HD39G,160,Pathological Fractures with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
HD39G,180,Pathological Fractures with CC Score 3-5,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
HD39G,300,Pathological Fractures with CC Score 3-5,3,3,1,.,4,2,3,.,1,.,2,1,.,.,.,3,23
HD39G,340,Pathological Fractures with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HD39G,410,Pathological Fractures with CC Score 3-5,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
HD39G,430,Pathological Fractures with CC Score 3-5,.,.,2,.,3,1,.,.,1,1,.,1,1,.,.,1,11
HD39H,100,Pathological Fractures with CC Score 0-2,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
HD39H,110,Pathological Fractures with CC Score 0-2,1,.,.,.,.,.,.,.,.,.,.,6,.,.,.,1,8
HD39H,140,Pathological Fractures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
HD39H,180,Pathological Fractures with CC Score 0-2,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
HD39H,300,Pathological Fractures with CC Score 0-2,1,1,.,1,1,.,.,.,.,.,1,.,.,.,.,1,6
HD39H,430,Pathological Fractures with CC Score 0-2,1,1,.,.,.,.,.,.,.,.,1,1,.,.,.,.,4
HD40D,110,"Malignancy of Bone or Connective Tissue, with CC Score 12+",2,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,3
HD40D,300,"Malignancy of Bone or Connective Tissue, with CC Score 12+",.,.,.,1,.,1,.,.,1,.,.,.,.,.,.,.,3
HD40D,370,"Malignancy of Bone or Connective Tissue, with CC Score 12+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD40D,430,"Malignancy of Bone or Connective Tissue, with CC Score 12+",.,.,.,.,1,.,.,.,.,1,.,.,.,.,.,1,3
HD40E,100,"Malignancy of Bone or Connective Tissue, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
HD40E,101,"Malignancy of Bone or Connective Tissue, with CC Score 8-11",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
HD40E,120,"Malignancy of Bone or Connective Tissue, with CC Score 8-11",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD40E,300,"Malignancy of Bone or Connective Tissue, with CC Score 8-11",1,1,.,1,2,1,.,.,.,.,.,.,.,.,.,1,7
HD40E,320,"Malignancy of Bone or Connective Tissue, with CC Score 8-11",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1
HD40E,370,"Malignancy of Bone or Connective Tissue, with CC Score 8-11",.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,5
HD40E,430,"Malignancy of Bone or Connective Tissue, with CC Score 8-11",2,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,3
HD40F,100,"Malignancy of Bone or Connective Tissue, with CC Score 5-7",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD40F,110,"Malignancy of Bone or Connective Tissue, with CC Score 5-7",1,.,.,.,1,.,.,.,.,.,.,1,.,.,.,2,5
HD40F,300,"Malignancy of Bone or Connective Tissue, with CC Score 5-7",5,2,2,2,4,1,.,.,1,.,.,1,.,1,.,13,32
HD40F,370,"Malignancy of Bone or Connective Tissue, with CC Score 5-7",.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,8
HD40F,430,"Malignancy of Bone or Connective Tissue, with CC Score 5-7",.,.,.,.,1,.,.,.,1,.,.,.,.,.,.,1,3
HD40G,100,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,2
HD40G,101,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
HD40G,110,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",1,.,.,.,1,.,.,1,.,.,.,6,.,.,.,2,11
HD40G,160,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
HD40G,300,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",3,3,1,.,4,1,.,.,1,.,1,2,.,1,.,4,21
HD40G,303,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD40G,340,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD40G,370,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",.,.,29,.,.,.,.,.,.,.,.,.,.,.,.,.,29
HD40G,400,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HD40G,430,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",1,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,2
HD40G,502,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2
HD40H,100,"Malignancy of Bone or Connective Tissue, with CC Score 0-1",.,1,.,2,.,.,.,.,.,.,.,.,.,1,.,.,4
HD40H,101,"Malignancy of Bone or Connective Tissue, with CC Score 0-1",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
HD40H,110,"Malignancy of Bone or Connective Tissue, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
HD40H,300,"Malignancy of Bone or Connective Tissue, with CC Score 0-1",1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,2,4
HD40H,370,"Malignancy of Bone or Connective Tissue, with CC Score 0-1",.,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,9
HD40H,400,"Malignancy of Bone or Connective Tissue, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
HD40H,502,"Malignancy of Bone or Connective Tissue, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
HR07A,110,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 22 or less",1,.,.,.,4,.,.,.,.,.,.,5,.,.,.,1,11
HR07A,160,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 22 or less",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
HR07B,100,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 23-60",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
HR07B,110,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 23-60",6,.,.,.,8,.,.,2,.,.,.,8,.,.,.,9,33
HR07B,160,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 23-60",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,2
HR07C,110,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 61 or more",1,.,.,.,2,.,.,2,.,.,.,4,.,.,.,2,11
HR08A,110,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 22 or less",12,.,.,.,8,.,.,.,.,.,.,22,.,.,.,2,44
HR08B,100,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 23-60",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HR08B,110,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 23-60",13,.,.,.,4,.,.,.,.,.,.,27,.,.,.,4,48
HR08C,100,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 61 or more",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HR08C,110,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 61 or more",5,.,.,.,2,.,.,1,.,.,.,14,.,.,.,.,22
HR09A,110,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 22 or less",3,.,.,.,2,.,.,.,.,.,.,14,.,.,.,.,19
HR09A,160,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 22 or less",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
HR09B,110,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 23-60",2,.,.,.,1,.,.,.,.,.,.,51,.,.,.,2,56
HR09B,160,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 23-60",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
HR09B,340,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 23-60",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HR09C,110,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 61 or more",1,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,10
JA12D,300,"Malignant Breast Disorders with Interventions, with CC Score 7+",.,.,.,1,1,.,1,.,.,.,.,.,.,1,.,4,8
JA12D,370,"Malignant Breast Disorders with Interventions, with CC Score 7+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA12D,430,"Malignant Breast Disorders with Interventions, with CC Score 7+",.,1,1,.,.,.,.,.,.,.,.,.,.,1,.,1,4
JA12E,100,"Malignant Breast Disorders with Interventions, with CC Score 3-6",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
JA12E,300,"Malignant Breast Disorders with Interventions, with CC Score 3-6",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1,2
JA12E,340,"Malignant Breast Disorders with Interventions, with CC Score 3-6",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA12E,370,"Malignant Breast Disorders with Interventions, with CC Score 3-6",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,3
JA12F,100,"Malignant Breast Disorders with Interventions, with CC Score 0-2",1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,5
JA12F,400,"Malignant Breast Disorders with Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
JA12F,430,"Malignant Breast Disorders with Interventions, with CC Score 0-2",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
