HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,RoyalVictoria,South Tyrone,SouthWestAcute,Tyrone County,Ulster,N. Ireland Unit Cost
JD07K,300,"Skin Disorders without Interventions, with CC Score 0-1",657,.,288,.,.,.,.,.,.,.,.,"1,657",.,502,.,"1,100",772
JD07K,301,"Skin Disorders without Interventions, with CC Score 0-1",.,"3,364",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,364"
JD07K,302,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"1,801",.,.,.,.,"1,801"
JD07K,330,"Skin Disorders without Interventions, with CC Score 0-1","1,818",.,"2,302",.,"2,187",.,.,.,.,.,.,.,.,.,.,.,"2,047"
JD07K,340,"Skin Disorders without Interventions, with CC Score 0-1",.,.,788,.,.,.,.,.,.,.,.,.,.,.,.,.,788
JD07K,350,"Skin Disorders without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"1,035",.,.,.,.,"1,035"
JD07K,370,"Skin Disorders without Interventions, with CC Score 0-1",.,.,"2,106",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,106"
JD07K,502,"Skin Disorders without Interventions, with CC Score 0-1",.,.,"1,621",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,621"
KA03C,100,Parathyroid Procedures with CC Score 2+,.,.,"3,575",.,.,.,.,.,.,.,.,"2,841",.,"5,340",.,"2,935","3,057"
KA03C,120,Parathyroid Procedures with CC Score 2+,"3,375",.,.,.,"3,246",.,.,.,.,.,.,.,.,.,.,.,"3,289"
KA03C,361,Parathyroid Procedures with CC Score 2+,.,.,"5,353",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,353"
KA03D,100,Parathyroid Procedures with CC Score 0-1,.,.,"3,143",.,.,.,.,.,.,.,.,"2,719",.,"4,046",.,"3,063","2,893"
KA03D,120,Parathyroid Procedures with CC Score 0-1,"4,100",.,.,.,"3,584",.,.,.,.,.,.,.,.,.,.,.,"3,713"
KA03D,361,Parathyroid Procedures with CC Score 0-1,.,.,"5,240",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,240"
KA04A,100,Adrenal Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"4,319",.,.,.,.,"4,319"
KA04A,302,Adrenal Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,664,.,.,.,.,664
KA04A,370,Adrenal Procedures with CC Score 2+,.,.,"2,745",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,745"
KA04B,100,Adrenal Procedures with CC Score 0-1,.,.,"3,109",.,.,.,.,.,.,.,.,"3,876",.,.,.,.,"3,843"
KA04B,171,Adrenal Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"4,939",.,.,.,.,"4,939"
KA05C,302,Anterior Pituitary Disorders with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"1,033",.,.,.,.,"1,033"
KA05D,302,Anterior Pituitary Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"1,311",.,.,.,.,"1,311"
KA06C,100,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+",.,.,525,.,.,.,.,.,.,.,.,"1,648",.,.,.,.,"1,087"
KA06C,302,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,"1,468",.,.,.,.,"1,468"
KA06C,361,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+",.,.,"1,398",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,398"
KA06D,100,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,"1,542",.,.,.,.,"1,542"
KA06D,302,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,"2,564",.,.,.,.,"2,564"
KA06D,361,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3",.,.,"1,416",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,416"
KA06D,370,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3",.,.,"3,973",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,973"
KA06E,100,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"1,384",.,.,.,.,"1,384"
KA06E,120,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,"1,668",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,668"
KA06E,302,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"1,911",.,.,.,.,"1,911"
KA06E,361,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,702,.,.,.,.,.,.,.,.,.,.,.,.,.,702
KA06E,370,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,"1,700",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,700"
KA07A,300,Non-Surgical Thyroid Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"15,086",.,.,.,.,"15,086"
KA07A,302,Non-Surgical Thyroid Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,815,.,.,.,.,815
KA07B,120,Non-Surgical Thyroid Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"3,954",.,.,.,.,"3,954"
KA07B,300,Non-Surgical Thyroid Disorders with CC Score 2-3,.,"1,626",288,.,.,.,528,.,.,.,.,.,.,.,.,.,871
KA07B,302,Non-Surgical Thyroid Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"1,634",.,.,.,.,"1,634"
KA07B,320,Non-Surgical Thyroid Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"1,085",.,.,.,.,"1,085"
KA07C,120,Non-Surgical Thyroid Disorders with CC Score 0-1,.,.,.,.,"1,134",.,.,.,.,.,.,.,.,.,.,.,"1,134"
KA07C,130,Non-Surgical Thyroid Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"3,472",.,.,.,.,"3,472"
KA07C,300,Non-Surgical Thyroid Disorders with CC Score 0-1,.,407,288,.,.,.,.,.,.,.,.,869,.,502,.,.,532
KA07C,302,Non-Surgical Thyroid Disorders with CC Score 0-1,.,.,"1,618",.,.,.,.,.,.,.,.,926,.,.,.,.,"1,099"
KA07C,810,Non-Surgical Thyroid Disorders with CC Score 0-1,.,.,892,.,.,.,.,.,.,.,.,.,.,.,.,.,892
KA08A,300,Other Endocrine Disorders with CC Score 4+,"2,191",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,191"
KA08A,302,Other Endocrine Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"3,107",.,.,.,.,"3,107"
KA08B,100,Other Endocrine Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"1,472",.,.,.,.,"1,472"
KA08B,300,Other Endocrine Disorders with CC Score 2-3,438,.,.,.,.,.,.,.,.,.,.,430,.,"1,506",.,.,701
KA08B,302,Other Endocrine Disorders with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"1,537",.,.,.,.,"1,537"
KA08C,100,Other Endocrine Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"1,163",.,.,.,.,"1,163"
KA08C,300,Other Endocrine Disorders with CC Score 0-1,.,.,"1,101","2,268",.,.,.,.,.,.,.,803,.,"1,506",.,"1,205","1,322"
KA08C,302,Other Endocrine Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"1,358",.,.,.,.,"1,358"
KA08C,502,Other Endocrine Disorders with CC Score 0-1,.,.,"2,149",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,149"
KA09C,120,Thyroid Procedures with CC Score 4+,.,.,.,.,"2,788",.,.,.,.,.,.,.,.,.,.,.,"2,788"
KA09D,100,Thyroid Procedures with CC Score 2-3,.,.,"2,441",.,.,.,.,.,.,.,.,"3,822",.,"5,185",.,"3,059","3,630"
KA09D,120,Thyroid Procedures with CC Score 2-3,"6,545",.,.,.,"5,947",.,.,.,.,.,.,.,.,.,.,.,"6,147"
KA09D,172,Thyroid Procedures with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"8,097",.,.,.,.,"8,097"
KA09E,100,Thyroid Procedures with CC Score 0-1,.,.,"3,044",.,.,.,.,.,.,.,.,"3,073",.,"5,185",.,"2,750","3,040"
KA09E,120,Thyroid Procedures with CC Score 0-1,"6,294","1,913",.,.,"3,813",.,.,.,.,.,.,"3,858",.,.,.,.,"4,285"
KA09E,172,Thyroid Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"5,672",.,.,.,.,"5,672"
KB02G,300,"Diabetes with Hyperglycaemic Disorders, with CC Score 8+",.,"2,236",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,236"
KB02H,100,"Diabetes with Hyperglycaemic Disorders, with CC Score 5-7",.,.,.,"1,145",.,.,.,.,.,.,.,.,.,.,.,.,"1,145"
KB02H,300,"Diabetes with Hyperglycaemic Disorders, with CC Score 5-7",.,.,288,454,.,.,.,.,.,"1,533",.,.,.,.,.,"1,834",879
KB02H,302,"Diabetes with Hyperglycaemic Disorders, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,"2,284",.,.,.,.,"2,284"
KB02H,361,"Diabetes with Hyperglycaemic Disorders, with CC Score 5-7",.,.,702,.,.,.,.,.,.,.,.,.,.,.,.,.,702
KB02J,120,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",.,.,.,.,"2,268",.,.,.,.,.,.,.,.,.,.,.,"2,268"
KB02J,300,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",.,.,"1,101",.,.,.,.,.,.,.,.,"1,682",.,.,.,"1,247","1,265"
KB02J,302,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,"1,386",.,.,.,.,"1,386"
KB02J,320,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,456,456
KB02K,300,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1","1,096",.,830,.,.,.,.,.,.,646,.,.,.,.,.,367,787
KB02K,302,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"1,141",.,.,.,.,"1,141"
KB02K,370,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",.,.,730,.,.,.,.,.,.,.,.,.,.,.,.,.,730
KB03C,300,"Diabetes with Lower Limb Complications, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,934","2,934"
KB03D,300,"Diabetes with Lower Limb Complications, with CC Score 5-8",.,"3,253",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,253"
KB03E,100,"Diabetes with Lower Limb Complications, with CC Score 0-4",457,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,457
KB04Z,300,Continuous Subcutaneous Insulin Infusion,.,.,.,.,.,.,.,.,.,.,.,"3,720",.,.,.,.,"3,720"
KC04A,300,Inborn Errors of Metabolism with CC Score 3+,.,.,288,.,.,.,.,.,.,.,.,.,.,.,.,.,288
KC04A,303,Inborn Errors of Metabolism with CC Score 3+,.,357,"3,287",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,799"
KC04A,320,Inborn Errors of Metabolism with CC Score 3+,.,.,"1,672",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,672"
KC04A,361,Inborn Errors of Metabolism with CC Score 3+,.,.,702,.,.,.,.,.,.,.,.,.,.,.,.,.,702
KC04B,160,Inborn Errors of Metabolism with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"2,871",.,.,.,.,"2,871"
KC04B,300,Inborn Errors of Metabolism with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,641,.,.,.,.,641
KC04B,302,Inborn Errors of Metabolism with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,815,.,.,.,.,815
KC04B,303,Inborn Errors of Metabolism with CC Score 0-2,.,.,"2,328",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,328"
KC04B,340,Inborn Errors of Metabolism with CC Score 0-2,.,.,"6,185",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,185"
KC05G,300,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 5+",.,.,.,.,.,"6,327",.,.,.,.,.,.,.,.,.,.,"6,327"
KC05G,361,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 5+",.,"8,618",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,618"
KC05H,100,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 0-4",.,.,.,.,"7,447",.,.,.,.,"4,658",.,.,.,.,.,.,"6,052"
KC05H,340,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 0-4",.,.,"1,095",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,095"
KC05J,300,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 10+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,768","4,768"
KC05J,361,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 10+",.,.,.,.,.,"2,866",.,.,.,.,.,.,.,.,.,"4,216","3,541"
KC05J,430,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 10+",.,.,.,.,.,"9,144",.,.,.,.,.,.,.,.,.,.,"9,144"
KC05K,300,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",.,.,.,.,.,.,.,.,.,375,.,.,.,.,.,734,554
KC05K,361,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",.,.,"3,167",.,.,409,.,.,.,.,.,.,.,.,.,.,"2,823"
KC05K,430,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",.,.,.,.,.,.,.,.,"2,561",.,.,.,.,.,.,.,"2,561"
KC05L,100,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,.,"2,888",.,438,.,.,.,.,.,.,.,.,.,.,.,"1,663"
KC05L,300,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",657,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,100",805
KC05L,301,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,"1,121",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,121"
KC05L,302,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,"1,795",.,.,.,.,"1,795"
KC05L,320,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,.,535,.,.,.,.,.,.,.,.,.,.,.,.,.,535
KC05L,361,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,.,"2,486",.,.,"1,638",.,.,.,.,.,.,.,.,.,"3,449","2,509"
KC05L,370,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",.,.,"2,106",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,106"
KC05M,100,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,.,"2,494",.,657,.,.,.,.,534,.,.,.,.,.,.,871
KC05M,300,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3","1,534","2,440",.,454,327,.,.,.,"1,315",.,.,"2,359",.,.,.,917,"1,343"
KC05M,301,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,"1,869",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,869"
KC05M,302,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,"2,121",.,.,.,.,"2,121"
KC05M,303,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,"2,143",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,143"
KC05M,320,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,"1,240",.,.,.,.,.,.,"1,240"
KC05M,361,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",.,.,"1,304",.,.,"2,456",.,.,.,.,.,.,.,.,.,767,"1,366"
KC05N,100,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,.,.,602,.,.,.,.,.,.,.,.,.,.,.,602
KC05N,101,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,691,.,.,.,.,.,.,.,.,.,.,.,.,.,691
KC05N,300,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",438,949,.,.,.,603,.,.,"1,260",.,.,.,.,502,.,995,792
KC05N,301,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,374
KC05N,302,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,579,.,.,.,.,579
KC05N,361,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,"1,772",.,.,409,.,.,.,.,.,.,.,.,.,.,864
KC05N,370,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,730,.,.,.,.,.,.,.,.,.,.,.,.,.,730
LA01A,361,"Kidney Transplant, 19 years and over, from Cadaver Non Heart-Beating Donor",.,.,"30,434",.,.,.,.,.,.,.,.,.,.,.,.,.,"30,434"
LA02A,361,"Kidney Transplant, 19 years and over, from Cadaver Heart-Beating Donor",.,.,"21,403",.,.,.,.,.,.,.,.,.,.,.,.,.,"21,403"
LA03A,361,"Kidney Transplant, 19 years and over, from Live Donor",.,.,"21,258",.,.,.,.,.,.,.,.,.,.,.,.,.,"21,258"
LA03B,361,"Kidney Transplant, 18 years and under, from Live Donor",.,.,"20,731",.,.,.,.,.,.,.,.,972,.,.,.,.,"10,852"
LA04K,101,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 6-8",.,.,"28,283",.,"14,915",.,.,.,.,.,.,.,.,.,.,.,"21,599"
LA04L,101,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5",.,.,.,"2,838","3,190",.,.,.,.,.,.,.,.,.,.,.,"3,073"
LA04L,300,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5","3,068",.,.,.,"1,307",.,.,.,.,.,.,.,.,.,.,.,"2,481"
LA04L,502,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5",.,.,"5,259",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,259"
LA04M,101,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2","1,696",.,"3,921",.,"1,968",.,.,.,.,.,.,.,.,.,.,.,"2,957"
LA04M,300,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2",.,.,"1,105",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,105"
LA04M,370,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2",.,.,"4,881",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,881"
LA04P,101,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12","2,259",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,259"
LA04P,300,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",.,.,.,.,"1,307",.,.,.,.,.,.,.,.,.,.,.,"1,307"
LA04P,430,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",.,.,.,.,.,.,.,.,"2,927",.,.,.,.,.,.,.,"2,927"
LA04P,823,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",.,.,.,.,"1,318",.,.,.,.,.,.,.,.,.,.,.,"1,318"
LA04Q,101,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,.,"1,512",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,512"
LA04Q,300,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7","3,068","1,626",.,"8,618",.,.,.,.,376,.,.,.,.,502,.,.,"2,838"
LA04Q,301,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,822,.,.,.,.,.,.,.,.,.,.,.,.,.,.,822
LA04Q,340,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,"5,191",.,.,.,.,"5,191"
LA04Q,361,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,"2,210","1,505",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,740"
LA04Q,410,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,.,.,.,.,.,.,"4,141",.,.,.,.,.,.,.,.,"4,141"
LA04Q,430,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,366,.,.,.,.,.,.,.,366
LA04Q,502,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,.,"4,202",.,730,.,.,.,.,.,.,.,.,.,.,.,"2,466"
LA04R,101,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,.,.,"2,797",.,.,.,.,.,.,.,.,.,.,770,"2,291"
LA04R,300,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",657,"1,288",.,"2,117",980,"3,314",.,.,.,.,.,.,.,.,.,825,"1,352"
LA04R,361,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",782,.,"1,183",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,110"
LA04R,502,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,775,"2,088",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,431"
LA04S,100,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,.,"5,153",.,.,.,.,.,.,.,.,.,.,.,.,"5,153"
LA04S,101,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,"1,934",.,"2,046",.,.,.,.,.,.,.,.,.,.,"2,054","2,012"
LA04S,300,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",438,949,.,.,.,.,.,.,.,.,.,.,.,753,.,"1,467",894
LA04S,303,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,"5,092",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,092"
LA04S,361,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,"1,768","1,304",.,.,.,.,.,.,.,.,.,.,.,.,383,"1,279"
LA04S,370,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,"1,640",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,640"
LA04S,430,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,895,895
LA04S,502,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,"1,952",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,952"
LA04S,823,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,.,.,"2,636",.,.,.,.,.,.,.,.,.,.,.,"2,636"
LA05Z,100,Renal Replacement Peritoneal Dialysis Associated Procedures,.,.,.,.,.,"1,945",.,.,.,.,.,.,.,"2,070",.,.,"1,995"
LA05Z,361,Renal Replacement Peritoneal Dialysis Associated Procedures,.,.,854,.,.,.,.,.,.,.,.,.,.,.,.,.,854
LA07K,101,"Acute Kidney Injury with Interventions, with CC Score 0-5",.,.,"2,498",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,498"
LA07K,361,"Acute Kidney Injury with Interventions, with CC Score 0-5",.,.,.,.,.,"2,456",.,.,.,.,.,.,.,.,.,.,"2,456"
LA07L,300,"Acute Kidney Injury without Interventions, with CC Score 12+",.,"9,555",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,555"
LA07M,300,"Acute Kidney Injury without Interventions, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,803","8,803"
LA07M,361,"Acute Kidney Injury without Interventions, with CC Score 8-11",521,"7,071",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,796"
LA07N,101,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,310","2,310"
LA07N,110,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,.,.,.,.,.,.,"1,647",.,.,.,.,.,.,.,.,"1,647"
LA07N,300,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,407,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,568","1,127"
LA07N,361,"Acute Kidney Injury without Interventions, with CC Score 4-7",521,"3,536","3,110",.,.,409,.,.,.,.,.,.,.,.,.,"1,533","1,386"
LA07N,430,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,984","2,984"
LA07P,100,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,.,276,.,"3,943",.,.,.,.,.,.,.,.,.,.,.,"2,109"
LA07P,101,"Acute Kidney Injury without Interventions, with CC Score 0-3",847,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,847
LA07P,300,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,.,694,.,"1,634",.,.,.,.,.,.,.,.,"2,009",.,"3,301","1,466"
LA07P,340,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,.,"1,833",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,833"
LA07P,361,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,"2,799","1,653",.,.,"2,456",.,.,.,.,.,.,.,.,.,383,"1,680"
LA08G,361,"Chronic Kidney Disease with Interventions, with CC Score 6+",.,"3,536","6,454",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,725"
LA08H,100,"Chronic Kidney Disease with Interventions, with CC Score 3-5","2,651",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,651"
LA08H,101,"Chronic Kidney Disease with Interventions, with CC Score 3-5",.,.,"3,304",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,304"
LA08H,361,"Chronic Kidney Disease with Interventions, with CC Score 3-5",.,"7,292","2,207",.,.,"5,322",.,.,.,.,.,.,.,.,.,.,"3,683"
LA08J,100,"Chronic Kidney Disease with Interventions, with CC Score 0-2","2,804",.,.,.,.,"2,297",.,.,.,.,.,.,.,.,.,.,"2,677"
LA08J,101,"Chronic Kidney Disease with Interventions, with CC Score 0-2","2,405",.,.,.,"1,421",.,.,.,.,.,.,.,.,.,.,.,"1,913"
LA08J,361,"Chronic Kidney Disease with Interventions, with CC Score 0-2",.,"2,652","3,212",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,132"
LA08K,300,"Chronic Kidney Disease without Interventions, with CC Score 11+",.,813,.,.,.,.,.,.,.,.,.,.,.,.,.,.,813
LA08K,361,"Chronic Kidney Disease without Interventions, with CC Score 11+",.,"2,652",970,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,157"
LA08L,300,"Chronic Kidney Disease without Interventions, with CC Score 8-10",.,"1,491",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,491"
LA08L,361,"Chronic Kidney Disease without Interventions, with CC Score 8-10",.,"3,536","2,842",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,362"
LA08M,300,"Chronic Kidney Disease without Interventions, with CC Score 5-7",.,895,.,.,.,.,.,.,.,.,.,.,.,.,.,.,895
LA08M,361,"Chronic Kidney Disease without Interventions, with CC Score 5-7",521,"1,165","1,453",.,.,682,.,.,.,.,.,.,.,.,.,"2,300","1,300"
