HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total Cost
GC01E,300,"Liver Failure Disorders without Interventions, with CC Score 5+","11,147","8,820",.,.,"34,583","4,940","3,090",.,"8,136",.,658,.,.,"11,823",.,"40,793","123,989"
GC01E,301,"Liver Failure Disorders without Interventions, with CC Score 5+",.,"11,201",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"11,201"
GC01E,302,"Liver Failure Disorders without Interventions, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,"1,759",.,.,.,.,.,"1,759"
GC01E,320,"Liver Failure Disorders without Interventions, with CC Score 5+",.,.,.,.,.,"1,674",.,.,.,.,.,.,.,.,.,.,"1,674"
GC01E,430,"Liver Failure Disorders without Interventions, with CC Score 5+",.,.,.,.,.,.,.,.,.,"7,176",.,.,.,.,.,.,"7,176"
GC01F,100,"Liver Failure Disorders without Interventions, with CC Score 0-4","1,339",889,.,"1,647","2,195",.,.,.,.,.,.,.,.,.,.,.,"6,069"
GC01F,300,"Liver Failure Disorders without Interventions, with CC Score 0-4","41,468","44,500","6,986","7,020","24,809","5,811","2,575",.,"17,013",.,"5,423","3,842",.,"33,926",.,"26,952","220,325"
GC01F,301,"Liver Failure Disorders without Interventions, with CC Score 0-4",.,"17,548",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"17,548"
GC01F,320,"Liver Failure Disorders without Interventions, with CC Score 0-4",.,.,.,.,.,"12,277",.,.,.,.,.,.,.,.,.,.,"12,277"
GC01F,430,"Liver Failure Disorders without Interventions, with CC Score 0-4",.,.,.,.,.,.,.,.,.,"2,266",.,.,.,.,.,.,"2,266"
GC12C,100,"Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions",.,.,.,.,"16,100",.,.,.,.,.,.,"2,653",.,.,.,.,"18,752"
GC12C,101,"Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,613","8,613"
GC12C,300,"Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions",.,.,"7,998",.,"7,518",.,.,.,"10,728",.,"5,383","18,327",.,.,.,"8,598","58,552"
GC12C,370,"Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions",.,.,"17,432",.,.,.,.,.,.,.,.,.,.,.,.,.,"17,432"
GC12D,100,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 5+",.,.,.,.,"6,146","3,026",.,.,.,.,"28,849",.,.,.,.,.,"38,022"
GC12D,300,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 5+","11,147","1,593","9,039",.,"8,646",.,.,.,.,.,"6,757","24,662",.,.,.,"13,697","75,540"
GC12D,302,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,"6,446",.,.,.,.,.,"6,446"
GC12D,430,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 5+",.,.,.,.,.,.,.,.,"9,026",.,.,.,.,.,.,.,"9,026"
GC12E,100,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 2-4",.,"22,134",.,.,"7,618","10,534",.,.,.,.,"10,985","31,189",.,.,.,"7,987","90,447"
GC12E,300,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 2-4","8,026",.,"6,100","7,957","5,263",.,.,.,.,.,"5,499","18,723",.,"3,615",.,.,"55,182"
GC12E,430,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,142","8,142"
GC12F,100,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-1",.,"3,825",.,"6,928","8,398",.,.,.,.,.,.,"4,393",.,.,.,"13,759","37,303"
GC12F,300,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-1","4,354",.,"10,537",.,"3,383","2,034",.,.,.,.,.,"14,210",.,.,.,.,"34,518"
GC12F,370,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-1",.,.,"12,145",.,.,.,.,.,.,.,.,.,.,.,.,.,"12,145"
GC12F,800,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-1",.,.,"3,341",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,341"
GC12G,100,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 6+",893,"2,222","8,097",.,"23,705","6,613",.,.,.,.,.,"7,194",.,"11,153",.,"12,399","72,275"
GC12G,101,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 6+",.,.,.,.,"2,490",.,.,.,.,.,.,.,.,.,.,.,"2,490"
GC12G,300,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 6+","34,779","8,820","14,105","7,488","11,653",.,"3,605",.,"5,178",.,"28,571","12,010",.,.,.,"17,118","143,327"
GC12G,303,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 6+","5,080",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,080"
GC12G,340,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 6+",.,"7,378","1,892",.,.,.,.,.,.,.,.,.,.,.,.,.,"9,270"
GC12G,430,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 6+",.,.,"7,809",.,"5,267",.,.,.,.,"10,575","1,390",.,.,"12,470",.,.,"37,511"
GC12H,100,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5","4,909","30,374","6,357","21,407","33,363","5,835",.,.,.,.,"21,851","33,532",.,"24,275",.,"38,968","220,871"
GC12H,120,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"9,620",.,.,.,.,"9,620"
GC12H,300,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5","41,913","18,842","29,976","2,340","10,901","9,589","10,299",.,740,.,"15,457","35,721",.,"9,253",.,"39,700","224,731"
GC12H,301,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5",.,"10,081",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,081"
GC12H,302,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,"1,759",.,.,.,.,.,"1,759"
GC12H,320,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5",.,"1,568",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,568"
GC12H,340,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5",.,.,"5,885",.,.,.,.,.,.,.,.,859,.,.,.,.,"6,743"
GC12H,370,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5",.,.,"18,088",.,.,.,.,.,.,.,.,.,.,.,.,.,"18,088"
GC12H,430,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5","6,785","1,034",.,.,.,.,.,.,.,"5,287",.,.,.,.,.,"2,761","15,867"
GC12H,502,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5",.,.,.,.,"5,577",.,.,.,.,.,.,.,.,.,.,.,"5,577"
GC12H,800,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5",.,.,"2,222",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,222"
GC12J,100,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2","28,560","17,461",.,"12,076","26,339","4,279",.,.,.,.,"9,493","27,869",.,"13,122",.,"37,639","176,838"
GC12J,300,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2","12,039","6,013","17,968","1,404","16,164","7,845",.,.,"7,767",.,"18,636","21,490",.,"8,225",.,"22,217","139,769"
GC12J,301,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2",.,"1,493",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,493"
GC12J,302,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,613,"2,601",.,.,.,.,"3,214"
GC12J,303,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2",.,.,"5,578",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,578"
GC12J,320,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2",.,"4,313",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,313"
GC12J,340,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,"1,979",.,.,.,.,"1,979"
GC12J,370,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2",.,.,"73,067",.,.,.,.,.,.,.,.,.,.,.,.,.,"73,067"
GC12J,430,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2",.,.,"4,588",.,.,.,.,.,.,.,.,.,.,.,.,"1,534","6,122"
GC12J,800,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2",.,.,"3,630",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,630"
GC12K,100,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0",.,"3,110",.,"21,956","6,146",.,.,.,.,.,"15,003","3,229",.,"3,280",.,.,"52,725"
GC12K,300,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0","5,351","4,009",.,"1,404","2,631",.,.,.,"2,589",.,.,"7,185",.,.,.,"2,550","25,719"
GC12K,302,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"6,242",.,.,.,.,"6,242"
GC12K,303,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0",.,"1,198",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,198"
GC12K,370,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0",.,.,"17,440",.,.,.,.,.,.,.,.,.,.,.,.,.,"17,440"
GC12K,430,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0",.,"2,067","4,590",.,.,.,.,.,.,.,.,.,.,.,.,"3,375","10,033"
GC12K,800,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0",.,.,"11,712",.,.,.,.,.,.,.,.,.,.,.,.,.,"11,712"
GC17A,100,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 9+",.,.,.,"6,038",.,.,.,.,.,.,.,.,.,.,.,.,"6,038"
GC17A,300,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 9+",.,"4,811",.,.,"7,518",.,.,.,.,.,.,"24,243",.,.,.,"10,783","47,355"
GC17B,100,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 4-8","22,184",.,.,"13,174","6,647","5,002",.,.,.,.,"8,020","2,009",.,"27,057",.,"9,331","93,425"
GC17B,180,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 4-8",.,"1,488",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,488"
GC17B,300,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 4-8","1,338","19,350",.,.,"1,128",.,.,.,.,.,.,"132,870",.,.,.,"4,956","159,641"
GC17B,350,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 4-8",.,.,.,.,.,.,.,.,.,.,.,"31,765",.,.,.,.,"31,765"
GC17C,100,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 0-3","3,767",.,.,.,"18,153",.,.,.,.,.,"8,165","9,118",.,.,.,.,"39,203"
GC17C,300,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 0-3","8,472","6,414",.,.,"7,518",.,.,.,.,.,.,"70,278",.,.,.,"10,640","103,322"
GC17C,301,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 0-3",.,"1,493",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,493"
GC17C,320,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 0-3",.,.,.,.,"13,743",.,.,.,.,.,.,.,.,.,.,.,"13,743"
GC17C,430,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 0-3",.,.,"21,128",.,.,.,.,.,.,.,.,.,.,.,.,.,"21,128"
GC17D,100,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 9+",.,"1,333",.,"6,038",.,.,.,.,.,.,"17,805",.,.,.,.,.,"25,176"
GC17D,300,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 9+",.,"4,009",.,.,"10,149",.,"7,483",.,"9,993",.,"11,121","11,577",.,"4,129",.,"20,203","78,664"
GC17D,301,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 9+",.,"6,720",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,720"
GC17D,430,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 9+",.,.,.,.,"8,653",.,.,.,.,.,.,.,.,.,.,.,"8,653"
GC17E,100,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 4-8","42,939","44,448","4,216","16,164","28,574","16,802",.,.,.,.,.,"5,688",.,.,.,.,"158,831"
GC17E,300,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 4-8","56,784","13,378",.,"7,020","43,980","5,230","8,634",.,"9,621",.,"14,554","107,779",.,"7,196",.,"17,383","291,559"
GC17E,301,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 4-8",.,747,.,.,.,.,.,.,.,.,.,.,.,.,.,.,747
GC17E,361,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 4-8",.,.,"8,519",.,.,"2,712",.,.,.,.,.,.,.,.,.,.,"11,231"
GC17E,430,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 4-8",.,.,"10,157",.,"12,415",.,.,.,.,.,.,.,.,.,.,"8,756","31,328"
GC17F,100,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-3","17,764","58,315","6,753","38,018","123,458","35,502",.,.,.,.,"31,154","77,588",.,"6,031",.,"37,942","432,525"
GC17F,101,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-3",.,.,.,.,"5,553",.,.,.,.,.,.,.,.,.,.,.,"5,553"
GC17F,300,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-3","15,606","8,675","8,042","10,765","16,915","6,683",.,.,"37,993",.,"39,970","134,952",.,.,.,"62,702","342,303"
GC17F,301,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-3",.,"19,501",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19,501"
GC17F,302,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,"2,160",.,.,.,.,.,"2,160"
GC17F,303,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-3",.,"1,997",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,997"
GC17F,823,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-3",.,.,.,.,"7,595",.,.,.,.,.,.,.,.,.,.,.,"7,595"
GC17G,100,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 8+","8,676","38,646",.,.,"15,804","21,005",.,.,.,.,"7,633","47,865",.,"5,905",.,"11,956","157,488"
GC17G,300,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 8+","5,797","22,450","6,108","10,297","31,575","9,879","33,473",.,"11,835",.,"33,991","38,123",.,"22,103",.,"39,336","264,967"
GC17G,301,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 8+",.,747,.,.,.,.,.,.,.,.,.,.,.,.,.,.,747
GC17G,320,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 8+",.,"1,568",.,.,"3,865",.,.,.,.,.,.,.,.,.,.,.,"5,434"
GC17G,340,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 8+",.,"12,999","5,149",.,.,.,.,.,.,.,.,.,.,.,.,.,"18,148"
GC17G,361,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 8+",.,.,.,.,.,"15,367",.,.,.,.,.,.,.,.,.,.,"15,367"
GC17G,430,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 8+",.,"16,540",.,.,"6,396",.,.,.,"5,326","10,197",.,.,.,"13,783",.,"16,260","68,502"
GC17H,100,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7","67,332","91,527","8,185","57,086","144,867","54,067",.,.,.,.,"33,870","148,415",.,"45,926",.,"72,179","723,453"
GC17H,170,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,"1,470",.,.,.,.,"1,470"
GC17H,300,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7","98,541","31,671","5,981","7,020","46,987","27,313","14,934",.,"16,643",.,"23,557","96,890",.,"47,805",.,"104,531","521,874"
GC17H,301,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7",.,"31,362",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"31,362"
GC17H,302,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,"4,912",.,.,.,.,.,"4,912"
GC17H,320,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7",.,.,.,.,.,"1,116",.,.,.,.,"1,716",.,.,"4,850",.,"3,202","10,885"
GC17H,340,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7",.,.,"9,027",.,.,.,.,.,.,.,"1,187",.,.,.,.,.,"10,214"
GC17H,361,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7",.,"3,038","1,246",.,.,904,.,.,.,.,.,.,.,.,.,843,"6,031"
GC17H,430,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7","6,071","1,034","6,864",.,"5,643",.,.,.,"4,993","30,214",.,"2,850",.,.,.,"24,237","81,906"
GC17H,823,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7",.,.,.,.,"11,047",.,.,.,.,.,.,.,.,.,.,.,"11,047"
GC17J,100,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4","309,898","378,802","11,394","200,350","388,506","156,756",.,.,.,.,"77,999","378,303",.,"245,377",.,"338,309","2,485,693"
GC17J,101,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",.,.,.,.,"3,321",.,.,.,.,.,.,.,.,.,.,.,"3,321"
GC17J,170,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,"2,540",.,.,.,.,"2,540"
GC17J,300,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4","123,065","80,180","52,874","25,274","118,032","45,909","19,054",.,"39,573",.,"106,504","153,160",.,"62,712",.,"102,710","929,045"
GC17J,301,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",.,"48,407",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"48,407"
GC17J,302,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,"3,988",.,.,.,.,.,"3,988"
GC17J,320,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",.,"9,803",.,.,.,"1,116",.,.,"1,441",.,.,"1,517",.,.,.,"1,372","15,250"
GC17J,340,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",.,"10,540","4,175",.,.,.,.,.,.,.,"4,404","2,703",.,.,.,.,"21,822"
GC17J,350,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,"9,917",.,.,.,.,"9,917"
GC17J,361,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4","10,380","2,700","13,481",.,.,.,.,.,.,.,.,.,.,.,.,.,"26,561"
GC17J,370,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",.,.,"15,864",.,.,.,.,.,.,.,.,.,.,.,.,.,"15,864"
GC17J,430,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4","2,143","10,337","15,044",.,"13,544",.,.,.,"1,997","18,506","4,050","2,177","5,281","14,439",.,"25,157","112,675"
GC17J,502,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",.,.,"1,058",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,058"
GC17J,800,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",.,.,"3,036",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,036"
GC17K,100,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1","516,015","805,701","5,448","525,850","647,510","338,406",.,.,.,.,"62,409","503,248",.,"328,044",.,"655,414","4,388,046"
GC17K,101,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",.,.,"6,573",.,830,.,.,.,.,.,.,.,.,.,.,"1,549","8,952"
GC17K,110,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"2,663",.,.,.,.,"2,663"
GC17K,180,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,506,.,.,.,.,506
GC17K,300,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1","56,182","53,320","17,469","57,568","57,512","32,252","2,060",.,"14,054",.,"66,669","90,034",.,"49,347",.,"94,697","591,164"
GC17K,301,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",.,"49,767",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"49,767"
GC17K,302,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,621,.,.,.,.,.,621
GC17K,303,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",.,.,"3,617",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,617"
GC17K,320,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1","1,160",.,.,"1,422","1,288","2,232",.,.,.,.,.,.,.,"2,425",.,.,"8,529"
GC17K,330,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",.,.,"6,044",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,044"
GC17K,340,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",.,"1,757",.,.,.,.,.,.,.,.,"3,918","3,514",.,.,.,.,"9,189"
GC17K,350,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"11,684",.,.,.,.,"11,684"
GC17K,361,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",.,.,"1,800",.,.,.,.,.,.,.,.,"2,448",.,.,.,.,"4,248"
GC17K,370,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",.,.,"11,475",.,.,.,.,.,.,.,.,.,.,.,.,.,"11,475"
GC17K,430,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1","3,214","2,067","4,950",.,"1,505","3,681",.,.,.,"2,266",.,.,"3,961","5,907",.,.,"27,551"
GC17K,501,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",.,"5,555",.,.,.,"4,385",.,.,.,.,.,.,.,.,.,"1,459","11,399"
GC17K,502,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",.,.,"4,724",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,724"
GC17K,800,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",.,.,"6,885",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,885"
GC17K,823,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",.,.,.,.,"6,214",.,.,.,.,.,.,.,.,.,.,.,"6,214"
GC18A,100,Non-Obstructive Jaundice with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,428","4,428"
GC18A,300,Non-Obstructive Jaundice with CC Score 5+,.,.,.,.,.,.,.,.,"1,849",.,"6,083","13,056",.,.,.,"14,663","35,651"
GC18A,301,Non-Obstructive Jaundice with CC Score 5+,.,747,.,.,.,.,.,.,.,.,.,.,.,.,.,.,747
GC18A,320,Non-Obstructive Jaundice with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,893",.,.,"8,893"
GC18A,430,Non-Obstructive Jaundice with CC Score 5+,.,.,.,.,"3,010",.,.,.,.,.,.,.,.,.,.,.,"3,010"
GC18B,100,Non-Obstructive Jaundice with CC Score 0-4,"9,818","15,551",.,"3,842","15,365","7,779",.,.,.,.,.,"4,419",.,"7,873",.,"11,070","75,717"
GC18B,300,Non-Obstructive Jaundice with CC Score 0-4,"14,268","5,212","3,129","12,637","9,022","6,392","4,635",.,.,.,"2,291","12,311",.,"9,253",.,"12,384","91,533"
GC18B,301,Non-Obstructive Jaundice with CC Score 0-4,.,"17,921",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"17,921"
GC18B,302,Non-Obstructive Jaundice with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,897,.,.,.,.,.,897
GC18B,303,Non-Obstructive Jaundice with CC Score 0-4,.,"1,198",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,198"
