HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Unit Cost
HD26G,501,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",.,.,.,.,"1,812",.,.,.,.,.,.,.,.,.,.,"1,459","1,635"
HD26G,502,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,415",.,.,"1,415"
HD39D,110,Pathological Fractures with CC Score 11+,"8,619",.,.,.,.,.,.,.,.,.,.,"10,677",.,.,.,.,"9,305"
HD39D,300,Pathological Fractures with CC Score 11+,.,.,.,.,.,872,.,.,.,.,.,.,.,.,.,"1,093","1,019"
HD39D,430,Pathological Fractures with CC Score 11+,.,.,.,.,.,.,.,.,"4,327",.,.,.,"9,022",.,.,"4,295","5,497"
HD39E,110,Pathological Fractures with CC Score 8-10,"1,050",.,.,.,.,.,.,.,.,.,.,"5,274",.,.,.,"10,760","5,527"
HD39E,300,Pathological Fractures with CC Score 8-10,.,.,.,.,.,.,"3,605",.,"5,732",.,.,"1,028",.,"4,112",.,"1,603","2,780"
HD39E,430,Pathological Fractures with CC Score 8-10,.,.,.,.,"4,138",.,.,.,"6,879","11,330",.,.,.,.,.,"5,011","6,661"
HD39F,110,Pathological Fractures with CC Score 6-7,.,.,.,.,"6,177",.,.,"1,248",.,.,.,"10,942",.,.,.,.,"6,122"
HD39F,140,Pathological Fractures with CC Score 6-7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,276","6,276"
HD39F,300,Pathological Fractures with CC Score 6-7,.,802,"17,158",.,"2,255",.,"8,754",.,"3,575",.,"3,301",.,.,"6,682",.,"3,800","4,956"
HD39F,340,Pathological Fractures with CC Score 6-7,.,"4,919",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,919"
HD39F,430,Pathological Fractures with CC Score 6-7,.,.,.,.,"3,010",.,.,.,.,"8,687",.,.,.,.,.,"2,454","6,488"
HD39G,110,Pathological Fractures with CC Score 3-5,"1,838",.,.,.,"2,206",.,.,"4,128",.,.,.,"4,665",.,.,.,"5,380","3,450"
HD39G,140,Pathological Fractures with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,511","2,511"
HD39G,300,Pathological Fractures with CC Score 3-5,"2,081","2,506",.,.,"1,504",872,"5,665",.,"1,479",.,.,"1,028",.,.,.,"1,457","2,175"
HD39G,303,Pathological Fractures with CC Score 3-5,.,"2,795",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,795"
HD39G,320,Pathological Fractures with CC Score 3-5,.,.,.,.,.,.,"2,911",.,.,.,.,.,.,.,.,.,"2,911"
HD39G,410,Pathological Fractures with CC Score 3-5,.,.,.,.,.,.,.,"7,353",.,.,.,.,.,.,.,.,"7,353"
HD39G,430,Pathological Fractures with CC Score 3-5,.,"1,034",.,.,"3,762","7,771",.,.,.,"4,910",.,.,.,.,.,"3,682","4,284"
HD39G,823,Pathological Fractures with CC Score 3-5,.,.,.,.,"1,381",.,.,.,.,.,.,.,.,.,.,.,"1,381"
HD39H,100,Pathological Fractures with CC Score 0-2,.,.,.,"4,940",.,"1,167",.,.,.,.,.,"1,118",.,.,.,.,"2,408"
HD39H,110,Pathological Fractures with CC Score 0-2,"1,576",.,.,.,"1,324",.,.,"4,946",.,.,.,"2,917",.,.,.,.,"2,667"
HD39H,300,Pathological Fractures with CC Score 0-2,"1,784","1,503",.,.,.,"2,615",.,.,"1,110",.,"3,401",863,.,.,.,"2,185","1,712"
HD39H,340,Pathological Fractures with CC Score 0-2,.,"1,054",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,054"
HD39H,430,Pathological Fractures with CC Score 0-2,.,"1,034",.,.,"1,505",.,.,.,"2,996","3,399",.,.,.,.,.,.,"2,467"
HD40D,300,"Malignancy, of Bone or Connective Tissue, with CC Score 12+","2,229",802,.,.,.,"2,615","9,784",.,"7,027",.,"4,124",.,.,.,.,"3,278","4,059"
HD40D,320,"Malignancy, of Bone or Connective Tissue, with CC Score 12+",.,.,.,.,.,"5,022",.,.,.,.,.,.,.,.,.,.,"5,022"
HD40D,340,"Malignancy, of Bone or Connective Tissue, with CC Score 12+",.,"3,865",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,865"
HD40D,430,"Malignancy, of Bone or Connective Tissue, with CC Score 12+",.,.,"1,327",.,"6,020",.,.,.,.,"3,399",.,.,"9,242",.,.,.,"5,201"
HD40E,100,"Malignancy, of Bone or Connective Tissue, with CC Score 8-11",.,.,.,.,.,"2,917",.,.,.,.,.,.,.,.,.,.,"2,917"
HD40E,110,"Malignancy, of Bone or Connective Tissue, with CC Score 8-11","1,050",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,050"
HD40E,300,"Malignancy, of Bone or Connective Tissue, with CC Score 8-11","3,010","2,806",.,"11,701","2,757","2,034","2,060",.,"3,121",.,.,.,.,.,.,"6,556","3,252"
HD40E,340,"Malignancy, of Bone or Connective Tissue, with CC Score 8-11",.,"6,872",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,872"
HD40E,430,"Malignancy, of Bone or Connective Tissue, with CC Score 8-11",.,.,921,.,.,.,.,.,.,"4,154","8,622",.,.,.,.,"8,135","5,458"
HD40E,502,"Malignancy, of Bone or Connective Tissue, with CC Score 8-11","3,316",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,316"
HD40E,800,"Malignancy, of Bone or Connective Tissue, with CC Score 8-11",.,.,"8,326",.,.,.,.,.,.,.,.,.,.,.,.,.,"8,326"
HD40F,100,"Malignancy, of Bone or Connective Tissue, with CC Score 5-7","7,462",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,462"
HD40F,110,"Malignancy, of Bone or Connective Tissue, with CC Score 5-7","1,050",.,.,.,.,.,.,.,.,.,.,"8,161",.,.,.,"10,346","6,519"
HD40F,140,"Malignancy, of Bone or Connective Tissue, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,486","3,486"
HD40F,160,"Malignancy, of Bone or Connective Tissue, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,880","3,880"
HD40F,300,"Malignancy, of Bone or Connective Tissue, with CC Score 5-7","3,758","2,539",.,"1,404","2,255",.,.,.,"2,959",.,.,"1,099",.,"7,968",.,"2,758","2,958"
HD40F,301,"Malignancy, of Bone or Connective Tissue, with CC Score 5-7",.,"6,347",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,347"
HD40F,340,"Malignancy, of Bone or Connective Tissue, with CC Score 5-7",.,"2,108",.,.,.,.,.,.,.,.,.,"5,415",.,.,.,.,"3,761"
HD40F,370,"Malignancy, of Bone or Connective Tissue, with CC Score 5-7",.,.,"13,162",.,.,.,.,.,.,.,.,.,.,.,.,.,"13,162"
HD40F,430,"Malignancy, of Bone or Connective Tissue, with CC Score 5-7","5,535","5,513",.,.,.,"1,227",.,.,.,.,"8,624",.,.,.,.,.,"4,610"
HD40F,800,"Malignancy, of Bone or Connective Tissue, with CC Score 5-7",.,.,"3,383",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,383"
HD40G,100,"Malignancy, of Bone or Connective Tissue, with CC Score 2-4","2,343",.,.,.,.,.,.,.,.,.,.,.,.,"15,746",.,.,"5,023"
HD40G,101,"Malignancy, of Bone or Connective Tissue, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,065","10,065"
HD40G,110,"Malignancy, of Bone or Connective Tissue, with CC Score 2-4","5,515",.,.,.,"11,471",.,.,.,.,.,.,"3,708",.,.,.,"1,862","4,562"
HD40G,160,"Malignancy, of Bone or Connective Tissue, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,"17,466",.,.,.,.,"17,466"
HD40G,300,"Malignancy, of Bone or Connective Tissue, with CC Score 2-4","2,378","1,303","4,221","3,475","4,511","1,453",.,.,"9,616",.,675,.,.,"3,341",.,"1,578","2,834"
HD40G,301,"Malignancy, of Bone or Connective Tissue, with CC Score 2-4",.,"5,974",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,974"
HD40G,320,"Malignancy, of Bone or Connective Tissue, with CC Score 2-4",.,.,.,"1,422",.,.,.,.,.,.,.,.,.,.,.,.,"1,422"
HD40G,340,"Malignancy, of Bone or Connective Tissue, with CC Score 2-4",.,"2,020",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,020"
HD40G,370,"Malignancy, of Bone or Connective Tissue, with CC Score 2-4",.,.,"5,167",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,167"
HD40G,430,"Malignancy, of Bone or Connective Tissue, with CC Score 2-4",.,.,"2,543",.,.,.,.,.,.,.,.,"1,933",.,.,.,"3,068","2,515"
HD40G,502,"Malignancy, of Bone or Connective Tissue, with CC Score 2-4","2,369",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,369"
HD40G,800,"Malignancy, of Bone or Connective Tissue, with CC Score 2-4",.,.,"5,037",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,037"
HD40H,300,"Malignancy, of Bone or Connective Tissue, with CC Score 0-1",.,"1,604","4,050",.,"4,135",.,.,.,.,.,.,.,.,"7,196",.,"1,821","3,312"
HD40H,340,"Malignancy, of Bone or Connective Tissue, with CC Score 0-1",.,.,"5,525",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,525"
HD40H,370,"Malignancy, of Bone or Connective Tissue, with CC Score 0-1",.,.,"7,034",.,.,.,.,.,.,.,.,.,.,.,.,.,"7,034"
HD40H,430,"Malignancy, of Bone or Connective Tissue, with CC Score 0-1",.,.,"3,563",.,.,.,.,.,.,.,.,.,.,.,.,"3,988","3,705"
HD40H,800,"Malignancy, of Bone or Connective Tissue, with CC Score 0-1",.,.,"3,922",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,922"
HE11A,110,"Hip Fracture with Multiple Interventions, with CC Score 8+",.,.,.,.,.,.,.,"17,348",.,.,.,.,.,.,.,.,"17,348"
HE11B,100,"Hip Fracture with Multiple Interventions, with CC Score 0-7",.,.,.,"3,380",.,.,.,.,.,.,.,.,.,.,.,.,"3,380"
HE11B,110,"Hip Fracture with Multiple Interventions, with CC Score 0-7",.,.,.,.,"26,507",.,.,.,.,.,.,.,.,.,.,.,"26,507"
HE11C,110,"Hip Fracture with Single Intervention, with CC Score 8+","1,626",.,.,.,.,.,.,.,.,.,.,"10,900",.,.,.,.,"6,263"
HE11C,300,"Hip Fracture with Single Intervention, with CC Score 8+",.,802,.,.,.,.,.,.,.,.,.,.,.,.,.,.,802
HE11C,340,"Hip Fracture with Single Intervention, with CC Score 8+",.,.,.,.,.,.,.,.,.,.,.,"5,033",.,.,.,.,"5,033"
HE11C,430,"Hip Fracture with Single Intervention, with CC Score 8+",.,.,.,.,.,.,.,.,"7,028","6,043",.,.,.,.,.,.,"6,536"
HE11D,110,"Hip Fracture with Single Intervention, with CC Score 0-7","8,265",.,.,.,"10,409",.,.,.,.,.,.,"1,152",.,.,.,.,"7,271"
HE11D,300,"Hip Fracture with Single Intervention, with CC Score 0-7",.,.,.,.,.,.,.,.,.,.,.,697,.,.,.,.,697
HE11D,430,"Hip Fracture with Single Intervention, with CC Score 0-7",.,.,.,.,.,"10,226","7,856",.,"11,023",.,.,.,"10,232",.,.,.,"10,032"
HE11E,110,"Hip Fracture without Interventions, with CC Score 12+","2,626",.,.,.,.,.,.,"4,133",.,.,.,"1,814",.,.,.,.,"2,993"
HE11E,300,"Hip Fracture without Interventions, with CC Score 12+",.,"4,009",.,.,.,.,.,.,.,.,"1,916",.,.,.,.,.,"3,311"
HE11E,430,"Hip Fracture without Interventions, with CC Score 12+",.,.,.,.,.,964,.,.,"9,875","12,086",.,.,.,"21,003",.,.,"2,718"
HE11F,100,"Hip Fracture without Interventions, with CC Score 8-11",.,"9,330",.,"14,272",.,.,.,.,.,.,.,.,.,"9,951",.,.,"10,413"
HE11F,110,"Hip Fracture without Interventions, with CC Score 8-11","4,885",.,.,.,"1,875",.,.,"6,633",.,.,.,"5,790",.,.,.,"5,718","5,330"
HE11F,300,"Hip Fracture without Interventions, with CC Score 8-11","6,688","1,737",.,"4,836","1,879",.,"12,874",.,.,.,.,"2,259",.,"6,168",.,"3,096","3,664"
HE11F,320,"Hip Fracture without Interventions, with CC Score 8-11",.,.,.,.,.,"3,906",.,.,.,.,.,.,.,.,.,.,"3,906"
HE11F,340,"Hip Fracture without Interventions, with CC Score 8-11",.,"1,054","6,785",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,920"
HE11F,430,"Hip Fracture without Interventions, with CC Score 8-11",.,"2,718",.,.,.,"3,886","11,941",.,"8,451","9,584",.,"2,387","10,171","24,809",.,"5,215","8,660"
HE11G,100,"Hip Fracture without Interventions, with CC Score 4-7",.,"1,333",.,"4,757","1,756",.,.,.,.,.,.,.,.,"11,507",.,"6,199","10,085"
HE11G,101,"Hip Fracture without Interventions, with CC Score 4-7",.,.,.,.,"11,622",.,.,.,.,.,.,.,.,.,.,.,"11,622"
HE11G,110,"Hip Fracture without Interventions, with CC Score 4-7","3,645",.,.,.,"3,957",.,.,"4,990",.,.,.,"4,975",.,.,.,"3,091","3,761"
HE11G,180,"Hip Fracture without Interventions, with CC Score 4-7",.,.,.,.,"2,001",.,.,.,.,.,.,.,.,.,.,.,"2,001"
HE11G,300,"Hip Fracture without Interventions, with CC Score 4-7","2,006","1,929",.,"4,698","2,130","1,550","3,540",.,863,.,"1,794","1,045",.,"6,297",.,"2,286","2,314"
HE11G,302,"Hip Fracture without Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,"2,695",.,.,.,.,.,"2,695"
HE11G,303,"Hip Fracture without Interventions, with CC Score 4-7",.,.,"5,578",.,.,.,.,.,.,.,.,.,.,.,.,.,"5,578"
HE11G,320,"Hip Fracture without Interventions, with CC Score 4-7",.,.,.,"6,638","3,865",.,.,.,.,.,.,"7,901",.,"11,318",.,.,"7,430"
HE11G,340,"Hip Fracture without Interventions, with CC Score 4-7",.,"5,973","4,425",.,.,.,.,.,.,.,907,"3,510",.,.,.,.,"3,665"
HE11G,361,"Hip Fracture without Interventions, with CC Score 4-7",.,"1,350",.,.,.,"4,972",.,.,.,.,.,.,.,.,.,.,"3,161"
HE11G,430,"Hip Fracture without Interventions, with CC Score 4-7",.,"1,723","3,881",.,"1,881","5,556","7,071",.,"5,537","8,292","2,255","1,483","8,600","12,339",.,"5,079","6,459"
HE11H,100,"Hip Fracture without Interventions, with CC Score 0-3",.,.,.,"2,058","3,073","1,361",.,.,.,.,.,.,.,"8,870",.,.,"8,055"
HE11H,110,"Hip Fracture without Interventions, with CC Score 0-3","2,370",.,.,.,"2,898",.,.,"3,843",.,.,.,"3,731",.,.,.,"2,424","2,911"
HE11H,180,"Hip Fracture without Interventions, with CC Score 0-3",.,918,.,.,"4,002",.,.,.,.,.,.,.,.,.,.,.,"1,946"
HE11H,300,"Hip Fracture without Interventions, with CC Score 0-3","2,341","1,772",.,"5,499","1,786","2,266","1,030",.,"2,642",.,.,918,.,"2,056",.,"1,917","1,656"
HE11H,301,"Hip Fracture without Interventions, with CC Score 0-3",.,"3,540",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,540"
HE11H,320,"Hip Fracture without Interventions, with CC Score 0-3",.,.,.,"2,371",.,"1,674",.,.,.,.,.,.,.,"2,425",.,.,"2,157"
HE11H,340,"Hip Fracture without Interventions, with CC Score 0-3",.,703,.,.,.,.,.,.,.,.,.,"1,407",.,.,.,.,"1,172"
HE11H,361,"Hip Fracture without Interventions, with CC Score 0-3",.,.,.,.,.,"2,938",.,.,.,.,.,.,.,.,.,.,"2,938"
HE11H,430,"Hip Fracture without Interventions, with CC Score 0-3","3,333","1,833","4,923",.,"4,097","4,347","6,345",.,"5,600","6,992",.,"1,768","7,291","14,136",.,"3,870","5,676"
HE12A,100,"Other Injury of Hip with Interventions, with CC Score 2+",.,"3,983",.,.,"2,747",.,.,.,.,.,.,.,.,.,.,.,"3,365"
HE12A,110,"Other Injury of Hip with Interventions, with CC Score 2+","2,871",.,.,.,.,.,.,.,.,.,.,"3,832",.,.,.,.,"3,592"
HE12A,300,"Other Injury of Hip with Interventions, with CC Score 2+",892,"2,806",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,849"
HE12A,430,"Other Injury of Hip with Interventions, with CC Score 2+",.,"2,412",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,412"
HE12B,100,"Other Injury of Hip with Interventions, with CC Score 0-1","1,857","1,544",.,.,"4,063",.,.,.,.,.,.,"2,697",.,"9,375",.,.,"3,907"
HE12B,110,"Other Injury of Hip with Interventions, with CC Score 0-1","2,177",.,.,.,"3,972",.,.,.,.,.,.,"3,174",.,.,.,.,"3,205"
HE12B,160,"Other Injury of Hip with Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,855","3,855"
HE12C,100,"Other Injury of Hip without Interventions, with CC Score 6+",.,"1,777",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,777"
HE12C,110,"Other Injury of Hip without Interventions, with CC Score 6+",.,.,.,.,"4,853",.,.,.,.,.,.,"1,421",.,.,.,828,"2,131"
HE12C,300,"Other Injury of Hip without Interventions, with CC Score 6+","5,797","2,539",.,.,"2,005","3,874","3,090",.,"1,294",.,.,864,.,.,.,"1,885","2,051"
HE12C,302,"Other Injury of Hip without Interventions, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,"1,563",.,.,.,.,"1,563"
HE12C,430,"Other Injury of Hip without Interventions, with CC Score 6+",.,"2,297","4,580",.,"2,634",.,.,.,"2,663","6,043",.,"1,490",.,"11,158",.,"3,419","3,786"
HE12D,100,"Other Injury of Hip without Interventions, with CC Score 3-5",.,"2,666",.,"3,842","2,634",.,.,.,.,.,.,.,.,"3,937",.,"2,214","3,205"
HE12D,110,"Other Injury of Hip without Interventions, with CC Score 3-5","2,101",.,.,.,.,.,.,.,.,.,.,"3,307",.,.,.,"2,345","2,657"
HE12D,180,"Other Injury of Hip without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,485,.,.,.,.,485
HE12D,300,"Other Injury of Hip without Interventions, with CC Score 3-5","1,784","1,203",.,"1,404","1,879",944,"3,862",.,"2,219",.,725,"1,033",.,"1,028",.,"1,610","1,432"
HE12D,301,"Other Injury of Hip without Interventions, with CC Score 3-5",.,"1,493",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,493"
HE12D,340,"Other Injury of Hip without Interventions, with CC Score 3-5",.,703,.,.,.,.,.,.,.,.,.,.,.,.,.,.,703
HE12D,430,"Other Injury of Hip without Interventions, with CC Score 3-5",.,"1,654","2,240",.,"2,759","3,681",.,.,"2,996","3,210",.,"1,340","2,200",.,.,"2,104","2,219"
HE12E,100,"Other Injury of Hip without Interventions, with CC Score 0-2",.,.,.,"1,647",.,.,.,.,.,.,.,.,.,"1,968",.,886,"1,753"
HE12E,110,"Other Injury of Hip without Interventions, with CC Score 0-2","1,444",.,.,.,"1,471",.,.,.,.,.,.,"1,438",.,.,.,"1,517","1,476"
HE12E,180,"Other Injury of Hip without Interventions, with CC Score 0-2",.,.,.,.,"2,001",.,.,.,.,.,.,.,.,.,.,.,"2,001"
HE12E,300,"Other Injury of Hip without Interventions, with CC Score 0-2","1,159","1,403","1,577","1,872",977,"1,162","2,060",.,"1,110",.,.,995,.,.,.,"1,002","1,110"
HE12E,320,"Other Injury of Hip without Interventions, with CC Score 0-2",.,.,.,"1,185",.,.,.,.,.,.,.,.,.,.,.,.,"1,185"
HE12E,340,"Other Injury of Hip without Interventions, with CC Score 0-2",.,"1,405",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,405"
HE12E,430,"Other Injury of Hip without Interventions, with CC Score 0-2",.,"1,172","1,326",.,"1,091",818,.,.,.,"1,511",.,"1,355",.,"2,625",.,"1,023","1,283"
HE12E,501,"Other Injury of Hip without Interventions, with CC Score 0-2",.,.,.,.,.,"2,193",.,.,.,.,.,.,.,.,.,.,"2,193"
HE21A,110,Knee Fracture with Multiple Interventions,"14,638",.,.,.,.,.,.,.,.,.,.,"2,244",.,.,.,"33,580","16,275"
HE21B,110,"Knee Fracture with Single Intervention, with CC Score 5+",.,.,.,.,.,.,.,"7,113",.,.,.,"10,883",.,.,.,.,"8,998"
HE21C,110,"Knee Fracture with Single Intervention, with CC Score 2-4","10,749",.,.,.,"8,248",.,.,.,.,.,.,"7,946",.,.,.,"8,654","8,511"
HE21D,110,"Knee Fracture with Single Intervention, with CC Score 0-1","2,377",.,.,.,"3,918",.,.,"1,732",.,.,.,"6,222",.,.,.,"4,102","3,954"
HE21E,100,"Knee Fracture without Interventions, with CC Score 5+",.,.,.,"5,489",.,.,.,.,.,.,.,.,.,.,.,.,"5,489"
HE21E,110,"Knee Fracture without Interventions, with CC Score 5+","11,450",.,.,.,"3,088",.,.,"3,754",.,.,.,"7,706",.,.,.,"3,983","5,856"
HE21E,300,"Knee Fracture without Interventions, with CC Score 5+",.,"1,203",.,.,"1,692",872,.,.,"4,624",.,"2,860","1,057",.,"1,542",.,.,"1,974"
HE21E,340,"Knee Fracture without Interventions, with CC Score 5+",.,"2,108",.,.,.,.,.,.,.,.,686,.,.,.,.,.,"1,397"
HE21E,361,"Knee Fracture without Interventions, with CC Score 5+",.,"1,350",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,350"
HE21E,420,"Knee Fracture without Interventions, with CC Score 5+","1,490",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,490"
HE21E,430,"Knee Fracture without Interventions, with CC Score 5+","18,570",.,.,.,"1,505","2,659","4,714",.,"7,009","6,798",.,.,"22,884","34,129",.,.,"9,235"
HE21F,100,"Knee Fracture without Interventions, with CC Score 2-4",.,.,.,"4,391",.,.,.,.,.,.,.,.,.,"12,466",.,.,"8,428"
HE21F,110,"Knee Fracture without Interventions, with CC Score 2-4","3,624",.,.,.,"2,620",.,.,"5,688",.,.,.,"4,106",.,.,.,"2,424","3,854"
HE21F,180,"Knee Fracture without Interventions, with CC Score 2-4",.,"1,102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,102"
HE21F,300,"Knee Fracture without Interventions, with CC Score 2-4","6,242",.,"4,998","5,382","1,128","1,162","1,030",.,"1,849",.,.,943,.,"11,823",.,"2,622","2,229"
HE21F,430,"Knee Fracture without Interventions, with CC Score 2-4","8,928","1,034","1,331",.,"4,138","4,295","3,142",.,"8,655","4,910","1,723","2,422",.,.,.,"2,761","4,056"
HE21G,100,"Knee Fracture without Interventions, with CC Score 0-1",.,.,.,"1,098",.,778,.,.,.,.,.,.,.,"4,330",.,.,"3,361"
HE21G,110,"Knee Fracture without Interventions, with CC Score 0-1","1,838",.,.,.,"1,985",.,.,"3,561",.,.,.,"2,753",.,.,.,"2,124","2,342"
HE21G,180,"Knee Fracture without Interventions, with CC Score 0-1",.,.,.,.,"2,668",.,.,.,.,.,.,520,.,.,.,.,"2,131"
HE21G,300,"Knee Fracture without Interventions, with CC Score 0-1",.,.,.,.,.,"2,208",.,.,.,.,.,.,.,.,.,"1,275","1,942"
HE21G,430,"Knee Fracture without Interventions, with CC Score 0-1",.,.,.,.,"1,881","2,659",.,.,"2,330",.,.,998,.,.,.,.,"2,105"
HE22A,100,"Other Injury of Knee with Multiple Interventions, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,.,"9,936",.,.,"9,936"
HE22B,100,"Other Injury of Knee with Multiple Interventions, with CC Score 3-5",.,"3,468",.,"9,503","2,529",.,.,.,.,.,.,"2,857",.,.,.,.,"4,589"
HE22B,110,"Other Injury of Knee with Multiple Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"7,732",.,.,.,.,"7,732"
HE22B,160,"Other Injury of Knee with Multiple Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"18,496","18,496"
HE22C,100,"Other Injury of Knee with Multiple Interventions, with CC Score 0-2",.,.,.,.,.,"2,094",.,.,.,.,.,"1,789",.,"4,895",.,.,"3,714"
HE22C,110,"Other Injury of Knee with Multiple Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"2,029",.,.,.,"2,127","2,061"
HE22C,160,"Other Injury of Knee with Multiple Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,864","4,864"
HE22C,300,"Other Injury of Knee with Multiple Interventions, with CC Score 0-2",.,"5,340",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,340"
HE22D,100,"Other Injury of Knee with Single Intervention, with CC Score 6+",.,"5,773",.,"2,745","2,948",.,.,.,.,.,.,.,.,.,.,.,"4,603"
HE22D,110,"Other Injury of Knee with Single Intervention, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,"6,645",.,.,.,.,"6,645"
HE22D,300,"Other Injury of Knee with Single Intervention, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,.,"11,309",.,"7,295","8,633"
HE22E,100,"Other Injury of Knee with Single Intervention, with CC Score 3-5","3,196","2,631",.,"3,192","2,656",.,.,.,.,.,"3,873","2,122",.,.,.,.,"2,760"
HE22E,110,"Other Injury of Knee with Single Intervention, with CC Score 3-5","2,439",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,439"
HE22E,160,"Other Injury of Knee with Single Intervention, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,427","5,427"
HE22E,300,"Other Injury of Knee with Single Intervention, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,"1,064",.,.,.,.,"1,064"
HE22E,430,"Other Injury of Knee with Single Intervention, with CC Score 3-5",.,.,"7,027",.,.,.,.,.,.,.,.,.,.,.,.,"6,161","6,594"
HE22F,100,"Other Injury of Knee with Single Intervention, with CC Score 0-2",.,"2,845",.,"6,020","5,244",.,.,.,.,.,.,"1,521",.,"4,000",.,.,"3,525"
HE22F,110,"Other Injury of Knee with Single Intervention, with CC Score 0-2",.,.,.,.,"2,520",.,.,.,.,.,.,"3,259",.,.,.,"2,512","2,889"
HE22G,100,"Other Injury of Knee without Interventions, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,328","1,328"
HE22G,300,"Other Injury of Knee without Interventions, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,440","2,440"
HE22G,430,"Other Injury of Knee without Interventions, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,.,"15,403","22,315",.,"6,934","10,341"
HE22H,100,"Other Injury of Knee without Interventions, with CC Score 6-8",.,889,.,.,"1,756",.,.,.,.,.,.,.,.,.,.,.,"1,322"
HE22H,300,"Other Injury of Knee without Interventions, with CC Score 6-8",.,"1,804",.,.,.,"3,487",.,.,"1,849",.,"3,927","1,028",.,.,.,"2,428","2,336"
HE22H,320,"Other Injury of Knee without Interventions, with CC Score 6-8",.,"3,921",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,921"
HE22H,361,"Other Injury of Knee without Interventions, with CC Score 6-8",.,.,.,.,.,"1,356",.,.,.,.,.,.,.,.,.,.,"1,356"
HE22H,430,"Other Injury of Knee without Interventions, with CC Score 6-8","1,786","1,551",.,.,.,.,.,.,"3,994","3,021",.,"1,230",.,.,.,"1,227","1,805"
HE22J,100,"Other Injury of Knee without Interventions, with CC Score 3-5",.,"4,887",.,.,"1,811","1,167",.,.,.,.,.,739,.,"7,217",.,"2,214","3,010"
