HRG,Spec,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,N. Ireland Unit Cost
HB61C,110,"Major, Shoulder or Upper Arm Procedures for Non-Trauma, without CC","1,728",.,.,.,.,"4,403",.,.,"1,738",.,.,.,.,.,.,.,.,.,"2,878"
HB62B,110,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, with CC","1,257",.,.,.,.,.,.,.,"1,149",.,.,.,.,.,.,.,.,.,"1,185"
HB62C,110,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, without CC","1,275",.,.,.,.,"3,056",.,.,"1,275",.,.,.,"1,599",.,.,.,"1,216",.,"1,613"
HB62C,410,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, without CC",.,.,365,.,.,229,.,.,.,.,.,.,.,505,.,.,.,.,336
HB63Z,100,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,.,"1,174",.,.,.,.,.,.,.,.,"1,283",846,901,.,979
HB63Z,110,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma","1,283",.,.,.,.,"1,938",.,.,"1,102",.,.,.,.,"2,353",.,.,.,.,"1,369"
HB63Z,160,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,142",.,"1,142"
HB63Z,191,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,.,.,453,.,.,.,.,453
HB63Z,300,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,696,.,696
HB63Z,400,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,.,287,.,.,.,.,.,287
HB63Z,410,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,87
HB63Z,420,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,.,"2,222",.,.,.,.,.,"2,222"
HB69Z,110,"Minimal, Shoulder or Upper Arm Procedures for Non-Trauma",724,.,.,.,.,830,.,.,701,.,.,.,.,360,.,.,.,.,744
HB69Z,160,"Minimal, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,.,"1,469",.,.,.,.,.,"1,469"
HB69Z,300,"Minimal, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,.,614,.,.,.,694,.,.,.,.,.,.,.,.,646
HB69Z,410,"Minimal, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,365,.,.,229,.,.,.,.,.,.,.,505,.,.,.,.,318
HB71C,110,"Major, Elbow or Lower Arm Procedures for Non-Trauma, without CC",.,.,.,.,.,.,.,.,"1,260",.,.,.,.,.,.,.,.,.,"1,260"
HB72Z,110,"Intermediate, Elbow or Lower Arm Procedures for Non-Trauma","1,314",.,.,.,.,"2,602",.,.,"1,106",.,.,.,"1,604",.,.,.,"1,216",.,"1,337"
HB72Z,410,"Intermediate, Elbow or Lower Arm Procedures for Non-Trauma",.,.,.,.,.,229,.,.,.,.,.,.,.,.,.,.,.,.,229
HB73Z,100,"Minor, Elbow or Lower Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,"1,110",.,.,.,.,.,.,"1,153",.,"1,112"
HB73Z,110,"Minor, Elbow or Lower Arm Procedures for Non-Trauma","1,257",.,.,.,.,"2,392",.,.,"1,118",.,.,.,.,"1,904",.,.,.,.,"1,314"
HB73Z,150,"Minor, Elbow or Lower Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,.,"1,794",.,.,.,.,.,"1,794"
HB73Z,160,"Minor, Elbow or Lower Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,172",.,"1,172"
HB73Z,410,"Minor, Elbow or Lower Arm Procedures for Non-Trauma",.,.,.,.,.,229,.,.,.,.,.,.,.,.,.,.,.,.,229
HB79Z,110,"Minimal, Elbow or Lower Arm Procedures for Non-Trauma",693,.,.,.,.,"1,068",.,.,668,.,.,.,.,.,.,.,.,.,786
HB79Z,410,"Minimal, Elbow or Lower Arm Procedures for Non-Trauma",.,.,365,.,.,229,.,.,853,.,.,.,.,505,.,.,.,.,350
HB91Z,100,Other Non-Trauma Diagnosis without Procedure,.,.,.,.,"1,093",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,093"
HB91Z,160,Other Non-Trauma Diagnosis without Procedure,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,139",.,"1,139"
HB91Z,410,Other Non-Trauma Diagnosis without Procedure,.,.,365,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,365
HB99Z,100,Other Procedures for Non-Trauma,360,.,.,.,.,780,442,.,.,814,.,"1,290",.,.,"1,117",809,930,.,799
HB99Z,110,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,"1,965","1,236",.,.,.,"1,276","1,943",.,.,915,.,"1,354"
HB99Z,120,Other Procedures for Non-Trauma,970,.,.,.,.,634,.,.,.,.,.,.,"1,390",.,.,.,.,.,991
HB99Z,140,Other Procedures for Non-Trauma,.,.,.,.,.,"1,685",.,.,.,.,.,.,.,.,.,.,"2,585",.,"1,910"
HB99Z,150,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,752,.,.,.,.,.,752
HB99Z,160,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,044",.,"1,044"
HB99Z,171,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,"3,068",.,.,.,.,.,"3,068"
HB99Z,191,Other Procedures for Non-Trauma,794,.,.,.,.,.,.,.,.,.,.,246,.,387,.,.,383,.,393
HB99Z,300,Other Procedures for Non-Trauma,374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,853,.,613
HB99Z,303,Other Procedures for Non-Trauma,323,.,.,"1,296",.,.,.,.,.,.,.,.,.,.,.,.,511,.,426
HB99Z,320,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,"2,101",.,.,.,.,.,"2,101"
HB99Z,400,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,287,.,.,.,.,.,287
HB99Z,410,Other Procedures for Non-Trauma,.,.,365,.,.,229,.,.,"1,045",.,.,.,.,505,.,.,.,.,496
HB99Z,502,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,"1,178",.,.,.,.,.,.,.,.,"1,178"
HB99Z,800,Other Procedures for Non-Trauma,335,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,335
HB99Z,823,Other Procedures for Non-Trauma,.,.,.,.,.,958,.,.,.,.,.,.,446,.,.,.,.,.,702
HC01C,191,Extradural Spine Major 2 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,383,.,383
HC03F,110,Extradural Spine Intermediate 2 with CC Score 0-2,.,.,.,.,.,.,.,.,"1,729",.,.,.,.,.,.,.,.,.,"1,729"
HC03F,150,Extradural Spine Intermediate 2 with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"2,608",.,.,.,.,.,"2,608"
HC03F,191,Extradural Spine Intermediate 2 with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"1,234",.,.,.,.,.,.,"1,234"
HC04F,110,Extradural Spine Intermediate 1 with CC Score 0-1,.,.,.,.,.,.,.,.,960,.,.,.,.,.,.,.,.,.,960
HC04F,130,Extradural Spine Intermediate 1 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,606,.,.,.,.,.,606
HC04F,191,Extradural Spine Intermediate 1 with CC Score 0-1,.,.,.,.,606,.,.,.,.,.,.,.,.,56,.,.,.,.,537
HC05E,110,Extradural Spine Minor 2 with CC Score 2-3,.,.,.,.,.,.,.,.,"1,196",.,.,.,.,.,.,.,.,.,"1,196"
HC05F,100,Extradural Spine Minor 2 with CC Score 0-1,.,.,.,.,761,.,.,.,.,.,.,.,.,.,.,.,.,.,761
HC05F,110,Extradural Spine Minor 2 with CC Score 0-1,.,.,.,.,.,.,.,.,"1,199",.,.,.,.,.,.,.,.,.,"1,199"
HC05F,191,Extradural Spine Minor 2 with CC Score 0-1,.,.,.,.,879,.,.,.,.,.,.,.,.,.,.,.,.,.,879
HC05F,410,Extradural Spine Minor 2 with CC Score 0-1,.,.,365,.,.,229,.,.,.,.,.,.,.,.,.,.,.,.,297
HC06Z,110,Extradural Spine Minor 1,.,.,.,.,.,.,.,.,608,.,.,.,.,.,.,.,.,.,608
HC06Z,191,Extradural Spine Minor 1,540,.,.,.,664,.,.,.,.,.,.,.,.,328,.,.,.,.,622
HC06Z,410,Extradural Spine Minor 1,.,.,365,.,.,229,.,.,.,.,.,.,.,.,.,.,.,.,297
HC07B,303,Intradural Spine Major with CC Score 0-2,.,.,.,"1,059",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,059"
HC12Z,101,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,829,.,829
HC12Z,110,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,.,780,.,.,.,.,.,780
HC12Z,150,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,.,817,.,.,.,.,.,817
HC12Z,191,Intradural Spine Minor 1,.,.,.,.,593,.,.,.,.,.,.,710,.,.,.,.,.,.,691
HC12Z,300,Intradural Spine Minor 1,.,.,.,.,.,.,376,.,.,552,.,.,136,.,.,.,700,.,634
HC12Z,303,Intradural Spine Minor 1,.,.,.,251,.,.,.,.,.,.,.,.,.,.,.,.,511,.,283
HC12Z,370,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,.,498,.,.,.,.,.,498
HC12Z,400,Intradural Spine Minor 1,.,.,.,.,.,527,.,.,.,.,.,.,239,.,.,.,.,.,305
HC12Z,420,Intradural Spine Minor 1,.,.,.,.,.,809,.,.,.,.,.,.,722,.,.,.,.,.,766
HC12Z,421,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,.,870,.,.,.,.,.,870
HC12Z,823,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,.,276,.,.,.,.,.,276
HC26E,110,"Scoliosis or Other Spinal Deformity, with CC Score 1-2",.,.,.,.,.,.,.,.,645,.,.,.,.,.,.,.,.,.,645
HC26F,110,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,.,.,.,.,.,.,.,610,.,.,.,.,.,.,.,.,.,610
HC26F,191,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,383,.,383
HC26F,300,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,.,.,.,.,614,.,.,.,.,.,.,.,.,.,.,.,.,614
HC26F,410,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,.,365,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,365
HC27F,110,Degenerative Spinal Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,523,.,.,.,.,.,.,.,.,.,523
HC27F,191,Degenerative Spinal Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,383,.,383
HC27F,410,Degenerative Spinal Conditions with CC Score 3-5,.,.,.,.,.,229,.,.,.,.,.,.,.,.,.,.,.,.,229
HC27G,110,Degenerative Spinal Conditions with CC Score 0-2,.,.,.,.,.,.,.,.,569,.,.,.,.,.,.,.,.,.,569
HC27G,150,Degenerative Spinal Conditions with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,520,.,.,.,.,.,520
HC27G,191,Degenerative Spinal Conditions with CC Score 0-2,582,.,.,.,507,.,.,.,.,.,92,"1,334",.,336,.,.,383,.,445
HC27G,400,Degenerative Spinal Conditions with CC Score 0-2,.,.,.,.,.,527,.,.,.,.,.,.,.,.,.,.,.,.,527
HC27G,410,Degenerative Spinal Conditions with CC Score 0-2,.,.,.,.,.,229,.,.,.,.,.,.,.,.,.,.,.,.,229
HC28G,110,Spinal Cord Conditions with CC Score 0-2,.,.,.,.,.,.,.,.,322,.,.,.,.,.,.,.,.,.,322
HC28G,191,Spinal Cord Conditions with CC Score 0-2,667,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,667
HC28G,400,Spinal Cord Conditions with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,241,.,.,.,.,.,241
HC29A,410,Inflammatory Spinal Conditions with CC Score 2+,.,.,.,.,.,229,.,.,.,.,.,.,.,.,.,.,.,.,229
HC29B,300,Inflammatory Spinal Conditions with CC Score 0-1,329,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,267,.,286
HC29B,410,Inflammatory Spinal Conditions with CC Score 0-1,.,87,365,.,.,229,.,.,.,.,.,.,.,.,.,.,.,.,160
HC32E,110,Low Back Pain with CC Score 3-5,.,.,.,.,.,.,.,.,639,.,.,.,.,.,.,.,.,.,639
HC32E,191,Low Back Pain with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,383,.,383
HC32F,101,Low Back Pain with CC Score 0-2,.,.,.,163,.,.,.,.,.,.,.,.,.,.,.,.,.,.,163
HC32F,110,Low Back Pain with CC Score 0-2,.,.,.,.,.,.,.,.,644,.,.,.,.,.,.,.,.,.,644
HC32F,191,Low Back Pain with CC Score 0-2,.,.,.,523,.,.,.,.,.,.,487,.,.,974,.,.,383,.,430
HC32F,400,Low Back Pain with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,232,.,.,.,.,.,232
HD21G,110,Soft Tissue Disorders with CC Score 3-5,.,.,.,.,.,.,.,.,639,.,.,.,.,.,.,.,.,.,639
HD21G,160,Soft Tissue Disorders with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,147",.,"1,147"
HD21G,191,Soft Tissue Disorders with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,793,.,.,383,.,629
HD21G,370,Soft Tissue Disorders with CC Score 3-5,.,233,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,233
HD21G,400,Soft Tissue Disorders with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,241,.,.,.,.,.,241
HD21G,410,Soft Tissue Disorders with CC Score 3-5,.,.,.,.,.,229,.,.,.,.,.,.,.,505,.,.,.,.,367
HD21H,100,Soft Tissue Disorders with CC Score 0-2,.,388,.,.,.,.,226,.,.,.,.,.,.,.,.,.,933,.,443
HD21H,110,Soft Tissue Disorders with CC Score 0-2,.,.,.,.,.,.,.,.,605,.,.,.,.,.,.,.,.,.,605
HD21H,140,Soft Tissue Disorders with CC Score 0-2,205,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,205
HD21H,160,Soft Tissue Disorders with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,139",.,"1,139"
HD21H,191,Soft Tissue Disorders with CC Score 0-2,667,.,.,523,.,.,.,.,.,.,295,"1,332",.,375,.,.,383,.,554
HD21H,300,Soft Tissue Disorders with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,696,.,696
HD21H,370,Soft Tissue Disorders with CC Score 0-2,.,.,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,116
HD21H,400,Soft Tissue Disorders with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,241,.,.,.,.,.,241
HD21H,410,Soft Tissue Disorders with CC Score 0-2,.,.,365,.,.,229,.,.,.,.,.,.,.,505,.,.,.,.,319
HD23F,410,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 7-8",.,.,.,.,.,229,.,.,.,.,.,.,.,.,.,.,.,.,229
HD23G,361,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 5-6",.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
HD23G,410,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 5-6",.,87,.,.,.,229,.,.,.,.,.,.,.,.,.,.,.,.,183
HD23H,300,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,267,.,267
HD23H,303,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",.,.,.,240,.,.,.,.,.,.,.,.,.,.,.,.,.,.,240
HD23H,361,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",.,240,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,240
HD23H,410,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",.,87,365,.,.,229,.,.,.,.,.,.,.,.,.,.,.,.,167
HD23J,100,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,.,.,.,.,.,226,.,.,.,.,.,.,.,.,.,.,.,226
HD23J,110,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,.,.,.,.,261,.,.,.,.,.,.,.,.,.,.,.,.,261
HD23J,130,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,367,.,.,.,.,.,367
HD23J,191,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",582,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,582
HD23J,300,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",330,.,.,.,.,614,.,.,.,.,.,.,968,.,.,.,278,.,320
HD23J,303,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,511,.,511
HD23J,330,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,.,.,.,.,264,.,.,.,.,.,.,.,.,.,.,.,.,264
HD23J,340,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,.,.,.,.,583,.,.,.,.,.,.,.,.,.,.,.,.,583
HD23J,400,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,241,.,.,.,.,.,241
HD23J,410,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,87,365,.,.,229,.,.,.,.,.,.,.,505,.,.,.,.,134
HD24F,110,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",.,.,.,.,.,.,.,.,813,.,.,.,.,.,.,.,.,.,813
HD24F,361,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,518
HD24F,410,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",.,87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,87
HD24G,110,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",.,.,.,.,.,.,.,.,770,.,.,.,.,.,.,.,.,.,770
HD24G,191,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",667,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,667
HD24G,300,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",.,.,.,.,.,.,.,.,.,552,.,.,.,.,.,.,696,.,624
HD24G,370,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",.,233,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,233
HD24G,410,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",.,87,365,.,.,229,.,.,.,.,.,.,.,.,.,.,.,.,185
HD24G,430,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,860,.,860
HD24H,110,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",.,.,.,.,.,261,.,.,746,.,.,.,.,.,.,.,.,.,713
HD24H,160,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,642,.,642
HD24H,191,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,233",.,.,383,.,553
HD24H,300,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",357,.,.,.,.,614,376,.,.,552,389,.,.,.,.,.,699,.,470
HD24H,302,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,715,.,.,.,.,.,715
HD24H,410,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",.,87,365,.,.,229,.,.,.,.,.,.,.,.,.,.,.,.,202
HD24H,430,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,860,.,860
HD25E,361,"Infections of Bones or Joints, with CC Score 9-12",.,240,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,240
HD25F,300,"Infections of Bones or Joints, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,267,.,267
HD25G,100,"Infections of Bones or Joints, with CC Score 2-4",.,.,.,.,.,404,.,.,.,.,.,.,.,.,.,.,.,.,404
HD25G,410,"Infections of Bones or Joints, with CC Score 2-4",.,87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,87
HD25H,110,"Infections of Bones or Joints, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,261",.,"1,261"
HD25H,300,"Infections of Bones or Joints, with CC Score 0-1",.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,376
HD26F,320,"Musculoskeletal Signs or Symptoms, with CC Score 4-7",.,.,.,.,.,232,.,.,.,.,.,.,.,.,.,.,.,.,232
HD26G,110,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",975,.,.,.,.,261,.,.,639,.,.,.,.,497,.,.,.,.,569
HD26G,191,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,311,.,.,"1,280",.,.,383,.,747
HD26G,300,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",.,.,.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,376
HD26G,410,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",.,.,365,.,.,229,.,.,.,.,.,.,.,.,.,.,.,.,307
HD39H,410,Pathological Fractures with CC Score 0-2,.,87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,87
HD40F,101,"Malignancy of Bone or Connective Tissue, with CC Score 5-7",.,.,.,171,.,.,.,.,.,.,.,.,.,.,.,.,.,.,171
HD40F,370,"Malignancy of Bone or Connective Tissue, with CC Score 5-7",.,233,.,138,.,.,.,.,.,.,.,.,.,.,.,.,.,.,186
HD40F,800,"Malignancy of Bone or Connective Tissue, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,636,.,636
HD40G,370,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",.,233,.,136,.,.,.,.,.,.,.,.,.,.,.,.,.,.,168
HD40G,800,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",335,.,.,.,.,"2,350",.,.,.,.,.,.,.,.,.,.,636,.,701
HD40H,150,"Malignancy of Bone or Connective Tissue, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,520,.,.,.,.,.,520
HD40H,370,"Malignancy of Bone or Connective Tissue, with CC Score 0-1",.,233,.,141,.,.,.,.,.,.,.,.,.,.,.,.,.,.,154
HD40H,800,"Malignancy of Bone or Connective Tissue, with CC Score 0-1",335,.,.,.,.,"2,350",.,.,.,.,.,.,.,.,.,.,636,.,473
HR07A,110,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 22 or less",.,.,.,.,.,.,.,.,"2,286",.,.,.,.,.,.,.,.,.,"2,286"
HR07A,160,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 22 or less",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,147",.,"1,147"
HR08A,110,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 22 or less",.,.,.,.,.,"2,430",.,.,"2,263",.,.,.,"3,636",.,.,.,.,.,"2,879"
HR08A,160,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 22 or less",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,147",.,"1,147"
HR08B,110,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 23-60",.,.,.,.,.,.,.,.,"2,938",.,.,.,.,.,.,.,.,.,"2,938"
HR09A,110,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 22 or less","1,257",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,257"
JA12E,370,"Malignant Breast Disorders with Interventions, with CC Score 3-6",.,.,.,143,.,.,.,.,.,.,.,.,.,.,.,.,.,.,143
JA12F,800,"Malignant Breast Disorders with Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,636,.,636
JA12G,370,"Malignant Breast Disorders without Interventions, with CC Score 9+",.,233,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,233
JA12H,370,"Malignant Breast Disorders without Interventions, with CC Score 6-8",.,233,.,133,.,.,.,.,.,.,.,.,.,.,.,.,.,.,193
JA12H,800,"Malignant Breast Disorders without Interventions, with CC Score 6-8",.,.,.,.,.,"2,350",.,.,.,.,.,.,.,.,.,.,636,.,"2,219"
JA12J,370,"Malignant Breast Disorders without Interventions, with CC Score 4-5",.,233,.,132,.,.,.,.,.,.,.,.,.,.,.,.,.,.,142
JA12J,800,"Malignant Breast Disorders without Interventions, with CC Score 4-5",.,.,.,.,.,"2,350",.,.,.,.,.,.,.,.,.,.,636,.,"1,628"
JA12K,370,"Malignant Breast Disorders without Interventions, with CC Score 2-3",.,233,.,137,.,.,.,.,.,.,.,.,.,.,.,.,.,.,145
JA12K,800,"Malignant Breast Disorders without Interventions, with CC Score 2-3",335,.,.,.,.,"2,350",.,.,.,.,.,.,.,.,.,.,636,.,"1,574"
JA12L,303,"Malignant Breast Disorders without Interventions, with CC Score 0-1",.,.,.,246,.,.,.,.,.,.,.,.,.,.,.,.,.,.,246
JA12L,370,"Malignant Breast Disorders without Interventions, with CC Score 0-1",.,233,.,131,.,.,.,.,.,.,.,.,.,.,.,.,.,.,159
JA12L,800,"Malignant Breast Disorders without Interventions, with CC Score 0-1",335,.,.,.,.,"2,350",.,.,.,.,.,.,.,.,.,.,636,.,"1,034"
JA13C,100,"Non-Malignant Breast Disorders without Interventions, with CC Score 0-3",.,.,.,.,.,.,226,.,.,.,.,.,.,.,.,.,933,.,580
JA18Z,100,Unilateral Minor Breast Procedures,459,966,.,"1,313","1,141","1,287",.,.,.,913,.,"1,072",.,377,"1,448",.,"1,390",.,997
JA18Z,160,Unilateral Minor Breast Procedures,.,.,.,.,.,.,.,.,.,.,.,.,873,.,.,.,995,.,897
JA18Z,330,Unilateral Minor Breast Procedures,.,.,.,.,.,589,.,.,.,.,.,.,.,.,.,.,.,159,374
JA19Z,100,Bilateral Minor Breast Procedures,459,.,.,.,766,"1,560",.,.,.,.,.,.,.,.,.,.,.,.,928
JA20E,100,Unilateral Major Breast Procedures with CC Score 3-5,.,952,.,"1,869",.,"1,718",.,.,.,.,.,.,.,.,.,.,.,.,"1,655"
