HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,RoyalVictoria,South Tyrone,SouthWestAcute,Tyrone County,Ulster,N. Ireland Total Cost
HB99Z,303,Other Procedures for Non-Trauma,"12,210",714,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"12,924"
HB99Z,320,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,"18,376",.,.,.,.,"18,376"
HB99Z,400,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,"10,503",.,.,.,.,"10,503"
HB99Z,410,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,"14,343",.,.,.,.,.,.,.,.,"14,343"
HB99Z,823,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,"14,912",.,.,.,.,"14,912"
HC01A,110,Extradural Spine Major 2 with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,"21,682",.,.,.,.,"21,682"
HC01A,150,Extradural Spine Major 2 with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,"33,515",.,.,.,.,"33,515"
HC01B,110,Extradural Spine Major 2 with CC Score 2-4,.,.,.,.,.,.,.,"14,943",.,.,.,"5,285",.,.,.,.,"20,228"
HC01B,120,Extradural Spine Major 2 with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"38,473",.,.,.,.,"38,473"
HC01B,150,Extradural Spine Major 2 with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"9,259",.,.,.,.,"9,259"
HC01C,110,Extradural Spine Major 2 with CC Score 0-1,.,.,.,.,.,.,.,"130,021",.,.,.,"70,129",.,.,.,.,"200,150"
HC01C,150,Extradural Spine Major 2 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"6,720",.,.,.,.,"6,720"
HC02D,110,Extradural Spine Major 1 with CC Score 5+,.,.,.,.,.,.,.,"12,936",.,.,.,"5,553",.,.,.,.,"18,489"
HC02E,110,Extradural Spine Major 1 with CC Score 2-4,.,.,.,.,.,.,.,"46,906",.,.,.,"35,177",.,.,.,.,"82,083"
HC02E,150,Extradural Spine Major 1 with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"36,014",.,.,.,.,"36,014"
HC02F,110,Extradural Spine Major 1 with CC Score 0-1,.,.,.,.,.,.,.,"103,519",.,.,.,"132,209",.,.,.,.,"235,728"
HC02F,150,Extradural Spine Major 1 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"122,862",.,.,.,.,"122,862"
HC02F,172,Extradural Spine Major 1 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"10,237",.,.,.,.,"10,237"
HC03D,110,Extradural Spine Intermediate 2 with CC Score 6+,.,.,.,.,.,.,.,"11,416",.,.,.,.,.,.,.,.,"11,416"
HC03E,110,Extradural Spine Intermediate 2 with CC Score 3-5,.,.,.,.,.,.,.,"23,971",.,.,.,"22,861",.,.,.,.,"46,832"
HC03E,150,Extradural Spine Intermediate 2 with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,"77,431",.,.,.,.,"77,431"
HC03F,110,Extradural Spine Intermediate 2 with CC Score 0-2,.,.,.,.,.,.,.,"185,329",.,.,.,"205,605",.,.,.,.,"390,934"
HC03F,150,Extradural Spine Intermediate 2 with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"355,057",.,.,.,.,"355,057"
HC03F,160,Extradural Spine Intermediate 2 with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,823","3,823"
HC04D,110,Extradural Spine Intermediate 1 with CC Score 5+,.,.,.,.,.,.,.,"14,639",.,.,.,.,.,.,.,.,"14,639"
HC04D,150,Extradural Spine Intermediate 1 with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,"14,128",.,.,.,.,"14,128"
HC04E,110,Extradural Spine Intermediate 1 with CC Score 2-4,.,.,.,.,.,.,.,"55,457",.,.,.,"29,308",.,.,.,.,"84,765"
HC04E,150,Extradural Spine Intermediate 1 with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"41,381",.,.,.,.,"41,381"
HC04F,110,Extradural Spine Intermediate 1 with CC Score 0-1,.,.,.,.,.,.,.,"776,300",.,.,.,"48,931",.,.,.,.,"825,232"
HC04F,150,Extradural Spine Intermediate 1 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"156,366",.,.,.,.,"156,366"
HC04F,400,Extradural Spine Intermediate 1 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"4,025",.,.,.,.,"4,025"
HC04F,410,Extradural Spine Intermediate 1 with CC Score 0-1,.,.,.,.,.,.,.,"3,596",.,.,.,.,.,.,.,.,"3,596"
HC05D,110,Extradural Spine Minor 2 with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"4,828",.,.,.,.,"4,828"
HC05F,110,Extradural Spine Minor 2 with CC Score 0-1,.,.,.,.,.,.,.,"12,583",.,.,.,"6,478",.,.,.,.,"19,061"
HC05F,320,Extradural Spine Minor 2 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,799,.,.,799
HC05F,410,Extradural Spine Minor 2 with CC Score 0-1,.,.,.,.,.,.,.,714,.,.,.,.,.,.,.,.,714
HC07A,150,Intradural Spine Major with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"7,828",.,.,.,.,"7,828"
HC07B,110,Intradural Spine Major with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"19,042",.,.,.,.,"19,042"
HC07B,150,Intradural Spine Major with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"308,258",.,.,.,.,"308,258"
HC07B,400,Intradural Spine Major with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"6,982",.,.,.,.,"6,982"
HC12Z,100,Intradural Spine Minor 1,.,.,.,.,.,876,.,.,.,.,.,.,.,.,.,.,876
HC12Z,110,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,891,.,.,.,.,891
HC12Z,150,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,"3,428",.,.,.,.,"3,428"
HC12Z,300,Intradural Spine Minor 1,.,.,.,.,.,301,"1,134",.,843,.,.,.,.,"1,004",.,"1,048","4,330"
HC12Z,350,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,"4,122",.,.,.,.,"4,122"
HC12Z,370,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,"1,169",.,.,.,.,"1,169"
HC12Z,400,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,"15,601",.,.,.,.,"15,601"
HC12Z,420,Intradural Spine Minor 1,762,609,.,.,867,.,.,.,.,.,.,"1,640",.,"1,000",.,.,"4,879"
HC12Z,421,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,"16,140",.,.,.,.,"16,140"
HC12Z,823,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,"2,096",.,.,.,.,"2,096"
HC20E,110,"Vertebral Column Injury without Procedure, with CC Score 3-5",.,.,.,.,.,.,.,"11,172",.,.,.,.,.,.,.,.,"11,172"
HC20G,110,"Vertebral Column Injury without Procedure, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"4,056",.,.,.,.,"4,056"
HC26D,430,"Scoliosis or Other Spinal Deformity, with CC Score 3+",.,.,.,.,.,.,.,.,"3,658",.,.,.,.,.,.,.,"3,658"
HC26E,110,"Scoliosis or Other Spinal Deformity, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,"1,495",.,.,.,.,"1,495"
HC26F,160,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,352","2,352"
HC27F,110,Degenerative Spinal Conditions with CC Score 3-5,.,.,.,.,.,.,.,588,.,.,.,"5,124",.,.,.,.,"5,713"
HC27F,300,Degenerative Spinal Conditions with CC Score 3-5,.,.,.,.,.,.,"4,748",.,.,.,.,.,.,.,.,.,"4,748"
HC27F,400,Degenerative Spinal Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,"13,310",.,.,.,.,"13,310"
HC27G,110,Degenerative Spinal Conditions with CC Score 0-2,"1,039",.,.,.,.,.,.,"7,245",.,.,.,"2,778",.,.,.,.,"11,062"
HC27G,150,Degenerative Spinal Conditions with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"7,067",.,.,.,.,"7,067"
HC27G,300,Degenerative Spinal Conditions with CC Score 0-2,438,.,.,454,.,.,.,.,.,.,.,.,.,502,.,.,"1,394"
HC27G,301,Degenerative Spinal Conditions with CC Score 0-2,.,374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,374
HC27G,400,Degenerative Spinal Conditions with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"3,917",.,.,.,.,"3,917"
HC27G,410,Degenerative Spinal Conditions with CC Score 0-2,.,.,.,.,.,.,.,"8,795",.,.,.,.,.,.,.,.,"8,795"
HC27G,430,Degenerative Spinal Conditions with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,.,644,.,.,644
HC27G,823,Degenerative Spinal Conditions with CC Score 0-2,.,.,.,.,"1,318",.,.,.,.,.,.,.,.,.,.,.,"1,318"
HC28F,101,Spinal Cord Conditions with CC Score 3-4,.,.,"2,235",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,235"
HC28F,400,Spinal Cord Conditions with CC Score 3-4,.,.,.,.,.,.,.,.,.,.,.,"15,503",.,.,.,.,"15,503"
HC28G,150,Spinal Cord Conditions with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"19,547",.,.,.,.,"19,547"
HC28G,400,Spinal Cord Conditions with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"19,609",.,.,.,.,"19,609"
HC29A,410,Inflammatory Spinal Conditions with CC Score 2+,.,.,.,.,.,.,.,"29,977",.,.,.,.,.,.,.,.,"29,977"
HC29B,410,Inflammatory Spinal Conditions with CC Score 0-1,.,.,.,.,.,.,.,"20,844",.,.,.,.,.,.,.,.,"20,844"
HC29B,823,Inflammatory Spinal Conditions with CC Score 0-1,.,.,.,.,"1,318",.,.,.,.,.,.,.,.,.,.,.,"1,318"
HC30D,150,Spinal Tumours with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"9,903",.,.,.,.,"9,903"
HC30E,370,Spinal Tumours with CC Score 0-1,.,.,707,.,.,.,.,.,.,.,.,.,.,.,.,.,707
HC31F,430,Spinal Infection with CC Score 1-3,737,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,737
HC32E,100,Low Back Pain with CC Score 3-5,457,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,457
HC32E,110,Low Back Pain with CC Score 3-5,.,.,.,.,.,.,.,"1,118",.,.,.,.,.,.,.,.,"1,118"
HC32F,100,Low Back Pain with CC Score 0-2,457,.,525,.,.,.,.,.,.,.,.,.,.,.,.,455,"1,437"
HC32F,400,Low Back Pain with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"3,547",.,.,.,.,"3,547"
HC32F,430,Low Back Pain with CC Score 0-2,.,.,.,.,.,.,.,.,"2,195",.,.,.,.,.,.,.,"2,195"
HC40A,110,Complex Spinal Reconstructive Surgery with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"38,884",.,.,.,.,"38,884"
HC40B,110,Complex Spinal Reconstructive Surgery with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"493,037",.,.,.,.,"493,037"
HC40B,350,Complex Spinal Reconstructive Surgery with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"16,553",.,.,.,.,"16,553"
HC41A,110,Major Spinal Reconstructive Surgery with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"13,598",.,.,.,.,"13,598"
HC41B,110,Major Spinal Reconstructive Surgery with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"485,425",.,.,.,.,"485,425"
HC41B,171,Major Spinal Reconstructive Surgery with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"14,770",.,.,.,.,"14,770"
HC42Z,110,Intermediate Spinal Reconstructive Surgery,.,.,.,.,.,.,.,.,.,.,.,"30,833",.,.,.,.,"30,833"
HC42Z,150,Intermediate Spinal Reconstructive Surgery,.,.,.,.,.,.,.,.,.,.,.,"16,758",.,.,.,.,"16,758"
HC43Z,110,Minor Spinal Reconstructive Surgery,.,.,.,.,.,.,.,"26,153",.,.,.,.,.,.,.,.,"26,153"
HD21F,400,Soft Tissue Disorders with CC Score 6-8,.,.,.,.,.,.,.,.,.,.,.,"5,413",.,.,.,.,"5,413"
HD21F,410,Soft Tissue Disorders with CC Score 6-8,.,.,.,.,"15,768",.,.,"15,735",.,.,.,.,.,.,.,.,"31,503"
HD21G,110,Soft Tissue Disorders with CC Score 3-5,.,.,.,.,.,.,.,"6,468",.,.,.,.,.,.,.,"1,634","8,102"
HD21G,300,Soft Tissue Disorders with CC Score 3-5,.,.,.,.,.,.,"3,165",.,.,.,.,.,.,.,.,.,"3,165"
HD21G,370,Soft Tissue Disorders with CC Score 3-5,.,.,707,.,.,.,.,.,.,.,.,.,.,.,.,.,707
HD21H,100,Soft Tissue Disorders with CC Score 0-2,457,.,.,.,.,.,.,.,.,.,.,"2,310",.,647,.,"1,332","4,746"
HD21H,110,Soft Tissue Disorders with CC Score 0-2,"1,938",.,.,.,"2,619",.,.,.,.,.,.,.,.,.,.,.,"4,556"
HD21H,160,Soft Tissue Disorders with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,426","4,426"
HD21H,172,Soft Tissue Disorders with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"2,495",.,.,.,.,"2,495"
HD21H,410,Soft Tissue Disorders with CC Score 0-2,.,.,.,.,.,.,.,"1,341",.,.,.,.,.,.,.,.,"1,341"
HD21H,502,Soft Tissue Disorders with CC Score 0-2,.,.,.,.,"2,378",.,.,.,.,.,.,.,.,.,.,.,"2,378"
HD23D,361,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 12+",.,884,.,.,.,.,.,.,.,.,.,.,.,.,.,.,884
HD23D,410,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 12+",.,.,.,.,.,.,.,"13,838",.,.,.,.,.,.,.,.,"13,838"
HD23E,110,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 9-11",.,.,.,.,.,.,.,"15,231",.,.,.,.,.,.,.,.,"15,231"
HD23E,410,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 9-11",.,"3,163",.,.,.,.,.,"53,068",.,.,.,.,.,.,.,.,"56,231"
HD23F,410,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 7-8",.,.,.,.,.,.,.,"63,025",.,.,.,.,.,.,.,.,"63,025"
HD23G,110,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 5-6",.,.,.,.,.,.,.,"5,880",.,.,.,.,.,.,.,.,"5,880"
HD23G,361,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 5-6",.,.,"16,619",.,.,.,.,.,.,.,.,.,.,.,.,.,"16,619"
HD23G,410,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 5-6",.,"3,558",.,.,.,.,.,"120,191",.,.,.,.,.,.,.,.,"123,749"
HD23H,110,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",.,.,.,.,.,.,.,"5,880",.,.,.,.,.,.,.,.,"5,880"
HD23H,300,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,668","3,668"
HD23H,303,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",.,.,728,.,.,.,.,.,.,.,.,.,.,.,.,.,728
HD23H,330,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",.,.,.,.,"3,759",.,.,.,.,.,.,.,.,.,.,.,"3,759"
HD23H,361,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",.,"2,210",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,210"
HD23H,410,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",.,"4,744",.,.,.,.,.,"137,748",.,.,.,.,.,.,.,.,"142,493"
HD23H,430,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",.,.,.,.,.,.,.,.,"1,928",.,.,.,.,.,.,.,"1,928"
HD23J,110,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2","3,116",.,.,.,.,.,.,"2,000",.,.,.,.,.,.,.,.,"5,116"
HD23J,130,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"2,940",.,.,.,.,"2,940"
HD23J,300,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2","3,506",407,.,"1,361",327,.,.,.,.,.,.,.,.,.,.,"2,201","7,801"
HD23J,320,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,.,.,.,.,"3,213",.,.,.,.,.,.,.,.,.,.,"3,213"
HD23J,330,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2","1,311",.,"3,496",.,"6,493",.,.,.,.,.,.,.,.,.,.,.,"11,300"
HD23J,410,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,"10,279",.,.,"1,213",.,.,"148,755",.,.,.,.,.,.,.,.,"160,248"
HD23J,430,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,"1,798",.,.,.,.,"1,798"
HD24D,110,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 12+",.,.,.,.,.,.,.,"3,294",.,.,.,.,.,.,.,.,"3,294"
HD24D,361,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 12+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,048","8,048"
HD24E,300,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 8-11",.,.,577,.,.,.,.,.,.,.,.,.,.,.,.,367,943
HD24E,410,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 8-11",.,.,.,.,.,.,.,"5,215",.,.,.,.,.,.,.,.,"5,215"
HD24E,430,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 8-11",.,.,.,.,.,.,.,.,"9,455",.,.,.,.,.,.,.,"9,455"
HD24F,100,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,"1,432",.,.,.,.,"1,432"
HD24F,110,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7","4,155",.,.,.,"17,563",.,.,"7,467",.,.,.,"5,337",.,.,.,"13,612","48,134"
HD24F,140,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,790","4,790"
HD24F,361,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",.,.,"3,712",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,712"
HD24F,410,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",.,.,.,.,.,.,.,"10,598",.,.,.,.,.,.,.,.,"10,598"
HD24G,110,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4","6,163",.,.,.,"7,100",.,.,"1,118",.,.,.,.,.,.,.,"2,002","16,382"
HD24G,150,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,957,.,.,.,.,957
HD24G,160,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,"5,714",.,.,.,"3,393","9,107"
HD24G,370,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",.,.,"2,573",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,573"
HD24G,410,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",.,395,.,.,.,.,.,"4,263",.,.,.,.,.,.,.,.,"4,658"
HD24H,110,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1","5,194",.,.,.,"2,538",.,.,.,.,.,.,.,.,.,.,801,"8,533"
HD24H,140,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,935","9,935"
HD24H,150,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"11,941",.,.,.,.,"11,941"
HD24H,160,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"3,982",.,.,.,"2,715","6,697"
HD24H,361,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",.,442,.,.,.,.,.,.,.,.,.,.,.,.,.,.,442
HD24H,410,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",.,395,.,.,.,.,.,"1,835",.,.,.,.,.,.,.,.,"2,230"
HD25D,300,"Infections of Bones or Joints, with CC Score 13+",.,"10,572",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,572"
HD25D,410,"Infections of Bones or Joints, with CC Score 13+",.,.,.,.,.,.,.,"29,269",.,.,.,.,.,.,.,.,"29,269"
HD25E,100,"Infections of Bones or Joints, with CC Score 9-12",.,.,.,.,.,.,.,.,.,.,.,"4,865",.,.,.,.,"4,865"
HD25E,110,"Infections of Bones or Joints, with CC Score 9-12",.,.,.,.,.,.,.,"6,018",.,.,.,.,.,.,.,.,"6,018"
HD25E,300,"Infections of Bones or Joints, with CC Score 9-12",.,"4,066",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,706","5,772"
HD25E,361,"Infections of Bones or Joints, with CC Score 9-12",.,884,.,.,.,.,.,.,.,.,.,.,.,.,.,383,"1,267"
HD25F,100,"Infections of Bones or Joints, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,.,"4,461",.,.,.,.,"4,461"
HD25F,110,"Infections of Bones or Joints, with CC Score 5-8",.,.,.,.,.,.,.,"17,943",.,.,.,.,.,.,.,.,"17,943"
HD25F,302,"Infections of Bones or Joints, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,.,"4,733",.,.,.,.,"4,733"
HD25F,410,"Infections of Bones or Joints, with CC Score 5-8",.,"3,163",.,.,.,.,.,"8,130",.,.,.,.,.,.,.,.,"11,293"
HD25G,101,"Infections of Bones or Joints, with CC Score 2-4",.,.,668,.,.,.,.,.,.,.,.,.,.,.,.,.,668
HD25G,110,"Infections of Bones or Joints, with CC Score 2-4","4,155",.,.,.,"7,847",.,.,.,.,.,.,.,.,.,.,400,"12,403"
HD25G,410,"Infections of Bones or Joints, with CC Score 2-4",.,.,.,.,.,.,.,648,.,.,.,.,.,.,.,.,648
HD25H,100,"Infections of Bones or Joints, with CC Score 0-1",.,.,"2,100",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,100"
HD25H,110,"Infections of Bones or Joints, with CC Score 0-1",.,.,.,.,.,.,.,"3,154",.,.,.,.,.,.,.,.,"3,154"
HD26E,361,"Musculoskeletal Signs or Symptoms, with CC Score 8-11",.,"3,977",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,977"
HD26E,410,"Musculoskeletal Signs or Symptoms, with CC Score 8-11",.,.,.,.,.,.,.,"11,572",.,.,.,.,.,.,.,.,"11,572"
HD26F,110,"Musculoskeletal Signs or Symptoms, with CC Score 4-7","9,868",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,868"
HD26F,320,"Musculoskeletal Signs or Symptoms, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,"2,488",.,.,.,.,"2,488"
HD26G,100,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,786",.,.,"1,786"
HD26G,110,"Musculoskeletal Signs or Symptoms, with CC Score 0-3","2,078",.,.,.,.,.,.,588,.,.,.,.,.,.,.,.,"2,666"
HD26G,140,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,561","2,561"
HD26G,410,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",.,395,.,.,.,.,.,.,.,.,.,.,.,.,.,.,395
HD39G,110,Pathological Fractures with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,"7,898",.,.,.,.,"7,898"
HD39G,160,Pathological Fractures with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,961","1,961"
HD39G,410,Pathological Fractures with CC Score 3-5,.,.,.,.,.,.,.,"9,211",.,.,.,.,.,.,.,.,"9,211"
HD39H,110,Pathological Fractures with CC Score 0-2,"1,039",.,.,.,.,.,.,.,.,.,.,.,.,.,.,400,"1,439"
HD40E,110,"Malignancy of Bone or Connective Tissue, with CC Score 8-11",.,.,.,.,.,.,.,"12,230",.,.,.,.,.,.,.,.,"12,230"
HD40E,160,"Malignancy of Bone or Connective Tissue, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,352","2,352"
HD40E,370,"Malignancy of Bone or Connective Tissue, with CC Score 8-11",.,.,"11,903",.,.,.,.,.,.,.,.,.,.,.,.,.,"11,903"
HD40F,100,"Malignancy of Bone or Connective Tissue, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,272","7,272"
HD40F,160,"Malignancy of Bone or Connective Tissue, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,370","8,370"
HD40F,370,"Malignancy of Bone or Connective Tissue, with CC Score 5-7",.,.,"8,892",.,.,.,.,.,.,.,.,.,.,.,.,.,"8,892"
HD40G,101,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,385,385
HD40G,110,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",.,.,.,.,.,.,.,"11,172",.,.,.,.,.,.,.,.,"11,172"
HD40G,160,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,"9,085",.,.,.,"20,993","30,077"
HD40G,172,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,"2,395",.,.,.,.,"2,395"
HD40G,300,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",877,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,877
HD40G,340,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",.,.,.,.,"3,381",.,.,.,.,.,.,.,.,.,.,.,"3,381"
HD40G,370,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",.,.,"42,991",.,.,.,.,.,.,.,.,.,.,.,.,.,"42,991"
HD40G,502,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",.,.,"2,149",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,149"
HD40H,100,"Malignancy of Bone or Connective Tissue, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,241","2,241"
HD40H,110,"Malignancy of Bone or Connective Tissue, with CC Score 0-1",.,.,.,.,.,.,.,"1,255",.,.,.,.,.,.,.,.,"1,255"
HD40H,160,"Malignancy of Bone or Connective Tissue, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,632","5,632"
HD40H,370,"Malignancy of Bone or Connective Tissue, with CC Score 0-1",.,.,"21,076",.,.,.,.,.,.,.,.,.,.,.,.,.,"21,076"
