HRG Code,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Average
HE51H,"Arm Fracture without Interventions, with CC Score 0-1","1,649","1,487","2,207","1,566","1,675","1,675","3,090","2,645","1,539","2,266","1,171","1,394",.,"2,624",.,"1,557","1,627"
HE52A,"Other Injury of Arm with Interventions, with CC Score 2+",.,"8,822",.,.,.,.,.,.,"5,923",.,.,.,.,.,.,"19,845","13,609"
HE52B,"Other Injury of Arm with Interventions, with CC Score 0-1",.,"2,226","3,699",.,"2,585",.,.,"3,703",.,.,.,.,.,.,.,"2,504","2,590"
HE52C,"Other Injury of Arm without Interventions, with CC Score 7+",.,"1,330",.,.,"1,128",.,.,.,"4,438",.,.,.,.,"6,168",.,"1,787","1,963"
HE52D,"Other Injury of Arm without Interventions, with CC Score 4-6","3,571","2,205",.,.,"1,598","1,453",.,"3,591",.,"3,777",.,"1,456",.,"5,195",.,"2,127","2,036"
HE52E,"Other Injury of Arm without Interventions, with CC Score 2-3","1,443","1,488","1,637","4,212","2,444","2,366",.,.,"2,034",.,807,"1,149","3,961","3,341",.,"2,041","1,943"
HE52F,"Other Injury of Arm without Interventions, with CC Score 0-1",466,385,518,.,662,291,.,.,370,.,.,464,.,656,.,349,474
HE71A,"Rib or Chest Fracture, with Interventions","4,999","5,376",.,.,"2,128","6,862",.,.,.,.,.,"3,047",.,.,.,"3,116","3,891"
HE71B,"Rib or Chest Fracture, without Interventions, with CC Score 6+","5,830","1,590",.,"3,276","2,195","1,359",.,.,.,"6,043",.,"3,529","7,041",.,.,"3,110","2,989"
HE71C,"Rib or Chest Fracture, without Interventions, with CC Score 3-5","1,338","2,447","3,923","2,196","2,527","2,618",.,.,"2,059","6,043","2,034","2,256",.,"5,639",.,"2,694","2,756"
HE71D,"Rib or Chest Fracture, without Interventions, with CC Score 0-2","1,844","1,731",.,"2,521","1,580","1,379",.,.,.,"2,266",681,"2,025","2,640","2,343",.,"1,573","1,752"
HE72A,"Other Injury, of Rib or Chest, with Interventions",.,.,.,.,"5,015",.,.,.,.,.,.,"2,974",.,"4,063",.,"2,233","3,088"
HE72B,"Other Injury, of Rib or Chest, without Interventions, with CC Score 7+","5,220",.,.,.,"1,583",.,"1,545",.,.,"6,043",.,875,.,.,.,"2,809","2,607"
HE72C,"Other Injury, of Rib or Chest, without Interventions, with CC Score 4-6","4,997","2,048",.,"5,827",877,778,"3,605",.,"3,351","3,966",662,"1,178",.,"2,624",.,"2,033","2,253"
HE72D,"Other Injury, of Rib or Chest, without Interventions, with CC Score 2-3","2,788","1,438",.,"1,251","2,131","1,743","2,918",.,"1,738",.,.,"1,086",.,.,.,"1,576","1,594"
HE72E,"Other Injury, of Rib or Chest, without Interventions, with CC Score 0-1",446,439,544,535,607,462,.,.,.,378,353,510,.,656,.,378,509
HE81A,"Infection or Inflammatory Reaction, due to, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 6+",.,.,.,.,.,.,.,"9,576",.,.,.,"1,359",.,.,.,"13,094","7,619"
HE81B,"Infection or Inflammatory Reaction, due to, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 3-5","6,367",.,.,"3,042","3,922","22,905",.,"16,869",.,.,.,"8,500",.,.,.,"4,300","8,916"
HE81C,"Infection or Inflammatory Reaction, due to, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 0-2","5,262",.,.,.,"3,971",.,.,"9,300",.,.,.,"5,561",.,"15,096",.,"3,124","6,400"
HE82A,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 7+","3,571",.,.,.,"15,001","2,863",.,.,.,.,.,"2,998",.,.,.,.,"5,459"
HE82B,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 4-6","3,939","2,606",.,.,"2,621",.,.,"11,921",.,"2,266",.,"10,351",.,.,.,"2,025","5,225"
HE82C,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 2-3","1,864","1,102",.,.,"5,825","2,996",.,"2,513",.,"7,679",.,"4,434",.,.,.,"4,321","4,135"
HE82D,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts with CC Score 0-1","2,040",.,.,.,"2,515",.,.,"2,458",.,.,.,"2,806",.,.,.,"2,035","2,343"
HE83A,"Early Complications of Trauma or Injury of Non-Specific Joint Site, with CC Score 5+",.,"1,090","1,091",.,"12,032",.,"6,695",.,"3,689",.,"4,766","2,187",.,"2,570",.,.,"3,558"
HE83B,"Early Complications of Trauma or Injury of Non-Specific Joint Site, with CC Score 2-4",892,"5,708",.,.,"1,504",.,"3,605",.,.,.,.,863,.,"2,727",.,.,"2,198"
HE83C,"Early Complications of Trauma or Injury of Non-Specific Joint Site, with CC Score 0-1","1,784",845,.,"2,196","1,302","1,412","2,060",.,.,.,647,"1,194",.,"2,056",.,"1,731","1,426"
HN12A,Very Major Hip Procedures for Non-Trauma with CC Score 10+,.,.,.,.,.,.,.,.,.,.,.,"4,169",.,.,.,.,"4,169"
HN12B,Very Major Hip Procedures for Non-Trauma with CC Score 8-9,.,.,.,.,.,.,.,.,.,.,.,"22,771",.,.,.,.,"22,771"
HN12C,Very Major Hip Procedures for Non-Trauma with CC Score 6-7,"9,026",.,.,.,"13,041",.,.,"16,763",.,.,.,"6,863",.,.,.,"9,087","10,274"
HN12D,Very Major Hip Procedures for Non-Trauma with CC Score 4-5,"10,939",.,.,.,.,.,.,.,.,.,.,"7,210",.,.,.,"5,975","7,834"
HN12E,Very Major Hip Procedures for Non-Trauma with CC Score 2-3,"8,979",.,.,.,.,.,.,"3,197",.,.,.,"8,428",.,.,.,.,"8,110"
HN12F,Very Major Hip Procedures for Non-Trauma with CC Score 0-1,"6,044",.,.,.,"7,574",.,.,.,.,.,.,"7,140",.,.,.,"3,840","6,755"
HN13B,"Major Hip Procedures for Non-Trauma, 19 years and over, with CC Score 6-9",.,.,.,.,"8,335",.,.,"15,071",.,.,.,"14,530",.,.,.,.,"13,399"
HN13C,"Major Hip Procedures for Non-Trauma, 19 years and over, with CC Score 4-5","12,850",.,.,.,"5,809",.,.,"4,875",.,.,.,"7,362",.,.,.,"5,117","7,229"
HN13D,"Major Hip Procedures for Non-Trauma, 19 years and over, with CC Score 2-3","5,929",.,.,.,.,.,.,"6,501",.,.,.,"6,250",.,.,.,"9,191","6,511"
HN13E,"Major Hip Procedures for Non-Trauma, 19 years and over, with CC Score 1",.,.,.,.,"3,950",.,.,.,.,.,.,"2,453",.,.,.,.,"2,952"
HN13F,"Major Hip Procedures for Non-Trauma, 19 years and over, with CC Score 0",.,.,.,.,"4,749",.,.,.,.,.,.,.,.,.,.,"3,994","4,182"
HN13H,"Major Hip Procedures for Non-Trauma, 18 years and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"6,624",.,.,.,.,"6,624"
HN14A,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 6+","7,837",.,.,.,.,.,.,.,.,.,.,"5,949",.,.,.,"14,157","7,525"
HN14B,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 4-5","8,077",.,.,.,.,.,.,"9,166",.,.,.,"1,607",.,.,.,"13,358","8,057"
HN14C,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 2-3","4,972",.,.,.,.,.,.,"18,555",.,.,.,"8,221",.,.,.,"3,053","8,395"
HN14D,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 1","2,346",.,.,.,.,.,.,"4,269",.,.,.,"3,516",.,.,.,"3,346","3,550"
HN14E,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 0","2,871",.,.,.,"4,609",.,.,.,.,.,.,"5,681",.,.,.,"2,127","3,946"
HN14F,"Intermediate Hip Procedures for Non-Trauma, between 6 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,"8,418",.,.,.,.,"8,418"
HN14G,"Intermediate Hip Procedures for Non-Trauma, between 6 and 18 years, with CC Score 0","3,735",.,.,.,.,.,.,"5,110",.,.,.,"5,587",.,.,.,.,"5,236"
HN14H,"Intermediate Hip Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,"3,839",.,.,.,.,"3,839"
HN22B,Very Major Knee Procedures for Non-Trauma with CC Score 6-7,.,.,.,.,.,.,.,"5,601",.,.,.,.,.,.,.,.,"5,601"
HN22C,Very Major Knee Procedures for Non-Trauma with CC Score 4-5,.,.,.,.,.,.,.,.,.,.,.,"6,845",.,.,.,.,"6,845"
HN22D,Very Major Knee Procedures for Non-Trauma with CC Score 2-3,"6,454",.,.,.,.,.,.,.,.,.,.,"9,797",.,.,.,.,"8,683"
HN22E,Very Major Knee Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,"4,751",.,.,"6,005",.,.,.,"8,571",.,.,.,"4,417","5,950"
HN23A,"Major Knee Procedures for Non-Trauma, 19 years and over, with CC Score 4+","23,880",.,.,.,"5,991",.,.,"26,160",.,.,.,.,.,.,.,"6,929","19,214"
HN23B,"Major Knee Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,"19,390",.,.,.,"8,484",.,.,.,"3,176","9,417"
HN23C,"Major Knee Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","1,821",.,.,.,"1,496",.,.,"2,421",.,.,.,.,.,.,.,"1,780","1,796"
HN23D,"Major Knee Procedures for Non-Trauma, 18 years and under, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,"11,330",.,.,.,"2,983","7,157"
HN24A,"Intermediate Knee Procedures for Non-Trauma, 19 years and over, with CC Score 4+","7,505",.,.,.,.,.,.,"15,358",.,.,.,"8,490",.,"12,560",.,.,"9,486"
HN24B,"Intermediate Knee Procedures for Non-Trauma, 19 years and over, with CC Score 2-3","3,396",.,.,.,"9,483",.,.,"12,414",.,.,.,"4,345",.,.,.,.,"6,796"
HN24C,"Intermediate Knee Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","1,821",.,.,.,"2,840",.,.,"2,355",.,.,.,"2,834",.,.,.,"1,152","2,428"
HN24E,"Intermediate Knee Procedures for Non-Trauma, between 6 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"7,014",.,.,.,.,"7,014"
HN24F,"Intermediate Knee Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,"2,607",.,.,.,.,"2,607"
HN32A,Very Major Foot Procedures for Non-Trauma with CC Score 4+,.,.,.,.,.,.,.,"22,875",.,.,.,"6,073",.,.,.,.,"14,474"
HN32C,Very Major Foot Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"11,268","11,268"
HN33A,"Major Foot Procedures for Non-Trauma, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,"46,179",.,.,.,"15,749",.,.,.,.,"25,893"
HN33B,"Major Foot Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,"8,105",.,.,.,"5,659","6,882"
HN33C,"Major Foot Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","4,651",.,.,.,"2,999",.,.,.,.,.,.,.,.,.,.,.,"3,825"
HN33D,"Major Foot Procedures for Non-Trauma, 18 years and under",.,.,.,.,.,.,.,"12,445",.,.,.,"8,284",.,.,.,.,"10,364"
HN34A,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 4+","9,926",.,.,.,"4,037",.,.,"30,805",.,.,.,"16,438",.,.,.,"7,265","14,063"
HN34B,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 2-3","3,303",.,.,.,.,.,.,"13,307",.,.,.,"6,358",.,.,.,.,"7,137"
HN34C,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","3,396",.,.,.,"2,796",.,.,.,.,.,.,"5,542",.,.,.,.,"4,015"
HN34D,"Intermediate Foot Procedures for Non-Trauma, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"12,522",.,.,.,.,"12,522"
HN42B,Very Major Hand Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,"5,453",.,.,.,.,.,.,"5,090",.,.,.,"2,541","4,361"
HN43A,"Major Hand Procedures for Non-Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,868","3,868"
HN43B,"Major Hand Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,"4,804",.,.,.,.,.,.,.,.,.,.,"1,846","2,216"
HN44A,"Intermediate Hand Procedures for Non-Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,"3,126",.,.,.,"2,091","2,436"
HN44B,"Intermediate Hand Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","2,871",.,.,.,"2,118",.,.,.,.,.,.,"2,371",.,.,.,"2,778","2,707"
HN44C,"Intermediate Hand Procedures for Non-Trauma, between 6 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,430","1,430"
HN44D,"Intermediate Hand Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,242","2,242"
HN52A,Very Major Shoulder Procedures for Non-Trauma with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"3,964",.,.,.,.,"3,964"
HN52B,Very Major Shoulder Procedures for Non-Trauma with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"7,992",.,.,.,.,"7,992"
HN53B,Major Shoulder Procedures for Non-Trauma with CC Score 2-3,"4,299",.,.,.,.,.,.,.,.,.,.,"6,096",.,.,.,.,"5,497"
HN53C,Major Shoulder Procedures for Non-Trauma with CC Score 0-1,"3,249",.,.,.,"3,227",.,.,"2,818",.,.,.,.,.,.,.,.,"3,098"
HN54A,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,"3,485",.,.,.,"6,999","4,656"
HN54B,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 2-3","6,285",.,.,.,.,.,.,.,.,.,.,"10,191",.,.,.,.,"8,889"
HN54C,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","1,821",.,.,468,"2,683",.,.,"2,275",.,.,.,"2,688",.,.,.,"1,152","2,233"
HN63A,Major Elbow Procedures for Non-Trauma with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"5,269",.,.,.,"3,344","4,627"
HN63B,Major Elbow Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"3,623",.,.,.,"2,387","3,005"
HN64A,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,"8,403",.,.,.,.,"8,403"
HN64B,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"2,878",.,.,.,.,"2,878"
HN64D,"Intermediate Elbow Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,"3,327",.,.,.,.,"3,327"
HN80A,"Very Complex, Hip or Knee Procedures for Non-Trauma, with CC score 9+",.,.,.,.,.,.,.,.,.,.,.,"16,490",.,.,.,.,"16,490"
HN80B,"Very Complex, Hip or Knee Procedures for Non-Trauma, with CC score 6-8",.,.,.,.,.,.,.,.,.,.,.,"10,060",.,.,.,.,"10,060"
HN80C,"Very Complex, Hip or Knee Procedures for Non-Trauma, with CC score 3-5","15,289",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"15,289"
HN80D,"Very Complex, Hip or Knee Procedures for Non-Trauma, with CC score 0-2","14,043",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"14,043"
HN81A,"Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 9+","23,657",.,.,.,.,.,.,.,.,.,.,"8,635",.,.,.,"26,958","16,971"
HN81B,"Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 6-8",.,"10,587",.,.,.,.,.,"10,650",.,.,.,"14,762",.,.,.,"11,981","13,533"
HN81C,"Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 4-5","13,185",.,.,.,"9,297",.,.,"8,320",.,.,.,"11,201",.,.,.,"7,096","10,647"
HN81D,"Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 2-3","9,066",.,.,.,.,.,.,.,.,.,.,"9,217",.,.,.,"4,776","8,902"
HN81E,"Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 0-1","8,957",.,.,.,"8,682",.,.,"10,918",.,.,.,"8,760",.,.,.,"3,483","8,725"
HN86A,"Complex, Foot, Hand, Shoulder or Elbow Procedures for Non-Trauma, with CC Score 2+","9,944",.,.,.,.,.,.,.,.,.,.,"7,269",.,.,.,.,"9,052"
HN86B,"Complex, Foot, Hand, Shoulder or Elbow Procedures for Non-Trauma, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,"10,803",.,.,.,"2,446","6,625"
HN93Z,"Other Muscle, Tendon, Fascia or Ligament Procedures",.,.,.,.,"2,600",.,.,.,.,.,.,"7,551",.,"7,876",.,.,"5,157"
HT12A,Very Major Hip Procedures for Trauma with CC Score 12+,"6,875",.,.,.,.,.,.,.,.,.,.,"6,982",.,.,.,.,"6,910"
HT12B,Very Major Hip Procedures for Trauma with CC Score 9-11,"11,571",.,.,.,"5,736",.,.,.,.,.,.,"10,088",.,.,.,"9,984","10,230"
HT12C,Very Major Hip Procedures for Trauma with CC Score 6-8,"9,104",.,.,.,"8,443",.,.,.,.,.,.,"7,248",.,.,.,"7,972","7,789"
HT12D,Very Major Hip Procedures for Trauma with CC Score 3-5,"7,921",.,.,.,"6,748",.,.,.,.,.,.,"6,334",.,.,.,"6,776","6,790"
HT12E,Very Major Hip Procedures for Trauma with CC Score 0-2,"7,611",.,.,.,"6,266",.,.,.,.,.,.,"6,193",.,.,.,"5,978","6,467"
HT13A,Major Hip Procedures for Trauma with CC 12+,"16,959",.,.,.,.,.,.,.,.,.,.,"11,193",.,.,.,.,"13,115"
HT13B,Major Hip Procedures for Trauma with CC 9-11,"8,405",.,.,.,"5,692",.,.,.,.,.,.,"11,241",.,.,.,"12,302","9,535"
HT13C,Major Hip Procedures for Trauma with CC 6-8,"7,214",.,.,.,"4,654",.,.,.,.,.,.,"6,869",.,.,.,"6,712","6,899"
HT13D,Major Hip Procedures for Trauma with CC 3-5,"6,844",.,.,.,"5,654",.,.,.,.,.,.,"6,642",.,.,.,"6,074","6,528"
HT13E,Major Hip Procedures for Trauma with CC 0-2,"5,969",.,.,.,"5,125",.,.,.,.,.,.,"5,510",.,.,.,"5,077","5,507"
HT14A,Intermediate Hip Procedures for Trauma with CC Score 4+,.,.,.,.,"7,569",.,.,"26,288",.,.,.,"8,127",.,.,.,"2,955","8,579"
HT14B,Intermediate Hip Procedures for Trauma with CC Score 2-3,"6,454",.,.,.,.,.,.,.,.,.,.,"7,914",.,.,.,"7,250","7,627"
HT14C,Intermediate Hip Procedures for Trauma with CC Score 0-1,"3,096",.,.,.,"4,889",.,.,.,.,.,.,"5,072",.,.,.,"3,668","4,220"
HT22A,Very Major Knee Procedures for Trauma with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"11,371",.,.,.,.,"11,371"
HT22B,Very Major Knee Procedures for Trauma with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"8,258",.,.,.,.,"8,258"
HT22C,Very Major Knee Procedures for Trauma with CC Score 0-1,"5,594",.,.,.,"6,707",.,.,.,.,.,.,"9,603",.,.,.,"4,518","7,848"
HT23A,"Major Knee Procedures for Trauma, 19 years and over, with CC Score 4+","11,041",.,.,.,.,.,.,.,.,.,.,"9,357",.,.,.,"6,292","9,014"
HT23B,"Major Knee Procedures for Trauma, 19 years and over, with CC Score 2-3","5,839",.,.,.,"5,860",.,.,.,.,.,.,"7,898",.,.,.,"4,138","6,880"
HT23C,"Major Knee Procedures for Trauma, 19 years and over, with CC Score 1","5,794",.,.,.,"6,242",.,.,"9,393",.,.,.,"6,876",.,.,.,"4,364","6,411"
HT23D,"Major Knee Procedures for Trauma, 19 years and over, with CC Score 0","5,109",.,.,.,"5,708",.,.,"5,038",.,.,.,"6,209",.,.,.,"4,974","5,692"
HT23E,"Major Knee Procedures for Trauma, 18 years and under","3,924",.,.,.,"4,938",.,.,.,.,.,.,"6,163",.,.,.,"3,974","5,325"
HT24A,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,"8,442",.,.,.,"5,437","7,896"
HT24B,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 1","5,235",.,.,.,"4,536",.,.,.,.,.,.,"7,277",.,.,.,"4,489","5,787"
HT24C,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 0","3,365",.,.,.,"3,884",.,.,"6,576",.,.,.,"5,512",.,.,.,"4,034","4,815"
HT24D,"Intermediate Knee Procedures for Trauma, 18 years and under","3,062",.,.,.,"2,152",.,.,"1,747",.,.,.,"5,306",.,.,.,"2,714","3,498"
HT32A,Very Major Foot Procedures for Trauma with CC Score 4+,"17,955",.,.,.,.,.,.,.,.,.,.,"13,228",.,.,.,.,"13,701"
HT32B,Very Major Foot Procedures for Trauma with CC Score 2-3,"8,065",.,.,.,"13,552",.,.,.,.,.,.,"10,534",.,.,.,"10,033","10,542"
HT32C,Very Major Foot Procedures for Trauma with CC Score 0-1,"5,505",.,.,.,"5,979",.,.,.,.,.,.,"9,093",.,.,.,"4,088","6,948"
HT33A,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 4+","9,135",.,.,.,.,.,.,.,.,.,.,"9,089",.,.,.,"7,792","8,953"
HT33B,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 2-3","5,328",.,.,.,"6,297",.,.,.,.,.,.,"6,248",.,.,.,"5,282","5,834"
HT33C,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 1","4,437",.,.,.,"4,719",.,.,"4,766",.,.,.,"6,557",.,.,.,"4,603","5,448"
HT33D,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 0","4,407",.,.,.,"4,837",.,.,"7,781",.,.,.,"6,073",.,.,.,"3,343","4,935"
HT33E,"Major Foot Procedures for Trauma, 18 years and under","4,383",.,.,.,"4,255",.,.,.,.,.,.,"5,760",.,.,.,"2,809","4,363"
HT34A,"Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,"7,062",.,.,.,"10,875","8,015"
HT34B,"Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 2-3","6,454",.,.,.,"4,337",.,.,.,.,.,.,"7,987",.,.,.,"3,833","6,181"
HT34C,"Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 1","2,719",.,.,.,"5,021",.,.,"9,661",.,.,.,"5,403",.,.,.,"5,211","5,048"
HT34D,"Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 0","3,981",.,.,.,"4,213",.,.,"5,834","4,156",.,.,"4,739",.,.,.,"3,200","4,153"
HT34E,"Intermediate Foot Procedures for Trauma, 18 years and under","2,824",.,.,.,"4,862",.,.,.,.,.,.,"3,357",.,.,.,"2,448","3,226"
HT42A,Very Major Hand Procedures for Trauma with CC Score 2+,.,.,.,.,"8,356",.,.,.,.,.,.,.,.,.,.,"3,121","4,866"
HT42B,Very Major Hand Procedures for Trauma with CC Score 0-1,"4,207",.,.,.,"3,879",.,.,.,.,.,.,"6,808",.,.,.,"2,911","3,919"
HT43A,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 4+","7,803",.,.,.,"4,414",.,.,.,.,.,.,"7,384",.,.,.,"4,325","6,205"
HT43B,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 2-3","3,889",.,.,.,"2,851",.,.,.,.,.,.,"5,503",.,.,.,"2,801","3,833"
HT43C,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 0-1","3,359",.,.,.,"3,447",.,.,.,.,.,.,"4,482",.,.,.,"2,545","3,051"
HT43D,"Major Hand Procedures for Trauma, between 6 and 18 years","2,699",.,.,.,"3,392",.,.,.,.,.,.,"3,599",.,.,.,"1,792","2,532"
HT44A,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 4+","7,073",.,.,.,859,.,.,.,.,.,.,"2,359",.,.,.,"4,340","3,225"
HT44B,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 2-3","2,871",.,.,.,.,.,.,.,"1,606",.,.,"2,654",.,.,.,"2,234","2,510"
HT44C,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 0-1","1,993",.,.,.,"2,220",.,.,.,.,.,.,.,.,.,.,"1,705","1,745"
HT44D,"Intermediate Hand Procedures for Trauma, between 6 and 18 years","2,817",.,.,.,.,.,.,.,.,.,.,"1,591",.,.,.,"1,416","1,510"
HT44E,"Intermediate Hand Procedures for Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,115","1,115"
HT52A,Very Major Shoulder Procedures for Trauma with CC Score 4+,"7,853",.,.,.,.,.,.,.,.,.,.,"9,202",.,.,.,.,"8,932"
HT52B,Very Major Shoulder Procedures for Trauma with CC Score 2-3,"7,433",.,.,.,"7,201",.,.,.,.,.,.,"9,265",.,.,.,"7,712","8,370"
HT52C,Very Major Shoulder Procedures for Trauma with CC Score 0-1,"6,440",.,.,.,"8,177",.,.,.,.,.,.,"9,674",.,.,.,"4,401","8,247"
HT53A,"Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 4+",.,.,.,.,"10,862",.,.,.,.,.,.,"9,215",.,.,.,"4,446","9,004"
HT53B,"Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 2-3","5,193",.,.,.,"6,656",.,.,.,.,.,.,"6,600",.,.,.,"3,558","5,746"
HT53C,"Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 1","3,778",.,.,.,"6,372",.,.,.,.,.,.,"5,177",.,.,.,"3,446","5,262"
HT53D,"Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 0","3,802",.,.,.,"4,160",.,.,.,.,.,.,"5,399",.,.,.,"3,673","4,189"
HT53E,"Major Shoulder Procedures for Trauma, 18 years and under","4,299",.,.,.,"4,433",.,.,.,.,.,.,"4,422",.,.,.,"4,104","4,388"
HT54A,Intermediate Shoulder Procedures for Trauma with CC Score 4+,"1,338",.,.,.,"5,010",.,.,.,.,.,.,"4,085",.,.,.,"5,136","4,125"
HT54B,Intermediate Shoulder Procedures for Trauma with CC Score 2-3,"2,346",.,.,.,"6,003",.,.,.,.,.,.,"1,422",.,.,.,"5,871","4,623"
HT54C,Intermediate Shoulder Procedures for Trauma with CC Score 1,"2,521",.,.,.,.,.,.,.,.,.,.,"2,580",.,.,.,"2,762","2,601"
HT54D,Intermediate Shoulder Procedures for Trauma with CC Score 0,"2,852",.,.,.,"2,706",.,.,.,.,.,.,"2,013",.,.,.,"1,915","2,595"
HT62A,Very Major Elbow Procedures for Trauma with CC Score 2+,"7,540",.,.,.,.,.,.,.,.,.,.,"11,245",.,.,.,.,"10,010"
HT62B,Very Major Elbow Procedures for Trauma with CC score 0-1,"4,990",.,.,.,"6,324",.,.,.,.,.,.,"6,359",.,.,.,"3,455","5,243"
HT63A,"Major Elbow Procedures for Trauma, 19 years and over, with CC Score 4+","4,299",.,.,.,"7,382",.,.,.,.,.,.,"5,069",.,.,.,.,"5,455"
