HRG Code,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
EY08D,Implantation of Single Chamber Pacemaker with CC Score 3-5,1,.,20,.,2,.,.,.,.,.,.,.,6,.,.,.,.,29
EY08E,Implantation of Single Chamber Pacemaker with CC Score 0-2,.,.,17,1,11,.,.,.,.,.,.,.,6,.,.,.,.,35
EY09A,"Removal of Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EY09B,"Removal of Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EY10A,"Attention to Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 6+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EY10B,"Attention to Cardiac Pacemaker or Cardioverter Defibrillator, with CC Score 0-5",.,.,3,.,.,.,.,.,.,.,.,.,1,.,.,.,.,4
EY11Z,Testing of Cardiac Pacemaker or Cardioverter Defibrillator,1,.,1,.,.,.,.,.,.,.,.,.,1,.,.,.,.,3
EY12B,Implantation of Electrocardiography Loop Recorder with CC Score 0-2,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
EY20B,"Transcatheter Aortic Valve Implantation (TAVI) using Other Approach, with CC Score 0-7",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EY22B,Complex Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
EY22C,Complex Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 0-4,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,1,9
EY23B,Standard Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 5-9,.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
EY23C,Standard Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 0-4,.,.,1,.,2,.,.,.,.,.,.,.,6,.,.,.,.,9
EY30B,Complex Percutaneous Transluminal Ablation of Heart with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EY31A,Standard Percutaneous Transluminal Ablation of Heart with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
EY31B,Standard Percutaneous Transluminal Ablation of Heart with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,7
EY32A,Percutaneous Diagnostic Electrophysiology Studies with CC Score 2+,.,.,.,.,1,.,.,.,.,.,.,.,2,.,.,.,.,3
EY32B,Percutaneous Diagnostic Electrophysiology Studies with CC Score 0-1,.,.,2,.,1,.,.,.,.,.,.,.,3,.,.,.,.,6
EY40A,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 12+,.,.,1,.,.,.,.,.,.,.,.,.,3,.,.,.,.,4
EY40B,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,1,.,2,.,1,.,.,.,.,.,.,.,6,.,.,.,.,10
EY40C,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 4-7,4,.,21,.,5,.,.,.,.,.,.,.,30,.,.,.,.,60
EY40D,Complex Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,38,.,45,.,12,.,.,.,.,.,.,.,88,.,.,.,.,183
EY41A,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 12+,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
EY41B,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,2,.,7,.,7,.,.,.,.,.,.,.,11,.,.,.,.,27
EY41C,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 4-7,34,.,51,.,40,.,.,.,.,.,.,.,86,.,.,.,.,211
EY41D,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,124,.,194,.,111,1,.,.,.,.,.,.,469,.,.,.,.,899
EY42A,Complex Cardiac Catheterisation with CC Score 7+,1,.,2,.,1,.,.,.,.,.,.,.,.,.,.,.,.,4
EY42B,Complex Cardiac Catheterisation with CC Score 4-6,7,.,8,.,1,.,.,.,.,.,.,.,7,.,.,.,.,23
EY42C,Complex Cardiac Catheterisation with CC Score 2-3,18,.,13,.,.,.,.,.,.,.,.,.,15,.,.,.,.,46
EY42D,Complex Cardiac Catheterisation with CC Score 0-1,6,.,10,.,.,.,.,.,.,.,.,.,9,.,.,.,1,26
EY43B,Standard Cardiac Catheterisation with CC Score 10-12,2,.,3,.,7,.,.,.,.,.,.,.,2,.,.,.,.,14
EY43C,Standard Cardiac Catheterisation with CC Score 7-9,13,.,12,.,19,.,.,.,.,.,.,.,12,.,.,.,3,59
EY43D,Standard Cardiac Catheterisation with CC Score 4-6,78,.,85,.,53,.,.,.,.,.,.,.,50,.,.,.,14,280
EY43E,Standard Cardiac Catheterisation with CC Score 2-3,90,.,115,.,79,.,.,.,.,.,.,.,123,.,1,.,33,441
EY43F,Standard Cardiac Catheterisation with CC Score 0-1,77,.,101,.,71,.,.,.,.,.,.,.,148,.,.,.,14,411
EY50Z,Complex Echocardiogram,2,.,2,.,10,1,.,.,.,.,3,.,8,.,3,.,7,36
EY51Z,Electrocardiogram Monitoring or Stress Testing,3,.,8,.,.,.,.,.,.,.,.,.,3,.,.,1,.,15
FZ12L,"Major General Abdominal Procedures, 19 years and over, with CC Score 10+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2
FZ12M,"Major General Abdominal Procedures, 19 years and over, with CC Score 6-9",.,1,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,3
FZ12N,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5",1,1,.,.,3,1,.,.,.,.,1,.,1,.,.,.,2,10
FZ12P,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",2,3,.,.,4,1,.,.,.,.,1,.,7,.,.,.,6,24
FZ12Q,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",3,2,2,.,5,2,.,.,.,.,.,.,4,.,4,.,2,24
FZ12T,"Major General Abdominal Procedures, 1 year and under, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ12U,"Major General Abdominal Procedures, 1 year and under, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ13C,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",33,8,11,1,19,6,4,.,2,.,5,.,70,.,12,.,12,183
FZ13D,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 18 years and under",.,1,.,.,.,2,.,.,.,.,.,.,.,.,.,.,2,5
FZ17E,"Abdominal Hernia Procedures, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ17F,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3",1,2,.,.,1,2,.,.,.,.,.,.,3,.,.,.,1,10
FZ17G,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0",.,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,2
FZ18E,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years",.,.,.,.,.,1,.,.,.,.,.,.,3,.,.,.,.,4
FZ18F,"Inguinal, Umbilical or Femoral Hernia Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,8
FZ18G,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 6+",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,2
FZ18H,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5",.,3,.,1,1,1,.,.,.,.,.,.,12,.,.,.,3,21
FZ18J,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2",4,1,.,1,3,3,.,.,.,.,.,.,8,.,3,.,5,28
FZ18K,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0",5,3,.,3,5,10,.,.,.,.,.,.,6,.,2,.,1,35
FZ19A,"Herniotomy Procedures, 2 years and over",.,1,.,.,.,.,.,.,.,.,.,.,2,.,.,.,1,4
FZ19B,"Herniotomy Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
FZ20F,"Appendicectomy Procedures, 19 years and over, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,2,3
FZ20G,"Appendicectomy Procedures, 19 years and over, with CC Score 3-4",.,.,.,.,.,1,.,.,.,.,.,.,3,.,.,.,1,5
FZ20H,"Appendicectomy Procedures, 19 years and over, with CC Score 1-2",3,2,.,3,13,3,.,.,.,.,.,.,20,.,.,.,5,49
FZ20J,"Appendicectomy Procedures, 19 years and over, with CC Score 0",23,37,.,16,42,28,.,.,.,.,.,.,66,.,10,.,33,255
FZ20K,"Appendicectomy Procedures, 18 years and under, with CC Score 3+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ20L,"Appendicectomy Procedures, 18 years and under, with CC Score 1-2",2,.,.,.,3,1,.,.,.,.,.,.,3,.,.,.,.,9
FZ20M,"Appendicectomy Procedures, 18 years and under, with CC Score 0",16,32,.,10,34,26,.,.,.,.,.,.,21,.,10,.,12,161
FZ21B,"Major Anal Procedures, 18 years and under",.,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,2
FZ21C,"Major Anal Procedures, 19 years and over, with CC Score 1+",.,1,.,.,2,.,.,.,.,.,.,.,3,.,.,.,3,9
FZ21D,"Major Anal Procedures, 19 years and over, with CC Score 0",1,.,.,.,1,3,.,.,.,.,.,.,15,.,.,.,12,32
FZ22B,"Intermediate Anal Procedures, 18 years and under",9,5,.,5,12,6,.,.,.,.,.,.,17,.,3,.,5,62
FZ22C,"Intermediate Anal Procedures, 19 years and over, with CC Score 3+",.,2,.,.,.,.,.,.,.,.,.,.,2,.,.,.,1,5
FZ22D,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2",3,7,1,7,4,3,.,.,.,.,.,.,23,.,1,.,8,57
FZ22E,"Intermediate Anal Procedures, 19 years and over, with CC Score 0",55,38,1,33,68,47,.,.,.,.,.,.,94,.,18,.,54,408
FZ23A,"Minor Anal Procedures, 19 years and over",2,2,.,.,3,.,.,.,.,.,.,.,1,.,3,.,1,12
FZ24E,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",2,2,.,.,2,1,.,.,.,.,.,.,12,.,.,.,1,20
FZ24F,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
FZ24G,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",1,4,.,.,.,.,.,.,.,.,1,.,3,.,.,.,.,9
FZ24H,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",1,5,2,.,1,1,.,.,2,.,.,.,7,.,1,.,1,21
FZ24J,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",5,5,7,1,7,2,.,.,1,.,.,.,18,.,2,.,.,48
FZ27D,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ27F,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,2
FZ27G,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",.,1,.,1,.,1,.,.,.,.,.,.,.,.,1,.,3,7
FZ36M,"Gastrointestinal Infections without Interventions, with CC Score 8+",4,9,1,1,4,2,.,.,1,.,1,.,15,.,2,.,5,45
FZ36N,"Gastrointestinal Infections without Interventions, with CC Score 5-7",23,7,13,2,10,9,.,.,2,.,20,.,54,.,9,.,33,182
FZ36P,"Gastrointestinal Infections without Interventions, with CC Score 2-4",54,40,22,5,54,24,1,.,5,.,71,.,269,.,29,.,110,684
FZ36Q,"Gastrointestinal Infections without Interventions, with CC Score 0-1",122,50,14,8,85,30,2,.,15,.,97,.,475,.,71,.,171,"1,140"
FZ37P,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",1,46,5,6,1,2,.,.,1,.,3,.,9,.,.,.,1,75
FZ37Q,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",6,42,9,6,2,2,.,.,.,.,3,.,4,.,1,.,3,78
FZ37R,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",15,127,14,13,13,1,.,.,.,.,8,.,71,.,13,.,21,296
FZ37S,"Inflammatory Bowel Disease without Interventions, with CC Score 0",39,111,12,28,35,8,.,.,3,.,14,.,114,.,10,.,31,405
FZ38H,"Gastrointestinal Bleed with Multiple Interventions, with CC Score 0-4",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ38M,"Gastrointestinal Bleed without Interventions, with CC Score 9+",2,5,.,.,.,.,.,.,.,.,.,.,8,.,.,.,5,20
FZ38N,"Gastrointestinal Bleed without Interventions, with CC Score 5-8",20,21,8,5,6,9,.,.,.,.,1,.,75,.,7,.,29,181
FZ38P,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",119,172,23,20,80,33,.,.,.,.,45,.,490,.,44,1,152,"1,179"
FZ42A,"Wireless Capsule Endoscopy, 19 years and over",1,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,1,4
FZ49F,"Nutritional Disorders without Interventions, with CC Score 6+",1,7,1,.,6,.,.,.,.,.,2,.,5,.,.,.,1,23
FZ49G,"Nutritional Disorders without Interventions, with CC Score 2-5",10,29,16,2,10,4,1,.,2,.,12,.,21,.,8,.,8,123
FZ49H,"Nutritional Disorders without Interventions, with CC Score 0-1",12,13,1,3,7,1,.,.,2,.,11,.,22,.,3,.,9,84
FZ50Z,"Intermediate Large Intestine Procedures, 19 years and over",3,19,.,2,15,5,.,.,.,.,.,.,27,.,4,.,1,76
FZ51Z,"Diagnostic Colonoscopy, 19 years and over",6,3,10,1,2,.,.,.,.,.,4,.,1,.,2,.,2,31
FZ52Z,"Diagnostic Colonoscopy with Biopsy, 19 years and over",12,5,6,1,.,2,.,.,.,.,2,.,2,.,3,.,1,34
FZ53Z,"Therapeutic Colonoscopy, 19 years and over",6,4,1,1,1,1,.,.,.,.,4,.,3,.,.,.,.,21
FZ54Z,"Diagnostic Flexible Sigmoidoscopy, 19 years and over",44,33,32,5,10,11,1,.,1,.,11,.,23,.,4,.,8,183
FZ55Z,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over",47,31,29,3,5,19,.,.,.,.,16,.,12,.,1,.,7,170
FZ56Z,"Therapeutic Flexible Sigmoidoscopy, 19 years and over",7,4,.,.,2,1,.,.,1,.,.,.,3,.,.,.,.,18
FZ57Z,"Diagnostic or Therapeutic, Rigid Sigmoidoscopy, 19 years and over",2,.,.,.,5,2,.,.,.,.,.,.,7,.,6,.,3,25
FZ58A,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years",3,4,1,.,1,1,.,.,1,.,.,.,4,.,.,.,.,15
FZ58B,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
FZ59Z,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over",3,.,19,.,2,3,.,.,.,.,1,.,3,.,.,.,.,31
FZ60Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",133,182,139,14,38,28,2,.,6,.,40,.,165,.,18,.,22,787
FZ61Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over",131,186,102,15,24,43,2,.,7,.,80,.,105,.,17,.,33,745
FZ62A,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years",5,1,.,2,.,3,.,.,.,.,1,.,10,.,.,.,.,22
FZ62B,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ63Z,Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures,5,.,3,.,.,.,.,.,.,.,2,.,4,.,2,.,.,16
FZ64A,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 19 years and over",6,3,2,.,1,1,.,.,.,.,4,.,2,.,.,.,1,20
FZ64B,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,2
FZ65Z,Combined Upper and Lower Gastrointestinal Tract Therapeutic Endoscopic Procedures,4,.,.,.,.,1,.,.,.,.,.,.,.,.,1,.,.,6
FZ66D,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 5-7",.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,3,5
FZ66E,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 2-4",1,3,.,.,1,1,.,.,.,.,1,.,9,.,.,.,2,18
FZ66F,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,1,.,.,1,2,.,.,.,.,.,.,8,.,.,.,1,13
FZ67C,"Major Small Intestine Procedures, 19 years and over, with CC Score 7+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ67D,"Major Small Intestine Procedures, 19 years and over, with CC Score 4-6",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1,2
FZ67E,"Major Small Intestine Procedures, 19 years and over, with CC Score 2-3",.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
FZ67F,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,1,1,.,.,.,.,.,.,1,.,.,.,1,4
FZ68H,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
FZ68J,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ68L,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
FZ69C,"Complex Small Intestine Procedures, 19 years and over, with CC Score 7+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
FZ69D,"Complex Small Intestine Procedures, 19 years and over, with CC Score 3-6",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ69E,"Complex Small Intestine Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,2
FZ70Z,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",31,32,23,1,8,8,.,.,.,.,7,.,14,.,1,.,3,128
FZ71E,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,3,5
FZ71F,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,8,.,14,.,1,2,.,.,1,.,1,.,11,.,1,.,3,42
FZ71G,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,3,.,15,.,.,1,.,.,.,.,.,.,3,.,.,.,1,23
FZ73E,Very Complex Large Intestine Procedures with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ73F,Very Complex Large Intestine Procedures with CC Score 0-2,.,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,1,3
FZ74D,"Complex Large Intestine Procedures, 19 years and over, with CC Score 6-8",.,.,1,1,2,.,.,.,.,.,.,.,3,.,.,.,.,7
FZ74E,"Complex Large Intestine Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,7,.,.,.,.,.,.,.,2,.,.,.,6,15
FZ74F,"Complex Large Intestine Procedures, 19 years and over, with CC Score 0-2",1,.,2,2,3,4,.,.,.,.,.,.,10,.,.,.,8,30
FZ75D,"Proximal Colon Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,1,3
FZ75E,"Proximal Colon Procedures, 19 years and over, with CC Score 0-2",.,.,2,.,1,.,.,.,.,.,.,.,8,.,.,.,2,13
FZ76C,"Distal Colon Procedures, 19 years and over, with CC Score 3+",.,.,.,.,3,1,.,.,.,.,.,.,1,.,.,.,.,5
FZ77C,"Major Large Intestine Procedures, 19 years and over, with CC Score 3+",1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
FZ77D,"Major Large Intestine Procedures, 19 years and over, with CC Score 1-2",.,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
FZ77E,"Major Large Intestine Procedures, 19 years and over, with CC Score 0",.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2
FZ78A,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ78D,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ81E,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ82C,"Very Complex or Complex, Oesophageal, Stomach or Duodenum Procedures, 18 years and under, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ83F,"Major, Oesophageal, Stomach or Duodenum Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
FZ83G,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 7+",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ83H,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4-6",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
FZ83J,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",.,.,1,1,5,2,.,.,.,.,.,.,5,.,.,.,1,15
FZ83K,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ86Z,"Endoscopic Insertion of Gastric Balloon or Sleeve, for Obesity",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
FZ87D,Complex Hernia Procedures with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1,.,1,3
FZ87E,Complex Hernia Procedures with CC Score 3-4,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ87F,Complex Hernia Procedures with CC Score 1-2,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1,2
FZ87G,Complex Hernia Procedures with CC Score 0,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ89Z,"Complex Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures",1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,3
FZ90B,Abdominal Pain without Interventions,466,384,47,124,429,205,5,.,6,.,97,.,"1,248",.,188,136,396,"3,731"
FZ91H,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",.,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,2
FZ91J,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 11+",.,2,1,.,5,.,.,.,.,.,1,.,13,.,1,.,5,28
FZ91K,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10",28,67,17,7,26,13,1,.,5,.,13,.,127,1,11,.,52,368
FZ91L,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",119,181,57,24,107,37,4,.,10,1,57,.,465,3,51,1,121,"1,238"
FZ91M,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",422,560,120,91,449,182,7,.,30,.,216,.,"1,619",.,219,14,385,"4,314"
FZ92G,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 9+",2,3,3,.,.,.,.,.,.,.,2,.,3,.,1,.,1,15
FZ92H,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 5-8",2,11,13,.,6,2,1,.,2,2,1,.,24,.,4,.,26,94
FZ92J,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-4",14,19,38,3,10,3,.,.,2,.,1,.,43,.,1,.,15,149
FZ92K,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",18,22,50,6,26,6,.,.,3,.,6,.,76,.,9,.,14,236
FZ93A,"Endoscopic Insertion of Gastrostomy Tube, 19 years and over",9,28,6,1,.,.,.,.,3,.,13,.,.,.,.,.,2,62
FZ93B,"Endoscopic Insertion of Gastrostomy Tube, 18 years and under",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1,2
FZ94Z,"Endoscopic Insertion of, Gastrojejunostomy or Jejunostomy Tube",16,1,2,.,.,.,.,.,.,.,4,.,2,.,.,.,.,25
FZ95A,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 9+",.,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
FZ95B,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 6-8",.,2,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,4
FZ95C,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 3-5",.,.,.,.,.,1,.,.,.,.,.,.,2,.,.,.,1,4
FZ95D,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 0-2",6,7,.,.,3,4,.,.,.,.,1,.,14,.,.,.,1,36
FZ98Z,Maintenance of Gastric Band for Obesity,.,.,1,.,.,.,.,.,.,.,.,.,2,.,.,.,1,4
GA03C,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
GA05C,"Very Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",.,.,.,.,1,.,.,.,.,.,1,.,.,.,.,.,2,4
GA05D,"Very Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,1,.,1,.,.,.,.,2
GA06C,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
GA07D,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
GA07E,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0",.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,.,.,2
GA10H,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 4+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
