HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
EB09A,Non-Interventional Congenital Cardiac Conditions with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
EB09B,Non-Interventional Congenital Cardiac Conditions with CC Score 0-2,.,.,.,.,1,.,.,.,.,.,.,2,.,.,.,.,3
EB10A,"Actual or Suspected Myocardial Infarction, with CC Score 13+",2,22,2,7,15,1,2,.,2,5,.,3,2,.,.,9,72
EB10B,"Actual or Suspected Myocardial Infarction, with CC Score 10-12",17,45,4,12,29,10,4,.,14,1,5,17,.,6,.,27,191
EB10C,"Actual or Suspected Myocardial Infarction, with CC Score 7-9",12,132,22,24,76,37,16,1,26,.,13,20,1,19,.,75,474
EB10D,"Actual or Suspected Myocardial Infarction, with CC Score 4-6",38,202,20,58,117,65,25,.,47,1,48,21,1,46,.,165,854
EB10E,"Actual or Suspected Myocardial Infarction, with CC Score 0-3",13,179,13,89,123,90,32,.,39,.,74,11,.,36,.,214,913
EB12A,Unspecified Chest Pain with CC Score 11+,2,2,1,.,4,2,5,.,5,.,.,3,.,2,.,6,32
EB12B,Unspecified Chest Pain with CC Score 5-10,25,45,39,23,56,21,41,.,33,.,11,48,1,16,.,85,444
EB12C,Unspecified Chest Pain with CC Score 0-4,59,65,44,48,99,54,57,.,29,.,73,92,.,40,.,124,784
EB13A,Angina with CC Score 12+,3,3,1,.,.,1,3,.,1,.,.,2,.,3,.,4,21
EB13B,Angina with CC Score 8-11,8,4,8,2,14,5,10,.,6,.,7,13,2,7,.,22,108
EB13C,Angina with CC Score 4-7,13,41,19,27,32,22,30,.,42,.,28,12,.,29,.,77,372
EB13D,Angina with CC Score 0-3,8,37,4,21,32,35,10,.,15,.,33,5,.,15,.,56,271
EB14A,Other Acquired Cardiac Conditions with CC Score 13+,1,8,6,1,5,7,.,.,1,.,.,2,1,.,.,5,37
EB14B,Other Acquired Cardiac Conditions with CC Score 9-12,10,12,17,2,13,8,5,.,13,1,3,16,.,4,.,12,116
EB14C,Other Acquired Cardiac Conditions with CC Score 6-8,22,34,28,7,33,13,9,1,7,.,9,46,1,6,.,14,230
EB14D,Other Acquired Cardiac Conditions with CC Score 3-5,34,68,50,11,59,15,6,1,7,.,29,51,.,15,.,51,397
EB14E,Other Acquired Cardiac Conditions with CC Score 0-2,12,18,24,15,38,11,6,.,.,.,17,25,1,22,.,38,227
EB15B,Primary Pulmonary Hypertension with CC Score 4-8,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
EB15C,Primary Pulmonary Hypertension with CC Score 0-3,.,.,1,.,.,.,2,.,.,.,.,.,.,.,.,1,4
EC01A,"Congenital Cardiac Surgery with Intervention Score 58 or less, with Diagnosis Score 64 or less",1,.,.,.,1,.,.,.,.,.,.,6,.,.,.,1,9
EC01B,"Congenital Cardiac Surgery with Intervention Score 58 or less, with Diagnosis Score 65-117",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EC02B,"Congenital Cardiac Surgery with Intervention Score 59-121, with Diagnosis Score 65-117",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ12L,"Major General Abdominal Procedures, 19 years and over, with CC Score 10+",1,2,.,1,.,.,.,.,.,.,1,.,.,.,.,3,8
FZ12M,"Major General Abdominal Procedures, 19 years and over, with CC Score 6-9",7,3,6,1,3,5,.,.,.,.,1,5,.,2,.,1,34
FZ12N,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5",9,9,14,4,7,4,.,.,.,.,6,9,.,3,.,9,74
FZ12P,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",10,11,10,4,18,7,.,.,.,.,.,20,.,12,.,10,102
FZ12Q,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",10,18,8,5,16,9,.,.,.,.,1,18,.,14,.,16,115
FZ12R,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
FZ12S,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 0",1,.,.,2,.,.,.,.,.,.,.,3,.,2,.,2,10
FZ12T,"Major General Abdominal Procedures, 1 year and under, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ17E,"Abdominal Hernia Procedures, 19 years and over, with CC Score 4+",.,1,.,1,1,1,.,.,.,.,2,3,.,.,.,1,10
FZ17F,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3",2,5,.,1,1,.,.,.,.,.,1,4,.,3,.,6,23
FZ17G,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0",.,3,1,1,1,.,.,.,.,.,.,5,.,1,.,2,14
FZ18F,"Inguinal, Umbilical or Femoral Hernia Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ18G,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 6+",1,1,.,.,.,1,.,.,.,.,.,1,.,.,.,3,7
FZ18H,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5",3,4,2,2,1,1,.,.,.,.,5,4,.,2,.,7,31
FZ18J,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2",10,14,3,7,5,5,.,.,.,.,6,5,.,9,.,10,74
FZ18K,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0",2,10,1,8,7,5,.,.,.,.,4,3,.,7,.,5,52
FZ19B,"Herniotomy Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
FZ20F,"Appendicectomy Procedures, 19 years and over, with CC Score 5+",1,2,.,.,.,.,.,.,.,.,.,.,.,2,.,3,8
FZ20G,"Appendicectomy Procedures, 19 years and over, with CC Score 3-4",1,10,.,3,1,.,.,.,.,.,2,5,.,4,.,6,32
FZ20H,"Appendicectomy Procedures, 19 years and over, with CC Score 1-2",21,43,1,11,24,10,.,.,.,.,6,35,.,14,.,45,210
FZ20J,"Appendicectomy Procedures, 19 years and over, with CC Score 0",76,110,8,51,97,37,.,.,.,.,31,98,.,68,.,96,672
FZ20K,"Appendicectomy Procedures, 18 years and under, with CC Score 3+",.,.,.,.,.,2,.,.,.,.,1,2,.,.,.,2,7
FZ20L,"Appendicectomy Procedures, 18 years and under, with CC Score 1-2",8,16,.,3,16,3,.,.,.,.,2,24,.,5,.,5,82
FZ20M,"Appendicectomy Procedures, 18 years and under, with CC Score 0",59,76,4,32,59,32,.,.,.,.,9,62,.,49,.,21,403
FZ21B,"Major Anal Procedures, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,1,.,1,.,2,5
FZ21C,"Major Anal Procedures, 19 years and over, with CC Score 1+",2,1,1,.,4,1,.,.,.,.,1,3,.,.,.,7,20
FZ21D,"Major Anal Procedures, 19 years and over, with CC Score 0",1,7,1,.,1,4,.,.,.,.,.,6,.,.,.,10,30
FZ22B,"Intermediate Anal Procedures, 18 years and under",2,4,.,.,2,.,.,.,.,.,.,3,.,1,.,6,18
FZ22C,"Intermediate Anal Procedures, 19 years and over, with CC Score 3+",1,1,.,1,3,.,.,.,.,.,.,4,.,.,.,4,14
FZ22D,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2",4,4,2,3,7,5,.,.,.,.,2,15,.,4,.,11,57
FZ22E,"Intermediate Anal Procedures, 19 years and over, with CC Score 0",23,41,7,8,17,13,.,.,.,.,6,26,.,8,.,35,184
FZ24E,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,2
FZ24G,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,.,.,.,.,1,.,.,.,.,.,2,.,.,.,3,6
FZ24H,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",.,2,.,1,5,.,.,.,.,.,2,.,.,1,.,3,14
FZ24J,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",.,3,1,1,2,2,.,.,.,.,.,9,.,.,.,1,19
FZ27E,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 3+",.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,2
FZ27F,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,1,2,1,.,.,.,.,.,.,1,.,.,2,.,.,7
FZ27G,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",.,3,2,2,3,1,.,.,.,.,.,1,.,.,.,4,16
FZ36G,"Gastrointestinal Infections with Multiple Interventions, with CC Score 4+",1,1,.,.,1,.,.,.,.,.,.,2,.,1,.,1,7
FZ36H,"Gastrointestinal Infections with Multiple Interventions, with CC Score 0-3",1,.,.,.,.,2,.,.,.,.,1,2,.,.,.,1,7
FZ36J,"Gastrointestinal Infections with Single Intervention, with CC Score 5+",.,1,1,.,1,1,.,.,.,.,2,6,.,.,.,4,16
FZ36K,"Gastrointestinal Infections with Single Intervention, with CC Score 2-4",3,.,2,.,8,2,.,.,2,.,1,6,.,1,.,4,29
FZ36L,"Gastrointestinal Infections with Single Intervention, with CC Score 0-1",.,2,3,2,17,10,.,.,3,.,1,13,.,2,.,6,59
FZ36M,"Gastrointestinal Infections without Interventions, with CC Score 8+",4,3,5,5,7,.,2,.,5,1,.,11,.,5,.,18,66
FZ36N,"Gastrointestinal Infections without Interventions, with CC Score 5-7",24,10,10,5,29,10,6,.,9,.,11,40,1,9,.,42,206
FZ36P,"Gastrointestinal Infections without Interventions, with CC Score 2-4",66,34,32,6,73,31,17,.,21,2,51,104,.,35,.,79,551
FZ36Q,"Gastrointestinal Infections without Interventions, with CC Score 0-1",78,61,43,8,81,42,11,.,14,1,51,113,1,43,.,114,661
FZ37K,"Inflammatory Bowel Disease with Multiple Interventions, with CC Score 3+",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1
FZ37L,"Inflammatory Bowel Disease with Multiple Interventions, with CC Score 0-2",1,2,.,.,4,3,.,.,.,.,1,1,.,2,.,.,14
FZ37M,"Inflammatory Bowel Disease with Single Intervention, with CC Score 4+",.,1,.,2,1,1,.,.,1,.,.,.,.,.,.,4,10
FZ37N,"Inflammatory Bowel Disease with Single Intervention, with CC Score 0-3",9,25,12,23,11,5,.,.,.,.,4,26,.,7,.,28,150
FZ37P,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",2,39,2,9,2,3,1,.,7,.,.,6,.,7,.,16,94
FZ37Q,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",9,34,10,15,2,4,1,.,1,1,5,1,.,4,.,15,102
FZ37R,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",25,101,25,29,22,10,1,.,2,1,9,31,.,11,.,49,316
FZ37S,"Inflammatory Bowel Disease without Interventions, with CC Score 0",43,129,46,29,76,11,2,.,9,.,4,64,.,16,.,60,489
FZ38G,"Gastrointestinal Bleed with Multiple Interventions, with CC Score 5+",.,2,1,1,1,1,.,.,.,.,.,2,.,2,.,3,13
FZ38H,"Gastrointestinal Bleed with Multiple Interventions, with CC Score 0-4",.,2,1,4,12,5,.,.,.,.,1,6,.,2,.,4,37
FZ38J,"Gastrointestinal Bleed with Single Intervention, with CC Score 8+",.,3,.,3,1,.,.,.,.,.,2,4,.,1,.,1,15
FZ38K,"Gastrointestinal Bleed with Single Intervention, with CC Score 5-7",.,2,.,3,2,3,.,.,.,.,2,11,.,5,.,11,39
FZ38L,"Gastrointestinal Bleed with Single Intervention, with CC Score 0-4",4,24,7,16,26,20,.,.,.,.,15,65,.,27,.,49,253
FZ38M,"Gastrointestinal Bleed without Interventions, with CC Score 9+",1,4,1,1,2,1,2,.,.,1,.,2,.,.,.,6,21
FZ38N,"Gastrointestinal Bleed without Interventions, with CC Score 5-8",13,30,14,10,10,12,1,.,.,.,7,30,1,6,.,33,167
FZ38P,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",129,114,36,27,50,31,2,.,3,1,44,112,.,48,.,105,702
FZ49D,"Nutritional Disorders with Interventions, with CC Score 2+",2,.,1,.,2,.,.,.,.,.,1,2,.,.,.,3,11
FZ49E,"Nutritional Disorders with Interventions, with CC Score 0-1",.,.,.,.,2,1,.,.,.,.,.,1,.,1,.,.,5
FZ49F,"Nutritional Disorders without Interventions, with CC Score 6+",.,4,3,1,5,2,.,.,2,1,.,1,.,.,.,4,23
FZ49G,"Nutritional Disorders without Interventions, with CC Score 2-5",9,18,12,4,12,7,1,1,4,1,2,6,4,3,.,11,95
FZ49H,"Nutritional Disorders without Interventions, with CC Score 0-1",15,12,9,1,6,2,2,.,1,1,5,3,1,3,.,4,65
FZ66C,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 8+",1,3,.,.,2,1,.,.,.,.,.,2,.,2,.,2,13
FZ66D,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 5-7",2,2,2,.,2,3,.,.,.,.,1,3,.,2,.,1,18
FZ66E,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 2-4",5,9,4,5,8,4,.,.,.,.,2,8,.,3,.,8,56
FZ66F,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",1,13,5,6,8,5,.,.,.,.,4,11,.,5,.,13,71
FZ67C,"Major Small Intestine Procedures, 19 years and over, with CC Score 7+",1,2,1,1,2,1,.,.,.,.,.,1,.,.,.,1,10
FZ67D,"Major Small Intestine Procedures, 19 years and over, with CC Score 4-6",2,4,4,2,.,1,.,.,.,.,.,2,.,.,.,1,16
FZ67E,"Major Small Intestine Procedures, 19 years and over, with CC Score 2-3",4,5,2,.,3,2,.,.,.,.,.,5,.,2,.,2,25
FZ67F,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",2,5,1,1,7,5,.,.,.,.,.,12,.,1,.,4,38
FZ68G,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
FZ68H,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 0-1",.,.,.,.,2,.,.,.,.,.,.,5,.,1,.,.,8
FZ68J,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
FZ68K,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
FZ68L,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ69C,"Complex Small Intestine Procedures, 19 years and over, with CC Score 7+",1,2,.,1,.,.,.,.,.,.,.,.,.,.,.,2,6
FZ69D,"Complex Small Intestine Procedures, 19 years and over, with CC Score 3-6",1,3,1,.,.,.,.,.,.,.,.,3,.,1,.,.,9
FZ69E,"Complex Small Intestine Procedures, 19 years and over, with CC Score 0-2",.,2,.,.,1,1,.,.,.,.,.,.,.,.,.,.,4
FZ71D,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 7+,.,2,.,.,.,1,.,.,1,.,1,1,.,.,.,3,9
FZ71E,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6,1,.,.,1,.,.,.,.,2,.,.,1,.,1,.,7,13
FZ71F,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,1,5,.,.,5,.,.,.,.,.,.,4,.,.,.,5,20
FZ71G,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,1,2,3,.,2,2,.,.,.,.,.,1,.,1,.,3,15
FZ73C,Very Complex Large Intestine Procedures with CC Score 9+,.,.,.,.,1,.,.,.,.,.,1,1,.,.,.,.,3
FZ73D,Very Complex Large Intestine Procedures with CC Score 6-8,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ73E,Very Complex Large Intestine Procedures with CC Score 3-5,1,.,2,.,.,.,.,.,.,.,.,.,.,1,.,3,7
FZ73F,Very Complex Large Intestine Procedures with CC Score 0-2,2,4,2,1,.,1,.,.,.,.,.,4,.,.,.,1,15
FZ74C,"Complex Large Intestine Procedures, 19 years and over, with CC Score 9+",1,3,.,.,1,.,.,.,.,.,.,.,.,.,.,1,6
FZ74D,"Complex Large Intestine Procedures, 19 years and over, with CC Score 6-8",1,3,2,.,2,2,.,.,.,.,1,1,.,1,.,.,13
FZ74E,"Complex Large Intestine Procedures, 19 years and over, with CC Score 3-5",7,5,9,5,9,6,.,.,.,.,4,7,.,3,.,3,58
FZ74F,"Complex Large Intestine Procedures, 19 years and over, with CC Score 0-2",18,7,8,7,27,9,.,.,.,.,.,26,.,6,.,13,121
FZ75C,"Proximal Colon Procedures, 19 years and over, with CC Score 6+",1,2,3,.,1,.,.,.,.,.,1,.,.,.,.,1,9
FZ75D,"Proximal Colon Procedures, 19 years and over, with CC Score 3-5",4,2,2,.,.,3,.,.,.,.,.,2,.,.,.,2,15
FZ75E,"Proximal Colon Procedures, 19 years and over, with CC Score 0-2",8,9,1,8,10,4,.,.,.,.,2,12,.,5,.,13,72
FZ76C,"Distal Colon Procedures, 19 years and over, with CC Score 3+",.,.,.,1,.,.,.,.,.,.,.,.,.,1,.,.,2
FZ76D,"Distal Colon Procedures, 19 years and over, with CC Score 0-2",1,1,4,2,5,1,.,.,.,.,.,6,.,.,.,5,25
FZ77C,"Major Large Intestine Procedures, 19 years and over, with CC Score 3+",1,.,.,2,.,1,.,.,.,.,.,.,.,.,.,.,4
FZ77D,"Major Large Intestine Procedures, 19 years and over, with CC Score 1-2",.,1,1,.,.,1,.,.,.,.,.,.,.,.,.,.,3
FZ77E,"Major Large Intestine Procedures, 19 years and over, with CC Score 0",.,5,.,.,.,.,.,.,.,.,.,.,.,1,.,1,7
FZ78A,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 1+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
FZ78B,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 0",.,1,.,.,2,.,.,.,.,.,.,1,.,.,.,.,4
FZ78D,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,7
FZ79C,Complex General Abdominal Procedures with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ79D,Complex General Abdominal Procedures with CC Score 3-5,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1,2
FZ79E,Complex General Abdominal Procedures with CC Score 0-2,2,1,1,1,.,1,.,.,.,.,.,1,.,.,.,.,7
FZ80C,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 6+",.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,2
FZ80D,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 3-5",.,.,1,.,2,.,.,.,.,.,.,.,.,.,.,.,3
FZ80E,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-2",.,.,2,.,1,.,.,.,.,.,2,.,.,.,.,.,5
FZ81C,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4+",2,.,6,.,3,.,.,.,.,.,3,.,.,1,.,.,15
FZ81D,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",1,.,1,1,2,.,.,.,.,.,2,2,.,.,.,1,10
FZ81E,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,5,.,4,.,.,.,.,.,1,.,.,.,.,1,11
FZ82C,"Very Complex or Complex, Oesophageal, Stomach or Duodenum Procedures, 18 years and under, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ82D,"Very Complex or Complex, Oesophageal, Stomach or Duodenum Procedures, 18 years and under, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ83C,"Major, Oesophageal, Stomach or Duodenum Procedures, between 2 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,1,.,1,.,.,2
FZ83D,"Major, Oesophageal, Stomach or Duodenum Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ83E,"Major, Oesophageal, Stomach or Duodenum Procedures, 1 year and under, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
FZ83F,"Major, Oesophageal, Stomach or Duodenum Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,43,.,.,.,.,43
FZ83G,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 7+",.,.,.,2,.,.,.,.,.,.,2,.,.,.,.,.,4
FZ83H,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4-6",1,2,2,2,3,2,.,.,.,.,.,1,.,1,.,.,14
FZ83J,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",2,2,2,1,5,4,.,.,.,.,3,12,.,2,.,6,39
FZ83K,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",1,.,7,1,4,1,.,.,.,.,.,3,.,.,.,3,20
FZ87D,Complex Hernia Procedures with CC Score 5+,.,.,1,.,.,.,.,.,.,.,.,1,.,1,.,2,5
FZ87E,Complex Hernia Procedures with CC Score 3-4,.,3,.,2,1,.,.,.,1,.,1,2,.,1,.,4,15
FZ87F,Complex Hernia Procedures with CC Score 1-2,1,.,.,1,.,1,.,.,.,.,.,1,.,.,.,3,7
FZ87G,Complex Hernia Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,1,3
FZ89Z,"Complex Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ90A,Abdominal Pain with Interventions,21,15,6,23,41,36,.,.,.,.,1,24,.,9,.,65,241
FZ90B,Abdominal Pain without Interventions,476,356,89,161,348,156,7,1,20,.,88,442,1,193,.,390,"2,728"
FZ91A,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 8+",.,.,1,1,1,.,2,.,.,.,.,2,.,.,.,2,9
FZ91B,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 5-7",.,4,1,1,.,.,.,.,.,.,2,3,.,.,.,8,19
FZ91C,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 3-4",1,4,2,2,4,2,.,.,.,.,6,8,1,1,.,5,36
FZ91D,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2",.,14,4,8,21,6,.,.,.,1,5,15,.,9,.,6,89
FZ91E,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 9+",1,3,.,4,2,.,.,.,.,.,3,1,.,.,.,3,17
FZ91F,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 5-8",13,15,6,8,10,9,2,.,4,.,7,15,.,6,.,22,117
FZ91G,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-4",10,21,9,21,22,11,1,.,3,.,11,40,.,11,.,46,206
FZ91H,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",34,119,27,66,134,57,3,.,8,.,43,140,1,42,.,136,810
FZ91J,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 11+",6,.,.,2,1,2,.,.,2,.,.,.,.,1,.,5,19
FZ91K,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10",51,58,57,26,52,31,3,.,12,6,17,84,4,23,.,67,491
FZ91L,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",142,207,126,77,119,86,5,1,18,7,52,232,3,63,.,196,"1,334"
FZ91M,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",369,588,210,155,456,197,15,.,30,3,158,575,2,173,.,422,"3,353"
FZ92A,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 7+",.,.,1,.,.,.,1,.,.,.,.,.,.,.,.,1,3
FZ92B,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 3-6",.,.,1,.,2,.,.,.,.,.,.,.,.,1,.,4,8
FZ92C,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2",.,1,4,1,1,1,.,1,.,.,.,3,.,.,.,2,14
FZ92D,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 6+",.,2,4,.,1,.,.,.,.,.,1,4,.,.,.,6,18
FZ92E,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-5",6,6,9,2,7,3,.,.,1,.,5,7,.,2,.,10,58
FZ92F,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",3,5,11,12,6,4,.,.,1,.,3,10,.,6,.,12,73
FZ92G,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 9+",2,4,7,.,7,3,.,.,.,1,1,.,.,1,.,11,37
FZ92H,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 5-8",17,29,61,13,11,18,2,.,2,2,7,15,1,7,.,45,230
FZ92J,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-4",14,29,79,13,22,4,1,.,.,.,9,8,.,8,.,32,219
FZ92K,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",27,31,168,9,30,13,.,.,1,1,8,46,1,9,.,37,381
GA03C,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
GA03D,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 2-3",1,.,.,.,1,.,.,.,.,.,3,.,.,.,.,1,6
GA03E,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,2,2,.,.,.,.,.,.,3,1,.,1,.,.,9
GA04C,"Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,4
GA05C,"Very Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
GA05D,"Very Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-2",1,1,.,.,3,.,.,.,.,.,4,.,.,.,.,1,10
GA06C,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
GA06D,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,2,2,.,.,.,.,4
GA07C,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",.,.,1,1,.,.,.,.,.,.,4,.,.,1,.,1,8
GA07D,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 1-2",.,1,2,1,1,1,.,.,.,.,8,8,.,.,.,1,23
GA07E,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0",.,1,1,4,6,1,.,.,.,.,4,9,.,2,.,1,29
GA10G,"Open or Laparoscopic Cholecystectomy, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
