HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,DaisyHill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total Cost
HE11H,100,"Hip Fracture without Interventions, with CC Score 0-3",893,444,.,"8,782",878,"5,057",.,.,.,.,.,.,997,.,"7,873",.,.,"24,924"
HE11H,110,"Hip Fracture without Interventions, with CC Score 0-3","34,139",.,.,.,"32,188",.,.,"7,740",.,.,.,.,"1,966",.,.,.,"15,726","91,761"
HE11H,130,"Hip Fracture without Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,471,.,.,.,.,471
HE11H,180,"Hip Fracture without Interventions, with CC Score 0-3",.,"3,673",.,.,"11,005",.,.,.,.,.,.,.,280,.,.,.,.,"14,958"
HE11H,300,"Hip Fracture without Interventions, with CC Score 0-3","3,567","10,022",437,"1,404","8,270","2,034",515,.,"1,479",.,.,.,"43,684",.,.,.,"2,550","73,962"
HE11H,301,"Hip Fracture without Interventions, with CC Score 0-3",.,"1,120",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,120"
HE11H,302,"Hip Fracture without Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,665,.,.,.,.,.,.,665
HE11H,320,"Hip Fracture without Interventions, with CC Score 0-3",.,.,.,.,.,558,.,.,.,.,.,.,.,.,.,.,.,558
HE11H,340,"Hip Fracture without Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,453,.,.,.,.,453
HE11H,361,"Hip Fracture without Interventions, with CC Score 0-3",546,.,.,.,.,904,.,.,.,.,.,.,.,.,.,.,.,"1,450"
HE11H,400,"Hip Fracture without Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,851,.,.,.,.,851
HE11H,430,"Hip Fracture without Interventions, with CC Score 0-3",714,"7,581","1,034",.,752,"2,454",.,.,.,.,.,.,"10,159",880,.,.,.,"23,574"
HE12C,110,"Other Injury of Hip without Interventions, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,631,.,.,.,414,"1,045"
HE12C,300,"Other Injury of Hip without Interventions, with CC Score 6+",892,802,.,468,"3,383",291,.,.,.,.,.,.,"7,761",.,.,.,"4,006","17,603"
HE12C,430,"Other Injury of Hip without Interventions, with CC Score 6+",.,"1,723",.,.,.,.,.,.,.,.,.,.,"2,288",.,.,.,307,"4,318"
HE12D,100,"Other Injury of Hip without Interventions, with CC Score 3-5",.,444,.,.,439,.,.,.,.,.,.,.,.,.,.,.,.,883
HE12D,110,"Other Injury of Hip without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,631,.,.,.,828,"1,459"
HE12D,180,"Other Injury of Hip without Interventions, with CC Score 3-5",.,735,.,.,"2,001",.,.,.,.,.,.,.,841,.,.,.,.,"3,576"
HE12D,300,"Other Injury of Hip without Interventions, with CC Score 3-5","1,784","4,410",.,.,"2,631",581,.,.,370,.,344,.,"19,031",.,"2,056",.,"7,284","38,491"
HE12D,430,"Other Injury of Hip without Interventions, with CC Score 3-5",357,"1,723",.,.,.,.,.,.,.,.,.,.,"4,877",.,.,.,.,"6,957"
HE12E,100,"Other Injury of Hip without Interventions, with CC Score 0-2",446,444,.,549,439,"1,556",.,.,.,.,.,.,"2,619",.,656,.,"1,328","8,037"
HE12E,110,"Other Injury of Hip without Interventions, with CC Score 0-2","3,677",.,.,.,"1,324",.,.,.,.,.,.,.,"1,324",.,.,.,"1,655","7,979"
HE12E,180,"Other Injury of Hip without Interventions, with CC Score 0-2",.,"2,938",.,313,"20,009",.,.,.,.,.,.,.,"2,806",.,.,.,.,"26,067"
HE12E,300,"Other Injury of Hip without Interventions, with CC Score 0-2","1,784","5,613",436,468,"5,263",291,.,.,.,.,.,.,"33,145",.,.,.,"5,099","52,097"
HE12E,302,"Other Injury of Hip without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,678,.,.,.,.,.,.,678
HE12E,340,"Other Injury of Hip without Interventions, with CC Score 0-2",.,.,445,.,.,.,.,.,.,.,327,.,905,.,.,.,.,"1,677"
HE12E,430,"Other Injury of Hip without Interventions, with CC Score 0-2",357,"3,446",.,.,.,.,.,.,.,.,.,.,"13,377",.,.,.,.,"17,180"
HE12E,501,"Other Injury of Hip without Interventions, with CC Score 0-2",.,.,.,.,906,.,.,.,.,.,.,.,.,.,.,.,.,906
HE21D,300,"Knee Fracture with Single Intervention, with CC Score 0-1",.,401,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,401
HE21E,100,"Knee Fracture without Interventions, with CC Score 5+",.,.,.,.,.,389,.,.,.,.,.,.,.,.,.,.,.,389
HE21E,110,"Knee Fracture without Interventions, with CC Score 5+",525,.,.,.,.,.,.,.,.,.,.,.,631,.,.,.,.,"1,156"
HE21E,180,"Knee Fracture without Interventions, with CC Score 5+",.,.,.,.,"1,000",.,.,.,.,.,.,.,.,.,.,.,.,"1,000"
HE21E,300,"Knee Fracture without Interventions, with CC Score 5+",.,401,.,468,.,.,.,.,.,.,.,.,"1,464",.,.,.,.,"2,333"
HE21E,302,"Knee Fracture without Interventions, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,330,.,.,.,.,.,.,330
HE21E,340,"Knee Fracture without Interventions, with CC Score 5+",.,703,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,703
HE21E,361,"Knee Fracture without Interventions, with CC Score 5+",.,338,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,338
HE21F,100,"Knee Fracture without Interventions, with CC Score 2-4",.,.,.,549,.,778,.,.,.,.,.,.,.,.,.,.,.,"1,327"
HE21F,110,"Knee Fracture without Interventions, with CC Score 2-4","2,626",.,.,.,"2,647",.,.,616,.,.,.,.,"1,301",.,.,.,"1,655","8,846"
HE21F,180,"Knee Fracture without Interventions, with CC Score 2-4",.,.,.,.,"1,000",.,.,.,.,.,.,.,.,.,.,.,.,"1,000"
HE21F,300,"Knee Fracture without Interventions, with CC Score 2-4",.,802,.,468,376,581,.,.,.,.,688,.,"4,858",.,514,.,"1,457","9,744"
HE21F,340,"Knee Fracture without Interventions, with CC Score 2-4",.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
HE21F,430,"Knee Fracture without Interventions, with CC Score 2-4",.,"1,378","1,546",.,.,409,.,.,.,.,.,.,.,.,.,.,.,"3,333"
HE21G,100,"Knee Fracture without Interventions, with CC Score 0-1",.,.,.,"2,196",.,"1,556",.,.,.,.,.,.,.,.,.,.,.,"3,751"
HE21G,110,"Knee Fracture without Interventions, with CC Score 0-1","22,059",.,.,.,"13,678",.,.,"3,187",.,.,.,.,"5,194",.,.,.,"7,863","51,982"
HE21G,180,"Knee Fracture without Interventions, with CC Score 0-1",.,367,.,.,"5,002",.,.,.,.,.,223,.,.,.,.,.,.,"5,593"
HE21G,300,"Knee Fracture without Interventions, with CC Score 0-1",.,.,.,.,.,872,.,.,.,.,.,.,"2,616",.,.,.,364,"3,852"
HE21G,430,"Knee Fracture without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"2,138",.,.,.,.,"2,138"
HE22C,110,"Other Injury of Knee with Multiple Interventions, with CC Score 0-2","1,389",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,389"
HE22F,100,"Other Injury of Knee with Single Intervention, with CC Score 0-2",.,.,.,"1,421","2,090",.,.,.,.,.,.,.,.,.,.,.,.,"3,510"
HE22F,110,"Other Injury of Knee with Single Intervention, with CC Score 0-2",.,.,.,.,"1,278",.,.,.,.,.,.,.,.,.,.,.,.,"1,278"
HE22F,160,"Other Injury of Knee with Single Intervention, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,547","1,547"
HE22G,300,"Other Injury of Knee without Interventions, with CC Score 9+",.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,"2,914","3,290"
HE22H,100,"Other Injury of Knee without Interventions, with CC Score 6-8",.,444,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,444
HE22H,300,"Other Injury of Knee without Interventions, with CC Score 6-8",.,401,.,468,752,.,.,.,"1,110",.,.,.,"1,475",.,.,.,"1,457","5,663"
HE22H,430,"Other Injury of Knee without Interventions, with CC Score 6-8",357,689,.,.,.,.,.,.,.,.,.,.,535,.,.,.,.,"1,582"
HE22J,100,"Other Injury of Knee without Interventions, with CC Score 3-5",.,.,.,.,878,.,.,.,.,.,.,.,784,.,656,.,.,"2,318"
HE22J,180,"Other Injury of Knee without Interventions, with CC Score 3-5",.,.,.,.,"2,001",.,.,.,.,.,223,.,621,.,.,.,.,"2,845"
HE22J,300,"Other Injury of Knee without Interventions, with CC Score 3-5",.,802,.,.,"2,255",.,.,.,"1,110",.,344,.,"9,150",.,.,.,"3,642","17,303"
HE22J,302,"Other Injury of Knee without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,330,.,.,.,.,.,.,330
HE22J,320,"Other Injury of Knee without Interventions, with CC Score 3-5",580,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,580
HE22J,340,"Other Injury of Knee without Interventions, with CC Score 3-5",.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
HE22J,430,"Other Injury of Knee without Interventions, with CC Score 3-5",357,345,.,.,"1,129",.,.,.,.,.,.,.,"2,172",.,.,.,307,"4,309"
HE22K,100,"Other Injury of Knee without Interventions, with CC Score 0-2",893,889,.,549,"1,756",389,.,.,.,.,.,.,"1,957",.,"1,312",.,.,"7,744"
HE22K,110,"Other Injury of Knee without Interventions, with CC Score 0-2","2,101",.,.,.,"4,211",.,.,616,.,.,.,.,631,.,.,.,"1,242","8,801"
HE22K,160,"Other Injury of Knee without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,485,485
HE22K,180,"Other Injury of Knee without Interventions, with CC Score 0-2",.,"3,306",.,.,"14,006",.,.,.,.,.,446,.,"2,242",.,.,.,.,"20,000"
HE22K,300,"Other Injury of Knee without Interventions, with CC Score 0-2","1,338","4,009",429,.,"3,759",.,.,.,.,.,688,.,"11,759",.,"1,028",.,"3,642","26,652"
HE22K,302,"Other Injury of Knee without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,339,.,.,.,.,.,.,339
HE22K,340,"Other Injury of Knee without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,327,.,.,.,.,.,.,327
HE22K,361,"Other Injury of Knee without Interventions, with CC Score 0-2",546,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,546
HE22K,430,"Other Injury of Knee without Interventions, with CC Score 0-2",.,"2,757",.,.,376,.,.,.,.,.,384,.,"2,673",.,.,.,614,"6,803"
HE31C,110,"Foot Fracture with Single Intervention, with CC Score 0-1","4,166",.,.,.,"1,939",.,.,.,.,.,.,.,"3,047",.,.,.,.,"9,152"
HE31D,110,"Foot Fracture without Interventions, with CC Score 8+",525,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,525
HE31D,300,"Foot Fracture without Interventions, with CC Score 8+","1,784",401,.,.,.,.,.,.,370,.,.,.,.,.,.,.,.,"2,554"
HE31D,340,"Foot Fracture without Interventions, with CC Score 8+",.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
HE31E,110,"Foot Fracture without Interventions, with CC Score 4-7",525,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,525
HE31E,300,"Foot Fracture without Interventions, with CC Score 4-7",.,401,.,.,.,291,.,.,"1,485",.,.,.,"3,294",.,514,.,364,"6,348"
HE31E,301,"Foot Fracture without Interventions, with CC Score 4-7",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
HE31E,320,"Foot Fracture without Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,686,.,.,.,.,686
HE31E,340,"Foot Fracture without Interventions, with CC Score 4-7",.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
HE31E,430,"Foot Fracture without Interventions, with CC Score 4-7",.,"1,378",.,.,.,.,.,.,.,.,.,.,"1,077",.,.,.,.,"2,455"
HE31F,110,"Foot Fracture without Interventions, with CC Score 2-3","2,101",.,.,.,.,.,.,.,.,.,.,.,657,.,.,.,"1,242","3,999"
HE31F,180,"Foot Fracture without Interventions, with CC Score 2-3",.,.,.,.,"3,001",.,.,.,.,.,.,.,.,.,.,.,.,"3,001"
HE31F,300,"Foot Fracture without Interventions, with CC Score 2-3",.,"1,604",.,.,"1,504",581,.,.,742,.,404,.,"2,590",.,514,.,839,"8,777"
HE31F,301,"Foot Fracture without Interventions, with CC Score 2-3",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
HE31F,340,"Foot Fracture without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,457,.,.,.,.,.,.,457
HE31F,430,"Foot Fracture without Interventions, with CC Score 2-3",.,345,.,.,376,.,.,.,.,.,.,.,.,.,.,.,.,721
HE31G,100,"Foot Fracture without Interventions, with CC Score 0-1",.,.,.,549,.,.,.,.,.,.,.,.,390,.,.,.,.,939
HE31G,110,"Foot Fracture without Interventions, with CC Score 0-1","13,656",.,.,.,"9,265",.,.,653,.,.,.,.,"4,523",.,.,.,"4,552","32,650"
HE31G,170,"Foot Fracture without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,937,.,.,.,.,937
HE31G,180,"Foot Fracture without Interventions, with CC Score 0-1",.,"1,469",.,.,"9,004",.,.,.,.,.,223,.,"2,524",.,.,.,.,"13,220"
HE31G,300,"Foot Fracture without Interventions, with CC Score 0-1",446,"1,604",.,.,"1,128",.,.,.,.,.,344,.,"3,892",.,514,.,364,"8,292"
HE31G,301,"Foot Fracture without Interventions, with CC Score 0-1",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
HE31G,340,"Foot Fracture without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,653,.,.,.,.,.,.,653
HE31G,361,"Foot Fracture without Interventions, with CC Score 0-1",546,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,546
HE31G,430,"Foot Fracture without Interventions, with CC Score 0-1",.,689,.,.,.,.,.,.,.,.,.,.,.,440,.,.,.,"1,129"
HE32B,100,"Other Injury of Foot with Interventions, with CC Score 0-1",.,"1,072",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,072"
HE32B,110,"Other Injury of Foot with Interventions, with CC Score 0-1",.,.,.,.,"1,802",.,.,.,.,.,.,.,.,.,.,.,.,"1,802"
HE32C,300,"Other Injury of Foot without Intervention, with CC Score 4+",.,401,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,457","1,858"
HE32D,100,"Other Injury of Foot without Interventions, with CC Score 2-3",446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,446
HE32D,110,"Other Injury of Foot without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,414,414
HE32D,180,"Other Injury of Foot without Interventions, with CC Score 2-3",.,.,.,.,"1,000",.,.,.,.,.,.,.,.,.,.,.,.,"1,000"
HE32D,300,"Other Injury of Foot without Interventions, with CC Score 2-3",.,401,.,.,.,291,.,.,.,.,.,.,.,.,.,.,"1,093","1,784"
HE32D,430,"Other Injury of Foot without Interventions, with CC Score 2-3",.,345,.,.,.,.,.,.,.,378,.,.,.,.,.,.,.,722
HE32E,100,"Other Injury of Foot without Interventions, with CC Score 0-1",.,444,.,549,439,.,.,.,.,.,.,.,390,.,.,.,.,"1,822"
HE32E,110,"Other Injury of Foot without Interventions, with CC Score 0-1","1,050",.,.,.,882,.,.,.,.,.,.,.,635,.,.,.,"1,242","3,810"
HE32E,160,"Other Injury of Foot without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,485,485
HE32E,180,"Other Injury of Foot without Interventions, with CC Score 0-1",.,"1,102",.,627,"5,002",.,.,.,.,.,.,.,561,.,.,.,.,"7,291"
HE32E,300,"Other Injury of Foot without Interventions, with CC Score 0-1",.,"1,203",.,.,376,291,.,.,.,.,690,.,"2,562",.,.,.,364,"5,485"
HE32E,302,"Other Injury of Foot without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,330,.,.,.,.,.,.,330
HE32E,430,"Other Injury of Foot without Interventions, with CC Score 0-1",.,689,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,689
HE41A,160,Hand Fracture with Interventions,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,934","3,934"
HE41B,300,"Hand Fracture without Interventions, with CC Score 3+",446,401,.,.,.,.,.,.,.,.,.,.,"3,044",.,.,.,364,"4,255"
HE41B,301,"Hand Fracture without Interventions, with CC Score 3+",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
HE41B,302,"Hand Fracture without Interventions, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,374,.,.,.,.,.,.,374
HE41B,340,"Hand Fracture without Interventions, with CC Score 3+",.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
HE41B,430,"Hand Fracture without Interventions, with CC Score 3+",.,689,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,689
HE41C,100,"Hand Fracture without Interventions, with CC Score 1-2",.,.,.,549,.,.,.,.,.,.,.,.,.,.,656,.,.,"1,205"
HE41C,110,"Hand Fracture without Interventions, with CC Score 1-2",.,.,.,.,441,.,.,.,.,.,.,.,.,.,.,.,414,855
HE41C,160,"Hand Fracture without Interventions, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,970,970
HE41C,180,"Hand Fracture without Interventions, with CC Score 1-2",.,367,.,.,.,.,.,.,.,.,.,.,561,.,.,.,.,928
HE41C,300,"Hand Fracture without Interventions, with CC Score 1-2",446,802,.,.,.,291,.,.,.,.,344,.,"1,833",.,.,.,"1,457","5,172"
HE41C,430,"Hand Fracture without Interventions, with CC Score 1-2",.,.,.,.,.,.,786,.,.,.,.,.,.,.,.,.,.,786
HE41D,100,"Hand Fracture without Interventions, with CC Score 0",.,.,.,.,439,.,.,.,.,.,.,.,.,.,656,.,.,"1,095"
HE41D,110,"Hand Fracture without Interventions, with CC Score 0","1,050",.,.,.,"12,844",.,.,622,.,.,.,.,"1,263",.,.,.,"2,069","17,848"
HE41D,160,"Hand Fracture without Interventions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,455","1,455"
HE41D,180,"Hand Fracture without Interventions, with CC Score 0",.,"1,102",.,.,"2,001",.,.,.,.,.,223,.,"1,682",.,.,.,.,"5,008"
HE41D,300,"Hand Fracture without Interventions, with CC Score 0",446,401,.,.,.,.,.,.,.,.,.,.,"1,830",.,.,.,.,"2,677"
HE41D,430,"Hand Fracture without Interventions, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,535,.,.,.,.,535
HE42A,100,"Other Injury of Hand with Interventions, with CC Score 2+",.,"1,113",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,113"
HE42A,160,"Other Injury of Hand with Interventions, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,387","2,387"
HE42A,300,"Other Injury of Hand with Interventions, with CC Score 2+",.,401,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,401
HE42B,100,"Other Injury of Hand with Interventions, with CC Score 0-1",.,.,.,"1,427",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,427"
HE42B,160,"Other Injury of Hand with Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"31,213","31,213"
HE42C,300,"Other Injury of Hand without Interventions, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,366,.,.,.,"2,550","2,916"
HE42C,320,"Other Injury of Hand without Interventions, with CC Score 4+",.,392,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,392
HE42C,430,"Other Injury of Hand without Interventions, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,535,.,.,.,.,535
HE42D,160,"Other Injury of Hand without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,485,485
HE42D,180,"Other Injury of Hand without Interventions, with CC Score 2-3",.,"1,102",.,.,.,.,.,.,.,.,.,.,561,.,.,.,.,"1,663"
HE42D,300,"Other Injury of Hand without Interventions, with CC Score 2-3",446,802,.,.,.,.,.,.,.,.,.,.,734,.,514,.,728,"3,224"
HE42D,340,"Other Injury of Hand without Interventions, with CC Score 2-3",.,351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,351
HE42D,430,"Other Injury of Hand without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,"1,069",.,.,.,307,"1,376"
HE42E,100,"Other Injury of Hand without Interventions, with CC Score 0-1",446,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,312",.,.,"1,758"
HE42E,110,"Other Injury of Hand without Interventions, with CC Score 0-1",525,.,.,.,"1,765",.,.,.,.,.,.,.,.,.,.,.,.,"2,290"
HE42E,160,"Other Injury of Hand without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"16,949","16,949"
HE42E,180,"Other Injury of Hand without Interventions, with CC Score 0-1",.,"8,080",.,313,"18,008",.,.,.,.,.,892,.,"5,896",.,.,.,.,"33,190"
HE42E,300,"Other Injury of Hand without Interventions, with CC Score 0-1","6,688","2,806",.,.,"1,504","2,324",.,.,.,.,"1,032",.,"2,928",.,514,.,.,"17,796"
HE42E,430,"Other Injury of Hand without Interventions, with CC Score 0-1",.,689,.,.,.,.,.,.,.,.,.,.,535,.,.,.,.,"1,224"
HE51C,100,"Arm Fracture with Interventions, with CC Score 0-2",.,444,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,444
HE51C,110,"Arm Fracture with Interventions, with CC Score 0-2","1,389",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,389"
HE51D,110,"Arm Fracture without Interventions, with CC Score 9+","1,050",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,050"
HE51D,180,"Arm Fracture without Interventions, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,.,280,.,.,.,.,280
HE51D,300,"Arm Fracture without Interventions, with CC Score 9+",.,401,.,.,376,.,.,.,.,.,.,.,"1,098",.,.,.,364,"2,239"
HE51D,361,"Arm Fracture without Interventions, with CC Score 9+",.,.,"1,364",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,364"
HE51D,430,"Arm Fracture without Interventions, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,614,614
HE51E,110,"Arm Fracture without Interventions, with CC Score 6-8",525,.,.,.,.,.,.,.,.,.,.,.,632,.,.,.,.,"1,157"
HE51E,180,"Arm Fracture without Interventions, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,.,561,.,.,.,.,561
HE51E,300,"Arm Fracture without Interventions, with CC Score 6-8",.,"1,203",.,.,376,291,.,.,370,.,.,.,"8,328",.,.,.,"1,457","12,024"
HE51E,340,"Arm Fracture without Interventions, with CC Score 6-8",.,"1,054",.,.,.,.,.,.,.,.,327,.,.,.,.,.,.,"1,381"
HE51E,361,"Arm Fracture without Interventions, with CC Score 6-8",.,.,682,.,.,.,.,.,.,.,.,.,.,.,.,.,.,682
HE51E,430,"Arm Fracture without Interventions, with CC Score 6-8",.,689,"1,042",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,731"
HE51F,110,"Arm Fracture without Interventions, with CC Score 4-5",525,.,.,.,441,.,.,.,.,.,.,.,.,.,.,.,.,966
HE51F,180,"Arm Fracture without Interventions, with CC Score 4-5",.,367,.,.,"1,000",.,.,.,.,.,.,.,.,.,.,.,.,"1,368"
HE51F,300,"Arm Fracture without Interventions, with CC Score 4-5","1,338","1,604","1,286",.,752,.,.,.,742,.,690,.,"4,941",.,.,.,"2,914","14,266"
HE51F,340,"Arm Fracture without Interventions, with CC Score 4-5",.,.,.,.,.,.,.,.,.,.,327,.,.,.,.,.,.,327
HE51F,430,"Arm Fracture without Interventions, with CC Score 4-5",.,689,"1,031",.,.,.,.,.,333,.,340,.,"1,073",.,.,.,920,"4,386"
HE51G,100,"Arm Fracture without Interventions, with CC Score 2-3",.,.,.,.,.,778,.,.,.,.,.,.,393,.,656,.,.,"1,827"
HE51G,110,"Arm Fracture without Interventions, with CC Score 2-3","3,151",.,.,.,"1,324",.,.,.,.,.,.,.,"2,714",.,.,.,"1,655","8,844"
HE51G,180,"Arm Fracture without Interventions, with CC Score 2-3",.,735,.,.,"1,000",.,.,.,.,.,223,.,"1,593",.,.,.,.,"3,551"
HE51G,300,"Arm Fracture without Interventions, with CC Score 2-3","1,338","4,009",430,468,"1,128",872,.,.,"1,112",.,"1,724",.,"11,864",.,514,.,"1,821","25,279"
HE51G,302,"Arm Fracture without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,330,.,.,.,.,.,.,330
HE51G,320,"Arm Fracture without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,471,.,613,.,.,.,.,"1,084"
HE51G,340,"Arm Fracture without Interventions, with CC Score 2-3",.,351,445,.,.,.,.,.,.,.,.,.,.,.,.,.,.,796
HE51G,430,"Arm Fracture without Interventions, with CC Score 2-3",.,"1,378","1,573",.,752,.,.,.,.,378,400,.,"2,773",.,.,.,.,"7,255"
HE51G,502,"Arm Fracture without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,595,595
HE51H,100,"Arm Fracture without Interventions, with CC Score 0-1","1,339",444,.,"1,647",878,"1,556",.,.,.,.,.,.,"1,171",.,"1,968",.,443,"9,446"
HE51H,110,"Arm Fracture without Interventions, with CC Score 0-1","28,887",.,.,.,"15,442",.,.,.,.,.,.,.,"3,159",.,.,.,"9,105","56,593"
HE51H,160,"Arm Fracture without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,485,485
HE51H,180,"Arm Fracture without Interventions, with CC Score 0-1",.,"6,978",.,.,"28,013",.,.,.,.,.,"2,675",.,"9,334",.,.,.,.,"47,001"
HE51H,300,"Arm Fracture without Interventions, with CC Score 0-1","2,229","2,806",429,468,"2,631","1,453",.,.,.,.,761,.,"12,109",.,.,.,"1,093","23,979"
HE51H,340,"Arm Fracture without Interventions, with CC Score 0-1",.,351,.,.,.,.,.,.,.,.,662,.,.,.,.,.,.,"1,014"
HE51H,430,"Arm Fracture without Interventions, with CC Score 0-1",.,"1,034",.,.,376,.,.,.,.,.,378,.,"8,122",.,656,.,.,"10,566"
HE52B,100,"Other Injury of Arm with Interventions, with CC Score 0-1","1,411",.,.,.,"1,301",.,.,.,.,.,.,.,"1,997",.,.,.,.,"4,709"
HE52B,110,"Other Injury of Arm with Interventions, with CC Score 0-1","1,389",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,389"
HE52B,160,"Other Injury of Arm with Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,627","9,627"
HE52B,180,"Other Injury of Arm with Interventions, with CC Score 0-1",.,.,.,.,"1,000",.,.,.,.,.,.,.,.,.,.,.,.,"1,000"
HE52C,300,"Other Injury of Arm without Interventions, with CC Score 7+",446,401,.,.,376,.,.,.,.,.,.,.,.,.,.,.,"4,006","5,229"
HE52C,430,"Other Injury of Arm without Interventions, with CC Score 7+",.,345,.,.,376,.,.,.,.,.,.,.,.,.,.,.,.,721
