HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Average
HB24C,"Minor Knee Procedures for Non-Trauma, Category 2, without CC","1,995",.,.,.,"1,408",.,.,"2,072","2,814",.,.,"3,027",.,.,.,"1,516","2,076"
HB25D,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, with Major CC","2,387",.,.,.,.,.,.,"20,595",.,.,.,.,.,.,.,"3,497","14,711"
HB25E,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, with Intermediate CC",.,.,.,.,.,.,.,"1,822",.,.,.,"15,348",.,.,.,.,"6,330"
HB25F,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, without CC","1,947",.,.,.,"1,651",.,.,"1,992",.,.,.,"1,476",.,.,.,"1,389","1,810"
HB25H,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, with Intermediate CC",.,.,.,.,.,.,.,"1,743",.,.,.,.,.,.,.,.,"1,743"
HB25J,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, without CC",.,.,.,.,.,.,.,"1,950",.,.,.,"2,283",.,.,.,.,"1,991"
HB29Z,Minimal Knee Procedures for Non-Trauma,969,.,168,.,.,.,.,"1,369",.,.,.,.,.,.,.,.,"1,092"
HB31Z,Major Foot Procedures for Non-Trauma,"4,176",.,.,.,.,.,.,"4,783",.,.,.,"4,914",.,.,.,"1,995","4,602"
HB32A,"Intermediate Foot Procedures for Non-Trauma, Category 2, 19 years and over","3,895",.,.,.,"2,535",.,.,"3,291",.,.,.,"5,012",.,.,.,"3,649","3,480"
HB32B,"Intermediate Foot Procedures for Non-Trauma, Category 2, 18 years and under","2,340",.,.,.,.,.,.,"3,765",.,.,.,"8,334",.,.,.,.,"3,788"
HB33D,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, with CC","6,356",.,.,.,"1,767",.,.,"6,564",.,.,.,"1,771",.,.,.,"1,947","5,680"
HB33E,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, without CC","2,906",.,.,.,"1,707",.,.,"2,512",.,.,.,"2,027",.,.,.,"1,862","2,538"
HB33F,"Intermediate Foot Procedures for Non-Trauma, Category 1, 18 years and under, with CC",.,.,.,.,.,.,.,"2,258",.,.,.,"2,384",.,.,.,.,"2,308"
HB33G,"Intermediate Foot Procedures for Non-Trauma, Category 1, 18 years and under, without CC","2,317",.,.,.,.,.,.,"2,302",.,.,.,"4,323",.,.,.,.,"2,566"
HB34D,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, with CC","2,340",.,.,.,"2,066",.,.,"5,817",.,.,.,"3,124",.,.,.,"3,082","4,217"
HB34E,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, without CC","2,120",.,.,.,"1,146",.,.,"1,824",.,.,.,"2,436",.,"1,786",.,"1,070","1,787"
HB34G,"Minor Foot Procedures for Non-Trauma, Category 2, 18 years and under, without CC","1,868",.,.,.,"1,422",.,.,"1,797",.,.,.,"1,755",.,.,.,"1,219","1,707"
HB35B,"Minor Foot Procedures for Non-Trauma, Category 1, with CC","2,651",.,.,.,.,.,.,"6,242",.,.,.,"8,925",.,.,.,.,"6,061"
HB35C,"Minor Foot Procedures for Non-Trauma, Category 1, without CC","2,340",.,.,.,"1,162",.,.,"2,166",.,.,.,"2,639",.,.,.,"2,609","2,210"
HB39Z,Minimal Foot Procedures for Non-Trauma,969,.,.,.,"1,213",.,.,"1,382",.,.,.,721,.,.,.,.,"1,180"
HB51Z,"Major Hand Procedures for Non-Trauma, Category 2","5,218",.,.,.,"3,375",.,.,"2,515",.,.,.,"4,080",.,.,.,"2,460","2,810"
HB52B,"Major Hand Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,"2,104",.,.,.,.,.,.,.,"1,952","2,053"
HB52C,"Major Hand Procedures for Non-Trauma, Category 1, without CC","1,868",.,.,.,.,.,.,"2,398",.,.,.,.,.,.,.,"1,855","2,311"
HB53Z,"Intermediate Hand Procedures for Non-Trauma, Category 2","2,553",.,.,.,.,.,.,"2,855",.,.,.,"3,274",.,.,.,"2,654","2,786"
HB54B,"Intermediate Hand Procedures for Non-Trauma, Category 1, with CC","2,456",.,.,.,"2,506",.,.,"4,003",.,.,.,"4,287",.,.,.,"2,325","2,950"
HB54C,"Intermediate Hand Procedures for Non-Trauma, Category 1, without CC","2,936",.,.,.,"1,581",.,.,"2,704",.,.,.,"2,316",.,.,.,"1,835","2,495"
HB55B,"Minor Hand Procedures for Non-Trauma, Category 2, with CC","1,868",.,"2,226","1,036","2,884","1,465",.,"1,717",.,.,.,"3,193",.,.,.,"2,955","2,284"
HB55C,"Minor Hand Procedures for Non-Trauma, Category 2, without CC","2,047","1,615",.,"1,391","2,185",.,.,"1,957",.,.,.,"1,653",.,"4,062",.,"1,495","1,880"
HB56C,"Minor Hand Procedures for Non-Trauma, Category 1, without CC","1,643",.,.,.,.,.,.,"1,940",.,.,.,.,.,.,.,.,"1,791"
HB59Z,Minimal Hand Procedures for Non-Trauma,.,.,.,.,"1,213",.,.,"1,187",.,.,.,.,.,.,.,.,"1,200"
HB61B,"Major, Shoulder or Upper Arm Procedures for Non-Trauma, with CC","3,710",.,"6,495",.,"3,971",.,.,"3,854",.,.,.,"6,728",.,.,.,"4,113","3,955"
HB61C,"Major, Shoulder or Upper Arm Procedures for Non-Trauma, without CC","3,004",.,.,.,"3,637",.,.,"2,899",.,.,.,"3,435",.,.,.,"1,674","3,049"
HB62B,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, with CC","2,552",.,.,.,"3,162",.,.,"2,740",.,.,.,.,.,.,.,.,"2,765"
HB62C,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, without CC","1,761",.,.,.,"2,508",.,.,"2,242",.,.,.,"1,830",.,.,.,"1,259","2,137"
HB63Z,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma","2,537",.,.,.,"1,937",.,.,"2,147",.,.,.,"2,620",.,.,.,"2,649","2,238"
HB69Z,"Minimal, Shoulder or Upper Arm Procedures for Non-Trauma",969,.,.,.,634,.,.,"1,255",.,.,.,.,.,.,.,.,"1,074"
HB71B,"Major, Elbow or Lower Arm Procedures for Non-Trauma, with CC",.,.,.,.,.,.,.,"8,039",.,.,.,.,.,.,.,"1,634","6,758"
HB71C,"Major, Elbow or Lower Arm Procedures for Non-Trauma, without CC","8,304",.,.,.,.,.,.,"5,033",.,.,.,.,.,.,.,"1,594","5,550"
HB72Z,"Intermediate, Elbow or Lower Arm Procedures for Non-Trauma","2,001",.,.,.,"2,670",.,.,"2,558",.,.,.,"3,226",.,.,.,"1,608","2,279"
HB73Z,"Minor, Elbow or Lower Arm Procedures for Non-Trauma","2,104",.,.,.,"2,751",.,.,"2,492",.,.,.,"2,501",.,.,.,"1,684","2,338"
HB79Z,"Minimal, Elbow or Lower Arm Procedures for Non-Trauma",969,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,969
HB91Z,Other Non-Trauma Diagnosis without Procedure,"5,194",.,.,.,.,.,.,"1,647",.,.,.,"2,932",.,.,.,"1,810","2,789"
HB99Z,Other Procedures for Non-Trauma,"2,961",714,"2,871",.,"1,443",.,.,"4,327",.,.,.,"6,144",.,"3,002",.,"2,853","3,994"
HC01A,Extradural Spine Major 2 with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,"18,399",.,.,.,.,"18,399"
HC01B,Extradural Spine Major 2 with CC Score 2-4,.,.,.,.,.,.,.,"7,471",.,.,.,"17,672",.,.,.,.,"13,592"
HC01C,Extradural Spine Major 2 with CC Score 0-1,.,.,.,.,.,.,.,"6,843",.,.,.,"9,606",.,.,.,.,"7,662"
HC02D,Extradural Spine Major 1 with CC Score 5+,.,.,.,.,.,.,.,"12,936",.,.,.,"5,553",.,.,.,.,"9,244"
HC02E,Extradural Spine Major 1 with CC Score 2-4,.,.,.,.,.,.,.,"7,818",.,.,.,"7,119",.,.,.,.,"7,381"
HC02F,Extradural Spine Major 1 with CC Score 0-1,.,.,.,.,.,.,.,"5,176",.,.,.,"7,580",.,.,.,.,"6,706"
HC03D,Extradural Spine Intermediate 2 with CC Score 6+,.,.,.,.,.,.,.,"11,416",.,.,.,.,.,.,.,.,"11,416"
HC03E,Extradural Spine Intermediate 2 with CC Score 3-5,.,.,.,.,.,.,.,"5,993",.,.,.,"7,715",.,.,.,.,"7,310"
HC03F,Extradural Spine Intermediate 2 with CC Score 0-2,.,.,.,.,.,.,.,"4,118",.,.,.,"6,300",.,.,.,"3,823","5,554"
HC04D,Extradural Spine Intermediate 1 with CC Score 5+,.,.,.,.,.,.,.,"4,880",.,.,.,"14,128",.,.,.,.,"7,192"
HC04E,Extradural Spine Intermediate 1 with CC Score 2-4,.,.,.,.,.,.,.,"3,466",.,.,.,"5,891",.,.,.,.,"4,505"
HC04F,Extradural Spine Intermediate 1 with CC Score 0-1,.,.,.,.,.,.,.,"2,988",.,.,.,"4,984",.,.,.,.,"3,265"
HC05D,Extradural Spine Minor 2 with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,"4,828",.,.,.,.,"4,828"
HC05F,Extradural Spine Minor 2 with CC Score 0-1,.,.,.,.,.,.,.,"1,900",.,.,.,"3,239",.,799,.,.,"2,057"
HC07A,Intradural Spine Major with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"7,828",.,.,.,.,"7,828"
HC07B,Intradural Spine Major with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"8,571",.,.,.,.,"8,571"
HC12Z,Intradural Spine Minor 1,762,609,.,.,867,588,"1,134",.,843,.,.,"1,156",.,668,.,"1,048","1,071"
HC20E,"Vertebral Column Injury without Procedure, with CC Score 3-5",.,.,.,.,.,.,.,"11,172",.,.,.,.,.,.,.,.,"11,172"
HC20G,"Vertebral Column Injury without Procedure, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,"4,056",.,.,.,.,"4,056"
HC26D,"Scoliosis or Other Spinal Deformity, with CC Score 3+",.,.,.,.,.,.,.,.,"3,658",.,.,.,.,.,.,.,"3,658"
HC26E,"Scoliosis or Other Spinal Deformity, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,"1,495",.,.,.,.,"1,495"
HC26F,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,352","2,352"
HC27F,Degenerative Spinal Conditions with CC Score 3-5,.,.,.,.,.,.,"4,748",588,.,.,.,"4,609",.,.,.,.,"3,962"
HC27G,Degenerative Spinal Conditions with CC Score 0-2,492,374,.,454,"1,318",.,.,"2,005",.,.,.,"1,720",.,573,.,.,"1,440"
HC28F,Spinal Cord Conditions with CC Score 3-4,.,.,"2,235",.,.,.,.,.,.,.,.,"7,751",.,.,.,.,"5,913"
HC28G,Spinal Cord Conditions with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"2,447",.,.,.,.,"2,447"
HC29A,Inflammatory Spinal Conditions with CC Score 2+,.,.,.,.,.,.,.,"9,992",.,.,.,.,.,.,.,.,"9,992"
HC29B,Inflammatory Spinal Conditions with CC Score 0-1,.,.,.,.,"1,318",.,.,"2,978",.,.,.,.,.,.,.,.,"2,770"
HC30D,Spinal Tumours with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"9,903",.,.,.,.,"9,903"
HC30E,Spinal Tumours with CC Score 0-1,.,.,707,.,.,.,.,.,.,.,.,.,.,.,.,.,707
HC31F,Spinal Infection with CC Score 1-3,737,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,737
HC32E,Low Back Pain with CC Score 3-5,457,.,.,.,.,.,.,"1,118",.,.,.,.,.,.,.,.,787
HC32F,Low Back Pain with CC Score 0-2,457,.,525,.,.,.,.,.,"2,195",.,.,"3,547",.,.,.,455,"1,436"
HC40A,Complex Spinal Reconstructive Surgery with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"19,442",.,.,.,.,"19,442"
HC40B,Complex Spinal Reconstructive Surgery with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"18,874",.,.,.,.,"18,874"
HC41A,Major Spinal Reconstructive Surgery with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"13,598",.,.,.,.,"13,598"
HC41B,Major Spinal Reconstructive Surgery with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"14,712",.,.,.,.,"14,712"
HC42Z,Intermediate Spinal Reconstructive Surgery,.,.,.,.,.,.,.,.,.,.,.,"11,898",.,.,.,.,"11,898"
HC43Z,Minor Spinal Reconstructive Surgery,.,.,.,.,.,.,.,"8,718",.,.,.,.,.,.,.,.,"8,718"
HD21F,Soft Tissue Disorders with CC Score 6-8,.,.,.,.,"15,768",.,.,"5,245",.,.,.,"5,413",.,.,.,.,"7,383"
HD21G,Soft Tissue Disorders with CC Score 3-5,.,.,707,.,.,.,"3,165","3,234",.,.,.,.,.,.,.,"1,634","2,395"
HD21H,Soft Tissue Disorders with CC Score 0-2,798,.,.,.,"1,249",.,.,671,.,.,.,"2,402",.,647,.,"1,439","1,246"
HD23D,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 12+",.,884,.,.,.,.,.,"13,838",.,.,.,.,.,.,.,.,"7,361"
HD23E,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 9-11",.,"3,163",.,.,.,.,.,"5,692",.,.,.,.,.,.,.,.,"5,497"
HD23F,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 7-8",.,.,.,.,.,.,.,"4,502",.,.,.,.,.,.,.,.,"4,502"
HD23G,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 5-6",.,"1,186","1,278",.,.,.,.,"3,318",.,.,.,.,.,.,.,.,"2,708"
HD23H,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",.,"1,159",728,.,"3,759",.,.,"3,192","1,928",.,.,.,.,.,.,"1,834","2,869"
HD23J,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2","2,644",971,"1,748","1,361","1,606","3,213",.,"2,319",.,.,.,948,.,.,.,734,"2,004"
HD24D,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 12+",.,.,.,.,.,.,.,"1,647",.,.,.,.,.,.,.,"8,048","3,781"
HD24E,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 8-11",.,.,288,.,.,.,.,"5,215","4,728",.,.,.,.,.,.,367,"2,602"
HD24F,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",693,.,"1,237",.,"1,951",.,.,"4,516",.,.,.,"3,384",.,.,.,"2,045","2,081"
HD24G,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",770,395,"2,573",.,"1,420",.,.,"1,794",.,.,.,"3,335",.,.,.,"2,697","1,531"
HD24H,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1","1,298",419,.,.,846,.,.,"1,835",.,.,.,"2,654",.,.,.,"1,921","1,729"
HD25D,"Infections of Bones or Joints, with CC Score 13+",.,"5,286",.,.,.,.,.,"14,634",.,.,.,.,.,.,.,.,"9,960"
HD25E,"Infections of Bones or Joints, with CC Score 9-12",.,707,.,.,.,.,.,"6,018",.,.,.,"4,865",.,.,.,696,"1,493"
HD25F,"Infections of Bones or Joints, with CC Score 5-8",.,"1,581",.,.,.,.,.,"8,691",.,.,.,"4,597",.,.,.,.,"5,490"
HD25G,"Infections of Bones or Joints, with CC Score 2-4","2,078",.,668,.,"7,847",.,.,648,.,.,.,.,.,.,.,400,"2,286"
HD25H,"Infections of Bones or Joints, with CC Score 0-1",.,.,"2,100",.,.,.,.,"3,154",.,.,.,.,.,.,.,.,"2,627"
HD26E,"Musculoskeletal Signs or Symptoms, with CC Score 8-11",.,"3,977",.,.,.,.,.,"5,786",.,.,.,.,.,.,.,.,"5,183"
HD26F,"Musculoskeletal Signs or Symptoms, with CC Score 4-7","4,934",.,.,.,.,.,.,.,.,.,.,"2,488",.,.,.,.,"4,119"
HD26G,"Musculoskeletal Signs or Symptoms, with CC Score 0-3","2,078",395,.,.,.,.,.,588,.,.,.,.,.,"1,786",.,"2,561","1,482"
HD39G,Pathological Fractures with CC Score 3-5,.,.,.,.,.,.,.,"9,211",.,.,.,"7,898",.,.,.,980,"4,767"
HD39H,Pathological Fractures with CC Score 0-2,"1,039",.,.,.,.,.,.,.,.,.,.,.,.,.,.,400,720
HD40E,"Malignancy of Bone or Connective Tissue, with CC Score 8-11",.,.,"11,903",.,.,.,.,"12,230",.,.,.,.,.,.,.,"2,352","8,828"
HD40F,"Malignancy of Bone or Connective Tissue, with CC Score 5-7",.,.,"2,223",.,.,.,.,.,.,.,.,.,.,.,.,"3,911","3,067"
HD40G,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",438,.,"4,104",.,"3,381",.,.,"11,172",.,.,.,"5,740",.,.,.,"4,276","4,247"
HD40H,"Malignancy of Bone or Connective Tissue, with CC Score 0-1",.,.,"1,428",.,.,.,.,"1,255",.,.,.,.,.,.,.,"2,624","1,591"
HR07A,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 22 or less","9,635",.,.,.,"8,132",.,.,"5,471",.,.,.,"3,948",.,.,.,"1,862","6,238"
HR07B,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 23-60","10,694",.,.,.,"8,753",.,.,"8,093",.,.,.,"8,586",.,.,.,"1,836","8,918"
HR07C,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 61 or more","12,584",.,.,.,"13,433",.,.,"9,315",.,.,.,.,.,.,.,"6,799","9,762"
HR08A,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 22 or less","3,093",.,.,.,"4,411",.,.,"4,575",.,.,.,"4,330",.,.,.,"3,095","4,226"
HR08B,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 23-60","9,641",.,.,.,"3,765",.,.,"6,016",.,.,.,"2,555",.,.,.,"4,614","5,934"
HR08C,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 61 or more",.,.,.,.,.,.,.,"8,098",.,.,.,.,.,.,.,.,"8,098"
HR09A,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 22 or less",.,.,.,.,"3,439",.,.,"4,878",.,.,.,"4,812",.,.,.,.,"4,711"
HR09B,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 23-60","18,108",.,.,.,"10,033",.,.,"5,142",.,.,.,"4,681",.,.,.,.,"7,232"
HR09C,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 61 or more",.,.,.,.,"10,190",.,.,"19,049",.,.,.,"26,647",.,.,.,.,"20,443"
JA12D,"Malignant Breast Disorders with Interventions, with CC Score 7+",.,.,"12,724",.,.,.,.,.,.,.,.,.,.,.,.,.,"12,724"
JA12E,"Malignant Breast Disorders with Interventions, with CC Score 3-6",.,.,"2,224","13,440",.,.,.,.,.,.,.,.,.,.,.,"3,102","4,819"
JA12F,"Malignant Breast Disorders with Interventions, with CC Score 0-2",.,.,"2,402",.,.,.,.,.,.,.,.,574,.,.,.,"3,120","2,304"
JA12G,"Malignant Breast Disorders without Interventions, with CC Score 9+",.,.,"16,571",.,.,.,.,.,.,.,.,.,.,.,.,.,"16,571"
JA12H,"Malignant Breast Disorders without Interventions, with CC Score 6-8",.,.,"8,269",.,.,.,.,.,.,.,.,.,.,.,.,.,"8,269"
JA12J,"Malignant Breast Disorders without Interventions, with CC Score 4-5","1,140",.,"7,506",.,"1,971",.,.,.,.,.,.,.,.,.,.,455,"5,302"
JA12K,"Malignant Breast Disorders without Interventions, with CC Score 2-3",.,.,"5,646",.,"1,284",.,.,.,.,.,.,.,.,.,.,"3,409","4,542"
JA12L,"Malignant Breast Disorders without Interventions, with CC Score 0-1",.,"2,260",831,.,"1,314",.,.,.,.,.,.,.,.,.,.,455,"1,015"
JA13A,Non-Malignant Breast Disorders with Interventions,"1,311","3,335",.,.,.,.,.,.,.,.,.,.,.,"1,872",.,.,"2,463"
JA13C,"Non-Malignant Breast Disorders without Interventions, with CC Score 0-3",457,"1,808",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,132"
JA18Z,Unilateral Minor Breast Procedures,"1,311","1,399","1,717","3,898","1,377",.,.,.,.,.,.,.,.,.,.,"1,185","1,616"
JA19Z,Bilateral Minor Breast Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,352","2,352"
JA20D,Unilateral Major Breast Procedures with CC Score 6+,"3,680","3,719","4,365",.,.,"4,256",.,.,.,.,.,.,.,.,.,"3,843","3,884"
JA20E,Unilateral Major Breast Procedures with CC Score 3-5,"3,241","3,407","3,516",.,"3,626",.,.,.,.,.,.,.,.,.,.,"2,530","3,160"
JA20F,Unilateral Major Breast Procedures with CC Score 0-2,"2,755","2,719","3,158","3,051","2,924","2,874",.,.,.,.,.,"3,443",.,.,.,"2,476","2,849"
JA21A,Bilateral Major Breast Procedures with CC Score 1+,"3,920","4,911","5,126",.,"5,089",.,.,.,.,.,.,"3,406",.,.,.,"3,927","4,736"
JA21B,Bilateral Major Breast Procedures with CC Score 0,"3,684","3,551","4,251",.,"5,240",.,.,.,.,.,.,"4,596",.,.,.,"3,722","4,210"
JA24D,Unilateral Intermediate Breast Procedures with CC Score 6+,"1,978",.,"9,473",.,.,.,.,.,.,.,.,.,.,"2,127",.,"1,567","3,424"
JA24E,Unilateral Intermediate Breast Procedures with CC Score 3-5,"1,908","1,903","2,261",.,"2,219",.,.,.,.,.,.,.,.,.,.,"2,006","2,088"
JA24F,Unilateral Intermediate Breast Procedures with CC Score 0-2,"1,958","2,082","2,338","1,386","1,954","1,137",.,.,.,"1,913",.,"2,459",.,.,.,"1,706","2,049"
JA25Z,Bilateral Intermediate Breast Procedures,"1,738","3,302","2,391",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,351"
JA30Z,Unilateral Delayed Pedicled Myocutaneous Breast Reconstruction,"9,413","7,868","5,732",.,"11,262",.,.,.,.,.,.,.,.,.,.,"5,913","7,761"
JA31Z,Bilateral Delayed Pedicled Myocutaneous Breast Reconstruction,.,.,"9,730",.,.,.,.,.,.,.,.,"7,137",.,.,.,"5,830","6,872"
JA32Z,Unilateral Excision of Breast with Immediate Pedicled Myocutaneous Flap Reconstruction,.,"6,556","11,138",.,"7,325",.,.,.,.,.,.,.,.,.,.,"4,935","7,447"
JA33Z,Bilateral Excision of Breast with Immediate Pedicled Myocutaneous Flap Reconstruction,"9,413","12,995","10,828",.,"7,199",.,.,.,.,.,.,.,.,.,.,"7,303","9,166"
JA34Z,Unilateral Delayed Free Perforator Flap Breast Reconstruction,.,"4,830",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,392","4,538"
JA36Z,Unilateral Excision of Breast with Immediate Free Perforator Flap Reconstruction,"9,632",.,"10,899",.,"11,899",.,.,.,.,.,.,.,.,.,.,"3,897","8,003"
JA37Z,Bilateral Excision of Breast with Immediate Free Perforator Flap Reconstruction,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,744","7,744"
JA38A,"Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 5+","4,369","8,601","5,632",.,"5,100","8,457",.,.,.,.,.,.,.,.,.,"3,717","5,250"
JA38B,"Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 2-4","3,765","3,738","5,076",.,"4,474","4,130",.,.,.,.,.,.,.,.,.,"3,105","4,037"
JA38C,"Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 0-1","3,418","3,681","4,824",.,"4,670","4,915",.,.,.,.,.,.,.,.,.,"2,348","3,934"
JA39Z,Bilateral Major Breast Procedures with Lymph Node Clearance,"4,101","6,900","7,877",.,"7,210",.,.,.,.,.,.,.,.,.,.,"3,543","6,104"
JA40Z,Unilateral Therapeutic Mammoplasty,.,"1,987",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,987"
JA41Z,Bilateral Therapeutic Mammoplasty,.,.,"4,431",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,431"
JB32A,Minor Burn (TBSA of less than 20%) with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,"4,662",.,.,.,.,"4,662"
JB32B,Minor Burn (TBSA of less than 20%) with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,"7,852",.,.,.,.,"7,852"
JB32C,Minor Burn (TBSA of less than 20%) without Skin Procedure,457,.,.,.,.,.,.,.,.,.,.,"1,131",.,.,.,.,906
JB33A,Other Burn with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,"5,059",.,.,.,.,"5,059"
JB33B,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,"11,799",.,.,"2,150",.,.,.,.,"8,583"
JB33C,Other Burn without Skin Procedure,.,.,"1,928",.,.,.,.,.,.,.,433,"2,354",.,.,.,"1,976","1,965"
JC40Z,Multiple Major Skin Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"18,273","18,273"
JC41Z,Major Skin Procedures,"3,777",.,"7,038",.,.,.,.,.,.,"6,493",.,"6,098",.,"2,355",.,"6,768","6,257"
JC42A,"Intermediate Skin Procedures, 13 years and over","1,730","1,319","1,773","1,298","1,097","1,512",.,"1,485",.,655,.,"2,467",.,"2,216",.,"1,720","1,785"
JC42B,"Intermediate Skin Procedures, 12 years and under","1,968",.,.,.,.,.,.,"1,905",.,.,.,"2,675",.,.,.,"1,407","1,960"
JC43A,"Minor Skin Procedures, 13 years and over","1,374",.,"1,348",.,"1,421",.,.,"1,732",.,.,.,"1,809",.,"1,928",.,"1,278","1,491"
JC43B,"Minor Skin Procedures, 12 years and under","1,432",.,.,.,"1,336",810,.,"1,431",.,.,433,"2,651",.,"2,355",.,998,"1,112"
JD07A,"Skin Disorders with Interventions, with CC Score 12+",.,.,"20,361",.,.,.,.,"43,520",.,.,.,.,.,.,.,.,"31,940"
JD07B,"Skin Disorders with Interventions, with CC Score 8-11",.,.,.,.,"3,759",.,.,"18,193",.,.,.,"7,117",.,.,.,"2,963","5,175"
JD07C,"Skin Disorders with Interventions, with CC Score 4-7","2,721","1,579","3,764","1,098","3,759",.,.,"7,356",.,.,.,"6,722",.,"6,048",.,"2,834","4,108"
JD07D,"Skin Disorders with Interventions, with CC Score 0-3","1,751","2,064","3,225","1,104","2,549","1,923",.,"2,427",.,"1,246",.,"4,235",.,"1,786",.,"2,521","2,812"
JD07F,"Skin Disorders without Interventions, with CC Score 14-18",.,"3,536",.,.,.,.,.,"5,215",.,.,.,.,.,.,.,.,"4,375"
JD07G,"Skin Disorders without Interventions, with CC Score 10-13",.,"3,456",.,.,.,.,.,.,.,.,.,"4,360",.,647,.,"1,201","2,090"
JD07H,"Skin Disorders without Interventions, with CC Score 6-9","1,352","3,659","3,854",.,"3,954",.,.,"9,725",.,.,.,"4,181",.,753,.,"3,636","3,854"
JD07J,"Skin Disorders without Interventions, with CC Score 2-5","1,803","1,830","3,073",.,"2,578","1,105",.,"2,247",.,.,.,"2,453",.,647,.,"1,949","2,567"
JD07K,"Skin Disorders without Interventions, with CC Score 0-1","1,694","3,364","2,177",.,"2,187",.,.,.,.,687,.,"1,316",.,"2,516",.,777,"1,907"
KA03C,Parathyroid Procedures with CC Score 2+,"3,375",.,"4,686",.,"3,246",.,.,.,.,.,.,"2,841",.,"5,340",.,"2,935","3,316"
KA03D,Parathyroid Procedures with CC Score 0-1,"4,100",.,"3,842",.,"3,584",.,.,.,.,.,.,"2,719",.,"4,046",.,"3,063","3,061"
