HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tryone,SouthWestAcute,Tyrone County,Ulster,N. Ireland Unit Cost,
HC27J,400,"Degenerative Spinal Conditions with Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"3,690",.,.,.,.,"3,690",
HC27J,410,"Degenerative Spinal Conditions with Interventions, with CC Score 0-2",.,.,.,.,.,.,.,"2,051",.,.,.,.,.,.,.,.,.,"2,051",
HC27L,101,"Degenerative Spinal Conditions without Interventions, with CC Score 6-8",.,.,.,.,"4,566",.,.,.,.,.,.,.,.,.,.,.,.,"4,566",
HC27M,120,"Degenerative Spinal Conditions without Interventions, with CC Score 3-5",.,"6,500",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,500",
HC27M,361,"Degenerative Spinal Conditions without Interventions, with CC Score 3-5",.,"1,519",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,519",
HC27M,800,"Degenerative Spinal Conditions without Interventions, with CC Score 3-5",.,.,593,.,.,.,.,.,.,.,.,.,.,.,.,.,.,593,
HC27N,100,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2",446,"1,777",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,112",
HC27N,101,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2",.,.,621,.,.,.,.,.,.,.,.,.,.,.,.,.,.,621,
HC27N,110,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,"1,661",.,.,.,.,861,.,.,.,.,"1,361",
HC27N,120,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2","1,193",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,193",
HC27N,150,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"1,127",.,.,.,.,"1,127",
HC27N,300,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2",446,.,434,.,940,.,.,.,.,.,.,.,.,.,.,.,.,608,
HC27N,303,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2",.,.,"2,265",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,265",
HC27N,410,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,"1,959",.,.,.,.,.,.,.,.,.,"1,959",
HC27N,430,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2",.,.,.,.,.,"1,636",.,.,.,.,.,.,.,.,.,.,.,"1,636",
HC28H,101,Spinal Cord Conditions with Interventions,.,.,"1,750",.,"2,110",.,.,.,.,.,.,.,.,.,.,.,.,"1,930",
HC28H,150,Spinal Cord Conditions with Interventions,.,.,.,.,.,.,.,.,.,.,.,.,"3,018",.,.,.,.,"3,018",
HC28H,320,Spinal Cord Conditions with Interventions,.,.,.,"30,819",.,.,.,.,.,.,.,.,.,.,.,.,.,"30,819",
HC28H,400,Spinal Cord Conditions with Interventions,.,.,.,.,.,.,.,.,.,.,.,.,"10,307",.,.,.,.,"10,307",
HC28M,110,"Spinal Cord Conditions without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"4,916",.,.,.,.,"4,916",
HC28M,150,"Spinal Cord Conditions without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"3,236",.,.,.,.,"3,236",
HC28M,400,"Spinal Cord Conditions without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,673,.,.,.,.,673,
HC29A,410,Inflammatory Spinal Conditions with CC Score 2+,.,.,.,.,.,.,.,"3,654",.,.,.,.,.,.,.,.,.,"3,654",
HC29B,100,Inflammatory Spinal Conditions with CC Score 0-1,.,.,.,.,"1,756",.,.,.,.,.,.,.,.,.,.,.,.,"1,756",
HC29B,410,Inflammatory Spinal Conditions with CC Score 0-1,.,.,.,.,.,.,.,"2,932",.,.,.,.,.,.,.,.,.,"2,932",
HC31J,350,"Spinal Infection with Interventions, with CC Score 0-5",.,.,.,.,.,.,.,.,.,.,.,.,"27,115",.,.,.,.,"27,115",
HC31J,410,"Spinal Infection with Interventions, with CC Score 0-5",.,.,.,.,.,.,.,"12,352",.,.,.,.,.,.,.,.,.,"12,352",
HC32G,300,Low Back Pain with Interventions,.,.,"2,476",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,476",
HC32G,410,Low Back Pain with Interventions,.,.,.,.,.,.,.,"2,426",.,.,.,.,.,.,.,.,.,"2,426",
HC32H,303,"Low Back Pain without Interventions, with CC Score 6+",.,.,"1,510",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,510",
HC32H,361,"Low Back Pain without Interventions, with CC Score 6+",.,.,"1,239",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,239",
HC32J,300,"Low Back Pain without Interventions, with CC Score 3-5",.,"1,002",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,002",
HC32J,303,"Low Back Pain without Interventions, with CC Score 3-5",.,.,"2,168",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,168",
HC32K,100,"Low Back Pain without Interventions, with CC Score 0-2",446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,446,
HC32K,101,"Low Back Pain without Interventions, with CC Score 0-2",.,.,.,.,"1,713",.,.,.,.,.,.,.,.,.,.,.,.,"1,713",
HC32K,110,"Low Back Pain without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,"2,547",.,.,.,.,.,.,.,.,.,"2,547",
HC50B,110,"Very Complex Instrumented Correction of Spinal Deformity, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"16,638",.,.,.,.,"16,638",
HC51D,110,"Complex Instrumented Correction of Spinal Deformity, 18 years and under, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,"18,764",.,.,.,.,"18,764",
HC51E,110,"Complex Instrumented Correction of Spinal Deformity, 18 years and under, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,"17,498",.,.,.,.,"17,498",
HC52C,110,Complex Spinal Reconstructive Procedures with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,"12,732",.,.,.,.,"12,732",
HC52D,110,Complex Spinal Reconstructive Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"13,309",.,.,.,.,"13,309",
HC53A,110,Very Major Spinal Reconstructive Procedures with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,"20,570",.,.,.,.,"20,570",
HC53B,110,Very Major Spinal Reconstructive Procedures with CC Score 2-3,.,.,.,.,.,.,.,"15,566",.,.,.,.,"11,702",.,.,.,.,"14,278",
HC53C,110,Very Major Spinal Reconstructive Procedures with CC Score 0-1,.,.,.,.,.,.,.,"10,081",.,.,.,.,"15,232",.,.,.,.,"13,025",
HC54A,110,Major Spinal Reconstructive Procedures with CC Score 4+,.,.,.,.,.,.,.,"10,631",.,.,.,.,.,.,.,.,.,"10,631",
HC54B,110,Major Spinal Reconstructive Procedures with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,"8,320",.,.,.,.,"8,320",
HC54B,150,Major Spinal Reconstructive Procedures with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,"19,882",.,.,.,.,"19,882",
HC54C,110,Major Spinal Reconstructive Procedures with CC Score 0-1,.,.,.,.,.,.,.,"12,589",.,.,.,.,"8,158",.,.,.,.,"10,127",
HC54C,150,Major Spinal Reconstructive Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"10,779",.,.,.,.,"10,779",
HC60B,110,Very Complex Extradural Spinal Procedures with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,"15,329",.,.,.,.,"15,329",
HC60B,150,Very Complex Extradural Spinal Procedures with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,"7,386",.,.,.,.,"7,386",
HC60C,110,Very Complex Extradural Spinal Procedures with CC Score 0-1,.,.,.,.,.,.,.,"15,104",.,.,.,.,"12,285",.,.,.,.,"12,912",
HC60C,150,Very Complex Extradural Spinal Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"7,243",.,.,.,.,"7,243",
HC61A,110,Complex Extradural Spinal Procedures with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,"7,327",.,.,.,.,"7,327",
HC61B,110,Complex Extradural Spinal Procedures with CC Score 2-3,.,.,.,.,.,.,.,"11,259",.,.,.,.,"8,202",.,.,.,.,"9,076",
HC61B,150,Complex Extradural Spinal Procedures with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,"10,715",.,.,.,.,"10,715",
HC61C,110,Complex Extradural Spinal Procedures with CC Score 0-1,.,.,.,.,.,.,.,"13,540",.,.,.,.,"11,957",.,.,.,.,"12,409",
HC61C,150,Complex Extradural Spinal Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"8,486",.,.,.,.,"8,486",
HC62A,110,Very Major Extradural Spinal Procedures with CC Score 4+,.,.,.,.,.,.,.,"19,085",.,.,.,.,"8,789",.,.,.,.,"15,653",
HC62A,150,Very Major Extradural Spinal Procedures with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,"19,659",.,.,.,.,"19,659",
HC62B,110,Very Major Extradural Spinal Procedures with CC Score 2-3,.,.,.,.,.,.,.,"11,321",.,.,.,.,"7,261",.,.,.,.,"9,001",
HC62B,150,Very Major Extradural Spinal Procedures with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,"9,254",.,.,.,.,"9,254",
HC62C,110,Very Major Extradural Spinal Procedures with CC Score 0-1,.,.,.,.,.,.,.,"7,974",.,.,.,.,"6,458",.,.,.,.,"7,249",
HC62C,150,Very Major Extradural Spinal Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"8,064",.,.,.,.,"8,064",
HC63A,110,Major Extradural Spinal Procedures with CC Score 4+,.,.,.,.,.,.,.,"5,790",.,.,.,.,"6,909",.,.,.,.,"6,536",
HC63A,150,Major Extradural Spinal Procedures with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,"9,139",.,.,.,.,"9,139",
HC63B,110,Major Extradural Spinal Procedures with CC Score 2-3,.,.,.,.,.,.,.,"5,976",.,.,.,.,"6,586",.,.,.,.,"6,087",
HC63B,150,Major Extradural Spinal Procedures with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,"10,917",.,.,.,.,"10,917",
HC63C,110,Major Extradural Spinal Procedures with CC Score 0-1,.,.,.,.,.,.,.,"3,533",.,.,.,.,"5,236",.,.,.,.,"4,042",
HC63C,150,Major Extradural Spinal Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"7,661",.,.,.,.,"7,661",
HC64A,110,Intermediate Extradural Spinal Procedures with CC Score 4+,.,.,.,.,.,.,.,"3,963",.,.,.,.,"7,961",.,.,.,.,"4,363",
HC64A,150,Intermediate Extradural Spinal Procedures with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,"7,219",.,.,.,.,"7,219",
HC64B,110,Intermediate Extradural Spinal Procedures with CC Score 2-3,.,.,.,.,.,.,.,"3,714",.,.,.,.,"5,136",.,.,.,.,"4,188",
HC64B,150,Intermediate Extradural Spinal Procedures with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,"8,360",.,.,.,.,"8,360",
HC64B,400,Intermediate Extradural Spinal Procedures with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,"12,540",.,.,.,.,"12,540",
HC64C,110,Intermediate Extradural Spinal Procedures with CC Score 0-1,.,.,.,.,.,.,.,"2,833",.,.,.,.,"3,243",.,.,.,.,"2,893",
HC64C,150,Intermediate Extradural Spinal Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"6,837",.,.,.,.,"6,837",
HC65Z,100,Minor Extradural Spinal Procedures,.,.,.,"1,047",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,047",
HC65Z,110,Minor Extradural Spinal Procedures,.,.,.,.,.,.,.,"1,642",.,.,.,.,.,.,.,.,.,"1,642",
HC70A,150,Complex Intradural Spinal Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,"10,857",.,.,.,.,"10,857",
HC70B,150,Complex Intradural Spinal Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"9,403",.,.,.,.,"9,403",
HC71Z,150,Major Intradural Spinal Procedures,.,.,.,.,.,.,.,.,.,.,.,.,"4,956",.,.,.,.,"4,956",
HC72A,300,"Diagnostic Spinal Puncture, 19 years and over",446,.,.,468,.,.,.,.,.,.,.,.,367,.,.,.,.,434,
HC72A,400,"Diagnostic Spinal Puncture, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,859,.,.,.,.,859,
HC72A,430,"Diagnostic Spinal Puncture, 19 years and over",.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,.,376,
HC72B,420,"Diagnostic Spinal Puncture, between 6 and 18 years",745,.,.,.,902,.,.,.,.,.,.,.,.,.,"1,166",.,.,889,
HC72B,421,"Diagnostic Spinal Puncture, between 6 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"1,507",.,.,.,.,"1,507",
HC72C,350,"Diagnostic Spinal Puncture, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,.,704,.,.,.,.,704,
HC72C,420,"Diagnostic Spinal Puncture, 5 years and under",745,558,.,.,.,.,.,.,.,.,.,.,689,.,.,.,.,638,
HC72C,421,"Diagnostic Spinal Puncture, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,516",.,.,.,.,"1,516",
HD21D,361,Soft Tissue Disorders with CC Score 12+,.,.,866,.,.,.,.,.,.,.,.,.,.,.,.,.,.,866,
HD21D,410,Soft Tissue Disorders with CC Score 12+,.,.,.,.,.,.,.,"2,041",.,.,.,.,.,.,.,.,.,"2,041",
HD21E,300,Soft Tissue Disorders with CC Score 9-11,.,.,.,.,.,.,.,.,"9,988",.,.,.,.,.,.,.,.,"9,988",
HD21E,410,Soft Tissue Disorders with CC Score 9-11,.,.,.,.,.,.,.,"4,619",.,.,.,.,.,.,.,.,.,"4,619",
HD21F,101,Soft Tissue Disorders with CC Score 6-8,.,.,.,.,"1,245",.,.,.,.,.,.,.,.,.,.,.,.,"1,245",
HD21F,300,Soft Tissue Disorders with CC Score 6-8,.,"3,207",.,.,.,.,515,.,.,.,.,.,.,.,.,.,.,"1,861",
HD21F,410,Soft Tissue Disorders with CC Score 6-8,.,.,.,.,.,.,.,"4,781",.,.,.,.,.,.,.,.,.,"4,781",
HD21G,100,Soft Tissue Disorders with CC Score 3-5,928,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,928,
HD21G,101,Soft Tissue Disorders with CC Score 3-5,.,.,"1,915",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,915",
HD21G,110,Soft Tissue Disorders with CC Score 3-5,525,.,.,.,"5,736",.,.,"3,768",.,.,.,.,.,.,.,.,.,"3,343",
HD21G,150,Soft Tissue Disorders with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,"3,349",.,.,.,.,"3,349",
HD21G,300,Soft Tissue Disorders with CC Score 3-5,446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,185","1,316",
HD21G,303,Soft Tissue Disorders with CC Score 3-5,"1,129",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,129",
HD21G,410,Soft Tissue Disorders with CC Score 3-5,.,.,.,.,.,.,.,"2,352",.,.,.,.,.,.,.,.,.,"2,352",
HD21H,100,Soft Tissue Disorders with CC Score 0-2,446,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,031",.,.,975,
HD21H,110,Soft Tissue Disorders with CC Score 0-2,669,.,.,.,"1,470",.,.,"1,453",.,.,.,.,.,.,.,.,650,"1,105",
HD21H,140,Soft Tissue Disorders with CC Score 0-2,877,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,877,
HD21H,160,Soft Tissue Disorders with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,660","1,660",
HD21H,300,Soft Tissue Disorders with CC Score 0-2,446,401,.,.,376,.,.,.,.,.,.,.,.,.,514,.,.,425,
HD21H,320,Soft Tissue Disorders with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,498,.,498,
HD21H,400,Soft Tissue Disorders with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,854,.,.,.,.,854,
HD21H,410,Soft Tissue Disorders with CC Score 0-2,.,.,.,.,.,.,.,615,.,.,.,.,.,.,.,.,.,615,
HD21H,502,Soft Tissue Disorders with CC Score 0-2,.,.,552,.,.,.,.,.,.,.,.,.,.,.,.,.,.,552,
HD23D,410,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 12+",.,.,.,.,.,.,.,"4,566",.,.,.,.,.,.,.,.,.,"4,566",
HD23E,172,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,.,929,.,.,.,.,929,
HD23E,361,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,060","5,060",
HD23E,410,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 9-11",.,.,.,.,.,.,.,"2,748",.,.,.,.,.,.,.,.,.,"2,748",
HD23E,430,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 9-11",.,689,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,689,
HD23F,400,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 7-8",.,.,.,.,.,.,.,.,.,.,.,.,"1,462",.,.,.,.,"1,462",
HD23F,410,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 7-8",.,.,.,.,.,.,.,"3,106",.,.,.,.,.,.,.,.,.,"3,106",
HD23G,110,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 5-6",.,.,.,.,.,.,.,"4,090",.,.,.,.,.,.,.,.,.,"4,090",
HD23G,330,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 5-6",.,.,"2,898",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,898",
HD23G,410,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 5-6",.,"1,740",.,.,.,.,.,"2,449",.,.,.,.,.,.,.,.,.,"2,427",
HD23H,361,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",.,.,"1,267",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,267",
HD23H,410,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",.,"1,740",.,.,.,.,.,"2,488",.,.,.,.,.,.,.,.,.,"2,462",
HD23J,101,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,.,"2,966",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,966",
HD23J,110,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2","1,220",.,.,.,752,.,.,.,.,.,.,.,.,.,.,.,.,"1,064",
HD23J,160,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,200","1,200",
HD23J,300,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",446,401,.,.,.,.,.,.,.,.,.,.,.,.,.,.,364,394,
HD23J,330,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,.,"1,462",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,462",
HD23J,410,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,"1,940",.,.,.,.,.,"1,804",.,.,.,.,.,.,.,.,.,"1,835",
HD23J,502,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,595,595,
HD24D,110,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 12+",.,.,.,.,"2,427",.,.,"7,562",.,.,.,.,.,.,.,.,.,"4,138",
HD24D,361,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 12+",.,.,"1,295",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,295",
HD24D,410,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 12+",.,.,.,.,.,.,.,"3,943",.,.,.,.,.,.,.,.,.,"3,943",
HD24E,100,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 8-11",.,.,.,.,"6,585",.,.,.,.,.,.,.,.,.,.,.,.,"6,585",
HD24E,110,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 8-11","2,626",.,.,.,"3,530",.,.,"3,170",.,.,.,.,789,.,.,.,"3,311","2,614",
HD24E,172,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,.,.,"6,131",.,.,.,.,"6,131",
HD24E,300,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 8-11",.,802,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,802,
HD24E,361,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 8-11",.,.,"1,239",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,239",
HD24E,410,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 8-11",.,.,.,.,.,.,.,"2,766",.,.,.,.,.,.,.,.,.,"2,766",
HD24F,100,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,"4,556",.,.,.,.,"4,556",
HD24F,110,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7","2,013",.,.,.,.,.,.,"4,472",.,.,.,.,.,.,.,.,"2,414","2,916",
HD24F,170,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,"2,434",.,.,.,.,"2,434",
HD24F,300,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",.,.,.,.,.,"2,034",.,.,.,.,.,.,.,.,.,.,.,"2,034",
HD24F,410,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",.,.,.,.,.,.,.,"2,528",.,.,.,.,.,.,.,.,.,"2,528",
HD24F,430,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",.,.,.,.,376,.,.,.,"3,700",.,.,.,.,.,.,.,.,"2,038",
HD24G,110,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4","1,755",.,.,.,"2,639",.,.,"4,023",.,.,.,.,949,.,.,.,"2,547","2,740",
HD24G,120,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",.,.,.,.,"2,855",.,.,.,.,.,.,.,.,.,.,.,.,"2,855",
HD24G,160,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,993","1,993",
HD24G,410,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",.,.,.,.,.,.,.,"3,747",.,.,.,.,.,.,.,.,.,"3,747",
HD24H,110,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1","1,732",.,.,.,"1,997",.,.,"3,490",.,.,.,.,"2,246",.,.,.,"2,283","2,322",
HD24H,160,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"6,767",.,.,.,"2,085","5,206",
HD25D,361,"Infections of Bones or Joints, with CC Score 13+",.,.,872,.,.,.,.,.,.,.,.,.,.,.,.,.,.,872,
HD25E,110,"Infections of Bones or Joints, with CC Score 9-12",.,.,.,.,.,.,.,"12,171",.,.,.,.,.,.,.,.,.,"12,171",
HD25E,361,"Infections of Bones or Joints, with CC Score 9-12",.,.,"1,143",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,143",
HD25F,100,"Infections of Bones or Joints, with CC Score 5-8","6,879",.,.,.,"2,634",.,.,.,.,.,.,.,.,.,.,.,.,"5,817",
HD25F,110,"Infections of Bones or Joints, with CC Score 5-8","3,799",.,.,.,.,.,.,"8,564",.,.,.,.,.,.,.,.,"2,483","4,661",
HD25F,160,"Infections of Bones or Joints, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,776,776,
HD25F,300,"Infections of Bones or Joints, with CC Score 5-8",.,401,.,.,.,.,.,.,.,.,.,.,.,.,"15,935",.,.,"8,168",
HD25F,350,"Infections of Bones or Joints, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,.,.,"3,440",.,.,.,.,"3,440",
HD25F,361,"Infections of Bones or Joints, with CC Score 5-8",.,"2,700",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,700",
HD25G,100,"Infections of Bones or Joints, with CC Score 2-4","8,988",.,.,.,"1,317",.,.,.,.,.,.,.,.,.,.,.,.,"7,454",
HD25G,110,"Infections of Bones or Joints, with CC Score 2-4","3,744",.,.,.,.,.,.,"15,759",.,.,.,.,.,.,.,.,"1,448","6,174",
HD25G,410,"Infections of Bones or Joints, with CC Score 2-4",.,.,.,.,.,.,.,"7,079",.,.,.,.,.,.,.,.,.,"7,079",
HD25H,100,"Infections of Bones or Joints, with CC Score 0-1",446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,446,
HD25H,110,"Infections of Bones or Joints, with CC Score 0-1",.,.,.,.,.,.,.,"6,796",.,.,.,.,"4,618",.,.,.,.,"6,070",
HD25H,140,"Infections of Bones or Joints, with CC Score 0-1","4,755",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,755",
HD26D,361,"Musculoskeletal Signs or Symptoms, with CC Score 12+",.,.,"1,498",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,498",
HD26E,430,"Musculoskeletal Signs or Symptoms, with CC Score 8-11",.,689,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,689,
HD26F,110,"Musculoskeletal Signs or Symptoms, with CC Score 4-7","2,130",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,130",
HD26F,303,"Musculoskeletal Signs or Symptoms, with CC Score 4-7",.,"2,795",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,795",
HD26F,361,"Musculoskeletal Signs or Symptoms, with CC Score 4-7",.,"1,688",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,688",
HD26F,410,"Musculoskeletal Signs or Symptoms, with CC Score 4-7",.,.,.,.,.,.,.,"4,321",.,.,.,.,.,.,.,.,.,"4,321",
HD26F,430,"Musculoskeletal Signs or Symptoms, with CC Score 4-7",.,.,.,.,.,.,.,.,"1,664",.,.,.,.,.,.,.,.,"1,664",
HD26G,100,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,656,.,.,656,
HD26G,110,"Musculoskeletal Signs or Symptoms, with CC Score 0-3","1,118",.,.,.,.,.,.,"3,409",.,.,.,.,"3,175",.,.,.,.,"2,240",
HD26G,303,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",.,.,"2,168",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,168",
HD26G,410,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",.,.,.,.,.,.,.,"1,335",.,.,.,.,.,.,.,.,.,"1,335",
HD39E,410,Pathological Fractures with CC Score 8-10,.,.,.,.,.,.,.,"8,458",.,.,.,.,.,.,.,.,.,"8,458",
HD39F,110,Pathological Fractures with CC Score 6-7,.,.,.,.,.,.,.,"1,663",.,.,.,.,.,.,.,.,.,"1,663",
