HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
EA39A,"Pacemaker Procedure without Generator Implant, including Re-Siting and Removal of Cardiac Pacemaker System, with CC Score 5+",.,.,1,.,.,.,.,.,.,.,.,4,.,.,.,.,5
EA39B,"Pacemaker Procedure without Generator Implant, including Re-Siting and Removal of Cardiac Pacemaker System, with CC Score 2-4",.,.,6,.,.,.,.,.,.,.,.,2,.,.,.,.,8
EA39C,"Pacemaker Procedure without Generator Implant, including Re-Siting and Removal of Cardiac Pacemaker System, with CC Score 0-1",.,.,4,.,.,.,.,.,.,.,.,5,.,.,.,.,9
EA40Z,Other Non-Complex Cardiac Surgery,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
EA44A,Minor Cardiac Procedures with CC Score 2+,.,.,2,.,.,.,.,.,.,.,.,2,.,.,.,.,4
EA44B,Minor Cardiac Procedures with CC Score 0-1,.,.,3,.,.,.,.,.,.,.,.,2,.,.,.,.,5
EA45Z,"Complex Echocardiogram, including Transoesophageal and Fetal Echocardiography",3,.,1,.,3,.,.,.,.,1,.,20,.,2,1,1,32
EA47Z,Electrocardiogram Monitoring and Stress Testing,2,.,8,.,.,.,.,.,.,.,.,2,.,1,.,.,13
EA48Z,"Single or Dual Chamber, Pacemaker or Implantable Diagnostic Device, with Percutaneous Coronary Intervention, EP or RFA",.,.,.,.,.,.,.,.,.,.,.,17,.,.,.,.,17
EA49A,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 9+",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
EA49B,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 6-8",.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,6
EA49C,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 3-5",9,.,27,.,5,.,.,.,.,.,.,17,.,.,.,.,58
EA49D,"Percutaneous Coronary Interventions with 3 or more Stents, Rotablation, IVUS or Pressure Wire, with CC Score 0-2",36,.,47,.,7,.,.,.,.,.,.,76,.,.,.,.,166
EA51A,"Coronary Artery Bypass Graft, with Valve Replacement or Repair, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
EA51B,"Coronary Artery Bypass Graft, with Valve Replacement or Repair, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,.,13,.,.,.,.,13
EA51C,"Coronary Artery Bypass Graft, with Valve Replacement or Repair, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,39,.,.,.,.,39
EA51D,"Coronary Artery Bypass Graft, with Valve Replacement or Repair, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,20,.,.,.,.,20
EA52A,"Repair or Replacement of more than one Heart Valve, with CC Score 9+",.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
EA52B,"Repair or Replacement of more than one Heart Valve, with CC Score 4-8",.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,9
EA52C,"Repair or Replacement of more than one Heart Valve, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
EA54A,Percutaneous Standard Ablation with CC Score 3+,1,.,.,.,.,.,.,.,.,.,.,14,.,.,.,.,15
EA54B,Percutaneous Standard Ablation with CC Score 0-2,2,.,.,.,3,.,.,.,.,.,.,176,.,.,.,.,181
EA55A,Percutaneous Diagnostic Electrophysiology Studies with CC Score 3+,.,.,2,.,1,.,.,.,.,.,.,12,.,.,.,.,15
EA55B,Percutaneous Diagnostic Electrophysiology Studies with CC Score 0-2,.,.,7,.,2,.,.,.,.,.,.,91,.,.,.,.,100
EA56A,"Implantation of Cardiac Resynchronization Therapy Defibrillator (CRT-D), with CC Score 6+",.,.,1,.,.,.,.,.,.,.,.,4,.,.,.,.,5
EA56B,"Implantation of Cardiac Resynchronization Therapy Defibrillator (CRT-D), with CC Score 3-5",.,.,8,.,.,.,.,.,.,.,.,13,.,.,.,.,21
EA56C,"Implantation of Cardiac Resynchronization Therapy Defibrillator (CRT-D), with CC Score 0-2",.,.,3,.,.,.,.,.,.,.,.,10,.,.,.,.,13
EA57A,"Percutaneous Interventions: Percutaneous Transluminal ASD, VSD or PFO Closure and Valve Insertion, or Balloon Valve Intermediate Interventions and Arterial Duct Closure, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
EA57B,"Percutaneous Interventions: Percutaneous Transluminal ASD, VSD or PFO Closure and Valve Insertion, or Balloon Valve Intermediate Interventions and Arterial Duct Closure, with CC Score 0-4",.,.,.,.,.,.,.,.,.,.,.,10,.,.,.,.,10
EA58Z,Transcatheter Aortic Valve Implantation (TAVI) using Transfemoral Approach,1,.,.,.,.,.,.,.,.,.,.,68,.,.,.,.,69
EA59Z,Transcatheter Aortic Valve Implantation (TAVI) not using Transfemoral Approach,.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,11
EB03A,"Heart Failure or Shock, with CC Score 14+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3
EB03B,"Heart Failure or Shock, with CC Score 11-13",.,.,.,.,.,.,.,1,.,.,.,1,.,.,.,3,5
EB03C,"Heart Failure or Shock, with CC Score 8-10",.,3,11,.,.,2,.,.,6,4,.,1,.,1,.,4,32
EB03D,"Heart Failure or Shock, with CC Score 4-7",2,7,14,4,2,1,.,.,2,1,.,6,.,5,.,2,46
EB03E,"Heart Failure or Shock, with CC Score 0-3",.,2,3,1,.,2,.,.,1,1,.,1,.,3,.,.,14
EB04Z,Hypertension,3,5,11,6,1,2,.,.,.,.,.,16,.,2,1,2,49
EB05A,Cardiac Arrest with CC Score 9+,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
EB05B,Cardiac Arrest with CC Score 5-8,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,2
EB06A,Cardiac Valve Disorders with CC Score 13+,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
EB06B,Cardiac Valve Disorders with CC Score 9-12,.,.,4,.,.,.,.,.,.,.,.,3,.,.,.,.,7
EB06C,Cardiac Valve Disorders with CC Score 5-8,2,1,2,.,3,1,.,.,.,1,.,6,.,.,.,1,17
EB06D,Cardiac Valve Disorders with CC Score 0-4,2,2,1,2,2,1,.,.,.,2,.,5,.,2,.,7,26
EB07A,"Arrhythmia or Conduction Disorders, with CC Score 13+",.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
EB07B,"Arrhythmia or Conduction Disorders, with CC Score 10-12",.,.,.,.,.,.,.,.,1,.,.,1,.,1,.,.,3
EB07C,"Arrhythmia or Conduction Disorders, with CC Score 7-9",.,1,10,1,1,.,.,.,.,.,.,.,.,.,.,2,15
EB07D,"Arrhythmia or Conduction Disorders, with CC Score 4-6",3,4,16,2,2,3,2,.,3,.,.,3,.,1,.,4,43
EB07E,"Arrhythmia or Conduction Disorders, with CC Score 0-3",33,17,31,23,13,10,3,1,4,3,.,13,.,10,8,8,177
EB08A,"Syncope or Collapse, with CC Score 13+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EB08B,"Syncope or Collapse, with CC Score 10-12",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB08C,"Syncope or Collapse, with CC Score 7-9",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
EB08D,"Syncope or Collapse, with CC Score 4-6",.,1,.,2,2,.,.,.,3,.,.,.,.,.,1,.,9
EB08E,"Syncope or Collapse, with CC Score 0-3",1,2,1,.,.,1,.,.,.,.,.,2,.,.,2,1,10
EB09B,Non-Interventional Congenital Cardiac Conditions with CC Score 0-2,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB10A,"Actual or Suspected Myocardial Infarction, with CC Score 13+",3,5,.,.,.,1,.,.,.,.,.,.,.,.,.,.,9
EB10B,"Actual or Suspected Myocardial Infarction, with CC Score 10-12",1,4,.,.,1,.,.,.,.,.,.,.,.,.,.,1,7
EB10C,"Actual or Suspected Myocardial Infarction, with CC Score 7-9",3,1,.,.,.,1,.,.,.,.,.,1,.,.,.,1,7
EB10D,"Actual or Suspected Myocardial Infarction, with CC Score 4-6",.,5,.,1,1,1,.,.,.,.,.,.,.,.,.,1,9
EB10E,"Actual or Suspected Myocardial Infarction, with CC Score 0-3",1,1,.,4,.,.,.,.,.,.,.,.,.,.,.,1,7
EB12A,Unspecified Chest Pain with CC Score 11+,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
EB12B,Unspecified Chest Pain with CC Score 5-10,2,1,3,2,.,.,.,.,1,.,.,1,.,.,.,.,10
EB12C,Unspecified Chest Pain with CC Score 0-4,6,5,.,.,2,1,1,.,.,.,.,1,.,.,2,2,20
EB13B,Angina with CC Score 8-11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
EB13C,Angina with CC Score 4-7,.,3,.,.,.,1,.,.,1,1,.,.,.,1,.,2,9
EB13D,Angina with CC Score 0-3,3,.,.,2,.,1,.,.,.,1,.,.,.,2,1,1,11
EB14A,Other Acquired Cardiac Conditions with CC Score 13+,.,1,6,.,.,.,.,.,.,.,.,.,.,.,.,1,8
EB14B,Other Acquired Cardiac Conditions with CC Score 9-12,4,6,20,.,.,1,.,.,.,.,.,6,.,.,.,.,37
EB14C,Other Acquired Cardiac Conditions with CC Score 6-8,4,7,22,2,1,.,.,.,1,.,.,7,.,.,.,3,47
EB14D,Other Acquired Cardiac Conditions with CC Score 3-5,13,7,35,.,7,1,.,.,.,.,.,16,.,.,.,3,82
EB14E,Other Acquired Cardiac Conditions with CC Score 0-2,16,1,4,1,5,1,.,.,.,2,.,11,.,2,.,4,47
EB15C,Primary Pulmonary Hypertension with CC Score 0-3,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EC01A,"Congenital Cardiac Surgery with Intervention Score 58 or less, with Diagnosis Score 64 or less",1,.,.,.,.,.,.,.,.,.,.,149,.,.,.,.,150
EC01B,"Congenital Cardiac Surgery with Intervention Score 58 or less, with Diagnosis Score 65-117",.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
EC01C,"Congenital Cardiac Surgery with Intervention Score 58 or less, with Diagnosis Score 118 or more",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EC02A,"Congenital Cardiac Surgery with Intervention Score 59-121, with Diagnosis Score 64 or less",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
EC03A,"Congenital Cardiac Surgery with Intervention Score 122 or more, with Diagnosis Score 64 or less",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EC03B,"Congenital Cardiac Surgery with Intervention Score 122 or more, with Diagnosis Score 65-117",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
EC03C,"Congenital Cardiac Surgery with Intervention Score 122 or more, with Diagnosis Score 118 or more",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ12M,"Major General Abdominal Procedures, 19 years and over, with CC Score 6-9",.,1,.,.,.,.,.,.,.,1,.,1,.,.,.,2,5
FZ12N,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5",1,.,5,.,3,3,.,.,.,.,.,2,.,1,.,4,19
FZ12P,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",5,7,22,3,6,2,.,.,.,4,.,2,.,4,.,9,64
FZ12Q,"Major General Abdominal Procedures, 19 years and over, with CC Score 0",10,7,33,2,2,4,.,.,.,4,.,3,.,9,.,12,86
FZ12R,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,1,4
FZ12S,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
FZ12U,"Major General Abdominal Procedures, 1 year and under, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ13C,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over",13,9,48,6,9,11,.,.,.,8,.,9,.,9,.,5,127
FZ13D,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ17D,"Abdominal Hernia Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ17E,"Abdominal Hernia Procedures, 19 years and over, with CC Score 4+",.,.,1,1,.,.,.,.,.,.,.,.,.,1,.,.,3
FZ17F,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3",8,10,23,10,8,6,.,.,.,5,.,6,.,5,.,13,94
FZ17G,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0",15,4,20,27,27,13,.,.,.,13,.,4,.,10,.,19,152
FZ18E,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years",1,.,.,.,1,1,.,.,.,.,.,1,.,1,.,1,6
FZ18F,"Inguinal, Umbilical or Femoral Hernia Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,12,.,.,.,.,12
FZ18G,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 6+",3,1,1,.,1,.,.,.,.,.,.,.,.,.,.,1,7
FZ18H,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5",8,3,4,4,4,4,.,.,.,5,.,.,.,9,.,16,57
FZ18J,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2",28,26,16,33,14,13,.,.,.,19,.,7,.,33,.,27,216
FZ18K,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0",40,84,36,125,70,117,.,.,.,36,.,22,.,73,.,43,646
FZ19A,"Herniotomy Procedures, 2 years and over",.,.,1,1,1,.,.,.,.,.,.,4,.,.,.,.,7
FZ19B,"Herniotomy Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,20,.,.,.,1,21
FZ20G,"Appendicectomy Procedures, 19 years and over, with CC Score 3-4",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ20H,"Appendicectomy Procedures, 19 years and over, with CC Score 1-2",.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
FZ20J,"Appendicectomy Procedures, 19 years and over, with CC Score 0",1,4,3,3,1,2,.,.,.,1,.,.,.,.,.,3,18
FZ20M,"Appendicectomy Procedures, 18 years and under, with CC Score 0",1,.,.,2,.,1,.,.,.,.,.,.,.,.,.,2,6
FZ21B,"Major Anal Procedures, 18 years and under",.,.,.,2,.,.,.,.,.,.,.,1,.,.,.,1,4
FZ21C,"Major Anal Procedures, 19 years and over, with CC Score 1+",3,1,3,.,.,.,.,.,.,.,.,2,.,.,.,8,17
FZ21D,"Major Anal Procedures, 19 years and over, with CC Score 0",18,.,10,11,2,2,.,.,.,1,.,7,.,.,.,17,68
FZ22B,"Intermediate Anal Procedures, 18 years and under",2,.,.,1,.,1,.,.,.,.,.,7,.,.,.,1,12
FZ22C,"Intermediate Anal Procedures, 19 years and over, with CC Score 3+",1,1,1,.,1,1,.,.,.,.,.,.,.,.,.,2,7
FZ22D,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2",8,5,8,2,4,.,.,.,.,1,.,2,.,.,.,12,42
FZ22E,"Intermediate Anal Procedures, 19 years and over, with CC Score 0",41,35,19,15,18,14,.,.,.,3,.,18,.,15,.,39,217
FZ23A,"Minor Anal Procedures, 19 years and over",18,5,7,6,10,8,.,.,.,3,.,5,.,4,.,4,70
FZ23B,"Minor Anal Procedures, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ24E,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
FZ24F,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
FZ24G,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,3,1,1,1,.,.,.,.,.,.,1,.,.,.,.,7
FZ24H,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",1,1,3,.,2,.,.,.,.,.,.,6,.,.,.,.,13
FZ24J,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",.,8,.,.,12,.,.,.,.,.,.,56,.,.,.,.,76
FZ27D,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
FZ27E,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 3+",1,1,1,.,1,.,.,.,.,.,.,.,.,.,.,.,4
FZ27F,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",5,1,4,1,.,.,.,.,.,.,.,1,.,.,.,2,14
FZ27G,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",6,7,16,8,5,3,.,.,.,2,.,.,.,1,.,8,56
FZ36H,"Gastrointestinal Infections with Multiple Interventions, with CC Score 0-3",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ36J,"Gastrointestinal Infections with Single Intervention, with CC Score 5+",.,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,2
FZ36K,"Gastrointestinal Infections with Single Intervention, with CC Score 2-4",1,.,.,.,.,1,.,.,.,.,.,1,.,.,.,.,3
FZ36L,"Gastrointestinal Infections with Single Intervention, with CC Score 0-1",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1,2
FZ36N,"Gastrointestinal Infections without Interventions, with CC Score 5-7",6,.,1,.,3,1,.,.,.,.,.,.,.,.,.,.,11
FZ36P,"Gastrointestinal Infections without Interventions, with CC Score 2-4",5,.,8,.,1,.,.,.,.,.,.,1,.,1,.,.,16
FZ36Q,"Gastrointestinal Infections without Interventions, with CC Score 0-1",6,.,4,.,2,1,.,.,.,1,.,.,.,.,.,1,15
FZ37K,"Inflammatory Bowel Disease with Multiple Interventions, with CC Score 3+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
FZ37L,"Inflammatory Bowel Disease with Multiple Interventions, with CC Score 0-2",1,.,2,1,.,.,.,.,.,.,.,.,.,.,.,.,4
FZ37M,"Inflammatory Bowel Disease with Single Intervention, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ37N,"Inflammatory Bowel Disease with Single Intervention, with CC Score 0-3",3,4,4,1,4,1,.,.,1,1,.,1,.,.,.,4,24
FZ37P,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,3,.,.,.,.,.,.,.,.,.,7,.,.,.,.,10
FZ37Q,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",1,7,2,.,.,1,.,.,.,.,.,.,.,1,.,1,13
FZ37R,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",3,16,6,2,6,1,.,.,2,.,.,5,.,.,.,3,44
FZ37S,"Inflammatory Bowel Disease without Interventions, with CC Score 0",9,24,7,1,10,5,.,.,1,.,.,18,.,2,.,3,80
FZ38G,"Gastrointestinal Bleed with Multiple Interventions, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
FZ38H,"Gastrointestinal Bleed with Multiple Interventions, with CC Score 0-4",.,.,1,.,.,.,.,.,.,1,.,.,.,.,.,.,2
FZ38L,"Gastrointestinal Bleed with Single Intervention, with CC Score 0-4",1,.,2,2,2,8,.,.,.,.,.,.,.,1,.,.,16
FZ38N,"Gastrointestinal Bleed without Interventions, with CC Score 5-8",.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,3,8
FZ38P,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",4,11,2,3,3,2,.,.,.,.,.,2,.,13,.,1,41
FZ42A,"Wireless Capsule Endoscopy, 19 years and over",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ49D,"Nutritional Disorders with Interventions, with CC Score 2+",1,.,.,2,.,.,.,.,.,1,.,.,.,.,.,1,5
FZ49E,"Nutritional Disorders with Interventions, with CC Score 0-1",.,.,1,.,1,1,.,.,.,.,.,1,.,2,.,.,6
FZ49F,"Nutritional Disorders without Interventions, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
FZ49G,"Nutritional Disorders without Interventions, with CC Score 2-5",.,5,.,1,.,.,.,.,.,.,.,2,.,.,.,3,11
FZ49H,"Nutritional Disorders without Interventions, with CC Score 0-1",2,4,.,.,1,1,.,.,.,.,.,2,.,3,.,.,13
FZ50Z,"Intermediate Large Intestine Procedures, 19 years and over",11,6,16,5,12,4,.,.,.,.,.,3,.,4,.,10,71
FZ51Z,"Diagnostic Colonoscopy, 19 years and over",3,26,24,10,4,8,.,.,2,4,.,12,.,17,.,5,115
FZ52Z,"Diagnostic Colonoscopy with Biopsy, 19 years and over",8,16,6,10,4,9,.,.,.,3,.,13,.,5,.,2,76
FZ53Z,"Therapeutic Colonoscopy, 19 years and over",12,13,2,17,1,7,.,.,.,2,.,7,.,10,.,2,73
FZ54Z,"Diagnostic Flexible Sigmoidoscopy, 19 years and over",5,5,7,6,2,.,.,.,.,1,.,4,.,14,.,1,45
FZ55Z,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over",4,5,10,.,4,3,.,.,1,2,.,2,.,1,.,3,35
FZ56Z,"Therapeutic Flexible Sigmoidoscopy, 19 years and over",4,1,2,.,5,3,.,.,1,1,.,2,.,2,.,4,25
FZ57Z,"Diagnostic or Therapeutic, Rigid Sigmoidoscopy, 19 years and over",.,.,.,1,.,1,.,.,.,.,.,.,.,1,.,.,3
FZ58A,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,1,1,.,.,.,.,.,.,.,4,.,.,.,1,7
FZ58B,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
FZ59Z,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over",.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,5
FZ60Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",9,8,25,6,4,7,.,.,.,1,.,16,.,1,.,3,80
FZ61Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over",21,16,20,6,1,3,.,.,1,3,.,14,.,1,.,5,91
FZ62A,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years",4,.,1,7,2,.,.,.,.,.,.,27,.,.,.,6,47
FZ62B,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
FZ63Z,Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures,.,2,4,2,1,6,.,.,.,1,.,2,.,3,.,.,21
FZ64A,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 19 years and over",2,6,1,3,4,2,.,.,1,2,.,6,.,1,.,1,29
FZ64B,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 18 years and under",3,.,1,.,.,.,.,.,.,.,.,12,.,.,.,1,17
FZ65Z,Combined Upper and Lower Gastrointestinal Tract Therapeutic Endoscopic Procedures,1,1,2,4,.,3,.,.,.,1,.,1,.,.,.,.,13
FZ66C,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 8+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ66D,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 5-7",2,1,3,1,.,.,.,.,.,2,.,1,.,.,.,.,10
FZ66E,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 2-4",1,2,8,2,2,3,.,.,.,1,.,3,.,.,.,4,26
FZ66F,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",3,2,7,3,2,1,.,.,.,1,.,2,.,.,.,3,24
FZ67C,"Major Small Intestine Procedures, 19 years and over, with CC Score 7+",.,.,1,.,1,1,.,.,.,.,.,.,.,.,.,1,4
FZ67D,"Major Small Intestine Procedures, 19 years and over, with CC Score 4-6",.,1,1,.,2,.,.,.,.,.,.,.,.,1,.,1,6
FZ67E,"Major Small Intestine Procedures, 19 years and over, with CC Score 2-3",8,4,13,1,4,2,.,.,.,2,.,9,.,.,.,3,46
FZ67F,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",19,19,25,9,32,5,.,.,.,1,.,17,.,1,.,17,145
FZ68G,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 2+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ68H,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
FZ68K,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ68L,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,6
FZ69D,"Complex Small Intestine Procedures, 19 years and over, with CC Score 3-6",.,.,2,1,.,.,.,.,.,.,.,.,.,.,.,1,4
FZ69E,"Complex Small Intestine Procedures, 19 years and over, with CC Score 0-2",.,.,1,1,1,.,.,.,.,1,.,.,.,.,.,2,6
FZ70Z,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",4,4,13,1,2,.,.,.,.,.,.,7,.,.,.,2,33
FZ71D,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 7+,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ71E,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6,1,1,2,2,.,.,.,.,.,.,.,2,.,.,.,.,8
FZ71F,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,1,5,2,.,6,.,.,.,.,1,.,5,.,.,.,6,26
FZ71G,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,1,3,9,.,4,.,.,.,.,.,.,4,.,1,.,4,26
FZ73C,Very Complex Large Intestine Procedures with CC Score 9+,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ73D,Very Complex Large Intestine Procedures with CC Score 6-8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
FZ73E,Very Complex Large Intestine Procedures with CC Score 3-5,2,2,5,1,.,1,.,.,.,.,.,1,.,.,.,1,13
FZ73F,Very Complex Large Intestine Procedures with CC Score 0-2,2,4,4,1,1,2,.,.,.,.,.,2,.,.,.,4,20
FZ74C,"Complex Large Intestine Procedures, 19 years and over, with CC Score 9+",.,.,.,2,.,.,.,.,.,.,.,1,.,.,.,2,5
FZ74D,"Complex Large Intestine Procedures, 19 years and over, with CC Score 6-8",2,2,2,2,2,2,.,.,.,1,.,.,.,.,.,4,17
FZ74E,"Complex Large Intestine Procedures, 19 years and over, with CC Score 3-5",12,8,15,4,9,4,.,.,.,.,.,4,.,4,.,20,80
