objectid,pghdbsdeZoningarea,perimeter,zoning_,zoning_id,zon_new,shape_leng,correctionlabel,full_zoning_type,legendtype,municode,status
498,1431557.225219,8536.760097,574,574,R2-L,8536.760097,,TWO-UNIT RESIDENTIAL LOW DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
499,2905898.602617,9491.23741,575,575,RP,9491.23741,,RESIDENTIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved
500,329522.178686,3859.956037,576,576,R1D-L,3859.956037,,SINGLE-UNIT DETACHED RESIDENTIAL LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
501,512007.353105,2863.348706,577,577,P,2863.348706,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
502,1378534.480406,8158.418219,580,580,R1D-L,8158.418219,,SINGLE-UNIT DETACHED RESIDENTIAL LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
503,239340.419387,2207.421579,581,581,RM-M,2207.421579,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
505,84319.86078,1380.729355,583,583,P,1380.729355,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
506,4792842.330741,14901.838096,584,584,RM-M,14905.156216,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
507,1752606.425947,12260.928751,585,585,H,12260.928751,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved
508,390392.724638,3302.935511,587,587,LNC,4017.97956,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
509,407209.038684,4548.881763,588,588,LNC,4548.881763,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
510,257312.850183,2417.607094,589,589,RM-M,2417.607094,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
511,994274.654394,11243.10868,590,590,P,11243.10868,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
512,1335271.934075,5504.709085,591,591,R1A-VH,9292.435995,,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
513,544946.825417,3480.237806,592,592,RM-H,3480.237806,,MULTI-UNIT RESIDENTIAL HIGH DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
514,391500.328931,3485.970303,593,593,RM-M,3485.970303,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
515,328348.329524,3724.238135,594,594,LNC,3724.238135,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
516,694373.695089,5232.065132,595,595,UI,5232.065132,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved
526,87557.219542,1442.24309,608,608,RM-H,1442.24309,,MULTI-UNIT RESIDENTIAL HIGH DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
517,120884.597022,3566.119625,596,596,P,3566.119625,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
518,464386.588368,2974.988364,598,598,R1A-VH,2974.988364,,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
519,17773.79745,660.597256,599,599,P,660.597256,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
520,2150350.705445,11823.227797,600,600,P,11823.227796,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
521,28173.310364,708.562202,601,601,LNC,708.562202,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
522,5058611.66724,10483.46156,602,602,DR-C,10483.46156,,DOWNTOWN RIVERFRONT DISTRICT C,Downtown Riverfront  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH910DODI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH910DODI_910.02DRDORIDI,Approved
523,10535611.154799,64212.025942,603,603,H,49735.227924,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved
524,55920.60115,952.689441,605,605,R2-L,952.689441,,TWO-UNIT RESIDENTIAL LOW DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
525,480177.691098,3369.740413,606,606,R1A-H,3369.740413,,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
527,303481.983254,2918.612601,609,609,RM-M,2918.612601,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
528,1127671.574604,8882.767649,610,610,LNC,8882.767649,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
529,1577978.016071,7005.300354,611,611,P,7005.300354,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
530,180879.08873,2383.716151,612,612,NDI,2383.716151,,NEIGHBORHOOD INDUSTRIAL,Neighborhood Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.03ND*,Approved
531,1147123.030088,5138.684792,614,614,R2-H,5138.684792,,TWO-UNIT RESIDENTIAL HIGH DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
532,12602558.984394,31405.745932,615,615,R1D-L,31405.745932,,SINGLE-UNIT DETACHED RESIDENTIAL LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
533,3074181.408213,14469.962188,617,617,RM-VH,13640.681937,,MULTI-UNIT RESIDENTIAL VERY HIGH DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
534,1310218.656101,8174.857333,618,618,EMI,4448.882375,,EDUCATIONAL/MEDICAL INSTITUTION,Educational/Medical Institution  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.03EMEDME*,Approved
562,57015.726547,1212.027758,650,650,R2-M,1212.027758,,TWO-UNIT RESIDENTIAL MODERATE DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
535,4994677.594863,12370.725428,619,619,RP,12370.725428,,RESIDENTIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved
536,1752957.991916,6590.895535,620,620,RP,6590.895535,,RESIDENTIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved
537,101575.86974,1871.412217,621,621,NDI,1871.412217,,NEIGHBORHOOD INDUSTRIAL,Neighborhood Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.03ND*,Approved
538,229519.922132,2755.71058,622,622,UI,2755.71058,,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved
539,1833000.380744,13747.160676,623,623,H,13747.160676,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved
540,768903.399829,5048.810509,624,624,P,5048.810509,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
541,68628.017594,1366.601456,625,625,R1A-H,1366.601456,,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
542,75845.627013,1186.508075,626,626,LNC,1187.105203,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
543,19669.713781,562.974853,628,628,LNC,562.974853,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
544,3871.764153,305.103499,629,629,RM-M,305.103499,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
545,393239.66202,3067.067694,630,630,R1A-VH,3067.664821,,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
546,2347536.432896,13487.647661,631,631,H,13487.647661,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved
547,202772.336867,3035.198487,632,632,LNC,3035.198487,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
742,187221.644344,1728.239332,849,849,H,1728.239332,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved
548,761276.448275,5164.974614,633,633,RM-M,5164.974614,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
549,46267.306177,862.121754,634,634,LNC,862.121754,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
550,70838.803104,1226.106678,635,635,LNC,1226.106678,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
551,310293.632727,3290.90077,636,636,RM-M,3290.90077,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
552,44850.003107,954.198281,637,637,P,954.198281,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
553,848871.906653,7608.276425,638,638,NDI,7608.276425,,NEIGHBORHOOD INDUSTRIAL,Neighborhood Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.03ND*,Approved
554,16215.797388,536.622706,639,639,NDI,536.622706,,NEIGHBORHOOD INDUSTRIAL,Neighborhood Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.03ND*,Approved
555,671177.415333,3899.0517,641,641,R2-M,3899.0517,,TWO-UNIT RESIDENTIAL MODERATE DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
556,195976.673085,1947.692204,642,642,AP,1947.692204,,RESIDENTIAL/COMMERCIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved
557,3422931.868159,19630.896604,644,644,P,19630.896604,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
558,446683.325527,3781.265331,646,646,P,3781.265331,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
559,342049.140443,2854.907732,647,647,AP,2854.907732,,RESIDENTIAL/COMMERCIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved
560,57816.56824,958.554122,648,648,P,958.554122,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
561,44094.518098,1372.215489,649,649,H,1372.215489,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved
563,1133544.44407,9282.106149,651,651,LNC,9282.106149,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
564,6024989.545336,17303.056202,652,652,R2-L,17303.056202,,TWO-UNIT RESIDENTIAL LOW DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
565,101579.759138,1435.274956,653,653,LNC,1435.274956,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
566,89620.857021,1305.990819,654,654,R2-L,1305.990819,,TWO-UNIT RESIDENTIAL LOW DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
567,109132.908414,1495.59348,656,656,P,1495.59348,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
568,79528.837353,2456.359219,658,658,RM-M,2456.359219,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
569,183095.410252,2014.888712,659,659,R1D-L,2014.888712,,SINGLE-UNIT DETACHED RESIDENTIAL LOW DENSITY,Single-Unit Detached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
570,431339.730481,3028.73383,661,661,R2-H,3028.73383,,TWO-UNIT RESIDENTIAL HIGH DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
571,564665.331459,6279.857801,662,662,LNC,6279.857801,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
572,1416756.878823,6061.696299,663,663,R1A-H,6061.696299,,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
573,663455.7537,3613.82859,664,664,R1A-H,3613.82859,,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
574,24419.320092,746.2028,665,665,P,746.2028,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
575,469660.775653,4612.022247,667,667,LNC,4612.022247,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
576,200008.195898,2017.39499,668,668,R1A-H,2017.39499,,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
577,907987.957113,4099.710532,669,669,CP,4099.710532,,COMMERCIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved
578,840805.095909,6372.644314,670,670,P,6372.644314,,PARKS AND OPEN SPACE,Parks,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.01PPADI,Approved
579,597740.774476,4554.106142,671,671,LNC,4554.106142,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
580,260626.378822,2502.898271,672,672,RP,2502.898271,,RESIDENTIAL PLANNED UNIT DEVELOPMENT,Planned Unit Development,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI.html#PIZOCO_TITNINEZOCO_ARTIVPLDI_CH909PLDEDI_909.02PUPLUNDEDI,Approved
581,929039.162018,7807.606211,673,673,LNC,8111.099847,,LOCAL NEIGHBORHOOD COMMERCIAL,Local Neighborhood Commercial ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.02LN*,Approved
582,273365.602977,3106.727218,674,674,RM-VH,3106.727218,,MULTI-UNIT RESIDENTIAL VERY HIGH DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
583,197711.809251,3026.309938,675,675,RM-M,3026.309938,,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
584,401487.808385,4496.281944,676,676,R2-M,4496.281944,,TWO-UNIT RESIDENTIAL MODERATE DENSITY,Two-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved
585,494168.513759,4666.411848,677,677,H,4666.411848,,HILLSIDE,Hillside  ,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.02HHIDI,Approved
