HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,N. Ireland Total FCEs
HD25G,100,"Infections of Bones or Joints, with CC Score 2-4",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
HD25G,303,"Infections of Bones or Joints, with CC Score 2-4",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD25H,110,"Infections of Bones or Joints, with CC Score 0-1",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HD25H,300,"Infections of Bones or Joints, with CC Score 0-1",.,.,.,.,.,4,15,.,.,.,.,.,.,.,.,.,.,.,19
HD26F,410,"Musculoskeletal Signs or Symptoms, with CC Score 4-7",.,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
HD26G,101,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
HD26G,110,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",.,.,.,.,.,1,.,.,2,.,.,.,.,.,.,.,.,.,3
HD26G,160,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HD26G,191,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",2,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
HD26G,410,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",.,.,7,.,.,7,.,.,.,.,.,.,.,1,.,.,.,.,15
HD39G,430,Pathological Fractures with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HD39H,110,Pathological Fractures with CC Score 0-2,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HD39H,410,Pathological Fractures with CC Score 0-2,.,2,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,3
HD39H,430,Pathological Fractures with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HD40F,370,"Malignancy, of Bone or Connective Tissue, with CC Score 5-7",.,3,.,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17
HD40F,800,"Malignancy, of Bone or Connective Tissue, with CC Score 5-7",.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5
HD40G,370,"Malignancy, of Bone or Connective Tissue, with CC Score 2-4",.,29,.,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57
HD40G,800,"Malignancy, of Bone or Connective Tissue, with CC Score 2-4",25,.,.,60,.,3,.,.,.,.,.,.,.,.,.,.,23,.,111
HD40H,370,"Malignancy, of Bone or Connective Tissue, with CC Score 0-1",.,17,.,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46
HD40H,800,"Malignancy, of Bone or Connective Tissue, with CC Score 0-1",155,.,.,83,.,.,.,.,.,.,.,.,.,.,.,9,56,.,303
HE12D,300,"Other Injury of Hip without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
HE12E,110,"Other Injury of Hip without Interventions, with CC Score 0-2",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HE32E,502,"Other Injury of Foot without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1
HE41D,110,"Hand Fracture without Interventions, with CC Score 0",.,.,.,.,.,.,.,1,.,.,.,.,1,.,.,.,.,.,2
HE51H,110,"Arm Fracture without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,.,2
HE52F,110,"Other Injury of Arm without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
HE82D,110,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts with CC Score 0-1",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HE83C,300,"Early Complications of Trauma or Injury of Non-Specific Joint Site, with CC Score 0-1",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
HN13F,110,"Major Hip Procedures for Non-Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,1,.,.,1,.,.,.,.,.,.,.,.,.,2
HN13H,110,"Major Hip Procedures for Non-Trauma, 18 years and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
HN14C,110,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HN14E,110,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 0",4,.,.,.,.,4,.,.,6,.,.,.,2,.,.,.,.,.,16
HN14F,110,"Intermediate Hip Procedures for Non-Trauma, between 6 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HN14G,110,"Intermediate Hip Procedures for Non-Trauma, between 6 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,4,.,.,.,1,.,.,.,.,.,5
HN14H,110,"Intermediate Hip Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,3
HN15A,100,"Minor Hip Procedures for Non-Trauma, 19 years and over",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,5,.,6
HN15A,110,"Minor Hip Procedures for Non-Trauma, 19 years and over",1,.,.,.,.,.,.,.,4,.,.,.,5,.,.,.,.,.,10
HN15A,191,"Minor Hip Procedures for Non-Trauma, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
HN15B,110,"Minor Hip Procedures for Non-Trauma, 18 years and under",1,.,.,.,.,.,.,.,4,.,.,.,3,.,.,.,.,.,8
HN16A,100,"Minimal Hip Procedures, 19 years and over",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
HN16A,110,"Minimal Hip Procedures, 19 years and over",10,.,.,.,.,23,.,.,66,.,.,.,.,.,.,.,2,.,101
HN16A,191,"Minimal Hip Procedures, 19 years and over",1,.,.,.,30,.,.,.,.,.,.,1,.,1,.,.,6,.,39
HN16A,300,"Minimal Hip Procedures, 19 years and over",.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,.,.,.,2
HN16A,410,"Minimal Hip Procedures, 19 years and over",.,.,108,.,.,71,.,.,.,.,.,.,.,10,.,.,.,.,189
HN16B,110,"Minimal Hip Procedures, between 6 and 18 years",.,.,.,.,.,.,.,.,6,.,.,.,.,.,.,.,.,.,6
HN16C,110,"Minimal Hip Procedures, 5 years and under",.,.,.,.,.,.,.,.,43,.,.,.,8,.,.,.,.,.,51
HN22E,110,Very Major Knee Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,8,.,.,.,.,.,.,.,.,.,8
HN23B,110,"Major Knee Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,3
HN23C,100,"Major Knee Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HN23C,110,"Major Knee Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",5,.,.,.,.,1,.,.,117,.,.,.,.,.,.,.,.,.,123
HN23E,100,"Major Knee Procedures for Non-Trauma, 18 years and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
HN23E,110,"Major Knee Procedures for Non-Trauma, 18 years and under, with CC Score 0",.,.,.,.,.,.,.,.,15,.,.,.,.,.,.,.,.,.,15
HN24A,110,"Intermediate Knee Procedures for Non-Trauma, 19 years and over, with CC Score 4+",1,.,.,.,.,1,.,.,7,.,.,.,.,.,.,.,.,.,9
HN24B,110,"Intermediate Knee Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",3,.,.,.,.,3,.,.,41,.,.,.,.,.,.,.,.,.,47
HN24C,110,"Intermediate Knee Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",111,.,.,.,.,85,.,.,486,.,.,.,12,2,.,.,1,.,697
HN24D,110,"Intermediate Knee Procedures for Non-Trauma, between 6 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,2
HN24E,110,"Intermediate Knee Procedures for Non-Trauma, between 6 and 18 years, with CC Score 0",4,.,.,.,.,2,.,.,21,.,.,.,10,.,.,.,2,.,39
HN24F,110,"Intermediate Knee Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,.,9,.,.,.,3,.,.,.,.,.,12
HN25A,100,"Minor Knee Procedures for Non-Trauma, 19 years and over",.,.,.,.,.,2,.,2,.,1,.,.,.,.,.,2,1,.,8
HN25A,110,"Minor Knee Procedures for Non-Trauma, 19 years and over",21,.,.,.,.,1,.,.,66,.,.,.,6,1,.,.,1,.,96
HN25A,150,"Minor Knee Procedures for Non-Trauma, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
HN25A,160,"Minor Knee Procedures for Non-Trauma, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
HN25A,410,"Minor Knee Procedures for Non-Trauma, 19 years and over",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HN25B,110,"Minor Knee Procedures for Non-Trauma, 18 years and under",2,.,.,.,.,.,.,.,24,.,.,.,11,.,.,.,1,.,38
HN26A,110,"Minimal Knee Procedures, 19 years and over",19,.,.,.,.,109,.,.,168,.,.,.,.,1,.,.,.,.,297
HN26A,191,"Minimal Knee Procedures, 19 years and over",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HN26A,300,"Minimal Knee Procedures, 19 years and over",.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,3
HN26A,410,"Minimal Knee Procedures, 19 years and over",.,.,139,.,.,87,.,.,.,.,.,.,.,11,.,.,.,.,237
HN26B,410,"Minimal Knee Procedures, between 6 and 18 years",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HN26C,110,"Minimal Knee Procedures, 5 years and under",.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,3
HN32C,110,Very Major Foot Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,3
HN33B,110,"Major Foot Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,2
HN33C,100,"Major Foot Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,4
HN33C,110,"Major Foot Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,17,.,.,.,1,.,.,.,.,.,18
HN33D,110,"Major Foot Procedures for Non-Trauma, 18 years and under",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HN34B,110,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,5
HN34B,370,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HN34C,100,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HN34C,110,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",23,.,.,.,.,6,.,2,82,.,.,.,16,1,.,.,3,.,133
HN34C,160,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
HN34D,110,"Intermediate Foot Procedures for Non-Trauma, 18 years and under",1,.,.,.,.,.,.,.,10,.,.,.,6,.,.,.,3,.,20
HN34D,160,"Intermediate Foot Procedures for Non-Trauma, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,7
HN35A,100,"Minor Foot Procedures for Non-Trauma, 19 years and over",.,.,.,.,5,2,.,1,.,1,.,2,.,4,.,1,5,.,21
HN35A,110,"Minor Foot Procedures for Non-Trauma, 19 years and over",7,.,.,.,.,2,.,.,41,.,.,.,7,.,.,.,2,.,59
HN35A,160,"Minor Foot Procedures for Non-Trauma, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HN35B,100,"Minor Foot Procedures for Non-Trauma, 18 years and under",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HN35B,110,"Minor Foot Procedures for Non-Trauma, 18 years and under",3,.,.,.,.,.,.,.,6,.,.,.,3,.,.,.,.,.,12
HN36Z,110,Minimal Foot Procedures,8,.,.,.,.,1,.,.,40,.,.,.,4,.,.,.,.,.,53
HN36Z,410,Minimal Foot Procedures,.,.,25,.,.,11,.,.,1,.,.,.,.,1,.,.,.,.,38
HN42A,110,Very Major Hand Procedures for Non-Trauma with CC Score 2+,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HN42B,110,Very Major Hand Procedures for Non-Trauma with CC Score 0-1,2,.,.,.,.,.,.,.,4,.,.,.,.,.,.,.,.,.,6
HN42B,160,Very Major Hand Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,.,2
HN43A,110,"Major Hand Procedures for Non-Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HN43B,110,"Major Hand Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",9,.,.,.,.,4,.,1,34,.,.,.,1,2,.,.,.,.,51
HN43B,160,"Major Hand Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,.,6
HN43C,110,"Major Hand Procedures for Non-Trauma, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HN43C,160,"Major Hand Procedures for Non-Trauma, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,16,.,.,.,.,.,16
HN44A,100,"Intermediate Hand Procedures for Non-Trauma, 19 years and over, with CC Score 2+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HN44A,110,"Intermediate Hand Procedures for Non-Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,13,.,.,.,.,.,.,.,.,.,13
HN44A,160,"Intermediate Hand Procedures for Non-Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,.,6
HN44B,100,"Intermediate Hand Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,4,.,.,.,.,.,.,.,1,.,1,.,.,.,6
HN44B,110,"Intermediate Hand Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",23,.,.,.,.,9,.,4,70,.,.,.,21,3,.,.,2,.,132
HN44B,160,"Intermediate Hand Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,1,.,.,1,.,.,.,50,.,52
HN44C,110,"Intermediate Hand Procedures for Non-Trauma, between 6 and 18 years",3,.,.,.,.,.,.,1,4,.,.,.,10,.,.,.,1,.,19
HN44C,160,"Intermediate Hand Procedures for Non-Trauma, between 6 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,1,.,4
HN44D,110,"Intermediate Hand Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,2
HN44D,160,"Intermediate Hand Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,.,20,.,.,.,3,.,23
HN45A,100,"Minor Hand Procedures for Non-Trauma, 19 years and over",4,79,.,.,145,43,62,26,.,106,1,8,.,116,14,50,18,.,672
HN45A,110,"Minor Hand Procedures for Non-Trauma, 19 years and over",64,.,.,.,.,15,.,6,339,.,.,.,2,100,.,.,.,.,526
HN45A,150,"Minor Hand Procedures for Non-Trauma, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,19,.,.,.,.,.,19
HN45A,160,"Minor Hand Procedures for Non-Trauma, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,12,.,.,.,96,.,108
HN45A,410,"Minor Hand Procedures for Non-Trauma, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,4
HN45B,100,"Minor Hand Procedures for Non-Trauma, between 6 and 18 years",.,1,.,.,.,1,.,.,.,3,.,1,.,3,.,.,.,.,9
HN45B,110,"Minor Hand Procedures for Non-Trauma, between 6 and 18 years",2,.,.,.,.,.,.,.,8,.,.,.,.,1,.,.,1,.,12
HN45B,160,"Minor Hand Procedures for Non-Trauma, between 6 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,4
HN45C,110,"Minor Hand Procedures for Non-Trauma, 5 years and under",1,.,.,.,.,.,.,.,14,.,.,.,2,.,.,.,.,.,17
HN45C,160,"Minor Hand Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,5
HN46Z,100,Minimal Hand Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,2
HN46Z,110,Minimal Hand Procedures,1,.,.,.,.,1,.,2,47,.,.,.,.,.,.,.,.,.,51
HN46Z,160,Minimal Hand Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,3
HN46Z,410,Minimal Hand Procedures,.,.,149,.,.,97,.,.,3,.,.,.,.,20,.,.,.,.,269
HN52B,110,Very Major Shoulder Procedures for Non-Trauma with CC Score 2-3,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
HN52C,110,Very Major Shoulder Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,3
HN53B,110,Major Shoulder Procedures for Non-Trauma with CC Score 2-3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HN53C,110,Major Shoulder Procedures for Non-Trauma with CC Score 0-1,3,.,.,.,.,8,.,.,1,.,.,.,2,.,.,.,.,.,14
HN54B,110,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",1,.,.,.,.,1,.,.,1,.,.,.,.,.,.,.,.,.,3
HN54C,100,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HN54C,110,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",10,.,.,.,.,9,.,.,11,.,.,.,2,.,.,.,.,.,32
HN54C,160,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HN54C,191,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
HN54D,110,"Intermediate Shoulder Procedures for Non-Trauma, 18 years and under",1,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,3
HN55Z,100,Minor Shoulder Procedures for Non-Trauma,.,.,.,.,.,3,.,.,.,2,.,.,.,.,.,.,3,.,8
HN55Z,110,Minor Shoulder Procedures for Non-Trauma,7,.,.,.,.,4,.,.,16,.,.,.,2,1,.,.,.,.,30
HN55Z,160,Minor Shoulder Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,.,6
HN55Z,171,Minor Shoulder Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HN55Z,191,Minor Shoulder Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,5
HN55Z,410,Minor Shoulder Procedures for Non-Trauma,.,.,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
HN56Z,110,Minimal Shoulder Procedures,3,.,.,.,.,41,.,.,62,.,.,.,.,3,.,.,.,.,109
HN56Z,191,Minimal Shoulder Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HN56Z,300,Minimal Shoulder Procedures,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,.,.,.,2
HN56Z,410,Minimal Shoulder Procedures,.,.,188,.,.,102,.,.,2,.,.,.,.,21,.,.,.,.,313
HN63B,110,Major Elbow Procedures for Non-Trauma with CC Score 0-1,2,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,4
HN64A,110,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 2+",1,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,3
HN64B,100,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,.,2
HN64B,110,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",2,.,.,.,.,6,.,2,16,.,.,.,2,.,.,.,.,.,28
HN64B,160,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
HN64C,110,"Intermediate Elbow Procedures for Non-Trauma, between 6 and 18 years",5,.,.,.,.,.,.,.,9,.,.,.,11,.,.,.,6,.,31
HN64D,110,"Intermediate Elbow Procedures for Non-Trauma, 5 years and under",2,.,.,.,.,.,.,.,2,.,.,.,11,.,.,.,3,.,18
HN65Z,100,Minor Elbow Procedures for Non-Trauma,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,3,.,4
HN65Z,110,Minor Elbow Procedures for Non-Trauma,3,.,.,.,.,2,.,1,12,.,.,.,2,1,.,.,.,.,21
HN65Z,150,Minor Elbow Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
HN65Z,160,Minor Elbow Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,3
HN66Z,110,Minimal Elbow Procedures,.,.,.,.,.,2,.,2,5,.,.,.,.,.,.,.,.,.,9
HN66Z,410,Minimal Elbow Procedures,.,.,16,.,.,9,.,.,.,.,.,.,.,4,.,.,.,.,29
HN86B,160,"Complex, Foot, Hand, Shoulder or Elbow Procedures for Non-Trauma, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HN93Z,100,"Other Muscle, Tendon, Fascia or Ligament Procedures",.,.,.,.,6,.,.,.,.,1,.,.,.,.,1,.,.,.,8
HN93Z,110,"Other Muscle, Tendon, Fascia or Ligament Procedures",1,.,.,.,.,2,.,.,5,.,.,.,.,6,.,.,.,.,14
HN93Z,120,"Other Muscle, Tendon, Fascia or Ligament Procedures",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
HN93Z,160,"Other Muscle, Tendon, Fascia or Ligament Procedures",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,.,12
HN93Z,191,"Other Muscle, Tendon, Fascia or Ligament Procedures",.,.,.,1,1,.,.,.,.,.,.,1,.,21,.,.,1,.,25
HN93Z,400,"Other Muscle, Tendon, Fascia or Ligament Procedures",.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,.,8
HN93Z,410,"Other Muscle, Tendon, Fascia or Ligament Procedures",.,.,1,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,4
HT14C,110,Intermediate Hip Procedures for Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HT23D,110,"Major Knee Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
HT24A,110,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,2
HT24B,110,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 1",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1,.,2
HT24C,110,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,8,.,.,.,2,.,.,.,.,.,10
HT24D,110,"Intermediate Knee Procedures for Trauma, 18 years and under",.,.,.,.,.,.,.,.,2,.,.,.,3,.,.,.,.,.,5
HT25Z,110,Minor Knee Procedures for Trauma,.,.,.,.,.,.,.,.,1,.,.,.,2,.,.,.,.,.,3
HT32C,110,Very Major Foot Procedures for Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HT33B,110,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HT33D,110,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,8
HT34D,110,"Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,3,.,.,.,23,.,.,.,.,.,26
HT34E,110,"Intermediate Foot Procedures for Trauma, 18 years and under",.,.,.,.,.,.,.,.,1,.,.,.,1,.,.,.,1,.,3
HT35Z,110,Minor Foot Procedures for Trauma,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
HT43C,110,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,1,.,19,1,.,.,.,57,.,.,.,6,.,84
HT43C,160,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HT43D,110,"Major Hand Procedures for Trauma, between 6 and 18 years",.,.,.,.,.,.,.,4,2,.,.,.,14,.,.,.,8,.,28
HT43D,160,"Major Hand Procedures for Trauma, between 6 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
HT43E,110,"Major Hand Procedures for Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,2,.,3
HT44B,110,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
HT44C,110,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 0-1",3,.,.,.,.,.,.,8,4,.,.,.,41,.,.,.,2,.,58
HT44C,160,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,5,.,6
HT44D,110,"Intermediate Hand Procedures for Trauma, between 6 and 18 years",1,.,.,.,.,.,.,.,1,.,.,.,27,.,.,.,12,.,41
HT44E,110,"Intermediate Hand Procedures for Trauma, 5 years and under",1,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,2,.,7
HT45Z,110,Minor Hand Procedures for Trauma,.,.,.,.,.,1,.,.,.,.,.,.,4,.,.,.,.,.,5
HT45Z,160,Minor Hand Procedures for Trauma,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HT53D,110,"Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,5
