HRG Code,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,Northern Ireland Average
EY41B,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,.,.,.,"2,182",.,"2,604",.,.,.,.,.,.,.,.,.,.,.,.,"2,463"
EY41C,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 4-7,"2,678",.,.,"1,778",.,"2,594",.,.,.,.,.,.,"2,612",.,.,.,.,.,"2,304"
EY41D,Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,"2,678",.,.,"1,716",.,"2,590",.,.,.,.,.,.,"2,540",.,.,.,.,.,"2,305"
EY42B,Complex Cardiac Catheterisation with CC Score 4-6,"2,034",.,.,"1,126",.,"1,807",.,.,.,.,.,.,"1,925",.,.,.,749,.,"1,629"
EY42C,Complex Cardiac Catheterisation with CC Score 2-3,"2,034",.,.,"1,205",.,"1,898",.,.,.,.,.,.,"1,982",.,.,.,749,.,"1,752"
EY42D,Complex Cardiac Catheterisation with CC Score 0-1,"2,034",.,.,"1,212",.,"1,898",.,.,.,.,.,.,"2,076",.,.,.,749,.,"1,792"
EY43B,Standard Cardiac Catheterisation with CC Score 10-12,.,.,.,648,.,"1,356",.,.,.,.,.,.,"1,760",.,.,.,.,.,"1,012"
EY43C,Standard Cardiac Catheterisation with CC Score 7-9,"1,151",.,.,751,.,"1,356",.,.,.,.,.,.,"1,311",.,.,.,749,.,"1,024"
EY43D,Standard Cardiac Catheterisation with CC Score 4-6,"1,168",.,.,773,.,"1,356",.,.,.,.,.,.,"1,336",.,.,.,749,.,"1,039"
EY43E,Standard Cardiac Catheterisation with CC Score 2-3,"1,157","1,672",.,781,.,"1,359",.,.,.,.,.,.,"1,292",.,.,.,749,.,"1,094"
EY43F,Standard Cardiac Catheterisation with CC Score 0-1,"1,151",.,.,715,.,"1,358",.,.,.,.,.,.,"1,189",.,.,.,749,.,"1,097"
EY50Z,Complex Echocardiogram,"1,398",.,.,432,.,"1,514",.,.,.,.,731,.,"1,306",.,706,864,749,.,947
EY51Z,Electrocardiogram Monitoring or Stress Testing,829,.,.,341,.,363,878,.,.,540,.,.,"1,234",.,.,"1,120",.,.,640
FZ12P,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,746,.,"2,253",767,.,"1,195",.,.,.,.,.,.,.,990,"1,338","1,031",.,"1,125"
FZ12Q,"Major General Abdominal Procedures, 19 years and over, with CC Score 0","1,310",439,.,"1,852",911,"1,798","1,195",.,.,879,712,"1,539",.,449,"1,106","1,338","1,215",.,"1,074"
FZ12S,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,.,.,"1,044",862,.,.,.,.,.,.,990,.,.,.,966
FZ13C,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over","1,243","1,659",.,264,"1,482","1,091",748,760,.,.,"1,516",.,239,.,"1,115","1,212","1,269",.,718
FZ13D,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 18 years and under","1,191","1,186",.,.,.,"1,833",.,.,.,.,904,.,.,.,.,.,.,.,"1,389"
FZ17D,"Abdominal Hernia Procedures, 18 years and under","1,159",.,.,.,.,.,.,.,.,.,.,.,"1,831",.,.,.,"1,345",.,"1,527"
FZ17F,"Abdominal Hernia Procedures, 19 years and over, with CC Score 1-3","1,048",.,.,.,822,.,.,"1,119",.,"1,042",869,.,.,.,.,.,"1,031",.,969
FZ17G,"Abdominal Hernia Procedures, 19 years and over, with CC Score 0","1,048",620,.,"1,806",733,"1,185","1,497",.,.,"1,135","1,193","1,915",.,"1,060",.,"1,435","1,303",.,"1,210"
FZ18E,"Inguinal, Umbilical or Femoral Hernia Procedures, between 2 and 18 years","1,377",734,.,.,685,"1,147",.,.,.,949,.,.,"1,668","1,785","1,400",.,"1,154",.,"1,358"
FZ18F,"Inguinal, Umbilical or Femoral Hernia Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,712",.,.,.,.,.,"1,712"
FZ18H,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 3-5",.,.,.,.,.,.,"1,895",.,.,949,"1,201",.,.,"1,146",.,.,"1,135",.,"1,229"
FZ18J,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 1-2","1,226",896,.,938,719,"1,162",.,696,.,"1,003","1,158","2,422",.,"1,351","1,400","1,578",936,.,"1,074"
FZ18K,"Inguinal, Umbilical or Femoral Hernia Procedures, 19 years and over, with CC Score 0","1,298",761,.,"1,148",861,"1,261","1,433",713,.,966,"1,105","1,969",.,"1,269","1,464","1,614",963,.,"1,121"
FZ19A,"Herniotomy Procedures, 2 years and over","1,048",.,.,.,.,"1,088",.,.,.,.,.,.,"1,638",.,.,.,"1,147",.,"1,286"
FZ19B,"Herniotomy Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,521",.,.,.,"1,200",.,"1,457"
FZ20J,"Appendicectomy Procedures, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,376",.,"1,376"
FZ21B,"Major Anal Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,477",.,"1,224",.,.,.,"1,392"
FZ21C,"Major Anal Procedures, 19 years and over, with CC Score 1+",756,762,.,351,824,869,.,.,.,.,816,.,.,720,.,.,894,.,755
FZ21D,"Major Anal Procedures, 19 years and over, with CC Score 0",735,726,.,536,736,971,"1,136","1,408",.,949,787,"1,734",.,850,"1,166",992,"1,300",.,910
FZ22B,"Intermediate Anal Procedures, 18 years and under",611,820,.,518,612,915,.,811,.,"1,180",459,"2,377","1,213",827,"1,049","1,212","1,156",.,"1,046"
FZ22C,"Intermediate Anal Procedures, 19 years and over, with CC Score 3+",.,512,.,.,.,.,.,.,.,.,.,.,.,.,.,.,894,.,703
FZ22D,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2",756,767,.,974,876,892,886,760,.,"1,071",760,.,.,832,.,782,"1,140",.,946
FZ22E,"Intermediate Anal Procedures, 19 years and over, with CC Score 0",727,693,.,554,797,889,"1,009",803,.,"1,172",921,"1,918",.,739,"1,352","1,188","1,120",.,908
FZ23A,"Minor Anal Procedures, 19 years and over",523,871,.,566,989,808,818,646,.,967,784,"1,482",498,631,"1,051",638,808,586,798
FZ23B,"Minor Anal Procedures, 18 years and under",611,.,.,.,.,.,.,.,.,.,.,.,.,.,.,782,.,.,697
FZ24E,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,"2,238",.,.,.,.,.,"2,238"
FZ24F,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,361",.,.,.,.,.,"1,361"
FZ24G,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,"1,248",.,776,795,786,.,.,.,"1,011",.,.,"1,553","1,262","1,168",.,"1,869",672,"1,004"
FZ24H,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",515,"1,166",.,855,"1,014",715,"1,042",789,.,.,776,.,"1,178",.,.,.,909,640,980
FZ24J,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",577,"1,391",.,761,938,928,971,801,.,"1,011",835,"1,101","1,167",.,"1,168",.,"1,413",660,957
FZ27D,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,"1,180",.,.,.,.,.,.,"1,969",.,.,.,"1,174",.,"1,481"
FZ27F,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,"1,062",.,.,991,"1,214",.,391,.,944
FZ27G,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",.,"1,078",.,"1,871","1,222","1,271","1,040",.,.,"1,120","2,093",.,887,372,"1,132","1,212","2,323",.,"1,532"
FZ36N,"Gastrointestinal Infections without Interventions, with CC Score 5-7",.,276,.,.,.,.,920,.,.,.,.,.,.,.,.,.,.,.,490
FZ36P,"Gastrointestinal Infections without Interventions, with CC Score 2-4",.,.,.,293,.,.,454,.,.,.,.,.,.,.,.,.,.,.,347
FZ36Q,"Gastrointestinal Infections without Interventions, with CC Score 0-1",100,.,.,.,.,.,454,.,.,.,.,.,150,193,.,.,335,.,261
FZ37P,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,599,.,305,.,.,.,.,.,.,.,.,.,.,.,.,.,.,481
FZ37Q,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",.,761,.,.,.,.,.,.,.,.,.,.,110,.,.,.,.,.,435
FZ37R,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",175,.,.,.,.,488,454,.,.,419,135,.,110,.,630,.,266,.,278
FZ37S,"Inflammatory Bowel Disease without Interventions, with CC Score 0",103,436,.,.,.,495,454,.,.,419,.,.,111,.,627,329,292,505,202
FZ38N,"Gastrointestinal Bleed without Interventions, with CC Score 5-8",.,269,.,576,.,.,.,.,.,.,.,.,.,.,.,.,.,.,499
FZ38P,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",250,346,.,331,313,.,538,310,.,512,135,.,110,193,749,496,838,618,488
FZ42A,"Wireless Capsule Endoscopy, 19 years and over",525,.,.,.,.,.,538,.,.,.,.,.,479,.,.,.,749,.,553
FZ42B,"Wireless Capsule Endoscopy, 18 years and under",525,.,.,.,.,.,533,.,.,.,.,.,479,.,.,.,.,.,511
FZ49G,"Nutritional Disorders without Interventions, with CC Score 2-5",.,.,.,502,.,.,443,.,.,.,.,.,.,.,.,.,398,.,445
FZ49H,"Nutritional Disorders without Interventions, with CC Score 0-1",290,405,.,126,.,.,861,.,.,451,132,875,113,.,.,447,667,430,484
FZ50Z,"Intermediate Large Intestine Procedures, 19 years and over",465,669,.,508,913,844,980,657,.,"1,046",570,"1,092",436,758,"1,046",861,"1,063",591,778
FZ51Z,"Diagnostic Colonoscopy, 19 years and over",497,"1,113",.,422,"1,014",852,716,642,.,907,642,671,574,623,"1,192",554,895,617,719
FZ52Z,"Diagnostic Colonoscopy with Biopsy, 19 years and over",502,"1,031",.,517,988,895,742,633,.,866,631,.,727,693,"1,191",551,899,642,734
FZ53Z,"Therapeutic Colonoscopy, 19 years and over",498,"1,134",.,612,"1,103",960,827,914,.,"1,104",736,.,"1,022",779,"1,194",552,"1,124",625,813
FZ54Z,"Diagnostic Flexible Sigmoidoscopy, 19 years and over",516,"1,060",.,234,"1,016",691,592,636,.,907,574,.,333,471,"1,226",579,896,625,718
FZ55Z,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over",515,"1,015",.,310,888,737,614,619,.,862,568,.,397,470,"1,215",578,900,625,662
FZ56Z,"Therapeutic Flexible Sigmoidoscopy, 19 years and over",493,851,.,529,952,813,728,679,.,943,639,.,595,475,"1,221",579,"1,028",647,689
FZ57Z,"Diagnostic or Therapeutic, Rigid Sigmoidoscopy, 19 years and over",.,.,.,373,749,860,834,.,.,777,552,.,384,701,"1,242",.,927,.,749
FZ58A,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years",546,962,.,345,908,804,687,603,.,733,557,.,"1,210",639,"1,232",582,972,601,870
FZ58B,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,430",.,.,.,950,.,"1,690"
FZ59Z,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over",261,532,.,.,.,751,517,.,.,.,.,.,450,.,.,.,772,.,439
FZ60Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",516,598,.,222,753,631,555,466,.,589,539,"1,942",315,366,"1,215",564,656,526,481
FZ61Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over",514,489,.,237,711,688,581,469,.,576,584,"2,149",399,421,"1,213",564,636,546,546
FZ62A,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years",485,730,.,221,924,683,542,467,.,540,537,.,"1,144",375,"1,217",519,740,587,870
FZ62B,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,081",.,.,.,.,.,"1,081"
FZ63Z,Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures,499,808,.,504,"1,037",957,905,595,.,777,639,.,656,700,"1,205",550,857,628,737
FZ64A,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 19 years and over",512,927,.,551,901,"1,049",840,523,.,713,586,.,845,769,"1,216",560,708,660,755
FZ64B,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 18 years and under",515,"3,012",.,.,.,946,.,.,.,662,.,.,"1,929",.,"1,168",.,"1,095",.,"1,762"
FZ65Z,Combined Upper and Lower Gastrointestinal Tract Therapeutic Endoscopic Procedures,511,903,.,770,"1,030","1,098",914,889,.,973,791,.,"1,213",832,"1,188",554,"1,159",668,887
FZ67D,"Major Small Intestine Procedures, 19 years and over, with CC Score 4-6",.,.,.,.,.,692,.,.,.,.,.,.,.,.,.,.,.,.,692
FZ67E,"Major Small Intestine Procedures, 19 years and over, with CC Score 2-3",.,.,.,.,.,657,.,.,.,.,"1,670",.,.,.,.,.,.,.,"1,332"
FZ67F,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,615,.,"1,175","1,329",728,.,.,.,.,.,.,.,.,.,.,.,.,884
FZ68H,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,"2,725",.,.,.,.,.,"2,725"
FZ70Z,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",641,802,.,430,839,706,599,965,.,824,604,.,469,453,"1,262",.,"1,151",639,676
FZ71E,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,907,.,907
FZ71F,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,"1,470",.,.,"2,469",648,739,.,.,.,.,.,.,.,.,.,.,812,.,"1,520"
FZ71G,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,"1,197",.,.,"2,558",962,709,591,.,.,.,.,.,"3,977",.,"2,123",.,"1,228",.,"1,927"
FZ74F,"Complex Large Intestine Procedures, 19 years and over, with CC Score 0-2",.,649,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,649
FZ76D,"Distal Colon Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,730,.,"3,857",.,.,.,.,.,.,.,.,.,.,.,"2,294"
FZ77E,"Major Large Intestine Procedures, 19 years and over, with CC Score 0",.,582,.,.,.,.,.,.,.,.,"1,230",.,"1,135",817,.,.,.,.,972
FZ78B,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"2,393",.,.,.,.,.,"2,393"
FZ79E,Complex General Abdominal Procedures with CC Score 0-2,.,747,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,747
FZ81E,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,.,"3,457",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,457"
FZ83K,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,.,"1,175",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,175"
FZ87G,Complex Hernia Procedures with CC Score 0,.,.,.,.,607,"1,268",.,.,.,"1,206","1,179",.,"1,880","1,340",.,"1,283","1,283",.,"1,263"
FZ89Z,"Complex Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures",515,.,.,505,.,.,.,.,.,.,.,.,.,.,.,.,749,.,518
FZ90B,Abdominal Pain without Interventions,443,"1,015",.,657,"1,286",496,455,310,.,.,135,.,.,156,627,632,701,539,572
FZ91K,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10",259,.,.,502,.,.,.,.,.,.,.,.,.,.,.,.,266,270,324
FZ91L,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",.,553,.,170,.,927,.,.,.,.,.,.,.,147,655,639,684,350,493
FZ91M,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",291,441,.,305,335,494,480,401,.,479,142,.,125,188,727,524,612,503,355
FZ92C,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2",.,.,.,389,.,.,.,.,.,.,.,.,.,.,.,.,.,.,389
FZ92H,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 5-8",.,761,.,161,.,537,.,.,.,.,.,.,.,.,.,.,.,.,555
FZ92J,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-4",.,.,.,115,.,"1,316",.,.,.,.,.,.,.,.,.,317,575,.,207
FZ92K,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,691,.,146,215,"1,316",.,.,.,.,.,.,.,.,604,353,586,270,314
FZ93A,"Endoscopic Insertion of Gastrostomy Tube, 19 years and over",251,738,.,.,799,.,.,.,.,.,.,.,692,.,.,582,907,.,697
FZ93B,"Endoscopic Insertion of Gastrostomy Tube, 18 years and under",.,"1,351",.,.,.,.,.,.,.,.,.,.,"1,887",.,.,.,"1,108",.,"1,363"
FZ94Z,"Endoscopic Insertion of, Gastrojejunostomy or Jejunostomy Tube",410,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,749,.,459
FZ95B,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 6-8",.,946,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,946
FZ95C,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 3-5",.,931,.,.,.,.,.,.,.,.,.,.,814,.,.,.,.,.,873
FZ95D,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 0-2",251,875,.,273,.,780,572,.,.,.,649,.,647,.,"1,187",.,"1,548",.,681
FZ96Z,Insertion of Neurostimulator for Treatment of Faecal Incontinence,.,.,.,"10,588",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,588"
FZ97Z,Insertion of Neurostimulator Electrodes for Treatment of Faecal Incontinence,.,.,.,684,.,.,.,.,.,.,"1,098",.,.,.,.,.,.,.,960
GA03E,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,"1,102",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,102"
GA04D,"Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-2",.,.,.,976,.,.,.,.,.,.,.,.,.,.,.,.,.,.,976
GA05D,"Very Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-2",327,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,327
GA06C,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 2+",.,.,.,.,908,.,.,.,.,.,.,.,.,.,.,.,.,.,908
GA06D,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,.,.,888,.,.,.,.,.,.,.,.,.,.,.,.,.,888
GA07D,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 1-2",.,.,.,"1,645",.,.,.,.,.,581,.,.,.,.,.,.,.,.,935
GA07E,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0",.,.,.,.,735,.,.,.,.,.,"1,056",.,"2,101",.,"2,150",.,.,.,"1,629"
GA10G,"Open or Laparoscopic, Cholecystectomy, 18 years and under",.,.,.,.,.,"1,455",.,.,.,.,.,.,.,.,"2,201",.,.,.,"1,828"
GA10J,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 1-3",.,"1,084",.,"1,496",756,"1,690","1,511",.,.,.,"1,543",.,.,.,"2,201",.,.,.,"1,490"
GA10K,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 0",.,"1,616",.,"1,552","1,711","1,557","1,784",.,.,.,"1,614",.,.,.,"2,201",.,.,.,"1,669"
GA10M,"Open Cholecystectomy, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,978,.,.,.,.,.,.,.,978
GA10N,"Open Cholecystectomy, 19 years and over, with CC Score 0",.,.,.,.,"1,025","1,661",.,.,.,.,.,.,.,.,.,.,.,.,"1,449"
GA13A,"Minor, Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC Score 1+",.,.,.,.,.,389,.,.,.,.,.,.,.,.,.,.,.,.,389
GA13B,"Minor, Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC Score 0",.,.,.,.,854,"1,074",.,.,.,.,.,.,.,.,.,.,.,.,"1,001"
GB05F,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,749,.,749
GB05G,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,.,.,.,"1,784",818,.,.,.,.,.,.,.,.,.,.,.,"1,389",.,"1,394"
GB05H,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,"1,031","1,412",.,"2,050",837,537,.,.,.,581,.,.,.,.,.,.,"1,328",.,"1,145"
GB06E,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 6+,515,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,548",.,"1,204"
GB06F,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 4-5,867,"1,673",.,.,"1,052",.,.,.,.,.,.,.,.,.,.,.,"1,367",.,"1,331"
GB06G,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-3,671,"1,587",.,"1,288",893,463,.,.,.,581,.,.,"1,532",.,.,.,"1,571",.,"1,311"
GB06H,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,575,"1,715",.,"1,107",851,501,.,.,.,581,"1,336",.,"1,494",.,.,.,"1,578",.,"1,277"
GB09E,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,.,"1,254",.,677,.,.,.,.,.,.,.,.,.,.,.,.,749,.,893
GB09F,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,"1,018",.,.,"1,197",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,078"
GB11Z,Diagnostic Endoscopic Retrograde Cholangiopancreatography,251,"1,327",.,"1,060",810,474,.,.,.,581,.,.,"1,269",.,.,.,"1,655",.,901
GB12Z,"Endoscopic Ultrasound Examination, of Hepatobiliary or Pancreatic Duct, with Biopsy or Cytology",.,.,.,611,.,477,.,.,.,.,.,.,"1,059",.,.,.,.,.,773
GB13Z,"Endoscopic Ultrasound Examination, of Hepatobiliary or Pancreatic Duct",.,.,.,281,.,502,.,.,.,.,.,.,696,.,.,.,.,.,468
GC01F,"Liver Failure Disorders without Interventions, with CC Score 0-4",.,.,.,.,.,.,454,.,.,.,.,.,110,.,.,.,.,.,340
GC12F,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-1",.,.,.,251,.,.,.,.,.,.,.,.,.,.,.,.,.,.,251
GC12G,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 6+",.,761,.,108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,434
GC12H,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5",.,.,.,119,.,.,.,.,.,.,.,.,.,.,.,.,.,.,119
GC12J,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2",.,761,.,105,.,516,.,.,.,.,.,.,486,.,.,.,652,.,284
GC12K,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0",289,.,.,150,.,"1,316",.,.,.,.,.,.,110,.,.,.,645,.,272
GC17H,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7",.,249,.,.,.,.,454,.,.,.,.,.,.,.,.,.,.,.,352
GC17J,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",.,346,.,175,.,.,441,.,.,.,.,.,110,.,604,.,652,.,267
GC17K,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",520,346,.,154,"2,334",417,447,.,.,.,226,.,111,548,.,.,462,.,165
GC18B,Non-Obstructive Jaundice with CC Score 0-4,327,.,.,.,.,.,454,.,.,.,.,.,110,.,.,.,589,.,420
HC26D,"Scoliosis or Other Spinal Deformity, with CC Score 3+",.,.,.,.,.,.,.,.,645,.,.,.,.,.,.,.,.,.,645
HC26E,"Scoliosis or Other Spinal Deformity, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,674,.,.,674
HC26F,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,.,.,.,.,340,.,.,653,.,.,.,.,.,.,.,391,.,596
HC27J,"Degenerative Spinal Conditions with Interventions, with CC Score 0-2",.,.,.,.,"1,944",.,.,.,645,.,.,.,.,"1,225",756,.,.,.,"1,908"
HC27M,"Degenerative Spinal Conditions without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,736,.,.,.,.,.,.,.,521,.,593
HC27N,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2",531,.,292,145,"1,917",340,.,.,661,.,.,806,608,519,.,811,379,.,932
HC28M,"Spinal Cord Conditions without Interventions, with CC Score 0-2",475,.,.,175,"2,673",.,.,.,430,.,.,.,.,.,.,.,391,.,627
HC29A,Inflammatory Spinal Conditions with CC Score 2+,.,.,.,.,.,340,.,.,.,.,.,.,.,.,.,.,.,.,340
HC29B,Inflammatory Spinal Conditions with CC Score 0-1,100,81,.,.,.,340,.,.,.,.,.,.,.,.,.,.,266,.,199
HC31N,"Spinal Infection without Interventions, with CC Score 0-2",.,.,.,.,.,518,.,.,.,.,.,.,.,.,.,.,.,.,518
HC32J,"Low Back Pain without Interventions, with CC Score 3-5",.,.,.,.,.,278,.,.,.,.,.,.,.,.,.,.,.,.,278
HC32K,"Low Back Pain without Interventions, with CC Score 0-2",.,.,.,200,.,340,.,.,651,.,144,.,.,107,.,.,391,.,232
HC54C,Major Spinal Reconstructive Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,391,.,391
HC62C,Very Major Extradural Spinal Procedures with CC Score 0-1,.,.,.,.,.,927,.,.,.,.,.,.,.,.,.,.,.,.,927
HC63C,Major Extradural Spinal Procedures with CC Score 0-1,.,.,.,.,"2,331",.,.,.,.,.,.,.,"2,344",.,.,.,.,.,"2,338"
HC64C,Intermediate Extradural Spinal Procedures with CC Score 0-1,.,.,.,.,"2,262",.,.,.,.,.,.,.,.,.,.,.,"1,553",.,"2,143"
HC65Z,Minor Extradural Spinal Procedures,482,.,.,.,"1,991",.,.,.,"1,155",.,.,.,.,593,.,.,.,.,"1,094"
