X,Y,FID,BRIDGE_COD,BRBIDGE_NA,FACILITYID,SHAPE_Leng,ET_ID,ET_X,ET_Y,ET_ANGLE,ET_IDP
-79.971312929088214,40.503037387614164,474,WB04,WIBLE RUN NO. 4,335,64.427836,220,1350851.70214,433874.695528,36.232868,220
-79.851561372386087,40.457956537105225,475,CH01,Laketon Rd Br No. 1,162,35,400,1383752.07123,416641.344134,316.201816,400
-79.969426406185192,40.504778017577763,476,WB06,WIBLE RUN NO. 6,336,24,221,1351392.08519,434495.423763,52.344561,221
-79.803954576760702,40.372728317952898,477,CK03,Crooked Run Br. #3,162,4,401,1396273.93782,385289.64756,270,401
-80.009928845379989,40.515643820064284,478,GI14,GIRTYS RUN NO. 14,337,22,222,1340234.15842,438738.188111,229.118195,222
-80.116807355958969,40.426018837935459,479,CM06,CAMPBELLS RUN NO. 6,323,49,402,1309653.6333,406877.768904,253.486576,402
-79.95482529899644,40.529451663995651,480,PI15,Pine Creek Br #15,338,92,223,1355675.45151,443379.640232,270.420923,223
-80.017634010226232,40.325689294917211,481,CT12,Catfish Run #12,250,24,403,1336315.86443,369615.842535,101.689368,403
-80.127299050145567,40.533382422407776,482,KL11,KILBUCK RUN NO. 11,339,26,224,1307786.53902,446054.779976,6.024027,224
-80.122883212225204,40.54221163408085,484,KL03,KILBUCK RUN NO. 3,340,36,225,1309099.93777,449237.143864,169.31499,225
-80.219561795102834,40.556244474707981,486,FU06,FLAUGHERTY RUN NO. 6,341,20,226,1282383.72333,455083.980338,163.412795,226
-79.960940629448061,40.55816655457339,488,GH01,GOURDHEAD NO. 1,342,27,227,1354237.93859,453879.867961,110.613048,227
-80.142958475998924,40.614741175967367,490,SB06,BIG SEWICKLEY CREEK NO. 6,344,32,228,1304238.47695,475801.123301,268.807931,228
-80.008286873418143,40.328649973767661,491,CT20,Catfish Run #20,252,7.8,405,1338948.72479,370627.269281,65.480352,405
-80.140955294809487,40.617577712998397,492,SB04,BIG SEWICKLEY CREEK NO. 4,345,32,229,1304822.37946,476819.066991,322.092188,229
-79.839194651074209,40.55746687906413,493,DE04,Deer Creek Br #4,253,65,406,1388049.94334,452801.529835,19.493033,406
-79.910296057641915,40.631629836526173,494,DE13,DEER CREEK NO. 13,346,36,230,1368960.24443,480287.040168,56.376788,230
-79.857211377975418,40.566163351935785,495,DE09,Deer Creek Br #9,254,58,407,1383120.8069,456087.748594,77.905274,407
-80.141055048883331,40.632181035278869,496,SB10,BIG SEWICKLEY CREEK NO. 10,347,35,231,1304938.72436,482138.038945,189.572164,231
-79.828937969547383,40.240791822476808,497,DG05,Round Hill Rd Br #5,255,2,408,1388183.54547,337402.438684,101.768323,408
-79.9088242332638,40.644219754088908,498,DE12,DEER CREEK NO. 12,348,32,232,1369480.74712,484862.358464,93.205388,232
-79.846696774394417,40.39638578814403,499,DK01,Dooker's Hollow Br #1,256,641,409,1384572.87727,394185.37207,101.625899,409
-79.8443937154764,40.242227544412934,500,DG09,Douglas Run #9,400,13,233,1383882.41913,338027.250628,63.479743,233
-79.827039449729895,40.583106624856889,501,DL04,Little Deer Creek Br#4,257,45,410,1391646.12591,462060.052686,67.943615,410
-79.912731634072529,40.290757657790607,502,PE06,Peter's Creek #6,401,16,234,1365243.5909,356160.758775,267.498564,234
-79.831126306554992,40.561297491396665,503,DL05,Little Deer Creek #5,258,57,411,1390324.07724,454143.733249,107.318972,411
-79.833777104320887,40.619820547736126,504,DL06,Little Deer Creek Br #6,259,32,412,1390090.80013,475475.68125,156.801383,412
-79.826563406443526,40.621061195455191,505,DP03,Deer Lakes Park Br#3,259,59.2,413,1392103.4187,475880.373611,6.48305,413
-79.822476774200439,40.621519647004881,506,DP04,Deer Lakes Park Br#4,260,32.3,414,1393241.46706,476020.700397,113.83869,414
-79.824074346789175,40.622080110349032,507,DP05,Deer Lakes Park Br #5,261,140.4,415,1392802.90391,476235.23829,66.551944,415
-79.828295995561788,40.619855053577822,508,DP07,Deer Lakes Park Br#7,262,161,416,1391612.24796,475452.396348,51.340208,416
-79.765582010588687,40.427991386866793,509,DT06,Pitcairn Rd Br #6,264,5,417,1407422.01689,405170.240306,68.552143,417
-79.77304926840408,40.42338649959774,510,DT09,Dirty Camp Br #9,265,14,418,1405305.28869,403540.658792,356.987213,418
-79.842059610007723,40.364551320102763,511,FO02,Duquesne Flyover,267,81.5,419,1385589.37439,382560.841889,90,419
-80.217004175399708,40.571104630998185,512,FO04,Leetsdale Overpass,268,171.5,420,1283245.33337,460475.675412,53.177142,420
-79.881865364592528,40.241525139864208,513,FT06,Fallen Timber Run Br#6,268,6,421,1373418.61301,338021.726954,5.194419,421
-80.218670856018846,40.550972431441906,514,FU07,Flaugherty Run Br#7,269,48,422,1282577.50494,453157.16849,94.000136,422
-79.956718436272197,40.56479859636115,515,GH06,Gourdhead Run Br#6,271,28,423,1355471.10789,456265.875762,115.144788,423
-79.703893195195377,40.655490525370368,516,HP01,Harrison Hills Park Br #1,273,6,424,1426425.08365,487643.366296,0,424
-79.702358100147805,40.654046453806707,517,HP02,Harrison Hills Park Br#2,274,2,425,1426839.27134,487107.978838,102.094781,425
-79.700067472796249,40.653831780797155,518,HP03,Harrison Hills Park Br#3,275,8,426,1427472.9519,487015.747913,74.054475,426
-79.837737721349484,40.501815341805226,519,IN01,Indian Creek Br #1,276,6,427,1387975.40387,432523.483052,171.469225,427
-79.819663809504632,40.443360599752609,520,JH02,Johnson's Run Br #2,277,4,428,1392501.16193,411115.902399,6.581885,428
-79.816450856144357,40.449007278212164,521,JH03,Johnson's Run Br #3,278,3,429,1393443.31289,413151.481323,21.434626,429
-80.123057544885484,40.546178477760499,522,KL09,Kilbuck Run Br #9,279,24,430,1309090.33267,450683.069475,15.876001,430
-80.122558033618702,40.548811686997794,523,KL13,Kilbuck Run Bridge No. 13,463,18,431,1309254.86952,451638.2888,23.173206,431
-80.124715252084201,40.559072979610384,524,KL14,Killbuck Run Br #14,280,4,432,1308756.11371,455391.307798,11.309899,432
-80.125282616589985,40.556689784990354,525,KL15,Kilbuck Run Br #15,280,6,433,1308575.17688,454527.646082,91.327077,433
-80.133549280478391,40.558140271724241,526,KL16,Kilbuck Run Br #16,281,8,434,1306293.26429,455117.758225,102.094725,434
-80.120361662319795,40.551785798887479,527,KL17,Kilbuck Run Br #17,282,10,435,1309894.09139,452704.998745,23.838758,435
-79.974126527444966,40.301417829124908,528,LC02,Lick's Run Br #2,283,35,436,1348219.89601,360468.277072,35.272443,436
-80.004488346336075,40.33992992552205,529,LC04,Lick's Run Br #4,284,23,437,1340112.31786,374708.083339,122.471209,437
-79.981389104935673,40.3199542221192,530,LC06,Lick's Run Br #6,285,37,438,1346365.48866,367269.875355,128.990991,438
-79.988194544388037,40.329143385321778,531,LC10,Lick's Run Br #10,287,5,439,1344553.29712,370664.361072,354.805663,439
-79.990674787930857,40.325129500987615,532,LC11,Lick's Run #11,407,7,440,1343824.92494,369220.13603,128.954896,440
-79.987325934801419,40.325324263246024,533,LC11,Lick's Run #11,407,7,441,1344760.14621,369267.393082,128.954778,441
-79.993258950130382,40.330083574501423,534,LC17,Lick's Run Br #17,155,3,442,1343150.48187,371042.576968,22.717635,442
-80.049039598626848,40.567474922967158,535,LE11,Lowrie's Run East Br #12,158,5,443,1329855.21108,457894.820082,129.112677,443
-80.057460373655175,40.578600472080261,536,LE12,Lowries' Run East Br #12,288,7,444,1327622.44365,462007.575227,160.346255,444
-79.761754519688651,40.449746697345482,537,LK02,Lake Run Br #2,288,4,445,1408667.82125,413069.327578,12.724504,445
-79.978567833426141,40.317001540074834,538,LN01,Lick's Run North Br. #1,153,14,446,1347124.78103,366174.715533,118.279146,446
-80.081191052952704,40.543905352254455,539,LO10,Lowries Run Br #10,289,2,447,1320699.34765,449545.388728,124.343946,447
-80.078850759924691,40.540941488232349,540,LO11,Lowries Run Br #11,290,3,448,1321321.05664,448448.852206,151.344847,448
-80.083884317893933,40.547838918247272,541,LO12,Lowries Run Br #12,291,2,449,1319988.97313,450997.678749,148.53621,449
-79.938036592842494,40.313555546649937,542,LW01,Lewis Run Br #1,291,27,450,1358392.38893,364637.159053,32.735232,450
-79.877362762287646,40.407929148449576,543,MA07TL,Rankin Bridge Talbot Ramp,292,344,451,1376135.36305,398593.612303,45.814571,451
-79.876366957854927,40.408082663620647,544,MA07KN,Rankin Bridge Kenmawr Ramp,293,203,452,1376413.93819,398642.843274,141.620774,452
-80.211706990850217,40.474848212560033,545,MC06,McLaren's Run Br #6,296,12,453,1283738.9727,425381.57741,136.273049,453
-80.20704984152043,40.471303363521201,546,MC09,McLaren's Run Br #9,297,3,454,1284998.17077,424054.607215,119.197533,454
-80.109243341844063,40.359098709810489,547,ML01,McGlaughlin's Run Br #1,297,51,455,1311107.51963,382451.372404,91.61354,455
-80.124438646460717,40.468611109084264,548,MO04,Moon Run Br #4,298,4,456,1307946.9657,422445.531032,105.708704,456
-80.10914251323716,40.465098977944415,549,MO06,Moon Run Br #6,299,4,457,1312167.06164,421052.471287,75.963669,457
-80.105403626007444,40.466736128579868,550,MO07,Moon Run Br #7,334,5,458,1313222.91073,421620.908729,32.005559,458
-79.902966111116896,40.318064435959549,551,MR01,McRobert's Run Br #1,335,10,459,1368209.46849,366038.877228,92.2564,459
-80.224522162553754,40.454569456233216,552,MT15,Montour Run Br #15,352,4,460,1279968.18982,418096.540046,119.24896,460
-80.234752857649553,40.458215227126168,553,MX01,Montour Run NB Br #1,353,26,461,1277159.62653,419504.09918,156.037483,461
-80.152006781405944,40.516268416882902,554,OB02,Coraopolis Bridge,353,1110,462,1300751.73367,440008.187706,25.896914,462
