HRG Code,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
HE52B,"Other Injury of Arm with Interventions, with CC Score 0-1","2,800",.,.,.,"2,302",.,.,.,.,.,.,.,"1,997",.,.,.,"9,627","16,725"
HE52C,"Other Injury of Arm without Interventions, with CC Score 7+",446,745,.,.,752,.,.,.,.,.,.,.,.,.,.,.,"4,006","5,950"
HE52D,"Other Injury of Arm without Interventions, with CC Score 4-6",.,"1,547",.,.,376,.,.,.,.,.,394,.,"9,950",.,"1,028",.,"2,185","15,481"
HE52E,"Other Injury of Arm without Interventions, with CC Score 2-3","1,338","3,509",515,.,"2,504",291,.,.,.,.,"1,695",.,"7,188",.,"2,056",.,"2,963","22,060"
HE52F,"Other Injury of Arm without Interventions, with CC Score 0-1","13,923","26,114",.,781,"25,586","2,620",.,.,.,.,"3,858",.,"40,272",.,"3,226",.,"4,248","120,629"
HE71B,"Rib or Chest Fracture, without Interventions, with CC Score 6+",892,752,.,.,439,.,.,.,.,.,"1,306",.,"1,669",.,514,.,"2,914","8,486"
HE71C,"Rib or Chest Fracture, without Interventions, with CC Score 3-5","2,229","4,820",515,936,"3,445",680,.,.,740,.,223,.,"2,197",.,"2,493",.,"4,492","22,769"
HE71D,"Rib or Chest Fracture, without Interventions, with CC Score 0-2","5,923","10,866",515,"2,508","7,071","4,663",.,.,.,.,"1,802",.,"14,226",.,"4,451",.,"6,920","58,945"
HE72A,"Other Injury, of Rib or Chest, with Interventions",.,.,.,.,"1,319",.,.,.,.,.,.,.,.,.,.,.,978,"2,298"
HE72B,"Other Injury, of Rib or Chest, without Interventions, with CC Score 7+",446,401,.,.,"1,557",.,.,.,.,.,.,.,"1,879",.,.,.,"2,914","7,197"
HE72C,"Other Injury, of Rib or Chest, without Interventions, with CC Score 4-6","1,338","2,694",.,468,752,.,.,.,.,.,.,.,"9,047",.,.,.,"5,828","20,126"
HE72D,"Other Injury, of Rib or Chest, without Interventions, with CC Score 2-3","1,784","3,194",.,.,"4,384",680,.,.,"2,589",.,223,.,"12,382",.,514,.,"5,178","30,927"
HE72E,"Other Injury, of Rib or Chest, without Interventions, with CC Score 0-1","6,037","14,763",624,"2,664","24,542","5,201",515,.,370,.,"1,781",.,"38,072",.,"7,873",.,"2,343","104,783"
HE81B,"Infection or Inflammatory Reaction, due to, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 3-5","1,576",.,.,.,.,.,.,.,.,.,.,.,"3,088",.,.,.,.,"4,664"
HE81C,"Infection or Inflammatory Reaction, due to, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 0-2",525,.,.,.,.,.,.,.,.,.,.,.,633,.,.,.,.,"1,158"
HE82B,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 4-6",525,"1,088",.,.,.,.,.,.,.,.,.,.,997,.,.,.,"1,134","3,745"
HE82C,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts, with CC Score 2-3",525,.,.,.,"1,000",.,.,618,.,.,.,.,.,.,.,.,"1,242","3,385"
HE82D,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts with CC Score 0-1","1,050","1,063",.,549,"2,206",.,.,"4,935",.,.,.,.,"3,621",.,.,.,"1,606","15,030"
HE83A,"Early Complications of Trauma or Injury of Non-Specific Joint Site, with CC Score 5+",.,"1,203",.,.,.,.,.,.,"1,110",.,344,.,"1,103",.,.,.,728,"4,488"
HE83B,"Early Complications of Trauma or Injury of Non-Specific Joint Site, with CC Score 2-4",.,401,.,.,.,.,.,.,.,.,.,.,"1,554",.,.,.,728,"2,684"
HE83C,"Early Complications of Trauma or Injury of Non-Specific Joint Site, with CC Score 0-1","1,338",.,.,936,"1,752",.,.,.,.,.,350,.,"4,926",.,"1,364",.,807,"11,473"
HN12D,Very Major Hip Procedures for Non-Trauma with CC Score 4-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,184","2,184"
HN12F,Very Major Hip Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,"3,154",.,.,.,.,.,.,.,.,.,.,.,.,"3,154"
HN13E,"Major Hip Procedures for Non-Trauma, 19 years and over, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,"3,947",.,.,.,.,"3,947"
HN13F,"Major Hip Procedures for Non-Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"1,848",.,.,.,.,"1,848"
HN14B,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 4-5","1,821",.,.,.,376,.,.,.,.,.,.,.,"1,607",.,.,.,.,"3,804"
HN14C,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 2-3","1,821",.,.,.,.,.,.,.,.,.,.,.,"4,750",.,.,.,.,"6,570"
HN14D,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 1",.,.,.,.,"1,541",.,.,.,.,.,.,.,.,.,.,.,"2,598","4,140"
HN14E,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 0","3,641",.,.,.,"8,093",.,.,"7,688",.,.,.,.,"2,866",.,.,.,"2,598","24,887"
HN14G,"Intermediate Hip Procedures for Non-Trauma, between 6 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,"5,668",.,.,.,"1,528","7,196"
HN15A,"Minor Hip Procedures for Non-Trauma, 19 years and over",.,.,.,.,"1,640",.,.,"3,241",.,.,.,.,.,.,.,.,.,"4,881"
HN16B,"Minimal Hip Procedures, between 6 and 18 years","1,389",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,389"
HN22E,Very Major Knee Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,.,.,.,"5,630",.,.,.,.,.,.,.,.,.,"5,630"
HN23B,"Major Knee Procedures for Non-Trauma, 19 years and over, with CC Score 2-3","1,821",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,821"
HN23C,"Major Knee Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",.,.,.,.,"1,374",.,.,"6,549",.,.,.,.,.,.,.,.,.,"7,923"
HN24C,"Intermediate Knee Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","8,650",.,.,.,"8,073",.,.,"2,377",.,.,.,.,"1,170",.,.,.,.,"20,271"
HN25A,"Minor Knee Procedures for Non-Trauma, 19 years and over","3,641",.,.,.,"1,744",.,.,.,.,.,.,.,.,.,.,.,.,"5,386"
HN25B,"Minor Knee Procedures for Non-Trauma, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"3,631",.,.,.,.,"3,631"
HN26A,"Minimal Knee Procedures, 19 years and over",446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,446
HN33D,"Major Foot Procedures for Non-Trauma, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"1,061",.,.,.,.,"1,061"
HN34B,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,"5,001",.,.,.,.,"5,001"
HN34C,"Intermediate Foot Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","3,641",.,.,.,"13,579",.,.,.,.,.,.,.,.,.,"2,490",.,"1,152","20,862"
HN34D,"Intermediate Foot Procedures for Non-Trauma, 18 years and under",.,.,.,.,"1,157",.,.,.,.,.,.,.,.,.,.,.,.,"1,157"
HN35A,"Minor Foot Procedures for Non-Trauma, 19 years and over","1,821",.,984,.,"1,075",.,.,.,.,.,.,.,"2,607",.,"2,031",.,"1,547","10,064"
HN35B,"Minor Foot Procedures for Non-Trauma, 18 years and under","1,411",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,411"
HN43A,"Major Hand Procedures for Non-Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,771","1,771"
HN43B,"Major Hand Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","1,821",.,.,.,"2,683",.,.,.,.,.,.,.,.,.,.,.,"5,234","9,738"
HN43C,"Major Hand Procedures for Non-Trauma, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,949","7,949"
HN44A,"Intermediate Hand Procedures for Non-Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"2,254",.,.,.,"2,859","5,113"
HN44B,"Intermediate Hand Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","9,103",.,.,.,"10,777",.,.,.,.,.,.,.,"1,323",.,.,.,"38,000","59,203"
HN44C,"Intermediate Hand Procedures for Non-Trauma, between 6 and 18 years",.,.,.,.,"1,432",.,.,.,.,.,.,.,.,.,.,.,"3,696","5,128"
HN44D,"Intermediate Hand Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,261",.,.,.,"1,430","3,691"
HN45A,"Minor Hand Procedures for Non-Trauma, 19 years and over","1,389",.,.,.,"4,750",.,.,.,.,.,.,.,.,.,.,.,"26,126","32,265"
HN45B,"Minor Hand Procedures for Non-Trauma, between 6 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,547","1,547"
HN53C,Major Shoulder Procedures for Non-Trauma with CC Score 0-1,"3,249",.,.,.,"4,037",.,.,.,.,.,.,.,"2,414",.,.,.,.,"9,700"
HN54A,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,921,921
HN54C,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","7,282",.,.,.,"7,043",.,.,.,.,.,.,.,"6,436",.,.,.,"2,540","23,301"
HN54D,"Intermediate Shoulder Procedures for Non-Trauma, 18 years and under",.,.,.,.,"3,298",.,.,.,.,.,.,.,.,.,.,.,.,"3,298"
HN55Z,Minor Shoulder Procedures for Non-Trauma,"2,252",.,.,.,"2,170",.,.,.,.,.,.,.,.,.,.,.,"1,360","5,782"
HN56Z,Minimal Shoulder Procedures,"1,389",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,389"
HN63B,Major Elbow Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"3,482",.,.,.,"3,550","7,032"
HN64A,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 2+",.,.,.,.,"1,349",.,.,.,.,.,.,.,.,.,.,.,.,"1,349"
HN64B,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","1,821",.,.,.,"2,241",.,.,.,.,.,.,.,.,.,.,.,"4,011","8,073"
HN64C,"Intermediate Elbow Procedures for Non-Trauma, between 6 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,152","1,152"
HN65Z,Minor Elbow Procedures for Non-Trauma,.,"10,075",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,075"
HN66Z,Minimal Elbow Procedures,"2,778",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,778"
HN81C,"Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 4-5",.,.,.,.,"4,424",.,.,.,.,.,.,.,.,.,.,.,.,"4,424"
HN81D,"Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,619","1,619"
HT12B,Very Major Hip Procedures for Trauma with CC Score 9-11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,863","2,863"
HT12C,Very Major Hip Procedures for Trauma with CC Score 6-8,.,.,.,.,"4,932",.,.,.,.,.,.,.,"2,997",.,.,.,"2,051","9,980"
HT12D,Very Major Hip Procedures for Trauma with CC Score 3-5,.,.,.,.,"8,716",.,.,.,.,.,.,.,"10,734",.,.,.,"4,103","23,553"
HT12E,Very Major Hip Procedures for Trauma with CC Score 0-2,"3,680",.,.,.,"76,336",.,.,.,.,.,.,.,"7,181",.,.,.,"2,051","89,249"
HT13D,Major Hip Procedures for Trauma with CC 3-5,"2,252",.,.,.,"2,505",.,.,.,.,.,.,.,.,.,.,.,"1,749","6,507"
HT13E,Major Hip Procedures for Trauma with CC 0-2,"11,600",.,.,.,"42,126",.,.,.,.,.,.,.,.,.,.,.,"1,749","55,476"
HT14C,Intermediate Hip Procedures for Trauma with CC Score 0-1,"1,821",.,.,.,"4,419",.,.,.,.,.,.,.,"3,060",.,.,.,.,"9,300"
HT22C,Very Major Knee Procedures for Trauma with CC Score 0-1,"3,548",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,548"
HT23D,"Major Knee Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,"16,063",.,.,.,.,.,.,.,"8,086",.,.,.,"1,619","25,767"
HT24A,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"4,328",.,.,.,.,"4,328"
HT24C,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 0","5,462",.,.,.,"1,618",.,.,.,.,.,.,.,"13,079",.,.,.,"1,430","21,588"
HT24D,"Intermediate Knee Procedures for Trauma, 18 years and under","2,252",.,.,.,.,.,.,.,.,.,.,.,"16,608",.,.,.,"1,078","19,938"
HT25Z,Minor Knee Procedures for Trauma,"1,389",.,.,.,976,.,.,.,.,.,.,.,"8,944",.,.,.,.,"11,309"
HT32C,Very Major Foot Procedures for Trauma with CC Score 0-1,"7,541",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,541"
HT33A,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,"4,148",.,.,.,.,"4,148"
HT33C,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 1","22,610",.,.,.,.,.,.,.,.,.,.,.,"12,445",.,.,.,.,"35,055"
HT33D,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 0","63,988",.,.,.,"28,410",.,.,.,.,.,.,.,"31,541",.,.,.,"8,125","132,064"
HT33E,"Major Foot Procedures for Trauma, 18 years and under","2,252",.,.,.,"4,078",.,.,.,.,.,.,.,"5,915",.,.,.,.,"12,245"
HT34C,"Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 1","1,821",.,.,.,"1,380",.,.,.,.,.,.,.,"6,135",.,.,.,.,"9,336"
HT34D,"Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 0","27,554",.,.,.,"3,123",.,.,.,.,.,.,.,"6,223",.,.,.,"9,789","46,689"
HT34E,"Intermediate Foot Procedures for Trauma, 18 years and under","5,462",.,.,.,.,.,.,.,.,.,.,.,"15,820",.,.,.,"4,192","25,474"
HT35Z,Minor Foot Procedures for Trauma,"2,252",.,.,.,"5,664",.,.,.,.,.,.,.,.,.,.,.,.,"7,916"
HT42B,Very Major Hand Procedures for Trauma with CC Score 0-1,"8,498",.,.,.,"7,974",.,.,.,.,.,.,.,"16,528",.,.,.,"20,844","53,843"
HT43A,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 4+","2,596",.,.,.,"3,068",.,.,.,.,.,.,.,.,.,.,.,"3,804","9,468"
HT43B,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,"6,789",.,.,.,.,.,.,.,"3,017",.,.,.,"16,384","26,190"
HT43C,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 0-1","89,618",.,.,.,"196,127",.,.,.,.,.,.,.,"16,512",.,.,.,"291,193","593,449"
HT43D,"Major Hand Procedures for Trauma, between 6 and 18 years","32,059",.,.,.,"37,742",.,.,.,.,.,.,.,"120,722",.,.,.,"79,556","270,078"
HT43E,"Major Hand Procedures for Trauma, 5 years and under","3,249",.,.,.,.,.,.,.,.,.,.,.,"6,749",.,.,.,"5,160","15,158"
HT44A,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,866,.,.,.,.,.,.,.,"1,430","2,296"
HT44B,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 2-3","1,821",.,.,.,.,.,"1,121",.,.,.,.,.,.,.,.,.,"22,876","25,817"
HT44C,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 0-1","38,272",367,.,.,"29,798",.,.,"2,642",.,.,227,.,"4,351",.,.,.,"486,109","561,766"
HT44D,"Intermediate Hand Procedures for Trauma, between 6 and 18 years","94,248",.,.,.,"9,412",.,.,.,.,.,.,.,"88,962",.,.,.,"85,779","278,400"
HT44E,"Intermediate Hand Procedures for Trauma, 5 years and under","12,744",.,.,.,.,.,.,.,.,.,.,.,"22,752",.,.,.,"21,547","57,043"
HT45Z,Minor Hand Procedures for Trauma,"3,641",.,.,.,"11,670",.,.,.,.,.,.,.,"3,903",.,.,.,"18,615","37,829"
HT52B,Very Major Shoulder Procedures for Trauma with CC Score 2-3,.,.,.,.,"4,313",.,.,.,.,.,.,.,.,.,.,.,.,"4,313"
HT53B,"Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 2-3","3,249",.,.,.,.,.,.,.,.,.,.,.,"4,407",.,.,.,.,"7,656"
HT53C,"Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 1",.,.,.,.,"8,910",.,.,.,.,.,.,.,"3,240",.,.,.,.,"12,150"
HT53D,"Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 0","5,501",.,.,.,"26,183",.,.,"7,262",.,.,.,.,"3,912",.,.,.,.,"42,858"
HT53E,"Major Shoulder Procedures for Trauma, 18 years and under","3,249",.,.,.,.,.,.,.,.,.,.,.,"4,901",.,.,.,.,"8,150"
HT54A,Intermediate Shoulder Procedures for Trauma with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,921,921
HT54B,Intermediate Shoulder Procedures for Trauma with CC Score 2-3,"1,821",.,.,.,"1,000",.,.,.,770,.,.,.,"4,736",.,.,.,.,"8,328"
HT54C,Intermediate Shoulder Procedures for Trauma with CC Score 1,"11,355",367,.,.,"2,853",.,.,.,.,.,.,.,"5,096",.,.,.,856,"20,529"
HT54D,Intermediate Shoulder Procedures for Trauma with CC Score 0,"14,997",735,.,.,"10,127",.,.,.,.,.,.,.,"8,093",.,.,.,"3,233","37,185"
HT55Z,Minor Shoulder Procedures for Trauma,.,.,.,.,"4,600",.,.,.,.,.,.,.,.,.,.,.,.,"4,600"
HT62B,Very Major Elbow Procedures for Trauma with CC score 0-1,"7,549",.,.,.,.,.,.,.,.,.,.,.,"14,908",.,.,.,"2,184","24,641"
HT63C,"Major Elbow Procedures for Trauma, 19 years and over, with CC Score 1","3,249",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,865","7,114"
HT63D,"Major Elbow Procedures for Trauma, 19 years and over, with CC Score 0","28,755",.,.,.,"24,428",.,.,.,.,.,.,.,"10,746",.,.,.,"20,923","84,852"
HT63E,"Major Elbow Procedures for Trauma, between 6 and 18 years","83,128",.,.,.,"4,852",.,.,.,.,.,.,.,"79,294",.,.,.,"21,966","189,239"
HT63F,"Major Elbow Procedures for Trauma, 5 years and under","45,911",.,.,.,.,.,.,.,.,.,.,.,"91,859",.,.,.,"16,943","154,713"
HT64A,"Intermediate Elbow Procedures for Trauma, 19 years and over, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,430","1,430"
HT64B,"Intermediate Elbow Procedures for Trauma, 19 years and over, with CC Score 0","14,471",.,.,.,"5,877",.,.,"2,258",.,.,.,.,"1,656",.,.,.,"12,526","36,788"
HT64C,"Intermediate Elbow Procedures for Trauma, between 6 and 18 years","58,598",.,.,.,"1,174",.,.,.,.,.,.,.,"72,311",.,.,.,"16,600","148,683"
HT64D,"Intermediate Elbow Procedures for Trauma, 5 years and under","33,634",.,.,.,.,.,.,.,.,.,.,.,"36,643",.,.,.,"5,635","75,912"
HT65Z,Minor Elbow Procedures for Trauma,"3,641",.,.,.,633,.,.,.,.,.,.,.,.,.,.,.,.,"4,274"
HT81D,"Complex, Hip or Knee Procedures for Trauma, with CC Score 0-3",.,.,.,.,"27,842",.,.,.,.,.,.,.,.,.,.,.,.,"27,842"
HT86A,"Complex, Foot, Hand, Shoulder or Elbow Procedures for Trauma, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,"6,524",.,.,.,.,"6,524"
HT86C,"Complex, Foot, Hand, Shoulder or Elbow Procedures for Trauma, with CC Score 0-1","7,754",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,316","15,069"
JA12E,"Malignant Breast Disorders with Interventions, with CC Score 3-6",.,.,965,.,.,.,.,.,.,.,.,.,.,.,.,.,.,965
JA12G,"Malignant Breast Disorders without Interventions, with CC Score 9+",446,401,.,936,"2,382",.,.,.,.,.,.,.,.,.,.,.,364,"4,529"
JA12H,"Malignant Breast Disorders without Interventions, with CC Score 6-8",.,"3,355",994,.,376,.,.,.,.,.,327,.,"1,097",440,.,.,728,"7,317"
JA12J,"Malignant Breast Disorders without Interventions, with CC Score 4-5",446,.,"4,634",.,"1,504",.,.,.,.,.,.,.,.,.,"2,056",.,"1,093","9,733"
JA12K,"Malignant Breast Disorders without Interventions, with CC Score 2-3",892,"1,905","4,634",.,784,291,.,.,.,.,.,.,"1,122",.,.,.,"1,457","11,085"
JA12L,"Malignant Breast Disorders without Interventions, with CC Score 0-1",.,.,"3,925",.,439,.,.,.,.,.,.,.,.,.,.,.,364,"4,729"
JA13B,"Non-Malignant Breast Disorders without Interventions, with CC Score 4+",.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,728,"1,104"
JA13C,"Non-Malignant Breast Disorders without Interventions, with CC Score 0-3","9,371","2,666",.,549,"4,703",.,.,.,.,.,.,.,"2,340",.,.,"1,992","1,615","23,236"
JA20F,Unilateral Major Breast Procedures with CC Score 0-2,.,399,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,399
JA34Z,Unilateral Delayed Free Perforator Flap Breast Reconstruction,.,.,.,.,"1,264",.,.,.,.,.,.,.,.,.,.,.,.,"1,264"
JA43B,Unilateral Intermediate Breast Procedures with CC Score 0-2,.,.,"5,153",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,153"
JA45Z,Unilateral Minor Breast Procedures,.,838,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,838
JB31B,Intermediate Burn (TBSA of 20-59%) with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,"3,111",.,.,.,.,"3,111"
JB31C,Intermediate Burn (TBSA of 20-59%) without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,364,364
JB32A,Minor Burn (TBSA of less than 20%) with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,.,"5,201",.,.,.,.,"5,201"
JB32B,Minor Burn (TBSA of less than 20%) with Other Skin Procedure,"1,389",.,.,.,.,"1,401",.,.,.,.,.,.,"17,588",.,.,.,.,"20,378"
JB32C,Minor Burn (TBSA of less than 20%) without Skin Procedure,892,"1,293",.,"1,017","3,440",818,.,.,.,.,.,.,"14,228",.,656,.,.,"22,344"
JB33A,Other Burn with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,430","1,430"
JB33B,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,"8,383",.,.,.,"1,430","9,813"
JB33C,Other Burn without Skin Procedure,"3,421","5,905",.,.,"6,685","3,425",.,.,370,.,807,.,"13,064",.,.,.,"5,068","38,744"
JC41Z,Major Skin Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,430","1,430"
JC42A,"Intermediate Skin Procedures, 13 years and over","86,693","31,811","3,212","21,589","72,515","27,125",.,.,.,.,392,.,"27,897",.,"68,489",.,"267,572","607,295"
JC42B,"Intermediate Skin Procedures, 12 years and under","17,758","1,567",.,.,"6,769",.,.,.,.,.,.,.,"12,190",.,"8,157",.,"192,400","238,840"
JC43A,"Minor Skin Procedures, 13 years and over","22,212","7,614",896,"3,046","11,057","7,648",.,.,929,.,.,.,"7,132",.,"4,980",.,"93,303","158,816"
JC43B,"Minor Skin Procedures, 12 years and under","11,058","1,553",.,.,.,.,.,.,.,.,.,.,"5,182",.,"1,573",.,"41,650","61,015"
JC47B,"Phototherapy or Photochemotherapy, 12 years and under",.,.,.,714,.,.,.,.,.,.,.,.,688,.,.,.,"1,141","2,543"
JD07C,"Skin Disorders with Interventions, with CC Score 4-7",.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,.,376
JD07D,"Skin Disorders with Interventions, with CC Score 0-3","1,677","2,057","1,665","2,240","2,199",861,.,.,.,.,.,.,"2,148",.,"2,031",.,921,"15,800"
JD07E,"Skin Disorders without Interventions, with CC Score 19+",.,.,"1,364",.,376,.,.,.,.,.,.,.,.,.,.,.,728,"2,468"
JD07F,"Skin Disorders without Interventions, with CC Score 14-18",.,802,"3,599",.,429,452,.,.,370,.,.,.,"2,479",.,"1,542",.,"1,821","11,494"
JD07G,"Skin Disorders without Interventions, with CC Score 10-13","5,363","5,106","2,081",936,"3,256",452,.,.,"2,589",.,"1,735",.,"11,156",.,"4,538",.,"4,371","41,582"
JD07H,"Skin Disorders without Interventions, with CC Score 6-9","11,605","31,518","5,063",.,"18,620",872,.,.,"4,401",.,"6,442",.,"35,733",.,"9,679",.,"19,267","143,200"
JD07J,"Skin Disorders without Interventions, with CC Score 2-5","38,430","47,937","15,031","7,575","24,496","7,050","2,575",.,"5,159",.,"16,754",.,"72,844",.,"21,272",498,"27,303","286,926"
JD07K,"Skin Disorders without Interventions, with CC Score 0-1","36,135","51,797","2,855","7,621","74,224","8,735",515,"1,555","1,849",.,"14,575",.,"68,761",.,"20,494","1,494","24,857","315,468"
KA05D,Anterior Pituitary Disorders with CC Score 0-1,.,.,.,.,752,.,.,.,.,.,.,.,.,.,.,.,.,752
KA06C,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+","1,472",745,.,468,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,686"
KA06D,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3","1,338",392,.,468,.,291,.,.,.,.,330,.,"1,488",.,656,.,728,"5,691"
KA06E,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",892,768,.,.,376,.,.,.,.,.,.,.,.,.,.,.,728,"2,764"
KA07A,Non-Surgical Thyroid Disorders with CC Score 4+,"2,049",.,.,.,376,.,.,.,.,.,688,.,"1,938",.,"1,028",.,"1,093","7,171"
KA07B,Non-Surgical Thyroid Disorders with CC Score 2-3,892,856,.,.,.,.,.,.,.,.,"1,959",.,"2,816",.,514,.,.,"7,037"
KA07C,Non-Surgical Thyroid Disorders with CC Score 0-1,"4,593",367,667,942,"1,160",.,.,.,"1,479",.,"1,464",.,"5,598",.,"1,542",.,"2,279","20,092"
KA08A,Other Endocrine Disorders with CC Score 4+,"1,784","3,559",.,468,.,291,.,.,370,.,"1,362",.,"3,434",.,"2,712",.,"1,457","15,436"
KA08B,Other Endocrine Disorders with CC Score 2-3,"1,338","1,905",439,468,752,.,515,.,.,.,"1,031",.,"5,279",.,514,.,"1,821","14,062"
KA08C,Other Endocrine Disorders with CC Score 0-1,446,"1,977",.,936,"2,255",581,.,.,.,.,"3,863",.,"5,382",.,"1,028",.,"2,185","18,654"
KA09E,Thyroid Procedures with CC Score 0-1,"3,518",.,.,.,"3,801",.,.,.,.,.,.,.,.,.,.,.,.,"7,320"
