"SR_NUM","INSPECT_ID","STREET","ADDRESS_2","APT_FLOOR","CITY","STATE","ZIP","CENSUS_TRACT","REQUEST_TYPE","PROPERTY_TYPE","NUM_UNITS","EMERGENCY_TYPE","INSPECTOR_ID"
"HCE-20140523-4003","125745","138  CHALFONT STREET ","","","WHITAKER","PA","15120","54850","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","62"
"HCE-20130709-4804","125752","3092  AMY DRIVE ","","","SOUTH PARK TOWNSHIP","PA","15129","54901","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","62"
"HCE-20140422-3907","125755","1226  VANCE AVENUE ","","","CORAOPOLIS","PA","15108","54507","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20140522-3908","125757","360  HEMLOCK DRIVE ","","","MOON TOWNSHIP","PA","15108","54515","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20140517-4106","125758","951  FIRST AVENUE ","","#322","CORAOPOLIS","PA","15108","54508","Complaint Housing","MULTI FAMILY","40","SEWAGE","41"
"HCE-20140521-3918","125759","753  PUNTA GORDA AVENUE ","","APT 2","EAST MCKEESPORT","PA","15035","55070","Complaint Housing","MULTI FAMILY","2","SEWAGE","5"
"HCE-20130709-4804","125760","3092  AMY DRIVE ","","","SOUTH PARK TOWNSHIP","PA","15129","54901","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","62"
"HCE-20130812-5335","125762","1119  LYNN AVENUE ","","","TURTLE CREEK","PA","15145","55094","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","5"
"HCE-20140520-3924","125763","1606  HILAND AVENUE ","","","CORAOPOLIS","PA","15108","54507","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20140625-4169","125764","231 W EIGHTH AVENUE ","","","TARENTUM","PA","15084","54035","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","1"
"HCE-20131218-7198","125766","541  FRANKLIN STREET ","","","EAST PITTSBURGH","PA","15112","55100","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","5"
"HCE-20140320-4154","125767","744  MCLAIN STREET ","","","PITTSBURGH","PA","15210","31803","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","11"
"HCE-20140617-3543","125768","526  SECOND AVENUE ","","APT. A","TARENTUM","PA","15084","54035","Complaint Housing","MULTI FAMILY","2","OTHER","1"
"HCE-20140514-4152","125769","401  PARKWOOD ROAD ","","","PITTSBURGH","PA","15210","31603","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","11"
"HCE-20131218-7198","125770","541  FRANKLIN STREET ","","","EAST PITTSBURGH","PA","15112","55100","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","5"
"HCE-20140313-4209","125774","614  KAHLER STREET ","","","DUQUESNE","PA","15110","54869","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","62"
"HCE-20140424-4145","125775","229  ROTHMAN STREET ","","","PITTSBURGH","PA","15210","31603","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","11"
"HCE-20140313-4209","125776","614  KAHLER STREET ","","","DUQUESNE","PA","15110","54869","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","62"
"HCE-20140415-4201","125779","422  GREENSBURG PIKE ","","","NORTH VERSAILLES TOWNSHIP","PA","15137","55041","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","62"
"HCE-20140403-4205","125781","1606  FAWCETT AVENUE ","","","WHITE OAK","PA","15131","55032","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","62"
"HCE-20140403-4205","125783","1606  FAWCETT AVENUE ","","","WHITE OAK","PA","15131","55032","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","62"
"HCE-20140117-2613","123938","2219  BROWNSVILLE ROAD ","","2ND FLOOR","PITTSBURGH","PA","15210","32902","Complaint Housing","MULTI FAMILY","2","NON EMERGENCY","18"
"HCE-20140122-2644","123940","148  PARKFIELD STREET ","","1ST FLOOR","PITTSBURGH","PA","15210","32901","Complaint Housing","MULTI FAMILY","2","NO HEAT","18"
"HCE-20140613-3621","123952","1819  UNION STREET ","","APT 4 REAR","MC KEESPORT","PA","15132","","Complaint Housing","MULTI FAMILY","2","NO WATER","4"
"HCE-20140626-3725","123964","1002  WALLACE AVENUE ","","","WILKINSBURG","PA","15221","55612","Community Environment","MULTI FAMILY","2","NON EMERGENCY","1"
"HCE-20140603-3817","123974","905  RIDGE AVENUE ","","","STOWE TOWNSHIP","PA","15136","54626","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20140703-3977","123975","4907,4909  GRAND AVENUE ","","","NEVILLE","PA","15225","","Complaint Housing","SINGLE FAMILY","6","NON EMERGENCY","41"
"HCE-20140722-4444","124566","887  FIRST AVENUE ","BRACKENRIDGE HALL","7TH FLOOR","BRACKENRIDGE","PA","15014","54020","Complaint Housing","MULTI FAMILY","7","NON EMERGENCY","1"
"HCE-20140910-5937","124568","628  MAYVILLE AVENUE ","","","PITTSBURGH","PA","15226","31917","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20140721-4865","124569","2366  ELDRIDGE STREET ","","","PITTSBURGH","PA","15217","31408","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","73"
"HCE-20140814-5050","124570","614  MAYVILLE AVENUE ","","","PITTSBURGH","PA","15226","31917","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20140703-4623","124573","5865  ALDERSON STREET ","","APT 4","PITTSBURGH","PA","15217","31414","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","73"
"HCE-20140729-4665","124575","1318  JUNIATA STREET ","","","PITTSBURGH","PA","15233","32107","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","18"
"HCE-20140319-4476","124576","800  MILLER AVENUE ","","","CLAIRTON","PA","15025","54928","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","62"
"HCE-20140627-3762","124586","306  GLOSSER STREET ","","","EAST PITTSBURGH","PA","15112","55100","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","5"
"HCE-20140213-2819","124588","126  MIDDLE AVENUE ","","","WILMERDING","PA","15148","55080","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","15"
"HCE-20140213-2819","124590","126  MIDDLE AVENUE ","","","WILMERDING","PA","15148","55080","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","15"
"HCE-20140624-3731","124591","13  RESERVE STREET ","","","MILLVALE","PA","15209","54270","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","83"
"HCE-20140213-2819","124592","126  MIDDLE AVENUE ","","","WILMERDING","PA","15148","55080","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","15"
"HCE-20140213-2819","124594","126  MIDDLE AVENUE ","","","WILMERDING","PA","15148","55080","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","15"
"HCE-20140213-2819","124595","126  MIDDLE AVENUE ","","","WILMERDING","PA","15148","55080","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","15"
"HCE-20140213-2819","124596","126  MIDDLE AVENUE ","","","WILMERDING","PA","15148","55080","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","15"
"HCE-20140612-3549","124597","1617  STERLING STREET ","","","PITTSBURGH","PA","15210","31608","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","11"
"HCE-20140603-3707","124599","629  MCLAIN STREET ","","","PITTSBURGH","PA","15210","31808","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","11"
"HCE-20140709-4115","124602","821  BRYN MAWR ROAD ","","","PITTSBURGH","PA","15219","30506","Community Environment","VACANT PROPERTY","1","NON EMERGENCY","4"
"HCE-20140813-5031","125162","302  OREGON STREET ","","","PITTSBURGH","PA","15204","32017","Complaint Housing","SINGLE FAMILY","1","SEWAGE","83"
"HCE-20140623-3604","125164","873  FIRST AVENUE ","","","BRACKENRIDGE","PA","15014","54020","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","1"
"HCE-20131118-7005","125165","60  KUNTZ STREET ","","","HARRISON TOWNSHIP","PA","15065","54012","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","1"
"HCE-20140605-3729","125166","892  VETERANS LANE ","","APT 111","HARRISON TOWNSHIP","PA","15065","","Complaint Housing","MULTI FAMILY","3","NON EMERGENCY","1"
"HCE-20140703-3971","125167","908  VILLAGE ROAD ","","","PITTSBURGH","PA","15205","32808","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20140704-4012","125168","606  MINDORA STREET ","","","PITTSBURGH","PA","15211","31915","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20140813-5042","125169","660  CRYSLER STREET ","","","PITTSBURGH","PA","15226","31917","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20140731-4773","125170","728  RIDGE AVENUE ","","","STOWE TOWNSHIP","PA","15136","54626","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20140624-3744","125173","624  FOURTH AVENUE ","","","CORAOPOLIS","PA","15108","54508","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20140722-4468","125174","1211  THIRD AVENUE ","","","CORAOPOLIS","PA","15108","54508","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20140722-4462","125175","1217  SECOND AVENUE ","","","CORAOPOLIS","PA","15108","54508","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20140429-4813","125176","2120  GREENTREE ROAD ","","","SCOTT TOWNSHIP","PA","15220","54705","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","73"
"HCE-20140523-3483","125178","103  WHITAKER STREET ","","","WHITAKER","PA","15120","54850","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","62"
"HCE-20140721-4446","125181","166  FRANK STREET ","","","WHITAKER","PA","15120","54850","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","62"
"HCE-20140616-3741","125183","214  FORTYTHIRD STREET ","","","PITTSBURGH","PA","15201","30902","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","3"
"HCE-20140717-4550","125187","6353  LEECHBURG ROAD ","","APT 3","PENN HILLS","PA","15147","55658","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","73"
"HCE-20140715-4562","125188","181  PIERCE ROAD ","","","ELIZABETH TOWNSHIP","PA","15037","54965","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","62"
"HCE-20140602-3695","125189","1118  PAULSON AVENUE ","","","PITTSBURGH","PA","15206","31203","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","88"
"HCE-20140715-4270","125190","143  WINIFRED DRIVE ","","","PLEASANT HILLS","PA","15236","54891","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","62"
"HCE-20140730-4713","125191","8122  FRANKSTOWN AVENUE ","","","PITTSBURGH","PA","15221","31306","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","88"
"HCE-20140901-5839","125192","8138  FRANKSTOWN AVENUE ","","","PITTSBURGH","PA","15208","31305","Community Environment","VACANT PROPERTY","1","NON EMERGENCY","88"
"HCE-20140612-3959","125193","7314  KELLY STREET ","","","PITTSBURGH","PA","15208","31303","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","88"
"HCE-20140731-4738","125194","6914  KEDRON STREET ","","","PITTSBURGH","PA","15208","31207","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","88"
"HCE-20140725-4843","125195","2909  CALIFORNIA AVENUE ","","","PITTSBURGH","PA","15212","32715","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","88"
"HCE-20140806-4963","125196","410  JACKSONIA STREET ","","","PITTSBURGH","PA","15212","32503","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20140623-3773","125197","908  CALIFORNIA AVENUE ","","","PITTSBURGH","PA","15212","32507","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20140721-4465","125198","2302  BENSONIA AVENUE ","","","","PA","15216","","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20140704-4012","125199","606  MINDORA STREET ","","","PITTSBURGH","PA","15211","31915","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20140621-3767","125200","1422  ORANGEWOOD AVENUE ","","","PITTSBURGH","PA","15216","31916","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20140802-4929","125201","437  NOBLESTOWN ROAD ","","","PITTSBURGH","PA","15106","32805","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20140807-4956","125202","305  STRATMORE AVENUE ","","","PITTSBURGH","PA","15205","32815","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20130905-6348","125563","230  STERLING STREET ","","","PITTSBURGH","PA","15210","31603","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","11"
"HCE-20140131-2736","125564","2310  ARLINGTON AVENUE ","","","PITTSBURGH","PA","15210","31603","Complaint Housing","MULTI FAMILY","2","NON EMERGENCY","11"
"HCE-20140106-2533","125568","2608  BROWNSVILLE ROAD ","","","PITTSBURGH","PA","15227","32904","Community Environment","MULTI FAMILY","2","NON EMERGENCY","18"
"HCE-20140106-2533","125569","2608  BROWNSVILLE ROAD ","","","PITTSBURGH","PA","15227","32904","Community Environment","MULTI FAMILY","2","NON EMERGENCY","18"
"HCE-20140303-2950","125575","219B  BURROWS STREET ","","","PITTSBURGH","PA","15213","30411","Complaint Housing","MULTI FAMILY","2","NO HEAT","18"
"HCE-20140307-3005","125582","324  COMMERCE STREET ","A/ K/ A 105 HERMAN AVENUE","APT 26","WILMERDING","PA","15148","55080","Complaint Housing","MULTI FAMILY","7","NON EMERGENCY","15"
"HCE-20140307-3005","125583","324  COMMERCE STREET ","A/ K/ A 105 HERMAN AVENUE","APT 26","WILMERDING","PA","15148","55080","Complaint Housing","MULTI FAMILY","7","NON EMERGENCY","15"
"HCE-20140307-3005","125584","324  COMMERCE STREET ","A/ K/ A 105 HERMAN AVENUE","APT 26","WILMERDING","PA","15148","55080","Complaint Housing","MULTI FAMILY","7","NON EMERGENCY","15"
"HCE-20140307-3005","125585","324  COMMERCE STREET ","A/ K/ A 105 HERMAN AVENUE","APT 26","WILMERDING","PA","15148","55080","Complaint Housing","MULTI FAMILY","7","NON EMERGENCY","15"
"HCE-20140305-2986","125586","1405  PAGE STREET ","","","PITTSBURGH","PA","15233","32108","Complaint Housing","MULTI FAMILY","3","NON EMERGENCY","15"
"HCE-20140305-2986","125587","1405  PAGE STREET ","","","PITTSBURGH","PA","15233","32108","Complaint Housing","MULTI FAMILY","3","NON EMERGENCY","15"
"HCE-20140228-2952","125588","32N  MIDWAY DRIVE ","","","WEST MIFFLIN","PA","15122","54882","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","15"
"HCE-20140228-2952","125589","32N  MIDWAY DRIVE ","","","WEST MIFFLIN","PA","15122","54882","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","15"
"HCE-20140228-2952","125590","32N  MIDWAY DRIVE ","","","WEST MIFFLIN","PA","15122","54882","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","15"
"HCE-20140304-2979","125591","1722  IOWA AVENUE ","","","WEST MIFFLIN","PA","15122","54884","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","15"
"HCE-20140506-3849","123977","2539  BROWNSVILLE ROAD ","","","PITTSBURGH","PA","15210","32904","Community Environment","MULTI FAMILY","2","NON EMERGENCY","18"
"HCE-20140218-2848","123978","375  LARIMER AVENUE ","","","TURTLE CREEK","PA","15145","55094","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","5"
"HCE-20140218-2848","123979","375  LARIMER AVENUE ","","","TURTLE CREEK","PA","15145","55094","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","5"
"HCE-20140516-3856","123980","2500  BERG PLACE ","","","PITTSBURGH","PA","15210","32904","Community Environment","MULTI FAMILY","1","NON EMERGENCY","18"
"HCE-20140324-3864","123985","6801 1/2  FRANKSTOWN AVENUE ","","2ND FLOOR","PITTSBURGH","PA","15208","31207","Complaint Housing","MULTI FAMILY","4","NON EMERGENCY","88"
"HCE-20140305-2986","124000","1405  PAGE STREET ","","","PITTSBURGH","PA","15233","32108","Complaint Housing","MULTI FAMILY","3","NON EMERGENCY","15"
"HCE-20140221-2880","124001","1315  LIVERPOOL STREET ","","REAR","PITTSBURGH","PA","15233","32107","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","15"
"HCE-20140304-2979","124002","1722  IOWA AVENUE ","","","WEST MIFFLIN","PA","15122","54884","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","15"
"HCE-20140203-2750","124005","240  WEBSTER DRIVE ","","","PENN HILLS","PA","15235","55656","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","19"
"HCE-20140122-2648","124007","5704  WELLESLEY AVENUE ","","APT 2","PITTSBURGH","PA","15206","31102","Complaint Housing","MULTI FAMILY","2","NON EMERGENCY","15"
"HCE-20140122-2653","124008","5704  WELLESLEY AVENUE ","","APT. 1","PITTSBURGH","PA","15206","31102","Complaint Housing","MULTI FAMILY","2","NON EMERGENCY","15"
"HCE-20140416-4001","124012","620  INDIANA AVENUE ","","","GLASSPORT","PA","15045","54994","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","62"
"HCE-20140528-4118","124013","2635  MAPLE AVENUE ","","","PITTSBURGH","PA","15214","32615","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","88"
"HCE-20140225-2908","124014","1935  WESTMONT AVENUE ","","","PITTSBURGH","PA","15210","32901","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","18"
"HCE-20140416-4001","124015","620  INDIANA AVENUE ","","","GLASSPORT","PA","15045","54994","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","62"
"HCE-20140528-4118","124016","2635  MAPLE AVENUE ","","","PITTSBURGH","PA","15214","32615","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","88"
"HCE-20140407-3873","124606","336  LADSON STREET ","A/ K/ A 6526 LADSON STREET","","PITTSBURGH","PA","15206","31204","Community Environment","MULTI FAMILY","3","NON EMERGENCY","88"
"HCE-20140603-3817","124609","905  RIDGE AVENUE ","","","STOWE TOWNSHIP","PA","15136","54626","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20140731-4762","124611","1170  BOWER HILL ROAD ","","","MOUNT LEBANON","PA","15243","55637","Complaint Housing","MULTI FAMILY","60","NON EMERGENCY","46"
"HCE-20140603-3825","124616","1702  WESLEY STREET ","","","WILKINSBURG","PA","15221","55614","Complaint Housing","MULTI FAMILY","19","NON EMERGENCY","1"
"HCE-20140609-3734","124617","1550  CLARK STREET ","","","WILKINSBURG","PA","15221","55615","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","1"
"HCE-20140708-4047","124618","1718  SWISSVALE AVENUE ","","","WILKINSBURG","PA","15221","55611","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","1"
"HCE-20140602-3802","124619","2329  ORLANDO PLACE ","","","WILKINSBURG","PA","15235","55614","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","1"
"HCE-20140814-5131","124620","601  SIXTH AVENUE ","","","MC KEESPORT","PA","15132","55519","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","4"
"HCE-20140721-4461","124622","102 E CHERRYHILL STREET ","","","PITTSBURGH","PA","15210","32902","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","18"
"HCE-20140509-4820","124624","507  EDGEHILL DRIVE ","","","RICHLAND TOWNSHIP","PA","15044","54082","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","3"
"HCE-20140411-4328","124630","2415  ALLEQUIPPA STREET ","","APT# 412","PITTSBURGH","PA","15213","30510","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","4"
"HCE-20140626-3687","124631","516  SINCLAIR STREET ","","APT# 810","MC KEESPORT","PA","15132","55519","Complaint Housing","MULTI FAMILY","40","NON EMERGENCY","4"
"HCE-20140805-4854","124632","2312  CRONEMEYER AVENUE ","","","MC KEESPORT","PA","15132","55519","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","4"
"HCE-20140620-3765","124633","1814  FEDERAL STREET ","","","MC KEESPORT","PA","15132","55523","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","4"
"HCE-20140515-4405","124634","3104  GROVER AVENUE ","","","MC KEESPORT","PA","15132","55520","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","4"
"HCE-20140425-4059","124635","2609  HIGHLAND AVENUE ","A/K/A 2609 BOWMAN AVENUE","","MC KEESPORT","PA","15132","55519","Complaint Housing","MULTI FAMILY","4","NON EMERGENCY","4"
"HCE-20140616-3666","124636","2315  CARSON STREET ","","","MC KEESPORT","PA","15132","55524","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","4"
"HCE-20140714-4238","124638","11659  ALTHEA DRIVE ","","","PENN HILLS","PA","15235","55652","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","73"
"HCE-20140821-5212","124639","1409 E CARSON STREET ","","","PITTSBURGH","PA","15203","","Community Environment","MULTI FAMILY","1","NON EMERGENCY","11"
"HCE-20140821-5213","124640","86 S 16TH STREET ","","","PITTSBURGH","PA","15203","","Community Environment","MULTI FAMILY","3","NON EMERGENCY","11"
"HCE-20140729-4638","124641","3523  CAMPUS STREET ","","","PITTSBURGH","PA","15212","32708","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","88"
"HCE-20140812-5015","125203","1200  LANDING LANE ","WATERFORD LANDING APARTMENTS","","CORAOPOLIS","PA","15108","54507","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20140627-3768","125204","1404  FORSYTHE STREET ","","","PITTSBURGH","PA","15212","32715","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","88"
"HCE-20140904-5831","125205","826  CHEROKEE STREET ","","","PITTSBURGH","PA","15219","30506","Complaint Housing","SINGLE FAMILY","1","NO WATER","4"
"HCE-20140708-4686","125206","967  DAVIS AVENUE ","","","PITTSBURGH","PA","15212","32708","Complaint Housing","SINGLE FAMILY","1","NO WATER","88"
"HCE-20140717-4550","125207","6353  LEECHBURG ROAD ","","APT 3","PENN HILLS","PA","15147","55658","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","73"
"HCE-20130214-2783","125208","117  BETTY JANE COURT ","","","PENN HILLS","PA","15235","55652","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","73"
"HCE-20140813-5069","125209","122  FORTYTHIRD STREET ","","APT. 2","PITTSBURGH","PA","15201","30901","Complaint Housing","MULTI FAMILY","2","NON EMERGENCY","1"
"HCE-20140820-5157","125210","569  MIDLAND STREET ","","","WILKINSBURG","PA","15221","55615","Complaint Housing","SINGLE FAMILY","1","SEWAGE","1"
"HCE-20140718-4442","125211","112  DELL STREET ","","","DUQUESNE","PA","15110","54868","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","62"
"HCE-20140716-4326","125215","3241  STAFFORD STREET ","","","PITTSBURGH","PA","15204","32004","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","18"
"HCE-20140813-5031","125216","302  OREGON STREET ","","","PITTSBURGH","PA","15204","32017","Complaint Housing","SINGLE FAMILY","1","SEWAGE","18"
"HCE-20140728-4727","125217","33  COURTNEY STREET ","","","EMSWORTH","PA","15202","54350","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","18"
"HCE-20130523-4311","125218","216  FORDYCE STREET ","","","PITTSBURGH","PA","15210","31806","West Nile","SINGLE FAMILY","1","NON EMERGENCY","86"
"HCE-20140731-4733","125220","1114  BUENTE STREET ","","APT# 1 B","PITTSBURGH","PA","15212","32620","Complaint Housing","MULTI FAMILY","6","NON EMERGENCY","1"
"HCE-20140306-2991","125221","5  SHANK STREET ","","","PITTSBURGH","PA","15212","32620","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","1"
"HCE-20140815-5082","125222","7034  BENNETT STREET ","","","PITTSBURGH","PA","15208","31303","Community Environment","VACANT PROPERTY","1","NON EMERGENCY","88"
"HCE-20140809-5054","125223","1460  MILAN AVENUE ","","","PITTSBURGH","PA","15226","33206","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","11"
"HCE-20140815-5086","125224","7030  BENNETT STREET ","","","PITTSBURGH","PA","15208","31303","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","88"
"HCE-20140916-6147","125227","1409  RUTHERFORD AVENUE ","","","PITTSBURGH","PA","15216","31916","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","46"
"HCE-20140609-3711","125228","5650  SALTSBURG ROAD ","","","PENN HILLS","PA","15147","55652","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","73"
"HCE-20140618-3618","125229","1095  LOGAN ROAD ","","","BETHEL PARK","PA","15102","55643","Complaint Housing","MULTI FAMILY","2","NON EMERGENCY","3"
"HCE-20140729-4656","125232","121  BAUSMAN STREET ","","","PITTSBURGH","PA","15210","33001","Complaint Housing","MULTI FAMILY","2","NON EMERGENCY","11"
"HCE-20140731-4756","125234","1928  DARTMORE STREET ","","","PITTSBURGH","PA","15210","33204","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","11"
"HCE-20140731-4754","125235","1926  DARTMORE STREET ","","","PITTSBURGH","PA","15210","33204","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","11"
"HCE-20140922-6099","125236","1429  CRESSON STREET ","","","WILKINSBURG","PA","15221","55611","Complaint Housing","MULTI FAMILY","1","NO WATER","1"
"HCE-20140922-6095","125238","4002  OSWALD STREET ","","# 2","PITTSBURGH","PA","15212","32701","Complaint Housing","SINGLE FAMILY","1","NO WATER","88"
"HCE-20140623-3617","125239","158  HIGHLAND AVENUE ","","APT 2","STOWE TOWNSHIP","PA","15136","54626","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","88"
"HCE-20140315-4200","125241","715  RAILROAD STREET ","","","MCKEES ROCKS","PA","15136","55738","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","88"
"HCE-20140618-4034","125242","901  FORDHAM AVENUE ","","","PITTSBURGH","PA","15226","31918","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20140723-4487","125243","312  SEWARD STREET ","","","PITTSBURGH","PA","15211","31911","Community Environment","VACANT PROPERTY","1","NON EMERGENCY","41"
"HCE-20140613-3482","125679","609 E WARRINGTON AVENUE ","","APT 1","PITTSBURGH","PA","15210","31803","Complaint Housing","MULTI FAMILY","2","SEWAGE","11"
"HCE-20140624-3749","125680","950  SECOND AVENUE ","","","PITTSBURGH","PA","15219","30103","Complaint Housing","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20140303-2950","125682","219B  BURROWS STREET ","","","PITTSBURGH","PA","15213","30411","Complaint Housing","MULTI FAMILY","2","NO HEAT","18"
"HCE-20140226-2930","125684","1009  PENN AVENUE ","","","WILKINSBURG","PA","15221","55611","Community Environment","MULTI FAMILY","2","NON EMERGENCY","1"
"HCE-20140226-2930","125686","1009  PENN AVENUE ","","","WILKINSBURG","PA","15221","55611","Community Environment","MULTI FAMILY","2","NON EMERGENCY","1"
"HCE-20140326-3674","125688","914  FIRST AVENUE ","","","CORAOPOLIS","PA","15108","54508","Community Environment","SINGLE FAMILY","1","NON EMERGENCY","41"
"HCE-20140205-2764","125689","259  BURROWS STREET ","","APT 259-F","PITTSBURGH","PA","15213","30411","Complaint Housing","MULTI FAMILY","2","NON EMERGENCY","18"
