HRG,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Total
HC03E,Extradural Spine Intermediate 2 with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,"70,502",.,.,.,.,"70,502"
HC03F,Extradural Spine Intermediate 2 with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"252,864",.,.,.,.,"252,864"
HC04D,Extradural Spine Intermediate 1 with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,"27,009",.,.,.,.,"27,009"
HC04E,Extradural Spine Intermediate 1 with CC Score 2-4,.,.,.,.,.,.,.,.,.,.,.,"210,465",.,.,.,.,"210,465"
HC04F,Extradural Spine Intermediate 1 with CC Score 0-1,.,.,.,.,.,.,.,"12,002",.,.,.,"248,145",.,.,.,.,"260,147"
HC05D,Extradural Spine Minor 2 with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,"14,060",.,.,"14,060"
HC05E,Extradural Spine Minor 2 with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,"6,303",.,.,.,.,"6,303"
HC05F,Extradural Spine Minor 2 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,"2,875","13,957",.,.,.,.,"16,832"
HC07A,Intradural Spine Major with CC Score 3+,.,.,.,.,.,.,.,.,.,.,.,"87,316",.,.,.,.,"87,316"
HC07B,Intradural Spine Major with CC Score 0-2,.,"2,440",.,.,.,.,.,.,.,.,.,"102,064",.,.,.,"1,721","106,224"
HC10Z,Intradural Spine Intermediate,.,"4,068",.,.,"2,907",.,.,.,.,.,.,"22,845",.,.,.,.,"29,819"
HC11Z,Intradural Spine Minor 2,.,.,.,.,.,.,.,.,.,.,.,"33,518",.,.,.,.,"33,518"
HC20D,"Vertebral Column Injury without Procedure, with CC Score 6+","10,583","37,172",.,"26,027","18,298","2,767","15,722",.,"18,006","9,710",.,"110,202","22,394","2,009",.,"46,412","319,301"
HC20E,"Vertebral Column Injury without Procedure, with CC Score 3-5","39,559","42,828","13,867","36,978","13,371","31,767","8,440","1,137",.,"49,630","5,091","143,603","51,302","14,884",.,"57,752","510,211"
HC20F,"Vertebral Column Injury without Procedure, with CC Score 1-2","45,420","32,220","7,119","22,120","41,526","17,630",.,"6,429","2,927","10,070","7,941","137,813","15,472","29,050",.,"40,172","415,909"
HC20G,"Vertebral Column Injury without Procedure, with CC Score 0","25,967","13,720",.,"31,488","26,779","5,968",.,.,"3,382",.,.,"77,039","7,329","11,001",.,"8,307","210,979"
HC21D,"Spinal Cord Injury without Procedure, with CC Score 2+",.,.,.,.,"1,314",.,.,.,.,.,.,.,.,.,.,734,"2,048"
HC21E,"Spinal Cord Injury without Procedure, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,"11,588",.,.,"11,588"
HC26D,"Scoliosis or Other Spinal Deformity, with CC Score 3+","3,506",.,.,.,.,.,"1,055",.,.,.,"8,159",.,.,.,.,"7,612","20,332"
HC26E,"Scoliosis or Other Spinal Deformity, with CC Score 1-2",.,.,"3,101",.,.,"4,218",.,.,.,.,.,"4,160",.,.,.,.,"11,479"
HC26F,"Scoliosis or Other Spinal Deformity, with CC Score 0","3,636",.,"2,429",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,065"
HC27D,Degenerative Spinal Conditions with CC Score 9+,.,"2,033",.,"19,504",.,.,.,"19,128",.,"8,272",.,.,"7,329",.,.,.,"56,266"
HC27E,Degenerative Spinal Conditions with CC Score 6-8,"15,979",.,"7,476",.,"16,399","2,712","4,220","12,720","11,134","14,745",.,"20,326","15,879","3,863",.,"10,183","135,635"
HC27F,Degenerative Spinal Conditions with CC Score 3-5,"48,911","16,248","41,606","8,026","23,772","17,830","8,440","2,724","14,967","9,351","5,656","65,055","18,729","23,611",.,"60,133","365,060"
HC27G,Degenerative Spinal Conditions with CC Score 0-2,"39,531","35,096","15,626","15,835","131,196","21,421","27,431","15,288","5,261","17,263","13,694","114,978",.,"66,924",.,"29,724","549,268"
HC28D,Spinal Cord Conditions with CC Score 7+,.,.,.,.,"37,704",603,.,.,.,"4,316",.,"17,290",.,.,.,.,"59,911"
HC28E,Spinal Cord Conditions with CC Score 5-6,.,.,.,"6,804",654,"1,205",.,.,.,.,.,"9,162",.,.,.,"3,879","21,704"
HC28F,Spinal Cord Conditions with CC Score 3-4,"5,260",.,"3,065",.,"13,887",.,.,"3,783",.,"5,035",.,"16,753",.,.,.,"4,768","52,552"
HC28G,Spinal Cord Conditions with CC Score 0-2,"5,129",.,"9,904",.,"1,088","9,039",.,"14,602",.,"30,569",.,"26,476",.,"3,515",.,"12,509","112,829"
HC29A,Inflammatory Spinal Conditions with CC Score 2+,.,"2,440",.,.,.,"6,630",.,.,.,.,.,"1,031",.,"1,941",.,.,"12,042"
HC29B,Inflammatory Spinal Conditions with CC Score 0-1,"3,116",813,.,.,"4,643",.,.,"9,554",.,.,.,"19,341",.,.,.,"2,934","40,403"
HC30D,Spinal Tumours with CC Score 2+,.,"5,423",.,.,"2,175",.,.,.,.,"6,473",.,"4,581",.,.,.,.,"18,653"
HC30E,Spinal Tumours with CC Score 0-1,.,.,.,.,"2,614",.,.,.,.,.,.,.,.,"1,004",.,.,"3,618"
HC31D,Spinal Infection with CC Score 7+,"41,310",.,.,.,654,.,.,.,.,.,.,"39,009","35,830",.,.,"19,220","136,022"
HC31E,Spinal Infection with CC Score 4-6,"4,155",.,"20,078","42,955","7,613","24,972","6,330",.,.,.,.,"49,651",.,.,.,.,"155,754"
HC31F,Spinal Infection with CC Score 1-3,"2,597","4,859","1,782",.,.,"5,724","10,550",.,"1,127",.,.,"46,701",.,.,.,"6,602","79,943"
HC31G,Spinal Infection with CC Score 0,.,.,.,.,.,.,.,.,.,.,"1,775","5,602",.,.,.,.,"7,377"
HC32D,Low Back Pain with CC Score 6+,"1,315","4,773","2,785",.,"6,208",.,.,.,.,"10,070",734,.,.,.,.,"8,057","33,943"
HC32E,Low Back Pain with CC Score 3-5,"5,772","1,852","1,955","6,298","5,476","1,581",.,.,"2,927","3,956",.,"1,433","4,479","14,200",.,"14,025","63,952"
HC32F,Low Back Pain with CC Score 0-2,"25,183","10,361","3,484","1,814","18,481",.,"2,110","7,644","5,637",.,.,"32,281","2,443","21,635",.,"13,281","144,354"
HC40B,Complex Spinal Reconstructive Surgery with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"37,252",.,.,.,.,"37,252"
HC41A,Major Spinal Reconstructive Surgery with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"228,216",.,.,.,.,"228,216"
HC41B,Major Spinal Reconstructive Surgery with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"87,734",.,.,.,.,"87,734"
HC42Z,Intermediate Spinal Reconstructive Surgery,.,.,.,.,.,.,.,.,.,.,.,"9,912",.,.,.,.,"9,912"
HC43Z,Minor Spinal Reconstructive Surgery,.,.,.,.,.,.,.,.,.,.,.,"88,804",.,.,.,.,"88,804"
HD21D,Soft Tissue Disorders with CC Score 12+,.,"2,652","12,707",.,"6,208",.,.,"3,783","8,484","5,395",.,.,"18,322","1,004",.,"7,567","66,121"
HD21E,Soft Tissue Disorders with CC Score 9-11,"16,684","8,839","10,407",.,"3,928","3,615",.,.,"4,024",.,.,"7,957","10,993","2,589",.,"11,190","80,226"
HD21F,Soft Tissue Disorders with CC Score 6-8,"18,374","18,164","15,854","8,164","17,864","5,351","6,858",.,"7,011",.,"1,428","2,480","6,107","35,810",.,"29,484","172,950"
HD21G,Soft Tissue Disorders with CC Score 3-5,"45,883","26,812",786,"9,992","24,905","15,368","3,165","3,578","1,127",.,"9,059","24,455","2,443","3,863",.,"66,751","238,188"
HD21H,Soft Tissue Disorders with CC Score 0-2,"12,347","10,066","3,714","1,795","8,699","4,421","1,228","2,093","1,503",.,"2,964","4,604",.,"6,751",.,"10,654","70,839"
HD23D,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 12+",.,"2,440","3,166","10,432",.,.,.,"2,397","34,210","7,552",.,"7,772","3,257",.,.,"35,088","106,314"
HD23E,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 9-11","3,321","12,460",.,.,"15,701","7,231","10,550","21,542","7,862","3,956",.,"16,996","10,586","7,081",.,"28,038","145,325"
HD23F,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 7-8","11,256","9,976","7,883",.,"7,989","2,813","4,220","34,442","7,842","9,351",.,"6,989",.,"8,034",.,"17,476","128,271"
HD23G,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 5-6","16,804","18,684","27,408","19,819","10,558","5,122","1,055","43,970","7,436",.,"2,834","4,969",.,"6,528",.,"47,276","212,463"
HD23H,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4","17,061","40,345","49,241","10,352","26,135","12,465","1,055","82,807","8,267",.,"8,830","20,641","7,329","19,584",.,"49,753","353,864"
HD23J,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2","25,465","38,736","28,050","10,179","28,471","19,524","5,275","75,134","8,905",.,"10,179","41,282",.,"5,021",.,"35,744","331,966"
HD24D,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 12+","35,855","13,418",.,.,"7,327",904,"7,385","26,810",.,"16,543",.,"5,386",.,"26,845",.,"12,956","153,430"
HD24E,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 8-11","3,683","9,099","10,824","3,629","10,079","3,517","8,968","22,854","28,634","26,973",.,"29,852","41,530","6,438",.,"13,931","220,009"
HD24F,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7","34,581","21,154","11,623",.,"19,165","2,410","1,583","9,389","9,631","9,351",.,"18,269","8,957","34,004",.,"23,400","203,517"
HD24G,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4","32,521","21,417","6,466","2,268","5,570","8,838","8,440","17,573","5,637",.,"9,148","35,193",.,"16,090",.,"4,819","173,979"
HD24H,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1","2,078","6,914",.,.,"5,411",.,.,.,.,.,"1,081","6,841",.,.,.,.,"22,323"
HD25D,"Infections of Bones or Joints, with CC Score 13+","58,035",.,.,.,"17,029",.,"5,275","22,084","13,655","35,245",.,"12,874","6,107","4,519",.,"25,270","200,093"
HD25E,"Infections of Bones or Joints, with CC Score 9-12","37,049","17,078","10,446","31,751","5,075","15,968","5,803","38,693","4,509",.,.,"19,966",.,"22,532",.,"61,757","270,627"
HD25F,"Infections of Bones or Joints, with CC Score 5-8","88,257","17,843","47,723","19,844","39,015","14,517",.,"5,774","27,685","13,307","5,633","55,959","10,586","12,274",.,"43,618","402,036"
HD25G,"Infections of Bones or Joints, with CC Score 2-4","31,444","23,877","13,931","13,607","19,962","36,210",.,"37,282","12,401",.,.,"37,367",.,"6,441",.,"38,908","271,430"
HD25H,"Infections of Bones or Joints, with CC Score 0-1","23,448","6,099",786,"8,886","12,124",.,"6,330","3,539","1,879",.,"1,221","10,392",.,.,.,"10,637","85,341"
HD26D,"Musculoskeletal Signs or Symptoms, with CC Score 12+",.,.,.,.,.,.,"9,372",.,"2,561",.,.,.,.,.,.,"11,240","23,173"
HD26E,"Musculoskeletal Signs or Symptoms, with CC Score 8-11","9,470","12,613",.,"4,082","16,404","2,110",.,"3,539","12,954",.,"1,428","12,551","27,279","27,116",.,"12,999","142,545"
HD26F,"Musculoskeletal Signs or Symptoms, with CC Score 4-7","44,325","19,703","8,737","13,748","1,961","10,497",.,"16,896",.,.,"2,034","20,832","7,736","21,254",.,"16,162","183,886"
HD26G,"Musculoskeletal Signs or Symptoms, with CC Score 0-3","16,645","9,443","3,673","6,707","7,987","3,917",.,"4,794",.,.,"7,960","30,925",.,"6,500",.,"15,761","114,312"
HD39D,Pathological Fractures with CC Score 11+,"1,753","14,647",.,.,.,.,.,.,"11,651","4,675",.,.,"5,700",.,.,"23,277","61,702"
HD39E,Pathological Fractures with CC Score 8-10,"4,052","7,585",.,"8,751","10,535",.,.,.,"12,439","17,263",.,"11,384",.,.,.,"23,117","95,125"
HD39F,Pathological Fractures with CC Score 6-7,"12,181","1,111","6,520",.,"6,002","3,314","4,748",.,.,.,.,"22,950","5,700",.,.,"12,471","74,996"
HD39G,Pathological Fractures with CC Score 3-5,"17,043","13,013","7,126","2,863","22,201","8,387","14,120","10,171","1,483","3,237","4,302","25,133","3,664",.,.,"10,136","142,878"
HD39H,Pathological Fractures with CC Score 0-2,"6,188","2,774",.,"6,060","2,442",.,.,.,.,.,"4,210","17,995",.,.,.,"6,100","45,769"
HD40D,"Malignancy of Bone or Connective Tissue, with CC Score 12+","21,814",.,"4,952","2,721","2,175","1,205",.,.,"8,203","3,956",.,"11,726",.,.,.,"11,340","68,093"
HD40E,"Malignancy of Bone or Connective Tissue, with CC Score 8-11","23,522","4,066","22,401","24,040","10,925","5,077",.,.,.,.,.,.,.,.,.,"8,229","98,259"
HD40F,"Malignancy of Bone or Connective Tissue, with CC Score 5-7","24,008","3,659","21,112","9,979","12,149","3,615",.,.,"4,845",.,.,"7,282",.,"4,519",.,"35,531","126,701"
HD40G,"Malignancy of Bone or Connective Tissue, with CC Score 2-4","14,601","11,951","151,380",.,"9,943","3,615",.,"4,841","2,630",.,"13,654","43,380",.,"8,536",.,"35,114","299,647"
HD40H,"Malignancy of Bone or Connective Tissue, with CC Score 0-1","3,068","2,712","31,833","8,175","3,357","2,109",.,.,.,.,.,"7,765",.,"4,530",.,"5,667","69,215"
HR07A,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 22 or less","4,370",.,.,.,"23,000",.,.,.,.,.,.,"27,432",.,.,.,"15,397","70,199"
HR07B,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 23-60","49,739",.,.,.,"64,941",.,.,"20,683",.,.,.,"72,396",.,.,.,"50,253","258,011"
HR07C,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 61 or more","4,370",.,.,.,"29,389",.,.,"21,554",.,.,.,"50,144",.,.,.,"7,627","113,084"
HR08A,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 22 or less","40,115",.,.,.,"47,660",.,.,.,.,.,.,"135,229",.,.,.,"8,346","231,350"
HR08B,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 23-60","66,683",.,.,.,"25,173",.,.,.,.,.,.,"186,867",.,.,.,"17,056","295,779"
HR08C,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 61 or more","28,719",.,.,.,"22,679",.,.,"16,010",.,.,.,"137,437",.,.,.,.,"204,844"
HR09A,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 22 or less","10,551",.,.,.,"11,137",.,.,.,.,.,.,"89,364",.,.,.,"4,206","115,258"
HR09B,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 23-60","27,247",.,.,.,"4,894",.,.,.,.,.,.,"399,265",.,.,.,"25,410","456,816"
HR09C,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 61 or more","9,577",.,.,.,.,.,.,.,.,.,.,"120,165",.,.,.,.,"129,742"
JA12D,"Malignant Breast Disorders with Interventions, with CC Score 7+",.,"3,704","4,529","3,175","3,921",.,"4,773",.,.,.,.,.,.,"38,150",.,"22,135","80,386"
JA12E,"Malignant Breast Disorders with Interventions, with CC Score 3-6",.,.,"35,648","13,740","1,307",.,.,.,.,.,.,.,.,.,.,"2,882","53,577"
JA12F,"Malignant Breast Disorders with Interventions, with CC Score 0-2","3,653","9,209","2,703","1,908","1,752",.,.,.,.,.,.,"4,327",.,.,.,.,"23,552"
JA12G,"Malignant Breast Disorders without Interventions, with CC Score 9+","5,525","24,309","21,855","4,082","10,129",.,.,.,.,.,"9,128",.,.,"15,064",.,"21,653","111,747"
JA12H,"Malignant Breast Disorders without Interventions, with CC Score 6-8","18,409","5,694","95,933",.,"12,417",.,"12,133",.,.,.,.,"4,736",.,"7,118",.,"21,641","178,081"
JA12J,"Malignant Breast Disorders without Interventions, with CC Score 4-5","3,506","9,352","84,416","3,175","1,307","5,122",.,.,.,.,"4,900",.,.,"32,640",.,"4,768","149,186"
JA12K,"Malignant Breast Disorders without Interventions, with CC Score 2-3","3,945","5,693","98,918",.,"3,921",904,.,.,.,.,.,.,.,"4,519",.,"3,668","121,567"
JA12L,"Malignant Breast Disorders without Interventions, with CC Score 0-1",.,.,"15,725","2,863",.,.,.,.,.,.,.,"1,707",.,.,.,"2,201","22,496"
JA13A,Non-Malignant Breast Disorders with Interventions,"7,078","18,891","9,079",.,"4,145","5,081",.,.,.,.,.,.,.,.,.,"6,486","50,761"
JA13B,"Non-Malignant Breast Disorders without Interventions, with CC Score 4+",.,.,.,"4,536",.,.,.,.,.,.,.,.,.,.,.,.,"4,536"
JA13C,"Non-Malignant Breast Disorders without Interventions, with CC Score 0-3","1,370","7,231","3,050",.,"12,266","1,186",.,.,.,.,.,"3,259",.,"1,294",.,"2,273","31,930"
JA18Z,Unilateral Minor Breast Procedures,"6,164","7,644","2,106",.,"1,728","1,751",.,.,.,.,.,"2,534",.,.,.,"1,348","23,275"
JA20D,Unilateral Major Breast Procedures with CC Score 6+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,729","7,729"
JA20E,Unilateral Major Breast Procedures with CC Score 3-5,"3,537",.,"6,848",.,.,.,.,.,.,.,.,.,.,.,.,.,"10,385"
JA20F,Unilateral Major Breast Procedures with CC Score 0-2,.,.,"15,450","3,435",.,.,.,.,.,.,.,.,.,.,.,"4,599","23,484"
JA21A,Bilateral Major Breast Procedures with CC Score 1+,.,.,.,.,.,.,.,.,.,.,.,"5,660",.,.,.,"4,349","10,008"
JA21B,Bilateral Major Breast Procedures with CC Score 0,.,.,.,.,.,.,.,.,.,.,.,"6,779",.,.,.,.,"6,779"
JA24D,Unilateral Intermediate Breast Procedures with CC Score 6+,"3,409","41,364","14,012",.,"3,594",.,.,.,"3,473",.,.,"45,002",.,.,.,"11,029","121,883"
JA24E,Unilateral Intermediate Breast Procedures with CC Score 3-5,"8,589","10,739","6,748",.,"20,429",.,.,.,.,.,"10,484","9,983",.,.,.,"4,336","71,308"
JA24F,Unilateral Intermediate Breast Procedures with CC Score 0-2,"2,396","7,026","21,119","1,676",.,.,.,.,.,.,.,"6,082",.,.,.,.,"38,299"
JA25Z,Bilateral Intermediate Breast Procedures,"1,656",904,.,.,.,.,.,.,.,.,.,"5,541",.,.,.,.,"8,101"
JB30C,Major Burn (TBSA of 60% or more) without Skin Procedure,"2,191",.,.,"1,361",.,.,.,.,.,.,.,.,.,.,.,.,"3,552"
JB31A,Intermediate Burn (TBSA of 20-59%) with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,"87,977",.,.,.,.,"87,977"
JB31C,Intermediate Burn (TBSA of 20-59%) without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,"139,894",.,.,.,"1,100","140,994"
JB32A,Minor Burn (TBSA of less than 20%) with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,"228,008",.,.,.,.,"228,008"
JB32B,Minor Burn (TBSA of less than 20%) with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,"125,499",.,.,.,.,"125,499"
JB32C,Minor Burn (TBSA of less than 20%) without Skin Procedure,"15,761",.,.,.,"3,594",.,.,.,.,.,.,"67,413",.,.,.,.,"86,768"
JB33A,Other Burn with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,"68,880",.,.,.,.,"68,880"
JB33B,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,"18,537",.,.,.,.,"18,537"
JB33C,Other Burn without Skin Procedure,"3,945","2,269","4,480","6,302","7,936","7,925","4,748",.,.,.,.,"43,596","3,664",.,.,"26,842","111,707"
JC40Z,Multiple Major Skin Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,314","7,314"
JC41Z,Major Skin Procedures,.,.,"1,678",.,.,.,.,.,.,.,.,"43,289",.,.,.,"135,767","180,734"
JD07A,"Skin Disorders with Interventions, with CC Score 12+",.,"3,253","6,935",.,"11,163","23,222",.,.,.,.,.,.,.,.,.,"21,128","65,700"
JD07B,"Skin Disorders with Interventions, with CC Score 8-11","18,033","16,540","6,572","12,473","2,287","12,463",.,.,.,.,"3,070","24,004",.,"4,577",.,"6,130","106,149"
JD07C,"Skin Disorders with Interventions, with CC Score 4-7","36,731","19,138","17,760","3,198","16,692","25,564",.,.,.,.,"2,140","48,806",.,"15,011",.,"39,254","224,294"
JD07D,"Skin Disorders with Interventions, with CC Score 0-3","60,183","114,512","16,946","16,388","91,444","36,977",.,"6,698",.,.,"2,140","100,363",.,"67,488",.,"165,607","678,748"
JD07E,"Skin Disorders without Interventions, with CC Score 19+",.,.,"10,935",.,.,.,.,"7,487","10,244",.,.,.,"8,550",.,.,"15,959","53,174"
JD07F,"Skin Disorders without Interventions, with CC Score 14-18","28,110","13,148","22,861","14,515","57,346","6,651","8,440",.,"54,842","28,771","32,259","7,314",.,"2,511",.,"67,105","343,873"
JD07G,"Skin Disorders without Interventions, with CC Score 10-13","54,617","89,085","58,026","25,334","65,573","15,254","24,266",.,"58,244","19,061","1,081","27,965","13,843","70,635",.,"152,979","675,962"
JD07H,"Skin Disorders without Interventions, with CC Score 6-9","112,111","93,392","136,786","53,976","96,852","53,806","53,806","34,054","56,367",.,"52,703","93,736","7,736","89,471",.,"224,459","1,159,254"
JD07J,"Skin Disorders without Interventions, with CC Score 2-5","184,362","168,431","149,788","88,118","189,974","78,020","41,146","27,804","37,202","7,912","51,210","194,574",.,"170,586",.,"169,659","1,558,785"
JD07K,"Skin Disorders without Interventions, with CC Score 0-1","161,480","151,898","84,502","43,723","246,765","39,050","18,463",.,"18,413","3,237","28,007","64,535",.,"60,678",.,"67,460","988,211"
KA03C,Parathyroid Procedures with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,"3,601",.,.,.,.,"3,601"
KA03D,Parathyroid Procedures with CC Score 0-1,"5,842",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,842"
KA04A,Adrenal Procedures with CC Score 2+,.,"4,879",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,879"
KA04B,Adrenal Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,"5,592",.,.,.,.,"5,592"
KA05C,Anterior Pituitary Disorders with CC Score 2+,.,"6,506",.,"4,082",.,.,"1,055",.,.,.,.,.,.,.,.,.,"11,643"
KA05D,Anterior Pituitary Disorders with CC Score 0-1,.,"6,846",.,.,"1,307",.,.,.,"3,758",.,.,"13,719",.,.,.,.,"25,630"
KA06C,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+","3,655","6,325",.,.,.,.,"4,220",.,.,.,"2,787","2,121",.,.,.,"4,035","23,142"
KA06D,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3","3,777","12,878","5,895",907,.,.,.,.,.,.,.,"1,468",.,.,.,.,"24,926"
KA06E,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,"10,794",.,"1,283",.,.,.,.,.,648,"3,183",.,.,.,734,"16,641"
KA07A,Non-Surgical Thyroid Disorders with CC Score 4+,.,"20,737",.,.,"1,634",.,.,.,"12,777",.,.,"4,636","10,179","2,511",.,"24,172","76,645"
KA07B,Non-Surgical Thyroid Disorders with CC Score 2-3,877,"4,066","8,039","7,110",654,.,"1,583",.,"4,134",.,.,"5,774",.,"1,506",.,.,"33,741"
KA07C,Non-Surgical Thyroid Disorders with CC Score 0-1,877,"1,626","4,432",.,770,"1,205","7,385",.,752,.,.,"2,822",.,"2,009",.,"9,510","31,389"
KA08A,Other Endocrine Disorders with CC Score 4+,"16,217",.,.,"3,629",.,.,"7,385",.,.,.,.,"7,593",.,.,.,"9,705","44,528"
KA08B,Other Endocrine Disorders with CC Score 2-3,"7,215","2,440","4,833","4,082",.,603,"2,638",.,.,.,"6,912","6,871",.,"1,004",.,"10,637","47,234"
KA08C,Other Endocrine Disorders with CC Score 0-1,"4,821","2,033",.,"1,814","1,307",.,.,.,.,.,"4,688","3,592",.,"2,009",.,"1,100","21,365"
KA09C,Thyroid Procedures with CC Score 4+,"81,122","3,659",.,.,"7,250",.,.,.,.,.,.,.,.,.,.,"3,555","95,586"
KA09D,Thyroid Procedures with CC Score 2-3,"20,724",.,.,.,.,"1,205",.,.,.,.,"3,133","5,698",.,.,.,.,"30,760"
KA09E,Thyroid Procedures with CC Score 0-1,"10,694",.,.,.,"1,714",.,.,.,.,.,.,"5,959",.,.,.,"2,040","20,407"
KB01C,"Diabetes with Hypoglycaemic Disorders, with CC Score 8+","6,155","13,541",.,"4,989","20,473","2,410","8,317",.,"2,630","4,675","4,912","4,861",.,"21,708",.,"28,273","122,946"
KB01D,"Diabetes with Hypoglycaemic Disorders, with CC Score 5-7","19,723","11,719","2,318","9,979","18,441","1,506",.,.,"7,131",.,"3,761","23,763",.,"19,082",.,"16,170","133,594"
KB01E,"Diabetes with Hypoglycaemic Disorders, with CC Score 3-4","7,908","14,493","2,640","2,721","6,115","2,634",.,.,"4,509",.,859,"12,012",.,"8,961",.,"3,301","66,154"
KB01F,"Diabetes with Hypoglycaemic Disorders, with CC Score 0-2","3,506","9,397","1,854","3,002","5,020","5,498",.,.,.,.,"1,832","3,424",.,"4,017",.,"2,201","39,751"
KB02G,"Diabetes with Hyperglycaemic Disorders, with CC Score 8+","17,956","9,455","14,068","8,618","17,803","3,855","3,165",.,"14,280","9,351","4,553","63,025",.,.,.,"34,679","200,807"
KB02H,"Diabetes with Hyperglycaemic Disorders, with CC Score 5-7","24,106","50,979","9,073","32,186","21,027","5,122","8,968",.,"12,717",.,"12,348","67,134",.,"21,592",.,"30,739","295,991"
KB02J,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4","25,098","67,993","17,379","29,763","25,907","16,604","29,013",.,"21,419",.,"7,957","116,250",.,"71,807",.,"53,752","482,944"
KB02K,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1","20,410","39,135","11,662","17,661","13,487","16,864","7,913",.,"11,649",719,"14,018","53,770",.,"21,592",.,"21,992","250,871"
KB03C,"Diabetes with Lower Limb Complications, with CC Score 9+","26,180","18,297",.,.,.,.,"8,440","14,200",.,.,.,"4,080",.,.,.,"9,170","80,368"
KB03D,"Diabetes with Lower Limb Complications, with CC Score 5-8","14,162","30,993",.,"3,629","21,975","3,917","6,330",.,"19,916",.,.,"1,468",.,"26,568",.,"28,777","157,735"
KB03E,"Diabetes with Lower Limb Complications, with CC Score 0-4","10,470","27,333",.,"1,361","8,761","4,406",.,.,"3,758",.,.,716,.,"1,506",.,"14,305","72,617"
KC04A,Inborn Errors of Metabolism with CC Score 3+,"21,495","9,036","70,093","3,829","5,228",.,"6,858",.,.,719,.,"13,455",.,"3,515",.,"14,610","148,836"
KC04B,Inborn Errors of Metabolism with CC Score 0-2,.,"1,220","4,690","2,255","1,307",.,.,.,.,.,"1,716","2,519",.,"1,506",.,.,"15,212"
KC05G,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 5+",877,"1,220","31,416",.,"6,208",.,"9,249",.,"6,907",.,"9,113","14,491","13,436","11,549",.,"2,742","107,208"
KC05H,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 0-4","2,295",.,.,"4,536","4,797",603,"16,443",.,.,.,.,"3,863",.,"11,047",.,"2,515","46,100"
