HRG,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,Northern Ireland Total
FZ57Z,"Diagnostic or Therapeutic, Rigid Sigmoidoscopy, 19 years and over",2,.,.,.,5,2,3,.,.,6,.,.,1,1,5,3,2,.,30
FZ58A,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years",21,14,.,13,2,4,6,6,.,6,8,.,40,12,4,1,24,2,163
FZ58B,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,1,.,4
FZ59Z,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over",40,.,.,7,.,2,8,1,.,1,.,.,397,.,2,2,5,.,465
FZ60Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",502,287,.,826,241,265,273,205,.,215,390,4,"1,081",664,206,113,838,220,"6,330"
FZ61Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over","1,343","1,214",.,982,465,278,499,768,.,958,798,.,925,"1,033",991,466,"1,291","1,313","13,324"
FZ62A,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years",39,18,.,13,7,10,9,8,.,15,11,.,127,12,12,4,40,11,336
FZ62B,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, 1 year and under",1,.,.,.,.,.,.,.,.,.,.,.,12,.,.,.,.,.,13
FZ63Z,Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures,16,24,.,65,25,38,49,22,.,9,31,.,49,73,7,5,46,16,475
FZ64A,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 19 years and over",162,130,.,194,121,87,125,45,.,165,183,.,233,344,55,27,151,98,"2,120"
FZ64B,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 18 years and under",2,4,.,1,3,.,.,1,.,.,2,.,64,.,.,.,11,.,88
FZ65Z,Combined Upper and Lower Gastrointestinal Tract Therapeutic Endoscopic Procedures,92,37,.,34,26,28,32,17,.,31,44,.,82,88,17,8,44,26,606
FZ66F,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
FZ67E,"Major Small Intestine Procedures, 19 years and over, with CC Score 2-3",.,.,.,.,1,4,.,.,.,.,.,.,.,.,.,.,1,.,6
FZ67F,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,3,2,.,.,.,.,.,.,.,.,.,.,.,.,5
FZ70Z,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",68,51,.,103,29,28,32,6,.,17,12,.,75,13,10,.,89,8,541
FZ71E,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
FZ71F,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,2,1,.,5,3,.,.,.,.,.,.,.,.,.,1,.,3,.,15
FZ71G,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,1,1,.,18,2,5,1,.,.,.,.,.,1,.,1,.,.,.,30
FZ76D,"Distal Colon Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ77D,"Major Large Intestine Procedures, 19 years and over, with CC Score 1-2",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,3
FZ77E,"Major Large Intestine Procedures, 19 years and over, with CC Score 0",.,5,.,.,.,.,1,1,.,.,.,.,1,.,1,.,1,.,10
FZ78B,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
FZ81E,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ83J,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
FZ83K,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,.,.,1,.,.,.,.,.,.,.,3,.,2,1,.,.,7
FZ87F,Complex Hernia Procedures with CC Score 1-2,.,1,.,.,.,.,.,1,.,1,.,.,.,.,.,.,.,.,3
FZ87G,Complex Hernia Procedures with CC Score 0,.,.,.,.,2,1,.,1,.,4,2,.,1,.,.,.,2,.,13
FZ88A,"Insertion of Gastrostomy Tube, 19 years and over",.,1,.,.,.,1,.,.,.,.,1,.,3,.,.,.,1,.,7
FZ89Z,"Complex Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures",9,.,.,41,.,.,.,.,.,.,.,.,1,.,.,.,1,.,52
FZ90B,Abdominal Pain without Interventions,2,1,.,4,2,2,9,1,1,1,4,.,8,3,5,.,5,8,56
FZ91D,"Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
FZ91H,"Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,2
FZ91K,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
FZ91L,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",.,3,.,.,1,2,.,.,.,1,.,.,.,.,.,1,5,6,19
FZ91M,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",14,14,.,22,1,17,23,6,.,12,3,.,48,22,17,11,30,24,264
FZ92F,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ92H,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 5-8",.,2,.,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14
FZ92J,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-4",.,2,.,26,.,.,.,.,.,.,.,.,.,.,1,.,6,.,35
FZ92K,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,10,.,175,.,3,5,.,.,.,.,.,.,.,.,3,43,.,239
GA06D,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,.,1,.,1,.,.,.,.,.,.,1,.,.,.,.,.,3
GA07C,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
GA07D,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
GA07E,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0",.,.,.,1,.,1,.,.,.,.,1,.,.,.,.,.,.,.,3
GA10G,"Open or Laparoscopic Cholecystectomy, 18 years and under",.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2
GA10J,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 1-3",.,.,.,.,.,6,.,.,.,.,18,.,.,.,3,.,.,.,27
GA10K,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 0",1,11,.,.,4,91,1,.,.,.,115,.,.,.,30,.,.,.,253
GA10N,"Open Cholecystectomy, 19 years and over, with CC Score 0",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
GA13A,"Minor Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC Score 1+",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
GA13B,"Minor Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC Score 0",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
GB01F,"Very Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
GB02E,"Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 2-3",.,.,.,2,.,.,.,.,.,.,.,.,.,.,1,.,.,.,3
GB02F,"Major, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,1,.,3
GB03D,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 5-7",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,2
GB03E,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 2-4",2,6,.,3,.,.,2,.,.,.,1,.,33,.,.,.,1,.,48
GB03F,"Intermediate, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",6,1,.,4,2,5,3,.,.,.,7,.,39,.,3,.,5,.,75
GB04D,"Minor, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, 19 years and over",.,24,.,156,1,77,5,.,.,3,6,.,112,.,9,.,22,.,415
GB04E,"Minor, Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, 18 years and under",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
GB05G,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,1,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,3
GB05H,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,2,5,.,3,14,.,3,.,.,.,.,.,.,.,.,.,4,.,31
GB06E,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 6+,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,2
GB06F,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 4-5,1,4,.,1,2,.,.,.,.,.,.,.,.,.,.,.,8,.,16
GB06G,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-3,6,12,.,.,8,.,.,.,.,1,.,.,5,.,.,.,16,.,48
GB06H,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,77,53,.,17,32,1,14,.,.,12,1,.,41,.,.,.,54,.,302
GB07Z,Minor Diagnostic Endoscopic Retrograde Cholangiopancreatography,17,13,.,9,14,10,10,1,.,2,2,.,7,.,.,.,11,.,96
GB09D,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 5+,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
GB09E,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
GB09F,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,1,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,3
GC01F,"Liver Failure Disorders without Interventions, with CC Score 0-4",.,.,.,.,.,.,1,.,.,.,.,.,2,.,.,.,.,.,3
GC12C,"Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
GC12F,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-1",1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
GC12H,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5",.,1,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6
GC12J,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2",.,3,.,64,.,.,.,.,.,.,.,.,3,.,.,.,2,.,72
GC12K,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0",4,3,.,46,.,.,.,.,.,.,2,.,16,.,.,.,4,.,75
GC17H,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7",.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
GC17J,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",.,1,.,3,.,.,.,.,.,.,.,.,5,.,.,.,3,.,12
GC17K,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",.,.,.,2,1,4,4,.,.,.,25,.,145,2,.,.,13,.,196
HA14B,"Minor Hip Procedures for Trauma, with Intermediate CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HA14C,"Minor Hip Procedures for Trauma, without CC",.,.,.,.,.,.,.,.,1,.,.,1,.,.,.,.,.,.,2
HA19Z,Minimal Hip Procedures for Trauma,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,3
HA21C,"Major Knee Procedures for Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,2
HA22C,"Major Knee Procedures for Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1,.,2
HA23C,"Intermediate Knee Procedures for Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,16,.,.,.,3,.,.,.,.,.,19
HA25C,"Minor Knee Procedures for Trauma, Category 2, without CC",1,.,.,.,.,.,.,.,4,.,.,.,3,.,.,.,.,.,8
HA29Z,Minimal Knee Procedures for Trauma,.,.,.,.,.,.,.,1,.,.,.,.,1,.,.,.,.,.,2
HA31C,"Major Foot Procedures for Trauma, without CC",.,.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,.,11
HA32Z,"Intermediate Foot Procedures for Trauma, Category 2",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
HA34Z,"Minor Foot Procedures for Trauma, Category 2",.,.,.,.,.,.,.,1,12,.,.,.,2,.,.,.,.,.,15
HA35Z,"Minor Foot Procedures for Trauma, Category 1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HA39Z,Minimal Foot Procedures for Trauma,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HA51Z,"Major Hand Procedures for Trauma, Category 2",.,.,.,.,.,.,.,3,3,.,.,.,52,.,.,.,3,.,61
HA53Z,"Intermediate Hand Procedures for Trauma, Category 2",.,.,.,.,.,.,.,15,4,.,.,.,31,.,.,.,3,.,53
HA54Z,"Intermediate Hand Procedures for Trauma, Category 1",.,.,.,.,.,.,.,.,1,.,.,.,2,.,.,.,5,.,8
HA55Z,"Minor Hand Procedures for Trauma, Category 2",2,.,.,.,.,.,.,10,1,.,.,.,9,.,.,.,2,.,24
HA56A,"Minor Hand Procedures for Trauma, Category 1, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,2,.,6
HA56B,"Minor Hand Procedures for Trauma, Category 1, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,2,.,7
HA59Z,Minimal Hand Procedures for Trauma,.,.,.,.,.,.,.,.,1,.,.,.,1,.,.,.,1,.,3
HA62Z,"Intermediate, Shoulder or Upper Arm Procedures for Trauma",1,.,.,.,.,.,.,1,3,.,.,.,.,.,.,.,.,.,5
HA63Z,"Minor, Shoulder or Upper Arm Procedures for Trauma",.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,1,.,3
HA69Z,"Minimal, Shoulder or Upper Arm Procedures for Trauma",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
HA71C,"Major, Elbow or Lower Arm Procedures for Trauma, without CC",3,.,.,.,.,.,.,2,1,.,.,.,4,.,.,.,1,.,11
HA72Z,"Intermediate, Elbow or Lower Arm Procedures for Trauma",.,.,.,.,.,.,.,.,9,.,.,.,.,.,.,.,.,.,9
HA73B,"Minor, Elbow or Lower Arm Procedures for Trauma, 18 years and under",.,.,.,.,.,.,.,1,1,.,.,.,19,.,.,.,3,.,24
HA73C,"Minor, Elbow or Lower Arm Procedures for Trauma, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,3
HA79Z,"Minimal, Elbow or Lower Arm Procedures for Trauma",.,.,.,.,.,.,.,1,3,.,.,.,1,.,.,.,.,.,5
HA81C,"Sprains, Strains or Minor Open Wounds, without CC",.,.,.,1,.,.,1,.,.,.,.,.,2,.,.,.,.,.,4
HA83C,Head Injury without CC,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HA94Z,Arm Trauma Diagnosis without Procedure,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,2,.,3
HA95Z,Hand Trauma Diagnosis without Procedure,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,2,.,3
HA96Z,Multiple Trauma Diagnoses without Procedure,.,.,.,.,.,.,2,.,1,.,.,.,.,.,.,.,.,.,3
HA99Z,Other Procedures for Trauma,2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,3
HB12C,"Major Hip Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,2
HB13Z,"Intermediate Hip Procedures for Non-Trauma, Category 2",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HB14B,"Intermediate Hip Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HB14C,"Intermediate Hip Procedures for Non-Trauma, Category 1, without CC",2,.,.,.,.,3,.,.,18,.,.,.,5,.,.,.,1,.,29
HB15D,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over with CC",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HB15E,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over without CC",2,.,.,1,.,1,1,.,5,.,.,.,2,4,.,.,7,.,23
HB15F,"Minor Hip Procedures for Non-Trauma, Category 2, 18 years and under with CC",.,.,.,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,2
HB15G,"Minor Hip Procedures for Non-Trauma, Category 2, 18 years and under without CC",.,.,.,.,.,.,.,.,28,.,.,.,7,.,.,.,.,.,35
HB16B,"Minor Hip Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,2,.,.,.,1,.,.,.,1,.,4
HB16C,"Minor Hip Procedures for Non-Trauma, Category 1, without CC",1,.,.,1,.,2,.,.,7,.,.,4,15,2,.,.,24,.,56
HB19Z,Minimal Hip Procedures for Non-Trauma,11,.,119,.,17,107,.,.,120,.,1,3,6,4,.,4,74,.,466
HB21C,"Major Knee Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,9,.,.,.,.,.,.,.,.,.,9
HB22B,"Major Knee Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,2
HB22C,"Major Knee Procedures for Non-Trauma, Category 1, without CC",4,.,.,.,.,3,.,.,131,.,.,.,1,1,.,.,.,.,140
HB23B,"Intermediate Knee Procedures for Non-Trauma, with CC",.,.,3,.,.,7,.,1,39,.,.,.,.,.,.,.,.,.,50
HB23C,"Intermediate Knee Procedures for Non-Trauma, without CC",71,.,33,.,.,151,.,2,746,1,.,.,11,.,.,.,1,.,"1,016"
HB24B,"Minor Knee Procedures for Non-Trauma, Category 2, with CC",.,.,.,.,.,1,.,.,5,.,.,.,.,.,.,.,.,.,6
HB24C,"Minor Knee Procedures for Non-Trauma, Category 2, without CC",27,.,.,.,1,17,.,.,107,.,.,.,12,.,.,.,8,.,172
HB25E,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, with Intermediate CC",1,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,4
HB25F,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, without CC",7,.,.,.,2,3,.,1,36,1,1,1,6,.,.,.,.,.,58
HB25H,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, with Intermediate CC",.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,2
HB25J,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, without CC",1,.,.,.,.,.,.,1,8,.,.,.,5,.,.,.,.,.,15
HB29Z,Minimal Knee Procedures for Non-Trauma,15,.,148,.,2,253,1,.,167,.,2,.,2,3,.,.,.,.,593
HB31Z,Major Foot Procedures for Non-Trauma,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HB32A,"Intermediate Foot Procedures for Non-Trauma, Category 2, 19 years and over",3,1,.,1,.,.,.,.,8,.,.,.,.,.,.,.,1,.,14
HB33D,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, with CC",1,.,.,.,.,1,.,.,2,.,.,.,.,.,.,.,.,.,4
HB33E,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, without CC",10,.,.,.,.,.,.,.,25,.,.,.,3,.,.,2,2,.,42
HB33F,"Intermediate Foot Procedures for Non-Trauma, Category 1, 18 years and under, with CC",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
HB33G,"Intermediate Foot Procedures for Non-Trauma, Category 1, 18 years and under, without CC",.,.,.,.,.,.,.,.,4,.,.,.,1,.,.,.,.,.,5
HB34D,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, with CC",.,.,.,.,.,.,.,.,7,.,.,.,1,.,.,.,.,.,8
HB34E,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, without CC",28,1,2,.,.,12,.,2,82,.,.,.,17,.,.,.,2,.,146
HB34G,"Minor Foot Procedures for Non-Trauma, Category 2, 18 years and under, without CC",2,.,.,.,.,2,.,.,20,.,.,.,12,.,.,.,2,.,38
HB35B,"Minor Foot Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1,.,2
HB35C,"Minor Foot Procedures for Non-Trauma, Category 1, without CC",3,1,2,.,7,2,1,.,34,5,.,1,5,3,.,1,6,.,71
HB39Z,Minimal Foot Procedures for Non-Trauma,6,.,42,.,.,31,.,.,49,.,.,.,3,.,.,.,.,.,131
HB51Z,"Major Hand Procedures for Non-Trauma, Category 2",3,.,.,.,.,4,.,.,45,.,.,.,3,9,.,.,6,.,70
HB52B,"Major Hand Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,2
HB52C,"Major Hand Procedures for Non-Trauma, Category 1, without CC",1,.,.,.,.,.,.,.,8,.,.,.,.,.,.,1,.,.,10
HB53Z,"Intermediate Hand Procedures for Non-Trauma, Category 2",6,.,.,.,16,2,.,.,20,.,.,.,3,1,.,.,20,.,68
HB54B,"Intermediate Hand Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,1,6,.,.,.,1,2,.,.,2,.,12
HB54C,"Intermediate Hand Procedures for Non-Trauma, Category 1, without CC",9,2,.,.,1,4,.,3,52,.,.,2,10,6,1,.,16,.,106
HB55B,"Minor Hand Procedures for Non-Trauma, Category 2, with CC",5,8,.,1,23,4,5,8,69,8,1,.,1,30,2,6,27,.,198
HB55C,"Minor Hand Procedures for Non-Trauma, Category 2, without CC",39,97,1,1,198,86,58,31,399,51,8,9,81,170,31,45,154,.,"1,459"
HB56B,"Minor Hand Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,3
HB56C,"Minor Hand Procedures for Non-Trauma, Category 1, without CC",2,.,.,.,.,1,.,.,23,.,.,.,2,2,.,2,10,.,42
HB59Z,Minimal Hand Procedures for Non-Trauma,.,.,233,.,.,118,.,4,45,.,.,.,.,10,.,.,4,.,414
HB61B,"Major, Shoulder or Upper Arm Procedures for Non-Trauma, with CC",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HB61C,"Major, Shoulder or Upper Arm Procedures for Non-Trauma, without CC",3,.,.,.,.,9,.,.,9,.,.,.,.,.,.,.,.,.,21
HB62B,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, with CC",1,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,3
HB62C,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, without CC",16,.,3,.,.,13,.,.,18,.,.,.,24,2,.,.,3,.,79
HB63Z,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",11,1,.,.,.,7,.,.,24,.,.,.,2,7,1,2,7,.,62
HB69Z,"Minimal, Shoulder or Upper Arm Procedures for Non-Trauma",3,.,279,.,.,237,.,.,79,4,.,.,1,17,.,.,.,.,620
HB71C,"Major, Elbow or Lower Arm Procedures for Non-Trauma, without CC",.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,2
HB72Z,"Intermediate, Elbow or Lower Arm Procedures for Non-Trauma",10,.,.,.,.,2,.,.,23,.,.,.,18,.,.,.,4,.,57
HB73Z,"Minor, Elbow or Lower Arm Procedures for Non-Trauma",7,.,.,.,.,3,.,.,18,84,.,.,1,3,.,.,10,.,126
HB79Z,"Minimal, Elbow or Lower Arm Procedures for Non-Trauma",1,.,46,.,.,13,.,.,5,.,.,.,.,1,.,.,.,.,66
HB91Z,Other Non-Trauma Diagnosis without Procedure,.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,2,.,4
HB99Z,Other Procedures for Non-Trauma,74,.,32,1,.,18,6,4,33,2,.,2,36,37,2,6,101,.,354
HC01C,Extradural Spine Major 2 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HC03F,Extradural Spine Intermediate 2 with CC Score 0-2,.,.,.,.,.,.,.,.,1,.,.,1,1,.,.,.,.,.,3
HC04F,Extradural Spine Intermediate 1 with CC Score 0-1,.,.,.,.,7,.,.,.,3,.,.,.,1,1,.,.,.,.,12
HC05E,Extradural Spine Minor 2 with CC Score 2-3,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,2
HC05F,Extradural Spine Minor 2 with CC Score 0-1,.,.,1,.,2,1,.,.,12,.,.,.,.,.,.,.,.,.,16
HC06Z,Extradural Spine Minor 1,1,.,1,.,9,1,.,.,10,.,.,.,.,1,.,.,.,.,23
HC07B,Intradural Spine Major with CC Score 0-2,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HC12Z,Intradural Spine Minor 1,.,.,.,7,1,60,1,.,.,2,.,5,388,.,.,.,31,.,495
HC26E,"Scoliosis or Other Spinal Deformity, with CC Score 1-2",.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,2
HC26F,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,.,1,.,.,1,.,.,2,.,.,.,.,.,.,.,5,.,9
HC27F,Degenerative Spinal Conditions with CC Score 3-5,.,.,.,.,.,1,.,.,1,.,.,.,.,.,.,.,2,.,4
HC27G,Degenerative Spinal Conditions with CC Score 0-2,2,.,.,.,13,9,.,.,60,.,2,4,1,11,.,.,44,.,146
HC28G,Spinal Cord Conditions with CC Score 0-2,5,.,.,.,.,.,.,.,9,.,.,.,7,.,.,.,.,.,21
HC29A,Inflammatory Spinal Conditions with CC Score 2+,.,.,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,4
