HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total FCEs
KC05N,100,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,.,.,2,.,.,.,.,.,.,.,.,1,.,2,5
KC05N,120,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KC05N,300,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",7,13,1,7,9,9,4,.,1,.,16,20,.,5,.,18,110
KC05N,301,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KC05N,302,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,6,11,.,.,.,.,17
KC05N,303,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,3
KC05N,320,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,.,.,1,1,.,.,.,.,1,.,.,.,.,.,3
KC05N,340,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,3
KC05N,361,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
KC05N,370,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
KC05N,430,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,7,.,.,1,.,.,.,.,.,.,6,.,1,.,.,15
KC05N,501,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",1,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
KC05N,800,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
LA02A,361,"Kidney Transplant, 19 years and over, from Cadaver Heart-Beating Donor",.,.,26,.,.,.,.,.,.,.,.,.,.,.,.,.,26
LA04H,300,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 12+",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1
LA04H,320,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 12+",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
LA04H,430,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 12+",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1
LA04J,101,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 9-11",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
LA04J,300,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 9-11",.,1,.,.,1,.,.,.,.,.,1,1,.,.,.,2,6
LA04J,340,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 9-11",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA04J,430,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 9-11",.,1,.,.,.,.,.,.,1,.,.,.,.,.,.,.,2
LA04K,100,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 6-8",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
LA04K,101,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 6-8",1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
LA04K,300,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 6-8",3,5,1,3,.,.,5,.,9,.,2,2,.,2,.,3,35
LA04K,301,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 6-8",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA04K,320,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 6-8",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
LA04K,340,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 6-8",.,1,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
LA04K,361,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 6-8",2,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,3
LA04K,430,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 6-8",.,.,1,.,.,.,.,.,1,.,.,1,1,1,.,3,8
LA04L,100,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5",1,1,.,1,1,.,.,.,.,.,.,.,.,1,.,.,5
LA04L,101,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5",3,.,5,.,4,.,.,.,.,.,.,.,.,.,.,2,14
LA04L,300,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5",9,5,1,6,3,3,1,.,9,.,2,4,.,2,.,4,49
LA04L,301,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
LA04L,340,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
LA04L,361,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA04L,430,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5",.,2,4,.,.,1,.,.,1,.,1,.,1,.,.,.,10
LA04M,100,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2",1,1,.,1,1,1,.,.,.,.,.,.,.,1,.,2,8
LA04M,101,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2",3,.,23,2,5,.,.,.,.,.,.,.,.,.,.,4,37
LA04M,300,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2",4,4,1,4,7,5,.,.,4,.,1,2,.,.,.,3,35
LA04M,301,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA04M,302,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
LA04M,320,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
LA04M,340,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA04M,361,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2",1,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,5
LA04M,430,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2",1,1,1,.,1,.,.,.,.,.,1,.,2,.,.,1,8
LA04M,502,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
LA04N,101,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 13+",.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,2
LA04N,300,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 13+",.,1,.,.,.,.,.,.,1,.,1,3,.,1,.,2,9
LA04N,320,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 13+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2
LA04P,100,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",.,.,.,.,1,1,.,.,.,.,.,.,.,.,.,1,3
LA04P,101,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA04P,300,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",7,21,.,12,25,7,22,.,26,.,14,43,.,16,.,36,229
LA04P,302,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
LA04P,320,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
LA04P,340,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7
LA04P,361,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",1,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,7
LA04P,400,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
LA04P,410,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
LA04P,430,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",7,6,20,.,10,.,.,.,7,7,.,2,3,4,.,42,108
LA04Q,100,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",5,1,3,1,10,4,.,.,.,.,.,5,.,7,.,3,39
LA04Q,101,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",5,.,3,.,2,.,.,.,.,.,.,.,.,.,.,3,13
LA04Q,300,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",84,129,22,84,119,54,71,.,109,.,44,233,.,82,.,242,"1,273"
LA04Q,301,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15
LA04Q,302,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,19,6,.,.,.,.,25
LA04Q,303,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",3,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,5
LA04Q,320,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",4,2,2,9,3,.,.,.,1,.,1,1,.,3,.,2,28
LA04Q,340,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,32,18,.,.,.,.,.,.,.,6,4,.,.,.,.,60
LA04Q,361,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",5,6,6,.,.,6,.,.,.,.,.,.,.,.,.,1,24
LA04Q,370,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,3
LA04Q,430,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",51,76,104,.,49,1,.,.,20,29,14,16,8,25,.,90,483
LA04Q,823,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
LA04R,100,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",3,7,.,10,5,2,.,.,.,.,.,10,.,14,.,6,57
LA04R,101,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",5,.,9,2,18,.,.,.,.,.,.,.,.,.,.,6,40
LA04R,180,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA04R,300,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",104,182,18,82,135,109,56,.,71,.,69,204,.,76,.,207,"1,313"
LA04R,301,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19
LA04R,302,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,23,7,.,.,.,.,30
LA04R,303,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",1,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,4
LA04R,320,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",4,.,.,7,1,5,.,.,.,.,.,.,.,1,.,.,18
LA04R,340,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,15,4,.,.,.,.,.,.,.,4,8,.,.,.,.,31
LA04R,361,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",6,4,4,.,.,8,.,.,.,.,.,.,.,.,.,2,24
LA04R,370,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,6
LA04R,400,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
LA04R,410,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
LA04R,430,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",41,72,67,.,34,3,.,.,10,12,11,23,3,12,.,48,336
LA04R,800,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,3
LA04R,823,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,2
LA04S,100,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",20,12,.,23,13,20,.,.,.,.,.,17,.,18,.,8,131
LA04S,101,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",11,.,17,5,35,.,.,.,.,.,.,.,.,.,.,17,85
LA04S,110,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
LA04S,150,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,2
LA04S,180,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
LA04S,300,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",89,148,11,77,134,109,20,.,35,.,53,200,.,63,.,124,"1,063"
LA04S,301,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18
LA04S,302,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,27,10,.,.,.,.,37
LA04S,303,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",1,1,7,.,.,.,.,.,.,.,.,.,.,.,.,.,9
LA04S,320,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,1,.,4,2,6,.,.,.,.,.,.,.,1,.,.,14
LA04S,340,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,9,1,.,.,.,.,.,.,.,2,6,.,.,.,.,18
LA04S,350,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
LA04S,361,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",5,.,4,.,.,3,.,.,.,.,.,.,.,.,.,.,12
LA04S,370,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,5
LA04S,430,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",7,30,19,.,16,3,.,.,4,2,8,22,2,5,.,11,129
LA04S,502,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",3,1,1,.,1,2,.,.,.,.,.,.,.,4,.,1,13
LA04S,800,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,7
LA04S,823,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,2
LA07H,101,"Acute Kidney Injury with Interventions, with CC Score 11+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
LA07H,300,"Acute Kidney Injury with Interventions, with CC Score 11+",.,.,.,.,1,.,1,.,1,.,.,2,.,.,.,.,5
LA07H,340,"Acute Kidney Injury with Interventions, with CC Score 11+",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
LA07H,361,"Acute Kidney Injury with Interventions, with CC Score 11+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA07J,100,"Acute Kidney Injury with Interventions, with CC Score 6-10",.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,2
LA07J,300,"Acute Kidney Injury with Interventions, with CC Score 6-10",2,2,3,.,4,.,1,.,2,.,1,.,.,1,.,2,18
LA07J,320,"Acute Kidney Injury with Interventions, with CC Score 6-10",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
LA07J,340,"Acute Kidney Injury with Interventions, with CC Score 6-10",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
LA07J,361,"Acute Kidney Injury with Interventions, with CC Score 6-10",.,1,6,.,.,1,.,.,.,.,.,.,.,.,.,1,9
LA07J,430,"Acute Kidney Injury with Interventions, with CC Score 6-10",1,2,3,.,1,.,.,.,1,.,.,.,.,1,.,1,10
LA07K,100,"Acute Kidney Injury with Interventions, with CC Score 0-5",1,.,.,1,2,.,.,.,.,.,.,.,.,.,.,2,6
LA07K,101,"Acute Kidney Injury with Interventions, with CC Score 0-5",2,.,11,.,2,.,.,.,.,.,.,.,.,.,.,2,17
LA07K,300,"Acute Kidney Injury with Interventions, with CC Score 0-5",3,6,.,1,.,.,.,.,1,.,3,.,.,3,.,5,22
LA07K,301,"Acute Kidney Injury with Interventions, with CC Score 0-5",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA07K,303,"Acute Kidney Injury with Interventions, with CC Score 0-5",.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2
LA07K,320,"Acute Kidney Injury with Interventions, with CC Score 0-5",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA07K,361,"Acute Kidney Injury with Interventions, with CC Score 0-5",.,.,12,.,.,3,.,.,.,.,.,.,.,.,.,.,15
LA07K,430,"Acute Kidney Injury with Interventions, with CC Score 0-5",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,2
LA07K,800,"Acute Kidney Injury with Interventions, with CC Score 0-5",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA07L,300,"Acute Kidney Injury without Interventions, with CC Score 12+",.,4,.,2,4,2,1,.,1,.,2,.,.,.,.,2,18
LA07L,340,"Acute Kidney Injury without Interventions, with CC Score 12+",.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
LA07L,361,"Acute Kidney Injury without Interventions, with CC Score 12+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA07L,430,"Acute Kidney Injury without Interventions, with CC Score 12+",.,1,1,.,.,.,.,.,.,1,.,1,1,1,.,1,7
LA07L,823,"Acute Kidney Injury without Interventions, with CC Score 12+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
LA07M,300,"Acute Kidney Injury without Interventions, with CC Score 8-11",10,16,3,6,17,.,12,.,8,.,11,18,.,8,.,26,135
LA07M,302,"Acute Kidney Injury without Interventions, with CC Score 8-11",.,.,.,.,.,.,.,.,.,.,1,1,.,.,.,.,2
LA07M,320,"Acute Kidney Injury without Interventions, with CC Score 8-11",.,1,.,1,1,.,1,.,.,.,.,.,.,.,.,.,4
LA07M,340,"Acute Kidney Injury without Interventions, with CC Score 8-11",.,6,2,.,.,.,.,.,.,.,3,.,.,.,.,.,11
LA07M,361,"Acute Kidney Injury without Interventions, with CC Score 8-11",5,3,15,.,.,2,.,.,.,.,.,.,.,.,.,.,25
LA07M,430,"Acute Kidney Injury without Interventions, with CC Score 8-11",3,5,14,.,1,.,.,.,2,.,1,.,1,4,.,11,42
LA07N,100,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,2,.,2,10,.,.,.,.,.,.,5,.,.,.,2,21
LA07N,101,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,2
LA07N,120,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
LA07N,300,"Acute Kidney Injury without Interventions, with CC Score 4-7",32,69,9,30,50,14,21,.,23,.,31,63,.,23,.,92,457
LA07N,301,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10
LA07N,302,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,10,1,.,.,.,.,11
LA07N,303,"Acute Kidney Injury without Interventions, with CC Score 4-7",2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
LA07N,320,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,1,.,4,.,.,1,.,2,.,3,.,.,1,.,.,12
LA07N,340,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,12,2,.,.,.,.,.,.,.,9,3,.,.,.,.,26
LA07N,361,"Acute Kidney Injury without Interventions, with CC Score 4-7",11,14,19,.,.,14,.,.,.,.,.,.,.,.,.,5,63
LA07N,420,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA07N,430,"Acute Kidney Injury without Interventions, with CC Score 4-7",15,14,36,.,12,7,.,.,2,6,7,6,3,7,.,29,144
LA07N,502,"Acute Kidney Injury without Interventions, with CC Score 4-7",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA07N,800,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA07P,100,"Acute Kidney Injury without Interventions, with CC Score 0-3",2,2,2,5,9,1,.,.,.,.,.,2,.,.,.,2,25
LA07P,101,"Acute Kidney Injury without Interventions, with CC Score 0-3",1,.,3,2,4,.,.,.,.,.,.,.,.,.,.,1,11
LA07P,110,"Acute Kidney Injury without Interventions, with CC Score 0-3",2,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,3
LA07P,300,"Acute Kidney Injury without Interventions, with CC Score 0-3",39,64,9,34,66,22,15,.,10,.,43,93,.,11,.,54,460
LA07P,301,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11
LA07P,302,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,.,1,.,.,.,.,.,.,.,15,3,.,.,.,.,19
LA07P,303,"Acute Kidney Injury without Interventions, with CC Score 0-3",2,1,7,.,.,.,.,.,.,.,.,.,.,.,.,.,10
LA07P,320,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,3,1,6,1,2,1,.,1,.,6,1,.,1,.,2,25
LA07P,340,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,3,3,.,.,1,.,.,.,.,5,3,.,.,.,.,15
LA07P,361,"Acute Kidney Injury without Interventions, with CC Score 0-3",5,3,29,.,.,16,.,.,.,.,.,.,.,.,.,11,64
LA07P,370,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,.,12,.,.,.,.,.,.,.,.,.,.,.,.,.,12
LA07P,430,"Acute Kidney Injury without Interventions, with CC Score 0-3",4,18,14,.,6,.,.,.,.,1,5,13,1,1,.,8,71
LA07P,800,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,4
LA07P,823,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
LA08G,300,"Chronic Kidney Disease with Interventions, with CC Score 6+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
LA08G,361,"Chronic Kidney Disease with Interventions, with CC Score 6+",.,.,5,.,.,1,.,.,.,.,.,.,.,.,.,1,7
LA08H,300,"Chronic Kidney Disease with Interventions, with CC Score 3-5",1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
LA08H,361,"Chronic Kidney Disease with Interventions, with CC Score 3-5",1,1,5,.,.,1,.,.,.,.,.,.,.,.,.,.,8
LA08J,101,"Chronic Kidney Disease with Interventions, with CC Score 0-2",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA08J,300,"Chronic Kidney Disease with Interventions, with CC Score 0-2",1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
LA08J,361,"Chronic Kidney Disease with Interventions, with CC Score 0-2",1,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,7
LA08K,300,"Chronic Kidney Disease without Interventions, with CC Score 11+",.,2,.,.,1,.,.,.,.,.,.,.,.,.,.,.,3
LA08K,320,"Chronic Kidney Disease without Interventions, with CC Score 11+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
LA08K,340,"Chronic Kidney Disease without Interventions, with CC Score 11+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA08K,361,"Chronic Kidney Disease without Interventions, with CC Score 11+",.,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,3
LA08K,430,"Chronic Kidney Disease without Interventions, with CC Score 11+",.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,2
LA08L,300,"Chronic Kidney Disease without Interventions, with CC Score 8-10",14,1,.,.,1,.,.,.,1,.,.,1,.,1,.,1,20
LA08L,302,"Chronic Kidney Disease without Interventions, with CC Score 8-10",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
LA08L,361,"Chronic Kidney Disease without Interventions, with CC Score 8-10",1,6,13,.,.,5,.,.,.,.,.,.,.,.,.,1,26
LA08M,300,"Chronic Kidney Disease without Interventions, with CC Score 5-7",10,4,.,2,1,.,2,.,.,.,2,.,.,.,.,5,26
LA08M,320,"Chronic Kidney Disease without Interventions, with CC Score 5-7",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA08M,361,"Chronic Kidney Disease without Interventions, with CC Score 5-7",3,12,8,.,.,23,.,.,.,.,.,.,.,.,.,1,47
LA08N,100,"Chronic Kidney Disease without Interventions, with CC Score 3-4",.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
LA08N,300,"Chronic Kidney Disease without Interventions, with CC Score 3-4",4,2,.,2,3,1,.,.,.,.,.,.,.,1,.,3,16
LA08N,301,"Chronic Kidney Disease without Interventions, with CC Score 3-4",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA08N,302,"Chronic Kidney Disease without Interventions, with CC Score 3-4",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
LA08N,361,"Chronic Kidney Disease without Interventions, with CC Score 3-4",3,5,11,.,.,11,.,.,.,.,.,.,.,.,.,3,33
LA08N,430,"Chronic Kidney Disease without Interventions, with CC Score 3-4",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,4
LA08P,101,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,4
LA08P,361,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,7,17,.,.,.,.,.,.,.,.,.,.,.,.,.,24
LA08P,430,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA09J,100,"General Renal Disorders with Interventions, with CC Score 6+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA09J,101,"General Renal Disorders with Interventions, with CC Score 6+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,3,4
LA09J,302,"General Renal Disorders with Interventions, with CC Score 6+",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
LA09J,320,"General Renal Disorders with Interventions, with CC Score 6+",.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,2
