HRG Code,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Average
HN54A,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 4+","5,353",.,.,.,"3,697",.,.,"2,163",.,.,.,.,.,.,.,.,"7,735","3,879"
HN54B,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 2-3","2,216",.,.,.,"2,971",.,.,"2,359",.,.,.,.,"10,830",.,.,.,"1,565","2,775"
HN54C,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","1,792",.,.,.,"2,714",.,.,"2,276",.,.,.,.,"2,548",.,.,.,"1,572","2,198"
HN54D,"Intermediate Shoulder Procedures for Non-Trauma, 18 years and under","1,821",.,.,.,.,.,.,"9,103",.,.,.,.,.,.,.,.,"1,152","4,025"
HN55Z,Minor Shoulder Procedures for Non-Trauma,"1,893",.,.,.,"1,594",.,.,"2,280",.,.,.,.,"2,996",.,.,.,800,"2,082"
HN56Z,Minimal Shoulder Procedures,.,.,.,.,834,.,.,.,.,.,.,.,.,.,.,.,.,834
HN62A,Very Major Elbow Procedures for Non-Trauma with CC Score 2+,"11,240",.,.,.,.,.,.,"10,000",.,.,.,.,.,.,.,.,.,"10,620"
HN62B,Very Major Elbow Procedures for Non-Trauma with CC Score 0-1,"7,833",.,.,.,.,.,.,"5,382",.,.,.,.,.,.,.,.,.,"6,608"
HN63A,Major Elbow Procedures for Non-Trauma with CC Score 2+,.,.,.,.,.,.,.,"2,417",.,.,.,.,.,.,.,.,.,"2,417"
HN63B,Major Elbow Procedures for Non-Trauma with CC Score 0-1,"3,152",.,.,.,"4,963",.,.,"3,019",.,.,.,.,"4,706",.,.,.,"3,098","3,235"
HN64A,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,"3,233",.,.,.,.,.,.,.,.,"5,290","3,645"
HN64B,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","2,848",.,.,.,"2,004",.,.,"2,948",.,.,.,.,"1,916",.,.,.,"1,997","2,688"
HN64C,"Intermediate Elbow Procedures for Non-Trauma, between 6 and 18 years","1,821",.,.,.,"1,720",.,.,"1,773",.,.,.,.,"2,226",.,.,.,"1,152","1,818"
HN64D,"Intermediate Elbow Procedures for Non-Trauma, 5 years and under","1,821",.,.,.,.,.,.,"1,388",.,.,.,.,.,.,.,.,.,"1,628"
HN65Z,Minor Elbow Procedures for Non-Trauma,"1,533",.,.,.,"1,861",.,.,"2,040",.,.,.,.,"2,718",.,.,.,"1,288","2,023"
HN80B,"Very Complex, Hip or Knee Procedures for Non-Trauma, with CC score 6-8",.,.,.,.,.,.,.,"38,730",.,.,.,.,.,.,.,.,.,"38,730"
HN80C,"Very Complex, Hip or Knee Procedures for Non-Trauma, with CC score 3-5",.,.,.,.,.,.,.,"21,627",.,.,.,.,.,.,.,.,.,"21,627"
HN80D,"Very Complex, Hip or Knee Procedures for Non-Trauma, with CC score 0-2","8,969",.,.,.,.,.,.,"9,698",.,.,.,.,.,.,.,.,.,"9,212"
HN81A,"Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 9+",.,.,.,.,.,.,.,"10,392",.,.,.,.,.,.,.,.,.,"10,392"
HN81B,"Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 6-8","20,635",.,.,.,.,.,.,"7,225",.,.,.,.,"7,123",.,.,.,.,"10,552"
HN81C,"Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 4-5","8,411",.,.,.,"5,901",.,.,"11,897",.,.,.,.,"7,648",.,.,.,"3,070","9,345"
HN81D,"Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 2-3","11,013",.,.,.,"10,527",.,.,"10,466",.,.,.,.,"7,502",.,.,.,"7,663","10,266"
HN81E,"Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 0-1","11,229",.,.,.,"8,806",.,.,"9,383",.,.,.,.,"10,806",.,.,.,"3,070","9,536"
HN85Z,"Very Complex, Foot, Hand, Shoulder or Elbow Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,.,"8,566",.,.,.,.,"8,566"
HN86A,"Complex, Foot, Hand, Shoulder or Elbow Procedures for Non-Trauma, with CC Score 2+","7,886",.,.,.,.,.,.,"7,830",.,.,.,.,"5,766",.,.,.,.,"7,248"
HN86B,"Complex, Foot, Hand, Shoulder or Elbow Procedures for Non-Trauma, with CC Score 0-1",.,.,.,.,"7,884",.,.,"5,845",.,.,.,.,.,.,.,.,.,"6,030"
HN93Z,"Other Muscle, Tendon, Fascia or Ligament Procedures","3,334",.,"3,091",.,"2,825",.,.,.,.,.,.,.,.,.,.,.,.,"3,127"
HT12B,Very Major Hip Procedures for Trauma with CC Score 9-11,.,.,.,.,.,.,.,.,.,.,.,.,"7,676",.,.,.,.,"7,676"
HT12C,Very Major Hip Procedures for Trauma with CC Score 6-8,.,.,.,.,.,.,.,.,.,.,.,.,"6,491",.,.,.,.,"6,491"
HT12D,Very Major Hip Procedures for Trauma with CC Score 3-5,.,.,.,.,.,.,.,"6,900",.,.,.,.,"6,266",.,.,.,.,"6,425"
HT12E,Very Major Hip Procedures for Trauma with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"6,326",.,.,.,.,"6,326"
HT13C,Major Hip Procedures for Trauma with CC 6-8,"2,252",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"8,670","5,461"
HT13D,Major Hip Procedures for Trauma with CC 3-5,.,.,.,.,.,.,.,.,.,.,.,.,"3,955",.,.,.,.,"3,955"
HT13E,Major Hip Procedures for Trauma with CC 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"4,226",.,.,.,.,"4,226"
HT14A,Intermediate Hip Procedures for Trauma with CC Score 4+,.,.,.,.,.,.,.,"23,820",.,.,.,.,.,.,.,.,.,"23,820"
HT14B,Intermediate Hip Procedures for Trauma with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,541","2,541"
HT14C,Intermediate Hip Procedures for Trauma with CC Score 0-1,"2,766",.,.,.,.,.,.,"2,267",.,.,.,.,"3,839",.,.,.,"2,072","2,872"
HT15Z,Minor Hip Procedures for Trauma,.,.,.,.,.,.,.,"2,097",.,.,.,.,"2,093",.,.,.,"1,299","1,895"
HT22A,Very Major Knee Procedures for Trauma with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,"9,588",.,.,.,.,"9,588"
HT22C,Very Major Knee Procedures for Trauma with CC Score 0-1,"3,953",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,953"
HT23B,"Major Knee Procedures for Trauma, 19 years and over, with CC Score 2-3","4,166",.,.,.,.,.,.,.,.,.,.,.,"1,216",.,.,.,.,"2,691"
HT23C,"Major Knee Procedures for Trauma, 19 years and over, with CC Score 1",.,.,.,.,.,.,.,.,.,.,.,.,"3,421",.,.,.,"3,012","3,217"
HT23D,"Major Knee Procedures for Trauma, 19 years and over, with CC Score 0","3,425",.,.,.,"4,643",.,.,"3,330",.,.,.,.,"3,666",.,.,.,"3,529","3,631"
HT23E,"Major Knee Procedures for Trauma, 18 years and under",.,.,.,.,.,.,.,"3,132",.,.,.,.,"4,386",.,.,.,"3,618","3,982"
HT24A,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,"1,773",.,.,.,.,"7,725",.,.,.,"1,565","3,688"
HT24B,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 1",.,.,.,.,.,.,.,"2,189",.,.,.,.,.,.,.,.,.,"2,189"
HT24C,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 0","2,969",.,.,.,.,.,.,"3,283",.,.,.,.,"1,933",.,.,.,"1,762","2,587"
HT24D,"Intermediate Knee Procedures for Trauma, 18 years and under","2,549",.,.,.,.,.,.,"1,838",.,.,.,.,"3,933",.,.,.,"1,565","2,735"
HT25Z,Minor Knee Procedures for Trauma,"1,605",.,.,.,.,.,.,"1,854",.,.,.,.,"2,239",.,.,.,.,"1,964"
HT32C,Very Major Foot Procedures for Trauma with CC Score 0-1,"3,864",.,.,.,.,.,.,"3,841",.,.,.,.,"5,692",.,.,.,.,"5,003"
HT33A,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,"7,979",.,.,.,.,"7,979"
HT33B,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 2-3","5,350",.,.,.,.,.,.,.,.,.,.,.,"4,347",.,.,.,"3,122","4,058"
HT33C,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 1","3,249",.,.,.,.,.,.,"2,105",.,.,.,.,"3,181",.,.,.,"3,899","3,372"
HT33D,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 0","3,592",.,.,.,"3,457",.,.,"2,853",.,.,.,.,"4,153",.,.,.,"2,774","3,458"
HT33E,"Major Foot Procedures for Trauma, 18 years and under",.,.,.,.,"3,673",.,.,"2,974",.,.,.,.,"3,160",.,.,.,"1,699","2,689"
HT34B,"Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 2-3","2,252",.,.,.,.,.,.,"2,762",.,.,.,.,"3,774",.,.,.,.,"3,267"
HT34C,"Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 1",.,.,.,.,"3,951",.,.,.,.,.,.,.,"3,002",.,.,.,"2,577","3,019"
HT34D,"Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 0","2,166",.,.,.,"3,958",.,.,"3,128",.,.,.,.,"2,752",.,.,.,"2,609","2,730"
HT34E,"Intermediate Foot Procedures for Trauma, 18 years and under","2,693",.,.,.,.,.,.,"3,462",.,.,.,.,"3,098",.,.,.,"1,779","2,735"
HT35Z,Minor Foot Procedures for Trauma,.,.,.,.,"1,168",.,.,.,.,.,.,.,"2,666",.,.,.,"1,274","1,596"
HT42A,Very Major Hand Procedures for Trauma with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,"3,266",.,.,.,"2,391","2,683"
HT42B,Very Major Hand Procedures for Trauma with CC Score 0-1,"3,700",.,.,.,"3,014",.,.,.,.,.,.,.,"3,242",.,.,.,"2,874","3,317"
HT43A,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,"7,464",.,.,.,.,"7,464"
HT43B,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 2-3","3,633",.,.,.,"3,092",.,.,.,.,.,.,.,"3,250",.,.,.,"2,397","2,847"
HT43C,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 0-1","2,415",.,.,.,"2,984",.,.,"2,848",.,.,.,.,"3,088",.,.,.,"1,991","2,570"
HT43D,"Major Hand Procedures for Trauma, between 6 and 18 years","2,147",.,.,.,"2,620",.,.,"2,414",.,.,.,.,"3,003",.,.,.,"1,723","2,292"
HT43E,"Major Hand Procedures for Trauma, 5 years and under","1,821",.,.,.,.,.,.,.,.,.,.,.,"2,517",.,.,.,.,"2,169"
HT44B,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 2-3","1,821",.,.,.,.,.,.,"2,821",.,.,.,.,"1,180",.,.,.,"2,138","2,064"
HT44C,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 0-1","2,100",.,.,.,"2,550",.,.,"2,585",.,.,.,.,"2,307",.,.,.,"1,845","2,141"
HT44D,"Intermediate Hand Procedures for Trauma, between 6 and 18 years","1,877",.,.,.,.,.,.,"2,855",.,.,.,.,"1,495",.,.,.,"1,796","1,770"
HT44E,"Intermediate Hand Procedures for Trauma, 5 years and under","1,821",.,.,.,.,.,.,.,.,.,.,.,"2,085",.,.,.,"1,004","1,861"
HT45Z,Minor Hand Procedures for Trauma,"1,389",.,.,.,.,.,.,"3,919",.,.,.,.,862,.,.,.,"2,774","2,423"
HT52A,Very Major Shoulder Procedures for Trauma with CC Score 4+,.,.,.,.,"8,536",.,.,.,.,.,.,.,"3,933",.,.,.,.,"6,234"
HT52B,Very Major Shoulder Procedures for Trauma with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,"5,537",.,.,.,.,"5,537"
HT52C,Very Major Shoulder Procedures for Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"5,132",.,.,.,"3,389","4,260"
HT53B,"Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 2-3","3,949",.,.,.,"3,490",.,.,"4,636",.,.,.,.,"3,297",.,.,.,"3,250","3,895"
HT53C,"Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 1","3,249",.,.,.,"5,422",.,.,.,.,.,.,.,"4,295",.,.,.,"3,329","4,025"
HT53D,"Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 0","3,244",.,.,.,"3,394",.,.,"3,941",.,.,.,.,"3,814",.,.,.,"2,799","3,382"
HT54A,Intermediate Shoulder Procedures for Trauma with CC Score 4+,"2,778",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,778"
HT54B,Intermediate Shoulder Procedures for Trauma with CC Score 2-3,.,.,.,.,.,.,.,.,.,.,.,.,"4,005",.,.,.,.,"4,005"
HT54C,Intermediate Shoulder Procedures for Trauma with CC Score 1,"1,914",.,.,.,.,.,.,"2,193",.,.,.,.,"3,112",.,.,.,"3,876","2,774"
HT54D,Intermediate Shoulder Procedures for Trauma with CC Score 0,"1,996",.,.,.,.,.,.,"3,701",.,.,.,.,"2,645",.,.,.,"2,703","2,891"
HT55Z,Minor Shoulder Procedures for Trauma,"1,389",.,.,.,"2,293",.,.,"4,247",.,.,.,.,"2,179",.,.,.,.,"2,411"
HT62A,Very Major Elbow Procedures for Trauma with CC Score 2+,.,.,.,.,.,.,.,.,.,.,.,.,"4,744",.,.,.,.,"4,744"
HT62B,Very Major Elbow Procedures for Trauma with CC score 0-1,.,.,.,.,"7,648",.,.,.,.,.,.,.,"2,672",.,.,.,.,"3,916"
HT63A,"Major Elbow Procedures for Trauma, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,205","3,205"
HT63B,"Major Elbow Procedures for Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,"3,402",.,.,"2,326",.,.,.,.,"3,757",.,.,.,"1,742","2,997"
HT63C,"Major Elbow Procedures for Trauma, 19 years and over, with CC Score 1",.,.,.,.,.,.,.,"2,109",.,.,.,.,"3,860",.,.,.,"1,949","2,931"
HT63D,"Major Elbow Procedures for Trauma, 19 years and over, with CC Score 0","3,116",.,.,.,"2,746",.,.,"3,466",.,.,.,.,"3,794",.,.,.,"2,156","3,035"
HT63E,"Major Elbow Procedures for Trauma, between 6 and 18 years","2,933",.,.,.,"4,304",.,.,"1,756",.,.,.,.,"3,353",.,.,.,"1,936","3,005"
HT63F,"Major Elbow Procedures for Trauma, 5 years and under","2,788",.,.,.,.,.,.,.,.,.,.,.,"3,184",.,.,.,.,"3,092"
HT64A,"Intermediate Elbow Procedures for Trauma, 19 years and over, with CC Score 1+","2,140",.,.,.,.,.,.,.,.,.,.,.,"4,355",.,.,.,"1,841","2,328"
HT64B,"Intermediate Elbow Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,"1,312",.,.,"3,005",.,.,.,.,"2,299",.,.,.,"2,229","2,244"
HT64C,"Intermediate Elbow Procedures for Trauma, between 6 and 18 years","1,882",.,.,.,.,.,.,"2,138",.,.,.,.,"2,841",.,.,.,"1,299","2,273"
HT64D,"Intermediate Elbow Procedures for Trauma, 5 years and under","1,882",.,.,.,.,.,.,.,.,.,.,.,"3,440",.,.,.,.,"2,349"
HT65Z,Minor Elbow Procedures for Trauma,"1,389",.,.,.,.,.,.,.,.,.,.,.,707,.,.,.,.,935
HT81C,"Complex, Hip or Knee Procedures for Trauma, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,"17,645",.,.,.,.,"17,645"
JA12E,"Malignant Breast Disorders with Interventions, with CC Score 3-6",.,.,"3,757",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,757"
JA12F,"Malignant Breast Disorders with Interventions, with CC Score 0-2","1,612","1,961","3,706",.,"3,060",.,.,.,.,.,.,.,.,.,.,.,"1,574","2,511"
JA12G,"Malignant Breast Disorders without Interventions, with CC Score 9+",.,.,"9,172",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,172"
JA12H,"Malignant Breast Disorders without Interventions, with CC Score 6-8",.,.,"12,032",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"12,032"
JA12J,"Malignant Breast Disorders without Interventions, with CC Score 4-5",.,.,"2,714",.,"1,504",.,.,.,.,.,.,.,.,.,.,.,"2,548","2,560"
JA12K,"Malignant Breast Disorders without Interventions, with CC Score 2-3","5,801",444,"1,840",.,439,.,.,.,.,.,.,.,.,.,.,.,"1,821","1,934"
JA12L,"Malignant Breast Disorders without Interventions, with CC Score 0-1",577,444,"2,628",.,790,.,.,.,.,.,.,.,.,.,.,.,.,"2,004"
JA13A,Non-Malignant Breast Disorders with Interventions,"3,642",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,642"
JA13C,"Non-Malignant Breast Disorders without Interventions, with CC Score 0-3",446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,400","1,097"
JA20D,Unilateral Major Breast Procedures with CC Score 6+,"3,612","3,285","4,080",.,"4,559",.,.,.,.,.,.,.,.,.,.,.,"2,494","3,626"
JA20E,Unilateral Major Breast Procedures with CC Score 3-5,"3,044","2,506","3,389",.,"4,046","2,431",.,.,.,.,.,.,.,.,.,.,"2,775","3,027"
JA20F,Unilateral Major Breast Procedures with CC Score 0-2,"3,073","2,124","2,813","3,074","2,640","2,827",.,.,.,.,.,.,"4,155",.,.,.,"2,394","2,612"
JA21A,Bilateral Major Breast Procedures with CC Score 1+,"3,786","3,567","5,069",.,"5,584",.,.,.,.,.,.,.,.,.,.,.,"3,805","4,574"
JA21B,Bilateral Major Breast Procedures with CC Score 0,"3,539","3,301","4,095",.,"5,928",.,.,.,.,.,.,.,"3,377",.,"6,157",.,"3,464","3,903"
JA30Z,Unilateral Delayed Pedicled Myocutaneous Breast Reconstruction,"11,026","4,704","7,359",.,"6,792",.,.,.,.,.,.,.,"12,780",.,.,.,"5,906","6,411"
JA31Z,Bilateral Delayed Pedicled Myocutaneous Breast Reconstruction,.,"2,951","13,284",.,"7,074",.,.,.,.,.,.,.,.,.,.,.,"6,229","9,026"
JA32Z,Unilateral Excision of Breast with Immediate Pedicled Myocutaneous Flap Reconstruction,"8,795","6,965","9,933",.,"8,689",.,.,.,.,.,.,.,.,.,.,.,"4,976","7,635"
JA33Z,Bilateral Excision of Breast with Immediate Pedicled Myocutaneous Flap Reconstruction,"8,574","5,548","12,250",.,"8,128",.,.,.,.,.,.,.,.,.,.,.,"6,523","9,578"
JA34Z,Unilateral Delayed Free Perforator Flap Breast Reconstruction,"10,321",.,"2,655",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,403","4,637"
JA36Z,Unilateral Excision of Breast with Immediate Free Perforator Flap Reconstruction,.,.,"11,812",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,880","7,846"
JA38A,"Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 5+",.,"3,664","5,572",.,.,"3,866",.,.,.,.,.,.,.,.,.,.,"3,922","4,556"
JA38B,"Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 2-4","4,083","3,666","4,480",.,"3,582","4,445",.,.,.,.,.,.,.,.,.,.,"3,001","3,846"
JA38C,"Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 0-1","3,660","3,096","4,077",.,"3,784","3,405",.,.,.,.,.,.,.,.,.,.,"2,832","3,547"
JA39Z,Bilateral Major Breast Procedures with Lymph Node Clearance,"4,602","4,889","6,072",.,"5,953","7,258",.,.,.,.,.,.,.,.,.,.,"1,819","5,174"
JA40Z,Unilateral Therapeutic Mammoplasty,.,"2,080",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,080"
JA41Z,Bilateral Therapeutic Mammoplasty,.,.,"6,481",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,250","5,737"
JA42Z,Bilateral Intermediate Breast Procedures,"2,821","3,478","1,766",.,"1,965",.,.,.,.,.,.,.,.,.,.,.,.,"2,236"
JA43A,Unilateral Intermediate Breast Procedures with CC Score 3+,"2,375","1,810","1,873",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,360","1,866"
JA43B,Unilateral Intermediate Breast Procedures with CC Score 0-2,"2,285","1,437","2,567",.,"1,565","1,519",.,.,.,.,.,.,"3,458",.,.,.,"1,994","2,040"
JA45Z,Unilateral Minor Breast Procedures,.,.,763,.,"1,943",.,.,.,.,.,.,.,.,.,.,.,"1,246","1,299"
JB32A,Minor Burn (TBSA of less than 20%) with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,.,"5,645",.,.,.,.,"5,645"
JB32B,Minor Burn (TBSA of less than 20%) with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,"5,145",.,.,.,.,"5,145"
JB32C,Minor Burn (TBSA of less than 20%) without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,"2,567",.,.,.,.,"2,567"
JB33A,Other Burn with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,.,"4,511",.,.,.,.,"4,511"
JB33B,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,"6,414",.,.,.,.,"6,414"
JB33C,Other Burn without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,"5,895",.,.,.,.,"5,895"
JC40Z,Multiple Major Skin Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19,834","19,834"
JC41Z,Major Skin Procedures,"15,844",.,"9,989",.,.,.,.,.,.,.,.,.,"5,520",.,"2,719",.,"7,118","7,280"
JC42A,"Intermediate Skin Procedures, 13 years and over","1,948","1,190","1,445","1,014","1,511","1,207",.,"1,941",.,.,"1,299",.,"2,311",.,"2,566",.,"1,769","1,842"
JC42B,"Intermediate Skin Procedures, 12 years and under","1,991",.,.,.,"1,397",.,.,.,.,.,.,.,"2,204",.,.,.,"1,430","2,009"
JC43A,"Minor Skin Procedures, 13 years and over","1,692",.,"1,091","1,229","1,280","1,525",.,"1,254",.,.,.,.,"2,162",.,"2,031",.,"1,282","1,591"
JC43B,"Minor Skin Procedures, 12 years and under","1,857",.,.,.,898,.,.,.,.,.,.,.,"1,537",.,.,.,.,"1,729"
JD07A,"Skin Disorders with Interventions, with CC Score 12+",.,.,.,.,.,.,.,.,.,.,.,.,"3,441",.,.,.,.,"3,441"
JD07B,"Skin Disorders with Interventions, with CC Score 8-11","2,387",.,.,.,.,.,.,"4,224",.,.,.,.,"10,377",.,.,.,"6,093","6,974"
JD07C,"Skin Disorders with Interventions, with CC Score 4-7","3,117",.,"5,076","1,434","1,552",.,.,.,.,.,.,.,"7,962",.,"4,687",.,"3,387","3,758"
JD07D,"Skin Disorders with Interventions, with CC Score 0-3","2,358","1,481","2,305","1,603","1,965","3,225",.,"3,196",.,.,"1,183",.,"4,726",.,"2,687",.,"2,461","2,878"
JD07F,"Skin Disorders without Interventions, with CC Score 14-18",.,.,"6,065",.,439,.,.,.,.,.,.,.,.,.,.,.,.,"4,190"
JD07G,"Skin Disorders without Interventions, with CC Score 10-13",.,"4,388","2,227",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,587"
JD07H,"Skin Disorders without Interventions, with CC Score 6-9",615,399,"2,745",.,"1,512",.,.,"4,559",.,.,.,.,"7,545",.,"1,534",.,"6,062","2,417"
JD07J,"Skin Disorders without Interventions, with CC Score 2-5","2,215",915,"2,571",.,"2,827","1,743",.,"2,286",.,.,.,.,"1,174",.,"2,624",.,"1,200","2,237"
JD07K,"Skin Disorders without Interventions, with CC Score 0-1","1,261",400,"2,382",.,"1,912",436,.,.,.,.,.,.,"1,624",.,656,.,"1,776","1,750"
KA03C,Parathyroid Procedures with CC Score 2+,.,"2,285","4,355",.,"5,295",.,.,.,.,.,.,.,"2,100",.,.,.,"2,838","2,821"
KA03D,Parathyroid Procedures with CC Score 0-1,"5,905","2,799","3,407",.,"3,466",.,.,.,.,.,.,.,"1,922",.,.,.,"2,787","2,582"
KA04A,Adrenal Procedures with CC Score 2+,.,.,"8,654",.,"5,991",.,.,.,.,.,.,.,"4,092",.,.,.,.,"4,810"
KA04B,Adrenal Procedures with CC Score 0-1,"1,089",.,.,.,"4,396",.,.,.,.,.,.,.,"4,036",.,.,.,.,"3,893"
KA05C,Anterior Pituitary Disorders with CC Score 2+,"2,675",.,.,.,.,.,.,.,.,.,.,.,"2,245",.,.,.,.,"2,389"
KA05D,Anterior Pituitary Disorders with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,822,.,.,.,.,822
KA06C,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+","1,420",.,"1,243",.,.,.,.,.,.,.,.,.,"1,905",.,.,.,.,"1,448"
KA06D,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3",.,.,"2,478",.,.,.,.,.,.,.,.,.,"2,335",.,.,.,.,"2,362"
KA06E,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",.,.,"1,527","1,404",.,.,.,.,.,.,.,.,"1,547",.,.,.,.,"1,531"
KA07A,Non-Surgical Thyroid Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,"2,716",.,.,.,886,"1,801"
KA07B,Non-Surgical Thyroid Disorders with CC Score 2-3,595,.,.,.,408,.,.,.,.,.,.,.,"2,482",.,.,.,.,"1,192"
KA07C,Non-Surgical Thyroid Disorders with CC Score 0-1,557,.,"1,267",.,.,"1,162",.,.,.,.,.,.,892,.,514,.,.,984
KA08A,Other Endocrine Disorders with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,"2,532",.,.,.,.,"2,532"
KA08B,Other Endocrine Disorders with CC Score 2-3,"2,505",.,.,.,.,.,.,.,.,.,.,.,"1,933",.,.,.,.,"2,004"
KA08C,Other Endocrine Disorders with CC Score 0-1,892,.,"1,187",.,"2,490",.,.,.,.,.,.,.,"1,492",.,"1,285",.,.,"1,474"
KA09C,Thyroid Procedures with CC Score 4+,.,.,"7,378",.,.,.,.,.,.,.,.,.,"5,563",.,.,.,.,"6,168"
KA09D,Thyroid Procedures with CC Score 2-3,.,"2,004",.,.,"4,403",.,.,.,.,.,.,.,"2,871",.,.,.,"2,856","3,205"
KA09E,Thyroid Procedures with CC Score 0-1,"7,336","2,437",.,.,"3,438",.,.,.,.,.,.,.,"3,404",.,.,.,"3,037","3,841"
KB01C,"Diabetes with Hypoglycaemic Disorders, with CC Score 8+",.,.,679,.,.,.,.,.,.,.,.,.,.,.,.,.,.,679
KB01D,"Diabetes with Hypoglycaemic Disorders, with CC Score 5-7",.,401,.,.,.,.,.,.,.,.,.,.,.,.,.,.,364,383
KB01E,"Diabetes with Hypoglycaemic Disorders, with CC Score 3-4",.,373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,373
KB02G,"Diabetes with Hyperglycaemic Disorders, with CC Score 8+",.,.,"9,018",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,018"
KB02H,"Diabetes with Hyperglycaemic Disorders, with CC Score 5-7",.,.,711,.,.,.,.,.,.,.,.,.,"1,745",.,.,.,.,"1,401"
KB02J,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,"1,563",.,.,.,728,"1,285"
