Ward,BlockLot,MAPBLOCKLO,latitude,longitude,StreetNumber,StreetName,Neighborhood,LandUse,LandArea,SaleCode,SALEDESCRIPTION2
15,57C123,57-C-123,40.4017880478765,-79.9401989997652,5501,SECOND,HAZELWOOD,,2820,Approved for Sale,USE IN ACCORDANCE WITH ZONING
15,57C141,57-C-141,40.4022495235337,-79.9403652901963,5437 41,GATE LODGE,HAZELWOOD,,2300,Approved for Sale,USE IN ACCORDANCE WITH ZONING
15,57C173,57-C-173,40.4021892303653,-79.9399044209857,5504,SUNNYSIDE,HAZELWOOD,,1440,Approved for Sale,USE IN ACCORDANCE WITH ZONING
15,57C175,57-C-175,40.4021724686903,-79.9400446728644,5500,SUNNYSIDE,HAZELWOOD,,4036,Approved for Sale,USE IN ACCORDANCE WITH ZONING
15,57C176,57-C-176,40.4022524834389,-79.9401881708945,5436,SUNNYSIDE,HAZELWOOD,,3068,Approved for Sale,USE IN ACCORDANCE WITH ZONING
15,57C177,57-C-177,40.4023529992587,-79.940197987822,5436-38,SUNNYSIDE,HAZELWOOD,,1548,Approved for Sale,USE IN ACCORDANCE WITH ZONING
15,57C181,57-C-181,40.4024218860753,-79.9404598195028,5426,SUNNYSIDE,HAZELWOOD,,7400,Approved for Sale,USE IN ACCORDANCE WITH ZONING
15,57C207,57-C-207,40.4030948589748,-79.9400039066517,44,ALMEDA,HAZELWOOD,,5760,Approved for Sale,USE IN ACCORDANCE WITH ZONING
15,57C209,57-C-209,40.4031149106194,-79.939885933733,46,ALMEDA,HAZELWOOD,,2900,Approved for Sale,USE IN ACCORDANCE WITH ZONING
15,57C214,57-C-214,40.4032124505035,-79.9394641782404,56,ALMEDA,HAZELWOOD,,2900,Approved for Sale,USE IN ACCORDANCE WITH ZONING
15,57C218,57-C-218,40.4032861608476,-79.9391347704956,64,ALMEDA,HAZELWOOD,,2880,Approved for Sale,USE IN ACCORDANCE WITH ZONING
15,57C317,57-C-317,40.4023990456929,-79.939474787297,5509,SUNNYSIDE,HAZELWOOD,,2880,Approved for Sale,USE IN ACCORDANCE WITH ZONING
15,57C347,57-C-347,40.4017451149094,-79.9380158188037,227,RENOVA,HAZELWOOD,,3600,Approved for Sale,USE IN ACCORDANCE WITH ZONING
15,57D  8,57-D-8,40.4036018698454,-79.9365739535136,341 45,RENOVA,HAZELWOOD,,5796,Approved for Sale,USE IN ACCORDANCE WITH ZONING
15,57D 14,57-D-14,40.4036958452155,-79.9362111728623,351,RENOVA,HAZELWOOD,,5392,Approved for Sale,USE IN ACCORDANCE WITH ZONING
15,57G161,57-G-161,40.4000883876005,-79.9383683037272,5632,SECOND,HAZELWOOD,,11520,Approved for Sale,USE IN ACCORDANCE WITH ZONING
15,57G326,57-G-326,40.4011016426089,-79.9373424794729,135,ALLUVIAN,HAZELWOOD,,2675,Approved for Sale,USE IN ACCORDANCE WITH ZONING
15,57G347,57-G-347,40.4004728347377,-79.9373474179965,114-116,ALLUVIAN,GLEN HAZEL,,"2,764",Approved for Sale,USE IN ACCORDANCE WITH ZONING
15,57H  5,57-H-5,40.4006823772974,-79.9367909157746,6,ALLEGHENY,HAZELWOOD,,1456,Approved for Sale,USE IN ACCORDANCE WITH ZONING
15,57H  8,57-H-8,40.400673135773,-79.9367302274455,7,ALLEGHENY,HAZELWOOD,,1482,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,12L 46,12-L-46,40.4271159867987,-79.9736963105574,2223,LARKINS,SOUTH SIDE FLATS,,210,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,12L282,12-L-282,40.4274744008141,-79.9706907083944,2410,CAREY,SOUTHSIDE FLATS,,606,Sideyard,APPROVED FOR SALE
16,13C 89,13-C-89,40.4222501361179,-79.9703442418765,95,BARRY,SOUTHSIDE SLOPES,,2000,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13C128,13-C-128,40.4226924144717,-79.972515828042,2420,ELEANOR,SOUTH SIDE SLOPES,,6000,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13C171,13-C-171,40.4217469135231,-79.9708714121182,80,HOLT,SOUTH SIDE SLOPES,,6300,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13C250,13-C-250,40.4212080987628,-79.9724155946714,2400,BURHAM,SOUTH SIDE SLOPES,,1900,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13C366,13-C-366,40.4228888977277,-79.9740415507446,47,STERLING,SOUTH SIDE SLOPES,,125,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13D252,13-D-252,40.4233846454176,-79.9683674900202,2708,JOSEPHINE,SOUTH SIDE SLOPES,,1953,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13D253,13-D-253,40.4233606375623,-79.9683100406492,2710,JOSEPHINE,SOUTH SIDE SLOPES,,1595,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13D254,13-D-254,40.4233431635086,-79.9682673816398,2712,JOSEPHINE,SOUTH SIDE SLOPES,,1172,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13D255,13-D-255,40.4233159757902,-79.9682098242723,2715,MCCORD,SOUTH SIDE SLOPES,,2120,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13D256,13-D-256,40.4233381650673,-79.9680941263124,2718,JOSEPHINE,SOUTH SIDE SLOPES,,1022,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13D256A,13-D-256-A,40.423231748882,-79.9681700184741,2710,MCCORD,SOUTH SIDE SLOPES,,1056,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13D258,13-D-258,40.4232292165923,-79.9679609756876,2719,MCCORD,SOUTH SIDE SLOPES,,2627,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13D260,13-D-260,40.4231791569193,-79.9678733130444,2721,MCCORD,SOUTH SIDE SLOPES,,1843,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13D308,13-D-308,40.4232144511347,-79.9672211867082,2836,EDWARDS,SOUTH SIDE SLOPES,,1200,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13H 88,13-H-88,40.4194519952829,-79.9695013119499,2731,BERG,SOUTHSIDE SLOPES,,1200,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13H186,13-H-186,40.4194123109116,-79.9686450828314,2808,COBDEN,SOUTH SIDE SLOPES,,2400,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13J113,13-J-113,40.4175025157923,-79.9795471094285,1926,ARLINGTON,ARLINGTON,,5157,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13K182,13-K-182,40.4163087930346,-79.9778988644754,117,MOUNTAIN,ARLINGTON,,11222,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13K183,13-K-183,40.4164563650937,-79.9778274348835,115,MOUNTAIN,ARLINGTON,,5152,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13K200,13-K-200,40.4165742891392,-79.9777786182733,113,MOUNTAIN,ARLINGTON,,4531,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13L124,13-L-124,40.4182352772663,-79.9715674454703,2423,ECCLES,SOUTH SIDE SLOPES,,4048,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13L157,13-L-157,40.417952816197,-79.9711287218236,2500,ECCLES,SOUTH SIDE SLOPES,,2000,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13M 10,13-M-10,40.4185691902272,-79.9669638999944,,PATTERSON,SOUTHSIDE SLOPES,,"2,270",Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13M108,13-M-108,40.4177224055731,-79.9668144869525,2836,JOSEPHINE,SOUTH SIDE SLOPES,,04580,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13M170,13-M-170,40.4174270546234,-79.9701615689855,2604,ARLINGTON,ARLINGTON,,8400,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13M228,13-M-228,40.4171821253379,-79.9689074361153,2812,ARLINGTON,ARLINGTON,,2985,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13M231,13-M-231,40.4171402749362,-79.9686430551365,2818,ARLINGTON,ARLINGTON,,2975,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13M259,13-M-259,40.417035206629,-79.9679636659968,2830,ARLINGTON,ARLINGTON,,6100,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13M261,13-M-261,40.4169979437141,-79.9678005190595,2832,ARLINGTON,ARLINGTON,,5323,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13M300,13-M-300,40.4170460234802,-79.9663739525638,2930,ARLINGTON,ARLINGTON,,2138,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13N241,13-N-241,40.4138483015238,-79.9786224416321,506,PARKWOOD,ARLINGTON,,8807,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13N243,13-N-243,40.4138439564798,-79.9787776048439,502,PARKWOOD,ARLINGTON,,8807,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13N245,13-N-245,40.4140082241497,-79.9792971328425,458,PARKWOOD,ARLINGTON,,4420,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13P166,13-P-166,40.41426984483,-79.9776395156504,603,PARKWOOD,ARLINGTON,,1405,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13P172,13-P-172,40.414576307848,-79.9776617726185,247,MOUNTAIN,ARLINGTON,,4045,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13P175,13-P-175,40.4146761795095,-79.977478348029,2112,WENKE,ARLINGTON,,5830,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13P180,13-P-180,40.4146011487194,-79.9772878834596,21n300,WENKE,ARLINGTON,,2500,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13P292,13-P-292,40.4139303760692,-79.9784970179934,504,PARKWOOD,ARLINGTON,,7576,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13R169,13-R-169,40.4145566678517,-79.9710705375697,306,FLACK,ARLINGTON,,7500,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13R178,13-R-178,40.414894181146,-79.9709084689114,2519,WIESE,ARLINGTON,,2000,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13R232,13-R-232,40.415876513692,-79.9728242923167,2406,SPRING,ARLINGTON,,3000,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13R233,13-R-233,40.4158827558525,-79.9729078127468,2404,SPRING,ARLINGTON,,3000,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13R256,13-R-256,40.4162241467756,-79.9728480230872,2405,SPRING,ARLINGTON,,2600,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13S159,13-S-159,40.4139593899424,-79.9679133170494,332,DENGLER,ARLINGTON,,2608,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,13S194,13-S-194,40.4151669257553,-79.9685739273664,215,RINNIE,ARLINGTON,,3040,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,30A 90,30-A-90,40.4221037176448,-79.9649527883826,3029,JOSEPHINE,SOUTH SIDE SLOPES,,2184,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,30A134,30-A-134,40.4219793771755,-79.9638854033209,3113,MARY,SOUTH SIDE SLOPES,,2616,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,30A151,30-A-151,40.4225874750352,-79.9649807026785,3019,MARY,SOUTH SIDE SLOPES,,1176,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,30E194,30-E-194,40.4203744379792,-79.963811810104,3149,JOSEPHINE,SOUTH SIDE SLOPES,,2300,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,30E195,30-E-195,40.4203145281906,-79.9638343690854,3151,JOSEPHINE,SOUTH SIDE SLOPES,,2300,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,30E240,30-E-240,40.4195644135528,-79.9637312904208,534,HANDLER,SOUTH SIDE SLOPES,,7200,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,30J 72,30-J-72,40.4167173671927,-79.9659863173006,118,SYRIAN,ARLINGTON,,48101,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,30N115,30-N-115,40.41451032501,-79.9644709712573,311,BASSLER,ARLINGTON,,10000,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,30N153,30-N-153,40.4148922601722,-79.9635514445955,305,FELMETH,ARLINGTON,,2778,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,30N283,30-N-283,40.4160226834584,-79.9642703532681,216,CASTEL,ARLINGTON,RAZED PER COUNTY,4300,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32A 42,32-A-42,40.4137199049223,-79.9793840602509,447,ST JOSEPH,ARLINGTON,,4845,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32A 47,32-A-47,40.4136883554385,-79.9790047626412,519,ST JOSEPH,ARLINGTON,,10815,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32A 51,32-A-51,40.4135046819011,-79.9787840545771,521,ST JOSEPH,ARLINGTON,,2437,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32B 39,32-B-39,40.4129435048773,-79.9774449629656,520,ST JOSEPH,ARLINGTON,,4590,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32B 41,32-B-41,40.4130821488358,-79.9776646352271,0,ST JOSEPH,ARLINGTON,,372,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32B 67,32-B-67,40.4128799734328,-79.9777852133122,531,ORMSBY,ARLINGTON,,1425,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32B 71,32-B-71,40.4128025488995,-79.9776643410199,533,ORMSBY,ARLINGTON,,4048,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32B 84,32-B-84,40.412655199,-79.9780448076933,528,ORMSBY,MT OLIVER,,4560,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32B107,32-B-107,40.4116317998125,-79.977840106574,301,BURR,ARLINGTON,,9250,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32B142,32-B-142,40.4117764620169,-79.9774538380951,420,MOUNTAIN,ARLINGTON,,13500,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32B144,32-B-144,40.4114452989212,-79.9773810145344,502,MOUNTAIN,ARLINGTON,,73,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32B188,32-B-188,40.4119308988464,-79.9763400099405,722,ORMSBY,ARLINGTON,,5300,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32B190,32-B-190,40.4118765922718,-79.975819675944,726,ORMSBY,ARLINGTON,,9341,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32B203,32-B-203,40.4116269260301,-79.9746286377123,808,ORMSBY,ST. CLAIR,,7203,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32B208,32-B-208,40.4119988150866,-79.9744961882055,813,ORMSBY,ARLINGTON,,3600,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32B210,32-B-210,40.4120273378213,-79.9746152819136,0,ORMSBY,ARLINGTON,,3642,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32B212,32-B-212,40.4120546787913,-79.9747403934826,809,ORMSBY,ARLINGTON,,3601,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32B278,32-B-278,40.4138031907061,-79.9772702157902,620,PARKWOOD,ARLINGTON,,3700,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32E 77,32-E-77,40.4107450256992,-79.9794795394337,501,WALDE,MT OLIVER,,2500,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32E 79,32-E-79,40.4107526955021,-79.9793054547749,505,WALDE,MT OLIVER,,2500,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32F 24,32-F-24,40.4113058956025,-79.9782325912727,500,BURR,ARLINGTON,,1040,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32F167,32-F-167,40.4093673707923,-79.9762183196723,726,SCHULER,ST. CLAIR,,4700,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32F169,32-F-169,40.4093451236381,-79.9760386848119,728,SCHULER,ST. CLAIR,,4700,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32F171,32-F-171,40.4093598783584,-79.9758607135219,732 34,SCHULER,ST. CLAIR,,3800,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32F195,32-F-195,40.4092152001112,-79.9745252194512,828,SCHULER,ARLINGTON,,3798,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32F205,32-F-205,40.4095914067914,-79.9749468243222,819,SCHULER,ARLINGTON,,2539,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32F209,32-F-209,40.4096243113283,-79.9752611308632,811,SCHULER,ARLINGTON,,4750,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32F218,32-F-218,40.4096988481718,-79.9760584563841,727,SCHULER,ST. CLAIR,,4700,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32F220,32-F-220,40.4097187460639,-79.9762377047461,723,SCHULER,ST. CLAIR,,4700,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32F224,32-F-224,40.4097578775056,-79.9765993100959,715,SCHULER,ST. CLAIR,,4700,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32F228,32-F-228,40.4097415905035,-79.9770992072645,549,MOUNTAIN,ST. CLAIR,,5170,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32F282,32-F-282,40.4112253828989,-79.9756945548702,732,FISHER,ST. CLAIR,,600,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32F299,32-F-299,40.4108739478945,-79.9759969200325,728,PLINEY,ST. CLAIR,,2858,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32F352,32-F-352,40.4113373119483,-79.9746129156091,807,FISHER,ST. CLAIR,,3601,Approved for Sale,USE IN ACCORDANCE WITH ZONING
16,32G247,32-G-247,40.4099288513046,-79.9735805951987,939,HENGER,ST. CLAIR,,5800,Approved for Sale,USE IN ACCORDANCE WITH ZONING
17,13A 56,13-A-56,40.4232090724926,-79.9791886265949,2023,ROSCOE,SOUTH SIDE SLOPES,,1482,Approved for Sale,USE IN ACCORDANCE WITH ZONING
17,13A110,13-A-110,40.4212793310037,-79.9813651383033,2134,18th,SOUTH SIDE SLOPES,,708,Approved for Sale,USE IN ACCORDANCE WITH ZONING
17,13A125,13-A-125,40.4217866810669,-79.9825920922245,172,ST PAUL,SOUTH SIDE SLOPES,,1570,Approved for Sale,USE IN ACCORDANCE WITH ZONING
17,13A126,13-A-126,40.4217699041204,-79.9827607373297,2406,SOUTH EIGHTEENTH,SOUTH SIDE SLOPES,,4800,Approved for Sale,USE IN ACCORDANCE WITH ZONING
17,13A142,13-A-142,40.4216681321316,-79.9812127451189,1902,SAINT PAUL,SOUTH SIDE SLOPES,,2345,Approved for Sale,USE IN ACCORDANCE WITH ZONING
17,13A310,13-A-310,40.423138037659,-79.9795239040885,1931,BALDAUF,SOUTH SIDE SLOPES,,5600,Approved for Sale,USE IN ACCORDANCE WITH ZONING
17,13A314,13-A-314,40.4231218132771,-79.9794103508118,1933,BALDAUF,SOUTH SIDE SLOPES,,3325,Approved for Sale,USE IN ACCORDANCE WITH ZONING
17,13A316,13-A-316,40.4231130343915,-79.9793269172105,1935,BALDAUF,SOUTH SIDE SLOPES,,3700,Approved for Sale,USE IN ACCORDANCE WITH ZONING
17,13B 14,13-B-14,40.4234639970363,-79.9779916010684,2018,EIGHTEENTH S,SOUTH SIDE SLOPES,,2300,Approved for Sale,USE IN ACCORDANCE WITH ZONING
17,13B 15,13-B-15,40.4234160082968,-79.9780031823243,2002,S 18TH,SOUTH SIDE SLOPES,,2370,Approved for Sale,USE IN ACCORDANCE WITH ZONING
17,13B 19,13-B-19,40.4233139280856,-79.9781564923068,5,ROSCOE,SOUTH SIDE SLOPES,,1092,Approved for Sale,USE IN ACCORDANCE WITH ZONING
17,14D241,14-D-241,40.4219241582595,-79.9831964127588,2422,S 18TH,SOUTH SIDE SLOPES,,2400,Approved for Sale,USE IN ACCORDANCE WITH ZONING
17,14G315,14-G-315,40.4208421207208,-79.987739000372,33,MT. OLIVER,SOUTH SIDE SLOPES,,2500,Approved for Sale,USE IN ACCORDANCE WITH ZONING
17,14H 48,14-H-48,40.4198225332181,-79.9865824562459,2662,S 18TH,SOUTH SIDE SLOPES,,644,Approved for Sale,USE IN ACCORDANCE WITH ZONING
17,14H134,14-H-134,40.4197219518856,-79.9862996620225,2648,QUARRY,SOUTH SIDE SLOPES,,1912,Approved for Sale,USE IN ACCORDANCE WITH ZONING
17,14H140,14-H-140,40.4196724484988,-79.9864457875617,2652,QUARRY,SOUTH SIDE SLOPES,,5115,Approved for Sale,USE IN ACCORDANCE WITH ZONING
17,14H142,14-H-142,40.4198006083868,-79.9853646311092,2627,QUARRY,SOUTH SIDE SLOPES,,14200,Approved for Sale,USE IN ACCORDANCE WITH ZONING
17,14H199,14-H-199,40.4207064296162,-79.9837710610428,2427,GABLE,SOUTH SIDE SLOPES,,1901,Approved for Sale,USE IN ACCORDANCE WITH ZONING
17,14H222,14-H-222,40.4210374881526,-79.9836968397181,2428,QUARRY,SOUTH SIDE SLOPES,,2088,Approved for Sale,USE IN ACCORDANCE WITH ZONING
17,14L280,14-L-280,40.4182241330508,-79.9871072986998,1629,ARLINGTON,SOUTH SIDE SLOPES,,7676,Approved - package,APPROVED FOR SALE AS A DEVELOPMENT
17,14L283,14-L-283,40.418118730142,-79.9869705243459,1633,ARLINGTON,SOUTH SIDE SLOPES,,2400,Approved - package,APPROVED FOR SALE AS A DEVELOPMENT
17,14M 14,14-M-14,40.4182285857226,-79.9868729400477,1633,ARLINGTON (REAR),SOUTH SIDE SLOPES,,630,Approved - package,APPROVED FOR SALE AS A DEVELOPMENT
18,3K 37,3-K-37,40.4261515674141,-79.9940634307306,51,ROANOKE,ALLENTOWN,,2108,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,3K 41,3-K-41,40.426000894095,-79.993739954532,43,ROANOKE,ALLENTOWN,,1800,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,3N171,3-N-171,40.423609955403,-79.9956297224808,1719,MILLBRIDGE,ALLENTOWN,,5000,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,3P183,3-P-183,40.4240732667778,-79.9950669155822,716,MCLAIN,ALLENTOWN,2 CAR GAR,4838,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,3P186,3-P-186,40.4238724464767,-79.995025582188,719,EUREKA,ALLENTOWN,,4838,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,14A 52,14-A-52,40.4222051119355,-79.9991380426675,434,EDGEMONT,ALLENTOWN,,2500,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,14A339,14-A-339,40.4215034873649,-79.9961851358526,626,E WARRINGTON,ALLENTOWN,,3504,Hold for URA,APPROVED FOR A SALE
18,14B201,14-B-201,40.4232077342881,-79.9919523159679,114,EMERALD,ALLENTOWN,,1209,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,14B223A,14-B-223-A,40.4230590430792,-79.9935401428928,803,EXCELSIOR,ALLENTOWN,,1850,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,14B323,14-B-323,40.422190855527,-79.9921335800174,1128,ARLINGTON,ALLENTOWN,,1692,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,14C 14,14-C-14,40.4234158880575,-79.9903233595995,942,EXCELSIOR,ALLENTOWN,,1491,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,14C150,14-C-150,40.4226224135161,-79.9891979644809,11,BROSVILLE,ALLENTOWN,,2534,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,14C239,14-C-239,40.4221512408247,-79.9893501714842,942,ST MARTIN,ALLENTOWN,,1475,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,14C245,14-C-245,40.4220598575394,-79.9898002804192,951,WARRINGTON,ALLENTOWN,,3125,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,14C262,14-C-262,40.4220346589428,-79.9908132073342,100,BROSVILLE,ALLENTOWN,,1383,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,14C278,14-C-278,40.4216452699524,-79.9903085065271,934,WARRINGTON,ALLENTOWN,,1343,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,14C280,14-C-280,,,943,MANTON,ALLENTOWN,,3188,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,14C2801,14-C-280-1,,,943,MANTON,ALLENTOWN,,3188,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,14C282,14-C-282,40.4216506634565,-79.9899504950528,946,WARRINGTON E,ALLENTOWN,,1300,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,14C288,14-C-288,40.4216584835996,-79.9895424872293,956,WARRINGTON E,ALLENTOWN,,2700,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,14C289,14-C-289,40.4216615288414,-79.9894065404208,960,WARRINGTON E,ALLENTOWN,,1344,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,14C290,14-C-290,40.4216620612193,-79.9893115472435,926,WARRINGTON E,ALLENTOWN,,1350,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,14C354,14-C-354,40.4214777591244,-79.9903032693189,939,MANTON,ALLENTOWN,,1843,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,14E 11,14-E-11,40.4204929026223,-79.9991531195415,15,CURTIN,BELTZHOOVER,,7500,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,14E 15,14-E-15,40.4201172482701,-79.9990306671821,439 41,CLIMAX,BELTZHOOVER,,1850,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,14E 18,14-E-18,40.419723517884,-79.9994348576819,426,CLIMAX,BELTZHOOVER,,3175,Hold for URA,APPROVED FOR A SALE
18,14E 19,14-E-19,40.4198256082456,-79.9993344790512,430,CLIMAX,BELTZHOOVER,,2572,Hold for URA,APPROVED FOR A SALE
18,14E 21,14-E-21,40.4198233226129,-79.9990165545973,440,CLIMAX,BELTZHOOVER,,2050,Hold for URA,APPROVED FOR A SALE
18,14E 33,14-E-33,40.4194662310944,-79.9991333715152,314,CURTIN,BELTZHOOVER,,2625,Hold for URA,APPROVED FOR A SALE
18,14E 37,14-E-37,40.4191885437257,-79.9991206060721,324,CURTIN,BELTZHOOVER,,2310,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,14E 98,14-E-98,40.4195309818332,-79.9985055715704,311,CURTIN,BELTZHOOVER,,1500,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,14E103,14-E-103,40.4198762897699,-79.9985103139805,508,CLIMAX,BELTZHOOVER,,1125,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,14E105,14-E-105,40.4201478907563,-79.9987447732115,501,CLIMAX,BELTZHOOVER,,1900,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,14E113,14-E-113,40.4202046155271,-79.9980433894139,521,CLIMAX,BELTZHOOVER,,2750,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,14E137,14-E-137,40.4204073601043,-79.9986188040077,16,CURTIN,BELTZHOOVER,,2500,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,14E170,14-E-170,40.4209444938949,-79.9967998436355,613,INDUSTRY,ALLENTOWN,,2313,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,14E214,14-E-214,40.4201612633994,-79.9963871348012,623,CLIMAX,ALLENTOWN,,6250,Approved for Sale,USE IN ACCORDANCE WITH ZONING
18,14E231,14-E-231,40.4197281757385,-79.996592421488,616,CLIMAX,ALLENTOWN,,3125,Approved for Sale,USE IN ACCORDANCE WITH ZONING
