QuarterCode,QuarterName,FinancialYear,AreaCode,AreaName,WasteManagementGroup,DataStatus,"Local authority collected municipal waste arisings (tonnes), KPI(j)",Local authority collected municipal waste preparing for reuse (tonnes),Local authority collected municipal waste dry recycling (tonnes),Local authority collected municipal waste composting (tonnes),Local authority collected municipal waste dry recycling and composting (tonnes),"Local authority collected municipal waste preparing for reuse, dry recycling and composting (tonnes)","Local authority collected municipal waste dry recycling and composting rate (%), KPI(e)","Local authority collected municipal waste preparing for reuse, dry recycling and composting rate (%), KPI(e2)",Local authority collected municipal waste energy recovery for mixed residual (tonnes),Local authority collected municipal waste energy recovery for specific streams e.g. wood (tonnes),Local authority collected municipal waste energy recovery rate (%),Local authority collected municipal waste landfilled (tonnes),"Local authority collected municipal waste landfill rate (%), KPI(f)","Biodegradable local authority collected municipal waste to landfill (tonnes), KPI(g)",NILAS financial year allocation before transfers (tonnes),NILAS financial year allocation after transfers (tonnes),Household waste arisings (tonnes),Household waste preparing for reuse (tonnes),Household waste dry recycling (tonnes),Household waste composting (tonnes),Household waste dry recycling and composting (tonnes),"Household waste preparing for reuse, dry recycling and composting (tonnes)","Household waste dry recycling and composting rate (%), KPI(a)","Household waste preparing for reuse, dry recycling and composting rate (%), KPI(a2)",Household waste landfilled (tonnes),"Household waste landfill rate (%), KPI(b)",Number of households,"Household waste arisings per household (kilogrammes per household), KPI(h)",Population,"Household waste arisings per capita (kilogrammes per capita), KPI(p)",Waste from households recycling (including preparing for reuse and composting) (tonnes),Waste from households arisings (tonnes),Waste from households recycling rate (including preparing for reuse and composting) (%)
Q3,October to December,2011/12,95CC,Armagh,SWaMP2008,Finalised,"6,497",-,"1,754",833,"2,587",-,39.8,-,523,0,8.0,"3,367",51.8,-,-,-,"5,719",-,"1,411",779,"2,190",-,38.3,-,"3,038",53.1,"21,820",262,"59,651",96,-,-,-
Q3,October to December,2011/12,95DD,Ballymena,arc21 (pre April 2015),Finalised,"7,210",-,"1,237","1,496","2,733",-,37.9,-,0,0,0.0,"4,469",62.0,-,-,-,"6,439",-,945,"1,496","2,442",-,37.9,-,"3,990",62.0,"25,168",256,"64,127",100,-,-,-
Q3,October to December,2011/12,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,"3,508",-,730,277,"1,008",-,28.7,-,51,0,1.4,"2,450",69.8,-,-,-,"3,149",-,644,277,921,-,29.2,-,"2,182",69.3,"11,688",269,"31,276",101,-,-,-
Q3,October to December,2011/12,95FF,Banbridge,SWaMP2008,Finalised,"5,954",-,"1,264","1,562","2,826",-,47.5,-,89,0,1.5,"3,013",50.6,-,-,-,"5,530",-,"1,031","1,540","2,571",-,46.5,-,"2,850",51.5,"18,585",298,"48,333",114,-,-,-
Q3,October to December,2011/12,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,"35,446",-,"5,516","2,890","8,406",-,23.7,-,628,0,1.8,"25,861",73.0,-,-,-,"29,370",-,"5,240","2,753","7,994",-,27.2,-,"20,440",69.6,"123,050",239,"280,922",105,-,-,-
Q3,October to December,2011/12,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,"5,433",-,"1,598",631,"2,229",-,41.0,-,0,0,0.0,"3,205",59.0,-,-,-,"4,219",-,872,631,"1,503",-,35.6,-,"2,716",64.4,"16,324",258,"39,102",108,-,-,-
Q3,October to December,2011/12,95II,Castlereagh,arc21 (pre April 2015),Finalised,"7,035",-,"1,445","1,035","2,481",-,35.3,-,23,0,0.3,"4,409",62.7,-,-,-,"6,647",-,"1,301","1,035","2,336",-,35.1,-,"4,173",62.8,"27,961",238,"67,418",99,-,-,-
Q3,October to December,2011/12,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,"7,791",-,"1,997",662,"2,659",-,34.1,-,361,0,4.6,"4,771",61.2,-,-,-,"6,798",-,"1,788",662,"2,450",-,36.0,-,"4,038",59.4,"24,568",277,"58,959",115,-,-,-
Q3,October to December,2011/12,95KK,Cookstown,SWaMP2008,Finalised,"4,862",-,"1,041",728,"1,769",-,36.4,-,30,0,0.6,"3,063",63.0,-,-,-,"4,256",-,803,728,"1,531",-,36.0,-,"2,696",63.3,"13,183",323,"37,098",115,-,-,-
Q3,October to December,2011/12,95LL,Craigavon,SWaMP2008,Finalised,"11,168",-,"2,910","1,238","4,149",-,37.1,-,"3,170",0,28.4,"3,709",33.2,-,-,-,"10,293",-,"2,807","1,238","4,045",-,39.3,-,"3,301",32.1,"36,626",281,"93,334",110,-,-,-
Q3,October to December,2011/12,95MM,Derry,NWRWMG (pre April 2015),Finalised,"13,298",-,"3,726",212,"3,938",-,29.6,-,52,0,0.4,"9,308",70.0,-,-,-,"11,653",-,"3,004",212,"3,216",-,27.6,-,"8,390",72.0,"41,595",280,"108,261",108,-,-,-
Q3,October to December,2011/12,95NN,Down,arc21 (pre April 2015),Finalised,"7,962",-,"1,558",694,"2,252",-,28.3,-,31,0,0.4,"5,679",71.3,-,-,-,"7,391",-,"1,531",668,"2,199",-,29.7,-,"5,164",69.9,"26,451",279,"69,934",106,-,-,-
Q3,October to December,2011/12,95OO,Dungannon,SWaMP2008,Finalised,"6,988",-,"1,341",982,"2,323",-,33.2,-,441,0,6.3,"4,224",60.4,-,-,-,"6,521",-,"1,318",982,"2,300",-,35.3,-,"3,820",58.6,"20,812",313,"58,100",112,-,-,-
Q3,October to December,2011/12,95PP,Fermanagh,SWaMP2008,Finalised,"6,685",-,"1,829",676,"2,505",-,37.5,-,14,0,0.2,"4,142",62.0,-,-,-,"5,955",-,"1,501",676,"2,177",-,36.6,-,"3,743",62.9,"24,506",243,"62,006",96,-,-,-
Q3,October to December,2011/12,95QQ,Larne,arc21 (pre April 2015),Finalised,"4,426",-,"1,600",720,"2,320",-,52.4,-,209,0,4.7,"1,894",42.8,-,-,-,"3,724",-,"1,186",720,"1,906",-,51.2,-,"1,634",43.9,"13,463",277,"32,136",116,-,-,-
Q3,October to December,2011/12,95RR,Limavady,NWRWMG (pre April 2015),Finalised,"3,918",-,"1,079",383,"1,461",-,37.3,-,220,0,5.6,"2,201",56.2,-,-,-,"3,735",-,"1,036",383,"1,418",-,38.0,-,"2,073",55.5,"12,416",301,"33,610",111,-,-,-
Q3,October to December,2011/12,95SS,Lisburn,arc21 (pre April 2015),Finalised,"13,406",-,"2,535","2,113","4,648",-,34.7,-,59,0,0.4,"8,488",63.3,-,-,-,"12,235",-,"2,254","2,113","4,367",-,35.7,-,"7,624",62.3,"46,065",266,"120,486",102,-,-,-
Q3,October to December,2011/12,95TT,Magherafelt,NWRWMG (pre April 2015),Finalised,"5,517",-,"1,865","1,143","3,008",-,54.5,-,812,0,14.7,"1,697",30.8,-,-,-,"4,854",-,"1,614","1,143","2,757",-,56.8,-,"1,419",29.2,"15,310",317,"45,132",108,-,-,-
Q3,October to December,2011/12,95UU,Moyle,NWRWMG (pre April 2015),Finalised,"2,019",-,564,131,695,-,34.4,-,189,0,9.3,"1,135",56.2,-,-,-,"1,792",-,533,131,664,-,37.1,-,967,54.0,"6,986",257,"17,062",105,-,-,-
Q3,October to December,2011/12,95VV,Newry and Mourne,SWaMP2008,Finalised,"11,000",-,"2,071",980,"3,051",-,27.7,-,91,0,0.8,"7,856",71.4,-,-,-,"9,616",-,"2,070",980,"3,050",-,31.7,-,"6,477",67.4,"35,326",272,"100,003",96,-,-,-
Q3,October to December,2011/12,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,"10,436",-,"1,772","1,840","3,613",-,34.6,-,0,0,0.0,"6,628",63.5,-,-,-,"9,558",-,"1,730","1,816","3,546",-,37.1,-,"5,840",61.1,"34,283",279,"85,019",112,-,-,-
Q3,October to December,2011/12,95XX,North Down,arc21 (pre April 2015),Finalised,"10,515",-,"2,753","1,472","4,226",-,40.2,-,50,0,0.5,"6,201",59.0,-,-,-,"8,607",-,"2,109","1,418","3,527",-,41.0,-,"5,001",58.1,"33,053",260,"79,245",109,-,-,-
Q3,October to December,2011/12,95YY,Omagh,SWaMP2008,Finalised,"5,940",-,"1,640",845,"2,485",-,41.8,-,48,0,0.8,"3,417",57.5,-,-,-,"5,490",-,"1,516",845,"2,361",-,43.0,-,"3,090",56.3,"19,089",288,"51,495",107,-,-,-
Q3,October to December,2011/12,95ZZ,Strabane,NWRWMG (pre April 2015),Finalised,"4,553",-,"1,151",133,"1,285",-,28.2,-,282,0,6.2,"2,987",65.6,-,-,-,"4,222",-,"1,122",133,"1,255",-,29.7,-,"2,707",64.1,"15,252",277,"39,930",106,-,-,-
Q3,October to December,2011/12,NI,Northern Ireland,-,Finalised,"218,877",-,"49,066","26,771","75,836",-,34.6,-,"7,457",0,3.4,"134,103",61.3,-,-,-,"192,801",-,"42,521","26,453","68,974",-,35.8,-,"115,976",60.2,"715,379",270,"1,814,318",106,-,-,-
Q4,January to March,2011/12,95AA,Antrim,arc21 (pre April 2015),Finalised,"8,185",-,"2,488","1,383","3,871",-,47.3,-,34,0,0.4,"4,190",51.2,-,-,-,"6,788",-,"1,450","1,383","2,833",-,41.7,-,"3,840",56.6,"19,694",345,"53,632",127,-,-,-
Q4,January to March,2011/12,95BB,Ards,arc21 (pre April 2015),Finalised,"9,971",-,"1,857","1,373","3,230",-,32.4,-,40,0,0.4,"6,701",67.2,-,-,-,"9,277",-,"1,789","1,373","3,162",-,34.1,-,"6,079",65.5,"31,894",291,"78,047",119,-,-,-
Q4,January to March,2011/12,95CC,Armagh,SWaMP2008,Finalised,"6,954",-,"1,927",983,"2,910",-,41.8,-,372,0,5.4,"3,627",52.2,-,-,-,"6,261",-,"1,590",970,"2,560",-,40.9,-,"3,318",53.0,"21,529",291,"59,651",105,-,-,-
Q4,January to March,2011/12,95DD,Ballymena,arc21 (pre April 2015),Finalised,"7,648",-,"1,787","1,278","3,065",-,40.1,-,0,0,0.0,"4,583",59.9,-,-,-,"6,844",-,"1,470","1,278","2,748",-,40.2,-,"4,096",59.8,"25,013",274,"64,127",107,-,-,-
Q4,January to March,2011/12,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,"3,600",-,835,218,"1,053",-,29.2,-,74,0,2.0,"2,474",68.7,-,-,-,"3,209",-,730,218,948,-,29.5,-,"2,195",68.4,"11,609",276,"31,276",103,-,-,-
Q4,January to March,2011/12,95FF,Banbridge,SWaMP2008,Finalised,"6,044",-,"1,407","1,638","3,045",-,50.4,-,158,0,2.6,"2,817",46.6,-,-,-,"5,590",-,"1,137","1,604","2,741",-,49.0,-,"2,676",47.9,"18,477",303,"48,333",116,-,-,-
Q4,January to March,2011/12,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,"35,759",-,"6,713","3,485","10,198",-,28.5,-,972,6,2.7,"24,170",67.6,-,-,-,"26,624",-,"6,167","3,353","9,521",-,35.8,-,"16,158",60.7,"122,917",217,"280,922",95,-,-,-
Q4,January to March,2011/12,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,"5,257",-,"1,296",622,"1,918",-,36.5,-,0,0,0.0,"3,339",63.5,-,-,-,"4,424",-,946,622,"1,568",-,35.4,-,"2,856",64.6,"16,297",271,"39,102",113,-,-,-
Q4,January to March,2011/12,95II,Castlereagh,arc21 (pre April 2015),Finalised,"6,926",-,"1,552","1,190","2,742",-,39.6,-,21,0,0.3,"4,088",59.0,-,-,-,"6,512",-,"1,403","1,189","2,592",-,39.8,-,"3,830",58.8,"27,927",233,"67,418",97,-,-,-
Q4,January to March,2011/12,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,"7,882",-,"2,508",662,"3,170",-,40.2,-,518,0,6.6,"4,195",53.2,-,-,-,"6,965",-,"2,364",662,"3,026",-,43.4,-,"3,507",50.4,"24,411",285,"58,959",118,-,-,-
Q4,January to March,2011/12,95KK,Cookstown,SWaMP2008,Finalised,"4,820",-,"1,114",763,"1,877",-,38.9,-,34,0,0.7,"2,909",60.4,-,-,-,"4,201",-,908,763,"1,672",-,39.8,-,"2,496",59.4,"13,089",321,"37,098",113,-,-,-
Q4,January to March,2011/12,95LL,Craigavon,SWaMP2008,Finalised,"10,972",-,"3,296","1,265","4,561",-,41.6,-,"2,545",0,23.2,"1,957",17.8,-,-,-,"10,131",-,"3,186","1,265","4,451",-,43.9,-,"1,734",17.1,"36,464",278,"93,334",109,-,-,-
Q4,January to March,2011/12,95MM,Derry,NWRWMG (pre April 2015),Finalised,"13,547",-,"3,483",227,"3,711",-,27.4,-,86,0,0.6,"9,751",72.0,-,-,-,"11,873",-,"3,018",227,"3,245",-,27.3,-,"8,552",72.0,"41,583",286,"108,261",110,-,-,-
Q4,January to March,2011/12,95NN,Down,arc21 (pre April 2015),Finalised,"7,523",-,"1,793",631,"2,423",-,32.2,-,35,0,0.5,"5,068",67.4,-,-,-,"7,059",-,"1,760",611,"2,370",-,33.6,-,"4,659",66.0,"26,313",268,"69,934",101,-,-,-
Q4,January to March,2011/12,95OO,Dungannon,SWaMP2008,Finalised,"6,869",-,"1,700",990,"2,689",-,39.2,-,400,0,5.8,"3,750",54.6,-,-,-,"6,432",-,"1,663",990,"2,653",-,41.2,-,"3,386",52.6,"20,639",312,"58,100",111,-,-,-
Q4,January to March,2011/12,95PP,Fermanagh,SWaMP2008,Finalised,"7,539",-,"2,082",493,"2,575",-,34.2,-,52,0,0.7,"4,889",64.8,-,-,-,"6,565",-,"1,592",493,"2,085",-,31.8,-,"4,417",67.3,"24,516",268,"62,006",106,-,-,-
Q4,January to March,2011/12,95QQ,Larne,arc21 (pre April 2015),Finalised,"4,741",-,"1,793",618,"2,411",-,50.9,-,204,0,4.3,"2,124",44.8,-,-,-,"3,975",-,"1,274",618,"1,892",-,47.6,-,"1,899",47.8,"13,380",297,"32,136",124,-,-,-
Q4,January to March,2011/12,95RR,Limavady,NWRWMG (pre April 2015),Finalised,"3,999",-,"1,249",149,"1,397",-,34.9,-,235,0,5.9,"2,327",58.2,-,-,-,"3,619",-,"1,009",149,"1,158",-,32.0,-,"2,199",60.8,"12,355",293,"33,610",108,-,-,-
Q4,January to March,2011/12,95SS,Lisburn,arc21 (pre April 2015),Finalised,"13,636",-,"2,798","1,954","4,752",-,34.9,-,51,0,0.4,"8,721",64.0,-,-,-,"12,387",-,"2,453","1,954","4,407",-,35.6,-,"7,834",63.2,"45,940",270,"120,486",103,-,-,-
Q4,January to March,2011/12,95TT,Magherafelt,NWRWMG (pre April 2015),Finalised,"5,853",-,"2,212","1,108","3,320",-,56.7,-,873,0,14.9,"1,660",28.4,-,-,-,"5,066",-,"1,811","1,108","2,919",-,57.6,-,"1,408",27.8,"15,203",333,"45,132",112,-,-,-
Q4,January to March,2011/12,95UU,Moyle,NWRWMG (pre April 2015),Finalised,"2,257",-,599,94,693,-,30.7,-,0,0,0.0,"1,564",69.3,-,-,-,"1,986",-,561,94,655,-,33.0,-,"1,331",67.0,"6,921",287,"17,062",116,-,-,-
Q4,January to March,2011/12,95VV,Newry and Mourne,SWaMP2008,Finalised,"10,924",-,"2,377",888,"3,265",-,29.9,-,17,0,0.2,"7,642",70.0,-,-,-,"9,439",-,"2,374",888,"3,263",-,34.6,-,"6,164",65.3,"35,149",269,"100,003",94,-,-,-
Q4,January to March,2011/12,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,"10,519",-,"2,470","1,639","4,109",-,39.1,-,748,0,7.1,"5,594",53.2,-,-,-,"9,555",-,"2,359","1,548","3,907",-,40.9,-,"4,930",51.6,"34,261",279,"85,019",112,-,-,-
Q4,January to March,2011/12,95XX,North Down,arc21 (pre April 2015),Finalised,"11,429",-,"3,079","1,381","4,461",-,39.0,-,44,0,0.4,"6,866",60.1,-,-,-,"9,370",-,"2,267","1,330","3,596",-,38.4,-,"5,679",60.6,"33,002",284,"79,245",118,-,-,-
Q4,January to March,2011/12,95YY,Omagh,SWaMP2008,Finalised,"6,250",-,"1,734",679,"2,414",-,38.6,-,46,12,0.9,"3,658",58.5,-,-,-,"5,700",-,"1,487",679,"2,166",-,38.0,-,"3,365",59.0,"19,163",297,"51,495",111,-,-,-
Q4,January to March,2011/12,95ZZ,Strabane,NWRWMG (pre April 2015),Finalised,"4,273",-,"1,241",137,"1,378",-,32.3,-,222,0,5.2,"2,673",62.6,-,-,-,"3,910",-,"1,211",137,"1,348",-,34.5,-,"2,362",60.4,"15,222",257,"39,930",98,-,-,-
Q4,January to March,2011/12,NI,Northern Ireland,-,Finalised,"223,376",-,"55,392","25,849","81,240",-,36.4,-,"7,781",18,3.5,"131,335",58.8,-,-,-,"193,762",-,"47,979","25,508","73,486",-,37.9,-,"110,966",57.3,"712,970",272,"1,814,318",107,-,-,-
Q1,April to June,2012/13,95AA,Antrim,arc21 (pre April 2015),Finalised,"8,222",30,"2,189","2,151","4,340","4,370",52.8,53.1,33,108,1.7,"3,682",44.8,"1,546","9,261","9,043","6,993",30,"1,308","2,151","3,459","3,488",49.5,49.9,"3,339",47.8,"19,744",354,"53,835",130,-,-,-
Q1,April to June,2012/13,95BB,Ards,arc21 (pre April 2015),Finalised,"11,027",0,"2,011","2,616","4,627","4,627",42.0,42.0,39,0,0.4,"6,361",57.7,"3,166","14,230","14,061","10,180",0,"1,939","2,616","4,555","4,555",44.7,44.7,"5,591",54.9,"32,017",318,"78,550",130,-,-,-
Q1,April to June,2012/13,95CC,Armagh,SWaMP2008,Finalised,"7,115",20,"1,724","1,420","3,144","3,163",44.2,44.5,227,0,3.2,"3,700",52.0,"2,069","10,546","10,546","6,404",20,"1,388","1,420","2,807","2,827",43.8,44.1,"3,349",52.3,"21,574",297,"60,147",106,-,-,-
Q1,April to June,2012/13,95DD,Ballymena,arc21 (pre April 2015),Finalised,"7,958",0,"1,565","1,999","3,564","3,564",44.8,44.8,0,0,0.0,"4,394",55.2,"2,162","11,156","11,017","7,133",0,"1,188","1,999","3,187","3,188",44.7,44.7,"3,945",55.3,"25,063",285,"64,551",110,-,-,-
Q1,April to June,2012/13,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,"3,990",0,803,763,"1,566","1,566",39.3,39.3,56,0,1.4,"2,367",59.3,"1,257","5,525","5,525","3,564",0,673,763,"1,436","1,436",40.3,40.3,"2,077",58.3,"11,628",306,"31,551",113,-,-,-
Q1,April to June,2012/13,95FF,Banbridge,SWaMP2008,Finalised,"6,846",0,"1,590","2,352","3,942","3,942",57.6,57.6,176,50,3.3,"2,660",38.8,"1,079","8,573","8,573","6,363",0,"1,216","2,312","3,528","3,528",55.4,55.4,"2,599",40.8,"18,509",344,"48,730",131,-,-,-
Q1,April to June,2012/13,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,"36,565",22,"5,810","4,093","9,903","9,925",27.1,27.1,863,19,2.4,"25,573",69.9,"15,068","48,123","49,209","29,716",22,"5,488","3,985","9,473","9,495",31.9,32.0,"19,407",65.3,"123,113",241,"280,537",106,-,-,-
Q1,April to June,2012/13,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,"6,269",0,"1,839","1,180","3,019","3,019",48.2,48.2,0,48,0.8,"3,202",51.1,"1,676","7,328","7,255","4,876",0,878,"1,180","2,058","2,058",42.2,42.2,"2,771",56.8,"16,302",299,"39,096",125,-,-,-
Q1,April to June,2012/13,95II,Castlereagh,arc21 (pre April 2015),Finalised,"8,025",4,"1,519","1,835","3,354","3,358",41.8,41.8,14,0,0.2,"4,578",57.0,"2,406","12,079","11,932","7,535",4,"1,293","1,835","3,128","3,131",41.5,41.6,"4,320",57.3,"27,944",270,"67,716",111,-,-,-
Q1,April to June,2012/13,95JJ,Coleraine,NWRWMG (pre April 2015),Finalised,"9,230",0,"2,145","1,285","3,430","3,430",37.2,37.2,716,0,7.8,"5,084",55.1,"2,933","10,426","11,426","8,049",0,"2,023","1,285","3,308","3,308",41.1,41.1,"4,156",51.6,"24,464",329,"58,993",136,-,-,-
Q1,April to June,2012/13,95KK,Cookstown,SWaMP2008,Finalised,"5,083",0,"1,064",938,"2,002","2,002",39.4,39.4,26,0,0.5,"3,056",60.1,"1,604","6,440","6,440","4,422",0,790,938,"1,728","1,728",39.1,39.1,"2,672",60.4,"13,118",337,"37,411",118,-,-,-
Q1,April to June,2012/13,95LL,Craigavon,SWaMP2008,Finalised,"12,172",0,"3,442","2,262","5,703","5,703",46.9,46.9,"2,859",21,23.7,"3,385",27.8,"1,958","15,708","15,111","11,311",0,"3,296","2,234","5,529","5,529",48.9,48.9,"3,030",26.8,"36,566",309,"94,597",120,-,-,-
Q1,April to June,2012/13,95MM,Derry,NWRWMG (pre April 2015),Finalised,"13,936",0,"3,295",483,"3,778","3,778",27.1,27.1,862,507,9.8,"8,790",63.1,"5,638","20,192","20,192","12,220",0,"2,619",478,"3,097","3,097",25.3,25.3,"7,853",64.3,"41,651",293,"108,586",113,-,-,-
Q1,April to June,2012/13,95NN,Down,arc21 (pre April 2015),Finalised,"8,733",0,"1,799","1,295","3,094","3,094",35.4,35.4,27,0,0.3,"5,613",64.3,"3,195","12,645","13,093","8,160",0,"1,757","1,278","3,036","3,036",37.2,37.2,"5,101",62.5,"26,337",310,"70,440",116,-,-,-
Q1,April to June,2012/13,95OO,Dungannon,SWaMP2008,Finalised,"7,394",0,"1,536","1,401","2,937","2,937",39.7,39.7,403,4,5.5,"4,050",54.8,"2,204","9,320","9,320","7,005",0,"1,500","1,401","2,901","2,901",41.4,41.4,"3,730",53.2,"20,690",339,"58,813",119,-,-,-
Q1,April to June,2012/13,95PP,Fermanagh,SWaMP2008,Finalised,"6,615",20,"1,783",562,"2,345","2,365",35.5,35.8,61,0,0.9,"4,188",63.3,"2,656","11,101","11,101","5,831",20,"1,421",562,"1,983","2,003",34.0,34.3,"3,772",64.7,"24,565",237,"62,400",93,-,-,-
Q1,April to June,2012/13,95QQ,Larne,arc21 (pre April 2015),Finalised,"5,383",13,"1,792","1,291","3,082","3,095",57.3,57.5,159,158,5.9,"1,947",36.2,924,"5,710","5,641","4,799",13,"1,390","1,291","2,681","2,693",55.9,56.1,"1,786",37.2,"13,405",358,"32,191",149,-,-,-
Q1,April to June,2012/13,95RR,Limavady,NWRWMG (pre April 2015),Finalised,"3,669",38,"1,366",553,"1,919","1,956",52.3,53.3,264,0,7.2,"1,448",39.5,860,"6,582","5,182","3,274",38,"1,041",553,"1,594","1,632",48.7,49.8,"1,389",42.4,"12,377",265,"33,761",97,-,-,-
Q1,April to June,2012/13,95SS,Lisburn,arc21 (pre April 2015),Finalised,"14,930",8,"2,625","3,423","6,048","6,055",40.5,40.6,55,291,2.3,"8,446",56.6,"4,150","20,551","20,188","13,461",8,"2,055","3,423","5,478","5,486",40.7,40.8,"7,561",56.2,"46,076",292,"121,687",111,-,-,-
Q1,April to June,2012/13,95TT,Magherafelt,NWRWMG (pre April 2015),Finalised,"6,127",0,"1,946","1,571","3,517","3,517",57.4,57.4,924,123,17.1,"1,563",25.5,811,"7,983","7,983","5,293",0,"1,515","1,571","3,086","3,086",58.3,58.3,"1,313",24.8,"15,243",347,"45,450",116,-,-,-
Q1,April to June,2012/13,95UU,Moyle,NWRWMG (pre April 2015),Finalised,"2,419",0,563,403,966,966,39.9,39.9,0,56,2.3,"1,397",57.8,816,"3,134","3,534","2,184",0,528,403,930,930,42.6,42.6,"1,199",54.9,"6,927",315,"17,129",128,-,-,-
Q1,April to June,2012/13,95VV,Newry and Mourne,SWaMP2008,Finalised,"12,121",0,"2,074","1,760","3,835","3,835",31.6,31.6,161,0,1.3,"8,125",67.0,"4,685","17,422","18,019","10,825",0,"2,072","1,760","3,833","3,833",35.4,35.4,"6,856",63.3,"35,227",307,"100,858",107,-,-,-
Q1,April to June,2012/13,95WW,Newtownabbey,arc21 (pre April 2015),Finalised,"12,010",0,"2,591","2,927","5,518","5,518",45.9,45.9,534,341,7.3,"5,528",46.0,"2,588","14,934","14,750","10,809",0,"2,412","2,853","5,266","5,266",48.7,48.7,"4,681",43.3,"34,375",314,"85,322",127,-,-,-
Q1,April to June,2012/13,95XX,North Down,arc21 (pre April 2015),Finalised,"12,502",49,"3,431","2,839","6,271","6,320",50.2,50.6,43,0,0.3,"6,139",49.1,"2,815","14,259","14,087","10,161",49,"2,379","2,801","5,180","5,230",51.0,51.5,"4,896",48.2,"33,040",308,"79,420",128,-,-,-
Q1,April to June,2012/13,95YY,Omagh,SWaMP2008,Finalised,"5,798",0,"1,685",934,"2,619","2,619",45.2,45.2,46,0,0.8,"3,168",54.7,"1,732","9,442","9,442","5,316",0,"1,512",934,"2,446","2,446",46.0,46.0,"2,860",53.8,"19,205",277,"51,830",103,-,-,-
Q1,April to June,2012/13,95ZZ,Strabane,NWRWMG (pre April 2015),Finalised,"4,473",0,"1,148",258,"1,405","1,405",31.4,31.4,516,138,14.6,"2,413",54.0,"1,536","7,330","7,330","3,649",0,"1,054",258,"1,312","1,312",35.9,35.9,"1,812",49.7,"15,231",240,"40,033",91,-,-,-
Q1,April to June,2012/13,NI,Northern Ireland,-,Finalised,"238,613",203,"53,336","42,593","95,929","96,132",40.2,40.3,"9,065","1,862",4.6,"130,855",54.8,"71,534","320,000","320,000","209,533",203,"44,734","42,283","87,017","87,220",41.5,41.6,"112,065",53.5,"714,391",293,"1,823,634",115,-,-,-
Q2,July to September,2012/13,95AA,Antrim,arc21 (pre April 2015),Finalised,"9,593",23,"2,668","2,727","5,396","5,419",56.2,56.5,43,154,2.0,"3,953",41.2,"1,474","9,261","9,043","7,877",23,"1,263","2,727","3,990","4,013",50.7,51.0,"3,648",46.3,"19,815",398,"53,835",146,-,-,-
Q2,July to September,2012/13,95BB,Ards,arc21 (pre April 2015),Finalised,"11,885",0,"1,552","3,029","4,581","4,581",38.5,38.5,58,323,3.2,"6,923",58.2,"3,432","14,230","14,061","11,099",0,"1,500","3,029","4,529","4,529",40.8,40.8,"6,205",55.9,"32,091",346,"78,550",141,-,-,-
Q2,July to September,2012/13,95CC,Armagh,SWaMP2008,Finalised,"7,255",21,"1,734","1,641","3,375","3,396",46.5,46.8,405,0,5.6,"3,433",47.3,"1,783","10,546","10,546","6,538",21,"1,385","1,598","2,984","3,005",45.6,46.0,"3,143",48.1,"21,601",303,"60,147",109,-,-,-
Q2,July to September,2012/13,95DD,Ballymena,arc21 (pre April 2015),Finalised,"8,299",0,"1,510","2,571","4,082","4,082",49.2,49.2,0,50,0.6,"4,167",50.2,"1,838","11,156","11,017","7,486",0,"1,123","2,571","3,694","3,695",49.3,49.4,"3,745",50.0,"25,113",298,"64,551",116,-,-,-
Q2,July to September,2012/13,95EE,Ballymoney,NWRWMG (pre April 2015),Finalised,"3,977",0,665,792,"1,457","1,457",36.6,36.6,92,72,4.1,"2,356",59.2,"1,267","5,525","5,525","3,590",0,532,792,"1,324","1,324",36.9,36.9,"2,111",58.8,"11,648",308,"31,551",114,-,-,-
Q2,July to September,2012/13,95FF,Banbridge,SWaMP2008,Finalised,"7,105",0,"1,592","2,702","4,294","4,294",60.4,60.4,238,50,4.1,"2,510",35.3,882,"8,573","8,573","6,668",0,"1,237","2,675","3,912","3,912",58.7,58.7,"2,463",36.9,"18,540",360,"48,730",137,-,-,-
Q2,July to September,2012/13,95GG,Belfast (pre April 2015),arc21 (pre April 2015),Finalised,"37,073",17,"6,240","5,315","11,555","11,572",31.2,31.2,"1,452",0,3.9,"23,914",64.5,"13,680","48,123","49,209","30,631",17,"5,740","5,187","10,928","10,944",35.7,35.7,"18,461",60.3,"123,161",249,"280,537",109,-,-,-
Q2,July to September,2012/13,95HH,Carrickfergus,arc21 (pre April 2015),Finalised,"5,953",0,"1,360","1,299","2,659","2,659",44.7,44.7,0,45,0.8,"3,248",54.6,"1,681","7,328","7,255","4,886",0,877,"1,299","2,176","2,176",44.5,44.5,"2,665",54.5,"16,306",300,"39,096",125,-,-,-
