objectid,pin,mapblocklo,bldg_code,building_n,prime_usag,department,department_name,region,class,name,created_user,created_date,last_edited_user,last_edited_date,buff_dist,orig_fid,cid
137473,,60-K-120,,,UTILITY,,DEPARTMENT OF PUBLIC WORKS,SOUTH,,Volunteers Field 1 Utility Building,Cartegraph,2016-06-30T13:11:49.000Z,Cartegraph,2016-06-30T13:11:49.000Z,,,
10649,,96-G-1,,,DUGOUT,,DEPARTMENT OF PUBLIC WORKS,SOUTH,,Sam Bryen Field 1 First Base Dugout,Cartegraph,2015-10-12T12:55:34.000Z,Cartegraph,2016-06-30T17:54:24.000Z,,,
20,0055C00108000000,55-C-108,B124,FIREHOUSE 12 / MEDIC 7,FIREHOUSE,FIRE,PUBLIC SAFETY,CENTRAL,FIRE,Firehouse 12 Medic 7,,,Cartegraph,2016-07-01T02:25:41.000Z,25,162,B124
201,0173L0039000000,"173-L-039,040,163",B084,CHADWICK RECREATION CENTER,REC,RECREATION CENTER,CITIPARKS,EAST,RECREATION CENTER,Chadwick Recreation Center,,,Cartegraph,2016-07-01T05:14:04.000Z,25,12,B084
164,0121L00128000000,121-L-128,B094,MORNINGSIDE SENIOR CENTER aka NATOLI,SENIOR,SENIOR CENTER,CITIPARKS,EAST,SENIOR CENTER,Morningside Senior Center,,,Cartegraph,2016-07-01T13:58:58.000Z,25,2,B094
134,0125L00237000001,125-L-237-0-1,B148,MEDIC 01 / 11,MEDIC STATION,EMS,PUBLIC SAFETY,EAST,EMS,Medics 01 and 11,,,Cartegraph,2016-07-03T21:29:38.000Z,25,170,B148
141879,,114-K-94,,,DUGOUT,,DEPARTMENT OF PUBLIC WORKS,NORTH,,Marmaduke Deck Hockey Benches,Cartegraph,2016-07-11T20:35:24.000Z,Cartegraph,2016-07-11T20:41:28.000Z,,,
57,0173A00247000000,173-A-247,B126,FIREHOUSE 15,FIREHOUSE,FIRE,PUBLIC SAFETY,EAST,FIRE,Firehouse 15,,,Cartegraph,2016-07-06T12:29:31.000Z,25,157,B126
2278,,57-B-175,,,RECYCLING,,DEPARTMENT OF PUBLIC WORKS,EAST,,Public Works Schenley Division Recycling Drop Off Center,Cartegraph,2015-09-21T20:52:07.000Z,Cartegraph,2016-07-06T20:43:05.000Z,,,
141874,,115-E-40,,,DUGOUT,,DEPARTMENT OF PUBLIC WORKS,NORTH,,Brighton Heights Field 6 Third Base Dugout,Cartegraph,2016-07-11T20:16:28.000Z,Cartegraph,2016-07-11T20:16:28.000Z,,,
141875,,115-E-40,,,DUGOUT,,DEPARTMENT OF PUBLIC WORKS,NORTH,,Brighton Heights Field 6 First Base Dugout,Cartegraph,2016-07-11T20:17:19.000Z,Cartegraph,2016-07-11T20:17:19.000Z,,,
141876,,76-D-1-0-2,,,SHELTER,,DEPARTMENT OF PUBLIC WORKS,NORTH,,Riverview Playground Shelter,Cartegraph,2016-07-11T20:19:54.000Z,Cartegraph,2016-07-11T20:19:54.000Z,,,
80651,,42-F-10,,,SHELTER,,DEPARTMENT OF PUBLIC WORKS,WEST,,Sheraden Park Shelter,Cartegraph,2016-02-11T15:04:14.000Z,Cartegraph,2016-07-11T20:25:30.000Z,,,
141878,,42-A-10,,,STORAGE,,DEPARTMENT OF PUBLIC WORKS,WEST,,Sheraden Field Building,Cartegraph,2016-07-11T20:27:11.000Z,Cartegraph,2016-07-11T20:27:11.000Z,,,
208,0039D00090000000,39-D-90,B390,WESTWOOD POOL GUARDS ROOM,POOL,SWIMMING,CITIPARKS,WEST,SWIMMING,Westwood Pool Guard Room,,,Cartegraph,2016-07-11T20:30:40.000Z,25,42,B390
93452,,26-D-11,,,DUGOUT,,DEPARTMENT OF PUBLIC WORKS,CENTRAL,,Bloomfield Deck Hockey Benches,Cartegraph,2016-03-16T16:45:54.000Z,Cartegraph,2016-07-11T20:44:08.000Z,,,
15052,,96-G-1,,,DUGOUT,,DEPARTMENT OF PUBLIC WORKS,SOUTH,,Brookline Deck Hockey Benches,Cartegraph,2015-10-23T18:19:52.000Z,Cartegraph,2016-07-11T20:44:27.000Z,,,
142273,,75-D-197,,,SHELTER,,DEPARTMENT OF PUBLIC WORKS,NORTH,,Legion Park Building,Cartegraph,2016-07-12T13:29:33.000Z,Cartegraph,2016-07-12T13:29:33.000Z,,,
142274,,76-D-1-0-2,,,SHELTER,,DEPARTMENT OF PUBLIC WORKS,NORTH,,Riverview Park Bus Shelter at Delaware St,Cartegraph,2016-07-12T13:33:18.000Z,Cartegraph,2016-07-12T13:33:18.000Z,,,
142276,,1221-L-128,,,ACTIVITY,,DEPARTMENT OF PUBLIC WORKS,EAST,,Joe Natoli Field Announcer's Booth,Cartegraph,2016-07-12T13:47:24.000Z,Cartegraph,2016-07-12T13:47:24.000Z,,,
142277,,1221-L-128,,,ACTIVITY,,DEPARTMENT OF PUBLIC WORKS,EAST,,Joe Natoli Field Batting Cage Building,Cartegraph,2016-07-12T13:50:20.000Z,Cartegraph,2016-07-12T13:50:20.000Z,,,
142278,,121-L-128,,,STORAGE,,DEPARTMENT OF PUBLIC WORKS,EAST,,Joe Natoli Field Storage Building,Cartegraph,2016-07-12T13:52:22.000Z,Cartegraph,2016-07-12T13:52:22.000Z,,,
142279,,185-M-62,,,RESTROOMS,,DEPARTMENT OF PUBLIC WORKS,SOUTH,,Lincoln Place Park Building,Cartegraph,2016-07-12T14:26:10.000Z,Cartegraph,2016-07-12T14:26:10.000Z,,,
99,0011C00001000000,11-C-1,B077,KENNARD RECREATION CENTER,SERVICE,RECREATION CENTER,CITIPARKS,CENTRAL,RECREATION CENTER,Kennard Maintenance Building,,,Cartegraph,2016-07-12T14:58:57.000Z,25,209,B077
25,0017R00120000000,17-R-120,B044,BANKSVILLE POOL,POOL,SWIMMING,CITIPARKS,WEST,SWIMMING,Banksville Pool Building and Shelter,,,Cartegraph,2016-07-13T19:09:34.000Z,25,66,B044
205,0082H00001000002,82-H-1-0-2,B218,HIGHLAND PARK RESERVIOR RESTROOM,RESTROOMS,PLAY AREA,CITIPARKS,EAST,PLAY AREA,Highland Park Reservoir Restrooms,,,Cartegraph,2016-07-15T13:17:22.000Z,25,90,B218
8255,,82-H-1-0-2,,,POOL,,CITIPARKS,EAST,,Highland Park Pool Building,Cartegraph,2015-10-06T14:50:22.000Z,Cartegraph,2016-07-15T13:18:10.000Z,,,
1053,,82-H-1-0-2,B304,,CABIN,,DEPARTMENT OF PUBLIC WORKS,EAST,,Highland Park Lake Carnegie Cabin,Cartegraph,2015-09-18T13:42:11.000Z,Cartegraph,2016-07-15T13:19:12.000Z,,,
1073,,82-H-1-0-2,,,SHELTER,,DEPARTMENT OF PUBLIC WORKS,EAST,,Highland Park Maple Grove Shelter,Cartegraph,2015-09-18T20:50:11.000Z,Cartegraph,2016-07-15T13:47:51.000Z,,,
1050,,82-H-1-0-2,B369,,STORAGE,,DEPARTMENT OF PUBLIC WORKS,EAST,,Public Works Heth's Run Garage,Cartegraph,2015-09-18T13:38:24.000Z,Cartegraph,2016-07-15T18:31:48.000Z,,,
1051,,82-H-1-0-2,B291,,OFFICE,,DEPARTMENT OF PUBLIC WORKS,EAST,,Public Works Heth's Run Building,Cartegraph,2015-09-18T13:39:22.000Z,Cartegraph,2016-07-15T18:32:19.000Z,,,
89453,,80-R-100,,,SENIOR,,CITIPARKS,EAST,,Lawrenceville Senior Center,Cartegraph,2016-03-07T16:29:36.000Z,Cartegraph,2016-07-15T19:12:21.000Z,,,
144676,,47-B-180,,,DUGOUT,,DEPARTMENT OF PUBLIC WORKS,NORTH,,Spring Hill Third Base Dugout,Cartegraph,2016-07-18T16:59:54.000Z,Cartegraph,2016-07-18T16:59:54.000Z,,,
144677,,47-B-180,,,DUGOUT,,DEPARTMENT OF PUBLIC WORKS,NORTH,,Spring Hill First Base Dugout,Cartegraph,2016-07-18T17:00:41.000Z,Cartegraph,2016-07-18T17:00:41.000Z,,,
123,0047B00180000000,47-B-180,B546,SPRINGVIEW CONCESSION,CONCESSION,BALLFIELD,CITIPARKS,NORTH,BALLFIELD,Spring Hill Concession Stand,,,Cartegraph,2016-07-18T17:01:27.000Z,25,113,B546
22,0075H00012000000,75-H-12,B600,BRIGHTON HEIGHTS SENIOR CENTER,SENIOR,SENIOR CENTER,CITIPARKS,NORTH,SENIOR CENTER,Brighton Heights Senior Center,,,Cartegraph,2016-07-18T20:24:11.000Z,25,140,B600
8248,,26-C-194,,,DUGOUT,,DEPARTMENT OF PUBLIC WORKS,CENTRAL,,Paul Sciullo Field First Base Dugout,Cartegraph,2015-10-06T13:11:21.000Z,Cartegraph,2016-07-19T15:29:36.000Z,,,
8250,,26-C-194,,,CONCESSION,,DEPARTMENT OF PUBLIC WORKS,CENTRAL,,Paul Sciullo Field Concession Stand,Cartegraph,2015-10-06T13:13:12.000Z,Cartegraph,2016-07-19T15:29:58.000Z,,,
8249,,26-C-194,,,DUGOUT,,DEPARTMENT OF PUBLIC WORKS,CENTRAL,,Paul Sciullo Field Third Base Dugout,Cartegraph,2015-10-06T13:12:12.000Z,Cartegraph,2016-07-19T15:30:37.000Z,,,
8251,,26-C-194,,,STORAGE,,DEPARTMENT OF PUBLIC WORKS,CENTRAL,,Paul Sciullo Field Storage,Cartegraph,2015-10-06T13:16:54.000Z,Cartegraph,2016-07-19T15:30:59.000Z,,,
8649,,49-S-353,,,STORAGE,,DEPARTMENT OF PUBLIC WORKS,CENTRAL,,Paul Sciullo Memorial Park Storage Building,Cartegraph,2015-10-07T16:26:46.000Z,Cartegraph,2016-07-19T15:31:35.000Z,,,
187,0076N00060000000,76-N-60,B615,YOUNG CONCESSION,CONCESSION,BALLFIELD,CITIPARKS,NORTH,BALLFIELD,Young Concession Stand,,,Cartegraph,2016-07-20T20:30:32.000Z,25,5,B615
2270,,76-D-1-0-2,B040,,SERVICE,,CITIPARKS,NORTH,,Riverview Park Welcome Center or  Visitors Center,Cartegraph,2015-09-21T19:20:55.000Z,Cartegraph,2016-07-21T17:50:24.000Z,,,
203,0026D00011000000,26-D-11,B268,PUBLIC WORKS BLOOMFIELD STOR.BLDG.,CONCESSION,NORTHEAST,CITIPARKS,CENTRAL,DPW,Bloomfield Pool Concession Stand,,,Cartegraph,2016-07-27T16:03:32.000Z,25,18,B268
84,0049K00061000000,49-K-61,B081,ARSENAL PARK BUILDING,RESTROOMS,PLAY AREA,CITIPARKS,CENTRAL,PLAY AREA,Arsenal Park Building,,,Cartegraph,2016-07-29T17:12:45.000Z,25,11,B081
137,0076D00001000002,76-D-1-0-2,B347,PUBLIC WORKS 1ST DIV.SALT DOME,SALT DOME,NORTHERN,DEPARTMENT OF PUBLIC WORKS,NORTH,DPW,Public Works 1st Division Salt Dome,,,Cartegraph,2016-08-04T13:11:44.000Z,25,118,B347
151,0127H00100000001,127-H-100-0-1,B159,PUBLIC WORKS FRICK PARK SERVICE,SERVICE,EASTERN,DEPARTMENT OF PUBLIC WORKS,EAST,DPW,Public Works Frick Park Service Building,,,Cartegraph,2016-08-04T14:20:01.000Z,25,74,B159
93,0085D00050000001,85-D-50-0-1,B088,MELLON PARK RESTROOMS,RESTROOMS,PLAY AREA,CITIPARKS,EAST,PLAY AREA,Mellon Park Restrooms,,,Cartegraph,2016-08-04T18:45:58.000Z,25,228,B088
124,0008B00150000000,8-B-150,B278,WEST PARK TENNIS COURT BUILDING,RESTROOMS,TENNIS COURT,CITIPARKS,NORTH,TENNIS COURT,West Park Tennis Court Building,,,Cartegraph,2016-08-04T20:06:03.000Z,25,116,B278
29,0008B00150000000,8-B-150,B276,SUE MURRAY FILTER BLDG.,UTILITY,SWIMMING,CITIPARKS,NORTH,SWIMMING,Sue Murray Filter Building,,,Cartegraph,2016-08-08T13:38:15.000Z,25,73,B276
162,0008B00150000000,8-B-150,B030,SUE MURRAY POOL BUILDING,UTILITY,SWIMMING,CITIPARKS,NORTH,SWIMMING,Sue Murray Pool Building,,,Cartegraph,2016-08-08T14:29:22.000Z,25,72,B030
17,0082F00032000000,82-F-32,B619,ST. RAPHAEL BOCCI BUILDING,UTILITY,UTILITY,CITIPARKS,EAST,UTILITY,St. Raphael Bocci Building,,,Cartegraph,2016-08-08T17:39:10.000Z,25,4,B619
199,0121L00128000000,121-L-128,B095,"MORNINGSIDE FIELDHOUSE  aka  SOPHIE EVERETT; NATOLI",CONCESSION,BALLFIELD,CITIPARKS,EAST,BALLFIELD,Morningside Fieldhouse,,,Cartegraph,2016-08-08T18:33:52.000Z,25,1,B095
182,0022R00276000000,22-R-276,B144,FIREHOUSE 37,FIREHOUSE,FIRE,PUBLIC SAFETY,NORTH,FIRE,Firehouse 37,,,Cartegraph,2016-08-09T19:01:46.000Z,25,144,B144
27,0004G00074000000,4-G-74,B136,FIREHOUSE 27,FIREHOUSE,FIRE,PUBLIC SAFETY,SOUTH,FIRE,Firehouse 27,,,Cartegraph,2016-08-09T19:17:54.000Z,25,151,B136
143,0174R00143000000,174-R-143,B128,FIREHOUSE 17,FIREHOUSE,FIRE,PUBLIC SAFETY,EAST,FIRE,Firehouse 17,,,Cartegraph,2016-08-09T19:23:42.000Z,25,155,B128
149,0028G00025000000,28-G-25,B110,FIREHOUSE 14,FIREHOUSE,FIRE,PUBLIC SAFETY,CENTRAL,FIRE,Firehouse 14,,,Cartegraph,2016-08-09T20:03:04.000Z,25,163,B110
169,0062R00110000000,62-R-110,B135,FIREHOUSE 26,FIREHOUSE,FIRE,PUBLIC SAFETY,SOUTH,FIRE,Firehouse 26,,,Cartegraph,2016-08-09T20:04:45.000Z,25,149,B135
213,0024F00030000000,24-F-30,B140,FIREHOUSE 32,FIREHOUSE,FIRE,PUBLIC SAFETY,NORTH,FIRE,Firehouse 32,,,Cartegraph,2016-08-09T20:06:59.000Z,25,143,B140
21,0039D00324000000,39-D-324,B225,FIREHOUSE 29,FIREHOUSE,FIRE,PUBLIC SAFETY,WEST,FIRE,Firehouse 29,,,Cartegraph,2016-08-09T20:08:54.000Z,25,147,B225
211,0009L00043000000,9-L-43,B117,FIREHOUSE 03,FIREHOUSE,FIRE,PUBLIC SAFETY,CENTRAL,FIRE,Firehouse 03,,,Cartegraph,2016-08-09T20:11:09.000Z,25,164,B117
165,0002L00121000000,2-L-121,B118,FIREHOUSE 04,FIREHOUSE,FIRE,PUBLIC SAFETY,CENTRAL,FIRE,Firehouse 04,,,Cartegraph,2016-08-09T20:14:06.000Z,25,159,B118
18,0082H00001000002,82-H-1-0-2,B089,HIGHLAND PARK FARMHOUSE,ACTIVITY,PLAY AREA,CITIPARKS,EAST,PLAY AREA,Highland Park Farmhouse,,,Cartegraph,2016-08-10T16:01:09.000Z,25,89,B089
42,0085P00053000000,85-P-53,B224,WIGHTMAN SCHOOL ANNEX,OFFICE,OFFICE,CITIPARKS,CENTRAL,ADMINISTRATIVE,Wightman School Annex,,,Cartegraph,2016-08-10T18:49:38.000Z,25,40,B224
195,0014F00026000000,14-F-26,B131,MEDIC 08,MEDIC STATION,EMS,PUBLIC SAFETY,SOUTH,EMS,Medic 08,,,Cartegraph,2016-08-10T20:49:40.000Z,25,173,B131
14,0026D00011000000,26-D-11,B086,BLOOMFIELD POOL AND RECREATION CENTER,POOL/REC,RECREATION CENTER,CITIPARKS,CENTRAL,RECREATION CENTER,Bloomfield Pool and Recreation Center,,,Cartegraph,2016-08-11T12:05:57.000Z,25,17,B086
58,0115J00118000000,115-J-118,B605,BRIGHTON HEIGHTS CONCESSION,CONCESSION,BALLFIELD,CITIPARKS,NORTH,BALLFIELD,Brighton Heights Concession Stand,,,Cartegraph,2016-08-11T12:16:11.000Z,25,69,B605
132,0115E00040000000,115-E-40,B290,"BRIGHTON HEIGHTS POOL aka JACK STACK ;NORTHGATE",POOL,SWIMMING,CITIPARKS,NORTH,SWIMMING,Brighton Heights Pool Building,,,Cartegraph,2016-08-11T12:23:22.000Z,25,70,B290
3051,,115-E-40,,,POOL,,CITIPARKS,NORTH,,Brighton Heights Pool Guard Room,Cartegraph,2015-09-23T16:07:50.000Z,Cartegraph,2016-08-12T12:17:17.000Z,,,
9,0051N00061000000,51-N-61,B123,MEDIC 09 / RESCUE 1,MEDIC STATION,EMS,PUBLIC SAFETY,CENTRAL,EMS,Medic 09 Rescue 1,,,Cartegraph,2016-08-12T16:49:40.000Z,25,174,B123
16,0081C00016000000,81-C-16,B121,FIREHOUSE 07,FIREHOUSE,FIRE,PUBLIC SAFETY,EAST,FIRE,Firehouse 07,,,Cartegraph,2016-08-12T18:22:19.000Z,25,160,B121
24,0120D00050000000,120-D-50,B247,PUBLIC WORKS CONST.DIV./  62 ST WAREHOUSE,SERVICE,NORTHEAST,DEPARTMENT OF PUBLIC WORKS,EAST,DPW,Public Works Construction Division Building,,,Cartegraph,2016-08-15T17:47:52.000Z,25,125,B247
216,0076D00001000002,76-D-1-0-2,B013,PUBLIC WORKS 1ST. DIV.,SERVICE,NORTHERN,DEPARTMENT OF PUBLIC WORKS,NORTH,DPW,Public Works 1st Division Main Building,,,Cartegraph,2016-08-16T14:54:15.000Z,25,117,B013
71,0076D00001000002,76-D-1-0-2,B041,RIVERVIEW PARK ACTIVITIES BUILDING,SHELTER,PLAY AREA,DEPARTMENT OF PUBLIC WORKS,NORTH,PLAY AREA,Riverview Park Activities Building,,,Cartegraph,2016-08-16T15:05:46.000Z,25,120,B041
158,0076J00088000000,76-J-88,B366,FIREHOUSE 34 TRUCK,FIREHOUSE,FIRE,PUBLIC SAFETY,NORTH,FIRE,Firehouse 34 Truck,,,Cartegraph,2016-08-16T15:07:32.000Z,25,165,B366
2248,,76-D-1-0-2,,,SHELTER,,DEPARTMENT OF PUBLIC WORKS,NORTH,,Riverview Park Chapel,Cartegraph,2015-09-21T13:10:50.000Z,Cartegraph,2016-08-16T15:13:03.000Z,,,
2271,,76-D-1-0-2,B036,,OFFICE,,DEPARTMENT OF PUBLIC WORKS,NORTH,,Riverview Park Wissahickon Office Building,Cartegraph,2015-09-21T19:22:37.000Z,Cartegraph,2016-08-16T15:21:08.000Z,,,
2249,,76-D-1-0-2,,,SHELTER,,DEPARTMENT OF PUBLIC WORKS,NORTH,,Riverview Park Valley Refuge Picnic Shelter,Cartegraph,2015-09-21T13:15:10.000Z,Cartegraph,2016-08-16T15:35:32.000Z,,,
36,0076D00001000002,76-D-1-0-2,B037,RIVERVIEW POOL BUILDING,POOL,SWIMMING,CITIPARKS,NORTH,SWIMMING,Riverview Pool Building,,,Cartegraph,2016-08-16T15:52:54.000Z,25,119,B037
28,0077S00037000000,77-S-37,B145,FIREHOUSE 38,FIREHOUSE,FIRE,PUBLIC SAFETY,NORTH,FIRE,Firehouse 38,,,Cartegraph,2016-08-16T19:47:35.000Z,25,142,B145
2657,,127-H-100-0-1,,,ACTIVITY,,CITIPARKS,EAST,,Frick Park Bowling Greens Garage,Cartegraph,2015-09-22T16:22:10.000Z,Cartegraph,2016-08-17T19:52:33.000Z,,,
79,0050F00260000000,50-F-260,B610,FORT PITT CONCESSION,CONCESSION,BALLFIELD,CITIPARKS,EAST,BALLFIELD,Fort Pitt Concession Stand,,,Cartegraph,2016-08-18T14:07:01.000Z,25,8,B610
104,0125N00200000000,125-N-200,B386,MELLON TENNIS TRAILER,RESTROOMS,TENNIS COURT,CITIPARKS,EAST,TENNIS COURT,Mellon Park Tennis Trailer,,,Cartegraph,2016-08-18T15:36:29.000Z,25,96,B386
9054,,85-D-50-0-1,,,SERVICE,,CITIPARKS,EAST,,Mellon Park Service Building,Cartegraph,2015-10-08T13:40:56.000Z,Cartegraph,2016-08-18T19:45:37.000Z,,,
1060,,8-B-40,B188,,OFFICE,,DEPARTMENT OF PUBLIC WORKS,NORTH,,Town North Maintenance Building and Aquatic Office,Cartegraph,2015-09-18T18:08:27.000Z,Cartegraph,2016-08-19T17:31:15.000Z,,,
84254,,2-H-284,,,SHELTER,,DEPARTMENT OF PUBLIC WORKS,CENTRAL,,Albert Turk Graham Park Shelter,Cartegraph,2016-02-17T15:12:50.000Z,Cartegraph,2016-08-19T21:59:41.000Z,,,
661,,127-H-100-0-1,B100,,ACTIVITY,,CITIPARKS,EAST,,Frick Park Nature Center,Cartegraph,2015-09-17T19:41:52.000Z,Cartegraph,2016-08-22T11:02:11.000Z,,,
1070,,82-H-1-0-2,B204,,SERVICE,,DEPARTMENT OF PUBLIC WORKS,EAST,,Public Works Highland Park Service Building,Cartegraph,2015-09-18T20:37:32.000Z,Cartegraph,2016-08-22T14:55:59.000Z,,,
64,0174K00121000000,174-K-121,B211,HOMEWOOD SENIOR CITIZENS CENTER,SENIOR,SENIOR CENTER,CITIPARKS,EAST,SENIOR CENTER,Homewood Senior Center,,,Cartegraph,2016-08-22T19:33:49.000Z,25,31,B211
63,0121H00200000000,121-H-200,B368,ASPHALT PLANT GARAGE (PREFAB METAL BLDG.),STORAGE,NORTHEAST,DEPARTMENT OF PUBLIC WORKS,EAST,DPW,Asphalt Plant Garage,,,Cartegraph,2016-08-22T17:26:24.000Z,25,127,B368
241, ,173-K-209,B901,CHADWICK CONCESSION,CONCESSION,BALLFIELD,CITIPARKS,EAST,BALLFIELD,Chadwick Concession Stand,,,Cartegraph,2016-08-22T17:38:14.000Z,25,206,B901
171,0173L00161000000,173-L-161,B263,CHADWICK MAINTENANCE BUILDING,UTILITY,UTILITY,CITIPARKS,EAST,UTILITY,Chadwick Maintence Building,,,Cartegraph,2016-08-22T17:56:20.000Z,25,205,B263
1062,,127-H-100-0-1,B243,,CONCESSION,,DEPARTMENT OF PUBLIC WORKS,EAST,,Frick Park Concession Stand,Cartegraph,2015-09-18T18:12:44.000Z,Cartegraph,2016-08-22T18:15:55.000Z,,,
1046,,127-H-100-0-1,B294,,OFFICE,,DEPARTMENT OF PUBLIC WORKS,EAST,,Frick Park Gatehouse 3,Cartegraph,2015-09-18T13:08:41.000Z,Cartegraph,2016-08-22T18:26:37.000Z,,,
1048,,127-H-100-0-1,B329,,SHELTER,,DEPARTMENT OF PUBLIC WORKS,EAST,,Frick Park Lower Shelter 1,Cartegraph,2015-09-18T13:19:12.000Z,Cartegraph,2016-08-22T18:44:48.000Z,,,
1066,,127-H-100-0-1,,,RESTROOMS,,CITIPARKS,EAST,,Frick Park Restrooms,Cartegraph,2015-09-18T19:26:48.000Z,Cartegraph,2016-08-22T18:52:46.000Z,,,
31,0125S00150000000,125-S-150,B082,HOMEWOOD POOL BUILDING,POOL,SWIMMING,CITIPARKS,EAST,SWIMMING,Homewood Pool Building,,,Cartegraph,2016-08-22T19:10:13.000Z,25,33,B082
1055,,114-K-94,B404,,CONCESSION,,DEPARTMENT OF PUBLIC WORKS,NORTH,,Marmaduke Concession Stand,Cartegraph,2015-09-18T14:36:26.000Z,Cartegraph,2016-08-22T19:51:19.000Z,,,
115,0124H00184000000,124-H-184,B097,PAULSON POOL BUILDING,POOL,SWIMMING,CITIPARKS,EAST,SWIMMING,Paulson Pool Building,,,Cartegraph,2016-08-23T09:48:57.000Z,25,9,B097
125,0052D00346000000,52-D-346,B153,MEDIC HEADQUARTERS,OFFICE,EMS,PUBLIC SAFETY,CENTRAL,EMS,Medic Headquarters,,,Cartegraph,2016-08-23T12:47:18.000Z,25,175,B153
113,0042L00296000000,42-L-296,B531,SHERADEN SENIOR CENTER,SENIOR,SENIOR CENTER,CITIPARKS,WEST,SENIOR CENTER,Sheraden Senior Center,,,Cartegraph,2016-08-23T17:00:03.000Z,25,24,B531
3053,,27-S-150-0-1,,,POOL,,CITIPARKS,CENTRAL,,Schenley Park Pool Building,Cartegraph,2015-09-23T16:16:37.000Z,Cartegraph,2016-08-23T17:10:43.000Z,,,
154,0026N00338000000,26-N-338,B119,POLICE ACCIDENT INVESTIGATIONS/ SWAT ( OLD 5 FIREHOUSE),POLICE,POLICE,PUBLIC SAFETY,CENTRAL,POLICE,Police Accident Investigation SWAT Building,,,Cartegraph,2016-08-23T21:10:33.000Z,25,198,B119
229,0060L00212000000,60-L-212,B133,FIREHOUSE 23,FIREHOUSE,FIRE,PUBLIC SAFETY,SOUTH,FIRE,Firehouse 23,,,Cartegraph,2016-08-24T11:27:52.000Z,25,150,B133
82,0075C00161000000,75-C-161,B142,FIREHOUSE 35,FIREHOUSE,FIRE,PUBLIC SAFETY,NORTH,FIRE,Firehouse 35,,,Cartegraph,2016-08-24T11:29:19.000Z,25,166,B142
138,0042P00159000000,42-P-159,B139,FIREHOUSE 31,FIREHOUSE,FIRE,PUBLIC SAFETY,WEST,FIRE,Firehouse 31,,,Cartegraph,2016-08-24T11:29:59.000Z,25,145,B139
117,0001M00115000000,1-M-115,B116,MEDIC 14 / RESCUE 2 / POLICE BIKE PATROL,MEDIC STATION,EMS,PUBLIC SAFETY,CENTRAL,EMS,Medic 14 Rescue 2 Police Bike Patrol,,,Cartegraph,2016-08-24T11:43:29.000Z,25,178,B116
109,0011E00085000000,11-E-85,B002,PUBLIC WORKS FACILITIES REPAIR SHOP,SERVICE,SCHENLEY,DEPARTMENT OF PUBLIC WORKS,CENTRAL,DPW,Public Works Facilities Division Building,,,Cartegraph,2016-08-24T11:47:31.000Z,25,201,B002
110,0046K00214000000,46-K-214,B150,MEDIC 04,MEDIC STATION,EMS,PUBLIC SAFETY,NORTH,EMS,Medic 04,,,Cartegraph,2016-08-24T17:34:06.000Z,25,169,B150
92,0005S0097000000,005-S-097,B215,MOUNT WASHINGTON SHELTER HOUSE,SHELTER,PLAY AREA,CITIPARKS,SOUTH,PLAY AREA,Mount Washington Shelter House,,,Cartegraph,2016-08-24T18:34:26.000Z,25,194,B215
146,0025K00038000000,25-K-38,B014,PUBLIC WORKS 6TH DIV./HEAVY EQUIPMENT,SERVICE,STATE,DEPARTMENT OF PUBLIC WORKS,CENTRAL,DPW,Public Works 6th Division and Heavy Equipment Division Building,,,Cartegraph,2016-08-24T18:51:01.000Z,25,128,B014
43,0010N00357000000,10-N-357,B108,POLICE ZONE 02,POLICE,POLICE,PUBLIC SAFETY,CENTRAL,POLICE,Police Zone 02,,,Cartegraph,2016-08-24T19:01:28.000Z,25,182,B108
30,0125N00200000000,125-N-200,B385,MELLON TENNIS BUBBLE,ACTIVITY,TENNIS COURT,CITIPARKS,EAST,TENNIS COURT,Mellon Park Tennis Bubble,,,Cartegraph,2016-08-24T19:13:48.000Z,25,95,B385
659,,83-N-125,B288,,UTILITY,,DEPARTMENT OF PUBLIC WORKS,EAST,,Enright Park Building,Cartegraph,2015-09-17T19:28:59.000Z,Cartegraph,2016-08-24T21:23:56.000Z,,,
94,0035B00234000000,35-B-234,B137,FIREHOUSE 28,FIREHOUSE,FIRE,PUBLIC SAFETY,SOUTH,FIRE,Firehouse 28,,,Cartegraph,2016-08-25T11:10:04.000Z,25,148,B137
56,0023E00106000000,23-E-106,B032,JEFFERSON RECREATION CENTER,REC,RECREATION CENTER,CITIPARKS,NORTH,RECREATION CENTER,Jefferson Recreation Center,,,Cartegraph,2016-08-25T11:37:26.000Z,25,19,B032
219,0013J00006000000,13-J-6,B132,FIREHOUSE 22,FIREHOUSE,FIRE,PUBLIC SAFETY,SOUTH,FIRE,Firehouse 22,,,Cartegraph,2016-08-25T11:39:11.000Z,25,111,B132
105458,,25-B-15,,,SERVICE,,PUBLIC SAFETY,CENTRAL,,Fire General Services Warehouse,Cartegraph,2016-04-13T14:24:47.000Z,Cartegraph,2016-08-25T11:40:50.000Z,,,
2267,,46-B-290,B338,,UTILITY,,DEPARTMENT OF PUBLIC WORKS,NORTH,,Fowler Field Lights Building,Cartegraph,2015-09-21T19:09:54.000Z,Cartegraph,2016-08-25T11:44:12.000Z,,,
