HRG Code,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,DaisyHill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal ,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Total FCEs
LA07N,100,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,.,.,1,1,.,.,.,.,.,.,.,3,.,.,.,2,7
LA07N,101,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
LA07N,180,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
LA07N,300,"Acute Kidney Injury without Interventions, with CC Score 4-7",19,53,11,11,35,6,3,.,10,.,27,.,127,.,19,.,83,404
LA07N,301,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7
LA07N,302,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,.,.,.,.,.,.,.,.,.,8,.,1,.,.,.,.,9
LA07N,320,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,1,.,1,.,.,.,.,.,.,4,.,.,.,.,.,.,6
LA07N,340,"Acute Kidney Injury without Interventions, with CC Score 4-7",.,8,1,.,.,.,.,.,.,.,10,.,2,.,.,.,.,21
LA07N,361,"Acute Kidney Injury without Interventions, with CC Score 4-7",50,.,10,.,.,4,.,.,.,.,.,.,.,.,.,.,6,70
LA07N,430,"Acute Kidney Injury without Interventions, with CC Score 4-7",3,14,22,.,2,10,.,.,.,.,10,.,8,.,1,.,3,73
LA07P,100,"Acute Kidney Injury without Interventions, with CC Score 0-3",3,2,.,2,2,1,.,.,.,.,.,.,5,.,1,.,.,16
LA07P,101,"Acute Kidney Injury without Interventions, with CC Score 0-3",2,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,4
LA07P,180,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,1,.,.,2,.,.,.,.,.,1,.,2,.,.,.,.,6
LA07P,300,"Acute Kidney Injury without Interventions, with CC Score 0-3",35,106,5,11,38,10,1,.,8,.,41,.,226,.,11,.,64,556
LA07P,301,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9
LA07P,302,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,14,.,2,.,.,.,.,16
LA07P,303,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5
LA07P,320,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,4,.,6,3,.,.,.,.,.,5,.,1,.,2,.,.,21
LA07P,340,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,14,.,.,.,.,.,.,.,.,14,.,4,.,.,.,.,32
LA07P,361,"Acute Kidney Injury without Interventions, with CC Score 0-3",34,.,22,.,.,41,.,.,.,.,.,.,.,.,.,.,1,98
LA07P,370,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA07P,430,"Acute Kidney Injury without Interventions, with CC Score 0-3",1,11,11,.,.,.,.,.,.,.,16,.,12,.,.,.,4,55
LA07P,501,"Acute Kidney Injury without Interventions, with CC Score 0-3",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
LA08K,300,"Chronic Kidney Disease without Interventions, with CC Score 11+",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
LA08K,340,"Chronic Kidney Disease without Interventions, with CC Score 11+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA08K,361,"Chronic Kidney Disease without Interventions, with CC Score 11+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA08K,430,"Chronic Kidney Disease without Interventions, with CC Score 11+",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
LA08L,300,"Chronic Kidney Disease without Interventions, with CC Score 8-10",3,.,.,.,.,.,.,.,.,.,.,.,4,.,1,.,.,8
LA08L,361,"Chronic Kidney Disease without Interventions, with CC Score 8-10",.,2,5,.,.,2,.,.,.,.,.,.,.,.,.,.,2,11
LA08M,300,"Chronic Kidney Disease without Interventions, with CC Score 5-7",5,7,.,2,.,.,.,.,.,.,1,.,.,.,.,.,6,21
LA08M,340,"Chronic Kidney Disease without Interventions, with CC Score 5-7",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA08M,361,"Chronic Kidney Disease without Interventions, with CC Score 5-7",4,5,9,.,.,6,.,.,.,.,.,.,.,.,.,.,2,26
LA08N,300,"Chronic Kidney Disease without Interventions, with CC Score 3-4",4,2,.,.,.,2,.,.,.,.,.,.,2,.,.,.,.,10
LA08N,320,"Chronic Kidney Disease without Interventions, with CC Score 3-4",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,2
LA08N,361,"Chronic Kidney Disease without Interventions, with CC Score 3-4",4,2,10,.,.,13,.,.,.,.,.,.,.,.,.,.,.,29
LA08N,430,"Chronic Kidney Disease without Interventions, with CC Score 3-4",1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,3
LA08P,101,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
LA08P,300,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,1,.,.,.,.,.,.,.,.,.,2,.,.,.,.,3
LA08P,320,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA08P,361,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32
LA09M,300,"General Renal Disorders without Interventions, with CC Score 9+",.,2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,3
LA09N,100,"General Renal Disorders without Interventions, with CC Score 6-8",.,.,.,2,1,.,.,.,.,.,.,.,.,.,.,.,.,3
LA09N,101,"General Renal Disorders without Interventions, with CC Score 6-8",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
LA09N,300,"General Renal Disorders without Interventions, with CC Score 6-8",2,1,1,.,.,.,.,.,.,.,.,.,3,.,.,.,6,13
LA09N,302,"General Renal Disorders without Interventions, with CC Score 6-8",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
LA09N,340,"General Renal Disorders without Interventions, with CC Score 6-8",.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,.,.,2
LA09N,361,"General Renal Disorders without Interventions, with CC Score 6-8",.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7
LA09N,430,"General Renal Disorders without Interventions, with CC Score 6-8",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
LA09P,100,"General Renal Disorders without Interventions, with CC Score 3-5",.,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,1,3
LA09P,101,"General Renal Disorders without Interventions, with CC Score 3-5",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA09P,180,"General Renal Disorders without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
LA09P,300,"General Renal Disorders without Interventions, with CC Score 3-5",7,9,1,.,4,3,1,.,1,.,2,.,12,.,1,.,18,59
LA09P,301,"General Renal Disorders without Interventions, with CC Score 3-5",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA09P,302,"General Renal Disorders without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
LA09P,303,"General Renal Disorders without Interventions, with CC Score 3-5",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA09P,340,"General Renal Disorders without Interventions, with CC Score 3-5",.,3,1,.,.,.,.,.,.,.,2,.,2,.,.,.,.,8
LA09P,350,"General Renal Disorders without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
LA09P,361,"General Renal Disorders without Interventions, with CC Score 3-5",1,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
LA09P,430,"General Renal Disorders without Interventions, with CC Score 3-5",.,1,1,.,1,.,.,.,.,.,1,.,2,.,.,.,.,6
LA09Q,100,"General Renal Disorders without Interventions, with CC Score 0-2",11,7,.,8,6,3,.,.,.,.,.,.,13,.,1,.,8,57
LA09Q,101,"General Renal Disorders without Interventions, with CC Score 0-2",5,.,6,.,4,.,.,.,.,.,.,.,.,.,.,.,4,19
LA09Q,120,"General Renal Disorders without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
LA09Q,180,"General Renal Disorders without Interventions, with CC Score 0-2",.,18,.,.,1,.,.,.,.,.,13,.,54,.,.,.,.,86
LA09Q,300,"General Renal Disorders without Interventions, with CC Score 0-2",23,50,2,5,23,10,1,.,11,.,20,.,149,.,14,.,54,362
LA09Q,301,"General Renal Disorders without Interventions, with CC Score 0-2",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA09Q,302,"General Renal Disorders without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,4
LA09Q,320,"General Renal Disorders without Interventions, with CC Score 0-2",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LA09Q,340,"General Renal Disorders without Interventions, with CC Score 0-2",.,11,1,.,.,1,.,.,.,.,8,.,.,.,.,.,.,21
LA09Q,361,"General Renal Disorders without Interventions, with CC Score 0-2",3,1,5,.,.,7,.,.,.,.,.,.,.,.,.,.,1,17
LA09Q,430,"General Renal Disorders without Interventions, with CC Score 0-2",2,.,.,.,.,.,.,.,.,.,2,.,.,.,1,.,.,5
LA09Q,501,"General Renal Disorders without Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
LA09Q,502,"General Renal Disorders without Interventions, with CC Score 0-2",.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
LB06N,300,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 13+",.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,3
LB06N,361,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 13+",.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
LB06P,100,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",.,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,2
LB06P,101,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB06P,300,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",.,5,.,.,3,.,.,.,.,.,.,.,11,.,.,.,11,30
LB06P,303,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB06P,340,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB06P,430,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
LB06P,800,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB06Q,100,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",.,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,2
LB06Q,101,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB06Q,300,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",.,11,.,1,7,.,.,.,.,.,.,.,12,.,1,.,14,46
LB06Q,320,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB06Q,340,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB06Q,430,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",.,4,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6
LB06Q,800,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
LB06R,100,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",1,2,.,2,.,.,.,.,.,.,.,.,2,.,.,.,.,7
LB06R,101,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",1,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,4
LB06R,300,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",.,1,.,.,3,.,.,.,.,.,1,.,14,.,.,.,2,21
LB06R,340,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
LB06R,430,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB06R,502,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
LB06R,800,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB06S,100,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
LB06S,101,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",2,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,4
LB06S,180,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2
LB06S,300,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",2,.,.,.,.,.,.,.,1,.,.,.,7,.,.,.,.,10
LB06S,340,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB06S,361,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
LB06S,501,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB06S,800,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
LB09D,100,"Intermediate Endoscopic Ureter Procedures, 19 years and over",1,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,1,6
LB09D,101,"Intermediate Endoscopic Ureter Procedures, 19 years and over",4,.,4,1,4,.,.,.,.,.,.,.,.,.,.,.,6,19
LB09D,300,"Intermediate Endoscopic Ureter Procedures, 19 years and over",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB13F,100,Major Endoscopic Bladder Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
LB13F,101,Major Endoscopic Bladder Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
LB13F,502,Major Endoscopic Bladder Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3
LB14Z,101,Intermediate Endoscopic Bladder Procedures,3,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,4
LB15D,101,"Minor Bladder Procedures, 18 years and under",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
LB15D,171,"Minor Bladder Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
LB15D,420,"Minor Bladder Procedures, 18 years and under",2,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,3
LB15D,501,"Minor Bladder Procedures, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2
LB15E,100,"Minor Bladder Procedures, 19 years and over",16,9,.,10,2,5,.,.,.,.,.,.,.,.,2,.,2,46
LB15E,101,"Minor Bladder Procedures, 19 years and over",19,.,24,5,7,.,.,.,.,.,.,.,.,.,.,.,10,65
LB15E,110,"Minor Bladder Procedures, 19 years and over",1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
LB15E,180,"Minor Bladder Procedures, 19 years and over",.,2,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,4
LB15E,300,"Minor Bladder Procedures, 19 years and over",12,18,6,1,2,2,2,.,13,.,6,.,.,.,.,.,18,80
LB15E,301,"Minor Bladder Procedures, 19 years and over",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB15E,320,"Minor Bladder Procedures, 19 years and over",.,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
LB15E,340,"Minor Bladder Procedures, 19 years and over",.,4,2,.,.,.,.,.,.,.,2,.,.,.,.,.,.,8
LB15E,361,"Minor Bladder Procedures, 19 years and over",.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
LB15E,430,"Minor Bladder Procedures, 19 years and over",.,5,12,.,.,.,.,.,.,.,.,.,.,.,.,.,1,18
LB15E,501,"Minor Bladder Procedures, 19 years and over",.,.,.,1,3,1,.,.,1,.,.,.,.,.,.,.,2,8
LB15E,502,"Minor Bladder Procedures, 19 years and over",.,1,2,1,.,.,.,.,.,.,.,.,.,.,.,.,2,6
LB15E,800,"Minor Bladder Procedures, 19 years and over",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB16G,100,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 8+",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
LB16G,300,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 8+",3,.,.,.,1,.,.,.,.,.,.,.,.,.,2,.,7,13
LB16G,340,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 8+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB16G,430,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 8+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB16H,100,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 5-7",3,1,.,2,.,2,.,.,.,.,.,.,.,.,1,.,.,9
LB16H,101,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 5-7",.,.,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,4
LB16H,180,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
LB16H,300,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 5-7",.,2,1,.,2,.,.,.,.,.,.,.,1,.,2,.,3,11
LB16H,302,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
LB16H,340,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 5-7",.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,2
LB16H,430,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 5-7",.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
LB16J,100,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",6,4,.,4,1,1,.,.,.,.,.,.,1,.,3,.,1,21
LB16J,101,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",1,.,3,.,1,.,.,.,.,.,.,.,.,.,.,.,4,9
LB16J,180,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",.,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,2
LB16J,300,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",3,7,.,2,8,1,.,.,.,.,1,.,17,.,1,.,18,58
LB16J,302,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,1,.,1,.,.,.,.,2
LB16J,320,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
LB16J,340,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB16J,361,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB16J,400,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,1
LB16J,430,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",.,4,3,.,.,.,.,.,.,.,2,.,2,.,.,.,.,11
LB16J,502,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
LB16K,100,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",1,.,.,5,.,4,.,.,.,.,.,.,3,.,2,.,1,16
LB16K,101,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",2,.,7,2,8,.,.,.,.,.,.,.,.,.,.,.,.,19
LB16K,110,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",2,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,3
LB16K,180,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",.,3,.,1,4,.,.,.,.,.,.,.,.,.,.,.,.,8
LB16K,300,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",3,6,.,.,2,.,.,.,.,.,1,.,15,.,1,.,2,30
LB16K,340,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,2
LB16K,501,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",.,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,2
LB16K,502,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,3,5
LB17Z,101,Introduction of Therapeutic Substance into Bladder,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
LB18Z,100,Attention to Suprapubic Bladder Catheter,4,1,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,7
LB18Z,101,Attention to Suprapubic Bladder Catheter,5,.,16,2,.,.,.,.,.,.,.,.,.,.,.,.,3,26
LB18Z,171,Attention to Suprapubic Bladder Catheter,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
LB18Z,300,Attention to Suprapubic Bladder Catheter,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,4
LB18Z,320,Attention to Suprapubic Bladder Catheter,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
LB18Z,420,Attention to Suprapubic Bladder Catheter,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB18Z,502,Attention to Suprapubic Bladder Catheter,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
LB19E,100,"Ureteric or Bladder Disorders, without Interventions, with CC Score 5+",4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4
LB19E,300,"Ureteric or Bladder Disorders, without Interventions, with CC Score 5+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2
LB19F,100,"Ureteric or Bladder Disorders, without Interventions, with CC Score 2-4",1,.,.,.,.,1,.,.,.,.,.,.,6,.,.,.,.,8
LB19F,300,"Ureteric or Bladder Disorders, without Interventions, with CC Score 2-4",1,.,.,.,.,.,.,.,.,.,1,.,5,.,.,.,.,7
LB19G,100,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",.,.,.,.,.,1,.,.,.,.,.,.,2,.,2,.,.,5
LB19G,101,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",2,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2,5
LB19G,502,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2
LB20D,300,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, with Interventions, with CC Score 0-3",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
LB20E,100,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 7+",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB20E,101,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 7+",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB20E,300,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 7+",.,6,1,1,11,1,.,.,.,.,.,.,.,.,2,.,15,37
LB20E,340,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 7+",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
LB20E,430,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 7+",.,2,5,.,.,.,.,.,.,.,1,.,.,.,1,.,.,9
LB20F,100,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 2-6",4,1,.,3,1,.,.,.,.,.,.,.,.,.,2,.,.,11
LB20F,101,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 2-6",1,.,4,1,4,.,.,.,.,.,.,.,.,.,.,.,3,13
LB20F,180,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 2-6",.,.,.,.,3,.,.,.,.,.,1,.,.,.,.,.,.,4
LB20F,300,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 2-6",1,44,.,4,7,3,.,.,1,.,1,.,6,.,3,.,22,92
LB20F,301,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 2-6",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
LB20F,340,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 2-6",.,6,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,7
LB20F,430,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 2-6",.,13,.,.,3,.,.,.,.,.,.,.,1,.,.,.,2,19
