HRG Code,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,Northern Ireland Total
FZ21D,"Major Anal Procedures, 19 years and over, with CC Score 0",14,16,.,7,13,21,7,11,.,1,22,1,.,16,2,3,10,.,144
FZ22B,"Intermediate Anal Procedures, 18 years and under",2,3,.,1,2,1,.,2,.,2,1,1,16,4,1,1,5,.,42
FZ22C,"Intermediate Anal Procedures, 19 years and over, with CC Score 3+",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,2
FZ22D,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2",3,2,.,3,5,1,2,3,.,7,6,.,.,5,.,1,15,.,53
FZ22E,"Intermediate Anal Procedures, 19 years and over, with CC Score 0",27,68,.,15,35,57,36,36,.,69,34,4,.,51,4,9,56,.,501
FZ23A,"Minor Anal Procedures, 19 years and over",78,91,.,6,139,63,43,9,.,48,13,6,4,54,63,149,54,24,844
FZ23B,"Minor Anal Procedures, 18 years and under",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,2
FZ24E,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, between 2 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,7
FZ24F,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
FZ24G,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",.,11,.,2,2,1,.,.,.,1,.,.,2,1,1,.,1,12,34
FZ24H,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",9,46,.,14,5,4,4,8,.,.,5,.,53,.,.,.,5,28,181
FZ24J,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",31,55,.,85,14,17,5,10,.,2,24,1,96,.,6,.,13,60,419
FZ27D,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",.,.,.,.,.,2,.,.,.,.,.,.,5,.,.,.,6,.,13
FZ27F,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,2,.,.,1,1,.,1,.,5
FZ27G,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",.,4,.,2,5,2,3,.,.,1,5,.,1,1,2,2,7,.,35
FZ36N,"Gastrointestinal Infections without Interventions, with CC Score 5-7",.,2,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,3
FZ36P,"Gastrointestinal Infections without Interventions, with CC Score 2-4",.,.,.,2,.,.,1,.,.,.,.,.,.,.,.,.,.,.,3
FZ36Q,"Gastrointestinal Infections without Interventions, with CC Score 0-1",3,.,.,.,.,.,3,.,.,.,.,.,5,2,.,.,8,.,21
FZ37P,"Inflammatory Bowel Disease without Interventions, with CC Score 5+",.,3,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5
FZ37Q,"Inflammatory Bowel Disease without Interventions, with CC Score 3-4",.,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,2
FZ37R,"Inflammatory Bowel Disease without Interventions, with CC Score 1-2",2,.,.,.,.,6,1,.,.,8,1,.,15,.,1,.,3,.,37
FZ37S,"Inflammatory Bowel Disease without Interventions, with CC Score 0",320,5,.,.,.,77,90,.,.,44,.,.,"1,252",.,113,11,458,1,"2,371"
FZ38N,"Gastrointestinal Bleed without Interventions, with CC Score 5-8",.,4,.,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16
FZ38P,"Gastrointestinal Bleed without Interventions, with CC Score 0-4",2,2,.,2,1,.,6,1,.,2,1,.,1,2,6,2,2,1,31
FZ42A,"Wireless Capsule Endoscopy, 19 years and over",49,.,.,.,.,.,38,.,.,.,.,.,53,.,.,.,30,.,170
FZ42B,"Wireless Capsule Endoscopy, 18 years and under",1,.,.,.,.,.,8,.,.,.,.,.,6,.,.,.,.,.,15
FZ49G,"Nutritional Disorders without Interventions, with CC Score 2-5",.,.,.,1,.,.,5,.,.,.,.,.,.,.,.,.,1,.,7
FZ49H,"Nutritional Disorders without Interventions, with CC Score 0-1",4,1,.,4,.,.,10,.,.,5,1,1,5,.,.,3,4,2,40
FZ50Z,"Intermediate Large Intestine Procedures, 19 years and over",7,24,.,10,21,26,9,4,.,9,9,3,11,7,9,9,4,1,163
FZ51Z,"Diagnostic Colonoscopy, 19 years and over",721,617,.,775,389,391,468,417,.,601,352,1,527,805,174,193,563,655,"7,649"
FZ52Z,"Diagnostic Colonoscopy with Biopsy, 19 years and over",806,490,.,414,329,154,217,218,.,287,204,.,383,350,106,96,233,279,"4,566"
FZ53Z,"Therapeutic Colonoscopy, 19 years and over","1,068",430,.,368,257,220,285,355,.,343,187,.,286,544,191,185,275,597,"5,591"
FZ54Z,"Diagnostic Flexible Sigmoidoscopy, 19 years and over",272,319,.,379,144,226,268,220,.,306,165,.,211,258,444,487,656,219,"4,574"
FZ55Z,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over",123,129,.,142,53,73,71,38,.,66,70,.,100,62,49,82,103,59,"1,220"
FZ56Z,"Therapeutic Flexible Sigmoidoscopy, 19 years and over",73,56,.,92,19,58,41,21,.,54,16,.,36,133,32,52,48,58,789
FZ57Z,"Diagnostic or Therapeutic, Rigid Sigmoidoscopy, 19 years and over",.,.,.,1,6,3,7,.,.,4,1,.,3,1,1,.,1,.,28
FZ58A,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 2 and 18 years",15,15,.,15,4,12,15,7,.,8,8,.,57,12,8,3,26,4,209
FZ58B,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,.,2
FZ59Z,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over",37,1,.,.,.,1,1,.,.,.,.,.,387,.,.,.,5,.,432
FZ60Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",643,451,.,965,287,309,212,227,.,179,436,4,"1,235",584,169,129,621,317,"6,768"
FZ61Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over","1,794","1,522",.,"1,167",402,338,661,944,.,933,734,1,"1,017",985,796,566,"1,319","1,351","14,530"
FZ62A,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 2 and 18 years",26,22,.,11,5,10,17,13,.,3,9,.,170,13,9,2,32,6,348
FZ62B,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, 1 year and under",.,.,.,.,.,.,.,.,.,.,.,.,15,.,.,.,.,.,15
FZ63Z,Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures,15,18,.,65,32,40,32,15,.,6,47,.,65,48,10,6,45,16,460
FZ64A,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 19 years and over",200,162,.,201,117,172,148,62,.,162,149,.,232,320,67,57,147,94,"2,290"
FZ64B,"Combined Upper and Lower Gastrointestinal Tract Diagnostic Endoscopic Procedures with Biopsy, 18 years and under",3,1,.,.,.,2,.,.,.,1,.,.,99,.,1,.,16,.,123
FZ65Z,Combined Upper and Lower Gastrointestinal Tract Therapeutic Endoscopic Procedures,103,40,.,32,38,32,48,32,.,33,53,.,89,104,15,18,52,26,715
FZ67D,"Major Small Intestine Procedures, 19 years and over, with CC Score 4-6",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ67E,"Major Small Intestine Procedures, 19 years and over, with CC Score 2-3",.,.,.,.,.,1,.,.,.,.,2,.,.,.,.,.,.,.,3
FZ67F,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",.,1,.,1,1,3,.,.,.,.,.,.,.,.,.,.,.,.,6
FZ68H,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
FZ70Z,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over",103,33,.,168,29,34,45,4,.,9,13,.,48,2,17,.,79,8,592
FZ71E,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
FZ71F,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,1,.,.,8,1,4,.,.,.,.,.,.,.,.,.,.,5,.,19
FZ71G,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,7,.,.,21,1,5,3,.,.,.,.,.,2,.,1,.,2,.,42
FZ74F,"Complex Large Intestine Procedures, 19 years and over, with CC Score 0-2",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ76D,"Distal Colon Procedures, 19 years and over, with CC Score 0-2",.,.,.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,2
FZ77E,"Major Large Intestine Procedures, 19 years and over, with CC Score 0",.,4,.,.,.,.,.,.,.,.,6,.,1,1,.,.,.,.,12
FZ78B,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
FZ79E,Complex General Abdominal Procedures with CC Score 0-2,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ81E,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ83K,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
FZ87G,Complex Hernia Procedures with CC Score 0,.,.,.,.,1,1,.,.,.,2,1,.,1,1,.,2,6,.,15
FZ89Z,"Complex Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures",1,.,.,35,.,.,.,.,.,.,.,.,.,.,.,.,2,.,38
FZ90B,Abdominal Pain without Interventions,3,4,.,21,1,3,11,1,.,.,1,.,.,5,2,2,2,2,58
FZ91K,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10",1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,1,4
FZ91L,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",.,2,.,1,.,2,.,.,.,.,.,.,.,2,1,1,3,6,18
FZ91M,"Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",7,21,.,15,3,6,20,5,.,13,7,.,82,20,21,8,21,23,272
FZ92C,"Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ92H,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 5-8",.,2,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,4
FZ92J,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-4",.,.,.,33,.,1,.,.,.,.,.,.,.,.,.,1,5,.,40
FZ92K,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",.,6,.,92,1,2,.,.,.,.,.,.,.,.,1,1,40,1,144
FZ93A,"Endoscopic Insertion of Gastrostomy Tube, 19 years and over",1,1,.,.,1,.,.,.,.,.,.,.,1,.,.,1,2,.,7
FZ93B,"Endoscopic Insertion of Gastrostomy Tube, 18 years and under",.,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,2,.,4
FZ94Z,"Endoscopic Insertion of, Gastrojejunostomy or Jejunostomy Tube",6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,7
FZ95B,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 6-8",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ95C,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 3-5",.,2,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,4
FZ95D,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 0-2",19,10,.,1,.,2,9,.,.,.,4,.,40,.,4,.,8,.,97
FZ96Z,Insertion of Neurostimulator for Treatment of Faecal Incontinence,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
FZ97Z,Insertion of Neurostimulator Electrodes for Treatment of Faecal Incontinence,.,.,.,1,.,.,.,.,.,.,2,.,.,.,.,.,.,.,3
GA03E,"Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
GA04D,"Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-2",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
GA05D,"Very Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-2",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
GA06C,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 2+",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
GA06D,"Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
GA07D,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 1-2",.,.,.,1,.,.,.,.,.,2,.,.,.,.,.,.,.,.,3
GA07E,"Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0",.,.,.,.,1,.,.,.,.,.,1,.,2,.,1,.,.,.,5
GA10G,"Open or Laparoscopic, Cholecystectomy, 18 years and under",.,.,.,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,2
GA10J,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 1-3",.,1,.,3,4,1,2,.,.,.,18,.,.,.,3,.,.,.,32
GA10K,"Laparoscopic Cholecystectomy, 19 years and over, with CC Score 0",.,17,.,9,6,70,10,.,.,.,100,.,.,.,26,.,.,.,238
GA10M,"Open Cholecystectomy, 19 years and over, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1
GA10N,"Open Cholecystectomy, 19 years and over, with CC Score 0",.,.,.,.,1,2,.,.,.,.,.,.,.,.,.,.,.,.,3
GA13A,"Minor, Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC Score 1+",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
GA13B,"Minor, Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC Score 0",.,.,.,.,1,2,.,.,.,.,.,.,.,.,.,.,.,.,3
GB05F,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 5+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
GB05G,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,.,.,.,3,2,.,.,.,.,.,.,.,.,.,.,.,3,.,8
GB05H,Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,1,6,.,3,14,1,.,.,.,1,.,.,.,.,.,.,7,.,33
GB06E,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 6+,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,3
GB06F,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 4-5,2,3,.,.,1,.,.,.,.,.,.,.,.,.,.,.,5,.,11
GB06G,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-3,9,12,.,4,4,2,.,.,.,3,.,.,6,.,.,.,26,.,66
GB06H,Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,47,47,.,45,27,10,.,.,.,7,9,.,65,.,.,.,98,.,355
GB09E,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,3
GB09F,Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1,2,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
GB11Z,Diagnostic Endoscopic Retrograde Cholangiopancreatography,11,16,.,3,11,13,.,.,.,1,.,.,4,.,.,.,7,.,66
GB12Z,"Endoscopic Ultrasound Examination, of Hepatobiliary or Pancreatic Duct, with Biopsy or Cytology",.,.,.,43,.,20,.,.,.,.,.,.,45,.,.,.,.,.,108
GB13Z,"Endoscopic Ultrasound Examination, of Hepatobiliary or Pancreatic Duct",.,.,.,113,.,42,.,.,.,.,.,.,86,.,.,.,.,.,241
GC01F,"Liver Failure Disorders without Interventions, with CC Score 0-4",.,.,.,.,.,.,2,.,.,.,.,.,1,.,.,.,.,.,3
GC12F,"Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-1",.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
GC12G,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 6+",.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
GC12H,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5",.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
GC12J,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2",.,3,.,18,.,1,.,.,.,.,.,.,4,.,.,.,2,.,28
GC12K,"Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0",7,.,.,59,.,1,.,.,.,.,.,.,4,.,.,.,18,.,89
GC17H,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7",.,1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,2
GC17J,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",.,1,.,1,.,.,4,.,.,.,.,.,9,.,1,.,1,.,17
GC17K,"Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",2,1,.,8,1,11,7,.,.,.,6,.,214,1,.,.,10,.,261
GC18B,Non-Obstructive Jaundice with CC Score 0-4,1,.,.,.,.,.,2,.,.,.,.,.,1,.,.,.,2,.,6
HC26D,"Scoliosis or Other Spinal Deformity, with CC Score 3+",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HC26E,"Scoliosis or Other Spinal Deformity, with CC Score 1-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1
HC26F,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,.,.,.,.,1,.,.,8,.,.,.,.,.,.,.,1,.,10
HC27J,"Degenerative Spinal Conditions with Interventions, with CC Score 0-2",.,.,.,.,121,.,.,.,2,.,.,.,.,1,1,.,.,.,125
HC27M,"Degenerative Spinal Conditions without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,2,.,3
HC27N,"Degenerative Spinal Conditions without Interventions, with CC Score 0-2",9,.,3,6,50,5,.,.,53,.,.,1,3,3,.,9,33,.,175
HC28M,"Spinal Cord Conditions without Interventions, with CC Score 0-2",5,.,.,1,1,.,.,.,3,.,.,.,.,.,.,.,1,.,11
HC29A,Inflammatory Spinal Conditions with CC Score 2+,.,.,.,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,11
HC29B,Inflammatory Spinal Conditions with CC Score 0-1,8,20,.,.,.,16,.,.,.,.,.,.,.,.,.,.,13,.,57
HC31N,"Spinal Infection without Interventions, with CC Score 0-2",.,.,.,.,.,10,.,.,.,.,.,.,.,.,.,.,.,.,10
HC32J,"Low Back Pain without Interventions, with CC Score 3-5",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
HC32K,"Low Back Pain without Interventions, with CC Score 0-2",.,.,.,22,.,1,.,.,1,.,2,.,.,1,.,.,3,.,30
HC54C,Major Spinal Reconstructive Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
HC62C,Very Major Extradural Spinal Procedures with CC Score 0-1,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
HC63C,Major Extradural Spinal Procedures with CC Score 0-1,.,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,.,2
HC64C,Intermediate Extradural Spinal Procedures with CC Score 0-1,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,1,.,6
HC65Z,Minor Extradural Spinal Procedures,4,.,.,.,2,.,.,.,19,.,.,.,.,1,.,.,.,.,26
HC70B,Complex Intradural Spinal Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HC71Z,Major Intradural Spinal Procedures,.,.,.,.,3,.,.,.,.,.,.,4,.,.,.,.,1,.,8
HC72A,"Diagnostic Spinal Puncture, 19 years and over",.,.,.,11,.,69,1,.,.,5,.,14,231,.,.,.,23,.,354
HC72B,"Diagnostic Spinal Puncture, between 6 and 18 years",2,.,.,3,.,5,.,.,.,.,.,.,10,.,.,.,.,.,20
HC72C,"Diagnostic Spinal Puncture, 5 years and under",.,.,.,.,.,1,.,.,.,.,.,.,5,.,.,.,.,.,6
HD21D,Soft Tissue Disorders with CC Score 12+,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD21E,Soft Tissue Disorders with CC Score 9-11,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD21F,Soft Tissue Disorders with CC Score 6-8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HD21G,Soft Tissue Disorders with CC Score 3-5,1,.,2,.,.,4,.,.,1,.,.,.,.,.,.,.,2,.,10
HD21H,Soft Tissue Disorders with CC Score 0-2,26,.,28,22,.,30,1,1,7,.,5,1,.,7,.,2,28,.,158
HD23E,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 9-11",.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2
HD23F,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 7-8",.,2,.,.,.,6,1,.,.,.,.,.,.,.,.,.,.,.,9
HD23G,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 5-6",.,16,.,.,.,44,.,.,.,.,.,.,.,.,.,.,.,.,60
HD23H,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",.,22,5,.,.,90,.,.,.,.,.,.,.,1,.,.,4,.,122
HD23J,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",567,791,24,14,.,325,.,.,.,.,2,.,38,7,.,.,417,.,"2,185"
HD24D,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 12+",.,.,.,2,.,.,.,.,1,.,.,.,.,.,.,.,1,.,4
HD24E,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 8-11",.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,3
HD24F,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",.,2,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,4
HD24G,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",3,6,1,1,.,5,2,.,4,1,.,.,.,1,.,.,5,.,29
HD24H,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",22,17,4,.,3,22,.,.,21,2,.,.,2,3,.,.,13,.,109
HD25D,"Infections of Bones or Joints, with CC Score 13+",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD25F,"Infections of Bones or Joints, with CC Score 5-8",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1,.,2
HD25G,"Infections of Bones or Joints, with CC Score 2-4",.,.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
HD25H,"Infections of Bones or Joints, with CC Score 0-1",.,.,.,.,.,4,15,.,1,.,.,.,.,.,.,.,.,.,20
HD26F,"Musculoskeletal Signs or Symptoms, with CC Score 4-7",.,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
HD26G,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",2,.,7,3,.,8,.,.,2,.,.,.,.,1,.,.,1,.,24
HD39G,Pathological Fractures with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HD39H,Pathological Fractures with CC Score 0-2,.,2,.,.,.,1,.,.,1,.,.,.,.,.,.,.,1,.,5
HD40F,"Malignancy, of Bone or Connective Tissue, with CC Score 5-7",.,3,.,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22
HD40G,"Malignancy, of Bone or Connective Tissue, with CC Score 2-4",25,29,.,88,.,3,.,.,.,.,.,.,.,.,.,.,23,.,168
HD40H,"Malignancy, of Bone or Connective Tissue, with CC Score 0-1",155,17,.,112,.,.,.,.,.,.,.,.,.,.,.,9,56,.,349
HE12D,"Other Injury of Hip without Interventions, with CC Score 3-5",.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
HE12E,"Other Injury of Hip without Interventions, with CC Score 0-2",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HE32E,"Other Injury of Foot without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,1
HE41D,"Hand Fracture without Interventions, with CC Score 0",.,.,.,.,.,.,.,1,.,.,.,.,1,.,.,.,.,.,2
HE51H,"Arm Fracture without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,.,2
HE52F,"Other Injury of Arm without Interventions, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
HE82D,"Other Complications of, Internal Orthopaedic Prosthetic Devices, Implants or Grafts with CC Score 0-1",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HE83C,"Early Complications of Trauma or Injury of Non-Specific Joint Site, with CC Score 0-1",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
HN13F,"Major Hip Procedures for Non-Trauma, 19 years and over, with CC Score 0",.,.,.,.,.,1,.,.,1,.,.,.,.,.,.,.,.,.,2
HN13H,"Major Hip Procedures for Non-Trauma, 18 years and under, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
HN14C,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HN14E,"Intermediate Hip Procedures for Non-Trauma, 19 years and over, with CC Score 0",4,.,.,.,.,4,.,.,6,.,.,.,2,.,.,.,.,.,16
HN14F,"Intermediate Hip Procedures for Non-Trauma, between 6 and 18 years, with CC Score 1+",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HN14G,"Intermediate Hip Procedures for Non-Trauma, between 6 and 18 years, with CC Score 0",.,.,.,.,.,.,.,.,4,.,.,.,1,.,.,.,.,.,5
HN14H,"Intermediate Hip Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,3
HN15A,"Minor Hip Procedures for Non-Trauma, 19 years and over",1,.,.,.,.,1,.,.,4,.,.,.,5,2,.,.,5,.,18
