HRG Code,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Mid Ulster,Royal,South Tyrone,South West Acute,Tyrone County,Ulster,Northern Ireland Average
HN43A,"Major Hand Procedures for Non-Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,771","1,771"
HN43B,"Major Hand Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","1,821",.,.,.,"2,683",.,.,.,.,.,.,.,.,.,.,.,"1,745","1,948"
HN43C,"Major Hand Procedures for Non-Trauma, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,987","1,987"
HN44A,"Intermediate Hand Procedures for Non-Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"2,254",.,.,.,"1,430","1,704"
HN44B,"Intermediate Hand Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","1,821",.,.,.,"1,347",.,.,.,.,.,.,.,"1,323",.,.,.,"1,520","1,518"
HN44C,"Intermediate Hand Procedures for Non-Trauma, between 6 and 18 years",.,.,.,.,"1,432",.,.,.,.,.,.,.,.,.,.,.,"1,232","1,282"
HN44D,"Intermediate Hand Procedures for Non-Trauma, 5 years and under",.,.,.,.,.,.,.,.,.,.,.,.,"2,261",.,.,.,"1,430","1,845"
HN45A,"Minor Hand Procedures for Non-Trauma, 19 years and over","1,389",.,.,.,"1,187",.,.,.,.,.,.,.,.,.,.,.,"1,451","1,403"
HN45B,"Minor Hand Procedures for Non-Trauma, between 6 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,547","1,547"
HN53C,Major Shoulder Procedures for Non-Trauma with CC Score 0-1,"3,249",.,.,.,"4,037",.,.,.,.,.,.,.,"1,207",.,.,.,.,"2,425"
HN54A,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,921,921
HN54C,"Intermediate Shoulder Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","1,821",.,.,.,"1,761",.,.,.,.,.,.,.,"1,287",.,.,.,"1,270","1,553"
HN54D,"Intermediate Shoulder Procedures for Non-Trauma, 18 years and under",.,.,.,.,"1,649",.,.,.,.,.,.,.,.,.,.,.,.,"1,649"
HN55Z,Minor Shoulder Procedures for Non-Trauma,"2,252",.,.,.,"2,170",.,.,.,.,.,.,.,.,.,.,.,"1,360","1,927"
HN56Z,Minimal Shoulder Procedures,"1,389",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,389"
HN63B,Major Elbow Procedures for Non-Trauma with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,"3,482",.,.,.,"1,775","2,344"
HN64A,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 2+",.,.,.,.,"1,349",.,.,.,.,.,.,.,.,.,.,.,.,"1,349"
HN64B,"Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 0-1","1,821",.,.,.,"2,241",.,.,.,.,.,.,.,.,.,.,.,"1,337","1,615"
HN64C,"Intermediate Elbow Procedures for Non-Trauma, between 6 and 18 years",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,152","1,152"
HN65Z,Minor Elbow Procedures for Non-Trauma,.,"10,075",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,075"
HN66Z,Minimal Elbow Procedures,"1,389",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,389"
HN81C,"Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 4-5",.,.,.,.,"4,424",.,.,.,.,.,.,.,.,.,.,.,.,"4,424"
HN81D,"Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 2-3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,619","1,619"
HT12B,Very Major Hip Procedures for Trauma with CC Score 9-11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,863","2,863"
HT12C,Very Major Hip Procedures for Trauma with CC Score 6-8,.,.,.,.,"4,932",.,.,.,.,.,.,.,"2,997",.,.,.,"2,051","3,327"
HT12D,Very Major Hip Procedures for Trauma with CC Score 3-5,.,.,.,.,"4,358",.,.,.,.,.,.,.,"10,734",.,.,.,"2,051","4,711"
HT12E,Very Major Hip Procedures for Trauma with CC Score 0-2,"3,680",.,.,.,"4,490",.,.,.,.,.,.,.,"7,181",.,.,.,"2,051","4,462"
HT13D,Major Hip Procedures for Trauma with CC 3-5,"2,252",.,.,.,"2,505",.,.,.,.,.,.,.,.,.,.,.,"1,749","2,169"
HT13E,Major Hip Procedures for Trauma with CC 0-2,"2,900",.,.,.,"3,511",.,.,.,.,.,.,.,.,.,.,.,"1,749","3,263"
HT14C,Intermediate Hip Procedures for Trauma with CC Score 0-1,"1,821",.,.,.,"2,209",.,.,.,.,.,.,.,"3,060",.,.,.,.,"2,325"
HT22C,Very Major Knee Procedures for Trauma with CC Score 0-1,"3,548",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,548"
HT23D,"Major Knee Procedures for Trauma, 19 years and over, with CC Score 0",.,.,.,.,"3,213",.,.,.,.,.,.,.,"4,043",.,.,.,"1,619","3,221"
HT24A,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 2+",.,.,.,.,.,.,.,.,.,.,.,.,"4,328",.,.,.,.,"4,328"
HT24C,"Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 0","1,821",.,.,.,"1,618",.,.,.,.,.,.,.,"3,270",.,.,.,"1,430","2,399"
HT24D,"Intermediate Knee Procedures for Trauma, 18 years and under","2,252",.,.,.,.,.,.,.,.,.,.,.,"4,152",.,.,.,"1,078","3,323"
HT25Z,Minor Knee Procedures for Trauma,"1,389",.,.,.,976,.,.,.,.,.,.,.,"2,236",.,.,.,.,"1,885"
HT32C,Very Major Foot Procedures for Trauma with CC Score 0-1,"3,770",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,770"
HT33A,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,"4,148",.,.,.,.,"4,148"
HT33C,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 1","3,230",.,.,.,.,.,.,.,.,.,.,.,"4,148",.,.,.,.,"3,505"
HT33D,"Major Foot Procedures for Trauma, 19 years and over, with CC Score 0","3,199",.,.,.,"2,583",.,.,.,.,.,.,.,"4,506",.,.,.,"1,625","3,071"
HT33E,"Major Foot Procedures for Trauma, 18 years and under","2,252",.,.,.,"2,039",.,.,.,.,.,.,.,"2,957",.,.,.,.,"2,449"
HT34C,"Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 1","1,821",.,.,.,"1,380",.,.,.,.,.,.,.,"3,067",.,.,.,.,"2,334"
HT34D,"Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 0","2,120",.,.,.,"1,562",.,.,.,.,.,.,.,"3,112",.,.,.,"1,958","2,122"
HT34E,"Intermediate Foot Procedures for Trauma, 18 years and under","1,821",.,.,.,.,.,.,.,.,.,.,.,"1,758",.,.,.,"1,397","1,698"
HT35Z,Minor Foot Procedures for Trauma,"2,252",.,.,.,"1,416",.,.,.,.,.,.,.,.,.,.,.,.,"1,583"
HT42B,Very Major Hand Procedures for Trauma with CC Score 0-1,"2,833",.,.,.,"1,993",.,.,.,.,.,.,.,"5,509",.,.,.,"1,895","2,564"
HT43A,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 4+","2,596",.,.,.,"3,068",.,.,.,.,.,.,.,.,.,.,.,"1,902","2,367"
HT43B,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 2-3",.,.,.,.,"2,263",.,.,.,.,.,.,.,"3,017",.,.,.,"1,820","2,015"
HT43C,"Major Hand Procedures for Trauma, 19 years and over, with CC Score 0-1","2,636",.,.,.,"2,581",.,.,.,.,.,.,.,"3,302",.,.,.,"1,855","2,182"
HT43D,"Major Hand Procedures for Trauma, between 6 and 18 years","2,466",.,.,.,"2,220",.,.,.,.,.,.,.,"3,353",.,.,.,"1,729","2,411"
HT43E,"Major Hand Procedures for Trauma, 5 years and under","3,249",.,.,.,.,.,.,.,.,.,.,.,"3,374",.,.,.,"1,720","2,526"
HT44A,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 4+",.,.,.,.,.,.,.,.,866,.,.,.,.,.,.,.,"1,430","1,148"
HT44B,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 2-3","1,821",.,.,.,.,.,"1,121",.,.,.,.,.,.,.,.,.,"1,430","1,434"
HT44C,"Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 0-1","1,914",367,.,.,"1,568",.,.,"2,642",.,.,227,.,"1,450",.,.,.,"1,505","1,527"
HT44D,"Intermediate Hand Procedures for Trauma, between 6 and 18 years","1,812",.,.,.,"1,569",.,.,.,.,.,.,.,"1,561",.,.,.,"1,280","1,530"
HT44E,"Intermediate Hand Procedures for Trauma, 5 years and under","1,821",.,.,.,.,.,.,.,.,.,.,.,"1,264",.,.,.,"1,267","1,358"
HT45Z,Minor Hand Procedures for Trauma,"1,821",.,.,.,"1,297",.,.,.,.,.,.,.,"1,951",.,.,.,"1,432","1,455"
HT52B,Very Major Shoulder Procedures for Trauma with CC Score 2-3,.,.,.,.,"4,313",.,.,.,.,.,.,.,.,.,.,.,.,"4,313"
HT53B,"Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 2-3","3,249",.,.,.,.,.,.,.,.,.,.,.,"4,407",.,.,.,.,"3,828"
HT53C,"Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 1",.,.,.,.,"4,455",.,.,.,.,.,.,.,"3,240",.,.,.,.,"4,050"
HT53D,"Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 0","2,751",.,.,.,"2,909",.,.,"3,631",.,.,.,.,"3,912",.,.,.,.,"3,061"
HT53E,"Major Shoulder Procedures for Trauma, 18 years and under","3,249",.,.,.,.,.,.,.,.,.,.,.,"4,901",.,.,.,.,"4,075"
HT54A,Intermediate Shoulder Procedures for Trauma with CC Score 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,921,921
HT54B,Intermediate Shoulder Procedures for Trauma with CC Score 2-3,"1,821",.,.,.,"1,000",.,.,.,770,.,.,.,947,.,.,.,.,"1,041"
HT54C,Intermediate Shoulder Procedures for Trauma with CC Score 1,"1,893",367,.,.,"1,427",.,.,.,.,.,.,.,"1,274",.,.,.,856,"1,466"
HT54D,Intermediate Shoulder Procedures for Trauma with CC Score 0,"1,875",367,.,.,"1,447",.,.,.,.,.,.,.,"1,012",.,.,.,"1,078","1,328"
HT55Z,Minor Shoulder Procedures for Trauma,.,.,.,.,"2,300",.,.,.,.,.,.,.,.,.,.,.,.,"2,300"
HT62B,Very Major Elbow Procedures for Trauma with CC score 0-1,"3,774",.,.,.,.,.,.,.,.,.,.,.,"4,969",.,.,.,"2,184","4,107"
HT63C,"Major Elbow Procedures for Trauma, 19 years and over, with CC Score 1","3,249",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,933","2,371"
HT63D,"Major Elbow Procedures for Trauma, 19 years and over, with CC Score 0","3,195",.,.,.,"2,714",.,.,.,.,.,.,.,"3,582",.,.,.,"1,902","2,652"
HT63E,"Major Elbow Procedures for Trauma, between 6 and 18 years","2,519",.,.,.,"2,426",.,.,.,.,.,.,.,"3,604",.,.,.,"1,690","2,703"
HT63F,"Major Elbow Procedures for Trauma, 5 years and under","2,296",.,.,.,.,.,.,.,.,.,.,.,"3,281",.,.,.,"1,694","2,667"
HT64A,"Intermediate Elbow Procedures for Trauma, 19 years and over, with CC Score 1+",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,430","1,430"
HT64B,"Intermediate Elbow Procedures for Trauma, 19 years and over, with CC Score 0","2,067",.,.,.,"1,959",.,.,"2,258",.,.,.,.,"1,656",.,.,.,"1,566","1,839"
HT64C,"Intermediate Elbow Procedures for Trauma, between 6 and 18 years","1,890",.,.,.,"1,174",.,.,.,.,.,.,.,"1,903",.,.,.,"1,107","1,749"
HT64D,"Intermediate Elbow Procedures for Trauma, 5 years and under","1,869",.,.,.,.,.,.,.,.,.,.,.,"1,666",.,.,.,"1,127","1,687"
HT65Z,Minor Elbow Procedures for Trauma,"1,821",.,.,.,633,.,.,.,.,.,.,.,.,.,.,.,.,"1,425"
HT81D,"Complex, Hip or Knee Procedures for Trauma, with CC Score 0-3",.,.,.,.,"9,281",.,.,.,.,.,.,.,.,.,.,.,.,"9,281"
HT86A,"Complex, Foot, Hand, Shoulder or Elbow Procedures for Trauma, with CC Score 4+",.,.,.,.,.,.,.,.,.,.,.,.,"6,524",.,.,.,.,"6,524"
HT86C,"Complex, Foot, Hand, Shoulder or Elbow Procedures for Trauma, with CC Score 0-1","2,585",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,658","3,014"
JA12E,"Malignant Breast Disorders with Interventions, with CC Score 3-6",.,.,965,.,.,.,.,.,.,.,.,.,.,.,.,.,.,965
JA12G,"Malignant Breast Disorders without Interventions, with CC Score 9+",446,401,.,468,397,.,.,.,.,.,.,.,.,.,.,.,364,412
JA12H,"Malignant Breast Disorders without Interventions, with CC Score 6-8",.,373,497,.,376,.,.,.,.,.,327,.,548,440,.,.,364,407
JA12J,"Malignant Breast Disorders without Interventions, with CC Score 4-5",446,.,662,.,376,.,.,.,.,.,.,.,.,.,514,.,364,512
JA12K,"Malignant Breast Disorders without Interventions, with CC Score 2-3",446,381,662,.,392,291,.,.,.,.,.,.,374,.,.,.,364,462
JA12L,"Malignant Breast Disorders without Interventions, with CC Score 0-1",.,.,654,.,439,.,.,.,.,.,.,.,.,.,.,.,364,591
JA13B,"Non-Malignant Breast Disorders without Interventions, with CC Score 4+",.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,364,368
JA13C,"Non-Malignant Breast Disorders without Interventions, with CC Score 0-3",446,444,.,549,428,.,.,.,.,.,.,.,390,.,.,498,538,447
JA20F,Unilateral Major Breast Procedures with CC Score 0-2,.,399,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,399
JA34Z,Unilateral Delayed Free Perforator Flap Breast Reconstruction,.,.,.,.,"1,264",.,.,.,.,.,.,.,.,.,.,.,.,"1,264"
JA43B,Unilateral Intermediate Breast Procedures with CC Score 0-2,.,.,"2,577",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,577"
JA45Z,Unilateral Minor Breast Procedures,.,838,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,838
JB31B,Intermediate Burn (TBSA of 20-59%) with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,"3,111",.,.,.,.,"3,111"
JB31C,Intermediate Burn (TBSA of 20-59%) without Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,364,364
JB32A,Minor Burn (TBSA of less than 20%) with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,.,"2,600",.,.,.,.,"2,600"
JB32B,Minor Burn (TBSA of less than 20%) with Other Skin Procedure,"1,389",.,.,.,.,"1,401",.,.,.,.,.,.,"2,198",.,.,.,.,"2,038"
JB32C,Minor Burn (TBSA of less than 20%) without Skin Procedure,446,431,.,508,860,818,.,.,.,.,.,.,678,.,656,.,.,657
JB33A,Other Burn with Skin Graft,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,430","1,430"
JB33B,Other Burn with Other Skin Procedure,.,.,.,.,.,.,.,.,.,.,.,.,"2,096",.,.,.,"1,430","1,963"
JB33C,Other Burn without Skin Procedure,489,422,.,.,668,571,.,.,370,.,269,.,396,.,.,.,845,484
JC41Z,Major Skin Procedures,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,430","1,430"
JC42A,"Intermediate Skin Procedures, 13 years and over","1,495",776,642,"1,079","1,318","1,130",.,.,.,.,392,.,465,.,"2,634",.,"1,351","1,244"
JC42B,"Intermediate Skin Procedures, 12 years and under","1,776",783,.,.,"1,692",.,.,.,.,.,.,.,"1,016",.,"2,719",.,"1,404","1,422"
JC43A,"Minor Skin Procedures, 13 years and over","1,169",423,896,"1,015","1,106","1,275",.,.,929,.,.,.,792,.,"2,490",.,"1,228","1,095"
JC43B,"Minor Skin Procedures, 12 years and under","1,843",777,.,.,.,.,.,.,.,.,.,.,"1,296",.,"1,573",.,"1,225","1,298"
JC47B,"Phototherapy or Photochemotherapy, 12 years and under",.,.,.,714,.,.,.,.,.,.,.,.,688,.,.,.,570,636
JD07C,"Skin Disorders with Interventions, with CC Score 4-7",.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,.,376
JD07D,"Skin Disorders with Interventions, with CC Score 0-3","1,677",514,"1,665","1,120","1,099",861,.,.,.,.,.,.,537,.,"2,031",.,921,929
JD07E,"Skin Disorders without Interventions, with CC Score 19+",.,.,682,.,376,.,.,.,.,.,.,.,.,.,.,.,364,494
JD07F,"Skin Disorders without Interventions, with CC Score 14-18",.,401,600,.,429,452,.,.,370,.,.,.,354,.,514,.,364,442
JD07G,"Skin Disorders without Interventions, with CC Score 10-13",447,393,520,468,465,452,.,.,370,.,347,.,385,.,567,.,364,416
JD07H,"Skin Disorders without Interventions, with CC Score 6-9",446,478,506,.,380,291,.,.,367,.,339,.,397,.,538,.,364,414
JD07J,"Skin Disorders without Interventions, with CC Score 2-5",447,390,518,473,422,336,515,.,397,.,335,.,405,.,532,498,374,413
JD07K,"Skin Disorders without Interventions, with CC Score 0-1",446,387,476,586,657,336,515,"1,555",370,.,304,.,353,.,569,498,407,436
KA05D,Anterior Pituitary Disorders with CC Score 0-1,.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,.,376
KA06C,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+",491,373,.,468,.,.,.,.,.,.,.,.,.,.,.,.,.,448
KA06D,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3",446,392,.,468,.,291,.,.,.,.,330,.,372,.,656,.,364,407
KA06E,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",446,384,.,.,376,.,.,.,.,.,.,.,.,.,.,.,364,395
KA07A,Non-Surgical Thyroid Disorders with CC Score 4+,512,.,.,.,376,.,.,.,.,.,344,.,388,.,514,.,364,422
KA07B,Non-Surgical Thyroid Disorders with CC Score 2-3,446,428,.,.,.,.,.,.,.,.,392,.,402,.,514,.,.,414
KA07C,Non-Surgical Thyroid Disorders with CC Score 0-1,459,367,667,471,387,.,.,.,370,.,488,.,431,.,514,.,380,437
KA08A,Other Endocrine Disorders with CC Score 4+,446,395,.,468,.,291,.,.,370,.,341,.,382,.,542,.,364,406
KA08B,Other Endocrine Disorders with CC Score 2-3,446,381,439,468,376,.,515,.,.,.,344,.,377,.,514,.,364,391
KA08C,Other Endocrine Disorders with CC Score 0-1,446,395,.,468,376,291,.,.,.,.,351,.,414,.,514,.,364,389
KA09E,Thyroid Procedures with CC Score 0-1,"3,518",.,.,.,"3,801",.,.,.,.,.,.,.,.,.,.,.,.,"3,660"
KB01C,"Diabetes with Hypoglycaemic Disorders, with CC Score 8+",.,396,515,.,376,558,.,.,370,.,344,.,379,.,.,.,364,394
KB01D,"Diabetes with Hypoglycaemic Disorders, with CC Score 5-7",458,380,.,468,376,.,.,.,370,.,366,.,416,.,514,.,369,408
KB01E,"Diabetes with Hypoglycaemic Disorders, with CC Score 3-4",446,375,586,468,376,291,.,.,370,.,338,.,383,.,514,.,364,395
KB01F,"Diabetes with Hypoglycaemic Disorders, with CC Score 0-2",446,389,429,468,445,291,.,.,.,.,334,.,419,.,561,.,364,408
KB02G,"Diabetes with Hyperglycaemic Disorders, with CC Score 8+",446,392,623,468,376,431,.,.,370,.,.,.,392,.,514,.,364,409
KB02H,"Diabetes with Hyperglycaemic Disorders, with CC Score 5-7",457,395,.,468,381,291,515,.,370,.,343,.,396,.,532,.,372,402
KB02J,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",449,387,466,469,376,291,515,.,370,.,341,.,404,.,525,.,364,402
KB02K,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",449,396,433,468,413,308,515,.,370,.,348,.,400,.,530,.,363,400
KB03C,"Diabetes with Lower Limb Complications, with CC Score 9+",.,401,525,.,.,291,.,.,680,.,.,.,.,.,.,.,.,450
KB03D,"Diabetes with Lower Limb Complications, with CC Score 5-8",446,401,.,.,407,.,.,.,.,.,344,.,370,.,.,.,364,396
KB03E,"Diabetes with Lower Limb Complications, with CC Score 0-4",446,384,.,.,428,389,.,.,.,.,338,.,.,.,514,.,364,408
KC04A,Inborn Errors of Metabolism with CC Score 3+,484,.,.,.,.,.,.,.,370,.,330,.,367,.,514,.,364,438
KC04B,Inborn Errors of Metabolism with CC Score 0-2,561,.,584,.,376,291,.,.,.,.,354,.,398,.,.,.,527,475
KC05J,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 10+",446,386,600,.,382,462,.,.,.,.,344,.,377,.,514,.,364,434
KC05K,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",440,388,562,468,376,431,515,.,370,.,364,.,381,.,530,.,366,409
KC05L,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",447,391,541,473,390,291,539,.,399,.,355,.,390,.,522,.,363,399
KC05M,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",474,386,536,470,415,379,515,.,370,.,349,.,386,.,540,.,365,401
KC05N,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",458,392,446,469,448,291,515,.,370,.,351,.,388,.,514,498,415,399
LA02A,"Kidney Transplant, 19 years and over, from Cadaver Heart-Beating Donor",.,.,"9,738",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,738"
LA04M,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,373,.,.,.,.,373
LA04N,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 13+",.,.,.,.,376,.,.,.,.,.,.,.,371,.,.,.,364,371
LA04P,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",431,378,556,.,376,291,.,.,370,.,356,.,377,.,542,.,362,393
LA04Q,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",450,383,500,468,380,388,515,.,368,.,352,.,385,.,534,.,364,397
LA04R,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",445,388,507,480,407,351,515,.,370,.,347,.,386,440,546,.,368,402
LA04S,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",450,392,510,516,442,334,515,.,368,.,339,.,380,.,567,498,366,403
LA05Z,Renal Replacement Peritoneal Dialysis Associated Procedures,.,.,683,.,.,.,.,.,.,.,.,.,.,.,.,.,.,683
LA07J,"Acute Kidney Injury with Interventions, with CC Score 6-10",.,.,.,.,376,.,.,.,.,.,.,.,.,.,.,.,.,376
LA07K,"Acute Kidney Injury with Interventions, with CC Score 0-5",.,.,"1,052",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,052"
LA07L,"Acute Kidney Injury without Interventions, with CC Score 12+",.,385,.,.,376,.,.,.,.,.,.,.,400,.,.,.,364,384
LA07M,"Acute Kidney Injury without Interventions, with CC Score 8-11",522,385,555,.,376,371,.,.,370,.,345,.,366,.,542,.,364,416
LA07N,"Acute Kidney Injury without Interventions, with CC Score 4-7",512,384,531,475,394,382,515,.,370,.,351,.,384,.,521,.,368,412
LA07P,"Acute Kidney Injury without Interventions, with CC Score 0-3",492,390,613,478,410,432,515,.,370,.,354,.,381,.,566,.,362,411
LA08K,"Chronic Kidney Disease without Interventions, with CC Score 11+",.,373,515,.,.,.,.,.,.,.,.,.,.,.,.,.,.,434
LA08L,"Chronic Kidney Disease without Interventions, with CC Score 8-10",446,338,682,.,.,452,.,.,.,.,.,.,366,.,514,.,422,481
LA08M,"Chronic Kidney Disease without Interventions, with CC Score 5-7",491,405,671,468,.,452,.,.,.,.,344,.,.,.,.,.,379,479
LA08N,"Chronic Kidney Disease without Interventions, with CC Score 3-4",481,364,682,474,.,430,.,.,.,.,.,.,366,.,.,.,382,486
LA08P,"Chronic Kidney Disease without Interventions, with CC Score 0-2",.,.,669,.,.,.,.,.,.,.,.,.,"1,889",.,.,.,.,732
LA09M,"General Renal Disorders without Interventions, with CC Score 9+",.,401,.,.,.,.,.,.,.,.,.,.,.,.,514,.,.,439
LA09N,"General Renal Disorders without Interventions, with CC Score 6-8",446,363,628,549,439,.,.,.,.,.,334,.,366,.,.,.,364,484
LA09P,"General Renal Disorders without Interventions, with CC Score 3-5",470,384,589,.,386,291,515,.,370,.,321,.,424,.,514,.,368,409
LA09Q,"General Renal Disorders without Interventions, with CC Score 0-2",455,395,613,619,421,361,515,.,370,.,307,.,350,.,550,.,376,389
LB06N,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 13+",.,.,682,.,376,.,.,.,.,.,.,.,.,.,.,.,.,551
LB06P,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12",.,394,559,664,392,.,.,.,.,.,.,.,366,.,.,.,364,404
LB06Q,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6",503,384,555,508,376,.,.,.,.,.,.,.,368,.,514,.,364,395
LB06R,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3",474,430,590,549,481,.,.,.,.,.,340,.,376,.,.,.,372,429
LB06S,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1",489,.,570,.,805,452,.,.,370,.,.,.,366,.,.,.,443,501
LB09D,"Intermediate Endoscopic Ureter Procedures, 19 years and over","1,491",401,"1,756","1,307","2,086",.,.,.,.,.,.,.,.,.,.,.,867,"1,378"
LB13F,Major Endoscopic Bladder Procedures with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,188","1,188"
LB14Z,Intermediate Endoscopic Bladder Procedures,805,.,.,"1,567",.,.,.,.,.,.,.,.,.,.,.,.,.,995
LB15D,"Minor Bladder Procedures, 18 years and under",745,.,.,.,415,818,.,.,.,.,.,.,778,.,.,.,952,773
LB15E,"Minor Bladder Procedures, 19 years and over",793,453,635,681,697,678,894,.,790,.,391,.,"1,041",.,"1,458",.,862,690
LB16G,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 8+",424,351,.,.,376,389,.,.,.,.,.,.,.,.,514,.,364,399
LB16H,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 5-7",446,399,559,626,376,389,.,.,.,.,308,.,366,.,561,.,364,462
LB16J,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4",452,395,591,492,442,340,.,.,.,.,344,.,445,.,638,.,372,438
LB16K,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1",480,468,617,577,577,389,.,.,.,.,335,.,393,.,609,.,493,493
LB17Z,Introduction of Therapeutic Substance into Bladder,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,099","1,099"
LB18Z,Attention to Suprapubic Bladder Catheter,"1,087",423,632,899,.,.,.,.,721,.,.,.,778,.,"2,152",.,913,891
LB19E,"Ureteric or Bladder Disorders, without Interventions, with CC Score 5+",446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,364,419
LB19F,"Ureteric or Bladder Disorders, without Interventions, with CC Score 2-4",446,.,.,.,.,389,.,.,.,.,344,.,379,.,.,.,.,386
LB19G,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1",503,.,585,.,.,389,.,.,.,.,.,.,396,.,656,.,456,503
