HRG,Spec,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,N. Ireland Total Cost
HB19Z,410,Minimal Hip Procedures for Non-Trauma,.,.,"43,410",.,.,"14,894",.,.,.,.,.,.,.,"1,515",.,.,.,.,"59,819"
HB21C,110,"Major Knee Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,"16,759",.,.,.,.,.,.,.,.,.,"16,759"
HB22B,110,"Major Knee Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,"2,422",.,.,.,.,.,.,.,.,.,"2,422"
HB22C,110,"Major Knee Procedures for Non-Trauma, Category 1, without CC","6,440",.,.,.,.,"7,374",.,.,"206,108",.,.,.,"2,754",.,.,.,.,.,"222,676"
HB22C,191,"Major Knee Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,.,.,.,.,.,386,.,.,.,.,386
HB23B,110,"Intermediate Knee Procedures for Non-Trauma, with CC",.,.,.,.,.,"5,561",.,"1,729","42,447",.,.,.,.,.,.,.,.,.,"49,737"
HB23B,410,"Intermediate Knee Procedures for Non-Trauma, with CC",.,.,"1,094",.,.,917,.,.,.,.,.,.,.,.,.,.,.,.,"2,011"
HB23C,110,"Intermediate Knee Procedures for Non-Trauma, without CC","108,453",.,.,.,.,"225,061",.,"3,458","826,175",.,.,.,"26,441",.,.,.,.,.,"1,189,588"
HB23C,160,"Intermediate Knee Procedures for Non-Trauma, without CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,147",.,"1,147"
HB23C,300,"Intermediate Knee Procedures for Non-Trauma, without CC",.,.,.,.,.,"1,843",.,.,.,619,.,.,.,.,.,.,.,.,"2,463"
HB23C,410,"Intermediate Knee Procedures for Non-Trauma, without CC",.,.,"12,038",.,.,"10,770",.,.,"2,352",.,.,.,.,.,.,.,.,.,"25,160"
HB24B,110,"Minor Knee Procedures for Non-Trauma, Category 2, with CC",.,.,.,.,.,"1,244",.,.,"5,376",.,.,.,.,.,.,.,.,.,"6,621"
HB24C,100,"Minor Knee Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,572,.,.,.,.,.,.,.,.,.,.,.,"1,834",.,"2,407"
HB24C,110,"Minor Knee Procedures for Non-Trauma, Category 2, without CC","33,661",.,.,.,.,"16,926",.,.,"109,129",.,.,.,"16,960",.,.,.,"1,830",.,"178,506"
HB24C,160,"Minor Knee Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,375",.,"3,375"
HB24C,300,"Minor Knee Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,.,614,.,.,.,.,.,.,.,.,.,.,.,.,614
HB24C,410,"Minor Knee Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,.,"1,375",.,.,.,.,.,.,.,.,.,.,.,.,"1,375"
HB25E,110,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, with Intermediate CC","1,257",.,.,.,.,.,.,.,"2,938",.,.,.,.,.,.,.,.,.,"4,195"
HB25F,100,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, without CC",.,.,.,.,"2,103","1,385",.,.,.,863,934,.,.,.,.,.,.,.,"5,285"
HB25F,110,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, without CC","8,236",.,.,.,.,"4,170",.,"1,729","40,490",.,.,.,"7,010",.,.,.,.,.,"61,635"
HB25F,191,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, without CC",.,.,.,.,.,.,.,.,.,.,.,246,.,.,.,.,.,.,246
HB25H,110,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, with Intermediate CC",.,.,.,.,.,.,.,.,"1,951",.,.,.,.,.,.,.,.,.,"1,951"
HB25J,110,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, without CC","1,257",.,.,.,.,.,.,"1,729","8,354",.,.,.,"7,033",.,.,.,.,.,"18,374"
HB29Z,110,Minimal Knee Procedures for Non-Trauma,"10,390",.,.,.,.,"93,387",.,.,"115,183",.,.,.,"2,833",.,.,.,.,.,"221,793"
HB29Z,191,Minimal Knee Procedures for Non-Trauma,.,.,.,.,783,.,.,.,.,.,"1,642",.,.,.,.,.,.,.,"2,425"
HB29Z,300,Minimal Knee Procedures for Non-Trauma,.,.,.,.,.,"1,843",376,.,.,.,.,.,.,.,.,.,.,.,"2,219"
HB29Z,410,Minimal Knee Procedures for Non-Trauma,.,.,"53,989",.,.,"26,580",.,.,"1,821",.,.,.,.,"1,515",.,.,.,.,"83,905"
HB31Z,110,Major Foot Procedures for Non-Trauma,"2,669",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,669"
HB32A,110,"Intermediate Foot Procedures for Non-Trauma, Category 2, 19 years and over","5,747",.,.,.,.,.,.,.,"11,466",.,.,.,.,.,.,.,.,.,"17,213"
HB32A,160,"Intermediate Foot Procedures for Non-Trauma, Category 2, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,147",.,"1,147"
HB32A,300,"Intermediate Foot Procedures for Non-Trauma, Category 2, 19 years and over",.,.,.,863,.,.,.,.,.,.,.,.,.,.,.,.,.,.,863
HB32A,361,"Intermediate Foot Procedures for Non-Trauma, Category 2, 19 years and over",.,240,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,240
HB33D,100,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, with CC",.,.,.,.,.,"1,350",.,.,.,.,.,.,.,.,.,.,.,.,"1,350"
HB33D,110,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, with CC","1,539",.,.,.,.,.,.,.,"2,389",.,.,.,.,.,.,.,.,.,"3,929"
HB33E,100,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, without CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,470",933,.,"2,403"
HB33E,110,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, without CC","15,959",.,.,.,.,.,.,.,"31,149",.,.,.,"5,624",.,.,.,.,.,"52,732"
HB33E,160,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, without CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,223",.,"1,223"
HB33F,110,"Intermediate Foot Procedures for Non-Trauma, Category 1, 18 years and under, with CC",.,.,.,.,.,.,.,.,.,.,.,.,"3,340",.,.,.,.,.,"3,340"
HB33G,110,"Intermediate Foot Procedures for Non-Trauma, Category 1, 18 years and under, without CC",.,.,.,.,.,.,.,.,"3,134",.,.,.,"1,441",.,.,.,.,.,"4,575"
HB33G,410,"Intermediate Foot Procedures for Non-Trauma, Category 1, 18 years and under, without CC",.,.,.,.,.,.,.,.,"1,153",.,.,.,.,.,.,.,.,.,"1,153"
HB34D,110,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, with CC",.,.,.,.,.,.,.,.,"7,011",.,.,.,"1,139",.,.,.,.,.,"8,150"
HB34E,110,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, without CC","36,894",.,.,.,.,"20,911",.,"3,458","82,686",.,.,.,"21,176",.,.,.,"2,131",.,"167,257"
HB34E,301,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, without CC",.,"1,030",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,030"
HB34E,410,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, without CC",.,.,730,.,.,229,.,.,.,.,.,.,.,.,.,.,.,.,959
HB34G,110,"Minor Foot Procedures for Non-Trauma, Category 2, 18 years and under, without CC","2,797",.,.,.,.,"3,792",.,.,"15,894",.,.,.,"17,269",.,.,.,"2,477",.,"42,228"
HB34G,160,"Minor Foot Procedures for Non-Trauma, Category 2, 18 years and under, without CC",.,.,.,.,.,.,.,.,.,.,.,.,"5,410",.,.,.,.,.,"5,410"
HB34G,410,"Minor Foot Procedures for Non-Trauma, Category 2, 18 years and under, without CC",.,.,.,.,.,.,.,.,"1,084",.,.,.,.,.,.,.,.,.,"1,084"
HB35B,100,"Minor Foot Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,145",.,"1,145"
HB35B,110,"Minor Foot Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,"1,080",.,.,.,.,.,.,.,.,.,"1,080"
HB35C,100,"Minor Foot Procedures for Non-Trauma, Category 1, without CC",.,"1,455",.,.,"6,461","1,069",572,.,.,"4,810",.,"1,398",.,"1,757",.,958,"4,581",.,"23,061"
HB35C,110,"Minor Foot Procedures for Non-Trauma, Category 1, without CC","3,489",.,.,.,.,.,.,.,"33,346",.,.,.,"5,128",.,.,.,"1,261",.,"43,223"
HB35C,160,"Minor Foot Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,.,.,.,.,"1,034",.,.,.,"1,147",.,"2,181"
HB35C,410,"Minor Foot Procedures for Non-Trauma, Category 1, without CC",.,.,730,.,.,229,.,.,.,.,.,.,.,.,.,.,.,.,959
HB39Z,110,Minimal Foot Procedures for Non-Trauma,"4,156",.,.,.,.,.,.,.,"29,340",.,.,.,"1,540",.,.,.,.,.,"35,036"
HB39Z,300,Minimal Foot Procedures for Non-Trauma,.,.,.,.,.,"1,229",.,.,.,.,.,.,.,.,.,.,.,.,"1,229"
HB39Z,410,Minimal Foot Procedures for Non-Trauma,.,.,"15,321",.,.,"6,645",.,.,"5,304",.,.,.,.,.,.,.,.,.,"27,270"
HB51Z,110,"Major Hand Procedures for Non-Trauma, Category 2","6,286",.,.,.,.,"13,148",.,.,"67,126",.,.,.,.,"25,546",.,.,.,.,"112,106"
HB51Z,160,"Major Hand Procedures for Non-Trauma, Category 2",.,.,.,.,.,.,.,.,.,.,.,.,"14,404",.,.,.,"5,704",.,"20,108"
HB51Z,191,"Major Hand Procedures for Non-Trauma, Category 2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,383,.,383
HB52B,110,"Major Hand Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,"3,540",.,.,.,.,.,.,.,.,.,"3,540"
HB52C,100,"Major Hand Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,735,.,.,735
HB52C,110,"Major Hand Procedures for Non-Trauma, Category 1, without CC",975,.,.,.,.,.,.,.,"12,768",.,.,.,.,.,.,.,.,.,"13,743"
HB53Z,100,"Intermediate Hand Procedures for Non-Trauma, Category 2",.,.,.,.,"14,187",.,.,.,.,.,.,.,.,.,.,.,.,.,"14,187"
HB53Z,110,"Intermediate Hand Procedures for Non-Trauma, Category 2","6,696",.,.,.,.,"4,556",.,.,"29,842",.,.,.,.,"1,773",.,.,.,.,"42,867"
HB53Z,160,"Intermediate Hand Procedures for Non-Trauma, Category 2",.,.,.,.,.,.,.,.,.,.,.,.,"12,207",.,.,.,"36,577",.,"48,784"
HB54B,100,"Intermediate Hand Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,.,.,.,.,.,292,.,.,.,.,292
HB54B,110,"Intermediate Hand Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,"1,864","7,244",.,.,.,.,367,.,.,.,.,"9,475"
HB54B,160,"Intermediate Hand Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,673",.,"2,673"
HB54B,171,"Intermediate Hand Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,.,.,.,.,"4,151",.,.,.,.,.,"4,151"
HB54C,100,"Intermediate Hand Procedures for Non-Trauma, Category 1, without CC",.,"2,780",.,.,"1,185",596,.,.,.,.,.,"2,645",.,"1,232","1,448",.,"1,997",.,"11,883"
HB54C,110,"Intermediate Hand Procedures for Non-Trauma, Category 1, without CC","12,082",.,.,.,.,"4,220",.,"6,009","54,018",.,.,.,"6,680","2,325",.,.,.,.,"85,333"
HB54C,160,"Intermediate Hand Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,.,.,.,.,"10,637",.,.,.,"19,996",.,"30,633"
HB54C,410,"Intermediate Hand Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,229,.,.,.,.,.,.,.,.,.,.,.,.,229
HB55B,100,"Minor Hand Procedures for Non-Trauma, Category 2, with CC",.,"10,613",.,944,"24,305","3,769","4,195","5,033",.,"7,301",937,.,.,"11,183","2,897","5,746","5,319",.,"82,240"
HB55B,110,"Minor Hand Procedures for Non-Trauma, Category 2, with CC","5,721",.,.,.,.,.,.,"3,324","49,499",.,.,.,"1,638","8,563",.,.,.,.,"68,745"
HB55B,160,"Minor Hand Procedures for Non-Trauma, Category 2, with CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"27,049",.,"27,049"
HB55C,100,"Minor Hand Procedures for Non-Trauma, Category 2, without CC",.,"121,665",.,"1,033","231,716","71,403","39,506","15,098",.,"45,900","7,154","11,140",.,"62,095","44,897","42,535","25,851",.,"719,992"
HB55C,110,"Minor Hand Procedures for Non-Trauma, Category 2, without CC","42,538",.,.,.,.,"40,750",.,"24,298","323,278",.,.,.,"23,617","58,352",.,.,"4,713",.,"517,546"
HB55C,150,"Minor Hand Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,.,.,.,.,"34,429",.,.,.,.,.,"34,429"
HB55C,160,"Minor Hand Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,.,"2,018",.,.,"42,940",.,.,.,"152,829",.,"197,786"
HB55C,171,"Minor Hand Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,451",.,"3,451"
HB55C,191,"Minor Hand Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,.,.,.,991,.,.,.,.,.,.,991
HB55C,410,"Minor Hand Procedures for Non-Trauma, Category 2, without CC",.,.,365,.,.,229,.,.,.,.,.,.,.,"1,010",.,.,.,.,"1,604"
HB56B,110,"Minor Hand Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,"3,309",.,.,.,.,.,.,.,.,.,"3,309"
HB56C,100,"Minor Hand Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,247",.,.,"1,247"
HB56C,110,"Minor Hand Procedures for Non-Trauma, Category 1, without CC","1,950",.,.,.,.,"2,732",.,.,"22,370",.,.,.,.,"3,703",.,.,.,.,"30,755"
HB56C,160,"Minor Hand Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,.,.,.,.,"3,805",.,.,.,"9,044",.,"12,849"
HB59Z,100,Minimal Hand Procedures for Non-Trauma,.,.,.,.,.,736,.,839,.,.,.,.,.,.,.,.,.,.,"1,575"
HB59Z,110,Minimal Hand Procedures for Non-Trauma,.,.,.,.,.,.,.,"4,514","26,843",.,.,.,.,"1,331",.,.,.,.,"32,687"
HB59Z,160,Minimal Hand Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,531",.,"2,531"
HB59Z,300,Minimal Hand Procedures for Non-Trauma,.,.,.,.,.,"1,843",.,.,.,.,.,.,.,.,.,.,"1,048",.,"2,891"
HB59Z,410,Minimal Hand Procedures for Non-Trauma,.,.,"84,996",.,.,"26,122",.,.,"2,790",.,.,.,.,"4,544",.,.,.,.,"118,451"
HB61B,110,"Major, Shoulder or Upper Arm Procedures for Non-Trauma, with CC",.,.,.,.,.,.,.,.,"2,623",.,.,.,.,.,.,.,.,.,"2,623"
HB61C,110,"Major, Shoulder or Upper Arm Procedures for Non-Trauma, without CC","5,183",.,.,.,.,"39,627",.,.,"15,639",.,.,.,.,.,.,.,.,.,"60,448"
HB62B,110,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, with CC","1,257",.,.,.,.,.,.,.,"2,299",.,.,.,.,.,.,.,.,.,"3,556"
HB62C,110,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, without CC","20,397",.,.,.,.,"27,504",.,.,"22,950",.,.,.,"38,385",.,.,.,"3,648",.,"112,884"
HB62C,410,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, without CC",.,.,"1,094",.,.,917,.,.,.,.,.,.,.,"1,010",.,.,.,.,"3,021"
HB63Z,100,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,.,"1,174",.,.,.,.,.,.,.,.,"1,283","1,692","2,702",.,"6,852"
HB63Z,110,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma","14,111",.,.,.,.,"11,628",.,.,"26,455",.,.,.,.,"9,412",.,.,.,.,"61,605"
HB63Z,160,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,425",.,"3,425"
HB63Z,191,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,358",.,.,.,.,"1,358"
HB63Z,300,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,696,.,696
HB63Z,400,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,.,287,.,.,.,.,.,287
HB63Z,410,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,87
HB63Z,420,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,.,"2,222",.,.,.,.,.,"2,222"
HB69Z,110,"Minimal, Shoulder or Upper Arm Procedures for Non-Trauma","2,172",.,.,.,.,"48,986",.,.,"55,343",.,.,.,.,"1,441",.,.,.,.,"107,943"
HB69Z,160,"Minimal, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,.,"1,469",.,.,.,.,.,"1,469"
HB69Z,300,"Minimal, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,.,"3,687",.,.,.,"2,774",.,.,.,.,.,.,.,.,"6,461"
HB69Z,410,"Minimal, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,"101,776",.,.,"39,412",.,.,.,.,.,.,.,"6,563",.,.,.,.,"147,752"
HB71C,110,"Major, Elbow or Lower Arm Procedures for Non-Trauma, without CC",.,.,.,.,.,.,.,.,"2,520",.,.,.,.,.,.,.,.,.,"2,520"
HB72Z,110,"Intermediate, Elbow or Lower Arm Procedures for Non-Trauma","13,136",.,.,.,.,"2,602",.,.,"25,429",.,.,.,"28,869",.,.,.,"4,863",.,"74,899"
HB72Z,410,"Intermediate, Elbow or Lower Arm Procedures for Non-Trauma",.,.,.,.,.,229,.,.,.,.,.,.,.,.,.,.,.,.,229
HB73Z,100,"Minor, Elbow or Lower Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,"93,232",.,.,.,.,.,.,"4,613",.,"97,846"
HB73Z,110,"Minor, Elbow or Lower Arm Procedures for Non-Trauma","8,800",.,.,.,.,"4,784",.,.,"20,127",.,.,.,.,"5,711",.,.,.,.,"39,421"
HB73Z,150,"Minor, Elbow or Lower Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,.,"1,794",.,.,.,.,.,"1,794"
HB73Z,160,"Minor, Elbow or Lower Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"7,033",.,"7,033"
HB73Z,410,"Minor, Elbow or Lower Arm Procedures for Non-Trauma",.,.,.,.,.,229,.,.,.,.,.,.,.,.,.,.,.,.,229
HB79Z,110,"Minimal, Elbow or Lower Arm Procedures for Non-Trauma",693,.,.,.,.,"2,135",.,.,"2,672",.,.,.,.,.,.,.,.,.,"5,500"
HB79Z,410,"Minimal, Elbow or Lower Arm Procedures for Non-Trauma",.,.,"16,780",.,.,"2,521",.,.,853,.,.,.,.,505,.,.,.,.,"20,659"
HB91Z,100,Other Non-Trauma Diagnosis without Procedure,.,.,.,.,"1,093",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,093"
HB91Z,160,Other Non-Trauma Diagnosis without Procedure,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,279",.,"2,279"
HB91Z,410,Other Non-Trauma Diagnosis without Procedure,.,.,365,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,365
HB99Z,100,Other Procedures for Non-Trauma,360,.,.,.,.,"3,121","2,653",.,.,814,.,"1,290",.,.,"2,234","4,855","10,235",.,"25,562"
HB99Z,110,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,"7,860","25,956",.,.,.,"11,487","3,885",.,.,915,.,"50,104"
HB99Z,120,Other Procedures for Non-Trauma,"1,940",.,.,.,.,634,.,.,.,.,.,.,"1,390",.,.,.,.,.,"3,964"
HB99Z,140,Other Procedures for Non-Trauma,.,.,.,.,.,"5,054",.,.,.,.,.,.,.,.,.,.,"2,585",.,"7,639"
HB99Z,150,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,752,.,.,.,.,.,752
HB99Z,160,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"9,397",.,"9,397"
HB99Z,171,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,"6,137",.,.,.,.,.,"6,137"
HB99Z,191,Other Procedures for Non-Trauma,794,.,.,.,.,.,.,.,.,.,.,246,.,"12,762",.,.,"2,300",.,"16,102"
HB99Z,300,Other Procedures for Non-Trauma,374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,853,.,"1,226"
HB99Z,303,Other Procedures for Non-Trauma,"21,946",.,.,"1,296",.,.,.,.,.,.,.,.,.,.,.,.,"36,811",.,"60,053"
HB99Z,320,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,"2,101",.,.,.,.,.,"2,101"
HB99Z,400,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,"6,030",.,.,.,.,.,"6,030"
HB99Z,410,Other Procedures for Non-Trauma,.,.,"11,673",.,.,"2,062",.,.,"12,535",.,.,.,.,"1,010",.,.,.,.,"27,281"
HB99Z,502,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,"1,178",.,.,.,.,.,.,.,.,"1,178"
HB99Z,800,Other Procedures for Non-Trauma,335,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,335
HB99Z,823,Other Procedures for Non-Trauma,.,.,.,.,.,958,.,.,.,.,.,.,446,.,.,.,.,.,"1,403"
HC01C,191,Extradural Spine Major 2 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,383,.,383
HC03F,110,Extradural Spine Intermediate 2 with CC Score 0-2,.,.,.,.,.,.,.,.,"1,729",.,.,.,.,.,.,.,.,.,"1,729"
HC03F,150,Extradural Spine Intermediate 2 with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,"2,608",.,.,.,.,.,"2,608"
HC03F,191,Extradural Spine Intermediate 2 with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,"1,234",.,.,.,.,.,.,"1,234"
HC04F,110,Extradural Spine Intermediate 1 with CC Score 0-1,.,.,.,.,.,.,.,.,"2,880",.,.,.,.,.,.,.,.,.,"2,880"
HC04F,130,Extradural Spine Intermediate 1 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,606,.,.,.,.,.,606
HC04F,191,Extradural Spine Intermediate 1 with CC Score 0-1,.,.,.,.,"4,244",.,.,.,.,.,.,.,.,56,.,.,.,.,"4,299"
HC05E,110,Extradural Spine Minor 2 with CC Score 2-3,.,.,.,.,.,.,.,.,"2,392",.,.,.,.,.,.,.,.,.,"2,392"
HC05F,100,Extradural Spine Minor 2 with CC Score 0-1,.,.,.,.,761,.,.,.,.,.,.,.,.,.,.,.,.,.,761
HC05F,110,Extradural Spine Minor 2 with CC Score 0-1,.,.,.,.,.,.,.,.,"14,390",.,.,.,.,.,.,.,.,.,"14,390"
HC05F,191,Extradural Spine Minor 2 with CC Score 0-1,.,.,.,.,879,.,.,.,.,.,.,.,.,.,.,.,.,.,879
HC05F,410,Extradural Spine Minor 2 with CC Score 0-1,.,.,365,.,.,229,.,.,.,.,.,.,.,.,.,.,.,.,594
HC06Z,110,Extradural Spine Minor 1,.,.,.,.,.,.,.,.,"6,078",.,.,.,.,.,.,.,.,.,"6,078"
HC06Z,191,Extradural Spine Minor 1,540,.,.,.,"5,975",.,.,.,.,.,.,.,.,328,.,.,.,.,"6,844"
HC06Z,410,Extradural Spine Minor 1,.,.,365,.,.,229,.,.,.,.,.,.,.,.,.,.,.,.,594
HC07B,303,Intradural Spine Major with CC Score 0-2,.,.,.,"1,059",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,059"
HC12Z,101,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,829,.,829
HC12Z,110,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,.,780,.,.,.,.,.,780
HC12Z,150,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,.,"6,536",.,.,.,.,.,"6,536"
HC12Z,191,Intradural Spine Minor 1,.,.,.,.,593,.,.,.,.,.,.,"3,551",.,.,.,.,.,.,"4,144"
HC12Z,300,Intradural Spine Minor 1,.,.,.,.,.,.,376,.,.,"1,104",.,.,409,.,.,.,"20,289",.,"22,178"
HC12Z,303,Intradural Spine Minor 1,.,.,.,"1,756",.,.,.,.,.,.,.,.,.,.,.,.,511,.,"2,267"
HC12Z,370,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,.,"3,489",.,.,.,.,.,"3,489"
HC12Z,400,Intradural Spine Minor 1,.,.,.,.,.,"31,087",.,.,.,.,.,.,"47,790",.,.,.,.,.,"78,877"
HC12Z,420,Intradural Spine Minor 1,.,.,.,.,.,809,.,.,.,.,.,.,722,.,.,.,.,.,"1,531"
HC12Z,421,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,.,"6,091",.,.,.,.,.,"6,091"
HC12Z,823,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,.,"44,439",.,.,.,.,.,"44,439"
HC26E,110,"Scoliosis or Other Spinal Deformity, with CC Score 1-2",.,.,.,.,.,.,.,.,"1,290",.,.,.,.,.,.,.,.,.,"1,290"
HC26F,110,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,.,.,.,.,.,.,.,"1,220",.,.,.,.,.,.,.,.,.,"1,220"
HC26F,191,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,917",.,"1,917"
HC26F,300,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,.,.,.,.,614,.,.,.,.,.,.,.,.,.,.,.,.,614
HC26F,410,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,.,365,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,365
HC27F,110,Degenerative Spinal Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,523,.,.,.,.,.,.,.,.,.,523
HC27F,191,Degenerative Spinal Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,767,.,767
HC27F,410,Degenerative Spinal Conditions with CC Score 3-5,.,.,.,.,.,229,.,.,.,.,.,.,.,.,.,.,.,.,229
