HRG,Spec,HRG Label,Altnagelvin,Antrim,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Lurgan,Mater,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,N. Ireland Unit Cost
HA56A,160,"Minor Hand Procedures for Trauma, Category 1, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,621","1,621"
HA56A,300,"Minor Hand Procedures for Trauma, Category 1, 19 years and over",438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,438
HA56B,160,"Minor Hand Procedures for Trauma, Category 1, 18 years and under",.,.,.,.,.,.,.,.,.,.,.,"4,716",.,.,.,"1,656","2,093"
HA61B,110,"Major, Shoulder or Upper Arm Procedures for Trauma, with CC","8,235",.,.,.,"7,104",.,.,.,.,.,.,"8,312",.,.,.,"6,216","7,810"
HA61B,180,"Major, Shoulder or Upper Arm Procedures for Trauma, with CC",.,.,.,.,.,.,.,.,.,.,.,"4,181",.,.,.,.,"4,181"
HA61C,100,"Major, Shoulder or Upper Arm Procedures for Trauma, without CC",.,.,.,.,.,.,.,.,.,.,.,"9,757",.,.,.,.,"9,757"
HA61C,110,"Major, Shoulder or Upper Arm Procedures for Trauma, without CC","4,178",.,.,.,"4,520",.,.,.,.,.,.,"5,686",.,.,.,"3,763","4,832"
HA61C,180,"Major, Shoulder or Upper Arm Procedures for Trauma, without CC",.,.,.,.,.,.,.,.,.,.,.,"3,428",.,.,.,.,"3,428"
HA62Z,110,"Intermediate, Shoulder or Upper Arm Procedures for Trauma",.,.,.,.,"4,945",.,.,.,.,.,.,"3,727",.,.,.,"1,641","3,653"
HA62Z,160,"Intermediate, Shoulder or Upper Arm Procedures for Trauma",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,355","3,355"
HA62Z,300,"Intermediate, Shoulder or Upper Arm Procedures for Trauma",.,.,.,.,.,.,.,.,"3,033",.,.,.,.,.,.,.,"3,033"
HA63Z,100,"Minor, Shoulder or Upper Arm Procedures for Trauma",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,930",.,.,"3,930"
HA63Z,110,"Minor, Shoulder or Upper Arm Procedures for Trauma","2,378",.,.,.,"2,635",.,.,.,.,.,.,"2,646",.,.,.,"2,311","2,551"
HA71B,110,"Major, Elbow or Lower Arm Procedures for Trauma, with CC","4,819",.,.,.,"4,509",.,.,.,.,.,.,"6,569",.,.,.,"4,651","5,614"
HA71C,110,"Major, Elbow or Lower Arm Procedures for Trauma, without CC","3,895",.,.,.,"3,650",.,.,.,.,.,.,"4,511",.,.,.,"2,430","3,905"
HA71C,160,"Major, Elbow or Lower Arm Procedures for Trauma, without CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,784","2,784"
HA71C,171,"Major, Elbow or Lower Arm Procedures for Trauma, without CC",.,.,.,.,.,.,.,.,.,.,.,"4,177",.,.,.,.,"4,177"
HA71C,420,"Major, Elbow or Lower Arm Procedures for Trauma, without CC","1,525",.,.,.,.,.,.,.,.,.,.,"4,678",.,.,.,.,"3,627"
HA72Z,110,"Intermediate, Elbow or Lower Arm Procedures for Trauma","2,601",.,.,.,"3,314",.,.,.,.,.,.,"2,541",.,.,.,"2,457","2,703"
HA72Z,160,"Intermediate, Elbow or Lower Arm Procedures for Trauma",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,398","2,398"
HA73B,110,"Minor, Elbow or Lower Arm Procedures for Trauma, 18 years and under","1,859",.,.,.,"1,596",.,.,.,.,.,.,"1,554",.,.,.,"1,017","1,418"
HA73C,110,"Minor, Elbow or Lower Arm Procedures for Trauma, 19 years and over","2,724",.,.,.,"1,791",.,.,.,.,.,.,"2,497",.,.,.,"2,400","2,305"
HA73C,160,"Minor, Elbow or Lower Arm Procedures for Trauma, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,967","1,967"
HA73C,300,"Minor, Elbow or Lower Arm Procedures for Trauma, 19 years and over",.,.,.,.,654,.,.,.,"1,167",.,.,.,.,.,.,.,910
HA73C,430,"Minor, Elbow or Lower Arm Procedures for Trauma, 19 years and over",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,093","2,093"
HA81A,100,"Sprains, Strains or Minor Open Wounds, with Major CC",.,"4,908",.,"4,556","2,625","1,698",.,.,.,.,.,"3,294",.,"1,941",.,"7,255","3,611"
HA81A,110,"Sprains, Strains or Minor Open Wounds, with Major CC","1,039",.,.,.,.,.,.,"1,137",.,.,.,"3,192",.,.,.,"3,209","2,875"
HA81A,160,"Sprains, Strains or Minor Open Wounds, with Major CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,696","2,696"
HA81A,180,"Sprains, Strains or Minor Open Wounds, with Major CC",.,"1,599",.,.,"1,789",.,.,.,.,.,.,527,.,.,.,.,"1,460"
HA81A,300,"Sprains, Strains or Minor Open Wounds, with Major CC","3,214","2,467","1,168","1,701","3,022","1,506","3,165",.,"2,158",.,"1,269","1,352",.,"4,854",.,"1,709","2,078"
HA81A,302,"Sprains, Strains or Minor Open Wounds, with Major CC",.,.,.,.,.,.,.,.,.,.,.,"1,305",.,.,.,.,"1,305"
HA81A,320,"Sprains, Strains or Minor Open Wounds, with Major CC",.,.,.,"4,376",.,.,.,.,.,.,.,.,.,.,.,.,"4,376"
HA81A,430,"Sprains, Strains or Minor Open Wounds, with Major CC","2,431","1,690","4,691",.,"2,417","2,462",.,.,"3,898","3,716",.,"1,902","4,343",.,.,"2,440","2,601"
HA81B,100,"Sprains, Strains or Minor Open Wounds, with Intermediate CC","4,111","2,636",.,"3,053","2,597","1,721",.,.,.,.,.,"1,738",.,"4,853",.,"2,273","2,666"
HA81B,101,"Sprains, Strains or Minor Open Wounds, with Intermediate CC",.,.,.,.,"4,820",.,.,.,.,.,.,.,.,.,.,.,"4,820"
HA81B,110,"Sprains, Strains or Minor Open Wounds, with Intermediate CC",.,.,.,.,.,.,.,"3,783",.,.,.,"1,935",.,.,.,"2,002","2,228"
HA81B,160,"Sprains, Strains or Minor Open Wounds, with Intermediate CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,041","3,041"
HA81B,180,"Sprains, Strains or Minor Open Wounds, with Intermediate CC",.,913,.,.,"1,789",.,.,.,.,.,.,.,.,.,.,.,"1,497"
HA81B,300,"Sprains, Strains or Minor Open Wounds, with Intermediate CC","1,972","1,988","1,933",.,"1,438","1,674","2,638",.,"1,628",.,"2,415","1,530",.,.,.,"1,238","1,694"
HA81B,340,"Sprains, Strains or Minor Open Wounds, with Intermediate CC",.,.,.,.,.,.,.,.,.,.,.,"2,404",.,.,.,.,"2,404"
HA81B,370,"Sprains, Strains or Minor Open Wounds, with Intermediate CC",.,.,"3,537",.,.,.,.,.,.,.,.,.,.,.,.,.,"3,537"
HA81B,430,"Sprains, Strains or Minor Open Wounds, with Intermediate CC","2,026","1,564","2,404",.,"1,359","1,876",.,.,"2,073","3,147","3,129","1,853","3,664","5,794",.,"2,425","2,090"
HA81C,100,"Sprains, Strains or Minor Open Wounds, without CC",914,"1,609","3,033","1,817","1,639","1,670",.,.,.,.,"1,983","1,055",.,"3,814",.,"1,583","1,710"
HA81C,101,"Sprains, Strains or Minor Open Wounds, without CC",.,.,"2,618",.,"1,678",.,.,.,.,.,.,.,.,.,.,"1,540","1,946"
HA81C,110,"Sprains, Strains or Minor Open Wounds, without CC","1,763",.,.,.,"1,370",.,.,"2,195",.,.,.,"1,531",.,.,.,"1,273","1,514"
HA81C,160,"Sprains, Strains or Minor Open Wounds, without CC",.,.,.,.,.,.,.,.,.,.,.,"2,855",.,.,.,"1,937","1,953"
HA81C,180,"Sprains, Strains or Minor Open Wounds, without CC",.,"1,370",.,.,"2,795",.,.,.,.,.,423,527,.,.,.,.,"1,936"
HA81C,300,"Sprains, Strains or Minor Open Wounds, without CC","1,461","1,446","1,041","1,361","1,005",959,"1,758",.,"1,315",.,.,972,.,"2,009",.,"1,074","1,131"
HA81C,301,"Sprains, Strains or Minor Open Wounds, without CC",.,"1,495",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,495"
HA81C,303,"Sprains, Strains or Minor Open Wounds, without CC",.,.,"2,316",.,.,.,.,.,.,.,.,.,.,.,.,.,"2,316"
HA81C,320,"Sprains, Strains or Minor Open Wounds, without CC",.,.,.,"1,641",.,.,.,.,.,.,.,.,.,.,.,.,"1,641"
HA81C,340,"Sprains, Strains or Minor Open Wounds, without CC",.,.,.,.,.,.,.,.,.,.,.,"1,241",.,.,.,.,"1,241"
HA81C,361,"Sprains, Strains or Minor Open Wounds, without CC","2,084",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,084"
HA81C,430,"Sprains, Strains or Minor Open Wounds, without CC","1,473","1,161","1,547",.,"1,450","1,407",.,.,"1,425","1,439",.,"1,599","1,629",.,.,"1,077","1,375"
HA81C,501,"Sprains, Strains or Minor Open Wounds, without CC",.,"3,821",.,.,.,"2,532",.,.,.,.,.,.,.,.,.,.,"2,962"
HA81C,502,"Sprains, Strains or Minor Open Wounds, without CC",.,.,.,.,"1,459",.,.,.,.,.,.,.,.,.,.,.,"1,459"
HA83A,100,Head Injury with Major CC,"1,370",.,.,"1,145","1,825","1,680",.,.,.,.,"2,808",715,.,"1,941",.,.,"1,670"
HA83A,180,Head Injury with Major CC,.,.,.,.,.,.,.,.,.,.,.,527,.,.,.,.,527
HA83A,300,Head Injury with Major CC,"1,424","1,626",.,"1,814","1,307",.,"1,055",.,.,.,.,882,.,.,.,"1,310","1,344"
HA83A,302,Head Injury with Major CC,.,.,.,.,.,.,.,.,.,.,.,"2,121",.,.,.,.,"2,121"
HA83A,303,Head Injury with Major CC,"2,220",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,220"
HA83A,430,Head Injury with Major CC,"2,210","2,037","2,023",.,"1,450",.,.,.,.,"2,158","2,101","1,947",.,.,.,"1,432","1,838"
HA83B,100,Head Injury with Intermediate CC,.,"1,085",.,"1,145","1,314","1,581",.,.,.,.,"1,439","1,369",.,.,.,.,"1,235"
HA83B,180,Head Injury with Intermediate CC,.,"1,370",.,.,.,.,.,.,.,.,.,527,.,.,.,.,"1,089"
HA83B,300,Head Injury with Intermediate CC,"1,169","1,626",.,.,"1,062",.,"1,583",.,.,.,957,"1,157",.,.,.,917,"1,114"
HA83B,320,Head Injury with Intermediate CC,.,.,.,.,.,"1,429",.,.,.,.,.,.,.,.,.,.,"1,429"
HA83B,430,Head Injury with Intermediate CC,"1,473","1,111",.,.,"1,450",.,.,.,.,.,.,"1,594",.,.,.,895,"1,303"
HA83C,100,Head Injury without CC,457,452,.,573,438,395,.,.,.,.,525,388,.,.,.,.,464
HA83C,120,Head Injury without CC,.,450,.,.,.,.,.,.,.,.,.,512,.,.,.,.,492
HA83C,150,Head Injury without CC,.,.,.,.,.,.,.,.,.,.,.,953,.,.,.,.,953
HA83C,180,Head Injury without CC,.,457,.,.,894,.,.,.,.,.,.,306,.,.,.,.,431
HA83C,300,Head Injury without CC,438,407,.,454,327,301,528,.,.,.,370,386,.,502,.,367,392
HA83C,430,Head Injury without CC,368,370,499,.,363,.,.,.,.,.,.,654,.,.,.,298,495
HA91Z,100,Hip Trauma Diagnosis without Procedure,.,"1,657",.,"2,799","3,418","1,449",.,.,.,.,.,715,.,"7,738",.,.,"6,351"
HA91Z,110,Hip Trauma Diagnosis without Procedure,"2,727",.,.,.,"2,076",.,.,"3,012",.,.,.,"4,058",.,.,.,"2,854","2,762"
HA91Z,180,Hip Trauma Diagnosis without Procedure,.,"1,370",.,.,"3,041",.,.,.,.,.,.,.,.,.,.,.,"2,563"
HA91Z,300,Hip Trauma Diagnosis without Procedure,"2,856","3,096","3,398","3,978","2,614","2,041","6,687",.,"4,134",.,"3,165","1,804",.,"3,816",.,"2,862","3,082"
HA91Z,301,Hip Trauma Diagnosis without Procedure,.,"3,738",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,738"
HA91Z,320,Hip Trauma Diagnosis without Procedure,.,.,.,"7,110",.,.,.,.,.,.,.,"7,064",.,.,.,"2,507","5,568"
HA91Z,340,Hip Trauma Diagnosis without Procedure,.,.,"3,800",.,.,.,.,.,.,.,.,"3,876",.,.,.,.,"3,864"
HA91Z,350,Hip Trauma Diagnosis without Procedure,.,.,.,.,.,.,.,.,.,.,.,"9,959",.,.,.,.,"9,959"
HA91Z,361,Hip Trauma Diagnosis without Procedure,"2,605",.,"1,347",.,.,"7,369",.,.,.,.,.,.,.,.,.,"6,132","2,855"
HA91Z,430,Hip Trauma Diagnosis without Procedure,"3,575","2,343","4,678",.,"3,388","4,489","8,006",.,"6,002","7,639","3,472","2,630","9,226","13,268",.,"3,812","6,362"
HA92Z,100,Knee Trauma Diagnosis without Procedure,"10,391","2,502",.,.,876,791,.,.,.,.,.,.,.,"6,579",.,.,"5,403"
HA92Z,110,Knee Trauma Diagnosis without Procedure,"1,923",.,.,.,"1,757",.,.,"4,841",.,.,.,"3,256",.,.,.,"2,879","2,801"
HA92Z,160,Knee Trauma Diagnosis without Procedure,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,496","2,496"
HA92Z,180,Knee Trauma Diagnosis without Procedure,.,"1,522",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,522"
HA92Z,300,Knee Trauma Diagnosis without Procedure,"8,328","1,830","6,902","4,082",817,603,.,.,.,.,.,"1,584",.,"4,017",.,"2,737","2,662"
HA92Z,301,Knee Trauma Diagnosis without Procedure,.,.,.,.,"2,026",.,.,.,.,.,.,.,.,.,.,.,"2,026"
HA92Z,320,Knee Trauma Diagnosis without Procedure,.,.,.,"10,392",.,.,.,.,.,.,.,.,.,.,.,.,"10,392"
HA92Z,430,Knee Trauma Diagnosis without Procedure,.,"2,470","7,358",.,"3,806","2,941","4,734",.,"3,902","6,114","4,157",.,"5,875","9,656",.,"2,835","4,171"
HA93Z,100,Foot Trauma Diagnosis without Procedure,.,.,.,"1,718",.,"1,186",.,.,.,.,.,"2,011",.,"4,206",.,.,"2,967"
HA93Z,110,Foot Trauma Diagnosis without Procedure,"1,862",.,.,.,"1,820",.,.,"4,047",.,.,.,"2,353",.,.,.,"1,625","2,117"
HA93Z,180,Foot Trauma Diagnosis without Procedure,.,913,.,.,"2,981",.,.,.,.,.,.,.,.,.,.,.,"1,947"
HA93Z,300,Foot Trauma Diagnosis without Procedure,"1,899","1,762",.,"3,629",654,"2,636","4,748",.,"1,106",.,"2,470","1,377",.,"4,519",.,"1,345","2,121"
HA93Z,320,Foot Trauma Diagnosis without Procedure,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,418","3,418"
HA93Z,430,Foot Trauma Diagnosis without Procedure,"3,315","1,605",880,.,"1,450","2,110","4,940",.,"3,602","3,237",.,"1,241",.,.,.,"2,437","2,196"
HA94Z,100,Arm Trauma Diagnosis without Procedure,"4,111","1,808",.,"1,718","2,628","1,976",.,.,.,.,.,"1,369",.,"3,240",.,.,"2,541"
HA94Z,110,Arm Trauma Diagnosis without Procedure,"2,315",.,.,.,"1,546",.,.,"4,047",.,.,.,"2,541",.,.,.,"2,322","2,264"
HA94Z,180,Arm Trauma Diagnosis without Procedure,.,"1,903",.,.,"2,285",.,.,.,.,.,423,527,.,.,.,.,"1,937"
HA94Z,300,Arm Trauma Diagnosis without Procedure,"2,271","1,970","2,888","2,570","1,184","1,356","2,989",.,"1,801",.,"1,988","1,377",.,"4,519",.,"1,228","1,708"
HA94Z,302,Arm Trauma Diagnosis without Procedure,.,.,.,.,.,.,.,.,.,.,.,"2,121",.,.,.,.,"2,121"
HA94Z,320,Arm Trauma Diagnosis without Procedure,.,"2,111",.,.,.,.,.,.,"5,899",.,.,.,.,"3,197",.,.,"3,736"
HA94Z,361,Arm Trauma Diagnosis without Procedure,.,"3,977",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,977"
HA94Z,430,Arm Trauma Diagnosis without Procedure,"2,026","1,755","2,992",.,"1,933","3,165","5,351",.,"2,777","3,165","2,787","2,203","3,664","5,150",.,"2,356","2,536"
HA95Z,100,Hand Trauma Diagnosis without Procedure,.,.,.,.,.,"1,976",.,.,.,.,.,.,.,"1,941",.,.,"1,959"
HA95Z,110,Hand Trauma Diagnosis without Procedure,.,.,.,.,"1,841",.,.,.,.,.,.,"1,604",.,.,.,"1,682","1,718"
HA95Z,140,Hand Trauma Diagnosis without Procedure,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,198","1,198"
HA95Z,160,Hand Trauma Diagnosis without Procedure,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,262","2,262"
HA95Z,180,Hand Trauma Diagnosis without Procedure,.,913,.,.,.,.,.,.,.,.,.,527,.,.,.,.,656
HA95Z,300,Hand Trauma Diagnosis without Procedure,.,"1,355",.,"1,814",.,.,.,.,"1,879",.,"1,775",882,.,.,.,"1,162","1,342"
HA95Z,430,Hand Trauma Diagnosis without Procedure,.,"1,630",.,.,725,.,.,.,.,.,.,"1,241","2,036",.,.,.,"1,625"
HA96Z,100,Multiple Trauma Diagnoses without Procedure,.,.,.,"8,015",.,.,.,.,.,.,.,.,.,.,.,.,"8,015"
HA96Z,110,Multiple Trauma Diagnoses without Procedure,"3,295",.,.,.,"3,861",.,.,"6,429",.,.,.,"4,502",.,.,.,"3,603","4,061"
HA96Z,180,Multiple Trauma Diagnoses without Procedure,.,.,.,.,"1,789",.,.,.,.,.,.,.,.,.,.,.,"1,789"
HA96Z,300,Multiple Trauma Diagnoses without Procedure,.,"2,711",.,"1,361","2,206","2,410",.,.,"1,127",.,.,"1,542",.,.,.,"1,223","1,826"
HA96Z,430,Multiple Trauma Diagnoses without Procedure,"2,210","3,149","5,262",.,.,"6,946",.,.,.,.,.,"1,902","10,179",.,.,"4,297","4,481"
HA97Z,100,Other Trauma Diagnosis without Procedure,"3,092","2,392",.,"3,190","1,697","2,434",.,.,.,.,"3,113","1,042",.,"2,589",.,"2,465","2,403"
HA97Z,170,Other Trauma Diagnosis without Procedure,.,.,.,.,.,.,.,.,.,.,.,"5,322",.,.,.,.,"5,322"
HA97Z,172,Other Trauma Diagnosis without Procedure,.,.,.,.,.,.,.,.,.,.,.,"3,108",.,.,.,.,"3,108"
HA97Z,180,Other Trauma Diagnosis without Procedure,.,"1,066",.,.,"1,789",.,.,.,.,.,821,527,.,.,.,.,923
HA97Z,300,Other Trauma Diagnosis without Procedure,"1,565","2,349","1,168","2,268","2,033","1,707","4,044",.,"1,804",.,734,"1,542",.,"3,180",.,"1,795","1,972"
HA97Z,301,Other Trauma Diagnosis without Procedure,.,"3,738",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,738"
HA97Z,302,Other Trauma Diagnosis without Procedure,.,.,.,.,.,.,.,.,.,.,.,"1,141",.,.,.,.,"1,141"
HA97Z,320,Other Trauma Diagnosis without Procedure,.,.,"1,087",.,.,.,.,.,.,.,.,.,.,.,.,.,"1,087"
HA97Z,340,Other Trauma Diagnosis without Procedure,.,.,"1,206",.,.,.,.,.,.,.,.,"1,241",.,.,.,.,"1,224"
HA97Z,430,Other Trauma Diagnosis without Procedure,"3,315","1,852","4,309",.,"1,088","3,868",.,.,"2,835","3,956",.,"1,388","4,479","2,575",.,"2,106","2,677"
HA97Z,502,Other Trauma Diagnosis without Procedure,.,.,"1,635",.,.,.,.,.,.,.,.,.,.,"3,378",.,.,"2,506"
HA99Z,100,Other Procedures for Trauma,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"12,710","12,710"
HA99Z,110,Other Procedures for Trauma,"4,679",.,.,.,.,.,.,.,.,.,.,"8,459",.,.,.,"2,867","7,164"
HA99Z,172,Other Procedures for Trauma,.,.,.,.,.,.,.,.,.,.,.,"12,442",.,.,.,.,"12,442"
HA99Z,300,Other Procedures for Trauma,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"10,217","10,217"
HB11A,110,"Major Hip Procedures for Non-Trauma, Category 2, with Major CC",.,.,.,.,"12,412",.,.,"12,913",.,.,.,"8,006",.,.,.,.,"9,170"
HB11B,110,"Major Hip Procedures for Non-Trauma, Category 2, with Intermediate CC","9,265",.,.,.,.,.,.,"11,689",.,.,.,"5,890",.,.,.,.,"7,982"
HB11C,110,"Major Hip Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,.,.,.,"6,975",.,.,.,"6,357",.,.,.,.,"6,445"
HB12A,110,"Major Hip Procedures for Non-Trauma, Category 1, with Major CC","12,401",.,.,.,"7,303",.,.,.,.,.,.,"5,577",.,.,.,"1,925","6,179"
HB12A,300,"Major Hip Procedures for Non-Trauma, Category 1, with Major CC",.,.,.,.,.,.,.,.,.,.,.,"8,200",.,.,.,.,"8,200"
HB12A,320,"Major Hip Procedures for Non-Trauma, Category 1, with Major CC",.,.,.,.,.,.,.,.,.,.,.,"9,987",.,.,.,.,"9,987"
HB12B,110,"Major Hip Procedures for Non-Trauma, Category 1, with Intermediate CC","9,344",.,.,.,.,.,.,.,.,.,.,"6,310",.,.,.,"7,165","8,301"
HB12B,300,"Major Hip Procedures for Non-Trauma, Category 1, with Intermediate CC","6,694",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"6,694"
HB12B,320,"Major Hip Procedures for Non-Trauma, Category 1, with Intermediate CC",.,.,.,.,.,.,.,.,.,.,.,"8,154",.,.,.,.,"8,154"
HB12C,110,"Major Hip Procedures for Non-Trauma, Category 1, without CC","7,021",.,.,.,"6,636",.,.,.,.,.,.,"5,137",.,.,.,"4,596","5,527"
HB12C,300,"Major Hip Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,.,.,.,"3,888",.,.,.,.,"3,888"
HB13Z,110,"Intermediate Hip Procedures for Non-Trauma, Category 2","9,130",.,.,.,.,.,.,"12,203",.,.,.,"10,697",.,.,.,.,"10,494"
HB14B,110,"Intermediate Hip Procedures for Non-Trauma, Category 1, with CC","5,923",.,.,.,"5,258",.,.,"15,878",.,.,.,"5,260",.,.,.,"3,235","6,197"
HB14B,300,"Intermediate Hip Procedures for Non-Trauma, Category 1, with CC","1,753",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,641","1,697"
HB14B,410,"Intermediate Hip Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,"6,990",.,.,.,.,.,.,.,.,"6,990"
HB14C,100,"Intermediate Hip Procedures for Non-Trauma, Category 1, without CC",.,"2,712",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,712"
HB14C,110,"Intermediate Hip Procedures for Non-Trauma, Category 1, without CC","3,550",.,.,.,"3,974",.,.,.,.,.,.,"3,634",.,.,.,"2,423","3,233"
HB14C,171,"Intermediate Hip Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,.,.,.,"5,227",.,.,.,.,"5,227"
HB15D,100,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over with CC",.,.,.,.,.,.,.,.,.,.,.,"9,122",.,.,.,.,"9,122"
HB15D,110,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over with CC","3,973",.,.,.,"6,373",.,.,"4,476",.,.,.,"6,627",.,.,.,"4,708","5,062"
HB15D,300,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over with CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"4,288","4,288"
HB15D,340,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over with CC",.,.,.,.,.,.,.,.,.,.,.,"6,001",.,.,.,.,"6,001"
HB15D,410,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over with CC",.,.,.,.,.,.,.,"6,423",.,.,.,.,.,.,.,.,"6,423"
HB15D,430,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over with CC",.,.,.,.,"1,088",.,.,.,.,.,.,.,.,.,.,.,"1,088"
HB15E,100,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over without CC",.,.,.,"4,008",.,.,.,.,.,.,.,.,.,.,.,.,"4,008"
HB15E,101,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over without CC",.,.,"6,327",.,.,.,.,.,.,.,.,.,.,.,.,.,"6,327"
HB15E,110,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over without CC",.,.,.,.,"2,636",.,.,.,.,.,.,.,.,.,.,"4,152","3,849"
HB15E,300,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over without CC",.,.,.,.,.,"2,410",.,.,.,.,.,.,.,.,.,.,"2,410"
HB15E,410,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over without CC",.,.,.,.,.,.,.,"5,852",.,.,.,.,.,.,.,.,"5,852"
HB15E,430,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over without CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,093","2,093"
HB15F,110,"Minor Hip Procedures for Non-Trauma, Category 2, 18 years and under with CC",.,.,.,.,.,.,.,.,.,.,.,"11,047",.,.,.,.,"11,047"
HB15G,110,"Minor Hip Procedures for Non-Trauma, Category 2, 18 years and under without CC","3,531",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,531"
HB15G,300,"Minor Hip Procedures for Non-Trauma, Category 2, 18 years and under without CC",.,.,.,.,.,.,.,.,"1,449",.,.,.,.,.,.,.,"1,449"
HB15G,421,"Minor Hip Procedures for Non-Trauma, Category 2, 18 years and under without CC",.,.,.,.,.,.,.,.,.,.,.,"7,126",.,.,.,.,"7,126"
HB16B,110,"Minor Hip Procedures for Non-Trauma, Category 1, with CC","28,348",.,.,.,.,.,.,.,.,.,.,"5,599",.,.,.,.,"16,973"
HB16B,300,"Minor Hip Procedures for Non-Trauma, Category 1, with CC","8,766","4,473",.,.,.,.,.,.,"2,952",.,.,.,.,.,.,"7,379","6,784"
HB16B,361,"Minor Hip Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,300","2,300"
HB16C,101,"Minor Hip Procedures for Non-Trauma, Category 1, without CC",.,.,"4,980",.,.,.,.,.,.,.,.,.,.,.,.,.,"4,980"
HB16C,110,"Minor Hip Procedures for Non-Trauma, Category 1, without CC","6,087",.,.,.,"4,670",.,.,"6,077",.,.,.,"3,100",.,.,.,.,"4,983"
HB16C,300,"Minor Hip Procedures for Non-Trauma, Category 1, without CC","4,383",.,.,.,"1,307",.,.,.,.,.,.,.,.,.,.,"2,026","2,353"
HB16C,430,"Minor Hip Procedures for Non-Trauma, Category 1, without CC",.,"3,704",.,.,.,.,.,.,.,.,.,.,.,.,.,.,"3,704"
HB21A,110,"Major Knee Procedures for Non-Trauma, Category 2, with Major CC","3,790",.,.,.,.,.,.,.,.,.,.,"10,296",.,.,.,.,"8,670"
HB21A,420,"Major Knee Procedures for Non-Trauma, Category 2, with Major CC",.,.,.,.,.,.,.,.,.,.,.,"6,168",.,.,.,.,"6,168"
HB21B,100,"Major Knee Procedures for Non-Trauma, Category 2, with CC",.,.,.,.,.,.,.,.,.,.,.,"9,935",.,.,.,.,"9,935"
HB21B,110,"Major Knee Procedures for Non-Trauma, Category 2, with CC",.,.,.,.,"9,290",.,.,.,.,.,.,"7,354",.,.,.,.,"7,999"
HB21C,100,"Major Knee Procedures for Non-Trauma, Category 2, without CC","6,507",.,.,.,.,.,.,.,.,.,.,"15,380",.,.,.,.,"10,944"
HB21C,110,"Major Knee Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,.,.,.,"6,136",.,.,.,"7,647",.,.,.,.,"7,143"
HB22B,110,"Major Knee Procedures for Non-Trauma, Category 1, with CC","11,508",.,.,.,.,.,.,.,.,.,.,"12,712",.,.,.,.,"12,311"
