HRG,Spec,HRG Label,Altnagelvin,Antrim,Banbridge,Belfast City,Causeway,Craigavon,Daisy Hill,Downe,Greenpark,Lagan Valley,Mater,Mid Ulster,Royal Victoria,South Tyrone,South West Acute,Tyrone County,Ulster,Whiteabbey,N. Ireland Total FCEs
HB54C,160,"Intermediate Hand Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,14,.,21
HB54C,410,"Intermediate Hand Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
HB55B,100,"Minor Hand Procedures for Non-Trauma, Category 2, with CC",.,8,.,1,23,4,5,6,.,8,1,.,.,21,2,6,5,.,90
HB55B,110,"Minor Hand Procedures for Non-Trauma, Category 2, with CC",5,.,.,.,.,.,.,2,69,.,.,.,1,9,.,.,.,.,86
HB55B,160,"Minor Hand Procedures for Non-Trauma, Category 2, with CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,.,22
HB55C,100,"Minor Hand Procedures for Non-Trauma, Category 2, without CC",.,97,.,1,198,70,58,18,.,49,8,8,.,104,31,45,23,.,710
HB55C,110,"Minor Hand Procedures for Non-Trauma, Category 2, without CC",39,.,.,.,.,15,.,13,399,.,.,.,20,64,.,.,4,.,554
HB55C,150,"Minor Hand Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,.,.,.,.,31,.,.,.,.,.,31
HB55C,160,"Minor Hand Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,.,2,.,.,30,.,.,.,125,.,157
HB55C,171,"Minor Hand Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
HB55C,191,"Minor Hand Procedures for Non-Trauma, Category 2, without CC",.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
HB55C,410,"Minor Hand Procedures for Non-Trauma, Category 2, without CC",.,.,1,.,.,1,.,.,.,.,.,.,.,2,.,.,.,.,4
HB56B,110,"Minor Hand Procedures for Non-Trauma, Category 1, with CC",.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,3
HB56C,100,"Minor Hand Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,2
HB56C,110,"Minor Hand Procedures for Non-Trauma, Category 1, without CC",2,.,.,.,.,1,.,.,23,.,.,.,.,2,.,.,.,.,28
HB56C,160,"Minor Hand Procedures for Non-Trauma, Category 1, without CC",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,10,.,12
HB59Z,100,Minimal Hand Procedures for Non-Trauma,.,.,.,.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,2
HB59Z,110,Minimal Hand Procedures for Non-Trauma,.,.,.,.,.,.,.,3,42,.,.,.,.,1,.,.,.,.,46
HB59Z,160,Minimal Hand Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,3
HB59Z,300,Minimal Hand Procedures for Non-Trauma,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,1,.,4
HB59Z,410,Minimal Hand Procedures for Non-Trauma,.,.,233,.,.,114,.,.,3,.,.,.,.,9,.,.,.,.,359
HB61B,110,"Major, Shoulder or Upper Arm Procedures for Non-Trauma, with CC",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HB61C,110,"Major, Shoulder or Upper Arm Procedures for Non-Trauma, without CC",3,.,.,.,.,9,.,.,9,.,.,.,.,.,.,.,.,.,21
HB62B,110,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, with CC",1,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,3
HB62C,110,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, without CC",16,.,.,.,.,9,.,.,18,.,.,.,24,.,.,.,3,.,70
HB62C,410,"Intermediate, Shoulder or Upper Arm Procedures for Non-Trauma, without CC",.,.,3,.,.,4,.,.,.,.,.,.,.,2,.,.,.,.,9
HB63Z,100,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,.,1,.,.,.,.,.,.,.,.,1,2,3,.,7
HB63Z,110,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",11,.,.,.,.,6,.,.,24,.,.,.,.,4,.,.,.,.,45
HB63Z,160,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,3
HB63Z,191,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,3
HB63Z,300,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HB63Z,400,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
HB63Z,410,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HB63Z,420,"Minor, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
HB69Z,110,"Minimal, Shoulder or Upper Arm Procedures for Non-Trauma",3,.,.,.,.,59,.,.,79,.,.,.,.,4,.,.,.,.,145
HB69Z,160,"Minimal, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
HB69Z,300,"Minimal, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,.,.,.,6,.,.,.,4,.,.,.,.,.,.,.,.,10
HB69Z,410,"Minimal, Shoulder or Upper Arm Procedures for Non-Trauma",.,.,279,.,.,172,.,.,.,.,.,.,.,13,.,.,.,.,464
HB71C,110,"Major, Elbow or Lower Arm Procedures for Non-Trauma, without CC",.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,2
HB72Z,110,"Intermediate, Elbow or Lower Arm Procedures for Non-Trauma",10,.,.,.,.,1,.,.,23,.,.,.,18,.,.,.,4,.,56
HB72Z,410,"Intermediate, Elbow or Lower Arm Procedures for Non-Trauma",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
HB73Z,100,"Minor, Elbow or Lower Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,84,.,.,.,.,.,.,4,.,88
HB73Z,110,"Minor, Elbow or Lower Arm Procedures for Non-Trauma",7,.,.,.,.,2,.,.,18,.,.,.,.,3,.,.,.,.,30
HB73Z,150,"Minor, Elbow or Lower Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
HB73Z,160,"Minor, Elbow or Lower Arm Procedures for Non-Trauma",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,.,6
HB73Z,410,"Minor, Elbow or Lower Arm Procedures for Non-Trauma",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
HB79Z,110,"Minimal, Elbow or Lower Arm Procedures for Non-Trauma",1,.,.,.,.,2,.,.,4,.,.,.,.,.,.,.,.,.,7
HB79Z,410,"Minimal, Elbow or Lower Arm Procedures for Non-Trauma",.,.,46,.,.,11,.,.,1,.,.,.,.,1,.,.,.,.,59
HB91Z,100,Other Non-Trauma Diagnosis without Procedure,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HB91Z,160,Other Non-Trauma Diagnosis without Procedure,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
HB91Z,410,Other Non-Trauma Diagnosis without Procedure,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HB99Z,100,Other Procedures for Non-Trauma,1,.,.,.,.,4,6,.,.,1,.,1,.,.,2,6,11,.,32
HB99Z,110,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,4,21,.,.,.,9,2,.,.,1,.,37
HB99Z,120,Other Procedures for Non-Trauma,2,.,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,.,4
HB99Z,140,Other Procedures for Non-Trauma,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,1,.,4
HB99Z,150,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
HB99Z,160,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,.,9
HB99Z,171,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
HB99Z,191,Other Procedures for Non-Trauma,1,.,.,.,.,.,.,.,.,.,.,1,.,33,.,.,6,.,41
HB99Z,300,Other Procedures for Non-Trauma,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,2
HB99Z,303,Other Procedures for Non-Trauma,68,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,72,.,141
HB99Z,320,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
HB99Z,400,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,.,.,.,21,.,.,.,.,.,21
HB99Z,410,Other Procedures for Non-Trauma,.,.,32,.,.,9,.,.,12,.,.,.,.,2,.,.,.,.,55
HB99Z,502,Other Procedures for Non-Trauma,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1
HB99Z,800,Other Procedures for Non-Trauma,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HB99Z,823,Other Procedures for Non-Trauma,.,.,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,.,2
HC01C,191,Extradural Spine Major 2 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HC03F,110,Extradural Spine Intermediate 2 with CC Score 0-2,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HC03F,150,Extradural Spine Intermediate 2 with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
HC03F,191,Extradural Spine Intermediate 2 with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1
HC04F,110,Extradural Spine Intermediate 1 with CC Score 0-1,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,3
HC04F,130,Extradural Spine Intermediate 1 with CC Score 0-1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
HC04F,191,Extradural Spine Intermediate 1 with CC Score 0-1,.,.,.,.,7,.,.,.,.,.,.,.,.,1,.,.,.,.,8
HC05E,110,Extradural Spine Minor 2 with CC Score 2-3,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,2
HC05F,100,Extradural Spine Minor 2 with CC Score 0-1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HC05F,110,Extradural Spine Minor 2 with CC Score 0-1,.,.,.,.,.,.,.,.,12,.,.,.,.,.,.,.,.,.,12
HC05F,191,Extradural Spine Minor 2 with CC Score 0-1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HC05F,410,Extradural Spine Minor 2 with CC Score 0-1,.,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
HC06Z,110,Extradural Spine Minor 1,.,.,.,.,.,.,.,.,10,.,.,.,.,.,.,.,.,.,10
HC06Z,191,Extradural Spine Minor 1,1,.,.,.,9,.,.,.,.,.,.,.,.,1,.,.,.,.,11
HC06Z,410,Extradural Spine Minor 1,.,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,2
HC07B,303,Intradural Spine Major with CC Score 0-2,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HC12Z,101,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HC12Z,110,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
HC12Z,150,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,.,8,.,.,.,.,.,8
HC12Z,191,Intradural Spine Minor 1,.,.,.,.,1,.,.,.,.,.,.,5,.,.,.,.,.,.,6
HC12Z,300,Intradural Spine Minor 1,.,.,.,.,.,.,1,.,.,2,.,.,3,.,.,.,29,.,35
HC12Z,303,Intradural Spine Minor 1,.,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,1,.,8
HC12Z,370,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,7
HC12Z,400,Intradural Spine Minor 1,.,.,.,.,.,59,.,.,.,.,.,.,200,.,.,.,.,.,259
HC12Z,420,Intradural Spine Minor 1,.,.,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,.,2
HC12Z,421,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,7
HC12Z,823,Intradural Spine Minor 1,.,.,.,.,.,.,.,.,.,.,.,.,161,.,.,.,.,.,161
HC26E,110,"Scoliosis or Other Spinal Deformity, with CC Score 1-2",.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,2
HC26F,110,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,2
HC26F,191,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,5
HC26F,300,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
HC26F,410,"Scoliosis or Other Spinal Deformity, with CC Score 0",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HC27F,110,Degenerative Spinal Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HC27F,191,Degenerative Spinal Conditions with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
HC27F,410,Degenerative Spinal Conditions with CC Score 3-5,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
HC27G,110,Degenerative Spinal Conditions with CC Score 0-2,.,.,.,.,.,.,.,.,60,.,.,.,.,.,.,.,.,.,60
HC27G,150,Degenerative Spinal Conditions with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
HC27G,191,Degenerative Spinal Conditions with CC Score 0-2,2,.,.,.,13,.,.,.,.,.,2,4,.,11,.,.,44,.,76
HC27G,400,Degenerative Spinal Conditions with CC Score 0-2,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
HC27G,410,Degenerative Spinal Conditions with CC Score 0-2,.,.,.,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,8
HC28G,110,Spinal Cord Conditions with CC Score 0-2,.,.,.,.,.,.,.,.,9,.,.,.,.,.,.,.,.,.,9
HC28G,191,Spinal Cord Conditions with CC Score 0-2,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5
HC28G,400,Spinal Cord Conditions with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,7
HC29A,410,Inflammatory Spinal Conditions with CC Score 2+,.,.,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,4
HC29B,300,Inflammatory Spinal Conditions with CC Score 0-1,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,.,19
HC29B,410,Inflammatory Spinal Conditions with CC Score 0-1,.,20,1,.,.,18,.,.,.,.,.,.,.,.,.,.,.,.,39
HC32E,110,Low Back Pain with CC Score 3-5,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HC32E,191,Low Back Pain with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
HC32F,101,Low Back Pain with CC Score 0-2,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HC32F,110,Low Back Pain with CC Score 0-2,.,.,.,.,.,.,.,.,11,.,.,.,.,.,.,.,.,.,11
HC32F,191,Low Back Pain with CC Score 0-2,.,.,.,7,.,.,.,.,.,.,1,.,.,3,.,.,50,.,61
HC32F,400,Low Back Pain with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
HD21G,110,Soft Tissue Disorders with CC Score 3-5,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,5
HD21G,160,Soft Tissue Disorders with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HD21G,191,Soft Tissue Disorders with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,2,.,5
HD21G,370,Soft Tissue Disorders with CC Score 3-5,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD21G,400,Soft Tissue Disorders with CC Score 3-5,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
HD21G,410,Soft Tissue Disorders with CC Score 3-5,.,.,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,2
HD21H,100,Soft Tissue Disorders with CC Score 0-2,.,1,.,.,.,.,2,.,.,.,.,.,.,.,.,.,1,.,4
HD21H,110,Soft Tissue Disorders with CC Score 0-2,.,.,.,.,.,.,.,.,11,.,.,.,.,.,.,.,.,.,11
HD21H,140,Soft Tissue Disorders with CC Score 0-2,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18
HD21H,160,Soft Tissue Disorders with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,.,8
HD21H,191,Soft Tissue Disorders with CC Score 0-2,5,.,.,1,.,.,.,.,.,.,33,15,.,6,.,.,15,.,75
HD21H,300,Soft Tissue Disorders with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HD21H,370,Soft Tissue Disorders with CC Score 0-2,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD21H,400,Soft Tissue Disorders with CC Score 0-2,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
HD21H,410,Soft Tissue Disorders with CC Score 0-2,.,.,41,.,.,27,.,.,.,.,.,.,.,3,.,.,.,.,71
HD23F,410,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 7-8",.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2
HD23G,361,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 5-6",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD23G,410,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 5-6",.,10,.,.,.,21,.,.,.,.,.,.,.,.,.,.,.,.,31
HD23H,300,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HD23H,303,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD23H,361,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
HD23H,410,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 3-4",.,39,2,.,.,44,.,.,.,.,.,.,.,.,.,.,.,.,85
HD23J,100,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
HD23J,110,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
HD23J,130,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,5
HD23J,191,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD23J,300,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",513,.,.,.,.,2,.,.,.,.,.,.,12,.,.,.,313,.,840
HD23J,303,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HD23J,330,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,.,.,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,7
HD23J,340,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
HD23J,400,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,.,.,.,.,.,.,.,.,.,.,.,30,.,.,.,.,.,30
HD23J,410,"Inflammatory, Spine, Joint or Connective Tissue Disorders, with CC Score 0-2",.,721,17,.,.,312,.,.,.,.,.,.,.,2,.,.,.,.,"1,052"
HD24F,110,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HD24F,361,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD24F,410,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 5-7",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
HD24G,110,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",.,.,.,.,.,.,.,.,8,.,.,.,.,.,.,.,.,.,8
HD24G,191,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD24G,300,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,1,.,2
HD24G,370,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD24G,410,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",.,5,2,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,10
HD24G,430,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 2-4",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,3
HD24H,110,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",.,.,.,.,.,2,.,.,28,.,.,.,.,.,.,.,.,.,30
HD24H,160,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,3
HD24H,191,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,4,.,5
HD24H,300,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",21,.,.,.,.,6,1,.,.,1,1,.,.,.,.,.,7,.,37
HD24H,302,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,2
HD24H,410,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",.,14,8,.,.,12,.,.,.,.,.,.,.,.,.,.,.,.,34
HD24H,430,"Non-Inflammatory, Bone or Joint Disorders, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,.,7
HD25E,361,"Infections of Bones or Joints, with CC Score 9-12",.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
HD25F,300,"Infections of Bones or Joints, with CC Score 5-8",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HD25G,100,"Infections of Bones or Joints, with CC Score 2-4",.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,2
HD25G,410,"Infections of Bones or Joints, with CC Score 2-4",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD25H,110,"Infections of Bones or Joints, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
HD25H,300,"Infections of Bones or Joints, with CC Score 0-1",.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,5
HD26F,320,"Musculoskeletal Signs or Symptoms, with CC Score 4-7",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1
HD26G,110,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",1,.,.,.,.,2,.,.,4,.,.,.,.,1,.,.,.,.,8
HD26G,191,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",.,.,.,.,.,.,.,.,.,.,2,.,.,3,.,.,2,.,7
HD26G,300,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,1
HD26G,410,"Musculoskeletal Signs or Symptoms, with CC Score 0-3",.,.,4,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,7
HD39H,410,Pathological Fractures with CC Score 0-2,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
HD40F,101,"Malignancy of Bone or Connective Tissue, with CC Score 5-7",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
HD40F,370,"Malignancy of Bone or Connective Tissue, with CC Score 5-7",.,11,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22
HD40F,800,"Malignancy of Bone or Connective Tissue, with CC Score 5-7",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,.,8
HD40G,370,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",.,28,.,55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83
HD40G,800,"Malignancy of Bone or Connective Tissue, with CC Score 2-4",6,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,17,.,25
HD40H,150,"Malignancy of Bone or Connective Tissue, with CC Score 0-1",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,1
HD40H,370,"Malignancy of Bone or Connective Tissue, with CC Score 0-1",.,24,.,145,.,.,.,.,.,.,.,.,.,.,.,.,.,.,169
HD40H,800,"Malignancy of Bone or Connective Tissue, with CC Score 0-1",98,.,.,.,.,4,.,.,.,.,.,.,.,.,.,.,37,.,139
HR07A,110,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 22 or less",.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,2
HR07A,160,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 22 or less",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,2
HR08A,110,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 22 or less",.,.,.,.,.,2,.,.,1,.,.,.,2,.,.,.,.,.,5
HR08A,160,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 22 or less",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,1
HR08B,110,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 23-60",.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,1
HR09A,110,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 22 or less",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
JA12E,370,"Malignant Breast Disorders with Interventions, with CC Score 3-6",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
